time,side,ticker_id,mv_dn_composite_labels,dist_upper_bb_50_2.5_df055,co_fall_count_1_10_df044,dist_upper_bb_20_2.5_df055
2009-06-15 00:00:00+00,SHORT,1715,0.0,-0.016640078,4.0,-0.016179765
2009-06-29 00:00:00+00,SHORT,1081,0.0,-0.020000413,4.0,0.01458935
2009-07-01 00:00:00+00,SHORT,2437,0.0,0.0047419327,4.0,-0.006295805
2009-07-01 00:00:00+00,SHORT,3612,0.007363840441889954,-0.014241563,5.0,-0.010195006
2009-07-02 00:00:00+00,SHORT,1838,0.1647146847915711,-0.008376471,4.0,-0.030853963
2009-07-06 00:00:00+00,SHORT,3612,0.0,-0.01662301,4.0,-0.015833672
2009-08-03 00:00:00+00,SHORT,212,1.0,-0.0049197865,4.0,-0.028877715
2009-08-10 00:00:00+00,SHORT,3882,0.0,-0.018926302,4.0,-0.015699591
2009-08-14 00:00:00+00,SHORT,3124,0.0,-0.0075209667,4.0,-0.04005198
2009-08-28 00:00:00+00,SHORT,730,0.0,-0.013804787,4.0,0.0026716113
2009-09-28 00:00:00+00,SHORT,3646,1.0,-0.008164738,4.0,-0.021650335
2009-09-29 00:00:00+00,SHORT,3646,0.9444444444444444,-0.017198753,5.0,-0.03355861
2009-10-05 00:00:00+00,SHORT,4194,0.0,-0.015142623,4.0,-0.031286117
2009-10-06 00:00:00+00,SHORT,4112,0.0,-0.0084788455,4.0,-0.011306845
2009-10-08 00:00:00+00,SHORT,64,0.0,-0.019746825,4.0,-0.038212102
2009-10-20 00:00:00+00,SHORT,2986,0.5819238927208126,0.008871532,4.0,0.015440698
2009-10-22 00:00:00+00,SHORT,2479,0.7222222222222222,-0.018903278,4.0,-0.023104254
2009-10-23 00:00:00+00,SHORT,153,1.0,0.005675429,4.0,0.003909006
2009-10-27 00:00:00+00,SHORT,4153,0.7101804968504866,-0.0073539387,4.0,-0.013403786
2009-11-09 00:00:00+00,SHORT,2350,0.0,-5.077574E-5,4.0,0.005328032
2009-11-17 00:00:00+00,SHORT,3436,0.43090707113879395,-0.018947268,4.0,-0.03176959
2009-12-02 00:00:00+00,SHORT,450,0.39798221747047696,-0.011528252,4.0,-0.023609044
2009-12-02 00:00:00+00,SHORT,1673,1.0,-0.0026398117,5.0,0.004035812
2009-12-04 00:00:00+00,SHORT,641,0.32987503491259323,-0.012746069,4.0,-0.02300364
2010-01-06 00:00:00+00,SHORT,2111,0.22846740322192433,-0.011613123,4.0,-0.024287919
2010-01-07 00:00:00+00,SHORT,4150,0.4093994972744598,-0.01946848,5.0,0.0014540948
2010-01-07 00:00:00+00,SHORT,413,0.3644294623129414,0.0012406209,4.0,0.011566592
2010-01-08 00:00:00+00,SHORT,3049,1.0,-0.008653888,4.0,-0.008701125
2010-01-11 00:00:00+00,SHORT,3049,0.37478220489321334,-0.016369848,4.0,-0.014032748
2010-01-11 00:00:00+00,SHORT,3895,1.0,0.014447576,4.0,-0.0148691675
2010-01-12 00:00:00+00,SHORT,3782,0.4311232182623754,-0.016516946,4.0,0.002055524
2010-01-13 00:00:00+00,SHORT,3436,0.2670806735973065,-0.019719385,4.0,-0.021613631
2010-01-14 00:00:00+00,SHORT,1985,0.47294973230028736,-0.0054364046,4.0,-0.017805876
2010-01-21 00:00:00+00,SHORT,39,0.10719509762342815,-0.0064174403,5.0,-0.005448491
2010-01-21 00:00:00+00,SHORT,1191,0.0,-0.019958263,4.0,-0.022438478
2010-01-21 00:00:00+00,SHORT,3610,0.0,-0.011012839,4.0,0.011626732
2010-02-02 00:00:00+00,SHORT,131,0.03264353190258143,-0.01955195,4.0,-0.0136628905
2010-02-02 00:00:00+00,SHORT,1220,0.0,-0.011586322,5.0,0.0033278496
2010-03-17 00:00:00+00,SHORT,523,0.32295121898866314,-0.010437658,4.0,-0.012719828
2010-03-25 00:00:00+00,SHORT,1700,1.0,0.0051790574,4.0,-0.024416743
2010-03-26 00:00:00+00,SHORT,1700,0.875,0.015046615,4.0,-0.015152402
2010-04-19 00:00:00+00,SHORT,1896,0.5853368925218944,-0.0042389287,4.0,5.996343E-4
2010-04-20 00:00:00+00,SHORT,2643,1.0,-0.013947753,4.0,-0.02819558
2010-04-20 00:00:00+00,SHORT,1087,1.0,-0.010049053,5.0,-0.0074237348
2010-04-21 00:00:00+00,SHORT,2247,0.5585445422235221,0.0059974915,4.0,-7.252222E-4
2010-04-21 00:00:00+00,SHORT,2643,0.9285714285714286,-0.01964701,5.0,-0.034955036
2010-04-22 00:00:00+00,SHORT,237,1.0,-0.020322662,4.0,-0.0027563267
2010-04-23 00:00:00+00,SHORT,84,0.8571428571428572,-0.019957181,4.0,-0.015563998
2010-04-26 00:00:00+00,SHORT,243,1.0,-0.017980546,4.0,-0.031013353
2010-04-26 00:00:00+00,SHORT,417,1.0,-0.013645179,4.0,-0.0043870555
2010-04-29 00:00:00+00,SHORT,1063,1.0,-0.01131109,5.0,-0.008424759
2010-04-30 00:00:00+00,SHORT,3456,1.0,-0.011332937,5.0,-0.00434662
2010-05-03 00:00:00+00,SHORT,2370,0.8333333333333334,-0.020272426,4.0,-0.0065849754
2010-05-03 00:00:00+00,SHORT,2638,0.10945756125638867,-0.01616984,4.0,-0.016422391
2010-05-03 00:00:00+00,SHORT,2896,1.0,-0.009835781,4.0,-2.4258973E-4
2010-05-03 00:00:00+00,SHORT,3287,1.0,0.0030078215,4.0,0.0040064175
2010-05-03 00:00:00+00,SHORT,3456,0.8333333333333334,-0.018329801,4.0,-0.010080883
2010-05-13 00:00:00+00,SHORT,1483,0.19026417615405822,0.016700998,4.0,-0.009004515
2010-05-13 00:00:00+00,SHORT,1807,0.21941801649710763,-0.013443475,4.0,-0.016355012
2010-05-13 00:00:00+00,SHORT,1904,0.0,-0.0149416765,4.0,-0.041912
2010-05-14 00:00:00+00,SHORT,1483,0.25884908683519375,0.011342073,4.0,-0.018857146
2010-05-14 00:00:00+00,SHORT,1807,0.18488751990423877,-0.007695988,4.0,-0.018972088
2010-06-03 00:00:00+00,SHORT,3199,1.0,0.0022103,4.0,-0.041270696
2010-06-16 00:00:00+00,SHORT,1904,0.7589000846978239,-0.010490962,4.0,-0.011993855
2010-06-17 00:00:00+00,SHORT,2099,0.875,-0.020437192,4.0,-0.012572884
2010-07-07 00:00:00+00,SHORT,1423,0.0,-0.018394135,5.0,-0.03527852
2010-08-02 00:00:00+00,SHORT,433,0.16451098163588404,-0.015534368,4.0,-0.02970388
2010-08-02 00:00:00+00,SHORT,2541,0.75,-0.01859271,5.0,-0.038492795
2010-08-02 00:00:00+00,SHORT,3273,0.23245131164968086,-0.016609047,4.0,-0.031702936
2010-08-04 00:00:00+00,SHORT,2064,0.25926917295312674,-0.01975707,4.0,-0.011014527
2010-08-04 00:00:00+00,SHORT,3273,0.3263350602582111,-0.015384137,4.0,-0.021530937
2010-08-05 00:00:00+00,SHORT,988,0.0,0.019900536,4.0,-0.01277041
2010-08-05 00:00:00+00,SHORT,1710,0.2586676851121762,-0.014767158,4.0,-0.03203966
2010-08-06 00:00:00+00,SHORT,2437,0.0,0.0030532058,4.0,0.0036562914
2010-08-06 00:00:00+00,SHORT,988,0.0,0.0077835107,4.0,-0.029976495
2010-08-09 00:00:00+00,SHORT,50,0.35338553576010046,-0.013551493,4.0,-0.01077119
2010-08-09 00:00:00+00,SHORT,559,0.0,-0.0044631287,4.0,-0.012325108
2010-08-09 00:00:00+00,SHORT,1684,0.24251611492359626,-0.019292034,4.0,-0.012038415
2010-08-09 00:00:00+00,SHORT,1922,0.17778276850697997,-0.014636254,4.0,-0.009858221
2010-09-24 00:00:00+00,SHORT,2553,0.7,-0.017440064,5.0,-0.011876914
2010-10-05 00:00:00+00,SHORT,1185,0.8929256279905893,0.009293129,4.0,0.022939585
2010-11-05 00:00:00+00,SHORT,2351,0.20947068887006384,-0.01140222,4.0,-0.001638901
2010-11-05 00:00:00+00,SHORT,2567,0.43244334292797804,-0.002017534,4.0,-0.009733055
2010-11-05 00:00:00+00,SHORT,3614,0.3863230102535577,-0.013542294,5.0,-0.003676109
2010-11-08 00:00:00+00,SHORT,2351,0.2985270676145711,-0.018188758,4.0,-0.010066766
2010-12-03 00:00:00+00,SHORT,1244,0.23324755144405349,-0.0024131944,4.0,-3.0827112E-4
2010-12-06 00:00:00+00,SHORT,4164,0.0,-0.020312978,4.0,-0.029764608
2010-12-06 00:00:00+00,SHORT,1244,0.23626621534075723,-0.014070558,4.0,-0.017557861
2010-12-08 00:00:00+00,SHORT,2221,0.2317509232993177,-0.010702333,5.0,-0.00376191
2010-12-14 00:00:00+00,SHORT,555,0.4218157372329515,-0.009449475,5.0,-0.025915459
2010-12-15 00:00:00+00,SHORT,555,0.48627955971092557,-0.008068101,5.0,-0.022845732
2010-12-16 00:00:00+00,SHORT,555,0.43799081242044313,-0.014388448,5.0,-0.024914388
2011-01-13 00:00:00+00,SHORT,3885,0.20942538846746023,0.004596621,4.0,0.004584179
2011-01-14 00:00:00+00,SHORT,578,0.0,-0.008595386,4.0,-0.030866137
2011-01-18 00:00:00+00,SHORT,142,1.0,0.01412136,4.0,7.727376E-4
2011-01-21 00:00:00+00,SHORT,1838,0.0,-0.0021280278,4.0,-0.008409327
2011-02-17 00:00:00+00,SHORT,2670,1.0,-0.009399806,4.0,-0.0026915893
2011-02-17 00:00:00+00,SHORT,817,0.27081566200915647,0.0012520986,4.0,1.3251918E-4
2011-02-28 00:00:00+00,SHORT,234,0.6305170651511547,3.0214625E-4,4.0,-0.0021391786
2011-02-28 00:00:00+00,SHORT,559,0.34090607863791156,-0.0038578324,4.0,0.0021261459
2011-02-28 00:00:00+00,SHORT,4059,1.0,-0.0175891,5.0,-0.004352409
2011-03-01 00:00:00+00,SHORT,1324,0.10279659662640586,-0.0076733027,4.0,-0.022822717
2011-04-04 00:00:00+00,SHORT,2553,0.24459451170432875,-0.020335827,4.0,-0.016051833
2011-04-06 00:00:00+00,SHORT,9,0.0,-0.00986767,4.0,-0.0039764945
2011-04-06 00:00:00+00,SHORT,2553,0.16766731113187153,-0.016524838,4.0,-0.009082215
2011-04-07 00:00:00+00,SHORT,9,0.42508972994834754,-0.016931143,4.0,-0.011771674
2011-04-08 00:00:00+00,SHORT,2340,0.0,-0.015352968,4.0,-0.008218075
2011-04-21 00:00:00+00,SHORT,1139,0.8408980897562154,-0.013730033,4.0,-0.0077071674
2011-04-25 00:00:00+00,SHORT,444,1.0,-0.014966991,4.0,-0.022848545
2011-04-25 00:00:00+00,SHORT,2747,0.44014911880372876,-0.018079922,6.0,-0.028090995
2011-04-26 00:00:00+00,SHORT,3271,1.0,-0.0130064655,4.0,-0.009494907
2011-05-02 00:00:00+00,SHORT,622,1.0,-0.019249652,4.0,-0.02224897
2011-05-19 00:00:00+00,SHORT,68,1.0,-0.0093496675,4.0,-0.009993153
2011-05-19 00:00:00+00,SHORT,881,0.49317931150972893,-0.010532615,4.0,-0.008186655
2011-05-20 00:00:00+00,SHORT,3905,0.5117217399527372,-0.015575231,4.0,-0.013589666
2011-05-31 00:00:00+00,SHORT,2912,0.2110042351225581,-0.01608669,5.0,-0.021949373
2011-07-18 00:00:00+00,SHORT,88,1.0,-0.01538582,4.0,-0.024222279
2011-07-21 00:00:00+00,SHORT,808,1.0,-0.0154329315,6.0,-0.017389584
2011-07-22 00:00:00+00,SHORT,2129,1.0,-0.014221643,4.0,-0.014487303
2011-07-22 00:00:00+00,SHORT,558,1.0,-0.016246192,4.0,-0.008165741
2011-07-22 00:00:00+00,SHORT,739,0.6970294509358185,-0.007910361,4.0,-0.014643993
2011-07-22 00:00:00+00,SHORT,2912,0.7430253969790094,-0.009544514,4.0,-0.013322762
2011-07-22 00:00:00+00,SHORT,3078,0.9230769230769231,-0.017433355,4.0,-0.03203728
2011-07-22 00:00:00+00,SHORT,1288,1.0,-0.019657329,6.0,-0.015581427
2011-07-22 00:00:00+00,SHORT,4088,0.9333333333333333,-0.011369423,4.0,-0.013665337
2011-07-25 00:00:00+00,SHORT,3013,0.7946053051758358,-0.018975642,4.0,-0.0053452537
2011-07-25 00:00:00+00,SHORT,1012,0.9333333333333333,-0.017682685,4.0,-0.03404864
2011-07-25 00:00:00+00,SHORT,3522,0.8666666666666667,-0.019982351,4.0,-0.01572004
2011-07-25 00:00:00+00,SHORT,4088,0.8666666666666667,-0.014616413,5.0,-0.015004433
2011-07-26 00:00:00+00,SHORT,2105,1.0,-0.015306216,4.0,-0.026114926
2011-07-26 00:00:00+00,SHORT,1112,0.7692307692307692,-0.020099455,4.0,-0.019116309
2011-07-26 00:00:00+00,SHORT,1144,0.34244119134448603,-0.0019375505,5.0,0.013140242
2011-07-26 00:00:00+00,SHORT,3539,0.3704430872505245,-0.017105937,5.0,-0.021803243
2011-07-26 00:00:00+00,SHORT,1853,0.2664235407945063,-0.0144212125,4.0,-0.010102204
2011-07-27 00:00:00+00,SHORT,1144,0.0,-0.01117076,5.0,-0.0014558161
2011-07-28 00:00:00+00,SHORT,903,1.0,-0.006842098,5.0,-0.0056312964
2011-07-29 00:00:00+00,SHORT,710,1.0,-0.01305635,4.0,-0.008573919
2011-07-29 00:00:00+00,SHORT,903,0.9090909090909091,-0.010064201,5.0,-0.010423834
2011-09-07 00:00:00+00,SHORT,3748,1.0,0.00299618,4.0,0.0024558431
2011-09-16 00:00:00+00,SHORT,2613,0.09278645629439854,-0.019598655,4.0,-0.018242601
2011-09-20 00:00:00+00,SHORT,2619,1.0,0.0072033396,4.0,0.008156587
2011-09-20 00:00:00+00,SHORT,1198,0.8888888888888888,-0.017894626,4.0,-0.039981913
2011-10-21 00:00:00+00,SHORT,2137,0.5733023671814045,-0.018671254,4.0,3.2416054E-5
2011-10-27 00:00:00+00,SHORT,1474,1.0,-0.0018879425,4.0,-0.0074942796
2011-10-27 00:00:00+00,SHORT,1922,1.0,-0.008198468,5.0,-0.01331332
2011-10-28 00:00:00+00,SHORT,2247,0.5659683828775347,-0.005523759,4.0,-0.015031206
2011-10-28 00:00:00+00,SHORT,245,0.5732789616332906,0.008659142,5.0,-0.020762289
2011-10-28 00:00:00+00,SHORT,2396,0.47641416417969645,0.012531322,4.0,-0.015431904
2011-10-28 00:00:00+00,SHORT,440,1.0,-0.0068149096,5.0,-0.028860329
2011-10-28 00:00:00+00,SHORT,2546,0.21637518750199378,-0.015908072,4.0,-0.0225246
2011-10-28 00:00:00+00,SHORT,938,1.0,-0.013138419,4.0,-0.021614522
2011-10-28 00:00:00+00,SHORT,3273,0.8,-0.012144723,4.0,-0.046699595
2011-10-28 00:00:00+00,SHORT,3694,0.8,-0.016603941,4.0,-0.033987816
2011-10-28 00:00:00+00,SHORT,3897,1.0,0.010270169,4.0,-0.033525646
2011-10-28 00:00:00+00,SHORT,1922,0.8,-0.012654321,6.0,-0.018288935
2011-11-02 00:00:00+00,SHORT,1411,0.27472374475757894,-0.020313138,5.0,-0.015157828
2011-11-03 00:00:00+00,SHORT,2408,0.0,-0.0106639275,4.0,-0.008588846
2011-11-07 00:00:00+00,SHORT,2554,0.358582283609058,-0.018647393,5.0,-0.016744157
2011-11-08 00:00:00+00,SHORT,1411,0.24009053326580496,-0.01792004,5.0,-0.015194541
2011-11-08 00:00:00+00,SHORT,4074,0.6483752565750425,-0.015574675,4.0,-0.018839106
2011-11-14 00:00:00+00,SHORT,2084,0.1881195677298247,-0.019735647,4.0,-0.020791827
2011-11-15 00:00:00+00,SHORT,2084,0.12584025206727883,-0.018897738,4.0,-0.020654285
2012-01-18 00:00:00+00,SHORT,2452,0.4018295596919429,-0.017804544,5.0,-0.024580806
2012-03-27 00:00:00+00,SHORT,3521,0.506815621372072,-0.020450253,4.0,-0.024828892
2012-03-27 00:00:00+00,SHORT,4073,0.3609715663951011,-0.010340848,4.0,-0.003427864
2012-03-28 00:00:00+00,SHORT,4073,0.0,-0.013456662,4.0,-0.011368418
2012-03-30 00:00:00+00,SHORT,1819,0.24995263729645908,-0.017513178,4.0,-0.025198743
2012-04-02 00:00:00+00,SHORT,309,0.46624553017327214,-0.00721048,4.0,-0.017831327
2012-04-02 00:00:00+00,SHORT,3443,0.7471154072192632,-0.006179711,5.0,0.0054935273
2012-04-02 00:00:00+00,SHORT,3513,0.7111155814648366,-0.013810372,5.0,-0.010856409
2012-04-02 00:00:00+00,SHORT,3521,0.49169454503237636,-0.011484774,6.0,-0.0147830825
2012-04-02 00:00:00+00,SHORT,1819,0.44848810634286024,-0.016634475,4.0,-0.025855025
2012-04-03 00:00:00+00,SHORT,1869,0.4359620877577355,-0.019691512,4.0,-0.01633468
2012-04-03 00:00:00+00,SHORT,4070,0.7245316991979686,-0.017354017,6.0,-0.021085456
2012-04-18 00:00:00+00,SHORT,1988,1.0,-0.015340475,6.0,-0.014650493
2012-04-27 00:00:00+00,SHORT,9,1.0,-0.010850678,4.0,-7.2905543E-4
2012-04-27 00:00:00+00,SHORT,1297,0.3221940677096012,-0.008796517,4.0,-0.0052672285
2012-05-02 00:00:00+00,SHORT,3915,0.7783813192909622,-0.013819165,5.0,-0.013298249
2012-05-02 00:00:00+00,SHORT,1910,0.2508560931548234,-0.014591411,4.0,-0.02599759
2012-05-09 00:00:00+00,SHORT,1664,0.8888888888888888,-0.016807774,4.0,-0.024388665
2012-05-11 00:00:00+00,SHORT,2213,0.5700565788069416,-0.019813456,4.0,-0.0030064466
2012-07-02 00:00:00+00,SHORT,3130,0.0,-0.017616013,4.0,-0.02175055
2012-07-05 00:00:00+00,SHORT,3684,1.0,-0.0017840383,4.0,-0.01290793
2012-07-18 00:00:00+00,SHORT,4223,0.3257240493832901,-0.019210642,6.0,-0.014883271
2012-07-27 00:00:00+00,SHORT,1297,0.14086137980656643,0.0065840194,5.0,-0.005148348
2012-07-30 00:00:00+00,SHORT,664,0.777176796744451,-0.011176043,5.0,-0.008306095
2012-07-31 00:00:00+00,SHORT,664,0.7,-0.017521802,5.0,-0.014932686
2012-08-01 00:00:00+00,SHORT,133,0.07593915150625591,-0.015575054,4.0,-0.013461164
2012-08-21 00:00:00+00,SHORT,974,0.5903767886200321,-0.02008839,4.0,-0.022278847
2012-09-14 00:00:00+00,SHORT,2345,0.2908396300363496,-0.020268582,4.0,-3.222954E-4
2012-09-14 00:00:00+00,SHORT,881,0.158220182602336,0.0035142535,4.0,0.0022182525
2012-09-14 00:00:00+00,SHORT,1306,0.28813570983923226,-0.013440662,4.0,-0.0010096516
2012-09-17 00:00:00+00,SHORT,2129,0.5785927070447886,-0.016890017,4.0,-0.0026620843
2012-09-17 00:00:00+00,SHORT,881,0.0702886490019374,-0.009196827,4.0,-0.013407442
2012-10-05 00:00:00+00,SHORT,4050,0.0,-0.016851015,5.0,-0.008880194
2012-10-12 00:00:00+00,SHORT,3109,0.41948132311348496,-0.019056734,4.0,-0.030193321
2012-10-15 00:00:00+00,SHORT,3109,0.4039823396364232,-0.018539047,4.0,-0.027829867
2012-10-16 00:00:00+00,SHORT,3109,0.36708377553135774,-0.014591545,4.0,-0.0210546
2012-10-17 00:00:00+00,SHORT,3218,0.687068144769445,-0.013809063,4.0,0.0010374491
2012-10-17 00:00:00+00,SHORT,3973,0.4482518556341718,-0.009246156,4.0,5.7528686E-4
2012-10-18 00:00:00+00,SHORT,2137,0.43459088792155187,-0.008272065,4.0,-0.0022602675
2012-10-18 00:00:00+00,SHORT,245,0.5438560060979865,-0.011116783,4.0,-0.005320336
2012-10-18 00:00:00+00,SHORT,3244,0.4696392859304665,-0.011623475,5.0,-0.011903474
2012-10-18 00:00:00+00,SHORT,3973,0.515107774446118,-0.0144235045,4.0,-0.008645647
2012-10-19 00:00:00+00,SHORT,2137,0.42741440425681576,-0.018684346,4.0,-0.011643195
2012-10-22 00:00:00+00,SHORT,1473,0.8181818181818181,-0.016942697,4.0,-0.027471421
2012-10-31 00:00:00+00,SHORT,3561,0.0,-0.0035999801,4.0,-0.006207627
2012-11-01 00:00:00+00,SHORT,3049,0.0,-0.009243032,5.0,-0.03175821
2012-11-01 00:00:00+00,SHORT,3561,0.0,-0.014696109,4.0,-0.016207889
2012-11-02 00:00:00+00,SHORT,386,0.0,3.6601519E-4,4.0,-0.020113556
2012-11-02 00:00:00+00,SHORT,2936,0.35125755828494376,0.012442396,4.0,-0.01270336
2012-11-02 00:00:00+00,SHORT,903,0.0,-0.012207905,5.0,-0.016074065
2012-11-02 00:00:00+00,SHORT,3561,0.0,-0.014386593,4.0,-0.015535627
2012-11-06 00:00:00+00,SHORT,2345,0.169052037135385,-0.0020891381,4.0,-0.017560484
2012-11-06 00:00:00+00,SHORT,3595,0.2639743386151851,0.009599935,5.0,-3.8438206E-4
2012-11-27 00:00:00+00,SHORT,1927,0.0,-0.015518525,4.0,-0.020310553
2012-12-07 00:00:00+00,SHORT,1752,0.0,-0.018622704,4.0,-0.009201195
2012-12-13 00:00:00+00,SHORT,3148,0.20471785775371742,-0.0163389,5.0,-0.013166654
2013-01-03 00:00:00+00,SHORT,323,0.9458867178098406,-0.0018457202,4.0,0.011860896
2013-01-03 00:00:00+00,SHORT,3573,0.14993338315275526,-0.01681924,4.0,-0.011419412
2013-01-04 00:00:00+00,SHORT,2742,0.387717289414939,-0.006609805,5.0,-0.0019802423
2013-01-24 00:00:00+00,SHORT,1699,0.0,-0.019087942,5.0,-0.019875709
2013-01-28 00:00:00+00,SHORT,4082,1.0,-0.012956686,4.0,0.0051880404
2013-01-29 00:00:00+00,SHORT,405,0.6599705231738018,-0.018093314,4.0,-0.008443651
2013-01-30 00:00:00+00,SHORT,3124,0.0,-0.0063076774,5.0,0.0036383702
2013-01-31 00:00:00+00,SHORT,3124,0.0,-0.014076053,4.0,-0.009471625
2013-02-01 00:00:00+00,SHORT,3124,0.0,-0.014826653,4.0,-0.011485124
2013-02-05 00:00:00+00,SHORT,580,0.14135895622975125,-0.019869644,4.0,-0.012863172
2013-02-08 00:00:00+00,SHORT,1333,0.2796593481329147,-0.017601663,4.0,-0.021396741
2013-02-08 00:00:00+00,SHORT,1667,0.24213623842013518,-0.017833708,4.0,-0.016477045
2013-02-12 00:00:00+00,SHORT,1667,0.15951527467966373,-0.019433092,4.0,-0.017505618
2013-02-19 00:00:00+00,SHORT,4197,0.7979819898291116,-0.014752519,4.0,-0.012605525
2013-03-06 00:00:00+00,SHORT,730,0.708318711800774,-0.0041733007,4.0,-9.749986E-4
2013-03-07 00:00:00+00,SHORT,730,0.666429800707877,-0.015363274,4.0,-0.013671285
2013-03-15 00:00:00+00,SHORT,870,0.6675855730210182,0.017223582,4.0,-0.003157707
2013-03-15 00:00:00+00,SHORT,3573,0.4405148825275591,-0.01787408,4.0,-0.013804791
2013-03-20 00:00:00+00,SHORT,1090,0.0,-0.015178731,4.0,-0.02228919
2013-03-22 00:00:00+00,SHORT,76,0.4014305727224461,-0.017161107,4.0,-0.049187895
2013-03-26 00:00:00+00,SHORT,2816,0.0,-0.008914385,4.0,0.007703179
2013-03-26 00:00:00+00,SHORT,3629,0.2846470717208315,-0.017877925,4.0,-0.028186215
2013-03-27 00:00:00+00,SHORT,1437,0.0,-0.017008582,5.0,-0.019654525
2013-03-27 00:00:00+00,SHORT,3595,0.2740820462145745,-0.016900484,4.0,-0.017924419
2013-04-11 00:00:00+00,SHORT,2728,0.0,-0.008381459,4.0,0.0016153479
2013-05-14 00:00:00+00,SHORT,3837,0.6488945271984031,-0.007842683,4.0,-0.030871226
2013-05-16 00:00:00+00,SHORT,663,1.0,-0.016324852,5.0,-0.019744104
2013-05-16 00:00:00+00,SHORT,1840,1.0,-0.019376293,4.0,-0.011493507
2013-05-17 00:00:00+00,SHORT,578,0.16435783668075807,-0.004099739,4.0,-0.019817106
2013-05-17 00:00:00+00,SHORT,663,0.9411764705882353,-0.013277575,5.0,-0.015113685
2013-05-20 00:00:00+00,SHORT,578,0.1341375771097475,-0.010523681,4.0,-0.02288416
2013-05-20 00:00:00+00,SHORT,663,0.8823529411764706,-0.019701311,4.0,-0.019519547
2013-05-21 00:00:00+00,SHORT,406,0.3053131738715568,-0.0073985984,5.0,-0.016076036
2013-05-21 00:00:00+00,SHORT,578,0.27759252691218617,-0.013968909,4.0,-0.026089558
2013-05-21 00:00:00+00,SHORT,1532,0.4242032529110337,-0.017415037,5.0,-0.023618435
2013-05-22 00:00:00+00,SHORT,1306,0.2146576418507926,-0.017694939,4.0,-0.038860813
2013-05-24 00:00:00+00,SHORT,2979,1.0,-0.004482342,4.0,4.027802E-4
2013-05-28 00:00:00+00,SHORT,2196,0.875,-0.0068553076,6.0,-0.012319798
2013-06-07 00:00:00+00,SHORT,502,0.0,-0.0094927335,5.0,-0.0010201149
2013-06-10 00:00:00+00,SHORT,502,0.0,-0.01530536,5.0,-0.011038571
2013-06-10 00:00:00+00,SHORT,1838,0.0,-0.019491885,5.0,-0.02663203
2013-06-18 00:00:00+00,SHORT,1306,0.5785043589873865,-0.005494561,4.0,0.004986307
2013-06-28 00:00:00+00,SHORT,1473,0.875,-0.020212526,4.0,-0.022250371
2013-07-01 00:00:00+00,SHORT,1473,0.75,-0.015189267,4.0,-0.01571359
2013-07-24 00:00:00+00,SHORT,1690,0.2674314252373284,-0.013203298,4.0,-0.020056529
2013-07-25 00:00:00+00,SHORT,1690,0.17104702392195714,-0.019773023,5.0,-0.026093632
2013-08-01 00:00:00+00,SHORT,2912,0.17951929393896818,-0.015809493,4.0,-0.0032126002
2013-08-01 00:00:00+00,SHORT,3275,0.09140403675283137,0.0034904545,4.0,0.00801652
2013-08-02 00:00:00+00,SHORT,411,0.0,-0.020235602,4.0,-0.015133694
2013-08-02 00:00:00+00,SHORT,3275,0.030520753183379774,-0.0043862993,4.0,-0.0016429087
2013-08-02 00:00:00+00,SHORT,3754,0.6100776011536103,-0.007742805,5.0,-0.014963407
2013-08-05 00:00:00+00,SHORT,194,0.1941990446664132,-0.0061127846,4.0,-0.01866473
2013-08-05 00:00:00+00,SHORT,2761,0.37073516512355603,-0.01820431,4.0,-0.007974747
2013-08-05 00:00:00+00,SHORT,3275,0.0,-0.009543927,4.0,-0.0077212984
2013-08-05 00:00:00+00,SHORT,3708,0.37572025203979637,-0.013340312,6.0,-3.9417902E-4
2013-08-05 00:00:00+00,SHORT,3855,0.14538734841661405,-0.018003428,4.0,-0.017646585
2013-08-06 00:00:00+00,SHORT,3743,0.1662939099665992,-0.016273186,4.0,-0.011638822
2013-08-09 00:00:00+00,SHORT,2345,0.5724658654103829,-0.010609634,5.0,-0.009082865
2013-08-12 00:00:00+00,SHORT,2731,0.09137917943945707,-0.0022655101,5.0,-0.011668701
2013-08-12 00:00:00+00,SHORT,3947,0.0,0.003097424,4.0,0.0045342874
2013-08-13 00:00:00+00,SHORT,2731,0.0,-0.016720412,4.0,-0.022877254
2013-08-23 00:00:00+00,SHORT,76,0.0,0.018040325,4.0,0.01723285
2013-08-26 00:00:00+00,SHORT,76,0.0,-0.013383508,4.0,-0.01818624
2013-09-09 00:00:00+00,SHORT,429,1.0,-0.012973706,4.0,-0.0014846022
2013-10-01 00:00:00+00,SHORT,259,0.48199176756194073,-0.009964791,4.0,-0.0075773317
2013-10-01 00:00:00+00,SHORT,3501,0.09321893573025129,-0.017726095,4.0,-0.025715206
2013-10-07 00:00:00+00,SHORT,1534,0.8097352576976752,0.0049122153,4.0,0.0036398303
2013-10-10 00:00:00+00,SHORT,857,0.0,-0.017144352,5.0,-0.0023453427
2013-10-10 00:00:00+00,SHORT,3903,0.0,-0.019813508,4.0,-0.02025257
2013-10-10 00:00:00+00,SHORT,4013,0.0,-0.018434292,7.0,-0.022463065
2013-10-11 00:00:00+00,SHORT,4013,0.0,-0.017697345,6.0,-0.022319103
2013-10-14 00:00:00+00,SHORT,4013,0.0,-0.018621612,5.0,-0.023412265
