time,side,ticker_id,mv_up_composite_labels,price_roc_21_df020,price_drift_5_df005
2009-02-24 00:00:00+00,LONG,2835,0.0,-0.16546762,-0.06702413
2009-02-24 00:00:00+00,LONG,3486,1.0,-0.17073171,-0.05353319
2009-02-25 00:00:00+00,LONG,712,0.0,-0.15703972,-0.07828947
2009-03-03 00:00:00+00,LONG,1966,1.0,-0.13102409,-0.06860371
2009-03-05 00:00:00+00,LONG,2055,0.47115944679107086,-0.14908616,-0.052065153
2009-03-05 00:00:00+00,LONG,3078,0.875,-0.16259809,-0.056483302
2009-03-05 00:00:00+00,LONG,3646,0.0,-0.11075798,-0.0635123
2009-03-05 00:00:00+00,LONG,3825,1.0,-0.17589577,-0.052434456
2009-03-05 00:00:00+00,LONG,3831,0.9393939393939394,-0.14923936,-0.07785431
2009-03-05 00:00:00+00,LONG,1966,0.9333333333333333,-0.16399416,-0.052066118
2009-03-06 00:00:00+00,LONG,4187,0.4390560319070905,-0.17550863,-0.05699558
2009-03-06 00:00:00+00,LONG,2473,0.6666666666666667,-0.16335805,-0.0862069
2009-03-06 00:00:00+00,LONG,2665,1.0,-0.14361702,-0.0733813
2009-03-06 00:00:00+00,LONG,786,1.0,-0.18917768,-0.080231994
2009-03-06 00:00:00+00,LONG,2835,0.6666666666666667,-0.18969555,-0.05464481
2009-03-06 00:00:00+00,LONG,858,0.975,-0.1612554,-0.08716137
2009-03-06 00:00:00+00,LONG,1205,1.0,-0.12521942,-0.0591567
2009-03-06 00:00:00+00,LONG,3744,0.7574641204622756,-0.15919283,-0.08685065
2009-03-06 00:00:00+00,LONG,3818,0.9777777777777777,-0.13811189,-0.053137004
2009-03-06 00:00:00+00,LONG,3825,0.9722222222222222,-0.121145375,-0.053380784
2009-03-06 00:00:00+00,LONG,3973,1.0,-0.14498636,-0.081888
2009-03-09 00:00:00+00,LONG,2119,0.9565217391304348,-0.16643742,-0.088721804
2009-03-09 00:00:00+00,LONG,2350,0.6468615637703868,-0.10885886,-0.05437164
2009-03-09 00:00:00+00,LONG,2473,0.8275862068965517,-0.18066247,-0.069536425
2009-03-09 00:00:00+00,LONG,2661,0.7031689694734616,-0.15384616,-0.08126411
2009-03-09 00:00:00+00,LONG,714,1.0,-0.12157269,-0.0675453
2009-03-09 00:00:00+00,LONG,3109,1.0,-0.12919633,-0.054143645
2009-03-09 00:00:00+00,LONG,3646,1.0,-0.13638493,-0.057292923
2009-03-09 00:00:00+00,LONG,3704,0.9787234042553191,-0.17957544,-0.08509277
2009-03-09 00:00:00+00,LONG,3890,1.0,-0.17839924,-0.07290533
2009-03-10 00:00:00+00,LONG,1853,1.0,-0.17956243,-0.07071623
2009-03-11 00:00:00+00,LONG,780,0.9428571428571428,-0.11225364,-0.050412465
2009-03-11 00:00:00+00,LONG,3645,0.9259259259259259,-0.18903437,-0.06376948
2009-03-11 00:00:00+00,LONG,3838,0.9130434782608696,-0.119273,-0.051386625
2009-03-11 00:00:00+00,LONG,1853,0.9767441860465116,-0.15694822,-0.07420706
2009-03-20 00:00:00+00,LONG,3535,0.0,-0.15652625,-0.0687894
2009-03-23 00:00:00+00,LONG,388,0.0,-0.12801932,-0.050499737
2009-03-23 00:00:00+00,LONG,1171,0.7250120754631967,-0.15248576,-0.05932388
2009-03-23 00:00:00+00,LONG,3255,0.9767441860465116,-0.1755202,-0.06651885
2009-03-24 00:00:00+00,LONG,1171,0.9736842105263158,-0.14769353,-0.06311208
2009-03-25 00:00:00+00,LONG,3918,0.7954545454545454,-0.17477876,-0.053299494
2009-03-30 00:00:00+00,LONG,270,0.0,-0.14864865,-0.08793566
2009-03-30 00:00:00+00,LONG,2643,1.0,-0.16472173,-0.07112553
2009-04-17 00:00:00+00,LONG,1610,1.0,-0.18233639,-0.06226752
2009-04-20 00:00:00+00,LONG,2569,0.5376115649587151,-0.12716143,-0.075935885
2009-04-20 00:00:00+00,LONG,3831,0.0,-0.12376525,-0.0862452
2009-04-21 00:00:00+00,LONG,2619,0.0,-0.12038923,-0.07120669
2009-04-22 00:00:00+00,LONG,2619,0.9142857142857143,-0.14103425,-0.0929078
2009-04-24 00:00:00+00,LONG,2527,0.9473684210526316,-0.14727272,-0.08861251
2009-04-27 00:00:00+00,LONG,2527,0.9210526315789473,-0.15010877,-0.0705789
2009-04-29 00:00:00+00,LONG,1988,1.0,-0.13683818,-0.05856039
2009-04-30 00:00:00+00,LONG,417,1.0,-0.13087557,-0.08402137
2009-05-01 00:00:00+00,LONG,356,0.5773090517057836,-0.19040167,-0.06223565
2009-05-01 00:00:00+00,LONG,417,0.98,-0.13340935,-0.057539683
2009-05-01 00:00:00+00,LONG,2619,0.0,-0.1829114,-0.062000483
2009-05-01 00:00:00+00,LONG,1610,0.7982266230109282,-0.1500812,-0.093127355
2009-05-01 00:00:00+00,LONG,1673,0.7142857142857143,-0.14429036,-0.058441557
2009-05-01 00:00:00+00,LONG,1988,0.9459459459459459,-0.15879986,-0.056627
2009-05-05 00:00:00+00,LONG,4136,1.0,-0.14381097,-0.09005462
2009-05-11 00:00:00+00,LONG,1919,0.0,-0.13592568,-0.07158299
2009-05-11 00:00:00+00,LONG,3973,0.021739130434782594,-0.14895682,-0.06268899
2009-05-12 00:00:00+00,LONG,3343,0.0,-0.1152232,-0.08085612
2009-05-12 00:00:00+00,LONG,3973,0.0,-0.16034564,-0.068024896
2009-05-14 00:00:00+00,LONG,270,0.962962962962963,-0.18419716,-0.07250144
2009-05-14 00:00:00+00,LONG,3357,0.0,-0.115754865,-0.055726804
2009-05-15 00:00:00+00,LONG,2866,0.6323916199177436,-0.1486014,-0.05620155
2009-05-15 00:00:00+00,LONG,3818,0.9130434782608696,-0.12644811,-0.05088377
2009-05-18 00:00:00+00,LONG,3198,0.0,-0.14159979,-0.07140857
2009-05-19 00:00:00+00,LONG,1838,0.9010563075483355,-0.11013216,-0.051006712
2009-05-22 00:00:00+00,LONG,1454,1.0,-0.12700413,-0.057157233
2009-06-05 00:00:00+00,LONG,1306,0.0,-0.114242576,-0.08237748
2009-06-09 00:00:00+00,LONG,1306,0.0,-0.124076806,-0.08014478
2009-06-17 00:00:00+00,LONG,2105,0.875,-0.17998113,-0.065291494
2009-06-19 00:00:00+00,LONG,2105,0.8333333333333334,-0.15093336,-0.056872066
2009-06-23 00:00:00+00,LONG,2067,1.0,-0.17286652,-0.05970149
2009-06-23 00:00:00+00,LONG,323,1.0,-0.16351648,-0.053410433
2009-07-02 00:00:00+00,LONG,1463,0.0,-0.11084796,-0.060247753
2009-07-06 00:00:00+00,LONG,2536,0.04081632653061229,-0.13942307,-0.061844863
2009-07-06 00:00:00+00,LONG,2569,0.45393166569116367,-0.12798747,-0.05106821
2009-07-06 00:00:00+00,LONG,934,1.0,-0.1261588,-0.050372317
2009-07-06 00:00:00+00,LONG,1816,1.0,-0.17851417,-0.0779844
2009-07-07 00:00:00+00,LONG,13,0.054054054054053946,-0.10828941,-0.06996502
2009-07-07 00:00:00+00,LONG,245,1.0,-0.11021545,-0.07411926
2009-07-07 00:00:00+00,LONG,505,0.495603424862704,-0.14639294,-0.05980558
2009-07-07 00:00:00+00,LONG,2569,0.6138078157812753,-0.1377964,-0.070357345
2009-07-08 00:00:00+00,LONG,13,0.027027027027026973,-0.13418682,-0.0910901
2009-07-08 00:00:00+00,LONG,4136,1.0,-0.15664168,-0.09046963
2009-07-08 00:00:00+00,LONG,4169,1.0,-0.18826963,-0.09037719
2009-07-08 00:00:00+00,LONG,142,1.0,-0.15585811,-0.078607745
2009-07-08 00:00:00+00,LONG,2226,1.0,-0.13345633,-0.074852265
2009-07-08 00:00:00+00,LONG,2497,1.0,-0.15586649,-0.083914995
2009-07-08 00:00:00+00,LONG,498,1.0,-0.14575215,-0.083319105
2009-07-08 00:00:00+00,LONG,2569,0.5433561934901421,-0.13939202,-0.07253335
2009-07-08 00:00:00+00,LONG,643,1.0,-0.18152866,-0.09294118
2009-07-08 00:00:00+00,LONG,2731,0.2547731738293751,-0.13601369,-0.09070448
2009-07-08 00:00:00+00,LONG,712,0.6322863366236393,-0.13814814,-0.09101562
2009-07-08 00:00:00+00,LONG,881,1.0,-0.12244027,-0.059872027
2009-07-08 00:00:00+00,LONG,3233,0.6294832969768416,-0.17204961,-0.09247544
2009-07-08 00:00:00+00,LONG,1298,0.7855221903134297,-0.12964728,-0.07637835
2009-07-08 00:00:00+00,LONG,3466,1.0,-0.13064714,-0.07891332
2009-07-08 00:00:00+00,LONG,1434,1.0,-0.12033364,-0.06833393
2009-07-08 00:00:00+00,LONG,3573,1.0,-0.15064447,-0.091614015
2009-07-08 00:00:00+00,LONG,3791,1.0,-0.11192592,-0.052541
2009-07-08 00:00:00+00,LONG,3794,1.0,-0.12405303,-0.05756495
2009-07-08 00:00:00+00,LONG,3815,1.0,-0.18443708,-0.08912722
2009-07-08 00:00:00+00,LONG,1819,1.0,-0.17353427,-0.06114495
2009-07-08 00:00:00+00,LONG,3872,0.0,-0.15666965,-0.08809293
2009-07-08 00:00:00+00,LONG,3947,1.0,-0.17629024,-0.08564946
2009-07-08 00:00:00+00,LONG,4000,1.0,-0.13267574,-0.06335166
2009-07-08 00:00:00+00,LONG,4013,1.0,-0.17085059,-0.09038585
2009-07-09 00:00:00+00,LONG,4123,0.9565217391304348,-0.15683962,-0.07022107
2009-07-09 00:00:00+00,LONG,4136,0.9830508474576272,-0.13891973,-0.07148626
2009-07-09 00:00:00+00,LONG,2106,0.9821428571428571,-0.18104015,-0.06536439
2009-07-09 00:00:00+00,LONG,142,0.9642857142857143,-0.15549216,-0.07931571
2009-07-09 00:00:00+00,LONG,2343,0.9583333333333334,-0.18023255,-0.07236842
2009-07-09 00:00:00+00,LONG,2367,0.0,-0.15716922,-0.08528685
2009-07-09 00:00:00+00,LONG,2497,0.9615384615384616,-0.15529321,-0.079179734
2009-07-09 00:00:00+00,LONG,498,0.9833333333333333,-0.15538831,-0.08918905
2009-07-09 00:00:00+00,LONG,2569,0.0,-0.12609796,-0.052525647
2009-07-09 00:00:00+00,LONG,576,0.9836065573770492,-0.123556584,-0.05065666
2009-07-09 00:00:00+00,LONG,643,0.9818181818181818,-0.16020942,-0.06960557
2009-07-09 00:00:00+00,LONG,712,0.607494345674976,-0.15613784,-0.08875969
2009-07-09 00:00:00+00,LONG,870,0.9565217391304348,-0.17980355,-0.0925678
2009-07-09 00:00:00+00,LONG,2986,0.0,-0.14938638,-0.062062528
2009-07-09 00:00:00+00,LONG,2993,0.9821428571428571,-0.13912134,-0.08147322
2009-07-09 00:00:00+00,LONG,984,0.9821428571428571,-0.1820705,-0.06474135
2009-07-09 00:00:00+00,LONG,3098,0.9821428571428571,-0.13085295,-0.07688172
2009-07-09 00:00:00+00,LONG,3233,0.5713918989271412,-0.17794366,-0.07064108
2009-07-09 00:00:00+00,LONG,3283,0.9722222222222222,-0.173418,-0.081955254
2009-07-09 00:00:00+00,LONG,1260,0.9642857142857143,-0.11791512,-0.058090024
2009-07-09 00:00:00+00,LONG,1298,0.0,-0.124354765,-0.07256461
2009-07-09 00:00:00+00,LONG,3466,0.9642857142857143,-0.14664401,-0.07479735
2009-07-09 00:00:00+00,LONG,3595,0.9583333333333334,-0.13397436,-0.07970027
2009-07-09 00:00:00+00,LONG,1740,0.9736842105263158,-0.17436792,-0.085024156
2009-07-09 00:00:00+00,LONG,3802,0.975,-0.15868397,-0.09005083
2009-07-09 00:00:00+00,LONG,3815,0.9642857142857143,-0.17974602,-0.07627429
2009-07-09 00:00:00+00,LONG,1819,0.9642857142857143,-0.16937211,-0.06873639
2009-07-09 00:00:00+00,LONG,3947,0.9642857142857143,-0.1778676,-0.091568954
2009-07-09 00:00:00+00,LONG,1927,0.9642857142857143,-0.1522124,-0.081789136
2009-07-09 00:00:00+00,LONG,4000,0.19967792406437065,-0.12727423,-0.09070282
2009-07-10 00:00:00+00,LONG,2050,0.95,-0.12631579,-0.060190704
2009-07-10 00:00:00+00,LONG,2072,0.9512195121951219,-0.18752564,-0.07035507
2009-07-10 00:00:00+00,LONG,2088,1.0,-0.12721665,-0.080422424
2009-07-10 00:00:00+00,LONG,2107,0.9285714285714286,-0.11835245,-0.052130044
2009-07-10 00:00:00+00,LONG,4169,0.9166666666666666,-0.1821649,-0.052188914
2009-07-10 00:00:00+00,LONG,194,0.9285714285714286,-0.11090479,-0.09111303
2009-07-10 00:00:00+00,LONG,2367,0.9285714285714286,-0.16833083,-0.08241987
2009-07-10 00:00:00+00,LONG,2497,0.9230769230769231,-0.12656602,-0.053019907
2009-07-10 00:00:00+00,LONG,487,0.9166666666666666,-0.1479638,-0.05959714
2009-07-10 00:00:00+00,LONG,498,0.9666666666666667,-0.16919793,-0.06065811
2009-07-10 00:00:00+00,LONG,2550,0.9666666666666667,-0.15191132,-0.06867087
2009-07-10 00:00:00+00,LONG,2613,0.0,-0.13290559,-0.07526882
2009-07-10 00:00:00+00,LONG,712,0.6370147554249908,-0.16051595,-0.0826155
2009-07-10 00:00:00+00,LONG,870,0.9130434782608696,-0.18504399,-0.060498808
2009-07-10 00:00:00+00,LONG,2932,0.5740839446036267,-0.16532351,-0.070512824
2009-07-10 00:00:00+00,LONG,2936,0.95,-0.122023806,-0.052361067
2009-07-10 00:00:00+00,LONG,3021,1.0,-0.13127615,-0.053021666
2009-07-10 00:00:00+00,LONG,1298,0.9166666666666666,-0.14139535,-0.06294416
2009-07-10 00:00:00+00,LONG,1300,0.6502901861348559,-0.13106823,-0.055131458
2009-07-10 00:00:00+00,LONG,3486,0.6500502282973508,-0.11111111,-0.0513834
2009-07-10 00:00:00+00,LONG,3531,1.0,-0.12828948,-0.05319571
2009-07-10 00:00:00+00,LONG,3573,0.9487179487179487,-0.14455651,-0.058354683
2009-07-10 00:00:00+00,LONG,3699,0.9285714285714286,-0.13877551,-0.063609466
2009-07-10 00:00:00+00,LONG,3802,0.95,-0.14575268,-0.050379746
2009-07-10 00:00:00+00,LONG,3947,0.9285714285714286,-0.18954249,-0.07621776
2009-07-10 00:00:00+00,LONG,4000,0.9512195121951219,-0.14403675,-0.059217248
2009-07-13 00:00:00+00,LONG,631,0.0,-0.13175984,-0.05688057
2009-07-13 00:00:00+00,LONG,739,1.0,-0.13890055,-0.06980961
2009-07-13 00:00:00+00,LONG,903,0.9830508474576272,-0.16363195,-0.07242865
2009-07-13 00:00:00+00,LONG,3130,0.8928571428571429,-0.1789176,-0.058796298
2009-07-16 00:00:00+00,LONG,2431,0.0,-0.17102616,-0.088495575
2009-07-30 00:00:00+00,LONG,1807,0.2911012007569831,-0.14050388,-0.068277314
2009-07-31 00:00:00+00,LONG,3286,0.6722925403465368,-0.121449046,-0.062047858
2009-08-17 00:00:00+00,LONG,3686,1.0,-0.120098904,-0.067390494
2009-09-01 00:00:00+00,LONG,2550,0.35,-0.113060206,-0.06375777
2009-09-01 00:00:00+00,LONG,523,0.9565217391304348,-0.1618169,-0.07493473
2009-09-01 00:00:00+00,LONG,1108,0.0,-0.11567696,-0.05722968
2009-09-01 00:00:00+00,LONG,1897,0.7959183673469388,-0.115963854,-0.065587185
2009-09-02 00:00:00+00,LONG,523,0.7349586090897585,-0.16583274,-0.08685446
2009-09-02 00:00:00+00,LONG,835,1.0,-0.13450849,-0.07939189
2009-09-02 00:00:00+00,LONG,1063,0.0,-0.12939644,-0.070037104
2009-09-02 00:00:00+00,LONG,1108,1.0,-0.12768497,-0.082349986
2009-09-03 00:00:00+00,LONG,85,0.9523809523809523,-0.12,-0.08571429
2009-09-03 00:00:00+00,LONG,638,0.31812411415278413,-0.18516043,-0.06661562
2009-09-03 00:00:00+00,LONG,835,0.5534790187306275,-0.12974487,-0.050577052
2009-09-04 00:00:00+00,LONG,638,0.9473684210526316,-0.122857146,-0.06259542
2009-09-04 00:00:00+00,LONG,1396,0.0,-0.114503816,-0.081794195
2009-09-17 00:00:00+00,LONG,2670,0.0,-0.12037037,-0.091995224
2009-09-28 00:00:00+00,LONG,2582,0.0,-0.114304595,-0.07964298
2009-09-30 00:00:00+00,LONG,2088,0.0,-0.11219512,-0.055158988
2009-10-01 00:00:00+00,LONG,2088,0.0,-0.10921392,-0.06871001
2009-10-16 00:00:00+00,LONG,2546,1.0,-0.11896745,-0.07429245
2009-10-16 00:00:00+00,LONG,516,0.0,-0.11385816,-0.050209206
2009-10-20 00:00:00+00,LONG,2006,0.0,-0.12297297,-0.078125
2009-10-21 00:00:00+00,LONG,1324,0.5127654234590958,-0.12014873,-0.05691867
2009-10-28 00:00:00+00,LONG,411,1.0,-0.1354815,-0.06735137
2009-10-28 00:00:00+00,LONG,557,0.0,-0.14457174,-0.072189346
2009-10-28 00:00:00+00,LONG,641,1.0,-0.12821685,-0.06834825
2009-10-28 00:00:00+00,LONG,4013,1.0,-0.12428434,-0.06402578
2009-10-29 00:00:00+00,LONG,1668,0.0,-0.14811715,-0.07789855
2009-10-30 00:00:00+00,LONG,557,1.0,-0.12535132,-0.08470588
2009-11-02 00:00:00+00,LONG,394,1.0,-0.10888889,-0.08863636
2009-11-03 00:00:00+00,LONG,4172,0.9818181818181818,-0.1672531,-0.051055867
2009-11-03 00:00:00+00,LONG,2125,0.0,-0.14373814,-0.05546834
2009-11-03 00:00:00+00,LONG,2703,0.0,-0.15253003,-0.090625
2009-11-03 00:00:00+00,LONG,2835,1.0,-0.15741935,-0.06714286
2009-11-03 00:00:00+00,LONG,838,0.0,-0.18728909,-0.090623036
2009-11-03 00:00:00+00,LONG,1022,0.0,-0.14640003,-0.063559644
2009-11-03 00:00:00+00,LONG,3182,1.0,-0.16100255,-0.05321189
2009-11-03 00:00:00+00,LONG,3897,1.0,-0.11684783,-0.07932011
2009-11-04 00:00:00+00,LONG,2473,0.6247005817514756,-0.14842579,-0.059491426
2009-11-04 00:00:00+00,LONG,838,0.0,-0.18870057,-0.053394858
2009-11-04 00:00:00+00,LONG,3699,0.9795918367346939,-0.1480709,-0.056581985
2009-11-05 00:00:00+00,LONG,838,0.0,-0.16817667,-0.07435413
2009-11-05 00:00:00+00,LONG,3098,1.0,-0.1149881,-0.074818656
2009-11-05 00:00:00+00,LONG,3699,0.9591836734693877,-0.11642411,-0.06593407
2009-11-09 00:00:00+00,LONG,2582,0.4366957584959552,-0.14483532,-0.07751312
2009-11-11 00:00:00+00,LONG,1437,0.9830508474576272,-0.17363922,-0.058431573
2009-11-13 00:00:00+00,LONG,3918,0.0,-0.17636196,-0.08041237
2009-11-16 00:00:00+00,LONG,3918,0.0,-0.1404806,-0.05775076
2009-11-20 00:00:00+00,LONG,4032,1.0,-0.11603116,-0.05189094
2009-11-23 00:00:00+00,LONG,1022,0.0,-0.11197411,-0.05420741
2009-11-24 00:00:00+00,LONG,920,0.24347812913518865,-0.1406015,-0.066176474
2009-12-09 00:00:00+00,LONG,2107,0.941137628713333,-0.15684411,-0.059883412
2009-12-09 00:00:00+00,LONG,2430,0.6325807550034628,-0.16356316,-0.05514497
2009-12-09 00:00:00+00,LONG,523,0.8496932809783543,-0.11007896,-0.053359684
2009-12-09 00:00:00+00,LONG,2720,0.28818985255736734,-0.13809524,-0.08976615
2009-12-09 00:00:00+00,LONG,920,0.9714285714285714,-0.11120332,-0.05221239
2009-12-09 00:00:00+00,LONG,984,1.0,-0.1146312,-0.053760663
2009-12-09 00:00:00+00,LONG,3116,0.0,-0.11914894,-0.06274256
2009-12-09 00:00:00+00,LONG,1740,0.6571723224108852,-0.13183686,-0.05146805
2009-12-09 00:00:00+00,LONG,1939,1.0,-0.17183699,-0.0668266
2009-12-10 00:00:00+00,LONG,2720,0.3080622401546774,-0.13113184,-0.06296774
2009-12-10 00:00:00+00,LONG,3283,0.3760025626593029,-0.1537279,-0.060580205
2009-12-11 00:00:00+00,LONG,76,0.0,-0.14662333,-0.052905813
2009-12-11 00:00:00+00,LONG,1462,0.8773327206856814,-0.10867621,-0.063659854
2009-12-17 00:00:00+00,LONG,1396,0.0,-0.1875,-0.071428575
2009-12-17 00:00:00+00,LONG,1897,0.0,-0.13807005,-0.09088493
2009-12-18 00:00:00+00,LONG,457,0.0,-0.18454373,-0.072456926
2009-12-18 00:00:00+00,LONG,920,0.7714285714285715,-0.1414226,-0.051756006
2009-12-18 00:00:00+00,LONG,1396,0.0,-0.13662791,-0.05111821
2009-12-18 00:00:00+00,LONG,1897,0.0,-0.11723525,-0.06469833
2009-12-21 00:00:00+00,LONG,457,0.0,-0.145953,-0.07269765
2009-12-23 00:00:00+00,LONG,457,0.0,-0.14677523,-0.07172635
2009-12-31 00:00:00+00,LONG,2440,0.8809523809523809,-0.18206277,-0.05687694
2009-12-31 00:00:00+00,LONG,2568,0.0973653896074043,-0.13532513,-0.053846154
2010-01-26 00:00:00+00,LONG,2452,0.07317073170731703,-0.1189756,-0.070227705
2010-01-27 00:00:00+00,LONG,2452,0.04878048780487798,-0.12189707,-0.054952215
2010-01-27 00:00:00+00,LONG,984,0.0,-0.13076755,-0.08113731
2010-01-28 00:00:00+00,LONG,517,0.0,-0.11099342,-0.055586625
2010-01-28 00:00:00+00,LONG,1904,0.645018978538688,-0.15268397,-0.079374276
2010-01-29 00:00:00+00,LONG,2452,0.0,-0.15524276,-0.07998223
2010-01-29 00:00:00+00,LONG,2534,0.0,-0.13968411,-0.073365234
2010-01-29 00:00:00+00,LONG,2742,0.0,-0.14594895,-0.06500608
2010-01-29 00:00:00+00,LONG,4083,0.0,-0.13639691,-0.06750597
2010-02-05 00:00:00+00,LONG,50,0.0,-0.12812607,-0.05635892
2010-02-05 00:00:00+00,LONG,220,1.0,-0.11236295,-0.06395024
2010-02-05 00:00:00+00,LONG,2518,0.0,-0.15844156,-0.057225995
2010-02-05 00:00:00+00,LONG,622,0.0,-0.11595583,-0.06748343
2010-02-05 00:00:00+00,LONG,1184,0.0,-0.16540068,-0.055245057
2010-02-05 00:00:00+00,LONG,3744,0.0,-0.12650287,-0.08136339
2010-02-05 00:00:00+00,LONG,1748,1.0,-0.12615508,-0.053112756
2010-02-05 00:00:00+00,LONG,3824,0.39980737026207885,-0.16797215,-0.05905512
2010-02-08 00:00:00+00,LONG,2055,0.9836065573770492,-0.13408428,-0.05429392
2010-02-08 00:00:00+00,LONG,4112,0.9818181818181818,-0.12691513,-0.079091094
2010-02-08 00:00:00+00,LONG,19,0.753162289305891,-0.13920015,-0.06534508
2010-02-08 00:00:00+00,LONG,2072,0.9818181818181818,-0.15683222,-0.058517095
2010-02-08 00:00:00+00,LONG,2107,0.9824561403508771,-0.14604561,-0.061333332
2010-02-08 00:00:00+00,LONG,4171,0.5136076557274205,-0.11156602,-0.07293256
2010-02-08 00:00:00+00,LONG,2323,0.9824561403508771,-0.17759901,-0.06276446
2010-02-08 00:00:00+00,LONG,2518,0.0,-0.14197803,-0.07091861
2010-02-08 00:00:00+00,LONG,475,0.9807692307692307,-0.10783779,-0.050763972
2010-02-08 00:00:00+00,LONG,2541,0.2919113466574829,-0.16476932,-0.067870274
2010-02-08 00:00:00+00,LONG,498,0.0,-0.15315615,-0.058251992
2010-02-08 00:00:00+00,LONG,2557,0.9423076923076923,-0.115384616,-0.071428575
2010-02-08 00:00:00+00,LONG,540,0.0,-0.13736565,-0.054993767
2010-02-08 00:00:00+00,LONG,2816,0.0,-0.1821748,-0.076705046
2010-02-08 00:00:00+00,LONG,796,0.0,-0.119337015,-0.06674473
2010-02-08 00:00:00+00,LONG,817,0.9824561403508771,-0.18744987,-0.058973763
2010-02-08 00:00:00+00,LONG,838,0.9666666666666667,-0.13518636,-0.06870748
2010-02-08 00:00:00+00,LONG,1063,0.0,-0.15657216,-0.085574575
2010-02-08 00:00:00+00,LONG,1184,0.0,-0.1601674,-0.06718783
2010-02-08 00:00:00+00,LONG,3286,0.9836065573770492,-0.1396048,-0.051385272
2010-02-08 00:00:00+00,LONG,3287,1.0,-0.113187954,-0.05111111
2010-02-08 00:00:00+00,LONG,3343,0.0,-0.117146775,-0.05519671
2010-02-08 00:00:00+00,LONG,1298,0.0,-0.16974595,-0.058489744
2010-02-08 00:00:00+00,LONG,3420,0.0,-0.12595358,-0.050432023
2010-02-08 00:00:00+00,LONG,3433,0.0,-0.119671136,-0.06318859
2010-02-08 00:00:00+00,LONG,3573,0.9836065573770492,-0.16054389,-0.09210526
2010-02-08 00:00:00+00,LONG,3693,0.9830508474576272,-0.18341836,-0.07298002
2010-02-08 00:00:00+00,LONG,3694,0.0,-0.18162183,-0.056893766
2010-02-08 00:00:00+00,LONG,1740,0.0,-0.13485222,-0.08319739
2010-02-08 00:00:00+00,LONG,1748,0.9821428571428571,-0.10801964,-0.059128184
2010-02-08 00:00:00+00,LONG,1762,1.0,-0.18972072,-0.073715
2010-02-08 00:00:00+00,LONG,3861,0.96875,-0.18042043,-0.0781639
2010-02-08 00:00:00+00,LONG,1897,0.9777777777777777,-0.12979275,-0.06564673
2010-02-08 00:00:00+00,LONG,2004,0.0,-0.15882154,-0.058163024
2010-02-09 00:00:00+00,LONG,2050,0.31471749608666916,-0.18804538,-0.080533594
2010-02-09 00:00:00+00,LONG,2066,0.0,-0.18700114,-0.07881137
2010-02-09 00:00:00+00,LONG,19,0.656054895578332,-0.12943871,-0.06691222
2010-02-09 00:00:00+00,LONG,2072,0.9636363636363636,-0.14363506,-0.063033365
2010-02-09 00:00:00+00,LONG,2090,0.9583333333333334,-0.14077887,-0.053267572
2010-02-09 00:00:00+00,LONG,2105,0.21279108123800639,-0.18444142,-0.07985042
2010-02-09 00:00:00+00,LONG,2107,0.7738836419953993,-0.15896226,-0.064041995
2010-02-09 00:00:00+00,LONG,85,0.0,-0.17955801,-0.08049536
2010-02-09 00:00:00+00,LONG,266,0.9672131147540983,-0.12304251,-0.0718232
2010-02-09 00:00:00+00,LONG,2323,0.9649122807017544,-0.14869888,-0.05890411
2010-02-09 00:00:00+00,LONG,413,1.0,-0.13766389,-0.0724359
2010-02-09 00:00:00+00,LONG,2518,0.0,-0.12212082,-0.060465116
2010-02-09 00:00:00+00,LONG,487,0.0,-0.18838547,-0.057501223
2010-02-09 00:00:00+00,LONG,2557,0.9230769230769231,-0.116809115,-0.08957416
2010-02-09 00:00:00+00,LONG,652,1.0,-0.11420613,-0.06744868
2010-02-09 00:00:00+00,LONG,2816,0.9772727272727273,-0.16428792,-0.056567427
2010-02-09 00:00:00+00,LONG,2932,0.0,-0.18406934,-0.0578985
2010-02-09 00:00:00+00,LONG,1072,0.9672131147540983,-0.14653552,-0.060276784
2010-02-09 00:00:00+00,LONG,1081,0.395131078934784,-0.1330672,-0.0557971
2010-02-09 00:00:00+00,LONG,1184,0.0,-0.14418164,-0.055938218
2010-02-09 00:00:00+00,LONG,1185,0.2032226546105381,-0.1326087,-0.065026365
2010-02-09 00:00:00+00,LONG,3236,0.0,-0.15564924,-0.050355617
2010-02-09 00:00:00+00,LONG,1298,0.0,-0.15061162,-0.056475583
2010-02-09 00:00:00+00,LONG,3573,0.0,-0.14726673,-0.07772681
2010-02-09 00:00:00+00,LONG,3596,0.9807692307692307,-0.13383298,-0.058207218
2010-02-09 00:00:00+00,LONG,1740,0.0,-0.14771394,-0.054616384
2010-02-09 00:00:00+00,LONG,1762,0.9830508474576272,-0.17319046,-0.05773384
2010-02-09 00:00:00+00,LONG,1770,0.0,-0.12365183,-0.057506945
2010-02-09 00:00:00+00,LONG,3861,0.9375,-0.14750767,-0.07275249
2010-02-09 00:00:00+00,LONG,4005,1.0,-0.19031338,-0.07002618
2010-02-10 00:00:00+00,LONG,13,1.0,-0.15327978,-0.067109145
2010-02-10 00:00:00+00,LONG,2066,0.0,-0.14143193,-0.060372513
2010-02-10 00:00:00+00,LONG,19,0.7266679628141274,-0.119760476,-0.062249202
2010-02-10 00:00:00+00,LONG,2072,0.9454545454545454,-0.15706146,-0.0656081
