time,side,ticker_id,mv_up_composite_labels,dist_lower_bb_50_2.0_df055,price_drift_abs_1_df006
2008-07-02 00:00:00+00,LONG,3744,0.0,0.031342197,0.007591442
2008-07-03 00:00:00+00,LONG,2345,0.0,0.036421455,0.007992008
2008-07-03 00:00:00+00,LONG,1176,0.0,0.0747206,0.007005254
2008-07-07 00:00:00+00,LONG,4136,0.0,0.023372091,0.01270631
2008-07-07 00:00:00+00,LONG,3241,0.0,0.04720492,0.015372487
2008-07-07 00:00:00+00,LONG,1437,1.0,0.051357854,0.0149716055
2008-07-07 00:00:00+00,LONG,4073,0.9772727272727273,0.02302628,0.007949126
2008-07-11 00:00:00+00,LONG,3473,0.0,0.06677826,0.015881892
2008-07-11 00:00:00+00,LONG,3782,1.0,0.06358689,0.01979414
2008-07-15 00:00:00+00,LONG,2050,0.0,0.061086453,0.017677974
2008-07-15 00:00:00+00,LONG,4112,0.0,0.04278914,0.015878003
2008-07-15 00:00:00+00,LONG,2095,0.0,0.05844558,0.023034735
2008-07-15 00:00:00+00,LONG,194,1.0,0.069904596,0.019543547
2008-07-15 00:00:00+00,LONG,200,1.0,0.03445469,0.016129032
2008-07-15 00:00:00+00,LONG,2349,0.9130434782608696,0.027067736,0.022727273
2008-07-15 00:00:00+00,LONG,429,0.0,0.04438601,0.018453265
2008-07-15 00:00:00+00,LONG,475,1.0,0.04680345,0.015769523
2008-07-15 00:00:00+00,LONG,638,1.0,0.07293948,0.01215395
2008-07-15 00:00:00+00,LONG,3241,1.0,0.050935652,0.0071278824
2008-07-15 00:00:00+00,LONG,1236,1.0,0.037437655,0.0149532715
2008-07-15 00:00:00+00,LONG,3538,1.0,0.031321377,0.021411575
2008-07-15 00:00:00+00,LONG,2006,1.0,0.044987876,0.0121951215
2008-07-15 00:00:00+00,LONG,2018,1.0,0.02455759,0.012489928
2008-07-16 00:00:00+00,LONG,2776,0.0,0.03079693,0.020233463
2008-07-23 00:00:00+00,LONG,2527,0.0,0.049519498,0.014044047
2008-07-24 00:00:00+00,LONG,2527,0.9473684210526316,0.025872286,0.014164306
2008-07-24 00:00:00+00,LONG,2896,0.0,0.024312038,0.015508822
2008-07-28 00:00:00+00,LONG,730,0.0,0.12133506,0.006802721
2008-07-28 00:00:00+00,LONG,900,1.0,0.064660706,0.022830311
2008-07-29 00:00:00+00,LONG,730,0.0,0.101615325,0.008108108
2008-07-29 00:00:00+00,LONG,900,0.0,0.032798607,0.023695111
2008-10-08 00:00:00+00,LONG,2898,0.0,0.12434264,0.021643559
2008-10-09 00:00:00+00,LONG,2898,0.0,0.11014917,0.015226746
2008-10-10 00:00:00+00,LONG,2159,1.0,0.046588704,0.012458472
2008-10-10 00:00:00+00,LONG,2291,0.0,0.069751866,0.019178081
2008-10-10 00:00:00+00,LONG,2391,0.0,0.04601378,0.02438556
2008-10-10 00:00:00+00,LONG,2408,0.0,0.08600674,0.016245488
2008-10-10 00:00:00+00,LONG,2482,0.0,0.09807932,0.014205608
2008-10-10 00:00:00+00,LONG,2979,0.0,0.070544004,0.021681998
2008-10-14 00:00:00+00,LONG,2408,0.0,0.04255836,0.014825273
2008-10-14 00:00:00+00,LONG,1308,0.0,0.042089622,0.021687884
2008-10-16 00:00:00+00,LONG,73,0.35452897508170833,0.052735433,0.011525167
2008-10-16 00:00:00+00,LONG,2365,0.0,0.032058172,0.02302905
2008-10-16 00:00:00+00,LONG,1411,0.0,0.033791047,0.021590201
2008-10-16 00:00:00+00,LONG,4088,0.8666666666666667,0.038636427,0.019414894
2008-10-17 00:00:00+00,LONG,73,0.9714285714285714,0.024495848,0.012287133
2008-10-17 00:00:00+00,LONG,1012,0.19401099999809823,0.03836242,0.011885895
2008-10-17 00:00:00+00,LONG,1087,1.0,0.050761193,0.009835259
2008-11-20 00:00:00+00,LONG,2720,1.0,0.08551989,0.0127551025
2008-11-21 00:00:00+00,LONG,405,1.0,0.024013419,0.018422568
2008-11-21 00:00:00+00,LONG,3199,1.0,0.043844268,0.022424666
2008-12-18 00:00:00+00,LONG,2761,0.0,0.037523866,0.017745303
2009-02-17 00:00:00+00,LONG,1114,1.0,0.024424301,0.014247552
2009-03-03 00:00:00+00,LONG,558,1.0,0.08444104,0.0129650505
2009-03-03 00:00:00+00,LONG,1462,1.0,0.048102777,0.008535785
2009-03-03 00:00:00+00,LONG,3831,1.0,0.031959888,0.0070905765
2009-03-06 00:00:00+00,LONG,2262,0.0,0.029765863,0.018565709
2009-03-06 00:00:00+00,LONG,3052,0.9811320754716981,0.04314649,0.007283633
2009-03-06 00:00:00+00,LONG,3447,0.972972972972973,0.034540545,0.013314038
2009-03-06 00:00:00+00,LONG,1471,0.0,0.036269534,0.018571578
2009-03-06 00:00:00+00,LONG,1767,0.9423076923076923,0.054063126,0.009700704
2009-03-06 00:00:00+00,LONG,1897,0.96875,0.029162478,0.02066929
2009-03-09 00:00:00+00,LONG,2276,1.0,0.036445007,0.022922637
2009-03-09 00:00:00+00,LONG,388,1.0,0.046485092,0.009512485
2009-03-09 00:00:00+00,LONG,3052,0.9622641509433962,0.0427585,0.021692896
2009-03-09 00:00:00+00,LONG,3447,0.9459459459459459,0.030528583,0.009711511
2009-03-09 00:00:00+00,LONG,1471,1.0,0.040789776,0.018370604
2009-03-09 00:00:00+00,LONG,3699,0.967741935483871,0.04170231,0.017142856
2009-03-10 00:00:00+00,LONG,388,0.9743589743589743,0.040203534,0.007803121
2009-07-09 00:00:00+00,LONG,3236,0.9565217391304348,0.0626413,0.019414386
2009-07-10 00:00:00+00,LONG,1069,1.0,0.026557751,0.010092515
2009-09-25 00:00:00+00,LONG,3539,1.0,0.03772612,0.021091811
2009-10-30 00:00:00+00,LONG,1719,0.0,0.1114332,0.009230769
2009-11-02 00:00:00+00,LONG,394,1.0,0.043334626,0.019559903
2009-11-02 00:00:00+00,LONG,2703,0.0,0.048557278,0.0139190955
2009-11-02 00:00:00+00,LONG,2731,0.545925116426681,0.040067278,0.020828106
2009-11-03 00:00:00+00,LONG,2835,1.0,0.03411847,0.020989506
2009-11-04 00:00:00+00,LONG,195,0.6046629196302061,0.025365457,0.0079939095
2009-11-04 00:00:00+00,LONG,516,1.0,0.02347809,0.021953065
2009-11-04 00:00:00+00,LONG,2731,0.5473278864550274,0.026075538,0.009477459
2009-11-11 00:00:00+00,LONG,1437,0.9830508474576272,0.036687225,0.016602103
2009-11-12 00:00:00+00,LONG,1011,0.7727272727272727,0.04249862,0.011
2009-11-20 00:00:00+00,LONG,4032,1.0,0.0242045,0.014625229
2009-12-10 00:00:00+00,LONG,3837,0.8787878787878788,0.11438043,0.008917198
2009-12-14 00:00:00+00,LONG,3837,0.8181818181818181,0.049996763,0.015384615
2009-12-18 00:00:00+00,LONG,4140,1.0,0.023696426,0.020138338
2009-12-23 00:00:00+00,LONG,3885,0.0,0.12614764,0.02306214
2009-12-28 00:00:00+00,LONG,3885,0.0,0.055577032,0.012503907
2009-12-29 00:00:00+00,LONG,3885,0.0,0.025012475,0.012345679
2010-01-22 00:00:00+00,LONG,3378,0.0,0.027426604,0.023877745
2010-01-27 00:00:00+00,LONG,1904,0.6320823627544789,0.03092395,0.018361138
2010-01-28 00:00:00+00,LONG,1904,0.645018978538688,0.038401477,0.017720997
2010-02-05 00:00:00+00,LONG,2067,1.0,0.041079696,0.012711864
2010-02-05 00:00:00+00,LONG,2761,0.7631558361645323,0.02808731,0.0147492625
2010-02-05 00:00:00+00,LONG,1076,0.0,0.039229747,0.013547181
2010-02-05 00:00:00+00,LONG,1298,0.0,0.026192524,0.01410373
2010-02-05 00:00:00+00,LONG,3694,0.0,0.041061025,0.014581532
2010-02-05 00:00:00+00,LONG,4086,0.0,0.03471271,0.0126526635
2010-02-08 00:00:00+00,LONG,2050,0.0,0.03958818,0.013993542
2010-02-08 00:00:00+00,LONG,2067,0.9821428571428571,0.04094536,0.010460251
2010-02-08 00:00:00+00,LONG,2105,0.9833333333333333,0.07582551,0.021744628
2010-02-08 00:00:00+00,LONG,540,0.0,0.029340064,0.019780641
2010-02-08 00:00:00+00,LONG,1076,0.9836065573770492,0.038177162,0.0075769536
2010-02-08 00:00:00+00,LONG,3420,0.0,0.025055699,0.00974623
2010-02-08 00:00:00+00,LONG,3861,0.96875,0.022901425,0.020467002
2010-02-08 00:00:00+00,LONG,4089,0.0,0.032755945,0.018527547
2010-02-10 00:00:00+00,LONG,786,0.6367041222973818,0.028947717,0.015758496
2010-02-11 00:00:00+00,LONG,3652,0.5650691027317806,0.023293253,0.011282051
2010-02-12 00:00:00+00,LONG,3652,0.6049155576459404,0.027735079,0.013691683
2010-02-25 00:00:00+00,LONG,675,1.0,0.031396125,0.016194332
2010-03-01 00:00:00+00,LONG,1838,0.0,0.06708678,0.0075231483
2010-03-02 00:00:00+00,LONG,388,0.7232863060781982,0.023264796,0.01565465
2010-03-02 00:00:00+00,LONG,1838,0.0,0.064981416,0.01574344
2010-03-05 00:00:00+00,LONG,1838,0.0,0.0302014,0.0077288942
2010-05-03 00:00:00+00,LONG,1437,0.0,0.032547817,0.01994302
2010-05-07 00:00:00+00,LONG,2548,0.2874349254456763,0.08621564,0.015166691
2010-05-07 00:00:00+00,LONG,2567,0.0,0.037667103,0.02057143
2010-05-07 00:00:00+00,LONG,622,0.8913447876057362,0.027859557,0.022203244
2010-05-07 00:00:00+00,LONG,937,0.20977108633048844,0.060983565,0.018381167
2010-05-07 00:00:00+00,LONG,1250,0.0,0.038615525,0.007017544
2010-05-10 00:00:00+00,LONG,937,0.0,0.029037625,0.018725362
2010-05-21 00:00:00+00,LONG,397,0.40580228305044774,0.025141494,0.019250253
2010-05-25 00:00:00+00,LONG,69,1.0,0.026607905,0.008828251
2010-05-25 00:00:00+00,LONG,687,0.7766959629177853,0.027483307,0.008952187
2010-05-25 00:00:00+00,LONG,2818,0.42128201904497303,0.031882912,0.018460913
2010-05-25 00:00:00+00,LONG,853,1.0,0.028617885,0.015742643
2010-05-25 00:00:00+00,LONG,1235,0.8020099594699149,0.03054901,0.013581807
2010-05-25 00:00:00+00,LONG,1262,1.0,0.023743553,0.010442679
2010-05-25 00:00:00+00,LONG,3469,0.0,0.023404434,0.01852538
2010-05-25 00:00:00+00,LONG,1897,1.0,0.028903428,0.0076314304
2010-05-25 00:00:00+00,LONG,2041,1.0,0.057712626,0.020060433
2010-05-26 00:00:00+00,LONG,4215,0.4229561905881686,0.05287073,0.019092305
2010-05-26 00:00:00+00,LONG,2638,0.0,0.025531203,0.010057779
2010-05-26 00:00:00+00,LONG,1184,0.6295262266348134,0.02364612,0.01746725
2010-05-26 00:00:00+00,LONG,3513,0.43589159564195645,0.032444667,0.01547502
2010-05-26 00:00:00+00,LONG,3646,0.9583333333333334,0.024658082,0.007812245
2010-05-26 00:00:00+00,LONG,3890,1.0,0.022971233,0.015267176
2010-05-26 00:00:00+00,LONG,1897,0.9615384615384616,0.024068506,0.007405298
2010-05-26 00:00:00+00,LONG,1919,1.0,0.033552587,0.0077702263
2010-05-27 00:00:00+00,LONG,1664,0.577146453026594,0.05584645,0.01194853
2010-06-07 00:00:00+00,LONG,2482,0.045454545454545414,0.026774999,0.017871222
2010-06-07 00:00:00+00,LONG,1306,1.0,0.031608257,0.021037182
2010-06-08 00:00:00+00,LONG,610,0.0,0.038337626,0.012522361
2010-06-09 00:00:00+00,LONG,610,0.0,0.03705502,0.014492754
2010-06-29 00:00:00+00,LONG,3716,0.4932110539501625,0.026463186,0.018429488
2010-07-01 00:00:00+00,LONG,64,1.0,0.048963606,0.0087022325
2010-07-01 00:00:00+00,LONG,2226,0.2903275722329093,0.043204293,0.020937188
2010-07-01 00:00:00+00,LONG,2248,0.6223846439942338,0.031182032,0.013445378
2010-07-01 00:00:00+00,LONG,3837,0.0,0.037035607,0.016666668
2010-07-02 00:00:00+00,LONG,1960,0.9705882352941176,0.026309835,0.015151516
2010-07-06 00:00:00+00,LONG,64,0.935483870967742,0.036710687,0.014590348
2010-07-06 00:00:00+00,LONG,2226,0.41201544223975384,0.033816777,0.009226038
2010-07-06 00:00:00+00,LONG,838,0.5600442985041695,0.054961853,0.017432647
2010-07-06 00:00:00+00,LONG,918,1.0,0.023773089,0.023690773
2010-07-06 00:00:00+00,LONG,3199,0.5277401599271183,0.029089388,0.011568719
2010-07-06 00:00:00+00,LONG,1324,1.0,0.025941253,0.01693311
2010-08-24 00:00:00+00,LONG,2990,1.0,0.043279767,0.01972246
2010-08-24 00:00:00+00,LONG,1108,1.0,0.033622757,0.01520425
2010-08-25 00:00:00+00,LONG,4223,0.8909893620120801,0.028122338,0.015967205
2010-08-25 00:00:00+00,LONG,2410,1.0,0.057634816,0.021147069
2010-08-25 00:00:00+00,LONG,934,0.9705882352941176,0.10407237,0.016393442
2010-08-26 00:00:00+00,LONG,4223,0.844979021630052,0.027583867,0.009219199
2010-08-26 00:00:00+00,LONG,2410,0.9782608695652174,0.036430378,0.012864763
2010-08-26 00:00:00+00,LONG,3098,0.9337707486498313,0.02453636,0.014685454
2010-08-27 00:00:00+00,LONG,2028,0.0,0.03103152,0.019069616
2010-08-30 00:00:00+00,LONG,2410,0.9347826086956522,0.029715506,0.017527675
2010-08-30 00:00:00+00,LONG,2028,0.0,0.035958536,0.017284567
2010-08-31 00:00:00+00,LONG,2410,0.9130434782608696,0.03470484,0.015649453
2010-08-31 00:00:00+00,LONG,934,0.8529411764705882,0.02359539,0.022178734
2010-08-31 00:00:00+00,LONG,3596,1.0,0.042679712,0.010574019
2010-08-31 00:00:00+00,LONG,2028,0.0,0.03592675,0.012372261
2010-10-06 00:00:00+00,LONG,708,0.3141252231816219,0.10595486,0.008512544
2010-10-07 00:00:00+00,LONG,708,0.3169304422481287,0.0922869,0.007552199
2010-10-08 00:00:00+00,LONG,708,0.3870967741935484,0.06534504,0.009400179
2010-10-20 00:00:00+00,LONG,1838,1.0,0.06693371,0.011059908
2010-10-21 00:00:00+00,LONG,1838,0.9545454545454546,0.061649527,0.010251631
2010-10-22 00:00:00+00,LONG,1838,0.9090909090909091,0.03535172,0.015065913
2010-11-08 00:00:00+00,LONG,1176,1.0,0.08890259,0.014746544
2010-11-17 00:00:00+00,LONG,131,1.0,0.029907273,0.011554015
2010-11-30 00:00:00+00,LONG,2343,0.27667746911152896,0.03647453,0.010471204
2010-11-30 00:00:00+00,LONG,3203,0.5661151456134091,0.032982435,0.019165378
2010-11-30 00:00:00+00,LONG,3521,1.0,0.0442304,0.020224718
2010-12-14 00:00:00+00,LONG,3273,0.0,0.12868647,0.0077490564
2010-12-15 00:00:00+00,LONG,3273,0.2675016557606046,0.10014222,0.01144641
2010-12-16 00:00:00+00,LONG,3273,0.3002709816184003,0.07227458,0.011322017
2011-01-11 00:00:00+00,LONG,3748,0.4881585675864792,0.028212775,0.007405122
2011-01-25 00:00:00+00,LONG,1423,0.0,0.045865938,0.009102853
2011-01-26 00:00:00+00,LONG,1423,0.0,0.023516392,0.011903655
2011-02-04 00:00:00+00,LONG,604,0.11581948575461488,0.04009027,0.009748453
2011-02-04 00:00:00+00,LONG,2041,0.362289183621692,0.028707126,0.021627748
2011-03-02 00:00:00+00,LONG,3744,0.2904625598060449,0.062057193,0.013372957
2011-03-15 00:00:00+00,LONG,2330,0.7569070635522901,0.058265295,0.017607458
2011-03-16 00:00:00+00,LONG,2116,0.9583333333333334,0.027450278,0.008779631
2011-03-16 00:00:00+00,LONG,2330,0.7669440419318133,0.06043094,0.019240906
2011-03-16 00:00:00+00,LONG,516,0.0,0.026080497,0.019130435
2011-03-16 00:00:00+00,LONG,843,0.0,0.03229531,0.019622246
2011-03-16 00:00:00+00,LONG,3114,0.30099658567440185,0.025889542,0.00864486
2011-03-16 00:00:00+00,LONG,3802,0.43663665813683555,0.030097099,0.018237572
2011-03-17 00:00:00+00,LONG,397,0.33426983245737546,0.036695093,0.015882712
2011-03-17 00:00:00+00,LONG,3114,0.18393631812033662,0.026402043,0.007306151
2011-03-17 00:00:00+00,LONG,1780,0.04344180336340411,0.029380398,0.017777778
2011-03-22 00:00:00+00,LONG,2659,0.7685516401109781,0.044117797,0.018089537
2011-03-22 00:00:00+00,LONG,3748,0.5721254893620954,0.025594437,0.010292699
2011-05-17 00:00:00+00,LONG,2690,1.0,0.02866716,0.02183676
2011-06-07 00:00:00+00,LONG,2761,0.0,0.1079595,0.0076124566
2011-06-08 00:00:00+00,LONG,652,0.0,0.04317698,0.020489622
2011-06-08 00:00:00+00,LONG,843,0.0,0.03486725,0.014061208
2011-06-10 00:00:00+00,LONG,4107,0.0,0.040010445,0.021190988
2011-06-10 00:00:00+00,LONG,2761,0.0,0.03899969,0.010162601
2011-06-10 00:00:00+00,LONG,3021,0.0,0.03812363,0.01775329
2011-06-10 00:00:00+00,LONG,1330,0.0,0.024900312,0.021362957
2011-06-16 00:00:00+00,LONG,2004,0.0,0.028948119,0.015891174
2011-07-13 00:00:00+00,LONG,219,0.0,0.089698814,0.011614402
2011-07-14 00:00:00+00,LONG,2323,0.0,0.12795518,0.014841689
2011-07-15 00:00:00+00,LONG,2323,0.0,0.08380316,0.0133913625
2011-08-09 00:00:00+00,LONG,4187,0.0,0.035699293,0.020658214
2011-08-09 00:00:00+00,LONG,2410,0.0,0.045287207,0.022851625
2011-08-09 00:00:00+00,LONG,2462,0.4228831296052718,0.025671821,0.021430183
2011-08-09 00:00:00+00,LONG,842,0.0,0.05247516,0.013460597
2011-08-09 00:00:00+00,LONG,959,1.0,0.024407802,0.008249641
2011-08-10 00:00:00+00,LONG,2099,0.0,0.027196439,0.020930365
2011-08-10 00:00:00+00,LONG,68,0.0,0.02681288,0.010645161
2011-08-10 00:00:00+00,LONG,91,0.9743589743589743,0.036068797,0.0225328
2011-08-10 00:00:00+00,LONG,2226,0.9736842105263158,0.04213558,0.019351464
2011-08-10 00:00:00+00,LONG,2703,0.0,0.034536134,0.02141527
2011-08-10 00:00:00+00,LONG,708,0.0,0.04443055,0.018979834
2011-08-10 00:00:00+00,LONG,788,0.0,0.06288977,0.018588183
2011-08-10 00:00:00+00,LONG,874,0.0,0.06319636,0.020178588
2011-08-10 00:00:00+00,LONG,2938,0.4739788895794058,0.024797255,0.017785572
2011-08-10 00:00:00+00,LONG,959,0.967741935483871,0.039568055,0.023123443
2011-08-10 00:00:00+00,LONG,1308,0.6196019238723474,0.028054364,0.021922957
2011-08-10 00:00:00+00,LONG,2018,0.9743589743589743,0.027665608,0.022169167
2011-08-10 00:00:00+00,LONG,4088,0.9743589743589743,0.025486946,0.0107676275
2011-08-11 00:00:00+00,LONG,2582,0.4911158651934981,0.054391466,0.019220209
2011-08-11 00:00:00+00,LONG,4079,0.32374111147890394,0.03548442,0.01921
2011-08-19 00:00:00+00,LONG,323,1.0,0.032166846,0.014630755
2011-08-19 00:00:00+00,LONG,2801,1.0,0.04183749,0.02027249
2011-08-19 00:00:00+00,LONG,843,0.2691542466177172,0.036728248,0.014665559
2011-08-19 00:00:00+00,LONG,3782,1.0,0.06742318,0.014368433
2011-08-22 00:00:00+00,LONG,2253,1.0,0.03007358,0.013642414
2011-08-22 00:00:00+00,LONG,3127,0.9666666666666667,0.04095598,0.02448028
2011-08-22 00:00:00+00,LONG,2032,0.38925174549090047,0.026992146,0.008698354
2011-08-23 00:00:00+00,LONG,643,0.0,0.03158485,0.007858546
2011-09-23 00:00:00+00,LONG,1664,1.0,0.047359623,0.010171646
2011-10-04 00:00:00+00,LONG,602,1.0,0.025451109,0.020291397
2011-10-04 00:00:00+00,LONG,2703,0.0,0.024840882,0.018063221
2011-10-04 00:00:00+00,LONG,3233,0.0,0.027847461,0.018514484
2011-10-04 00:00:00+00,LONG,3581,0.5079765795932991,0.030084139,0.008333334
2011-10-05 00:00:00+00,LONG,191,0.8108183007088332,0.04726593,0.023305085
2011-10-05 00:00:00+00,LONG,2665,0.4754868569191053,0.03491259,0.0069664344
2011-10-05 00:00:00+00,LONG,641,0.8047626961612541,0.024364572,0.012479778
2011-10-12 00:00:00+00,LONG,1258,0.0,0.082813725,0.008639309
2011-10-14 00:00:00+00,LONG,1939,0.6378678298617818,0.066095404,0.008839779
2011-10-19 00:00:00+00,LONG,3649,0.6780776736201152,0.028609438,0.023228804
2011-11-03 00:00:00+00,LONG,4215,0.0,0.049675144,0.0234375
2011-11-04 00:00:00+00,LONG,4215,0.0,0.03102541,0.00768
2011-11-23 00:00:00+00,LONG,5,1.0,0.057291258,0.012345679
2011-11-23 00:00:00+00,LONG,2938,1.0,0.03961256,0.017590618
2011-12-19 00:00:00+00,LONG,1462,1.0,0.023246324,0.021418175
2011-12-27 00:00:00+00,LONG,3275,0.16000000000000003,0.08885465,0.01513267
2011-12-28 00:00:00+00,LONG,3275,0.12,0.05783847,0.010006126
2012-01-05 00:00:00+00,LONG,4123,0.9615384615384616,0.023124563,0.02112676
2012-01-09 00:00:00+00,LONG,3456,0.0,0.03122867,0.021241868
2012-01-17 00:00:00+00,LONG,4150,0.2796166125479491,0.044029966,0.019497784
2012-02-21 00:00:00+00,LONG,3447,0.3367083346988519,0.024755992,0.008758725
2012-04-10 00:00:00+00,LONG,3109,0.6137028186638479,0.024965338,0.008365868
2012-04-30 00:00:00+00,LONG,1072,0.0,0.029970089,0.015813297
2012-05-09 00:00:00+00,LONG,2125,0.7088628459842881,0.031977255,0.0115681235
2012-05-15 00:00:00+00,LONG,1790,0.4061530166830805,0.063346565,0.013252732
2012-05-16 00:00:00+00,LONG,4137,1.0,0.0482305,0.011187607
2012-05-16 00:00:00+00,LONG,1483,0.8046844571248299,0.032865908,0.011157239
2012-05-16 00:00:00+00,LONG,1888,1.0,0.09048526,0.018046709
2012-05-18 00:00:00+00,LONG,4136,0.9482758620689655,0.032095794,0.01785416
2012-05-18 00:00:00+00,LONG,2105,0.0,0.04576545,0.017094018
2012-05-18 00:00:00+00,LONG,2248,1.0,0.036422502,0.0133504495
2012-05-18 00:00:00+00,LONG,1615,1.0,0.023509992,0.0077720205
2012-05-18 00:00:00+00,LONG,3861,1.0,0.024074662,0.011439089
2012-05-22 00:00:00+00,LONG,76,0.0,0.034583118,0.01821036
2012-05-23 00:00:00+00,LONG,76,0.0,0.028344408,0.0077089113
2012-05-23 00:00:00+00,LONG,3882,0.6981412189773394,0.027195858,0.015680324
2012-05-24 00:00:00+00,LONG,76,0.0,0.023483083,0.009944065
2012-06-01 00:00:00+00,LONG,3815,1.0,0.030819021,0.021808852
2012-06-01 00:00:00+00,LONG,1846,1.0,0.023411509,0.02050633
2012-06-04 00:00:00+00,LONG,2437,1.0,0.030630952,0.011860833
2012-06-04 00:00:00+00,LONG,517,1.0,0.036690574,0.019367384
2012-06-04 00:00:00+00,LONG,836,0.6707201034497325,0.034069013,0.024407253
2012-06-04 00:00:00+00,LONG,1069,0.6782655907209243,0.024232335,0.013003356
2012-06-05 00:00:00+00,LONG,3704,0.975609756097561,0.034371886,0.0075976844
2012-06-05 00:00:00+00,LONG,1745,0.9696969696969697,0.02459679,0.009417809
2012-06-05 00:00:00+00,LONG,3897,0.2939446140971272,0.06545846,0.020100502
2012-06-28 00:00:00+00,LONG,2870,0.47185625999322806,0.077790104,0.015373441
2012-07-02 00:00:00+00,LONG,2659,0.3174515269787632,0.058119316,0.012189565
2012-07-03 00:00:00+00,LONG,2659,0.25374232056024004,0.029513383,0.018345525
2012-07-03 00:00:00+00,LONG,1664,0.9565217391304348,0.047709662,0.011073664
2012-07-18 00:00:00+00,LONG,3861,0.37823760106665144,0.08672135,0.016448965
2012-07-24 00:00:00+00,LONG,394,1.0,0.02386202,0.013888889
2012-07-26 00:00:00+00,LONG,643,0.9836065573770492,0.1181999,0.013207547
2012-07-26 00:00:00+00,LONG,1250,0.37109776643948567,0.0671719,0.011479355
2012-07-26 00:00:00+00,LONG,3649,0.0,0.0704997,0.007874016
2012-07-26 00:00:00+00,LONG,3918,0.9772727272727273,0.024832161,0.00734484
2012-07-27 00:00:00+00,LONG,3649,0.0,0.03698714,0.014550265
2012-07-30 00:00:00+00,LONG,643,0.0,0.047516428,0.010600707
2012-07-31 00:00:00+00,LONG,1667,0.6245572606261229,0.026745291,0.019096117
2012-08-02 00:00:00+00,LONG,844,0.0,0.023536667,0.011045
2012-08-02 00:00:00+00,LONG,3355,0.9346791551257717,0.07992714,0.014161718
2012-08-02 00:00:00+00,LONG,1867,0.4786451497605252,0.060302906,0.016116414
2012-08-03 00:00:00+00,LONG,2298,0.0,0.05035579,0.01239067
2012-08-03 00:00:00+00,LONG,3355,0.6198065950806181,0.05053011,0.017377201
2012-08-06 00:00:00+00,LONG,3355,0.8477824233705705,0.04613219,0.009792758
2012-08-06 00:00:00+00,LONG,1867,0.36696888915240694,0.02770986,0.00877193
2012-09-12 00:00:00+00,LONG,2801,0.0,0.11573306,0.0082435
2012-09-17 00:00:00+00,LONG,2801,0.0,0.089005984,0.02299111
2012-09-18 00:00:00+00,LONG,2801,0.04019586940696765,0.073713414,0.011259112
2012-09-19 00:00:00+00,LONG,2801,0.018922309865829032,0.03204016,0.020107104
2012-09-26 00:00:00+00,LONG,2305,1.0,0.033465642,0.0169598
2012-09-26 00:00:00+00,LONG,1790,0.0,0.028321132,0.01249452
2012-10-11 00:00:00+00,LONG,845,1.0,0.025241083,0.014808064
2012-10-26 00:00:00+00,LONG,1423,0.9642857142857143,0.079652585,0.014698795
2012-10-31 00:00:00+00,LONG,1423,0.9285714285714286,0.055236634,0.009904622
2012-11-14 00:00:00+00,LONG,4097,1.0,0.027291732,0.018425984
2012-11-15 00:00:00+00,LONG,558,1.0,0.033141777,0.021283355
2012-11-15 00:00:00+00,LONG,1012,0.8211038825895352,0.026446141,0.0085853655
2012-11-15 00:00:00+00,LONG,1167,1.0,0.030638581,0.014323345
2012-11-15 00:00:00+00,LONG,1328,1.0,0.025948688,0.014341892
2012-11-16 00:00:00+00,LONG,2298,0.535196243470671,0.025531916,0.020241776
2012-12-04 00:00:00+00,LONG,309,0.45932222768027725,0.034782343,0.01743721
2012-12-10 00:00:00+00,LONG,1404,0.0,0.05640205,0.010725552
2013-02-01 00:00:00+00,LONG,3352,0.0,0.1060823,0.017074814
2013-02-08 00:00:00+00,LONG,580,1.0,0.029764261,0.016994633
2013-02-26 00:00:00+00,LONG,394,0.7337676573029375,0.040897064,0.011678832
2013-03-19 00:00:00+00,LONG,3895,0.7875874334291515,0.05619728,0.012844781
2013-04-09 00:00:00+00,LONG,1437,0.9803921568627451,0.023952533,0.014211275
2013-04-17 00:00:00+00,LONG,1483,0.0,0.06901424,0.024211712
2013-04-18 00:00:00+00,LONG,3113,0.09217255223860124,0.02405023,0.013105708
2013-04-18 00:00:00+00,LONG,3573,0.5912646638547265,0.023702063,0.007219318
2013-04-19 00:00:00+00,LONG,2066,1.0,0.031942185,0.0077844313
2013-04-19 00:00:00+00,LONG,2125,0.0,0.081666164,0.009469697
2013-04-19 00:00:00+00,LONG,2835,0.06920064985700063,0.041493177,0.017567568
2013-04-19 00:00:00+00,LONG,1280,0.8522112179855306,0.029493595,0.016217154
2013-04-19 00:00:00+00,LONG,3703,0.22620100840810484,0.027391983,0.0143277
2013-04-22 00:00:00+00,LONG,1593,0.46621255212040585,0.040378086,0.018386291
2013-04-22 00:00:00+00,LONG,1896,0.03056533788472069,0.031013928,0.011421053
2013-04-23 00:00:00+00,LONG,2125,0.0,0.025664277,0.018181818
2013-04-23 00:00:00+00,LONG,1462,0.5656026407611605,0.024027444,0.016102768
2013-04-23 00:00:00+00,LONG,1593,0.4161454549658032,0.02850006,0.007030445
2013-04-26 00:00:00+00,LONG,2546,0.0,0.030880092,0.0072707925
2013-04-29 00:00:00+00,LONG,3838,0.0,0.026829233,0.013686912
2013-05-28 00:00:00+00,LONG,808,0.0,0.07968739,0.007520026
