time,side,ticker_id,mv_dn_composite_labels,price_vola_corr_50_df045,earnings_price_gap_df010,co_fall_count_1_10_df044,joint_fall_flag_1_20_df042,dist_upper_bb_20_2.0_df055
2012-02-28 00:00:00+00,SHORT,1423,0.4287717605296944,0.59873825,0.0,3.0,1.0,-0.023007726
2012-02-28 00:00:00+00,SHORT,3486,0.22712137300829047,-0.24727792,0.0,2.0,1.0,-0.03619827
2012-02-28 00:00:00+00,SHORT,4032,0.0,0.5083827,0.0,2.0,1.0,-0.0152089605
2012-02-29 00:00:00+00,SHORT,4118,0.0,0.86965454,0.0,3.0,1.0,-0.026011147
2012-02-29 00:00:00+00,SHORT,4150,0.2147111556126292,0.7868368,0.0,3.0,1.0,-0.021603905
2012-02-29 00:00:00+00,SHORT,4153,0.27236867144374793,0.9115241,0.0,2.0,1.0,-0.035626072
2012-02-29 00:00:00+00,SHORT,602,0.0,0.2301097,0.0,2.0,1.0,-0.020811642
2012-02-29 00:00:00+00,SHORT,652,0.0,-0.1859328,0.0,3.0,1.0,-0.026422959
2012-02-29 00:00:00+00,SHORT,2731,0.15128243060224467,0.2122232,0.0,2.0,1.0,-0.048504956
2012-02-29 00:00:00+00,SHORT,2760,0.0,0.69000524,0.0,3.0,1.0,-0.04527231
2012-02-29 00:00:00+00,SHORT,1108,0.37645085024566305,0.716203,0.0,3.0,1.0,-0.042178094
2012-02-29 00:00:00+00,SHORT,3233,0.40178457411830903,-0.68582773,0.0,2.0,1.0,-0.0032891012
2012-02-29 00:00:00+00,SHORT,1303,0.31004939021338546,0.16309965,0.0,2.0,1.0,-0.030994002
2012-02-29 00:00:00+00,SHORT,1473,0.0,-0.29122245,0.0,2.0,1.0,-0.04738974
2012-02-29 00:00:00+00,SHORT,1483,0.26328692460107744,0.7638403,0.0,3.0,1.0,-0.0440099
2012-02-29 00:00:00+00,SHORT,3699,0.0,0.4502477,0.0,2.0,1.0,-0.04422436
2012-02-29 00:00:00+00,SHORT,3885,0.1550784167130017,0.21847895,0.0,3.0,1.0,-0.002400945
2012-02-29 00:00:00+00,SHORT,4032,0.0,0.5345944,0.0,2.0,1.0,-0.025186755
2012-03-01 00:00:00+00,SHORT,4107,0.0,0.9159322,0.0,3.0,1.0,-0.029302495
2012-03-01 00:00:00+00,SHORT,4118,0.0,0.86966586,0.0,3.0,1.0,-0.029521413
2012-03-01 00:00:00+00,SHORT,610,0.5954997941470715,0.7734289,0.0,3.0,1.0,-0.037093718
2012-03-01 00:00:00+00,SHORT,3744,0.2620740406780387,0.40149093,0.0,2.0,1.0,-0.026729735
2012-03-01 00:00:00+00,SHORT,3885,0.26910450350226217,0.3424984,0.0,2.0,1.0,-0.014200948
2012-03-02 00:00:00+00,SHORT,4107,0.0,0.9190061,0.0,3.0,1.0,-0.02848186
2012-03-02 00:00:00+00,SHORT,4150,0.22524936431054574,0.66601336,0.0,2.0,1.0,-0.022547476
2012-03-02 00:00:00+00,SHORT,234,0.31402491489801776,0.7251315,0.0,3.0,1.0,-0.029301845
2012-03-02 00:00:00+00,SHORT,2569,0.5823153198201115,0.78047574,0.0,2.0,1.0,-0.04784138
2012-03-02 00:00:00+00,SHORT,2731,0.0,0.19434527,0.0,3.0,1.0,-0.045915656
2012-03-02 00:00:00+00,SHORT,753,0.23246950414653486,0.9184627,0.0,2.0,1.0,-0.028568968
2012-03-02 00:00:00+00,SHORT,1360,0.0,0.6452951,0.0,2.0,1.0,-0.012279745
2012-03-02 00:00:00+00,SHORT,1483,0.20604761007655747,0.8049254,0.0,3.0,1.0,-0.021768935
2012-03-02 00:00:00+00,SHORT,3744,0.2306103837235019,0.43613854,0.0,2.0,1.0,-0.027703108
2012-03-05 00:00:00+00,SHORT,4107,0.0,0.92059016,0.0,3.0,1.0,-0.033774268
2012-03-05 00:00:00+00,SHORT,4150,0.1724390844055918,0.5231304,-0.020345094,2.0,1.0,-0.042908818
2012-03-05 00:00:00+00,SHORT,85,0.0,0.34102,0.0,2.0,1.0,-0.031021528
2012-03-05 00:00:00+00,SHORT,234,0.08255039232673919,0.67694837,0.0,2.0,1.0,-0.03390771
2012-03-05 00:00:00+00,SHORT,2421,0.3070068831990769,0.81151354,0.0,2.0,1.0,-0.04419584
2012-03-05 00:00:00+00,SHORT,602,0.0,0.1354285,0.0,2.0,1.0,-0.035568357
2012-03-05 00:00:00+00,SHORT,631,0.17192872648883584,0.43122518,0.0,3.0,1.0,-0.03157785
2012-03-05 00:00:00+00,SHORT,2972,0.0,0.06604981,0.0,2.0,1.0,-0.02598422
2012-03-05 00:00:00+00,SHORT,934,0.6,0.4575009,0.0,2.0,1.0,-0.040049054
2012-03-05 00:00:00+00,SHORT,2990,0.2798185933719106,-0.09338682,0.0,2.0,1.0,-0.04238098
2012-03-05 00:00:00+00,SHORT,3233,0.0,-0.6535572,0.0,2.0,1.0,-0.040757313
2012-03-05 00:00:00+00,SHORT,1330,0.5091985024197762,0.6979869,0.0,3.0,1.0,-0.037488658
2012-03-05 00:00:00+00,SHORT,1368,0.43567300419528776,0.77227694,0.0,3.0,1.0,-0.030463416
2012-03-05 00:00:00+00,SHORT,1423,0.0,0.51718265,0.0,3.0,1.0,-0.033405043
2012-03-05 00:00:00+00,SHORT,3519,0.11221806939281725,0.89930534,0.0,2.0,1.0,-0.04653676
2012-03-05 00:00:00+00,SHORT,3573,0.6589128707857498,0.705047,0.0,3.0,1.0,-0.01740308
2012-03-05 00:00:00+00,SHORT,3744,0.14868339408409234,0.44398275,0.0,3.0,1.0,-0.048846558
2012-03-05 00:00:00+00,SHORT,3897,0.35022634701815314,0.7333527,0.0,3.0,1.0,-0.03245066
2012-03-06 00:00:00+00,SHORT,4107,0.0,0.9204217,0.0,2.0,1.0,-0.04848658
2012-03-09 00:00:00+00,SHORT,2272,0.0,0.7283517,0.0,2.0,1.0,-0.045132197
2012-03-09 00:00:00+00,SHORT,3684,0.0,0.61215293,0.0,3.0,1.0,-0.048146214
2012-03-12 00:00:00+00,SHORT,2999,0.0,0.86362755,0.0,2.0,1.0,-0.039696004
2012-03-12 00:00:00+00,SHORT,4050,0.03180659905462163,0.38847926,0.0,2.0,1.0,-0.048531726
2012-03-14 00:00:00+00,SHORT,2175,0.3222466118335188,-0.23440106,0.0,2.0,1.0,-0.029246755
2012-03-14 00:00:00+00,SHORT,2196,0.0,0.36109662,0.0,3.0,1.0,-0.04453099
2012-03-14 00:00:00+00,SHORT,243,0.09574455778305863,0.72387433,0.0,2.0,1.0,-0.04416449
2012-03-14 00:00:00+00,SHORT,3684,0.0,0.5999336,0.0,2.0,1.0,-0.034569293
2012-03-15 00:00:00+00,SHORT,2175,0.2532963205655324,-0.22804955,0.0,3.0,1.0,-0.03119804
2012-03-15 00:00:00+00,SHORT,243,0.047514711198649834,0.72291315,0.0,2.0,1.0,-0.044288404
2012-03-15 00:00:00+00,SHORT,1910,0.0,0.9233431,0.0,3.0,1.0,-0.026658855
2012-03-16 00:00:00+00,SHORT,2543,0.3668673342468615,0.86904633,0.0,3.0,1.0,-0.010025652
2012-03-16 00:00:00+00,SHORT,937,0.3901898210754421,0.6770608,0.0,2.0,1.0,-0.010906453
2012-03-16 00:00:00+00,SHORT,2993,0.0,-0.052814916,0.0,2.0,1.0,-0.032943
2012-03-19 00:00:00+00,SHORT,2421,0.0,0.63539827,0.0,2.0,1.0,-0.03989901
2012-03-19 00:00:00+00,SHORT,2543,0.283206366672104,0.8557319,0.0,2.0,1.0,-0.022316584
2012-03-19 00:00:00+00,SHORT,2710,0.0,-0.5734268,0.0,2.0,1.0,-0.039638482
2012-03-19 00:00:00+00,SHORT,937,0.30339420774760645,0.62799907,0.0,2.0,1.0,-0.025002249
2012-03-19 00:00:00+00,SHORT,1532,0.5202133222707839,0.74014354,0.0,3.0,1.0,-0.009566337
2012-03-19 00:00:00+00,SHORT,3885,0.11206050023463104,0.58679456,0.0,3.0,1.0,-0.024524469
2012-03-20 00:00:00+00,SHORT,2421,0.05073599778008413,0.6363286,0.0,3.0,1.0,-0.04338726
2012-03-20 00:00:00+00,SHORT,1280,0.4408531900899705,0.45143846,0.0,2.0,1.0,-0.030196067
2012-03-20 00:00:00+00,SHORT,1298,0.4123459774387357,0.4997782,0.0,2.0,1.0,-0.04699073
2012-03-20 00:00:00+00,SHORT,3378,0.5208422004892006,0.5957791,0.0,3.0,1.0,-0.019686256
2012-03-20 00:00:00+00,SHORT,3531,0.75,0.3078616,0.0,2.0,1.0,-0.04195479
2012-03-20 00:00:00+00,SHORT,1532,0.413666929882591,0.7373223,0.0,3.0,1.0,-0.030090326
2012-03-21 00:00:00+00,SHORT,1280,0.41247843078681085,0.42475763,0.0,3.0,1.0,-0.037527565
2012-03-21 00:00:00+00,SHORT,3487,0.47076466418620544,0.7374061,0.0,2.0,1.0,-0.035046056
2012-03-23 00:00:00+00,SHORT,2196,0.6666666666666667,0.3513376,0.0,2.0,1.0,-0.023748996
2012-03-23 00:00:00+00,SHORT,2568,0.0,0.8361956,0.0,2.0,1.0,-0.03932244
2012-03-23 00:00:00+00,SHORT,3487,0.47131376886072557,0.6902215,0.0,2.0,1.0,-0.035547856
2012-03-27 00:00:00+00,SHORT,2067,0.31553170910739065,0.7094701,0.0,2.0,1.0,-0.04398439
2012-03-27 00:00:00+00,SHORT,4136,0.5063472979914184,-0.37925664,0.0,3.0,1.0,-0.030158322
2012-03-27 00:00:00+00,SHORT,2196,0.4444444444444444,0.3442782,0.0,3.0,1.0,-0.028776297
2012-03-27 00:00:00+00,SHORT,2508,0.9241385097774859,0.6497652,0.0,3.0,1.0,-0.012332887
2012-03-27 00:00:00+00,SHORT,2640,1.0,0.4882108,0.0,2.0,1.0,-0.02322022
2012-03-27 00:00:00+00,SHORT,2776,0.5661733077581,-0.68099344,0.0,3.0,1.0,-0.018587293
2012-03-27 00:00:00+00,SHORT,788,0.0,-0.023052905,0.0,2.0,1.0,-0.024443507
2012-03-27 00:00:00+00,SHORT,1191,0.0,0.7506147,0.0,2.0,1.0,-0.019208401
2012-03-27 00:00:00+00,SHORT,1356,0.0,0.49865693,0.0,3.0,1.0,-0.007067966
2012-03-27 00:00:00+00,SHORT,3487,0.45061618541738807,0.6050621,0.0,3.0,1.0,-0.031729747
2012-03-27 00:00:00+00,SHORT,1453,0.6348950264872786,0.7920689,0.0,3.0,1.0,-0.0073452527
2012-03-28 00:00:00+00,SHORT,4136,0.0,-0.39841557,0.0,2.0,1.0,-0.040533565
2012-03-28 00:00:00+00,SHORT,2196,0.33333333333333337,0.32227898,0.0,3.0,1.0,-0.040211402
2012-03-28 00:00:00+00,SHORT,2345,0.4177275274757434,0.7675398,0.0,3.0,1.0,-0.0206904
2012-03-28 00:00:00+00,SHORT,2421,0.7336270780575685,0.55789083,0.0,3.0,1.0,-0.0041094576
2012-03-28 00:00:00+00,SHORT,394,0.0,0.85085875,0.0,2.0,1.0,-0.033047806
2012-03-28 00:00:00+00,SHORT,2508,0.8989689021274194,0.643439,0.0,3.0,1.0,-0.019596025
2012-03-28 00:00:00+00,SHORT,2568,0.0,0.7923417,0.0,3.0,1.0,-0.033375196
2012-03-28 00:00:00+00,SHORT,2770,0.9090909090909091,0.7733546,0.0,3.0,1.0,-0.04167884
2012-03-28 00:00:00+00,SHORT,2776,0.37790776642232976,-0.6844195,0.0,2.0,1.0,-0.03631461
2012-03-28 00:00:00+00,SHORT,788,0.0,-0.1058321,0.0,3.0,1.0,-0.03539416
2012-03-28 00:00:00+00,SHORT,1185,0.8333333333333334,-0.6086926,0.0,2.0,1.0,-0.041265864
2012-03-28 00:00:00+00,SHORT,1191,0.0,0.7566601,0.0,3.0,1.0,-0.035817217
2012-03-28 00:00:00+00,SHORT,1356,0.0,0.54999995,0.0,3.0,1.0,-0.021000216
2012-03-28 00:00:00+00,SHORT,1453,0.38665402492885775,0.78866994,0.0,2.0,1.0,-0.013979655
2012-03-29 00:00:00+00,SHORT,2079,0.380273861408621,-0.46658698,0.0,2.0,1.0,-0.015742913
2012-03-29 00:00:00+00,SHORT,4136,0.0,-0.4215712,0.0,2.0,1.0,-0.045025505
2012-03-29 00:00:00+00,SHORT,2345,0.0,0.7836003,0.0,3.0,1.0,-0.035330772
2012-03-29 00:00:00+00,SHORT,2421,0.657766138165216,0.5281431,0.0,3.0,1.0,-0.032656442
2012-03-29 00:00:00+00,SHORT,2543,0.2294577927573379,0.622483,0.0,2.0,1.0,-0.023685709
2012-03-29 00:00:00+00,SHORT,2776,0.38372641421089554,-0.6858365,0.0,2.0,1.0,-0.039468948
2012-03-29 00:00:00+00,SHORT,1191,0.0,0.77211183,0.0,3.0,1.0,-0.042825613
2012-03-29 00:00:00+00,SHORT,1356,0.0,0.58613735,0.0,3.0,1.0,-0.023862753
2012-03-29 00:00:00+00,SHORT,3838,0.0,0.16794252,0.0,3.0,1.0,-0.014859872
2012-03-30 00:00:00+00,SHORT,2079,0.5199444612541498,-0.46913096,0.0,3.0,1.0,-0.018902754
2012-03-30 00:00:00+00,SHORT,2421,0.7752414189495167,0.48889843,0.0,3.0,1.0,-0.04190174
2012-03-30 00:00:00+00,SHORT,1377,0.05926309680521148,0.7004963,0.0,2.0,1.0,-0.031243516
2012-03-30 00:00:00+00,SHORT,3838,0.0,0.15545039,0.0,2.0,1.0,-0.021980483
2012-04-02 00:00:00+00,SHORT,2085,0.8571428571428572,0.36298427,0.0,2.0,1.0,-0.008201258
2012-04-02 00:00:00+00,SHORT,2345,0.0,0.84629446,0.0,2.0,1.0,-0.038981475
2012-04-02 00:00:00+00,SHORT,2421,0.7054309519896869,0.45925346,0.0,2.0,1.0,-0.045007136
2012-04-02 00:00:00+00,SHORT,2776,0.3546634395331913,-0.68362796,0.0,3.0,1.0,-0.03726331
2012-04-02 00:00:00+00,SHORT,1939,0.9444444444444444,0.28706765,0.0,3.0,1.0,-0.013040097
2012-04-03 00:00:00+00,SHORT,1,0.75,0.73227614,0.0,3.0,1.0,-0.026016172
2012-04-03 00:00:00+00,SHORT,4169,0.0,0.8128498,0.0,3.0,1.0,-0.035507005
2012-04-03 00:00:00+00,SHORT,4187,0.3455580009352988,0.8753679,0.0,3.0,1.0,-0.019821525
2012-04-03 00:00:00+00,SHORT,2543,0.2321400083035475,0.6627657,0.0,3.0,1.0,-0.028238045
2012-04-03 00:00:00+00,SHORT,3236,0.657896631336479,0.59582543,0.0,3.0,1.0,-0.02504836
2012-04-03 00:00:00+00,SHORT,1260,0.6446923591925215,0.03833283,0.0,2.0,1.0,-0.027758537
2012-04-03 00:00:00+00,SHORT,3352,0.5703679965129265,0.65842605,0.0,3.0,1.0,-0.0027576233
2012-04-03 00:00:00+00,SHORT,1404,0.778052646481409,-0.60457957,0.0,3.0,1.0,-0.031893905
2012-04-03 00:00:00+00,SHORT,1444,0.35295243953862854,-0.31338924,0.0,3.0,1.0,-0.021202995
2012-04-03 00:00:00+00,SHORT,1463,0.611027986435575,-0.24598834,0.0,3.0,1.0,-0.017318109
2012-04-03 00:00:00+00,SHORT,3595,0.6387319963383719,0.78866583,0.0,3.0,1.0,-0.048182108
2012-04-03 00:00:00+00,SHORT,1651,1.0,0.61352056,0.0,3.0,1.0,-0.034590103
2012-04-03 00:00:00+00,SHORT,1904,0.5549546819557845,0.8450133,0.0,3.0,1.0,-0.03661116
2012-04-03 00:00:00+00,SHORT,4073,0.0,-0.6575994,-0.009074941,2.0,1.0,-0.028372923
2012-04-04 00:00:00+00,SHORT,2061,0.0,0.80422837,0.0,3.0,1.0,-0.023353303
2012-04-04 00:00:00+00,SHORT,2132,0.8333333333333334,0.026290018,0.0,2.0,1.0,-0.022650704
2012-04-04 00:00:00+00,SHORT,323,0.5440497554000031,0.41357565,0.0,3.0,1.0,-0.031163013
2012-04-04 00:00:00+00,SHORT,708,0.0,0.2181315,0.0,3.0,1.0,-0.021168333
2012-04-04 00:00:00+00,SHORT,1064,0.0,0.8805305,0.0,3.0,1.0,-0.009601074
2012-04-04 00:00:00+00,SHORT,1260,0.6509990469247744,0.053630717,0.0,3.0,1.0,-0.03114575
2012-04-04 00:00:00+00,SHORT,1303,0.9333333333333333,0.20147322,0.0,2.0,1.0,-0.046346623
2012-04-04 00:00:00+00,SHORT,3352,0.0,0.645499,0.0,3.0,1.0,-0.026221955
2012-04-04 00:00:00+00,SHORT,1377,0.7368319484245328,0.7653448,0.0,3.0,1.0,-0.027699927
2012-04-04 00:00:00+00,SHORT,1404,0.6666217633002418,-0.62678736,0.0,3.0,1.0,-0.044983093
2012-04-04 00:00:00+00,SHORT,1463,0.533029279114963,-0.21830449,0.0,2.0,1.0,-0.03081923
2012-04-04 00:00:00+00,SHORT,3515,0.7269633889925077,0.5367121,0.0,2.0,1.0,-0.021966461
2012-04-04 00:00:00+00,SHORT,1473,0.0,0.31813765,0.0,3.0,1.0,-0.03882476
2012-04-04 00:00:00+00,SHORT,1534,0.9285714285714286,0.88012284,0.0,3.0,1.0,-0.01026471
2012-04-04 00:00:00+00,SHORT,3915,0.9689091709774634,-0.034229614,0.0,2.0,1.0,-0.010118983
2012-04-04 00:00:00+00,SHORT,4050,0.49439489292801614,0.74639595,0.0,2.0,1.0,-0.0194067
2012-04-05 00:00:00+00,SHORT,2816,0.4828720976101154,0.06360172,0.0,2.0,1.0,-0.030803561
2012-04-05 00:00:00+00,SHORT,1064,0.0,0.87101287,0.0,3.0,1.0,-0.031771936
2012-04-05 00:00:00+00,SHORT,3378,0.2777777777777778,0.64232767,0.0,2.0,1.0,-0.04294892
2012-04-05 00:00:00+00,SHORT,1377,0.6776926486678427,0.7804371,0.0,3.0,1.0,-0.030812534
2012-04-05 00:00:00+00,SHORT,1404,0.5448151507431538,-0.60619104,0.0,2.0,1.0,-0.048045155
2012-04-05 00:00:00+00,SHORT,1473,0.0,0.25641966,0.0,2.0,1.0,-0.047214836
2012-04-05 00:00:00+00,SHORT,3855,0.7777777777777778,0.8285712,0.0,3.0,1.0,-0.04112993
2012-04-05 00:00:00+00,SHORT,3915,0.8364857530625505,-0.037507772,0.0,3.0,1.0,-0.018587397
2012-04-05 00:00:00+00,SHORT,1869,0.0,0.58795744,0.0,3.0,1.0,-0.025229508
2012-04-05 00:00:00+00,SHORT,1896,0.4529211051528594,0.7902703,0.0,3.0,1.0,-0.024590073
2012-04-05 00:00:00+00,SHORT,4050,0.4086423808647336,0.76036334,0.0,2.0,1.0,-0.04348529
2012-04-09 00:00:00+00,SHORT,708,0.0,0.1310035,0.0,3.0,1.0,-0.035230618
2012-04-09 00:00:00+00,SHORT,2816,0.30441822913248956,0.0058243508,0.0,3.0,1.0,-0.03566434
2012-04-09 00:00:00+00,SHORT,1260,0.44996873659287984,0.14008328,0.0,3.0,1.0,-0.045721445
2012-04-09 00:00:00+00,SHORT,3443,0.4527680773671213,0.8651117,0.0,3.0,1.0,-0.019838119
2012-04-09 00:00:00+00,SHORT,1534,0.7857142857142857,0.88669866,0.0,2.0,1.0,-0.0253647
2012-04-09 00:00:00+00,SHORT,1896,0.37313118369305937,0.7825704,0.0,3.0,1.0,-0.025082242
2012-04-09 00:00:00+00,SHORT,1904,0.35815263883225834,0.821938,0.0,2.0,1.0,-0.04846113
2012-04-10 00:00:00+00,SHORT,1534,0.7142857142857143,0.8894032,0.0,2.0,1.0,-0.047040474
2012-04-10 00:00:00+00,SHORT,1896,0.3144164714639865,0.77202535,0.0,3.0,1.0,-0.036362436
2012-04-10 00:00:00+00,SHORT,1908,0.3140853835395562,0.046446547,0.0,3.0,1.0,-0.043696593
2012-04-10 00:00:00+00,SHORT,1939,0.6666666666666667,0.43003798,0.0,2.0,1.0,-0.014522854
2012-04-13 00:00:00+00,SHORT,2139,0.6499999999999999,0.4283659,0.0,3.0,1.0,-0.046564408
2012-04-13 00:00:00+00,SHORT,2330,0.5612144237662317,0.7380142,0.0,2.0,1.0,-0.006409369
2012-04-13 00:00:00+00,SHORT,2370,0.6550785049619576,0.7975523,0.0,2.0,1.0,-0.0144621525
2012-04-13 00:00:00+00,SHORT,374,0.47058823529411764,0.24328023,0.0,3.0,1.0,-0.048041936
2012-04-13 00:00:00+00,SHORT,475,0.3773745810029685,0.3900687,0.0,3.0,1.0,-0.039887443
2012-04-13 00:00:00+00,SHORT,522,0.4310216360911991,0.8604308,0.0,3.0,1.0,-0.043645333
2012-04-13 00:00:00+00,SHORT,2983,0.34916773190116723,0.5033714,0.0,3.0,1.0,-0.045313895
2012-04-13 00:00:00+00,SHORT,3681,0.09675030483835545,0.62220204,0.0,2.0,1.0,-0.048417013
2012-04-13 00:00:00+00,SHORT,1896,0.2664644059426342,0.75782424,0.0,2.0,1.0,-0.035206597
2012-04-16 00:00:00+00,SHORT,2330,0.7777777777777778,0.7315,0.0,2.0,1.0,-0.036125895
2012-04-16 00:00:00+00,SHORT,2554,0.0,0.7153668,0.0,2.0,1.0,-0.02746868
2012-04-16 00:00:00+00,SHORT,1896,0.20830007143774798,0.7555572,0.0,2.0,1.0,-0.03593763
2012-04-17 00:00:00+00,SHORT,2554,0.0,0.7434822,0.0,3.0,1.0,-0.027086752
2012-04-17 00:00:00+00,SHORT,602,0.4,0.7305383,0.0,2.0,1.0,-0.0462759
2012-04-18 00:00:00+00,SHORT,4194,0.19934809343291027,0.46352312,0.0,3.0,1.0,-0.034585644
2012-04-18 00:00:00+00,SHORT,4223,0.628454667927076,0.88950247,0.0,3.0,1.0,-0.016319113
2012-04-18 00:00:00+00,SHORT,2518,0.0,0.84959936,0.0,2.0,1.0,-0.014123317
2012-04-18 00:00:00+00,SHORT,475,0.254657969387738,0.6084608,0.0,2.0,1.0,-0.029552741
2012-04-18 00:00:00+00,SHORT,2554,0.8087109212445902,0.76835126,0.0,3.0,1.0,-0.027886812
2012-04-18 00:00:00+00,SHORT,838,0.8,0.32450518,0.0,2.0,1.0,-0.028811147
2012-04-18 00:00:00+00,SHORT,2983,0.23674546263061044,0.65755284,0.0,2.0,1.0,-0.03422834
2012-04-18 00:00:00+00,SHORT,974,0.46084702010376927,0.0917319,0.0,3.0,1.0,-0.021662755
2012-04-18 00:00:00+00,SHORT,1092,0.24830211457368992,0.832171,0.0,2.0,1.0,-0.028548878
2012-04-18 00:00:00+00,SHORT,1260,0.0,0.3596479,0.0,2.0,1.0,-0.04286732
2012-04-19 00:00:00+00,SHORT,4194,0.0,0.43266496,0.0,2.0,1.0,-0.040467698
2012-04-19 00:00:00+00,SHORT,4223,0.30684061687146474,0.8907644,0.0,3.0,1.0,-0.035539683
2012-04-19 00:00:00+00,SHORT,2983,0.265861207119015,0.7060378,0.0,2.0,1.0,-0.04449135
2012-04-19 00:00:00+00,SHORT,3693,0.49864438714071835,0.23733543,0.0,2.0,1.0,-0.016195146
2012-04-19 00:00:00+00,SHORT,3794,1.0,0.56667763,0.0,2.0,1.0,-0.023742469
2012-04-19 00:00:00+00,SHORT,3895,0.6286069078005388,0.25368443,0.0,3.0,1.0,-0.014668116
2012-04-20 00:00:00+00,SHORT,938,0.678775012878598,0.059200224,0.0,2.0,1.0,-0.021879202
2012-04-20 00:00:00+00,SHORT,3469,0.9333333333333333,-0.2961145,0.0,2.0,1.0,-0.024657061
2012-04-23 00:00:00+00,SHORT,938,0.45589318447758115,0.03003786,0.0,2.0,1.0,-0.03326849
2012-04-23 00:00:00+00,SHORT,1762,0.68774617341638,0.8577826,0.0,2.0,1.0,-0.044720385
2012-04-23 00:00:00+00,SHORT,3895,0.4512553387608371,0.30896115,0.0,2.0,1.0,-0.026320359
2012-04-25 00:00:00+00,SHORT,1593,0.0,0.85922104,0.0,2.0,1.0,-0.03991645
2012-04-27 00:00:00+00,SHORT,2397,0.8095238095238095,0.63309467,0.0,2.0,1.0,-0.034382887
2012-04-27 00:00:00+00,SHORT,3574,0.9166666666666666,0.6051553,0.0,2.0,1.0,0.0026820945
2012-04-30 00:00:00+00,SHORT,9,0.9444444444444444,0.64207417,0.0,3.0,1.0,-0.003739175
2012-04-30 00:00:00+00,SHORT,2070,0.3531494068183541,0.19766262,-0.025011335,3.0,1.0,-0.016249279
2012-04-30 00:00:00+00,SHORT,2253,0.9411764705882353,0.6809461,0.0,3.0,1.0,-0.008813593
2012-04-30 00:00:00+00,SHORT,2912,0.3299992159716195,0.57959276,0.0,2.0,1.0,-0.032748427
2012-04-30 00:00:00+00,SHORT,1297,0.15689806693378378,0.7431984,0.0,3.0,1.0,-0.023798076
2012-04-30 00:00:00+00,SHORT,1360,0.4620210673583509,0.4580751,0.0,2.0,1.0,-0.027645946
2012-04-30 00:00:00+00,SHORT,3469,0.5333333333333333,-0.35456318,0.0,2.0,1.0,-0.043876234
2012-04-30 00:00:00+00,SHORT,3574,0.8333333333333334,0.61617905,0.0,2.0,1.0,-0.01781973
2012-04-30 00:00:00+00,SHORT,1762,0.5714285714285714,0.9015632,0.0,2.0,1.0,-0.019882407
2012-05-01 00:00:00+00,SHORT,9,0.8888888888888888,0.6777063,0.0,3.0,1.0,-0.015330036
2012-05-01 00:00:00+00,SHORT,2070,0.3838881900223329,0.09425286,0.0,3.0,1.0,-0.017806416
2012-05-01 00:00:00+00,SHORT,194,0.3633666910694962,0.8341094,0.0,2.0,1.0,-0.030030902
2012-05-01 00:00:00+00,SHORT,2661,0.15631083884927813,0.82559675,0.0,2.0,1.0,-0.04133783
2012-05-01 00:00:00+00,SHORT,1297,0.1608251552141379,0.75531876,-0.006638246,3.0,1.0,-0.033468254
2012-05-01 00:00:00+00,SHORT,3469,0.3183688518016489,-0.39968577,0.0,3.0,1.0,-0.04752637
2012-05-01 00:00:00+00,SHORT,3574,0.75,0.62515104,0.0,2.0,1.0,-0.02462045
2012-05-01 00:00:00+00,SHORT,3677,0.8333333333333334,-0.68394566,0.0,3.0,1.0,-0.03573206
2012-05-01 00:00:00+00,SHORT,1762,0.24104376820445036,0.91091144,0.0,3.0,1.0,-0.031452604
2012-05-02 00:00:00+00,SHORT,4097,0.18090102994852547,0.5887296,0.0,3.0,1.0,-0.019899322
2012-05-02 00:00:00+00,SHORT,2070,0.41925811473198293,0.09510121,0.0,3.0,1.0,-0.023758398
2012-05-02 00:00:00+00,SHORT,68,0.9473684210526316,0.86540043,0.0,3.0,1.0,-0.010708946
2012-05-02 00:00:00+00,SHORT,76,0.6,0.628565,0.0,2.0,1.0,-0.048581682
2012-05-02 00:00:00+00,SHORT,194,0.34787716514349776,0.84515584,0.0,3.0,1.0,-0.03737194
2012-05-02 00:00:00+00,SHORT,2270,0.8571428571428572,0.889542,0.0,2.0,1.0,-0.03833779
2012-05-02 00:00:00+00,SHORT,309,0.28574309755157035,0.58869594,-0.014244634,2.0,1.0,-0.026972966
2012-05-02 00:00:00+00,SHORT,523,0.74485329897472,-0.5737857,0.0,2.0,1.0,-0.0087088505
2012-05-02 00:00:00+00,SHORT,694,0.3775762556500283,0.8262277,0.0,3.0,1.0,-0.0136084715
2012-05-02 00:00:00+00,SHORT,2760,0.8571428571428572,0.8963383,-0.01824733,3.0,1.0,-0.035396747
2012-05-02 00:00:00+00,SHORT,836,0.5635332578495811,0.7519532,0.0,2.0,1.0,-0.014474835
2012-05-02 00:00:00+00,SHORT,3078,0.0,0.80079746,-0.004673789,2.0,1.0,-0.025587374
2012-05-02 00:00:00+00,SHORT,3182,0.4980439958939132,0.6439027,0.0,2.0,1.0,-0.031177508
2012-05-02 00:00:00+00,SHORT,1328,0.9333333333333333,0.4710091,0.0,2.0,1.0,-0.018305933
2012-05-02 00:00:00+00,SHORT,1444,0.578067744319393,0.92362696,0.0,3.0,1.0,-0.0087139355
2012-05-02 00:00:00+00,SHORT,3519,0.4502196607462377,0.8001729,0.0,3.0,1.0,-0.015041065
2012-05-02 00:00:00+00,SHORT,1471,0.5886192789435082,-0.051849205,0.0,3.0,1.0,-0.02964734
