time,side,ticker_id,mv_up_composite_labels,price_drift_abs_1_df006,dist_lower_bb_50_2.0_df055
2007-08-16 00:00:00+00,LONG,2720,1.0,0.023776224,0.054037254
2007-08-16 00:00:00+00,LONG,2731,1.0,0.013975489,0.035030548
2007-08-16 00:00:00+00,LONG,1043,1.0,0.0107936505,0.03459515
2007-08-16 00:00:00+00,LONG,3124,1.0,0.021757472,0.04854127
2007-08-16 00:00:00+00,LONG,3137,0.573731592578791,0.023275146,0.029037261
2007-08-16 00:00:00+00,LONG,1244,1.0,0.022354681,0.04454265
2007-08-16 00:00:00+00,LONG,3343,1.0,0.02890933,0.028725099
2007-08-16 00:00:00+00,LONG,1453,0.0,0.033462033,0.039903395
2007-08-16 00:00:00+00,LONG,1474,0.0,0.031010041,0.031106863
2007-08-16 00:00:00+00,LONG,3556,1.0,0.017445702,0.037713002
2007-08-16 00:00:00+00,LONG,3837,1.0,0.01984127,0.046230055
2007-08-16 00:00:00+00,LONG,3838,1.0,0.0110723805,0.027721634
2007-08-16 00:00:00+00,LONG,1817,1.0,0.03420684,0.031854328
2007-08-16 00:00:00+00,LONG,3897,1.0,0.029833449,0.027989844
2007-08-16 00:00:00+00,LONG,1897,1.0,0.035752952,0.05034194
2007-08-17 00:00:00+00,LONG,1,0.0,0.032034777,0.02992894
2007-08-17 00:00:00+00,LONG,602,0.9824561403508771,0.018440103,0.03570485
2007-08-17 00:00:00+00,LONG,1149,0.0,0.02577433,0.02832401
2007-08-21 00:00:00+00,LONG,1306,0.38589798054583335,0.036789298,0.035860833
2007-09-12 00:00:00+00,LONG,1532,0.0,0.015330875,0.06360578
2007-10-05 00:00:00+00,LONG,2986,0.0,0.020680083,0.07937294
2007-10-08 00:00:00+00,LONG,2986,0.0,0.014005983,0.045301013
2007-10-25 00:00:00+00,LONG,799,0.0,0.0122868605,0.031072201
2007-11-08 00:00:00+00,LONG,1444,0.0,0.01728629,0.029028857
2007-11-12 00:00:00+00,LONG,2213,0.19302053323627208,0.037152663,0.057333253
2007-11-12 00:00:00+00,LONG,220,1.0,0.023957409,0.04452817
2007-11-12 00:00:00+00,LONG,3841,0.0,0.013870246,0.032222662
2007-11-13 00:00:00+00,LONG,1790,0.7997376675834,0.01135442,0.041019596
2007-11-15 00:00:00+00,LONG,2070,0.0,0.036377512,0.028415276
2007-11-20 00:00:00+00,LONG,517,0.0,0.022108385,0.030178254
2007-11-21 00:00:00+00,LONG,2085,0.0,0.0118466895,0.028022802
2007-11-26 00:00:00+00,LONG,1819,1.0,0.027073713,0.028371893
2007-11-27 00:00:00+00,LONG,3686,0.0,0.014555797,0.031779326
2007-11-27 00:00:00+00,LONG,4000,0.0,0.032005575,0.035556868
2007-11-29 00:00:00+00,LONG,2106,0.0,0.026170107,0.049563486
2007-11-29 00:00:00+00,LONG,3436,0.0,0.02679218,0.071025625
2007-12-03 00:00:00+00,LONG,3436,0.0,0.010077519,0.05674409
2007-12-05 00:00:00+00,LONG,3436,0.0,0.020737328,0.03653825
2007-12-18 00:00:00+00,LONG,3273,0.0,0.015264419,0.067441255
2008-01-09 00:00:00+00,LONG,3704,1.0,0.013764881,0.02877062
2008-01-09 00:00:00+00,LONG,3773,1.0,0.029301746,0.035587642
2008-01-10 00:00:00+00,LONG,2870,0.0,0.03327172,0.08019998
2008-01-11 00:00:00+00,LONG,3378,0.9512195121951219,0.017839924,0.03426021
2008-01-15 00:00:00+00,LONG,2370,1.0,0.026884863,0.034836248
2008-01-16 00:00:00+00,LONG,4150,0.9545454545454546,0.026986506,0.05866945
2008-01-17 00:00:00+00,LONG,2870,0.8571428571428572,0.02991453,0.043219652
2008-01-22 00:00:00+00,LONG,4122,1.0,0.027685123,0.042229544
2008-01-22 00:00:00+00,LONG,4123,0.0,0.022977652,0.05116777
2008-01-22 00:00:00+00,LONG,4136,1.0,0.020945363,0.053599987
2008-01-22 00:00:00+00,LONG,2107,0.0,0.014750252,0.031368222
2008-01-22 00:00:00+00,LONG,450,0.0,0.038656887,0.046130285
2008-01-22 00:00:00+00,LONG,2686,0.0,0.027610429,0.04387283
2008-01-22 00:00:00+00,LONG,838,0.0,0.023207625,0.06795924
2008-01-22 00:00:00+00,LONG,3130,1.0,0.028762199,0.03688162
2008-01-22 00:00:00+00,LONG,1099,0.0,0.01367941,0.039787833
2008-01-22 00:00:00+00,LONG,3357,0.0,0.03681928,0.079356074
2008-01-22 00:00:00+00,LONG,3610,0.0,0.018274112,0.06674041
2008-01-22 00:00:00+00,LONG,1585,1.0,0.024133664,0.04319668
2008-01-22 00:00:00+00,LONG,3641,0.0,0.016853932,0.03601268
2008-01-22 00:00:00+00,LONG,3760,0.7141428206780499,0.027489427,0.057951
2008-01-22 00:00:00+00,LONG,1740,0.0,0.013888889,0.05485705
2008-01-23 00:00:00+00,LONG,2107,0.0,0.015526924,0.02997514
2008-01-23 00:00:00+00,LONG,93,0.0,0.02430752,0.052812826
2008-01-23 00:00:00+00,LONG,142,0.96875,0.011689071,0.0292298
2008-01-23 00:00:00+00,LONG,2248,1.0,0.010995982,0.053615708
2008-01-23 00:00:00+00,LONG,335,0.35252255682453154,0.017917462,0.031499375
2008-01-23 00:00:00+00,LONG,450,0.0,0.013208101,0.02765567
2008-01-23 00:00:00+00,LONG,576,1.0,0.017605634,0.063203976
2008-01-23 00:00:00+00,LONG,1184,1.0,0.024386456,0.05045503
2008-01-23 00:00:00+00,LONG,3330,0.0,0.015444038,0.07526694
2008-01-23 00:00:00+00,LONG,1298,1.0,0.0302798,0.043615855
2008-01-23 00:00:00+00,LONG,3352,0.9696969696969697,0.017291067,0.049408827
2008-01-23 00:00:00+00,LONG,1454,0.0,0.038710468,0.043134414
2008-01-23 00:00:00+00,LONG,1471,1.0,0.010615916,0.029879376
2008-01-23 00:00:00+00,LONG,3610,0.39770393443309626,0.017447658,0.06459853
2008-01-23 00:00:00+00,LONG,3613,1.0,0.021911422,0.06982328
2008-01-23 00:00:00+00,LONG,1615,1.0,0.020124799,0.035662003
2008-01-23 00:00:00+00,LONG,1668,0.23365856137865273,0.015762633,0.04077423
2008-01-23 00:00:00+00,LONG,3744,0.0,0.033158813,0.037689574
2008-01-23 00:00:00+00,LONG,3905,0.6211050071659114,0.027456647,0.03556122
2008-01-23 00:00:00+00,LONG,3947,1.0,0.01042462,0.0623093
2008-01-24 00:00:00+00,LONG,2617,0.0,0.020856552,0.03313425
2008-01-24 00:00:00+00,LONG,1108,0.0,0.019501358,0.039286513
2008-01-25 00:00:00+00,LONG,3330,0.0,0.017894141,0.03260786
2008-01-29 00:00:00+00,LONG,4070,0.0,0.02847038,0.052046888
2008-01-31 00:00:00+00,LONG,153,0.0,0.012573345,0.036259905
2008-01-31 00:00:00+00,LONG,4070,0.0,0.015971148,0.02867287
2008-02-07 00:00:00+00,LONG,730,0.16373419557598434,0.016159697,0.0627311
2008-03-10 00:00:00+00,LONG,4050,0.9772727272727273,0.025471698,0.045582354
2008-03-17 00:00:00+00,LONG,555,1.0,0.035872236,0.06320185
2008-03-17 00:00:00+00,LONG,2983,1.0,0.010989011,0.048370745
2008-03-17 00:00:00+00,LONG,1377,1.0,0.034026466,0.061173964
2008-03-17 00:00:00+00,LONG,3539,1.0,0.011235955,0.043726813
2008-03-17 00:00:00+00,LONG,1867,0.0,0.03774443,0.07728727
2008-03-18 00:00:00+00,LONG,1867,0.0,0.03155127,0.069780916
2008-03-20 00:00:00+00,LONG,2690,1.0,0.014543929,0.041024577
2008-03-20 00:00:00+00,LONG,3179,1.0,0.018856447,0.038655445
2008-03-26 00:00:00+00,LONG,2961,1.0,0.023596622,0.053513546
2008-03-27 00:00:00+00,LONG,2961,0.9655172413793104,0.00992114,0.035373494
2008-04-23 00:00:00+00,LONG,433,0.0,0.010070084,0.046811387
2008-04-28 00:00:00+00,LONG,3355,0.0,0.0126103405,0.042647008
2008-05-21 00:00:00+00,LONG,1064,0.7586206896551724,0.028420132,0.039507475
2008-06-09 00:00:00+00,LONG,85,0.0,0.01048218,0.028024584
2008-06-09 00:00:00+00,LONG,3142,0.0,0.024441008,0.03371146
2008-06-16 00:00:00+00,LONG,2061,0.9767441860465116,0.018333333,0.042443417
2008-06-17 00:00:00+00,LONG,2061,0.9534883720930233,0.027823241,0.04593332
2008-06-24 00:00:00+00,LONG,1447,0.6666666666666667,0.010945274,0.06801191
2008-06-30 00:00:00+00,LONG,2640,0.0,0.025056096,0.050718382
2008-07-01 00:00:00+00,LONG,663,0.0,0.029047903,0.048862413
2008-07-02 00:00:00+00,LONG,663,0.0,0.020162815,0.054604206
2008-07-02 00:00:00+00,LONG,1299,0.98,0.023566378,0.028794914
2008-07-03 00:00:00+00,LONG,3241,0.0,0.03130966,0.044138018
2008-07-07 00:00:00+00,LONG,588,0.0,0.024607113,0.0519265
2008-07-07 00:00:00+00,LONG,3241,0.0,0.015372487,0.04720492
