time,side,ticker_id,mv_up_composite_labels,price_eps_diff_pct_df082,joint_fall_flag_21_10_df042,velocity_price_vs_etf_diff_5_df050,dist_lower_bb_50_2.0_df055
2012-11-08 00:00:00+00,LONG,580,0.5059485064565069,26.01,0.0,-0.021124644,1.8453547E-4
2012-11-09 00:00:00+00,LONG,1690,1.0,43.38,0.0,-0.017812284,-0.0028974141
2012-11-12 00:00:00+00,LONG,1700,0.0,-14.59,0.0,-8.9540594E-4,0.007345545
2012-11-13 00:00:00+00,LONG,1700,0.0,-14.11,0.0,-0.0034138744,0.0041964017
2012-11-14 00:00:00+00,LONG,2508,1.0,-7.49,0.0,-0.032801565,0.0028737043
2012-11-14 00:00:00+00,LONG,2728,0.8414677521869695,-24.79,0.0,0.007555376,-0.0037785089
2012-11-14 00:00:00+00,LONG,2863,1.0,-7.21,0.0,-0.012172794,0.0059941355
2012-11-14 00:00:00+00,LONG,1690,0.85,44.99,0.0,0.010498602,-3.2516514E-4
2012-11-14 00:00:00+00,LONG,1700,0.02229317396611414,-18.85,0.0,-0.0021675208,0.0047909776
2012-11-15 00:00:00+00,LONG,2276,1.0,-14.24,0.0,0.007833067,0.0070160595
2012-11-15 00:00:00+00,LONG,370,0.5172424413494412,20.84,0.0,-0.021889469,0.0078024445
2012-11-15 00:00:00+00,LONG,558,1.0,-15.03,0.0,-0.023832949,0.033141777
2012-11-15 00:00:00+00,LONG,2979,1.0,-29.25,0.0,0.008133793,0.007275151
2012-11-15 00:00:00+00,LONG,975,0.6233062694189553,1.44,0.0,-0.017835261,0.020409012
2012-11-15 00:00:00+00,LONG,1236,0.7670273973891286,-19.25,0.0,0.0012475427,0.0108673
2012-11-15 00:00:00+00,LONG,3287,1.0,-12.51,0.0,0.008754887,-0.004991023
2012-11-15 00:00:00+00,LONG,3912,1.0,2.49,0.0,-0.014182157,0.008243844
2012-11-16 00:00:00+00,LONG,370,0.9803921568627451,22.75,0.0,-0.010238127,-0.0039378456
2012-11-16 00:00:00+00,LONG,558,0.9583333333333334,-12.83,0.0,-0.0031780435,0.0019284582
2012-11-16 00:00:00+00,LONG,2638,0.8831632589553303,-29.99,0.0,-0.012585803,0.001957876
2012-11-16 00:00:00+00,LONG,835,0.2543281306192026,-9.47,0.0,-0.0013625956,0.0021118578
2012-11-16 00:00:00+00,LONG,2979,0.9565217391304348,-28.45,0.0,0.010120596,-8.410196E-4
2012-11-16 00:00:00+00,LONG,975,0.96,1.6,0.0,-0.011152248,0.011489448
2012-11-16 00:00:00+00,LONG,1236,0.6951434928894507,-18.65,0.0,-0.0021770736,0.0030948543
2012-11-16 00:00:00+00,LONG,3621,1.0,36.22,0.0,-0.038865734,0.01843308
2012-11-16 00:00:00+00,LONG,1819,1.0,-24.37,0.0,-0.014662095,-0.0038803995
2012-11-16 00:00:00+00,LONG,3912,0.9642857142857143,1.5,0.0,-0.01790906,0.010070258
2012-11-19 00:00:00+00,LONG,975,0.43905314376799975,0.83,0.0,-0.018056953,-6.486896E-4
2012-11-19 00:00:00+00,LONG,3621,0.623791119608091,31.06,0.0,-0.044270366,0.0061429436
2012-11-21 00:00:00+00,LONG,370,0.9215686274509804,17.39,0.0,-0.027619194,0.0024650204
2012-11-21 00:00:00+00,LONG,1985,0.44383800326209233,-3.61,0.0,-0.0559558,0.018571116
2012-12-26 00:00:00+00,LONG,111,0.01601722575122938,6.06,0.0,-0.027459092,-1.3587221E-4
2012-12-27 00:00:00+00,LONG,111,0.0,3.69,0.0,-0.06051015,0.008787431
2012-12-27 00:00:00+00,LONG,1108,0.626268504751416,-15.51,0.0,-0.048365895,0.012510467
2012-12-28 00:00:00+00,LONG,1108,0.656018624757809,-14.96,0.0,-0.05130641,0.010857242
2012-12-31 00:00:00+00,LONG,3648,0.5355644921135546,-7.08,0.0,-0.029174771,0.0050449762
2013-01-02 00:00:00+00,LONG,3716,0.68124717490256,-21.13,0.0,-0.03815523,0.0045584072
2013-02-06 00:00:00+00,LONG,237,0.96,-26.51,0.0,-0.042606313,-0.0037407726
2013-02-13 00:00:00+00,LONG,3539,0.8846153846153846,10.74,0.0,-0.0128259715,0.02155737
2013-03-27 00:00:00+00,LONG,641,0.23374117446405188,34.53,0.0,-0.018135417,0.001328763
2013-04-01 00:00:00+00,LONG,641,0.17399301997387154,34.06,0.0,-0.0076454473,-0.0048358007
2013-04-15 00:00:00+00,LONG,3613,0.7838742007052114,-28.88,0.0,-0.049281005,0.032389246
2013-04-15 00:00:00+00,LONG,3815,0.4170128304789205,11.32,0.0,-0.039259303,0.015114663
2013-04-16 00:00:00+00,LONG,3613,0.6781295661048158,-28.71,0.0,-0.056322243,-0.0045554866
2013-04-17 00:00:00+00,LONG,270,0.0,9.79,0.0,0.006233123,-0.0029350156
2013-04-17 00:00:00+00,LONG,487,0.6653751383365247,-0.88,0.0,0.0019652222,0.010432502
2013-04-17 00:00:00+00,LONG,3233,0.05090095495137449,-5.76,0.0,-0.043529637,4.6312084E-4
2013-04-17 00:00:00+00,LONG,3613,0.7747437270091181,-25.07,0.0,-0.059099887,0.012646764
2013-04-18 00:00:00+00,LONG,270,0.0,11.24,0.0,0.0073091714,-0.0025231624
2013-04-18 00:00:00+00,LONG,2553,0.479874648947317,-30.94,0.0,-0.038330276,0.014162733
2013-04-18 00:00:00+00,LONG,610,1.0,-22.02,0.0,-0.0438962,0.004591984
2013-04-18 00:00:00+00,LONG,2690,0.4873632495045644,-27.5,0.0,-0.04711995,0.010472246
2013-04-18 00:00:00+00,LONG,2816,1.0,34.51,0.0,-0.057376716,0.011415802
2013-04-18 00:00:00+00,LONG,1092,0.7890061913999864,-26.6,0.0,-0.0310781,0.025955463
2013-04-18 00:00:00+00,LONG,1260,0.9015972466760458,-5.88,0.0,-0.027058896,0.012755372
2013-04-18 00:00:00+00,LONG,1330,1.0,-25.53,0.0,-0.06375429,0.029776067
2013-04-18 00:00:00+00,LONG,1410,1.0,-18.26,0.0,-0.017832043,-9.002145E-4
2013-04-18 00:00:00+00,LONG,3613,0.7933621673683183,-28.94,0.0,-0.027881807,1.2071756E-4
2013-04-18 00:00:00+00,LONG,3918,0.0,-4.35,0.0,-0.05014613,-0.004994902
2013-04-19 00:00:00+00,LONG,2553,0.9705882352941176,-29.83,0.0,0.0060424753,-4.1615503E-4
2013-04-19 00:00:00+00,LONG,2690,0.46604367251038364,-28.21,0.0,-0.045169454,0.011832318
2013-04-19 00:00:00+00,LONG,2816,0.6742198307689367,35.01,0.0,-0.049836233,-7.72537E-4
2013-04-19 00:00:00+00,LONG,1092,0.6241497508235548,-11.57,0.0,-0.019052653,0.0063257124
2013-04-19 00:00:00+00,LONG,1260,0.3830774251698474,-17.56,0.0,-0.021185264,0.00604937
2013-04-19 00:00:00+00,LONG,3613,0.7138051860950944,-29.85,0.0,-0.015322534,0.0027987065
2013-04-22 00:00:00+00,LONG,2553,0.9411764705882353,-29.93,0.0,-0.0035155981,-0.002284768
2013-04-22 00:00:00+00,LONG,2690,0.49283868154502924,-25.95,0.0,-0.019068843,-0.0021888062
2013-04-22 00:00:00+00,LONG,3049,1.0,5.61,0.0,-0.036618948,0.0036336354
2013-04-22 00:00:00+00,LONG,1092,0.6048588257013409,-11.74,0.0,-0.022123678,0.006314288
2013-04-22 00:00:00+00,LONG,1260,0.6118529984080887,-13.95,0.0,-0.0030369135,-0.0026244172
2013-04-23 00:00:00+00,LONG,862,0.1359893962745238,46.67,0.0,-0.028419586,4.359772E-4
2013-04-23 00:00:00+00,LONG,1092,0.5834820837129041,9.35,0.0,-0.033029635,0.0025043916
2013-04-24 00:00:00+00,LONG,2070,1.0,-27.06,0.0,-0.032936897,-0.0012888907
2013-04-26 00:00:00+00,LONG,3381,0.9655172413793104,20.96,0.0,-0.026027838,-0.0022405423
2013-05-01 00:00:00+00,LONG,3629,0.9039584974247237,-29.91,0.0,-0.05017701,-0.0029535189
2013-05-02 00:00:00+00,LONG,2285,0.9344262295081968,-30.77,0.0,-0.04260776,0.0032258965
2013-06-05 00:00:00+00,LONG,3078,0.6569674160258533,-8.17,0.0,-0.009331823,0.02026948
2013-06-10 00:00:00+00,LONG,3744,0.592562325338262,8.53,0.0,-0.03874914,0.017385166
2013-06-20 00:00:00+00,LONG,588,0.6115157897794473,-25.93,0.0,-0.025597539,0.036942426
2013-06-20 00:00:00+00,LONG,918,0.35922399888013623,-14.19,0.0,-0.024920583,0.026057899
2013-06-20 00:00:00+00,LONG,1371,0.7607361620465872,41.86,0.0,-0.0059715225,-7.48262E-4
2013-06-20 00:00:00+00,LONG,3522,0.0,23.62,0.0,-0.019308463,0.005571011
2013-06-20 00:00:00+00,LONG,4088,0.6830910022096591,-26.49,0.0,-0.019506492,0.014737349
2013-06-21 00:00:00+00,LONG,91,0.0,-22.86,0.0,-0.012826713,-0.0041232686
2013-06-21 00:00:00+00,LONG,588,0.48862066419490774,-25.17,0.0,-0.005990382,0.0130609535
2013-06-21 00:00:00+00,LONG,869,0.681846812102481,3.49,0.0,-0.0148805715,-0.002355896
2013-06-21 00:00:00+00,LONG,1308,0.5247000213797431,-22.05,0.0,-0.016588546,-2.1029598E-4
2013-06-21 00:00:00+00,LONG,4088,0.6135131638700801,-26.35,0.0,-0.01051003,-0.0030924669
2013-06-24 00:00:00+00,LONG,405,1.0,-20.93,0.0,-0.028693099,0.041415993
2013-06-24 00:00:00+00,LONG,540,1.0,-7.09,0.0,-0.06512439,-4.949423E-4
2013-06-24 00:00:00+00,LONG,694,0.39028186635425843,31.24,0.0,-0.014743381,0.02043215
2013-06-24 00:00:00+00,LONG,786,0.7478532181273486,-10.12,0.0,-2.8736822E-4,0.0047798185
2013-06-24 00:00:00+00,LONG,869,0.6276063226015578,3.46,0.0,0.0057971785,5.487654E-4
2013-06-24 00:00:00+00,LONG,2925,0.9163176604755554,5.04,0.0,-0.042905476,0.022262724
2013-06-24 00:00:00+00,LONG,1220,0.572404910682319,-29.39,0.0,0.0069091055,-0.003387951
2013-06-24 00:00:00+00,LONG,1262,0.46525270238036565,-29.19,0.0,-0.03475842,0.022190835
2013-06-24 00:00:00+00,LONG,1308,0.9743589743589743,-22.04,0.0,-0.0025812534,4.967227E-4
2013-06-24 00:00:00+00,LONG,1474,0.35321270197862936,20.31,0.0,-0.05788837,0.022996439
2013-06-24 00:00:00+00,LONG,3652,0.8250120678045223,21.36,0.0,0.0030712297,0.0049138493
2013-06-24 00:00:00+00,LONG,3681,0.6535025767612386,12.61,0.0,0.007368723,0.0023912408
2013-06-24 00:00:00+00,LONG,1715,0.5651928978109397,-5.3,0.0,-0.024896612,0.0071872105
2013-06-24 00:00:00+00,LONG,3791,1.0,-27.44,0.0,-0.0088523505,0.005379227
2013-06-24 00:00:00+00,LONG,3802,0.5760292657498083,7.05,0.0,-0.008006315,9.023653E-5
2013-06-24 00:00:00+00,LONG,3853,1.0,-20.32,0.0,4.413577E-4,0.0036614968
2013-06-24 00:00:00+00,LONG,1840,0.9761904761904762,15.47,0.0,-0.020803066,0.00481868
2013-06-24 00:00:00+00,LONG,4013,0.5873064573478509,25.46,0.0,-0.015712122,-0.0031884525
2013-06-24 00:00:00+00,LONG,4049,0.0,47.21,0.0,-0.041255478,0.0040856283
2013-06-25 00:00:00+00,LONG,405,0.673644200671341,-21.33,0.0,-0.03029773,0.03389372
2013-06-25 00:00:00+00,LONG,773,0.0,18.22,0.0,0.0076675825,-0.0039529116
2013-06-25 00:00:00+00,LONG,786,0.6399916639529011,-10.73,0.0,-0.0026142315,-0.0049766866
2013-06-25 00:00:00+00,LONG,2965,0.5525401942450945,-21.66,0.0,0.0126198605,-0.00408233
2013-06-25 00:00:00+00,LONG,1011,0.8112331077933286,-19.33,0.0,-0.011655178,-6.26149E-4
2013-06-25 00:00:00+00,LONG,1474,0.2726040763957195,21.19,0.0,-0.030362776,-0.0022357195
2013-06-25 00:00:00+00,LONG,3652,0.7247650763311188,20.86,0.0,0.008549453,-0.0026196837
2013-06-25 00:00:00+00,LONG,1715,0.5365853121350721,-5.61,0.0,-0.019822896,0.005008633
2013-06-25 00:00:00+00,LONG,1734,0.828065903984618,-30.83,0.0,0.008345358,0.0016541068
2013-06-25 00:00:00+00,LONG,3791,0.96,-28.2,0.0,-0.015632985,7.681947E-4
2013-06-25 00:00:00+00,LONG,3804,0.42573764441315826,-12.12,0.0,-0.038916633,0.016447766
2013-06-26 00:00:00+00,LONG,4112,0.9512195121951219,3.28,0.0,-0.0045425473,-0.0026083523
2013-06-26 00:00:00+00,LONG,405,0.5911646379260266,-20.51,0.0,-0.02617275,0.015967304
2013-06-26 00:00:00+00,LONG,3804,0.4396731825635607,-13.27,0.0,-0.04083959,0.012426409
2013-06-27 00:00:00+00,LONG,405,0.5669945064427424,-21.04,0.0,-0.01654615,0.009048948
2013-06-27 00:00:00+00,LONG,1483,0.5853383754869498,-6.34,0.0,-0.0023128323,0.01244936
2013-06-27 00:00:00+00,LONG,3804,0.3849445921188738,-13.5,0.0,-0.049181473,0.0028177218
2013-06-28 00:00:00+00,LONG,405,0.6210981931912571,-22.72,0.0,-0.026139997,0.017572185
2013-06-28 00:00:00+00,LONG,3652,0.6906350102430149,17.61,0.0,-0.007022088,-0.004484951
2013-06-28 00:00:00+00,LONG,3804,0.350307218101083,-13.48,0.0,-0.029381674,-0.004475318
2013-07-01 00:00:00+00,LONG,405,0.5650714285133605,-19.04,0.0,-0.013612718,0.0015918135
2013-07-02 00:00:00+00,LONG,405,0.8378378378378378,-17.43,0.0,-0.00225117,-0.0031103278
2013-07-02 00:00:00+00,LONG,753,0.7673542777946674,23.62,0.0,-0.03391976,0.011725636
2013-07-10 00:00:00+00,LONG,3255,1.0,-10.42,0.0,-0.059278786,0.010114744
2013-08-20 00:00:00+00,LONG,3882,0.9818181818181818,9.09,0.0,-0.06668547,0.024344623
2013-08-21 00:00:00+00,LONG,3882,0.9636363636363636,11.02,0.0,-0.045358032,0.015630793
2013-08-22 00:00:00+00,LONG,3882,0.9454545454545454,12.93,0.0,-0.031321373,-0.0038759264
2013-08-27 00:00:00+00,LONG,19,0.5478363566429844,20.87,0.0,-0.005143391,-0.0036971858
2013-09-05 00:00:00+00,LONG,594,0.0,26.99,0.0,-0.030797623,-0.0030877045
2013-10-03 00:00:00+00,LONG,2462,0.16450896473750173,42.33,0.0,-0.02521114,0.0030413712
2013-10-03 00:00:00+00,LONG,2979,1.0,-16.83,0.0,-0.016116466,-0.0025971967
2013-10-08 00:00:00+00,LONG,2370,0.0,-7.38,0.0,-0.022584965,0.00233699
2013-10-08 00:00:00+00,LONG,3241,1.0,-2.3,0.0,-0.02159703,0.0065889503
2013-10-09 00:00:00+00,LONG,2055,0.35472058882012886,-11.53,0.0,-0.021486666,0.0037435177
2013-10-09 00:00:00+00,LONG,158,1.0,10.79,0.0,-0.053946402,0.023366408
2013-10-10 00:00:00+00,LONG,1715,0.90017083070268,-17.33,0.0,-0.031867355,6.599833E-4
2013-10-11 00:00:00+00,LONG,1715,0.792433163383713,-17.46,0.0,-0.01429814,-0.003200824
2013-10-23 00:00:00+00,LONG,3629,0.48274463733510814,-21.8,0.0,-0.019219525,0.025475863
2013-12-11 00:00:00+00,LONG,4070,0.765000932469551,23.21,0.0,-0.034199007,0.011799313
2013-12-12 00:00:00+00,LONG,2139,0.0,28.47,0.0,0.0014945163,0.010267696
2013-12-12 00:00:00+00,LONG,4070,0.7081121983252489,26.08,0.0,-0.020653564,0.0012946827
2013-12-13 00:00:00+00,LONG,2139,0.0,27.89,0.0,-0.004651906,0.0072096125
2013-12-13 00:00:00+00,LONG,1514,0.8832467157538785,4.64,0.0,-0.020307168,0.007822183
2013-12-13 00:00:00+00,LONG,4070,0.6319491144071752,26.7,0.0,-0.0065567885,-0.0017336544
2013-12-16 00:00:00+00,LONG,2139,0.0,26.43,0.0,-0.0074726143,0.0064400127
2013-12-16 00:00:00+00,LONG,1514,0.917158507099225,4.01,0.0,-0.022700574,0.0051049995
2013-12-17 00:00:00+00,LONG,1514,0.8379242098129145,4.44,0.0,-0.014606194,-0.0027435108
2013-12-18 00:00:00+00,LONG,2107,0.0,-10.55,0.0,-0.05312574,0.023877261
2013-12-19 00:00:00+00,LONG,2107,0.0,-10.49,0.0,-0.05038684,0.019696759
2013-12-19 00:00:00+00,LONG,1514,0.8625208027896228,4.9,0.0,-0.014680195,-0.0010852326
2014-01-13 00:00:00+00,LONG,693,1.0,17.75,0.0,-0.04462754,0.0045737685
2014-01-16 00:00:00+00,LONG,693,0.9473684210526316,14.9,0.0,-0.01851593,-0.0045477413
2014-01-24 00:00:00+00,LONG,845,0.0,-24.17,0.0,-0.053661805,-8.461237E-5
2014-01-27 00:00:00+00,LONG,15,0.7464901365424667,29.76,0.0,-0.033864763,-0.003482139
2014-01-27 00:00:00+00,LONG,2971,0.2659250571659223,16.01,0.0,-0.015337939,0.0027794358
2014-01-29 00:00:00+00,LONG,28,0.6716930687922048,39.45,0.0,-0.020603377,0.004341298
2014-01-29 00:00:00+00,LONG,2352,0.48098274716177325,19.03,0.0,-0.018976778,0.012991571
2014-01-30 00:00:00+00,LONG,2352,0.6799041108519005,-8.75,0.0,-0.018405484,6.3416996E-4
2014-01-30 00:00:00+00,LONG,4079,0.8161704636403118,-26.93,0.0,-0.019696988,0.0065045906
2014-02-03 00:00:00+00,LONG,28,0.7052899060448997,45.24,0.0,0.009175127,-0.0029021404
2014-02-03 00:00:00+00,LONG,4136,0.5101557932616001,-12.59,0.0,-0.015691878,0.022730006
2014-02-03 00:00:00+00,LONG,2105,0.40934331856708156,-30.92,0.0,-0.019637784,0.036119755
2014-02-03 00:00:00+00,LONG,121,0.550956354875763,-31.03,0.0,0.012901912,0.00871749
2014-02-03 00:00:00+00,LONG,4237,0.31679079628327017,-12.4,0.0,-0.04591899,0.0040336875
2014-02-03 00:00:00+00,LONG,200,0.5991344152601985,-24.97,0.0,-0.011310374,0.01292835
2014-02-03 00:00:00+00,LONG,2536,0.49476607608904033,-18.23,0.0,-0.012462212,0.017603075
2014-02-03 00:00:00+00,LONG,836,0.5795105843403184,-19.28,0.0,-0.03339919,0.0016865518
2014-02-03 00:00:00+00,LONG,1114,0.48589395652201745,-7.55,0.0,-0.0056457226,0.026796544
2014-02-03 00:00:00+00,LONG,3802,0.4772794705211682,0.82,0.0,0.010592865,0.014718252
2014-02-04 00:00:00+00,LONG,2079,0.7621882131878478,2.63,0.0,-0.013889505,0.0072957226
2014-02-04 00:00:00+00,LONG,4136,0.4412863558089152,17.07,0.0,-0.026025232,0.005379742
2014-02-04 00:00:00+00,LONG,2133,0.6295240245515654,-23.14,0.0,-8.744707E-4,0.0035475187
2014-02-04 00:00:00+00,LONG,2410,1.0,47.77,0.0,-0.040580925,0.023718124
2014-02-04 00:00:00+00,LONG,2536,0.47504135578451057,-20.09,0.0,-0.016289735,0.0114614675
2014-02-04 00:00:00+00,LONG,622,1.0,-26.63,0.0,-0.023271654,0.022240149
2014-02-04 00:00:00+00,LONG,2866,0.6262616919004722,-18.93,0.0,-0.041272193,0.039754435
2014-02-04 00:00:00+00,LONG,2936,0.5996068455717144,1.62,0.0,-0.01008318,-0.0025405067
2014-02-04 00:00:00+00,LONG,2983,0.7232485424885644,-24.04,0.0,-0.015255004,0.027151115
2014-02-04 00:00:00+00,LONG,2986,0.599014667984331,3.98,0.0,-0.01711318,-0.004502338
2014-02-04 00:00:00+00,LONG,1114,0.4544786985861704,-8.13,0.0,-9.7158435E-4,0.015219538
2014-02-04 00:00:00+00,LONG,3273,0.7074596266734128,-18.51,0.0,-0.017027404,0.0035721122
2014-02-04 00:00:00+00,LONG,1410,0.524432400735449,-3.41,0.0,-0.008629071,0.011899965
2014-02-04 00:00:00+00,LONG,3501,0.8869796559859847,-20.25,0.0,-0.0018753716,0.01261003
2014-02-04 00:00:00+00,LONG,3912,0.5721215562958542,-12.66,0.0,5.109608E-4,0.011788309
2014-02-05 00:00:00+00,LONG,2050,0.6518926072519993,-25.76,0.0,-0.02643712,0.022879172
2014-02-05 00:00:00+00,LONG,2079,0.7334846787963982,0.33,0.0,-0.007822865,0.005881544
2014-02-05 00:00:00+00,LONG,2084,0.8004925815722846,0.12,0.0,-0.0059306445,0.0073977285
2014-02-05 00:00:00+00,LONG,4136,0.4042464832477384,16.98,0.0,-0.017028399,-0.0037871746
2014-02-05 00:00:00+00,LONG,101,0.37766927648277643,19.59,0.0,0.006496843,-9.8773184E-5
2014-02-05 00:00:00+00,LONG,2276,0.5882352941176471,5.94,0.0,0.008943643,-0.0032830788
2014-02-05 00:00:00+00,LONG,234,0.17014065816776447,11.68,0.0,0.0022219694,0.0077015013
2014-02-05 00:00:00+00,LONG,2408,1.0,-16.14,0.0,-0.014988916,0.01098868
2014-02-05 00:00:00+00,LONG,2410,0.9696969696969697,-14.46,0.0,-0.016629143,1.3388082E-4
2014-02-05 00:00:00+00,LONG,411,0.4500566149785782,-23.38,0.0,-0.052278735,0.030787233
2014-02-05 00:00:00+00,LONG,2518,0.9787337976658604,6.6,0.0,-0.04113382,0.006681227
2014-02-05 00:00:00+00,LONG,475,0.4764139178172879,-28.6,0.0,-0.027214095,0.014378564
2014-02-05 00:00:00+00,LONG,558,0.11889573172350998,35.37,0.0,-0.02116073,-3.574011E-4
2014-02-05 00:00:00+00,LONG,580,0.6660041941604435,2.22,0.0,-0.0032203875,0.010901227
2014-02-05 00:00:00+00,LONG,622,0.9615384615384616,-25.81,0.0,-0.014072686,0.017144
2014-02-05 00:00:00+00,LONG,2866,0.7191296944363863,-19.87,0.0,-0.03600155,0.027415736
2014-02-05 00:00:00+00,LONG,834,0.5460854276400087,2.96,0.0,-0.016646829,0.016362913
2014-02-05 00:00:00+00,LONG,2983,0.7362363135191429,-25.29,0.0,-0.023955258,0.017805258
2014-02-05 00:00:00+00,LONG,3065,0.7469437976118332,13.69,0.0,-0.020349843,0.0074267425
2014-02-05 00:00:00+00,LONG,1092,0.6215684501724192,7.4,0.0,-0.022847014,8.147296E-4
2014-02-05 00:00:00+00,LONG,3273,0.6854430395065546,-17.47,0.0,-0.040771145,0.0077990456
2014-02-05 00:00:00+00,LONG,3359,0.44426124474462614,40.61,0.0,-0.020149123,-0.00136612
2014-02-05 00:00:00+00,LONG,1330,0.6573718833669722,-24.09,0.0,-0.047315978,0.003464322
2014-02-05 00:00:00+00,LONG,1410,0.5007179638052932,-1.78,0.0,-0.0019665493,0.010687997
2014-02-05 00:00:00+00,LONG,3469,0.6846606802122561,-21.29,0.0,0.011063577,-0.0023287712
2014-02-05 00:00:00+00,LONG,3501,0.8668890957163641,-19.05,0.0,-0.012790364,0.012294451
2014-02-05 00:00:00+00,LONG,3802,0.35044737475189136,-1.8,0.0,-0.015063546,-0.004912204
2014-02-05 00:00:00+00,LONG,3853,1.0,-0.09,0.0,-0.021434337,0.012701319
2014-02-05 00:00:00+00,LONG,3912,0.5713000790115358,-11.0,0.0,-0.0041770297,0.008099651
2014-02-06 00:00:00+00,LONG,2079,0.7060311270883154,-6.88,0.0,-0.020218372,-0.004524635
2014-02-06 00:00:00+00,LONG,73,0.6699079015103797,-4.21,0.0,-0.030338261,0.010509048
2014-02-06 00:00:00+00,LONG,101,0.42395450814552066,2.5,0.0,-0.013495503,-0.0028599594
2014-02-06 00:00:00+00,LONG,2410,0.9583333333333334,38.26,0.0,-0.029878177,-0.0033044207
2014-02-06 00:00:00+00,LONG,411,0.408795516999969,-23.89,0.0,-0.020742608,0.0136799645
2014-02-06 00:00:00+00,LONG,2479,1.0,12.19,0.0,-0.031479802,0.015645728
2014-02-06 00:00:00+00,LONG,2866,0.5830429644375921,-30.91,0.0,-0.04734261,0.014978016
2014-02-06 00:00:00+00,LONG,834,0.5023770963634283,-0.23,0.0,-0.017788313,0.0058782636
2014-02-06 00:00:00+00,LONG,3065,0.6705968906356128,8.99,0.0,-0.021372631,-0.0039398945
2014-02-06 00:00:00+00,LONG,1330,0.5185327366771453,-25.4,0.0,-0.05572106,-3.5343368E-5
2014-02-06 00:00:00+00,LONG,1410,0.4837989853722113,-2.8,0.0,-0.012139277,6.8209827E-4
2014-02-06 00:00:00+00,LONG,3521,0.7322196476982631,-10.8,0.0,-0.038263112,0.008756867
2014-02-06 00:00:00+00,LONG,3853,0.8056112126706747,-7.43,0.0,-0.024436057,0.003921853
2014-02-07 00:00:00+00,LONG,73,0.39511313625356126,-7.55,0.0,-0.030742213,-0.0019784712
2014-02-07 00:00:00+00,LONG,2541,0.39126580921903353,-4.4,0.0,-0.065534554,0.020856297
2014-02-07 00:00:00+00,LONG,799,0.5812866777099813,-27.64,0.0,-0.064558804,0.029805446
2014-02-07 00:00:00+00,LONG,834,0.49937417657282285,3.18,0.0,-0.038326688,-0.004653098
2014-02-11 00:00:00+00,LONG,799,0.49131401445823836,-24.51,0.0,-0.057255946,0.004595211
2014-02-12 00:00:00+00,LONG,799,0.3228679207131521,-27.63,0.0,-0.051916845,-0.004374522
2014-03-20 00:00:00+00,LONG,1210,0.6994582948393678,-14.46,0.0,-0.03082754,-0.002623068
2014-03-21 00:00:00+00,LONG,1210,0.6316908127568056,-16.89,0.0,-0.048588462,0.0018973851
2014-03-24 00:00:00+00,LONG,1210,0.5195163138116261,-15.44,0.0,-0.038403284,-0.0034069174
2014-04-09 00:00:00+00,LONG,1280,0.1455206635205536,-19.45,0.0,0.007862548,0.09991446
2014-04-10 00:00:00+00,LONG,1280,0.14516724704457828,-19.74,0.0,0.0037626023,0.067697294
2014-04-11 00:00:00+00,LONG,2397,0.0,28.65,0.0,-0.03819714,0.0019576752
2014-04-11 00:00:00+00,LONG,4031,0.8778553194468731,11.21,0.0,-0.024462754,0.025533019
2014-04-14 00:00:00+00,LONG,4031,0.7864074385665915,11.17,0.0,-0.0020042409,-6.5163046E-4
2014-04-15 00:00:00+00,LONG,3381,0.8593352942200556,23.87,0.0,-0.027436687,0.02121317
2014-04-15 00:00:00+00,LONG,4031,0.8026325462378956,10.49,0.0,-0.025358476,0.0049555944
2014-04-15 00:00:00+00,LONG,4062,0.6326467625529351,-4.63,0.0,-0.025133654,-0.0037446215
2014-04-16 00:00:00+00,LONG,3381,0.7933055221719167,22.13,0.0,-0.019090233,0.0016797268
2014-04-29 00:00:00+00,LONG,3049,0.0,-3.43,0.0,-0.017266097,0.008395722
2014-04-30 00:00:00+00,LONG,3049,0.0,-2.63,0.0,-0.016426044,-0.00452065
2014-05-01 00:00:00+00,LONG,3699,0.4554649169115931,-4.63,0.0,-0.03939444,0.012131354
2014-05-05 00:00:00+00,LONG,937,0.6111835749797404,9.35,0.0,-0.054474737,0.033555534
2014-05-05 00:00:00+00,LONG,1171,0.5534247443350095,21.28,0.0,-0.038858723,-3.1032015E-4
2014-05-06 00:00:00+00,LONG,1171,0.7604744652836677,44.47,0.0,-0.030983318,-0.0017620993
2014-05-07 00:00:00+00,LONG,2367,0.773869626387563,22.13,0.0,-0.016631765,0.010236304
2014-05-08 00:00:00+00,LONG,2367,0.7988091300785986,22.52,0.0,-0.01495718,0.0022625963
2014-05-08 00:00:00+00,LONG,664,0.8888888888888888,-11.73,0.0,-0.015283255,8.2070666E-4
2014-05-08 00:00:00+00,LONG,1171,0.4857008683604829,-3.15,0.0,-0.033728648,-0.0029748862
2014-05-15 00:00:00+00,LONG,13,0.38528274290865744,-22.65,0.0,-0.020626346,0.014102452
2014-05-15 00:00:00+00,LONG,2188,0.1496700967261659,-17.87,0.0,-0.023702785,0.007156093
2014-05-15 00:00:00+00,LONG,759,0.5582283561434832,1.23,0.0,-0.020560127,9.141827E-4
2014-05-15 00:00:00+00,LONG,836,0.6331406688929878,-17.49,0.0,-0.03885934,0.004311453
2014-05-16 00:00:00+00,LONG,2188,0.1972960911877236,-18.01,0.0,-0.016663797,0.005132179
