time,side,ticker_id,mv_up_composite_labels,sessions_since_bearish_21_50_df059,skew_weighted_10_df037
2005-10-17 00:00:00+00,LONG,2425,0.4957565191819073,4.0,-0.52208877
2005-10-17 00:00:00+00,LONG,2778,0.0,6.0,-0.5139209
2005-10-17 00:00:00+00,LONG,1650,0.9183673469387755,5.0,-0.45988527
2005-10-18 00:00:00+00,LONG,131,0.5149753389611639,3.0,-0.50077146
2005-10-18 00:00:00+00,LONG,2425,0.45154276305890245,5.0,-0.5307585
2005-10-19 00:00:00+00,LONG,131,0.4991944752942347,4.0,-0.4404989
2005-10-19 00:00:00+00,LONG,2643,1.0,4.0,-0.5763284
2005-10-20 00:00:00+00,LONG,2070,1.0,5.0,-0.7025928
2005-10-20 00:00:00+00,LONG,2643,0.9818181818181818,5.0,-0.6020418
2005-10-20 00:00:00+00,LONG,3652,0.518491894983449,5.0,-0.5018632
2005-10-21 00:00:00+00,LONG,2070,0.9705882352941176,6.0,-0.55207163
2005-10-21 00:00:00+00,LONG,2643,0.9636363636363636,6.0,-0.60536677
2005-10-21 00:00:00+00,LONG,3652,0.5382009244299178,6.0,-0.43750075
2005-10-28 00:00:00+00,LONG,167,1.0,5.0,-0.71838015
2005-10-31 00:00:00+00,LONG,167,0.9696969696969697,6.0,-0.47209528
2005-11-02 00:00:00+00,LONG,2247,1.0,3.0,-0.6244194
2005-11-07 00:00:00+00,LONG,220,0.0,2.0,-0.43926522
2005-11-17 00:00:00+00,LONG,3179,0.17022383406259733,4.0,-0.6046937
2005-11-18 00:00:00+00,LONG,3179,0.13666402224491805,5.0,-0.68756634
2005-11-21 00:00:00+00,LONG,3179,0.04638397180434345,6.0,-0.6928442
2005-12-08 00:00:00+00,LONG,2499,0.0,2.0,-0.53664654
2005-12-08 00:00:00+00,LONG,3283,0.0,2.0,-0.50828844
2005-12-09 00:00:00+00,LONG,3283,0.0,3.0,-0.55687785
2005-12-12 00:00:00+00,LONG,3283,0.0,4.0,-0.48559225
2005-12-13 00:00:00+00,LONG,3283,0.0,5.0,-0.44633985
2005-12-14 00:00:00+00,LONG,2801,0.547800088526396,2.0,-0.68522966
2005-12-14 00:00:00+00,LONG,3283,0.0,6.0,-0.45778513
2005-12-19 00:00:00+00,LONG,433,1.0,5.0,-0.62423956
2005-12-28 00:00:00+00,LONG,424,0.9615384615384616,4.0,-0.6535367
2005-12-29 00:00:00+00,LONG,424,0.9230769230769231,5.0,-0.6882778
2005-12-29 00:00:00+00,LONG,1447,0.003109164963776057,2.0,-0.7065491
2005-12-30 00:00:00+00,LONG,424,0.8846153846153846,6.0,-0.7186509
2005-12-30 00:00:00+00,LONG,2665,1.0,3.0,-0.7087108
2005-12-30 00:00:00+00,LONG,1447,0.0,3.0,-0.71286005
2006-01-11 00:00:00+00,LONG,2067,0.0,4.0,-0.58293957
2006-01-12 00:00:00+00,LONG,2067,0.0,5.0,-0.60730034
2006-01-12 00:00:00+00,LONG,234,0.9090909090909091,2.0,-0.4769606
2006-01-13 00:00:00+00,LONG,2067,0.0,6.0,-0.7161634
2006-01-13 00:00:00+00,LONG,3539,1.0,2.0,-0.52587086
2006-01-19 00:00:00+00,LONG,157,0.5181099795165645,2.0,-0.6768279
2006-01-20 00:00:00+00,LONG,157,0.9090909090909091,3.0,-0.69892275
2006-01-20 00:00:00+00,LONG,2728,1.0,2.0,-0.52518106
2006-01-23 00:00:00+00,LONG,157,0.6241627460736752,4.0,-0.5655236
2006-01-23 00:00:00+00,LONG,2728,0.9787234042553191,3.0,-0.7016304
2006-01-23 00:00:00+00,LONG,1092,1.0,3.0,-0.46548817
2006-01-23 00:00:00+00,LONG,2018,0.0,6.0,-0.6159119
2006-01-24 00:00:00+00,LONG,157,0.7042800358861886,5.0,-0.50383496
2006-01-24 00:00:00+00,LONG,2728,0.9574468085106383,4.0,-0.6209414
2006-01-25 00:00:00+00,LONG,157,0.0,6.0,-0.49404725
2006-01-25 00:00:00+00,LONG,3818,0.3658261554551903,2.0,-0.5310543
2006-01-25 00:00:00+00,LONG,3923,0.19342198003898167,2.0,-0.6759744
2006-02-01 00:00:00+00,LONG,3853,1.0,4.0,-0.45752144
2006-02-02 00:00:00+00,LONG,3853,0.9666666666666667,5.0,-0.58109975
2006-02-07 00:00:00+00,LONG,237,0.9838709677419355,2.0,-0.58677125
2006-02-08 00:00:00+00,LONG,4049,0.42910885493433903,2.0,-0.7426617
2006-02-09 00:00:00+00,LONG,4049,0.3977277106929753,3.0,-0.47383532
2006-02-10 00:00:00+00,LONG,2568,0.5161290322580645,3.0,-0.50013256
2006-02-10 00:00:00+00,LONG,1633,0.5243701684849544,3.0,-0.5723812
2006-02-10 00:00:00+00,LONG,4049,0.2853859310701768,4.0,-0.5134916
2006-02-13 00:00:00+00,LONG,2557,0.11664900712458005,2.0,-0.6672528
2006-02-13 00:00:00+00,LONG,2568,0.0,4.0,-0.5351542
2006-02-13 00:00:00+00,LONG,2999,0.0,2.0,-0.5365002
2006-02-13 00:00:00+00,LONG,1633,0.5527423713648241,4.0,-0.52127993
2006-02-14 00:00:00+00,LONG,1633,0.5236486613031516,5.0,-0.46991724
2006-02-14 00:00:00+00,LONG,3773,0.0,6.0,-0.50518537
2006-02-14 00:00:00+00,LONG,3897,1.0,4.0,-0.4887845
2006-02-15 00:00:00+00,LONG,1306,0.0,3.0,-0.5647736
2006-02-27 00:00:00+00,LONG,3203,0.4932129758590767,2.0,-0.46774808
2006-02-28 00:00:00+00,LONG,2188,1.0,5.0,-0.4833775
2006-02-28 00:00:00+00,LONG,3203,0.46833877556829034,3.0,-0.4586088
2006-03-01 00:00:00+00,LONG,3203,0.3949935042771485,4.0,-0.57934093
2006-03-02 00:00:00+00,LONG,3114,0.0,3.0,-0.4655115
2006-03-02 00:00:00+00,LONG,3203,0.4296766880063366,5.0,-0.6035998
2006-03-03 00:00:00+00,LONG,3114,0.0,4.0,-0.45629755
2006-03-06 00:00:00+00,LONG,1377,0.0,3.0,-0.74581826
2006-03-07 00:00:00+00,LONG,3218,0.4672149559268801,6.0,-0.4747779
2006-03-07 00:00:00+00,LONG,1377,0.0,4.0,-0.74188846
2006-03-08 00:00:00+00,LONG,1377,0.0,5.0,-0.74672353
2006-03-08 00:00:00+00,LONG,3573,1.0,2.0,-0.5633475
2006-03-08 00:00:00+00,LONG,3831,0.0,6.0,-0.506895
2006-03-08 00:00:00+00,LONG,3973,0.972972972972973,2.0,-0.61503863
2006-03-08 00:00:00+00,LONG,4086,0.6500823440598269,2.0,-0.641879
2006-03-09 00:00:00+00,LONG,1022,0.9574468085106383,5.0,-0.60100824
2006-03-09 00:00:00+00,LONG,3573,0.9787234042553191,3.0,-0.478594
2006-03-09 00:00:00+00,LONG,3973,0.9459459459459459,3.0,-0.750907
2006-03-10 00:00:00+00,LONG,356,0.0,3.0,-0.45589253
2006-03-10 00:00:00+00,LONG,2619,0.5222650583543641,5.0,-0.6824592
2006-03-10 00:00:00+00,LONG,1022,0.9361702127659575,6.0,-0.5127966
2006-03-10 00:00:00+00,LONG,1807,0.0,2.0,-0.5143712
2006-03-10 00:00:00+00,LONG,1826,1.0,4.0,-0.61101776
2006-03-13 00:00:00+00,LONG,2619,0.20515144081334535,6.0,-0.562723
2006-03-16 00:00:00+00,LONG,1888,0.9111111111111111,6.0,-0.58692026
2006-03-20 00:00:00+00,LONG,3699,0.0,2.0,-0.4598748
2006-03-24 00:00:00+00,LONG,2518,0.813953488372093,6.0,-0.5914742
2006-03-29 00:00:00+00,LONG,2932,0.0,2.0,-0.44924986
2006-03-29 00:00:00+00,LONG,3535,0.428093954780084,5.0,-0.44189158
2006-03-30 00:00:00+00,LONG,3802,0.9130434782608696,2.0,-0.50844014
2006-04-10 00:00:00+00,LONG,386,0.3689360861897811,5.0,-0.48082793
2006-04-13 00:00:00+00,LONG,1236,0.12426683569463282,5.0,-0.45093575
2006-04-17 00:00:00+00,LONG,160,0.8381413837867284,6.0,-0.7017466
2006-04-17 00:00:00+00,LONG,1236,0.173170098106009,6.0,-0.44599047
2006-04-18 00:00:00+00,LONG,3466,0.0,3.0,-0.73263085
2006-04-19 00:00:00+00,LONG,1220,0.0,2.0,-0.55138284
2006-04-19 00:00:00+00,LONG,3466,0.0,4.0,-0.6702298
2006-04-20 00:00:00+00,LONG,3466,0.0,5.0,-0.70403033
2006-04-21 00:00:00+00,LONG,3466,0.0,6.0,-0.686475
2006-04-28 00:00:00+00,LONG,1615,0.0,2.0,-0.60191673
2006-05-01 00:00:00+00,LONG,1615,0.0,3.0,-0.5697788
2006-05-02 00:00:00+00,LONG,1615,0.0,4.0,-0.6107229
2006-05-03 00:00:00+00,LONG,1615,0.0,5.0,-0.6587701
2006-05-04 00:00:00+00,LONG,1615,0.0,6.0,-0.65783274
2006-05-08 00:00:00+00,LONG,3645,0.0,2.0,-0.51336557
2006-05-10 00:00:00+00,LONG,559,0.0,2.0,-0.720111
2006-05-11 00:00:00+00,LONG,559,0.0,3.0,-0.7302868
2006-05-24 00:00:00+00,LONG,562,0.8612179607043543,3.0,-0.72983176
2006-05-24 00:00:00+00,LONG,3652,0.560889650551131,2.0,-0.70766085
2006-05-25 00:00:00+00,LONG,3652,0.5342787225790172,3.0,-0.62441725
2006-05-25 00:00:00+00,LONG,1851,0.6712933642096183,4.0,-0.44335604
2006-05-26 00:00:00+00,LONG,3652,0.5614086089587003,4.0,-0.5987227
2006-06-08 00:00:00+00,LONG,2731,0.0,5.0,-0.6965786
2006-06-08 00:00:00+00,LONG,684,0.0,3.0,-0.6157583
2006-06-09 00:00:00+00,LONG,684,0.0,4.0,-0.570247
2006-06-12 00:00:00+00,LONG,2105,0.5433551827301658,5.0,-0.55198956
2006-06-12 00:00:00+00,LONG,684,0.0,5.0,-0.6741957
2006-06-13 00:00:00+00,LONG,88,1.0,3.0,-0.63461715
2006-06-13 00:00:00+00,LONG,135,1.0,4.0,-0.46751654
2006-06-13 00:00:00+00,LONG,386,0.7139369457634458,6.0,-0.6755755
2006-06-13 00:00:00+00,LONG,440,0.9061370352849542,4.0,-0.5913028
2006-06-13 00:00:00+00,LONG,684,0.0,6.0,-0.60024786
2006-06-13 00:00:00+00,LONG,712,0.0,2.0,-0.529165
2006-06-13 00:00:00+00,LONG,2932,0.3679530852162476,5.0,-0.7012328
2006-06-13 00:00:00+00,LONG,3013,0.8151647870962435,5.0,-0.5357217
2006-06-13 00:00:00+00,LONG,974,0.0,2.0,-0.4868644
2006-06-13 00:00:00+00,LONG,1051,0.7587482002164414,5.0,-0.6342498
2006-06-13 00:00:00+00,LONG,1139,0.5137814698619265,3.0,-0.65134823
2006-06-13 00:00:00+00,LONG,3330,1.0,5.0,-0.59222686
2006-06-13 00:00:00+00,LONG,3352,1.0,4.0,-0.4493226
2006-06-13 00:00:00+00,LONG,3573,1.0,5.0,-0.7225507
2006-06-13 00:00:00+00,LONG,1762,1.0,6.0,-0.62366503
2006-06-13 00:00:00+00,LONG,3855,0.331333019571244,2.0,-0.52874523
2006-06-13 00:00:00+00,LONG,3947,0.6016809629686988,5.0,-0.5706127
2006-06-13 00:00:00+00,LONG,1939,1.0,5.0,-0.6072566
2006-06-13 00:00:00+00,LONG,1967,0.7517904901567231,3.0,-0.6321632
2006-06-13 00:00:00+00,LONG,4062,0.0,3.0,-0.5002643
2006-06-13 00:00:00+00,LONG,4086,0.0,6.0,-0.6911827
2006-06-14 00:00:00+00,LONG,2090,0.7935567381950375,3.0,-0.5171608
2006-06-14 00:00:00+00,LONG,2125,1.0,6.0,-0.6592904
2006-06-14 00:00:00+00,LONG,88,0.42340568181952765,4.0,-0.5934377
2006-06-14 00:00:00+00,LONG,219,1.0,5.0,-0.54183114
2006-06-14 00:00:00+00,LONG,440,0.8074724160952986,5.0,-0.59055215
2006-06-14 00:00:00+00,LONG,498,0.0,5.0,-0.58503574
2006-06-14 00:00:00+00,LONG,712,0.0,3.0,-0.5232222
2006-06-14 00:00:00+00,LONG,2932,0.3415122690794783,6.0,-0.54307145
2006-06-14 00:00:00+00,LONG,974,0.0,3.0,-0.47261393
2006-06-14 00:00:00+00,LONG,1051,0.6745425568352538,6.0,-0.6391398
2006-06-14 00:00:00+00,LONG,3236,0.452209812157989,4.0,-0.6820401
2006-06-14 00:00:00+00,LONG,3330,0.9583333333333334,6.0,-0.5588903
2006-06-14 00:00:00+00,LONG,1288,1.0,5.0,-0.6011554
2006-06-14 00:00:00+00,LONG,3420,0.47001160959632776,5.0,-0.68029267
2006-06-14 00:00:00+00,LONG,3595,1.0,6.0,-0.4534334
2006-06-14 00:00:00+00,LONG,1888,0.22546008665660874,2.0,-0.58972055
2006-06-14 00:00:00+00,LONG,1967,0.6457976428980368,4.0,-0.6059285
2006-06-15 00:00:00+00,LONG,2090,0.7219120261187827,4.0,-0.59884864
2006-06-15 00:00:00+00,LONG,1139,0.4266400211022246,5.0,-0.5169213
2006-06-15 00:00:00+00,LONG,3352,0.9130434782608696,6.0,-0.48451737
2006-06-15 00:00:00+00,LONG,1673,0.9565217391304348,3.0,-0.4933184
2006-06-16 00:00:00+00,LONG,2090,0.6902823472749113,5.0,-0.7034297
2006-06-16 00:00:00+00,LONG,88,0.875,6.0,-0.5211657
2006-06-16 00:00:00+00,LONG,2569,0.0,5.0,-0.4632473
2006-06-16 00:00:00+00,LONG,1139,0.40995321629732373,6.0,-0.5568889
2006-06-16 00:00:00+00,LONG,1673,0.9230769230769231,4.0,-0.5404906
2006-06-16 00:00:00+00,LONG,1888,0.12474435722415039,4.0,-0.4457573
2006-06-19 00:00:00+00,LONG,2090,0.6915625831726259,6.0,-0.66524744
2006-06-19 00:00:00+00,LONG,874,0.0,4.0,-0.44808644
2006-06-19 00:00:00+00,LONG,1184,0.2888576936372407,6.0,-0.6249241
2006-06-19 00:00:00+00,LONG,1673,0.8695652173913043,5.0,-0.5358675
2006-06-19 00:00:00+00,LONG,1888,0.8333333333333334,5.0,-0.48610225
2006-07-14 00:00:00+00,LONG,406,1.0,4.0,-0.7240395
2006-07-14 00:00:00+00,LONG,858,1.0,5.0,-0.7497693
2006-07-17 00:00:00+00,LONG,858,0.967741935483871,6.0,-0.51519334
2006-07-18 00:00:00+00,LONG,406,0.9310344827586207,6.0,-0.6129105
2006-07-28 00:00:00+00,LONG,4062,0.9375,2.0,-0.50321734
2006-08-01 00:00:00+00,LONG,4062,0.875,4.0,-0.48221028
2006-08-02 00:00:00+00,LONG,4062,0.7173213923180749,5.0,-0.6706204
2006-08-03 00:00:00+00,LONG,4062,0.7063179377410704,6.0,-0.57849735
2006-08-09 00:00:00+00,LONG,502,0.8863636363636364,2.0,-0.58047867
2006-08-11 00:00:00+00,LONG,3677,0.9565217391304348,4.0,-0.7290033
2006-08-14 00:00:00+00,LONG,714,0.7340008494537442,6.0,-0.5443285
2006-08-14 00:00:00+00,LONG,3677,1.0,5.0,-0.65679
2006-08-16 00:00:00+00,LONG,2936,0.0,2.0,-0.56844705
2006-08-17 00:00:00+00,LONG,2936,0.0,3.0,-0.6470862
2006-08-18 00:00:00+00,LONG,2936,0.12132254824214743,4.0,-0.6597117
2006-08-21 00:00:00+00,LONG,2936,0.09519181770522943,5.0,-0.66705537
2006-08-22 00:00:00+00,LONG,2936,0.06695232253667402,6.0,-0.66298515
2006-09-01 00:00:00+00,LONG,304,0.0,6.0,-0.47716993
2006-09-01 00:00:00+00,LONG,576,0.0,2.0,-0.49058
2006-09-06 00:00:00+00,LONG,576,0.0,4.0,-0.51363695
2006-09-07 00:00:00+00,LONG,576,0.0,5.0,-0.55204016
2006-09-07 00:00:00+00,LONG,897,0.0,2.0,-0.6390823
2006-09-19 00:00:00+00,LONG,345,1.0,6.0,-0.5215579
2006-09-19 00:00:00+00,LONG,3531,0.0,2.0,-0.552808
2006-09-22 00:00:00+00,LONG,3531,0.0,5.0,-0.55119187
