time,side,ticker_id,mv_up_composite_labels,sessions_since_bearish_21_50_df059,skew_weighted_10_df037
2005-01-05 00:00:00+00,LONG,2548,0.0,2.0,-0.65314776
2005-01-06 00:00:00+00,LONG,2548,0.96,3.0,-0.5073898
2005-01-06 00:00:00+00,LONG,1585,0.36302317247718685,2.0,-0.72165793
2005-01-07 00:00:00+00,LONG,2548,0.92,4.0,-0.5635987
2005-01-07 00:00:00+00,LONG,1585,0.6108826395588542,3.0,-0.6502421
2005-01-10 00:00:00+00,LONG,2548,0.88,5.0,-0.50979066
2005-01-10 00:00:00+00,LONG,1819,0.488743128061124,3.0,-0.68841815
2005-01-11 00:00:00+00,LONG,2133,0.0,3.0,-0.51244116
2005-01-11 00:00:00+00,LONG,2548,0.0,6.0,-0.59066784
2005-01-11 00:00:00+00,LONG,3595,0.0,4.0,-0.7028242
2005-01-11 00:00:00+00,LONG,1585,0.5393658817043794,5.0,-0.52978826
2005-01-11 00:00:00+00,LONG,3716,0.0,3.0,-0.43633866
2005-01-12 00:00:00+00,LONG,2550,0.0,4.0,-0.5117777
2005-01-12 00:00:00+00,LONG,3595,0.0,5.0,-0.514634
2005-01-12 00:00:00+00,LONG,1585,0.41608487672587885,6.0,-0.43729094
2005-01-13 00:00:00+00,LONG,1141,1.0,4.0,-0.6133171
2005-01-13 00:00:00+00,LONG,3286,0.0,2.0,-0.49572214
2005-01-14 00:00:00+00,LONG,3815,0.9512195121951219,2.0,-0.58922774
2005-01-18 00:00:00+00,LONG,191,0.2071795018005055,2.0,-0.68815434
2005-01-19 00:00:00+00,LONG,191,0.19258902731294764,3.0,-0.63811255
2005-01-20 00:00:00+00,LONG,191,0.0,4.0,-0.56947047
2005-01-21 00:00:00+00,LONG,191,0.0,5.0,-0.5795838
2005-01-24 00:00:00+00,LONG,191,0.2381763962773657,6.0,-0.6499837
2005-01-24 00:00:00+00,LONG,1076,1.0,2.0,-0.5324402
2005-01-25 00:00:00+00,LONG,2567,0.0,2.0,-0.5399776
2005-01-25 00:00:00+00,LONG,1966,1.0,4.0,-0.4763294
2005-01-27 00:00:00+00,LONG,730,0.40581704958087866,6.0,-0.60809267
2005-01-28 00:00:00+00,LONG,64,0.6236082041177198,6.0,-0.54194385
2005-01-28 00:00:00+00,LONG,918,0.8596649842144901,4.0,-0.68067056
2005-01-28 00:00:00+00,LONG,1300,0.379870916596627,2.0,-0.6869741
2005-01-28 00:00:00+00,LONG,3470,0.4333715322599361,5.0,-0.44990367
2005-01-31 00:00:00+00,LONG,2866,0.5125599987430594,6.0,-0.60427976
2005-01-31 00:00:00+00,LONG,918,0.8416315727821096,5.0,-0.6916034
2005-01-31 00:00:00+00,LONG,1300,0.3573994154439348,3.0,-0.4494203
2005-01-31 00:00:00+00,LONG,3538,0.9020792511653218,5.0,-0.51332
2005-01-31 00:00:00+00,LONG,3828,0.26800925974942313,3.0,-0.47553933
2005-02-01 00:00:00+00,LONG,918,0.814507827807488,6.0,-0.63721544
2005-02-01 00:00:00+00,LONG,1299,0.6199060819317226,6.0,-0.65191406
2005-02-01 00:00:00+00,LONG,3538,0.8079574025418005,6.0,-0.49295187
2005-02-03 00:00:00+00,LONG,3355,0.0,4.0,-0.5541664
2005-02-07 00:00:00+00,LONG,562,0.2773995418120033,2.0,-0.73149717
2005-02-09 00:00:00+00,LONG,2527,0.6818181818181819,2.0,-0.4902028
2005-02-10 00:00:00+00,LONG,2527,0.6363636363636364,3.0,-0.47356093
2005-02-11 00:00:00+00,LONG,3287,0.9772727272727273,2.0,-0.6427925
2005-02-14 00:00:00+00,LONG,3287,0.9545454545454546,3.0,-0.53590256
2005-02-15 00:00:00+00,LONG,3287,0.9318181818181819,4.0,-0.6411235
2005-02-16 00:00:00+00,LONG,3287,0.9090909090909091,5.0,-0.61510694
2005-02-17 00:00:00+00,LONG,3287,0.8863636363636364,6.0,-0.55071086
2005-03-02 00:00:00+00,LONG,505,0.0,2.0,-0.6338725
2005-03-03 00:00:00+00,LONG,505,0.0,3.0,-0.6667794
2005-03-04 00:00:00+00,LONG,505,0.0,4.0,-0.7009843
2005-03-14 00:00:00+00,LONG,1677,1.0,6.0,-0.58085144
2005-03-14 00:00:00+00,LONG,1678,1.0,6.0,-0.5812001
2005-03-16 00:00:00+00,LONG,2247,0.8639843807191345,6.0,-0.604863
2005-03-16 00:00:00+00,LONG,1916,1.0,2.0,-0.58224344
2005-03-17 00:00:00+00,LONG,2006,0.4386649767580602,5.0,-0.61520404
2005-03-18 00:00:00+00,LONG,2006,0.42646314673789204,6.0,-0.60261685
2005-03-29 00:00:00+00,LONG,2778,0.5686789512558637,4.0,-0.5516422
2005-04-04 00:00:00+00,LONG,2751,0.6468003636669314,3.0,-0.6375938
2005-04-08 00:00:00+00,LONG,984,0.0,2.0,-0.6426783
2005-04-11 00:00:00+00,LONG,984,0.0,3.0,-0.72364414
2005-04-12 00:00:00+00,LONG,984,0.0,4.0,-0.73722476
2005-04-18 00:00:00+00,LONG,142,0.5412770767386312,4.0,-0.65764517
2005-04-18 00:00:00+00,LONG,3137,1.0,4.0,-0.6707702
2005-04-18 00:00:00+00,LONG,3335,0.6814001637097814,5.0,-0.62804306
2005-04-18 00:00:00+00,LONG,3853,1.0,5.0,-0.64881164
2005-04-19 00:00:00+00,LONG,142,0.3710416513709797,5.0,-0.5700943
2005-04-19 00:00:00+00,LONG,3137,0.9787234042553191,5.0,-0.54741484
2005-04-20 00:00:00+00,LONG,142,0.6063125167000792,6.0,-0.6181457
2005-04-20 00:00:00+00,LONG,2870,1.0,3.0,-0.60506165
2005-04-20 00:00:00+00,LONG,2018,1.0,2.0,-0.4614204
2005-04-21 00:00:00+00,LONG,2870,0.962962962962963,4.0,-0.549393
2005-04-22 00:00:00+00,LONG,2870,0.9259259259259259,5.0,-0.5104061
2005-04-27 00:00:00+00,LONG,386,0.33927778835829436,6.0,-0.73457766
2005-05-05 00:00:00+00,LONG,3610,0.0,6.0,-0.62174076
2005-05-10 00:00:00+00,LONG,2365,0.11733767366445114,6.0,-0.4951752
2005-05-11 00:00:00+00,LONG,1667,0.015919133162618768,2.0,-0.70059764
2005-05-12 00:00:00+00,LONG,2518,1.0,5.0,-0.64965385
2005-05-12 00:00:00+00,LONG,1667,0.05147498884511123,3.0,-0.69780064
2005-05-13 00:00:00+00,LONG,1039,1.0,4.0,-0.6822947
2005-05-13 00:00:00+00,LONG,1667,0.056819809736896744,4.0,-0.7011568
2005-05-16 00:00:00+00,LONG,1039,0.9787234042553191,5.0,-0.656879
2005-05-16 00:00:00+00,LONG,1667,0.04296927620501694,5.0,-0.704719
2005-05-17 00:00:00+00,LONG,1667,0.04098911621763578,6.0,-0.7014221
2005-05-27 00:00:00+00,LONG,2397,0.4752757040359398,6.0,-0.7439823
2005-06-14 00:00:00+00,LONG,1011,0.0,3.0,-0.7510158
2005-06-24 00:00:00+00,LONG,2930,0.2503227019807082,5.0,-0.5557477
2005-06-30 00:00:00+00,LONG,2731,1.0,2.0,-0.6803502
2005-06-30 00:00:00+00,LONG,838,0.96,3.0,-0.5321282
2005-07-01 00:00:00+00,LONG,2731,0.9736842105263158,3.0,-0.64352363
2005-07-01 00:00:00+00,LONG,838,0.92,4.0,-0.45348915
2005-07-05 00:00:00+00,LONG,2731,0.8601851223162422,4.0,-0.44863346
2005-07-05 00:00:00+00,LONG,730,0.8333333333333334,5.0,-0.45766973
2005-07-05 00:00:00+00,LONG,903,1.0,4.0,-0.46471608
2005-07-07 00:00:00+00,LONG,2751,1.0,6.0,-0.53357416
2005-07-07 00:00:00+00,LONG,3137,1.0,5.0,-0.49094135
2005-07-07 00:00:00+00,LONG,3702,0.9786789295787729,5.0,-0.47910413
2005-07-08 00:00:00+00,LONG,2285,0.21148555819062068,3.0,-0.68885595
2005-07-11 00:00:00+00,LONG,2285,0.168292192445789,4.0,-0.6801419
2005-07-12 00:00:00+00,LONG,2285,0.14130554758072641,5.0,-0.65684205
2005-07-13 00:00:00+00,LONG,2285,0.1156830309725133,6.0,-0.7133449
2005-07-13 00:00:00+00,LONG,1633,0.2899917511888513,3.0,-0.4955708
2005-07-20 00:00:00+00,LONG,684,0.0,2.0,-0.6425797
2005-07-20 00:00:00+00,LONG,3773,0.0,2.0,-0.55797875
2005-07-21 00:00:00+00,LONG,684,0.0,3.0,-0.70977986
2005-07-21 00:00:00+00,LONG,3773,0.0,3.0,-0.66198564
2005-07-22 00:00:00+00,LONG,684,0.0,4.0,-0.7430811
2005-07-22 00:00:00+00,LONG,3773,0.0,4.0,-0.66866004
2005-07-26 00:00:00+00,LONG,2686,0.6377743397126253,2.0,-0.47544286
2005-07-28 00:00:00+00,LONG,2504,0.0,2.0,-0.69006824
2005-07-29 00:00:00+00,LONG,2504,0.0,3.0,-0.7331383
2005-07-29 00:00:00+00,LONG,2686,0.5592183097135217,5.0,-0.44256812
2005-08-01 00:00:00+00,LONG,2504,0.0,4.0,-0.6579938
2005-08-02 00:00:00+00,LONG,2504,0.0,5.0,-0.6117602
2005-08-03 00:00:00+00,LONG,2504,0.0,6.0,-0.61095566
2005-08-08 00:00:00+00,LONG,2778,0.0,6.0,-0.6284411
2005-08-08 00:00:00+00,LONG,3218,0.5073072532259819,4.0,-0.6901309
2005-08-09 00:00:00+00,LONG,3218,0.8545671828717516,5.0,-0.6934744
2005-08-10 00:00:00+00,LONG,3621,0.15629590832044318,2.0,-0.5798603
2005-08-11 00:00:00+00,LONG,133,0.7404049141495972,3.0,-0.4534115
2005-08-11 00:00:00+00,LONG,1064,0.0,2.0,-0.5346502
2005-08-11 00:00:00+00,LONG,3621,0.177454596869109,3.0,-0.57498974
2005-08-12 00:00:00+00,LONG,133,0.7308908582746764,4.0,-0.62553173
2005-08-12 00:00:00+00,LONG,1064,0.0,3.0,-0.45918697
2005-08-15 00:00:00+00,LONG,133,0.7094158379513043,5.0,-0.59208953
2005-08-22 00:00:00+00,LONG,1677,1.0,2.0,-0.52708733
2005-08-22 00:00:00+00,LONG,1678,1.0,2.0,-0.5270653
2005-08-29 00:00:00+00,LONG,2351,0.4168938064269942,5.0,-0.537476
2005-08-30 00:00:00+00,LONG,2351,0.4070720400817991,6.0,-0.5261472
2005-08-30 00:00:00+00,LONG,2473,0.6394775361327191,2.0,-0.6790738
2005-08-30 00:00:00+00,LONG,2554,0.8688668042808467,5.0,-0.7389657
2005-08-31 00:00:00+00,LONG,1807,0.9714285714285714,4.0,-0.51848936
2005-09-12 00:00:00+00,LONG,2462,0.18110290237318497,2.0,-0.52395284
2005-09-12 00:00:00+00,LONG,3535,0.0,3.0,-0.45493937
2005-09-12 00:00:00+00,LONG,3828,0.0,4.0,-0.7302382
2005-09-13 00:00:00+00,LONG,2462,0.24211294876513834,3.0,-0.61441624
2005-09-13 00:00:00+00,LONG,3828,0.0,5.0,-0.74661285
2005-09-14 00:00:00+00,LONG,135,0.9142857142857143,6.0,-0.44817418
2005-09-14 00:00:00+00,LONG,2462,0.22268013719176916,4.0,-0.49720415
2005-09-15 00:00:00+00,LONG,2462,0.16355315271638224,5.0,-0.5206536
2005-09-16 00:00:00+00,LONG,1191,0.019230769230769162,2.0,-0.56760436
2005-09-19 00:00:00+00,LONG,1191,0.0,3.0,-0.56090826
2005-09-21 00:00:00+00,LONG,3501,0.6727607268458832,4.0,-0.57384354
2005-09-23 00:00:00+00,LONG,2042,0.5437213971424069,6.0,-0.6116051
2005-10-12 00:00:00+00,LONG,2778,0.6965025661319603,3.0,-0.74129385
2005-10-13 00:00:00+00,LONG,2425,0.5772609344014717,2.0,-0.5354253
2005-10-13 00:00:00+00,LONG,2778,0.6163102683063338,4.0,-0.6988991
2005-10-14 00:00:00+00,LONG,2778,0.5033779716868467,5.0,-0.5217368
2005-10-14 00:00:00+00,LONG,799,0.46046203123232454,6.0,-0.65562
2005-10-17 00:00:00+00,LONG,131,0.9545454545454546,2.0,-0.6743666
