id,strategy,ticker,ticker_id,signal_date,side,close_reason,entry_date,exit_date,entry_price,entry_price_adjusted,exit_price,exit_price_adjusted,tp,sl,atr,atr_entry_adjusted,size,size_adjusted,allocation_usd,gross_pnl_usd,net_pnl_usd,gross_pnl_pct,net_pnl_pct,commission_usd,commission_pct
89981,wf1-p16-long-41100,A,1,2020-03-16,Long,Time,2020-03-17,2020-05-11,66.02,63.668342106757514,79.6,76.9598892580288,78.34264371673794,58.776908236764044,2.536052089714256,2.445716934996737,30,31.10808188909613,1980.6,413.4745372145294,412.5745372145294,0.20673726860726468,0.2062872686072647,0.8999999999999999,0.00044999999999999993
89982,wf1-p16-long-41100,A,1,2020-07-02,Long,Time,2020-07-06,2020-08-27,89.02,86.2482295823536,99.19,96.10160685720057,98.74070445664526,82.08407129092305,2.148991190301441,2.082079145715278,22,22.707016822067,1958.4399999999998,223.74080353412268,223.08080353412268,0.11187040176706134,0.11154040176706134,0.6599999999999999,0.00032999999999999994
89983,wf1-p16-long-41100,A,1,2021-03-11,Long,Time,2021-03-12,2021-05-06,120.57,117.21838433794467,132.31,128.82427106495467,135.39806136597133,111.15849199526912,3.116581174032938,3.0299461713377767,16,16.457486689445233,1929.12,191.0037263289762,190.5237263289762,0.0955018631644881,0.0952618631644881,0.48,0.00023999999999999998
89984,wf1-p16-long-41100,A,1,2021-10-12,Long,Time,2021-10-13,2021-12-07,149.08,145.52429016109707,152.84,149.19459706111832,165.52436381200178,138.85759894412882,3.4147918726330806,3.3333456084841186,13,13.317639260460007,1938.0400000000002,48.8798232696602,48.4898232696602,0.0244399116348301,0.0242449116348301,0.39,0.000195
89985,wf1-p16-long-41100,A,1,2022-05-13,Long,Time,2022-05-16,2022-07-12,119.63,117.11289729010807,122.43,120.06631245387456,140.43177920501967,109.33993665180421,3.9700122816397667,3.8864803191519317,16,16.343887345375006,1914.08,48.27028472072184,47.79028472072184,0.02413514236036092,0.023895142360360923,0.48,0.00023999999999999998
89986,wf1-p16-long-41100,A,1,2022-10-13,Long,TP,2022-10-14,2022-11-11,129,126.72838902147971,148.54898155777093,145.93307315554296,145.93307315554296,120.32682764345863,3.258154799177441,3.2007806890105415,15,15.268875545100071,1935,293.23393192596956,292.78393192596957,0.1466169659629848,0.1463919659629848,0.44999999999999996,0.00022499999999999997
89987,wf1-p16-long-41100,A,1,2023-02-10,Long,SL,2023-02-13,2023-02-21,153.27,150.795571843467,146.13197210142033,143.77278950343103,171.86391886357495,143.77278950343103,3.569010137693732,3.511391170017989,13,13.21331903610751,1992.5100000000002,-92.79426358003698,-93.18426358003698,-0.04639713179001849,-0.04659213179001849,0.39,0.000195
89988,wf1-p16-long-41100,A,1,2023-06-01,Long,Time,2023-06-02,2023-07-28,117.77,116.05744368973102,127.25,125.63900793335979,132.58824967138176,110.54717502918076,2.7957893932589823,2.755134330275126,16,16.236097746884358,1884.32,155.5672136276089,155.08721362760892,0.07778360681380446,0.07754360681380446,0.48,0.00023999999999999998
89989,wf1-p16-long-41100,A,1,2023-11-10,Long,TP,2023-11-13,2023-11-22,108.13,106.97635171226504,124.88242058159506,123.54999898156771,123.54999898156771,101.45180262249748,2.7920633089232387,2.762274544883778,18,18.194114576229733,1946.34,301.5428373637098,301.0028373637098,0.1507714186818549,0.15050141868185488,0.54,0.00027
89990,wf1-p16-long-41100,A,1,2024-04-22,Long,SL,2024-04-23,2024-05-30,137.98,136.9608115229885,131.5234218761801,130.55195797711445,156.18737216061066,130.55195797711445,3.228272388380512,3.204426772937029,14,14.104180447819308,1931.7199999999998,-90.39162687465425,-90.81162687465425,-0.04519581343732713,-0.04540581343732713,0.42,0.00020999999999999998
89991,wf1-p16-long-41100,A,1,2024-11-20,Long,TP,2024-11-21,2025-01-17,129.71,129.1962085339997,147.767913138743,147.4546483717469,147.4546483717469,123.1100619214173,3.0551750940520574,3.043073306291202,15,15.059652462540928,1945.65,274.96575846468505,274.51575846468506,0.13748287923234254,0.13725787923234253,0.44999999999999996,0.00022499999999999997
89992,wf1-p16-long-41100,AAPL,11,2020-09-24,Long,Time,2020-09-25,2020-11-18,108.43,105.72996938902743,118.61,115.85603316953316,132.77394957537507,96.71530932691155,4.622433904897473,4.50733003105794,18,18.459666746130264,1951.7400000000002,186.92376283819576,186.38376283819576,0.09346188141909788,0.09319188141909789,0.54,0.00027
89993,wf1-p16-long-41100,AAPL,11,2021-03-09,Long,Time,2021-03-10,2021-05-04,121.69,119.04209132355392,131.19,128.3354246304263,142.12453522272276,111.34794335716431,3.932646241425251,3.8470739831948046,16,16.355895451365903,1947.04,152.00078796190127,151.52078796190128,0.07600039398095064,0.07576039398095064,0.48,0.00023999999999999998
89994,wf1-p16-long-41100,AAPL,11,2021-05-14,Long,TP,2021-05-17,2021-07-06,126.82,124.27124642432881,142.80791598851198,139.93778055261555,139.93778055261555,119.04906838156656,2.664641413194409,2.611089021381124,15,15.307644002414891,1902.3,239.81772718749676,239.36772718749677,0.11990886359374837,0.11968386359374839,0.44999999999999996,0.00022499999999999997
89995,wf1-p16-long-41100,AAPL,11,2022-06-17,Long,TP,2022-06-21,2022-08-03,133.42,131.4855229263266,164.7341564614353,162.34559547856466,162.34559547856466,121.19883207558058,5.219016750899409,5.14334542537301,14,14.205974607916357,1867.8799999999999,438.3974070755503,437.9774070755503,0.21919870353777515,0.21898870353777514,0.42,0.00020999999999999998
89996,wf1-p16-long-41100,AAPL,11,2022-11-08,Long,SL,2022-11-09,2022-12-27,138.5,136.9081793579002,128.95763882947588,127.47546401419747,165.20632538900838,127.47546401419747,4.771194391854431,4.716357671851364,14,14.162776899772652,1939,-133.593442971924,-134.01344297192398,-0.066796721485962,-0.06700672148596198,0.42,0.00020999999999999998
89997,wf1-p16-long-41100,AAPL,11,2023-01-05,Long,TP,2023-01-06,2023-02-03,126.01,124.56169188396854,151.2778504162582,149.53918323836726,149.53918323836726,116.23586143250229,4.21131842110234,4.16291522573312,15,15.174408531322046,1890.15,379.0186578992106,378.5686578992106,0.18950932894960532,0.1892843289496053,0.44999999999999996,0.00022499999999999997
89998,wf1-p16-long-41100,AAPL,11,2024-04-22,Long,TP,2024-04-23,2024-05-03,165.35,164.57288472139004,183.67047074338643,182.80730566711503,182.80730566711503,158.49474440614838,3.053420685997685,3.0390701576208325,12,12.056664154359975,1984.1999999999998,219.84628939183324,219.48628939183322,0.10992314469591662,0.10974314469591662,0.36,0.00017999999999999998
89999,wf1-p16-long-41100,AAPL,11,2024-11-06,Long,TP,2024-11-07,2024-12-11,224.63,224.1366592755407,248.33933830679734,248.0666073283412,248.0666073283412,216.16000992460718,3.9971032616700684,3.9883246754667523,8,8.017608568845592,1797.04,191.8609565601633,191.62095656016328,0.09593047828008164,0.09581047828008164,0.24,0.00011999999999999999
90000,wf1-p16-long-41100,ABBV,15,2020-12-28,Long,Time,2020-12-29,2021-02-24,103.95,86.89386017191977,106,89.64387524151256,98.66523059403286,82.9700700312154,2.3469896740646052,1.9618950703521825,19,22.729454026928455,1975.05,62.506341097669804,61.9363410976698,0.031253170548834905,0.0309681705488349,0.57,0.000285
90001,wf1-p16-long-41100,ABBV,15,2021-04-07,Long,TP,2021-04-08,2021-05-07,105.4,89.13641244109331,116.3990398831433,99.63516468255625,99.63516468255625,85.63682836060566,2.069054340318892,1.7497920402438236,18,21.28423107956901,1897.2,223.45786875444028,222.9178687544403,0.11172893437722015,0.11145893437722014,0.54,0.00027
