time,side,ticker_id,mv_dn_composite_labels,joint_fall_flag_1_20_df042,dist_upper_bb_20_2.0_df055,dist_lower_bb_20_2.0_df055,price_vola_corr_50_df045
2016-01-06 00:00:00+00,SHORT,3487,0.736842105263158,1.0,-0.038641643,-0.0070903962,-0.46679795
2016-01-11 00:00:00+00,SHORT,1114,0.0,1.0,-0.03303895,-0.025331393,-0.4602878
2016-01-13 00:00:00+00,SHORT,4016,0.0,1.0,-0.036624175,-0.010953324,-0.3978995
2016-01-26 00:00:00+00,SHORT,2028,0.08271871312934115,1.0,-0.035906076,-0.019942282,-0.4808743
2016-02-05 00:00:00+00,SHORT,1462,0.0,1.0,-0.015057938,-0.11010764,-0.428779
2016-02-05 00:00:00+00,SHORT,3614,0.0,1.0,-0.039615072,-0.013522968,-0.4446064
2016-02-18 00:00:00+00,SHORT,903,0.0,1.0,-0.035295993,-0.16821718,-0.47790843
2016-02-18 00:00:00+00,SHORT,1205,0.08644069515586827,1.0,-0.017123315,-0.07509425,-0.45862567
2016-02-19 00:00:00+00,SHORT,903,0.0,1.0,-0.032505866,-0.12761067,-0.45734
2016-02-19 00:00:00+00,SHORT,1205,0.054627171817300764,1.0,-0.025685854,-0.05865627,-0.48106837
2016-02-19 00:00:00+00,SHORT,4062,0.0,1.0,-0.027014976,-0.1302559,-0.45180774
2016-02-23 00:00:00+00,SHORT,1819,0.0,1.0,-0.040874206,-0.06630737,-0.4735663
2016-02-26 00:00:00+00,SHORT,2971,0.0,1.0,-0.017075593,-0.057296224,-0.48000586
2016-02-29 00:00:00+00,SHORT,2971,0.0,1.0,-0.031774376,-0.0366438,-0.45035386
2016-03-08 00:00:00+00,SHORT,1139,0.0,1.0,-0.02890376,-0.109973535,-0.41758308
2016-03-14 00:00:00+00,SHORT,1699,0.05704008795855873,1.0,-0.022414874,-0.022852698,-0.39787316
2016-03-14 00:00:00+00,SHORT,1803,0.018647408597012635,1.0,-0.026828462,-0.12481012,-0.4290482
2016-03-15 00:00:00+00,SHORT,1699,0.0,1.0,-0.04063979,-0.003034985,-0.4009149
2016-03-15 00:00:00+00,SHORT,1803,0.0,1.0,-0.039932758,-0.108644344,-0.37704945
2016-03-16 00:00:00+00,SHORT,220,0.0,1.0,-0.028408414,-0.07818236,-0.3918358
2016-03-18 00:00:00+00,SHORT,2175,0.23495679664963656,1.0,-0.041801244,-0.07913526,-0.46122146
2016-03-21 00:00:00+00,SHORT,1699,0.013314470015597206,1.0,-0.03482207,-0.012740315,-0.46924174
2016-03-22 00:00:00+00,SHORT,2567,0.0,1.0,-0.0425103,-0.11445678,-0.46881008
2016-03-22 00:00:00+00,SHORT,3868,0.0,1.0,-0.040363625,-0.118677825,-0.43741113
2016-03-24 00:00:00+00,SHORT,3704,0.0,1.0,-0.04166179,-0.027811116,-0.47891697
2016-03-31 00:00:00+00,SHORT,2349,0.6020960697107173,1.0,-0.019200716,-0.0210777,-0.38761425
2016-03-31 00:00:00+00,SHORT,3793,0.37269966552851164,1.0,-0.029881805,-0.100471355,-0.3764066
2016-04-01 00:00:00+00,SHORT,559,0.265284085741915,1.0,-0.033165067,-0.10402151,-0.4534891
2016-04-01 00:00:00+00,SHORT,1719,0.6861158807965697,1.0,-0.020784685,-0.019090401,-0.3926803
2016-04-22 00:00:00+00,SHORT,412,0.3574210385684721,1.0,-0.015234982,-0.04537895,-0.4474166
2016-05-17 00:00:00+00,SHORT,2213,0.0,1.0,-0.038296565,-0.027402068,-0.4126731
2016-05-17 00:00:00+00,SHORT,713,0.526774607643078,1.0,-0.034256756,-0.0075090053,-0.4039838
2016-05-17 00:00:00+00,SHORT,2770,0.0,1.0,-0.03510587,-0.028150959,-0.3762227
2016-05-25 00:00:00+00,SHORT,714,0.3465580343441053,1.0,-0.028079903,-0.0250504,-0.43712294
2016-05-26 00:00:00+00,SHORT,2119,0.9411764705882353,1.0,-0.015531819,-0.1127747,-0.44361895
2016-05-31 00:00:00+00,SHORT,3124,0.8235294117647058,1.0,-0.030569935,-0.122450076,-0.43112272
2016-05-31 00:00:00+00,SHORT,3330,0.9333333333333333,1.0,-0.030007498,-0.07418625,-0.48554352
2016-06-01 00:00:00+00,SHORT,2815,0.0,1.0,-0.027835114,-0.045148067,-0.41524795
2016-06-01 00:00:00+00,SHORT,3539,0.011897394540060795,1.0,-0.020214975,-0.088141754,-0.4759396
2016-06-02 00:00:00+00,SHORT,3539,0.0,1.0,-0.025486428,-0.080846705,-0.40357986
2016-06-03 00:00:00+00,SHORT,881,0.26492604014616516,1.0,-0.038291942,-0.056107454,-0.48238415
2016-06-06 00:00:00+00,SHORT,1368,0.5882352941176471,1.0,-0.041652307,-0.010341434,-0.46840677
2016-06-08 00:00:00+00,SHORT,2408,0.0,1.0,-0.016566116,-0.050162453,-0.4166249
2016-06-08 00:00:00+00,SHORT,1368,0.47058823529411764,1.0,-0.03244404,-0.011728444,-0.447776
2016-06-09 00:00:00+00,SHORT,2175,0.0808610089953801,1.0,-0.026108129,-0.09990488,-0.4389935
2016-06-09 00:00:00+00,SHORT,903,0.0,1.0,-0.024783533,-0.06466736,-0.44553563
2016-06-09 00:00:00+00,SHORT,2999,0.0,1.0,-0.023241496,-0.029652612,-0.48156303
2016-06-09 00:00:00+00,SHORT,1368,0.031848621220902776,1.0,-0.03970942,-0.00563934,-0.47741506
2016-06-09 00:00:00+00,SHORT,3631,0.3831310175103778,1.0,-0.030224074,-0.119628355,-0.40153557
2016-06-09 00:00:00+00,SHORT,1803,0.11212488872275611,1.0,-0.04037712,-0.0231113,-0.45533836
2016-06-10 00:00:00+00,SHORT,2513,0.20877685532287069,1.0,-0.025947813,-0.054267585,-0.40244675
2016-06-10 00:00:00+00,SHORT,664,0.0,1.0,-0.027923146,-0.037285663,-0.37543768
2016-06-10 00:00:00+00,SHORT,857,0.07937946900815131,1.0,-0.031451654,-0.009746385,-0.48126808
2016-06-10 00:00:00+00,SHORT,3466,0.0,1.0,-0.033106893,-0.095608026,-0.379847
2016-06-13 00:00:00+00,SHORT,664,0.0,1.0,-0.03102615,-0.029163117,-0.38497302
2016-06-14 00:00:00+00,SHORT,664,0.0,1.0,-0.034289826,-0.024789155,-0.39824933
2016-06-16 00:00:00+00,SHORT,901,0.14918469212608543,1.0,-0.03538441,-0.038243465,-0.42656597
2016-06-21 00:00:00+00,SHORT,3581,0.0,1.0,-0.035676166,-0.0326038,-0.40159005
2016-06-22 00:00:00+00,SHORT,3581,0.0,1.0,-0.035689015,-0.03261695,-0.40869844
2016-07-12 00:00:00+00,SHORT,502,0.0,1.0,-0.018214563,-0.047497313,-0.4870296
2016-07-13 00:00:00+00,SHORT,502,0.0,1.0,-0.02378553,-0.040883128,-0.44098067
2016-07-28 00:00:00+00,SHORT,1463,0.5468238556628678,1.0,-0.01862924,-0.12381927,-0.47267118
2016-07-28 00:00:00+00,SHORT,3694,0.0,1.0,-0.035781696,-0.062103044,-0.3789677
2016-08-01 00:00:00+00,SHORT,2930,0.3258287067308614,1.0,-0.04076728,-0.10582808,-0.42529124
2016-08-30 00:00:00+00,SHORT,135,0.2855742349026279,1.0,-0.019844197,-0.12618668,-0.41404143
2016-08-30 00:00:00+00,SHORT,1064,0.0,1.0,-0.034727015,-0.1047236,-0.4653157
2016-08-30 00:00:00+00,SHORT,1298,0.0,1.0,-0.02951427,-0.021123122,-0.46804777
2016-09-07 00:00:00+00,SHORT,135,0.04339554348557871,1.0,-0.04143783,-0.06424917,-0.4438027
2016-09-08 00:00:00+00,SHORT,3595,0.0,1.0,-0.041857667,-0.028096328,-0.39438862
2016-09-09 00:00:00+00,SHORT,1184,0.34592367917835,1.0,-0.027023068,-0.031333093,-0.4399252
2016-09-12 00:00:00+00,SHORT,2686,0.5219008057507827,1.0,-0.028222507,-0.012831471,-0.47136402
2016-09-12 00:00:00+00,SHORT,1184,0.326226326503538,1.0,-0.028142968,-0.029856103,-0.42226943
2016-09-13 00:00:00+00,SHORT,2686,0.5427318381261155,1.0,-0.041484814,-0.0016759482,-0.42791978
2016-09-22 00:00:00+00,SHORT,761,0.20133561566977967,1.0,-0.03344543,-0.016725203,-0.4841199
2016-09-23 00:00:00+00,SHORT,4061,0.850765110075857,1.0,-0.03513052,-0.14294972,-0.43210313
2016-09-26 00:00:00+00,SHORT,1300,0.4325778312751627,1.0,-0.026538236,-0.03638183,-0.43685663
2016-09-29 00:00:00+00,SHORT,1250,0.0,1.0,-0.033185307,-0.019213922,-0.42957616
2016-09-29 00:00:00+00,SHORT,3861,0.7333333333333334,1.0,-0.037194427,-0.017534493,-0.4243633
2016-10-03 00:00:00+00,SHORT,3430,0.3415255179516114,1.0,-0.03761476,-0.019105218,-0.4745939
2016-10-10 00:00:00+00,SHORT,2349,0.09398799092969613,1.0,-0.015774475,-0.0908245,-0.47825274
2016-10-11 00:00:00+00,SHORT,2349,0.0,1.0,-0.023999332,-0.07455246,-0.47546992
2016-10-13 00:00:00+00,SHORT,2349,0.0,1.0,-0.037946496,-0.053913124,-0.47239602
2016-10-14 00:00:00+00,SHORT,262,0.44367811088753895,1.0,-0.02398394,-0.062983476,-0.46866384
2016-10-21 00:00:00+00,SHORT,2703,0.29031167224687293,1.0,-0.028499003,-0.07773737,-0.3832894
2016-10-25 00:00:00+00,SHORT,3794,0.0,1.0,-0.033249795,-0.029624203,-0.47256818
2016-11-09 00:00:00+00,SHORT,2351,0.0,1.0,-0.01855395,-0.05655608,-0.44436914
2016-11-10 00:00:00+00,SHORT,2351,0.0,1.0,-0.039370786,-0.026359934,-0.48701406
2016-11-21 00:00:00+00,SHORT,938,0.41448588961748756,1.0,-0.015642002,-0.04807616,-0.46413934
2016-12-12 00:00:00+00,SHORT,2261,0.6773480544346355,1.0,-0.022390625,-0.039135385,-0.48856136
2016-12-12 00:00:00+00,SHORT,3192,0.468765536571195,1.0,-0.04210673,-0.03760143,-0.44940183
2016-12-13 00:00:00+00,SHORT,3065,0.0,1.0,-0.026088754,-0.029902047,-0.3902131
2016-12-14 00:00:00+00,SHORT,3192,0.3512983985888852,1.0,-0.025944222,-0.0205754,-0.4438459
2016-12-14 00:00:00+00,SHORT,1848,0.0,1.0,-0.034884714,-0.0476505,-0.44140625
2016-12-15 00:00:00+00,SHORT,906,0.3138058141015847,1.0,-0.037849076,-0.023637578,-0.4385469
2016-12-15 00:00:00+00,SHORT,3192,0.22679052886425813,1.0,-0.030404491,-0.015636092,-0.438004
2016-12-16 00:00:00+00,SHORT,3192,0.19005382061485618,1.0,-0.033446826,-0.011172507,-0.41011995
2016-12-19 00:00:00+00,SHORT,3192,0.05653713495628225,1.0,-0.0385439,-0.008231095,-0.38669363
2016-12-27 00:00:00+00,SHORT,2661,0.0,1.0,-0.04216666,-0.059177633,-0.43525842
2016-12-28 00:00:00+00,SHORT,2761,0.03042858745855741,1.0,-0.03717212,-0.014503352,-0.45726615
2016-12-29 00:00:00+00,SHORT,2761,0.019849641632982588,1.0,-0.035147168,-0.01292803,-0.47187042
2017-01-06 00:00:00+00,SHORT,3192,0.4550280361522021,1.0,-0.028480984,-0.047232237,-0.4463304
2017-01-11 00:00:00+00,SHORT,405,0.0,1.0,-0.022382068,-0.062641025,-0.43808785
2017-01-11 00:00:00+00,SHORT,3861,0.46381661208483477,1.0,-0.041268438,-0.0702782,-0.3948834
2017-01-12 00:00:00+00,SHORT,3861,0.30210479197712004,1.0,-0.03439226,-0.056403574,-0.49122536
2017-01-17 00:00:00+00,SHORT,2930,0.6217436803133128,1.0,-0.0227091,-0.06913808,-0.4765908
2017-01-17 00:00:00+00,SHORT,1523,0.0,1.0,-0.021857047,-0.10732904,-0.40973914
2017-01-19 00:00:00+00,SHORT,1780,0.12347282172324153,1.0,-0.016004583,-0.016469559,-0.38670734
2017-01-26 00:00:00+00,SHORT,4153,0.1827472863832737,1.0,-0.042423856,-0.016723087,-0.46054548
2017-01-27 00:00:00+00,SHORT,2070,0.5486166105844568,1.0,-0.02391246,-0.05723297,-0.40064225
2017-02-07 00:00:00+00,SHORT,1108,0.0798011012650213,1.0,-0.03914014,-0.00541393,-0.47791937
2017-02-22 00:00:00+00,SHORT,3702,0.7638636118549089,1.0,-0.029739587,-0.14043926,-0.4334821
2017-02-23 00:00:00+00,SHORT,3702,0.6550708984214401,1.0,-0.038191248,-0.13409452,-0.40791914
2017-02-24 00:00:00+00,SHORT,401,0.7692307692307692,1.0,-0.026395883,-0.089162394,-0.4908403
2017-03-16 00:00:00+00,SHORT,1551,0.0,1.0,-0.039172497,-0.06381144,-0.42395627
2017-04-07 00:00:00+00,SHORT,3283,0.5428483102328165,1.0,-0.019866295,-0.11469717,-0.3763425
2017-04-07 00:00:00+00,SHORT,3861,0.0,1.0,-0.031288408,-0.062058095,-0.4598779
2017-04-10 00:00:00+00,SHORT,3861,0.0,1.0,-0.037493058,-0.05112044,-0.45629928
2017-04-12 00:00:00+00,SHORT,2473,0.0,1.0,-0.042082686,-0.03639319,-0.4734956
2017-04-13 00:00:00+00,SHORT,2370,0.6297151477079028,1.0,-0.031557873,-0.009647624,-0.46902108
2017-04-13 00:00:00+00,SHORT,2619,0.24516251302028244,1.0,-0.021186903,-0.06126971,-0.399728
2017-04-13 00:00:00+00,SHORT,870,0.6329031003672957,1.0,-0.02706494,-0.06292954,-0.4128075
2017-04-18 00:00:00+00,SHORT,4137,0.5790172566508219,1.0,-0.016746314,-0.097468786,-0.37649307
2017-04-18 00:00:00+00,SHORT,2619,0.22456358772138524,1.0,-0.028043672,-0.049677018,-0.3836558
2017-04-18 00:00:00+00,SHORT,870,0.47566735165827123,1.0,-0.038204197,-0.053347953,-0.38820782
2017-04-20 00:00:00+00,SHORT,2159,0.09231226083169757,1.0,-0.018718887,-0.030050253,-0.4386803
2017-04-26 00:00:00+00,SHORT,870,0.28322901075435525,1.0,-0.028313661,-0.02925078,-0.39133462
2017-04-27 00:00:00+00,SHORT,1694,0.3752391464064491,1.0,-0.02872681,-0.07328256,-0.4732654
2017-04-28 00:00:00+00,SHORT,1258,0.0,1.0,-0.02913149,-0.026065888,-0.4303922
2017-05-02 00:00:00+00,SHORT,1258,0.0,1.0,-0.026342783,-0.028323555,-0.39355764
2017-05-08 00:00:00+00,SHORT,85,0.5109812146447679,1.0,-0.017388977,-0.13846195,-0.4493745
2017-05-08 00:00:00+00,SHORT,2221,0.0,1.0,-0.030919127,-0.065345354,-0.42546928
2017-05-09 00:00:00+00,SHORT,85,0.4679680759686185,1.0,-0.026389917,-0.13126753,-0.41842282
2017-05-09 00:00:00+00,SHORT,2431,0.3801687541010483,1.0,-0.025663309,-0.075624,-0.46278825
2017-05-10 00:00:00+00,SHORT,2431,0.3334256810299225,1.0,-0.034369856,-0.063736446,-0.46393505
2017-05-11 00:00:00+00,SHORT,2425,0.0,1.0,-0.0262204,-0.013545872,-0.44785246
2017-05-12 00:00:00+00,SHORT,2425,0.0,1.0,-0.039731823,-9.22854E-4,-0.4635167
2017-05-15 00:00:00+00,SHORT,2431,0.29031982324775313,1.0,-0.03201345,-0.03886201,-0.4705039
2017-05-22 00:00:00+00,SHORT,2569,0.7995418827382579,1.0,-0.02912994,-0.057025094,-0.4389172
2017-05-23 00:00:00+00,SHORT,2569,0.41151861501785364,1.0,-0.035925142,-0.043210912,-0.4684212
2017-05-24 00:00:00+00,SHORT,2569,0.39639182264027567,1.0,-0.039799497,-0.03366607,-0.49048242
2017-05-26 00:00:00+00,SHORT,1306,0.3202296095506342,1.0,-0.03309167,-0.107256666,-0.41338018
2017-05-31 00:00:00+00,SHORT,838,0.0,1.0,-0.041851092,-0.03603762,-0.47589594
2017-06-15 00:00:00+00,SHORT,4164,0.13878537449649556,1.0,-0.027150575,-0.01118096,-0.47839165
2017-06-16 00:00:00+00,SHORT,368,0.0,1.0,-0.018152012,-0.007067666,-0.48648843
2017-06-19 00:00:00+00,SHORT,368,0.0,1.0,-0.019151948,-0.006651193,-0.4763829
2017-06-20 00:00:00+00,SHORT,3130,0.0,1.0,-0.0388082,-0.046226155,-0.43234283
2017-06-27 00:00:00+00,SHORT,1371,0.0,1.0,-0.016962776,-0.0617769,-0.3925075
2017-07-05 00:00:00+00,SHORT,2569,0.0,1.0,-0.040085927,-0.06727361,-0.48920336
2017-07-05 00:00:00+00,SHORT,1280,0.0,1.0,-0.015434964,-0.049714714,-0.48512852
2017-07-05 00:00:00+00,SHORT,3538,0.0,1.0,-0.041368756,-0.025358588,-0.4024976
2017-07-06 00:00:00+00,SHORT,1280,0.0,1.0,-0.033711854,-0.029804524,-0.48768154
2017-07-07 00:00:00+00,SHORT,1280,0.0,1.0,-0.035794515,-0.027215723,-0.48562893
2017-07-12 00:00:00+00,SHORT,1673,0.0,1.0,-0.033226803,-0.03444376,-0.4610779
2017-07-13 00:00:00+00,SHORT,4215,0.8888888888888888,1.0,-0.0381946,-0.020328047,-0.45749974
2017-07-14 00:00:00+00,SHORT,3359,0.3543178542629497,1.0,-0.024593497,-0.04082513,-0.49220842
2017-07-17 00:00:00+00,SHORT,588,0.0,1.0,-0.03796538,-0.068169974,-0.39325854
2017-07-17 00:00:00+00,SHORT,3359,0.3452449010751538,1.0,-0.027032292,-0.035574224,-0.48229986
2017-07-18 00:00:00+00,SHORT,3359,0.29763204806977844,1.0,-0.028865168,-0.033167753,-0.47337872
2017-07-19 00:00:00+00,SHORT,786,0.0,1.0,-0.01928246,-0.032909874,-0.42476165
2017-07-20 00:00:00+00,SHORT,3100,0.14178702854590497,1.0,-0.028994674,-0.025274642,-0.44099474
2017-07-25 00:00:00+00,SHORT,221,1.0,1.0,-0.019496901,-0.062068716,-0.40847412
2017-07-31 00:00:00+00,SHORT,517,0.1381030245397393,1.0,-0.037492957,-0.011261953,-0.47106233
2017-08-01 00:00:00+00,SHORT,88,0.0,1.0,-0.031467356,-0.07521939,-0.40958408
2017-08-02 00:00:00+00,SHORT,88,0.0,1.0,-0.037547536,-0.066165306,-0.45225227
2017-08-15 00:00:00+00,SHORT,1434,0.054221960161827225,1.0,-0.02499499,-0.018094085,-0.38052905
2017-08-15 00:00:00+00,SHORT,1832,0.0,1.0,-0.024883406,-0.013891493,-0.45130152
2017-08-24 00:00:00+00,SHORT,2462,0.0,1.0,-0.036677998,-0.014348359,-0.42721444
2017-08-24 00:00:00+00,SHORT,1149,0.4273389588244634,1.0,-0.037594955,-0.012711818,-0.44032466
2017-09-07 00:00:00+00,SHORT,2473,0.17279643278603243,1.0,-0.026187142,-0.07118087,-0.39587864
2017-09-15 00:00:00+00,SHORT,3573,0.2964389287176072,1.0,-0.024792904,-0.02825679,-0.3825276
2017-09-18 00:00:00+00,SHORT,3573,0.21129863587358674,1.0,-0.030313818,-0.020734739,-0.4030128
2017-09-19 00:00:00+00,SHORT,1235,0.39559187938628426,1.0,-0.021616483,-0.0028448424,-0.39731815
2017-09-20 00:00:00+00,SHORT,1051,0.05349036501521785,1.0,-0.03423047,-0.048223946,-0.44020408
2017-09-28 00:00:00+00,SHORT,3694,0.2677194747310096,1.0,-0.018807374,-0.02496598,-0.42348155
2017-10-02 00:00:00+00,SHORT,3694,0.1598346145226447,1.0,-0.038443148,-0.0071384544,-0.4163033
2017-10-06 00:00:00+00,SHORT,1593,0.5294117647058824,1.0,-0.02951143,-0.029882275,-0.4489607
2017-10-20 00:00:00+00,SHORT,2176,0.0,1.0,-0.02929099,-0.04851742,-0.45946565
2017-10-23 00:00:00+00,SHORT,2176,0.0,1.0,-0.034390792,-0.042685207,-0.4207018
2017-11-02 00:00:00+00,SHORT,522,0.19603584916559005,1.0,-0.022422733,-0.010987215,-0.3813984
2017-11-03 00:00:00+00,SHORT,522,0.25,1.0,-0.03151741,-0.004047771,-0.40692338
2017-11-08 00:00:00+00,SHORT,3116,0.0,1.0,-0.037417307,-0.14846578,-0.4726203
2017-12-05 00:00:00+00,SHORT,1463,0.0,1.0,-0.020219529,-0.13097616,-0.38863558
2017-12-12 00:00:00+00,SHORT,1144,0.0,1.0,-0.039109,-0.054650564,-0.3830515
2017-12-13 00:00:00+00,SHORT,1144,0.0,1.0,-0.039841946,-0.051330615,-0.42336372
2017-12-29 00:00:00+00,SHORT,2740,0.0,1.0,-0.038876105,-0.056875683,-0.46904853
2018-01-02 00:00:00+00,SHORT,4140,0.0,1.0,-0.024708023,-0.010667319,-0.45796904
2018-01-03 00:00:00+00,SHORT,4140,0.0,1.0,-0.033194825,-0.0031617708,-0.39189717
2018-01-04 00:00:00+00,SHORT,1112,0.6668581534255305,1.0,-0.037291504,-0.02312027,-0.47864497
2018-01-04 00:00:00+00,SHORT,4083,0.0,1.0,-0.030250456,-0.052517112,-0.48863363
2018-01-25 00:00:00+00,SHORT,39,0.3984586027501334,1.0,-0.018417103,-0.071479484,-0.45665663
2018-01-25 00:00:00+00,SHORT,1300,0.9375,1.0,-0.024345916,-0.04554139,-0.43669626
2018-01-31 00:00:00+00,SHORT,2613,0.0,1.0,-0.019265374,-0.032606456,-0.46883547
2018-02-27 00:00:00+00,SHORT,1411,0.0,1.0,-0.03511883,-0.08072465,-0.43719968
2018-03-12 00:00:00+00,SHORT,73,0.47597454065318023,1.0,-0.01530907,-0.053572815,-0.41656938
2018-03-12 00:00:00+00,SHORT,3040,0.9444444444444444,1.0,-0.022175243,-0.062093254,-0.49145433
2018-03-13 00:00:00+00,SHORT,73,0.41039959986697094,1.0,-0.015963722,-0.046344183,-0.4206715
2018-03-13 00:00:00+00,SHORT,2440,0.2517515172731313,1.0,-0.026849639,-0.09173974,-0.3902881
2018-03-13 00:00:00+00,SHORT,1678,0.9230769230769231,1.0,-0.02417833,-0.08408712,-0.42536348
2018-03-13 00:00:00+00,SHORT,3748,0.5367858192867798,1.0,-0.028724026,-0.019313378,-0.47589928
2018-03-14 00:00:00+00,SHORT,73,0.0,1.0,-0.024299469,-0.02814722,-0.42723426
2018-03-14 00:00:00+00,SHORT,2440,0.43986940006460146,1.0,-0.02975996,-0.0804907,-0.38808805
2018-03-14 00:00:00+00,SHORT,730,0.0,1.0,-0.033595007,-0.013489936,-0.49032322
2018-03-15 00:00:00+00,SHORT,2440,0.4344681346662584,1.0,-0.032104086,-0.07871043,-0.38491565
2018-03-15 00:00:00+00,SHORT,2452,0.7332963950345284,1.0,-0.035326764,-0.04746441,-0.3972756
2018-03-15 00:00:00+00,SHORT,3538,0.20070583445873205,1.0,-0.018920626,-0.027728405,-0.43527928
2018-03-16 00:00:00+00,SHORT,730,0.0,1.0,-0.039659828,-0.0074055055,-0.48104137
2018-03-16 00:00:00+00,SHORT,1678,0.6923076923076923,1.0,-0.032510947,-0.061516527,-0.44125772
2018-03-19 00:00:00+00,SHORT,73,0.06828735151917778,1.0,-0.037190996,-0.009675948,-0.4771332
2018-03-19 00:00:00+00,SHORT,3199,0.7796942500299063,1.0,-0.031025503,-0.085153125,-0.4799011
2018-03-19 00:00:00+00,SHORT,3912,0.0,1.0,-0.03026385,-0.051262937,-0.40419143
2018-03-19 00:00:00+00,SHORT,1896,0.5338306047605054,1.0,-0.024938019,-0.031961266,-0.46402618
2018-03-19 00:00:00+00,SHORT,4062,0.4,1.0,-0.030625952,-0.02211986,-0.42642102
2018-03-20 00:00:00+00,SHORT,3912,0.0,1.0,-0.033802122,-0.043378938,-0.38475809
2018-03-20 00:00:00+00,SHORT,4062,0.0,1.0,-0.039253853,-0.00837133,-0.43256173
2018-03-21 00:00:00+00,SHORT,3895,0.0,1.0,-0.02839899,-0.108888656,-0.4848442
2018-03-23 00:00:00+00,SHORT,3808,0.0,1.0,-0.041864377,-0.009329724,-0.38382655
2018-03-27 00:00:00+00,SHORT,3808,0.0,1.0,-0.039358735,-0.012617063,-0.42144445
2018-04-05 00:00:00+00,SHORT,3860,0.0,1.0,-0.026439702,-0.14516416,-0.43437335
2018-04-19 00:00:00+00,SHORT,3065,0.7159045487997814,1.0,-0.03252603,-0.014997662,-0.4452621
2018-04-19 00:00:00+00,SHORT,1897,0.0,1.0,-0.030933633,-0.062061965,-0.48398867
2018-04-20 00:00:00+00,SHORT,3065,0.596997919347678,1.0,-0.039127395,-0.009937607,-0.44060424
2018-04-23 00:00:00+00,SHORT,3695,0.32311202394047855,1.0,-0.02158301,-0.046503335,-0.4427491
2018-04-24 00:00:00+00,SHORT,160,0.3101189026121476,1.0,-0.020549797,-0.04225454,-0.41719273
2018-04-24 00:00:00+00,SHORT,245,0.14772827914079772,1.0,-0.03332559,-0.052975003,-0.38699368
2018-04-24 00:00:00+00,SHORT,2972,0.34882778719844726,1.0,-0.0155128995,-0.035219256,-0.48194113
2018-04-24 00:00:00+00,SHORT,1074,0.0,1.0,-0.037957832,-0.02246714,-0.4267104
2018-04-27 00:00:00+00,SHORT,245,0.1109303762408307,1.0,-0.029110454,-0.047485597,-0.46889487
2018-04-27 00:00:00+00,SHORT,1074,0.0,1.0,-0.034632377,-0.026589239,-0.48620892
2018-04-30 00:00:00+00,SHORT,4250,0.3846153846153846,1.0,-0.036389694,-0.026038509,-0.48440257
2018-04-30 00:00:00+00,SHORT,245,0.0,1.0,-0.041478626,-0.02218244,-0.45454904
2018-04-30 00:00:00+00,SHORT,475,0.09444760718963939,1.0,-0.028716894,-0.029709699,-0.37613773
2018-04-30 00:00:00+00,SHORT,2971,0.2036963111309095,1.0,-0.01983735,-0.03843052,-0.39795908
2018-05-01 00:00:00+00,SHORT,4250,0.3076923076923077,1.0,-0.037192892,-0.024251828,-0.3899901
2018-05-01 00:00:00+00,SHORT,1011,0.14530496199352147,1.0,-0.031370737,-0.10504955,-0.41632843
2018-05-08 00:00:00+00,SHORT,522,0.3723311459545386,1.0,-0.024832273,-0.05241137,-0.4479941
2018-05-11 00:00:00+00,SHORT,1780,0.0,1.0,-0.02870881,-0.034493655,-0.38842255
2018-05-11 00:00:00+00,SHORT,3973,0.0,1.0,-0.037986565,-0.027414124,-0.39175978
2018-05-14 00:00:00+00,SHORT,3841,0.415784652583115,1.0,-0.025513649,-0.07464708,-0.38913295
2018-05-14 00:00:00+00,SHORT,3973,0.0,1.0,-0.04245209,-0.02315118,-0.41135624
2018-05-15 00:00:00+00,SHORT,2084,0.48529719755454,1.0,-0.032101385,-0.02406147,-0.42532325
2018-05-15 00:00:00+00,SHORT,2720,0.9473684210526316,1.0,-0.03837833,-0.09383998,-0.42069057
2018-05-15 00:00:00+00,SHORT,3841,0.14939561600902182,1.0,-0.040972743,-0.056392014,-0.4129546
2018-05-16 00:00:00+00,SHORT,2720,0.8947368421052632,1.0,-0.03161912,-0.08716668,-0.4282898
2018-05-17 00:00:00+00,SHORT,2084,0.3664428674804452,1.0,-0.0385302,-0.014749705,-0.4313799
2018-05-21 00:00:00+00,SHORT,2084,0.23733192846091059,1.0,-0.03732248,-0.015818229,-0.45767605
2018-05-22 00:00:00+00,SHORT,2188,0.3566747846886968,1.0,-0.020935481,-0.0146739315,-0.38802227
2018-05-23 00:00:00+00,SHORT,2188,0.2220604564981742,1.0,-0.03254508,-0.005045894,-0.39845464
2018-05-23 00:00:00+00,SHORT,1250,0.058444861691477945,1.0,-0.033195034,-0.039577637,-0.42793763
2018-05-24 00:00:00+00,SHORT,1250,0.0,1.0,-0.036374714,-0.032829084,-0.43989652
2018-05-25 00:00:00+00,SHORT,1082,1.0,1.0,-0.017711697,-0.042952556,-0.43596697
2018-05-29 00:00:00+00,SHORT,1082,0.8,1.0,-0.02124089,-0.0387994,-0.46552688
2018-05-29 00:00:00+00,SHORT,1250,0.0,1.0,-0.034205858,-0.024264656,-0.46911487
2018-05-31 00:00:00+00,SHORT,3310,0.0,1.0,-0.040772174,-0.07947549,-0.4667222
2018-06-05 00:00:00+00,SHORT,3310,0.2112327617377434,1.0,-0.026443243,-0.1111936,-0.48546734
