time,side,ticker_id,mv_dn_composite_labels,joint_fall_flag_1_20_df042,dist_upper_bb_20_2.0_df055,dist_lower_bb_20_2.0_df055,price_vola_corr_50_df045
2011-03-24 00:00:00+00,SHORT,424,1.0,1.0,-0.021519564,-0.0795363,-0.4652253
2011-03-25 00:00:00+00,SHORT,424,0.8,1.0,-0.038323473,-0.048071414,-0.4645104
2011-03-30 00:00:00+00,SHORT,4224,0.0,1.0,-0.020535948,-0.13103609,-0.43664625
2011-04-01 00:00:00+00,SHORT,1523,0.6741914599807663,1.0,-0.017897187,-0.16639295,-0.3907227
2011-04-07 00:00:00+00,SHORT,1454,0.0,1.0,-0.041976664,-0.027779931,-0.40415892
2011-04-14 00:00:00+00,SHORT,2760,0.2696871329898618,1.0,-0.019233786,-0.10101536,-0.44162017
2011-04-15 00:00:00+00,SHORT,2116,0.0,1.0,-0.04116538,-0.04288232,-0.46183106
2011-04-15 00:00:00+00,SHORT,2760,0.1311219646784871,1.0,-0.036506627,-0.07702009,-0.44332093
2011-04-28 00:00:00+00,SHORT,555,0.48297646507599795,1.0,-0.018388968,-0.021417707,-0.4195139
2011-04-28 00:00:00+00,SHORT,3114,0.8735107835988433,1.0,-0.01572481,-0.079635195,-0.43771085
2011-04-28 00:00:00+00,SHORT,3343,0.258505589607321,1.0,-0.015321108,-0.042969547,-0.48365286
2011-04-29 00:00:00+00,SHORT,2993,0.7417103089733746,1.0,-0.021035302,-0.11380417,-0.45356455
2011-05-02 00:00:00+00,SHORT,167,0.43497733181114717,1.0,-0.017230993,-0.080068864,-0.43469632
2011-05-02 00:00:00+00,SHORT,2993,0.5620175884629174,1.0,-0.042051803,-0.08408855,-0.44754434
2011-05-03 00:00:00+00,SHORT,167,0.0,1.0,-0.032288402,-0.06341514,-0.44574672
2011-05-05 00:00:00+00,SHORT,3915,0.22352875484476126,1.0,-0.040266003,-0.040831342,-0.48976168
2011-05-09 00:00:00+00,SHORT,3310,0.17684499384365604,1.0,-0.040639106,-0.02832398,-0.41270125
2011-05-17 00:00:00+00,SHORT,3182,0.24017064885502495,1.0,-0.040229663,-0.065669,-0.47736177
2011-05-18 00:00:00+00,SHORT,1333,0.13223120329450144,1.0,-0.019041816,-0.012729497,-0.3884559
2011-05-19 00:00:00+00,SHORT,3182,0.13362939857078324,1.0,-0.040380374,-0.04548135,-0.43902636
2011-05-20 00:00:00+00,SHORT,3182,0.11110409245647113,1.0,-0.03970133,-0.038576618,-0.43076643
2011-05-27 00:00:00+00,SHORT,3233,0.3724667779026374,1.0,-0.018969359,-0.035599817,-0.4760852
2011-06-01 00:00:00+00,SHORT,4224,1.0,1.0,-0.022188393,-0.052401967,-0.4474786
2011-06-01 00:00:00+00,SHORT,2340,1.0,1.0,-0.040899783,-0.10802408,-0.40967056
2011-06-01 00:00:00+00,SHORT,3236,0.0,1.0,-0.022640213,-0.052020635,-0.3839132
2011-06-01 00:00:00+00,SHORT,1454,0.6387863805066902,1.0,-0.02229045,-0.06335953,-0.41097498
2011-06-01 00:00:00+00,SHORT,1673,1.0,1.0,-0.026602294,-0.06707906,-0.40955436
2011-06-02 00:00:00+00,SHORT,4224,0.3876381167434646,1.0,-0.028520769,-0.04582991,-0.46712235
2011-06-02 00:00:00+00,SHORT,3236,0.0,1.0,-0.024807302,-0.048992574,-0.4002028
2011-06-02 00:00:00+00,SHORT,1454,0.7051989946172399,1.0,-0.02772701,-0.057335373,-0.45500922
2011-06-03 00:00:00+00,SHORT,3947,0.0,1.0,-0.023011396,-0.08463739,-0.4361439
2011-06-06 00:00:00+00,SHORT,3947,0.0,1.0,-0.037204415,-0.069483995,-0.43876186
2011-06-07 00:00:00+00,SHORT,3947,0.0,1.0,-0.038962584,-0.06707307,-0.41856146
2011-06-08 00:00:00+00,SHORT,580,0.0,1.0,-0.03303665,-0.0045078783,-0.4880573
2011-06-08 00:00:00+00,SHORT,3581,0.0,1.0,-0.027726503,-0.03824018,-0.4691161
2011-06-08 00:00:00+00,SHORT,3947,0.0,1.0,-0.038567785,-0.0662382,-0.4054773
2011-06-09 00:00:00+00,SHORT,580,0.0,1.0,-0.038815107,-0.0022409228,-0.4439787
2011-06-15 00:00:00+00,SHORT,2986,0.0,1.0,-0.03279649,-0.020252997,-0.3859398
2011-07-07 00:00:00+00,SHORT,995,0.6445456292456233,1.0,-0.034296237,-0.09695341,-0.45539477
2011-07-07 00:00:00+00,SHORT,1650,0.8181818181818181,1.0,-0.030766964,-0.053785127,-0.38309813
2011-07-07 00:00:00+00,SHORT,1790,0.5738651010303724,1.0,-0.014750877,-0.1541504,-0.4755008
2011-07-08 00:00:00+00,SHORT,2196,0.75,1.0,-0.033647478,-0.062045872,-0.4585879
2011-07-08 00:00:00+00,SHORT,2270,0.9,1.0,-0.034906853,-0.114492886,-0.43240893
2011-07-08 00:00:00+00,SHORT,857,0.6216186145275207,1.0,-0.018581817,-0.024684705,-0.44347402
2011-07-08 00:00:00+00,SHORT,1447,0.6560463850890353,1.0,-0.03537074,-0.046932444,-0.44628215
2011-07-08 00:00:00+00,SHORT,1650,0.7272727272727273,1.0,-0.042464476,-0.03285052,-0.43741444
2011-07-08 00:00:00+00,SHORT,1700,0.4945089506026818,1.0,-0.025676195,-0.05294348,-0.4039925
2011-07-11 00:00:00+00,SHORT,2716,0.5454545454545454,1.0,-0.042341553,-0.10235751,-0.3784207
2011-07-11 00:00:00+00,SHORT,857,0.6666666666666667,1.0,-0.036756106,-0.0067260154,-0.48322454
2011-07-11 00:00:00+00,SHORT,3631,0.0,1.0,-0.037808836,-0.118864,-0.49153253
2011-07-11 00:00:00+00,SHORT,1700,0.41446428644126515,1.0,-0.030304305,-0.0476252,-0.4286283
2011-07-12 00:00:00+00,SHORT,4122,0.7,1.0,-0.037238143,-0.010895257,-0.44857737
2011-07-12 00:00:00+00,SHORT,1700,0.3010596393582852,1.0,-0.041369457,-0.033528127,-0.45905104
2011-07-14 00:00:00+00,SHORT,2582,0.9166666666666666,1.0,-0.017123397,-0.03765355,-0.41695926
2011-07-27 00:00:00+00,SHORT,3013,0.5019137937044693,1.0,-0.025232023,-0.040389705,-0.4073068
2011-07-28 00:00:00+00,SHORT,712,0.8571428571428572,1.0,-0.035847265,-0.10210039,-0.48761225
2011-07-29 00:00:00+00,SHORT,3013,0.75,1.0,-0.02337925,-0.042739935,-0.4263662
2011-08-02 00:00:00+00,SHORT,903,0.7272727272727273,1.0,-0.040075123,-0.016491085,-0.4146341
2011-08-02 00:00:00+00,SHORT,3013,0.625,1.0,-0.035010718,-0.031579114,-0.38104826
2011-08-31 00:00:00+00,SHORT,3142,1.0,1.0,-0.03374498,-0.09353502,-0.3812334
2011-08-31 00:00:00+00,SHORT,3646,1.0,1.0,-0.04238441,-0.02840424,-0.3962175
2011-08-31 00:00:00+00,SHORT,4070,0.5422077361694781,1.0,-0.03329857,-0.12204019,-0.48774976
2011-09-01 00:00:00+00,SHORT,73,0.06188332039135696,1.0,-0.01908392,-0.10552002,-0.47148597
2011-09-01 00:00:00+00,SHORT,2133,0.0,1.0,-0.04229012,-0.074495666,-0.44258767
2011-09-01 00:00:00+00,SHORT,2569,1.0,1.0,-0.029954517,-0.1376779,-0.4711349
2011-09-02 00:00:00+00,SHORT,73,0.0,1.0,-0.042005833,-0.079921335,-0.46322346
2011-09-02 00:00:00+00,SHORT,3838,0.875,1.0,-0.022526862,-0.07814376,-0.42754686
2011-09-06 00:00:00+00,SHORT,3838,0.75,1.0,-0.02819539,-0.0557894,-0.4054124
2011-09-07 00:00:00+00,SHORT,3838,0.625,1.0,-0.03128986,-0.04491412,-0.38387054
2011-09-08 00:00:00+00,SHORT,73,0.0,1.0,-0.033936985,-0.05928475,-0.4303227
2011-09-08 00:00:00+00,SHORT,1235,0.0,1.0,-0.035010625,-0.035501894,-0.41262853
2011-09-08 00:00:00+00,SHORT,3838,0.0,1.0,-0.042324036,-0.022199865,-0.379983
2011-09-16 00:00:00+00,SHORT,2176,1.0,1.0,-0.03993058,-0.03989208,-0.4120011
2011-09-16 00:00:00+00,SHORT,610,1.0,1.0,-0.040109288,-0.08307281,-0.40768605
2011-09-16 00:00:00+00,SHORT,3343,0.06828031606693616,1.0,-0.04182975,-0.096286215,-0.4530534
2011-09-16 00:00:00+00,SHORT,1377,0.0,1.0,-0.0412979,-0.08505487,-0.43427828
2011-09-16 00:00:00+00,SHORT,1615,0.0,1.0,-0.029162683,-0.09156583,-0.4228911
2011-09-16 00:00:00+00,SHORT,4013,1.0,1.0,-0.025754306,-0.09326901,-0.39451364
2011-09-16 00:00:00+00,SHORT,4062,1.0,1.0,-0.039186373,-0.14922704,-0.4885315
2011-09-16 00:00:00+00,SHORT,4079,1.0,1.0,-0.01811013,-0.09120713,-0.44655216
2011-09-19 00:00:00+00,SHORT,1615,0.75,1.0,-0.03410508,-0.06969782,-0.41094616
2011-09-19 00:00:00+00,SHORT,4079,0.8,1.0,-0.036429726,-0.060410436,-0.40716267
2011-09-20 00:00:00+00,SHORT,3137,1.0,1.0,-0.035251617,-0.1302675,-0.4456114
2011-09-20 00:00:00+00,SHORT,3343,0.07783623310279389,1.0,-0.026720477,-0.07526937,-0.43434557
2011-09-21 00:00:00+00,SHORT,714,0.0,1.0,-0.042168282,-0.09496554,-0.3843594
2011-09-21 00:00:00+00,SHORT,3343,0.04217316192348347,1.0,-0.034952838,-0.060842596,-0.40721452
2011-09-27 00:00:00+00,SHORT,843,0.0,1.0,-0.03978634,-0.03702045,-0.46684036
2011-09-28 00:00:00+00,SHORT,788,0.0,1.0,-0.033367243,-0.060192585,-0.4234689
2011-10-25 00:00:00+00,SHORT,3078,0.15052514393031183,1.0,-0.02941565,-0.060972814,-0.37720132
2011-10-28 00:00:00+00,SHORT,1299,0.6092476109372789,1.0,-0.015274787,-0.1833143,-0.4819257
2011-11-09 00:00:00+00,SHORT,3748,0.42434033305686286,1.0,-0.039780606,-0.039799854,-0.47563058
2011-11-09 00:00:00+00,SHORT,3895,0.5931648340657473,1.0,-0.040770285,-0.09112244,-0.43908507
2011-11-10 00:00:00+00,SHORT,3748,0.3874217072362149,1.0,-0.041594464,-0.03747511,-0.4435715
2011-11-14 00:00:00+00,SHORT,2079,0.0,1.0,-0.028943641,-0.08185577,-0.41262308
2011-11-14 00:00:00+00,SHORT,3748,0.3881216394396952,1.0,-0.041592292,-0.027114902,-0.3797834
2011-11-14 00:00:00+00,SHORT,3895,0.48825612090483267,1.0,-0.040427297,-0.09199551,-0.37785506
2011-11-16 00:00:00+00,SHORT,2079,0.0,1.0,-0.034015574,-0.064234674,-0.46301576
2011-11-16 00:00:00+00,SHORT,3539,0.0,1.0,-0.030372547,-0.052689575,-0.44124466
2011-11-17 00:00:00+00,SHORT,2816,0.14665055119545048,1.0,-0.019925961,-0.09874787,-0.47186843
2011-11-18 00:00:00+00,SHORT,2408,0.0,1.0,-0.029802231,-0.007389668,-0.39259335
2011-11-18 00:00:00+00,SHORT,2816,0.0,1.0,-0.023847405,-0.09636444,-0.47625214
2011-12-02 00:00:00+00,SHORT,3824,0.0,1.0,-0.017674733,-0.08251405,-0.39621943
2011-12-05 00:00:00+00,SHORT,4079,0.7333333333333334,1.0,-0.037125617,-0.033449057,-0.4434695
2011-12-12 00:00:00+00,SHORT,786,0.0,1.0,-0.039166123,-0.06579714,-0.4455559
2011-12-13 00:00:00+00,SHORT,3837,0.0,1.0,-0.041594252,-0.049974848,-0.45123532
2011-12-27 00:00:00+00,SHORT,3837,0.0,1.0,-0.036920995,-0.030750914,-0.41030774
2012-01-04 00:00:00+00,SHORT,786,0.43028766364907467,1.0,-0.03641281,-0.050665673,-0.453431
2012-01-04 00:00:00+00,SHORT,843,0.0,1.0,-0.041353073,-0.016034244,-0.4083065
2012-01-04 00:00:00+00,SHORT,3677,0.0,1.0,-0.033078488,-0.09416056,-0.4473752
2012-01-06 00:00:00+00,SHORT,874,0.2743954303340593,1.0,-0.037541408,-0.10482387,-0.4106949
2012-01-10 00:00:00+00,SHORT,243,0.0,1.0,-0.018271428,-0.16682965,-0.4469372
2012-01-10 00:00:00+00,SHORT,1173,0.0,1.0,-0.0209012,-0.11828879,-0.37745443
2012-01-11 00:00:00+00,SHORT,475,0.0,1.0,-0.041378263,-0.055910688,-0.43121907
2012-01-11 00:00:00+00,SHORT,780,0.0,1.0,-0.03925447,-0.024396513,-0.43013808
2012-01-13 00:00:00+00,SHORT,1396,0.0,1.0,-0.030841183,-0.15591416,-0.4627263
2012-01-24 00:00:00+00,SHORT,1770,0.0,1.0,-0.02279106,-0.104859434,-0.47043702
2012-02-03 00:00:00+00,SHORT,1888,1.0,1.0,-0.03180747,-0.12597635,-0.4279888
2012-02-06 00:00:00+00,SHORT,1888,0.9090909090909091,1.0,-0.04155368,-0.11756009,-0.4440078
2012-02-14 00:00:00+00,SHORT,3802,0.0,1.0,-0.023159971,-0.042162087,-0.41953525
2012-02-15 00:00:00+00,SHORT,2230,0.0,1.0,-0.027752167,-0.11401656,-0.4144392
2012-02-21 00:00:00+00,SHORT,3049,0.0,1.0,-0.015325487,-0.0776793,-0.42129782
2012-02-22 00:00:00+00,SHORT,2990,0.6093266528095581,1.0,-0.026281463,-0.045776032,-0.40606508
2012-03-16 00:00:00+00,SHORT,1175,0.0,1.0,-0.037418194,-0.03087458,-0.4351581
2012-03-27 00:00:00+00,SHORT,4136,0.5063472979914184,1.0,-0.030158322,-0.06392634,-0.37925664
2012-03-28 00:00:00+00,SHORT,4136,0.0,1.0,-0.040533565,-0.052582297,-0.39841557
2012-03-29 00:00:00+00,SHORT,2079,0.380273861408621,1.0,-0.015742913,-0.034910515,-0.46658698
2012-03-30 00:00:00+00,SHORT,2079,0.5199444612541498,1.0,-0.018902754,-0.030174214,-0.46913096
2012-04-02 00:00:00+00,SHORT,374,0.9411764705882353,1.0,-0.02595726,-0.08640255,-0.43011352
2012-04-02 00:00:00+00,SHORT,429,0.8689915651130721,1.0,-0.026346538,-0.12925927,-0.4240268
2012-04-03 00:00:00+00,SHORT,2079,0.31749770222263757,1.0,-0.014811955,-0.021791456,-0.48530358
2012-04-03 00:00:00+00,SHORT,374,0.8823529411764706,1.0,-0.03027368,-0.063701935,-0.40479308
2012-04-04 00:00:00+00,SHORT,2079,0.40630566652011924,1.0,-0.02547287,-0.008808866,-0.47048926
2012-05-02 00:00:00+00,SHORT,2508,0.6200887940839245,1.0,-0.025848394,-0.076713674,-0.41345948
2012-05-03 00:00:00+00,SHORT,2508,0.38654399005118084,1.0,-0.029308526,-0.06493852,-0.45430604
2012-05-04 00:00:00+00,SHORT,1922,0.34951700393359575,1.0,-0.037217,-0.032114115,-0.38323033
2012-05-08 00:00:00+00,SHORT,2176,0.439478948542603,1.0,-0.03239323,-0.06295985,-0.38004416
2012-05-08 00:00:00+00,SHORT,1922,0.25954027930392776,1.0,-0.037230972,-0.018537683,-0.44871974
2012-05-09 00:00:00+00,SHORT,2176,0.45901492816762945,1.0,-0.033468653,-0.054404408,-0.4079634
2012-05-09 00:00:00+00,SHORT,3109,0.9285714285714286,1.0,-0.022627084,-0.07420749,-0.4159023
2012-05-09 00:00:00+00,SHORT,1922,0.2735857754284429,1.0,-0.039525278,-0.010588327,-0.48883918
2012-05-10 00:00:00+00,SHORT,2176,0.5439398609536876,1.0,-0.039968923,-0.038617548,-0.44626844
2012-05-10 00:00:00+00,SHORT,3109,0.8571428571428572,1.0,-0.029427145,-0.06680938,-0.42876947
2012-05-11 00:00:00+00,SHORT,3109,0.22122410424529856,1.0,-0.034396157,-0.05299434,-0.46250284
2012-05-14 00:00:00+00,SHORT,3109,0.12501565879995832,1.0,-0.037355065,-0.044571172,-0.45559633
2012-06-11 00:00:00+00,SHORT,780,1.0,1.0,-0.03339105,-0.054444395,-0.43041682
2012-06-11 00:00:00+00,SHORT,1651,0.833112550304153,1.0,-0.035881974,-0.0463909,-0.39206627
2012-06-12 00:00:00+00,SHORT,2050,0.3128074607752527,1.0,-0.03958527,-0.06307485,-0.3883831
2012-06-13 00:00:00+00,SHORT,1651,0.7060331193931979,1.0,-0.039349273,-0.0405772,-0.40552127
2012-06-14 00:00:00+00,SHORT,1651,0.7222222222222222,1.0,-0.04223026,-0.03756222,-0.4039719
2012-06-18 00:00:00+00,SHORT,2690,0.06901821899658345,1.0,-0.037626628,-0.03829784,-0.3876493
2012-06-18 00:00:00+00,SHORT,2896,0.08404787057355716,1.0,-0.028295005,-0.07149857,-0.4468066
2012-06-19 00:00:00+00,SHORT,2690,0.03403481152542764,1.0,-0.03988662,-0.035890244,-0.38732934
2012-06-20 00:00:00+00,SHORT,2877,0.0,1.0,-0.042412095,-0.10079845,-0.41972208
2012-06-21 00:00:00+00,SHORT,2543,0.3391509836754929,1.0,-0.019341243,-0.07295841,-0.4729501
2012-06-21 00:00:00+00,SHORT,1063,0.6891487917360298,1.0,-0.026259728,-0.097055346,-0.38050723
2012-06-21 00:00:00+00,SHORT,1236,0.375035355973142,1.0,-0.03979646,-0.029752744,-0.48240465
2012-06-21 00:00:00+00,SHORT,1684,0.0,1.0,-0.035944197,-0.019121572,-0.4080667
2012-06-21 00:00:00+00,SHORT,3868,0.0,1.0,-0.03838128,-0.055288494,-0.38229287
2012-06-25 00:00:00+00,SHORT,2543,0.168216378043709,1.0,-0.035152044,-0.06258266,-0.39733586
2012-06-27 00:00:00+00,SHORT,3973,0.0,1.0,-0.037198346,-0.023965014,-0.4300743
2012-07-02 00:00:00+00,SHORT,3065,0.0,1.0,-0.021115508,-0.0501766,-0.45142043
2012-07-05 00:00:00+00,SHORT,4112,0.9090909090909091,1.0,-0.038905695,-0.042443115,-0.45184565
2012-07-05 00:00:00+00,SHORT,142,0.16680408194504176,1.0,-0.014981836,-0.08739539,-0.44167444
2012-07-05 00:00:00+00,SHORT,433,0.0,1.0,-0.030146526,-0.08953419,-0.48910087
2012-07-05 00:00:00+00,SHORT,498,0.13793982675793542,1.0,-0.023035169,-0.09487512,-0.45286256
2012-07-05 00:00:00+00,SHORT,3148,0.6436688285049593,1.0,-0.03585601,-0.093837716,-0.4768219
2012-07-05 00:00:00+00,SHORT,1650,1.0,1.0,-0.030648137,-0.04569047,-0.452026
2012-07-06 00:00:00+00,SHORT,4150,0.0804257835139188,1.0,-0.02333636,-0.105512396,-0.47663087
2012-07-06 00:00:00+00,SHORT,142,0.10977094330563054,1.0,-0.0397552,-0.059531815,-0.44148454
2012-07-06 00:00:00+00,SHORT,498,0.0,1.0,-0.041958127,-0.07420129,-0.4380823
2012-07-06 00:00:00+00,SHORT,2801,0.11003528979437417,1.0,-0.024737861,-0.07369284,-0.45512784
2012-07-06 00:00:00+00,SHORT,3244,0.0,1.0,-0.031671103,-0.057476126,-0.4270281
2012-07-09 00:00:00+00,SHORT,4150,0.05730218092057097,1.0,-0.037577044,-0.089860186,-0.46984318
2012-07-16 00:00:00+00,SHORT,2425,0.0,1.0,-0.03326228,-0.0467245,-0.4058511
2012-07-16 00:00:00+00,SHORT,3098,0.0,1.0,-0.02354552,-0.058980435,-0.46830323
2012-07-16 00:00:00+00,SHORT,3469,0.0,1.0,-0.041111853,-0.027826166,-0.48517117
2012-07-18 00:00:00+00,SHORT,3469,0.0,1.0,-0.03484728,-0.0327672,-0.47874722
2012-07-20 00:00:00+00,SHORT,914,0.0,1.0,-0.02029808,-0.06837301,-0.3912624
2012-07-20 00:00:00+00,SHORT,1139,0.0,1.0,-0.020827318,-0.05801364,-0.4772594
2012-07-20 00:00:00+00,SHORT,3573,0.13199134305419333,1.0,-0.03485962,-0.038088307,-0.37683716
2012-07-23 00:00:00+00,SHORT,914,0.0,1.0,-0.03653357,-0.04812891,-0.4339004
2012-07-23 00:00:00+00,SHORT,1139,0.0,1.0,-0.040444862,-0.034636337,-0.45403868
2012-07-31 00:00:00+00,SHORT,406,0.03922811378799025,1.0,-0.03334933,-0.037792284,-0.42354828
2012-08-09 00:00:00+00,SHORT,133,0.0,1.0,-0.04081499,-0.0033375898,-0.37720156
2012-08-09 00:00:00+00,SHORT,4070,0.09834005214300635,1.0,-0.015525141,-0.051615484,-0.49191058
2012-08-21 00:00:00+00,SHORT,2986,0.27452705268397876,1.0,-0.032364268,-0.0586615,-0.43919563
2012-08-21 00:00:00+00,SHORT,3148,0.0,1.0,-0.023699429,-0.09513687,-0.42103845
2012-08-22 00:00:00+00,SHORT,2431,0.0,1.0,-0.03274427,-0.020991277,-0.40358448
2012-08-22 00:00:00+00,SHORT,2986,0.0,1.0,-0.027973184,-0.043621723,-0.45656496
2012-08-23 00:00:00+00,SHORT,157,0.0,1.0,-0.033031654,-0.011824644,-0.41037604
2012-08-23 00:00:00+00,SHORT,2710,0.5070950279116119,1.0,-0.025605923,-0.003786988,-0.4004385
2012-08-27 00:00:00+00,SHORT,2710,0.6923076923076923,1.0,-0.028806986,-0.0039718277,-0.40584505
2012-09-04 00:00:00+00,SHORT,3596,0.0,1.0,-0.040127914,-0.021755902,-0.39864507
2012-09-07 00:00:00+00,SHORT,121,0.1335295469756758,1.0,-0.035349816,-0.031017613,-0.41237205
2012-09-17 00:00:00+00,SHORT,304,0.392053267945807,1.0,-0.021157585,-0.054537047,-0.42973766
2012-09-18 00:00:00+00,SHORT,304,0.1910499129105577,1.0,-0.035620566,-0.038570333,-0.40707004
2012-09-18 00:00:00+00,SHORT,938,0.43713945039525587,1.0,-0.018434534,-0.11738868,-0.38493097
2012-09-18 00:00:00+00,SHORT,3469,0.16028234986356488,1.0,-0.025929265,-0.098153695,-0.47997
2012-09-19 00:00:00+00,SHORT,2425,0.0,1.0,-0.031134587,-0.043440297,-0.4416027
2012-09-19 00:00:00+00,SHORT,4086,0.3467843113789402,1.0,-0.037139934,-0.028271224,-0.44584087
2012-09-24 00:00:00+00,SHORT,2863,0.37006287192016807,1.0,-0.033624277,-0.034711175,-0.43548593
2012-09-24 00:00:00+00,SHORT,3013,0.17831778336193,1.0,-0.02788993,-0.06137383,-0.46631336
2012-09-25 00:00:00+00,SHORT,3013,0.11987666137145683,1.0,-0.040013064,-0.047954667,-0.44414142
2012-10-02 00:00:00+00,SHORT,2720,0.8823529411764706,1.0,-0.020767193,-0.17104542,-0.42643082
2012-10-03 00:00:00+00,SHORT,2720,0.8235294117647058,1.0,-0.03988504,-0.14767745,-0.45776695
2012-10-23 00:00:00+00,SHORT,1803,0.0,1.0,-0.01854962,-0.0988313,-0.43406954
2012-10-24 00:00:00+00,SHORT,3782,0.40536434936571897,1.0,-0.015014587,-0.08296819,-0.45807695
2012-10-24 00:00:00+00,SHORT,1803,0.0,1.0,-0.03018193,-0.087520115,-0.40614325
2012-10-25 00:00:00+00,SHORT,3782,0.2726462254013152,1.0,-0.027299736,-0.06784561,-0.3899437
2012-10-26 00:00:00+00,SHORT,920,0.0,1.0,-0.038192865,-0.047365036,-0.49012533
2012-11-02 00:00:00+00,SHORT,3621,0.3113662023524654,1.0,-0.021837562,-0.050785817,-0.49009722
2012-11-05 00:00:00+00,SHORT,3621,0.23667627216940307,1.0,-0.02898603,-0.042404544,-0.45427
2012-11-06 00:00:00+00,SHORT,4122,0.0,1.0,-0.024461048,-0.014994959,-0.4476925
2012-11-07 00:00:00+00,SHORT,4122,0.0,1.0,-0.03421554,-0.0061736167,-0.40762356
2012-11-07 00:00:00+00,SHORT,684,0.0,1.0,-0.03543721,-0.044068508,-0.48797932
2012-11-09 00:00:00+00,SHORT,1807,0.3278828752321442,1.0,-0.02231123,-0.08703336,-0.39849073
2012-11-12 00:00:00+00,SHORT,1807,0.179486383836868,1.0,-0.039522488,-0.068347394,-0.4353125
2012-12-13 00:00:00+00,SHORT,3053,0.0,1.0,-0.036330406,-0.053570893,-0.39487106
2012-12-14 00:00:00+00,SHORT,3053,0.0,1.0,-0.035821762,-0.033433937,-0.38653284
2012-12-17 00:00:00+00,SHORT,3053,0.0,1.0,-0.030618777,-0.012609715,-0.38427475
2012-12-21 00:00:00+00,SHORT,2221,0.0,1.0,-0.030112011,-0.018562704,-0.4600464
2012-12-21 00:00:00+00,SHORT,2776,0.49508082334428616,1.0,-0.020734357,-0.0963918,-0.38770208
2012-12-21 00:00:00+00,SHORT,2932,0.5128334560208092,1.0,-0.024273394,-0.14521976,-0.39383456
2012-12-24 00:00:00+00,SHORT,2221,0.0,1.0,-0.038876988,-0.0110876905,-0.4826208
2012-12-24 00:00:00+00,SHORT,2776,0.0,1.0,-0.038747564,-0.07352972,-0.41221088
2012-12-24 00:00:00+00,SHORT,2932,0.5424201813746823,1.0,-0.03751004,-0.13356172,-0.4593315
2013-01-03 00:00:00+00,SHORT,622,0.0,1.0,-0.026179267,-0.0039741937,-0.4755838
2013-02-11 00:00:00+00,SHORT,1149,0.0,1.0,-0.015213839,-0.05623,-0.38193846
2013-03-05 00:00:00+00,SHORT,2248,0.8,1.0,-0.023000125,-0.024109151,-0.436557
2013-03-20 00:00:00+00,SHORT,975,0.22092372063053753,1.0,-0.035506375,-0.024022425,-0.4250197
2013-03-21 00:00:00+00,SHORT,1173,0.13235092369784873,1.0,-0.029642554,-0.08407209,-0.4661514
2013-03-25 00:00:00+00,SHORT,212,0.0,1.0,-0.035274066,-0.026287785,-0.42184174
2013-04-10 00:00:00+00,SHORT,1404,0.4645039755176167,1.0,-0.014765225,-0.06884163,-0.40814888
2013-04-11 00:00:00+00,SHORT,1175,0.6930300814900144,1.0,-0.023231126,-0.027402496,-0.38980654
2013-04-11 00:00:00+00,SHORT,1404,0.37405134977264926,1.0,-0.0405694,-0.040639225,-0.40059596
2013-04-15 00:00:00+00,SHORT,1453,0.0,1.0,-0.03767541,-0.05057858,-0.40790355
2013-04-16 00:00:00+00,SHORT,1453,0.0,1.0,-0.040915217,-0.040158276,-0.43387505
2013-05-02 00:00:00+00,SHORT,3649,0.0,1.0,-0.034043767,-0.06434248,-0.439603
2013-05-22 00:00:00+00,SHORT,4172,0.3735408533177769,1.0,-0.03868663,-0.114648715,-0.43079978
2013-05-22 00:00:00+00,SHORT,2550,0.6787587566610012,1.0,-0.017704934,-0.07922786,-0.4778638
2013-05-22 00:00:00+00,SHORT,3683,0.3899886543042689,1.0,-0.040006567,-0.1461819,-0.3870579
2013-05-23 00:00:00+00,SHORT,1076,0.2602479038582383,1.0,-0.03238999,-0.010506538,-0.48315373
2013-06-04 00:00:00+00,SHORT,3573,0.14257212441688558,1.0,-0.018468145,-0.011804064,-0.40547577
2013-06-05 00:00:00+00,SHORT,3573,0.09903565182951726,1.0,-0.037101768,0.0022323572,-0.42775872
2013-06-11 00:00:00+00,SHORT,580,0.0,1.0,-0.038404297,-0.023217048,-0.37611395
2013-06-11 00:00:00+00,SHORT,1051,0.09167033813198068,1.0,-0.032574423,-0.027542366,-0.43988612
2013-06-12 00:00:00+00,SHORT,580,0.0,1.0,-0.041555744,-0.018047007,-0.39680287
2013-06-14 00:00:00+00,SHORT,580,0.0,1.0,-0.04090974,-0.017212352,-0.46058536
2013-06-14 00:00:00+00,SHORT,1734,0.0,1.0,-0.034246523,-0.014819357,-0.39636555
2013-06-19 00:00:00+00,SHORT,1734,0.0,1.0,-0.0378464,-0.014078246,-0.38454002
2013-07-15 00:00:00+00,SHORT,3773,0.5868021394998694,1.0,-0.027808342,-0.103428535,-0.4775544
2013-07-18 00:00:00+00,SHORT,3773,0.4849511250201606,1.0,-0.026423855,-0.11744042,-0.47989324
2013-07-19 00:00:00+00,SHORT,3773,0.4660642097131158,1.0,-0.031276472,-0.11155592,-0.45907846
2013-07-26 00:00:00+00,SHORT,1803,0.04685488126815458,1.0,-0.034249365,-0.021992939,-0.41070443
2013-07-31 00:00:00+00,SHORT,1752,0.1785836475137003,1.0,-0.038527846,-0.09500724,-0.41926992
