time,side,ticker_id,mv_up_composite_labels,velocity_price_univ_zscore_5_df048,sessions_since_bearish_21_50_df059,price_drift_5_df005,sessions_since_bearish_8_50_df059,dist_upper_bb_50_2.5_df055
2013-12-12 00:00:00+00,LONG,2105,0.0,2.1106915,8.0,0.006251699,7.0,-0.09780663
2013-12-12 00:00:00+00,LONG,1262,0.8333333333333334,1.8858472,2.0,0.0048804292,10.0,-0.08092495
2013-12-13 00:00:00+00,LONG,1262,0.8055555555555556,1.7950951,3.0,9.675859E-4,11.0,-0.07615937
2013-12-13 00:00:00+00,LONG,1404,0.0,1.9949889,2.0,0.0026277371,8.0,-0.11678571
2014-01-17 00:00:00+00,LONG,2543,0.6650682742258538,2.0410805,8.0,0.009433962,9.0,-0.07480831
2014-01-29 00:00:00+00,LONG,1250,1.0,2.4068003,6.0,-0.008593659,7.0,-0.11869032
2014-01-30 00:00:00+00,LONG,1780,0.15985162312799014,2.1425693,4.0,-0.002364765,7.0,-0.102688104
2014-01-30 00:00:00+00,LONG,4074,0.3508731925148568,2.8706288,4.0,0.0031775811,12.0,-0.13371629
2014-02-03 00:00:00+00,LONG,960,0.8947368421052632,1.9350883,5.0,0.007744549,12.0,-0.1172485
2014-02-03 00:00:00+00,LONG,1250,0.9454545454545454,1.9967984,9.0,0.008599364,10.0,-0.11646814
2014-02-03 00:00:00+00,LONG,3471,0.5511883885966753,1.1337476,2.0,-0.0033557047,7.0,-0.0984712
2014-02-04 00:00:00+00,LONG,15,0.0,1.9839723,5.0,0.0054518767,10.0,-0.13396476
2014-02-04 00:00:00+00,LONG,2352,0.35760435119509726,2.080987,5.0,0.006756757,7.0,-0.07511111
2014-02-04 00:00:00+00,LONG,2613,0.0,1.8550969,2.0,0.0037184595,6.0,-0.08218816
2014-02-04 00:00:00+00,LONG,3471,0.5105158131790566,1.7445929,3.0,0.002232143,8.0,-0.092689626
2014-02-05 00:00:00+00,LONG,15,0.0,1.9752054,6.0,0.0025204788,11.0,-0.13845904
2014-02-05 00:00:00+00,LONG,2270,0.44457645797836326,2.2921464,5.0,0.005120546,7.0,-0.13889529
2014-02-05 00:00:00+00,LONG,1250,0.9090909090909091,2.0677695,11.0,0.0032798408,12.0,-0.11508549
2014-02-05 00:00:00+00,LONG,1383,0.4608822306163482,1.9024898,7.0,0.0019239475,7.0,-0.108738676
2014-02-05 00:00:00+00,LONG,3469,0.6846606802122561,1.5182148,8.0,-0.0012285012,9.0,-0.11480805
2014-02-05 00:00:00+00,LONG,3471,0.46372225778074144,1.3702593,4.0,-0.0024422735,9.0,-0.0932152
2014-02-05 00:00:00+00,LONG,3742,0.0,2.8177392,8.0,0.009432314,11.0,-0.1397205
2014-02-05 00:00:00+00,LONG,3905,0.4194089637452192,1.5914212,4.0,-6.279435E-4,8.0,-0.12696406
2014-02-06 00:00:00+00,LONG,2270,0.6102528600959208,1.6281047,6.0,0.001875,8.0,-0.12166635
2014-02-06 00:00:00+00,LONG,2291,0.0,1.6087426,2.0,0.0017204301,11.0,-0.076512225
2014-02-06 00:00:00+00,LONG,974,0.4671347547471935,2.6103196,4.0,0.009716136,9.0,-0.08696053
2014-02-06 00:00:00+00,LONG,1383,0.4509439276915553,1.6479514,8.0,0.0020334388,8.0,-0.107159145
2014-02-06 00:00:00+00,LONG,3469,0.5758888391399792,2.2641773,9.0,0.0069528418,10.0,-0.09026021
2014-02-06 00:00:00+00,LONG,1780,0.1296916495274051,2.1726568,9.0,0.006222222,12.0,-0.105802596
2014-02-06 00:00:00+00,LONG,3905,0.3992408688216406,1.3548917,5.0,-3.060912E-4,9.0,-0.10437855
2014-03-13 00:00:00+00,LONG,3763,0.0,1.8721347,14.0,0.0035068667,11.0,-0.087903045
2014-03-28 00:00:00+00,LONG,1967,0.0,1.3131608,2.0,-0.0036310821,9.0,-0.09180378
2014-04-09 00:00:00+00,LONG,1715,0.0,1.1311634,4.0,0.007924678,12.0,-0.083082445
2014-04-14 00:00:00+00,LONG,1551,0.4626241411521248,1.8775963,13.0,0.0056319945,11.0,-0.118316524
2014-04-15 00:00:00+00,LONG,2269,0.7376982918121675,2.2733984,2.0,0.004723907,3.0,-0.082153775
2014-04-15 00:00:00+00,LONG,1551,0.43812153037990353,2.5238245,14.0,0.006877332,12.0,-0.123538025
2014-04-29 00:00:00+00,LONG,4224,0.5714285714285714,1.3074615,2.0,0.008211406,7.0,-0.09820012
2014-05-09 00:00:00+00,LONG,4150,0.30648186919576753,1.5701041,3.0,0.0058674277,4.0,-0.09229479
2014-05-09 00:00:00+00,LONG,1108,0.5472103735296654,1.4860115,7.0,0.005121639,6.0,-0.17873465
2014-05-15 00:00:00+00,LONG,1108,0.37529755939719045,1.5346612,11.0,0.009211873,10.0,-0.17980269
2014-05-16 00:00:00+00,LONG,4150,0.24561156573812704,1.8211225,8.0,0.0097745545,9.0,-0.07477449
2014-05-16 00:00:00+00,LONG,3182,0.46341463414634143,1.9310075,10.0,0.010317306,5.0,-0.07343897
2014-05-19 00:00:00+00,LONG,13,0.5101400916113037,2.065662,2.0,0.0063317856,8.0,-0.11542282
2014-05-20 00:00:00+00,LONG,1383,0.0,1.2817464,5.0,-0.0054099043,9.0,-0.07490826
2014-05-20 00:00:00+00,LONG,3610,0.4092315438806388,2.340379,7.0,0.0021670607,12.0,-0.13759167
2014-07-17 00:00:00+00,LONG,433,0.0,1.4603986,6.0,0.0,11.0,-0.101438746
2014-07-30 00:00:00+00,LONG,1960,0.7367946113578902,1.4436258,5.0,0.007962434,12.0,-0.17960845
2014-07-31 00:00:00+00,LONG,2367,0.0,3.0490608,4.0,0.009708644,10.0,-0.09332186
2014-08-01 00:00:00+00,LONG,3535,0.7017869917556268,1.1822147,2.0,-0.010979594,9.0,-0.12337401
2014-08-04 00:00:00+00,LONG,2393,0.0,2.1838856,2.0,0.0023845653,7.0,-0.099744044
2014-08-04 00:00:00+00,LONG,2497,0.962962962962963,2.8136306,9.0,0.008461539,12.0,-0.119092025
2014-08-04 00:00:00+00,LONG,3535,0.5810315165845541,2.554857,3.0,0.0059644016,10.0,-0.11537276
2014-08-04 00:00:00+00,LONG,3708,0.673391345303959,1.3231397,3.0,-0.0059215394,11.0,-0.075970225
2014-08-05 00:00:00+00,LONG,2393,0.0,2.5261605,3.0,-8.6486485E-4,8.0,-0.1007618
2014-08-05 00:00:00+00,LONG,2912,0.0,1.581696,2.0,-0.008524704,9.0,-0.12525134
2014-08-05 00:00:00+00,LONG,920,0.0,1.7768135,2.0,-0.006942253,7.0,-0.07961005
2014-08-06 00:00:00+00,LONG,2514,0.9090909090909091,2.5298204,2.0,-0.013285024,10.0,-0.1565822
2014-08-06 00:00:00+00,LONG,2877,0.0,1.70665,5.0,-0.016142735,11.0,-0.24244633
2014-08-06 00:00:00+00,LONG,3286,0.0,2.6371322,3.0,-0.012912482,6.0,-0.11149222
2014-08-06 00:00:00+00,LONG,3811,1.0,2.4289043,7.0,-0.013635364,9.0,-0.08883013
2014-08-07 00:00:00+00,LONG,9,0.8857142857142857,2.3135903,2.0,0.0061101476,9.0,-0.12096032
2014-08-07 00:00:00+00,LONG,2084,0.3291103897068053,1.1325892,4.0,-0.0015985613,12.0,-0.07382404
2014-08-07 00:00:00+00,LONG,2151,0.9230769230769231,1.6114523,3.0,0.0015271062,7.0,-0.09737462
2014-08-07 00:00:00+00,LONG,121,0.2703907622533502,1.6132827,5.0,0.0015390535,7.0,-0.0877162
2014-08-07 00:00:00+00,LONG,4218,0.12620146626181583,2.0839844,5.0,0.0046114484,11.0,-0.21285911
2014-08-07 00:00:00+00,LONG,2514,0.0,2.5923238,3.0,0.007929515,11.0,-0.156863
2014-08-07 00:00:00+00,LONG,2617,0.0,1.508033,4.0,8.520609E-4,5.0,-0.09396187
2014-08-07 00:00:00+00,LONG,2877,0.0,2.2393055,6.0,0.0056252703,12.0,-0.24243443
2014-08-07 00:00:00+00,LONG,2912,0.0,1.5662018,4.0,0.0012317438,11.0,-0.1282358
2014-08-07 00:00:00+00,LONG,3286,0.0,1.1081256,4.0,-0.0017582418,7.0,-0.1220499
2014-08-07 00:00:00+00,LONG,3436,0.5683159229363125,1.8440734,2.0,0.0030454858,7.0,-0.11638691
2014-08-07 00:00:00+00,LONG,1454,0.0,1.8204998,3.0,0.0028916143,4.0,-0.11269996
2014-08-07 00:00:00+00,LONG,3586,0.9210526315789473,1.7388233,3.0,0.0023584906,8.0,-0.076965846
2014-08-07 00:00:00+00,LONG,1650,0.0,1.6113929,3.0,0.0015267176,6.0,-0.15648158
2014-08-07 00:00:00+00,LONG,3811,0.6819857043320959,1.9591066,8.0,0.0037963376,10.0,-0.08798801
2014-09-25 00:00:00+00,LONG,3100,1.0,1.8736049,6.0,-0.0098110465,9.0,-0.103866495
2014-09-25 00:00:00+00,LONG,1371,1.0,1.3724439,6.0,-0.016122766,8.0,-0.08937381
2014-09-25 00:00:00+00,LONG,1514,1.0,1.3325907,3.0,-0.016624685,7.0,-0.089393236
2014-09-26 00:00:00+00,LONG,3100,0.98,2.2799253,7.0,1.8186227E-4,10.0,-0.096635684
2014-09-26 00:00:00+00,LONG,1371,0.975,2.4447775,7.0,0.0017492712,9.0,-0.07349398
2014-09-26 00:00:00+00,LONG,1514,0.975,1.5120028,4.0,-0.0071195243,8.0,-0.07923965
2014-09-29 00:00:00+00,LONG,1514,0.6329705758122715,1.3391258,5.0,-0.0021876316,9.0,-0.07923258
2014-09-30 00:00:00+00,LONG,2129,0.9428571428571428,1.1375048,6.0,-0.002276867,11.0,-0.09833496
2014-09-30 00:00:00+00,LONG,641,0.7893183301164346,1.6869988,8.0,0.0025983024,12.0,-0.08139915
2014-09-30 00:00:00+00,LONG,918,0.5404098439816717,1.6909665,7.0,0.002633504,10.0,-0.12788165
2014-09-30 00:00:00+00,LONG,3198,0.9428571428571428,1.2477566,2.0,-0.0012987013,8.0,-0.08922652
2014-09-30 00:00:00+00,LONG,1514,0.925,1.6611837,6.0,0.0023692672,10.0,-0.08068038
2014-10-01 00:00:00+00,LONG,2129,0.9142857142857143,2.278703,7.0,-0.009119927,12.0,-0.10554285
2014-10-01 00:00:00+00,LONG,2276,0.9117647058823529,2.9559467,2.0,-0.0023243339,9.0,-0.0753125
2014-10-01 00:00:00+00,LONG,370,0.9464285714285714,2.864862,5.0,-0.0032382964,10.0,-0.119176105
2014-10-01 00:00:00+00,LONG,3614,1.0,2.1639562,6.0,-0.010271318,11.0,-0.08325147
2014-10-02 00:00:00+00,LONG,345,0.9210526315789473,2.4720721,2.0,0.004867725,9.0,-0.09465902
2014-10-02 00:00:00+00,LONG,370,0.9285714285714286,2.7269316,6.0,0.0069533135,11.0,-0.11789845
2014-10-02 00:00:00+00,LONG,3198,0.8857142857142857,2.6533995,4.0,0.0063515785,10.0,-0.08924421
2014-10-02 00:00:00+00,LONG,3614,0.9666666666666667,2.04411,7.0,0.0013655872,12.0,-0.07887872
2014-10-02 00:00:00+00,LONG,3872,0.8947368421052632,2.6865082,7.0,0.0066225166,11.0,-0.12880036
2014-10-03 00:00:00+00,LONG,1112,0.9056603773584906,2.7980995,5.0,0.008177303,10.0,-0.083735265
2014-10-03 00:00:00+00,LONG,3198,0.8571428571428572,1.8225073,5.0,1.843318E-4,11.0,-0.08242838
2014-10-03 00:00:00+00,LONG,3872,0.868421052631579,1.5776837,8.0,-0.0018214936,12.0,-0.12845156
2014-10-06 00:00:00+00,LONG,4169,0.45762291764857327,1.3010138,2.0,-9.302326E-4,10.0,-0.0875093
2014-10-06 00:00:00+00,LONG,345,0.868421052631579,1.262312,4.0,-0.0012541806,11.0,-0.0874381
2014-10-06 00:00:00+00,LONG,1112,0.5136717741809779,1.7368286,6.0,0.0027176924,11.0,-0.0857141
2014-10-06 00:00:00+00,LONG,3198,0.8285714285714285,1.4781045,6.0,5.520795E-4,12.0,-0.08073533
2014-10-06 00:00:00+00,LONG,1762,0.7212839832297687,1.9232461,2.0,0.004278075,10.0,-0.09686825
2014-10-07 00:00:00+00,LONG,4169,0.3514428135349213,2.5759869,3.0,-9.4161957E-4,11.0,-0.09877001
2014-10-07 00:00:00+00,LONG,345,0.8421052631578947,1.7802483,5.0,-0.0073375264,12.0,-0.09487439
2014-10-07 00:00:00+00,LONG,1112,0.4612104864325242,2.7330253,7.0,3.2060733E-4,12.0,-0.091116026
2014-10-07 00:00:00+00,LONG,1762,0.7318877391613573,2.880105,3.0,0.001502791,11.0,-0.10301645
2014-10-09 00:00:00+00,LONG,1176,0.9117647058823529,1.5584772,6.0,4.920049E-4,12.0,-0.14135428
2014-10-10 00:00:00+00,LONG,2661,0.12092120226225801,2.7113981,3.0,0.0063643595,9.0,-0.15765338
2014-10-10 00:00:00+00,LONG,2720,0.8695652173913043,2.385504,2.0,5.997361E-4,7.0,-0.09981987
2014-10-10 00:00:00+00,LONG,1897,0.2634019710602601,2.850765,4.0,0.0088295685,9.0,-0.13822842
2014-10-13 00:00:00+00,LONG,2661,0.8181818181818181,2.5452683,4.0,0.006425703,10.0,-0.16363704
2014-10-13 00:00:00+00,LONG,2720,0.8478260869565217,1.6812426,3.0,-0.013898788,8.0,-0.103801556
2014-10-14 00:00:00+00,LONG,2661,0.11432470236715411,1.605972,5.0,0.005214601,11.0,-0.16154309
2014-10-15 00:00:00+00,LONG,4072,0.0,2.4810872,4.0,-0.0137893,12.0,-0.23689829
2014-10-16 00:00:00+00,LONG,131,0.13777487699381222,1.261895,9.0,-0.006285254,12.0,-0.10319595
2014-10-16 00:00:00+00,LONG,158,0.9318181818181819,2.5645785,3.0,0.010356455,11.0,-0.10833358
2014-10-16 00:00:00+00,LONG,2253,0.4184000383545492,1.997751,6.0,0.0031152647,10.0,-0.12098261
2014-10-16 00:00:00+00,LONG,304,0.9545454545454546,1.5645385,6.0,-0.0024189998,11.0,-0.12705792
2014-10-16 00:00:00+00,LONG,444,0.972972972972973,2.3909297,2.0,0.008138102,10.0,-0.11886048
2014-10-16 00:00:00+00,LONG,559,0.7646003193607612,1.9483546,9.0,0.0024842287,12.0,-0.11168163
2014-10-16 00:00:00+00,LONG,739,0.3753754573128454,1.5498542,9.0,-0.002606591,12.0,-0.20504625
2014-10-16 00:00:00+00,LONG,3273,0.9649122807017544,1.6717553,5.0,-0.0010493106,12.0,-0.08554108
2014-10-16 00:00:00+00,LONG,3443,0.8545444233386964,1.6345669,6.0,-0.0015243902,12.0,-0.1402764
2014-10-16 00:00:00+00,LONG,3595,0.0,2.3945916,3.0,0.008184882,9.0,-0.19395915
2015-01-14 00:00:00+00,LONG,857,0.22946456921119204,1.5641811,13.0,0.005158838,7.0,-0.0868622
2015-01-14 00:00:00+00,LONG,3187,0.48584783827536376,1.1093663,4.0,0.0018927444,4.0,-0.105036505
2015-01-15 00:00:00+00,LONG,2568,0.967741935483871,1.1652486,9.0,-0.013282732,11.0,-0.1342063
2015-01-15 00:00:00+00,LONG,974,0.0,1.339622,9.0,-0.010443864,7.0,-0.122981615
2015-01-15 00:00:00+00,LONG,3124,0.4616038648959614,2.2652006,6.0,0.004624927,7.0,-0.08114256
2015-01-15 00:00:00+00,LONG,3187,0.5212457008606107,2.2548099,5.0,0.0044557606,5.0,-0.11193643
2015-01-16 00:00:00+00,LONG,857,0.06504286384332268,1.1429008,15.0,0.0075026797,9.0,-0.07352948
2015-01-28 00:00:00+00,LONG,4020,0.6559064751314181,1.1107049,5.0,0.009565667,11.0,-0.118614726
2015-01-29 00:00:00+00,LONG,901,0.3608134651109629,1.2821442,3.0,0.009932044,9.0,-0.09389033
2015-01-30 00:00:00+00,LONG,2437,0.7272727272727273,1.1958176,9.0,0.0011469086,11.0,-0.18201925
2015-01-30 00:00:00+00,LONG,443,0.10536575648650517,1.4310834,2.0,0.005427021,7.0,-0.15264843
2015-01-30 00:00:00+00,LONG,535,0.72,1.1327753,2.0,0.0,8.0,-0.16930626
2015-01-30 00:00:00+00,LONG,901,0.38908454923675106,1.3358203,4.0,0.0036939315,10.0,-0.107886866
2015-02-02 00:00:00+00,LONG,578,0.42566380693037614,1.3877548,5.0,0.0050890585,12.0,-0.09031417
2015-03-10 00:00:00+00,LONG,370,0.0,1.9532858,7.0,-0.011728468,9.0,-0.08546253
2015-03-10 00:00:00+00,LONG,394,1.0,2.6882815,5.0,-0.004103967,7.0,-0.28095672
2015-03-10 00:00:00+00,LONG,3677,0.051724137931034475,1.9602681,3.0,-0.011656037,8.0,-0.11080995
2015-03-10 00:00:00+00,LONG,3872,0.4146693327693869,1.7076241,4.0,-0.014276846,9.0,-0.07832488
2015-03-11 00:00:00+00,LONG,370,0.0,2.0814579,8.0,-0.005055311,10.0,-0.083018914
2015-03-11 00:00:00+00,LONG,3677,0.0,1.6888523,4.0,-0.008944154,9.0,-0.10108039
2015-03-11 00:00:00+00,LONG,1699,0.28526159717503996,1.4197505,2.0,-0.011609664,7.0,-0.13931458
2015-03-12 00:00:00+00,LONG,3198,0.0,1.4852366,7.0,-0.0061040744,12.0,-0.089428365
2015-03-12 00:00:00+00,LONG,1262,0.975,1.8950658,6.0,-0.0034416004,10.0,-0.122514516
2015-03-12 00:00:00+00,LONG,1699,0.0,2.8537254,3.0,0.0027863777,8.0,-0.114082895
2015-03-27 00:00:00+00,LONG,1298,0.8,1.5832225,4.0,0.00959368,11.0,-0.11822191
2015-04-29 00:00:00+00,LONG,1865,0.36363636363636365,1.5845538,8.0,0.008937691,12.0,-0.08265
2015-05-01 00:00:00+00,LONG,1840,0.96,1.5154756,4.0,0.007839562,7.0,-0.07722466
2015-05-05 00:00:00+00,LONG,2553,0.0,1.6357558,7.0,-0.0010794653,12.0,-0.07323462
2015-05-06 00:00:00+00,LONG,374,0.8214285714285714,1.5464618,5.0,-0.0021789286,8.0,-0.14883412
2015-05-06 00:00:00+00,LONG,505,0.0,1.7863636,6.0,-5.732451E-4,7.0,-0.17798565
2015-05-06 00:00:00+00,LONG,3142,0.5342848824995403,2.307322,3.0,0.0029135745,6.0,-0.08177276
2015-05-11 00:00:00+00,LONG,664,0.0,1.4744381,3.0,0.008525049,6.0,-0.07812337
2015-06-04 00:00:00+00,LONG,2323,0.0,1.4226309,11.0,0.0019598235,12.0,-0.13255426
2015-06-08 00:00:00+00,LONG,1454,0.0,1.1164324,17.0,-0.0028973545,7.0,-0.07973972
2015-06-17 00:00:00+00,LONG,1210,0.9814814814814815,3.067117,9.0,0.008484849,9.0,-0.0919137
2015-07-01 00:00:00+00,LONG,1371,0.6141502444689453,2.4192061,4.0,0.008754717,5.0,-0.08339503
2015-07-06 00:00:00+00,LONG,1297,0.39988971143619817,2.4058623,2.0,-0.012979488,4.0,-0.0742778
2015-07-09 00:00:00+00,LONG,3645,0.9393939393939394,1.9327064,3.0,2.7785497E-4,3.0,-0.074156076
2015-07-09 00:00:00+00,LONG,4005,0.48074851372392124,2.598567,6.0,0.007032349,7.0,-0.092114665
2015-07-20 00:00:00+00,LONG,2686,0.0,1.2797642,8.0,0.010432191,12.0,-0.119570054
2015-09-15 00:00:00+00,LONG,853,0.4586158022249161,1.3329693,2.0,0.007965687,9.0,-0.09271813
2015-09-24 00:00:00+00,LONG,2640,0.0,1.6296257,8.0,-0.004318204,12.0,-0.22492017
2015-09-24 00:00:00+00,LONG,710,0.6465144974571285,1.1557006,7.0,-0.01551481,11.0,-0.12579721
2015-09-29 00:00:00+00,LONG,4122,0.34449803467552614,2.840402,7.0,-0.013033888,8.0,-0.07503559
2015-10-01 00:00:00+00,LONG,1719,0.0,1.2241712,14.0,0.007879411,7.0,-0.10745275
2015-11-12 00:00:00+00,LONG,2230,0.0,1.7024626,4.0,-0.0075382106,6.0,-0.097654745
2015-11-12 00:00:00+00,LONG,2770,0.0,2.1367235,2.0,-7.54717E-4,8.0,-0.20424277
2015-11-12 00:00:00+00,LONG,974,0.0,1.7156549,3.0,-0.007332137,7.0,-0.08468076
2015-11-16 00:00:00+00,LONG,907,1.0,1.881831,4.0,2.0546537E-4,5.0,-0.07973359
2015-11-16 00:00:00+00,LONG,4089,0.9795918367346939,2.0663717,3.0,0.0020335536,8.0,-0.20976683
2015-11-17 00:00:00+00,LONG,2230,0.0,2.5349026,7.0,0.002631579,9.0,-0.07989631
2015-11-17 00:00:00+00,LONG,907,0.96875,1.7090219,5.0,-0.0053830226,6.0,-0.09307672
2015-11-17 00:00:00+00,LONG,4031,0.0,3.0616405,4.0,0.0077432073,10.0,-0.16520056
2015-11-17 00:00:00+00,LONG,4049,0.875,2.0787964,6.0,-0.0017946161,12.0,-0.18347842
2015-11-17 00:00:00+00,LONG,4089,0.0,1.3095875,4.0,-0.009259259,9.0,-0.215654
2015-12-02 00:00:00+00,LONG,3742,0.0,1.3706061,10.0,0.0028356728,12.0,-0.0746366
2015-12-14 00:00:00+00,LONG,2731,0.0,2.8586943,4.0,-0.0039702235,4.0,-0.0859843
2015-12-14 00:00:00+00,LONG,858,0.0,1.7967318,3.0,-0.016450217,3.0,-0.10248115
2015-12-31 00:00:00+00,LONG,1748,0.0,1.2199419,5.0,0.009259259,10.0,-0.14064278
2016-01-04 00:00:00+00,LONG,2686,0.0,1.3381793,6.0,0.007012623,12.0,-0.07523679
2016-01-21 00:00:00+00,LONG,1069,0.5913819750732932,1.1130476,8.0,-0.0025949194,10.0,-0.10981973
2016-02-10 00:00:00+00,LONG,3310,0.1535536627305049,1.2609047,4.0,-0.0037598696,10.0,-0.12895624
2016-04-07 00:00:00+00,LONG,1610,0.0,1.2368957,2.0,0.002538071,8.0,-0.14535125
2016-05-05 00:00:00+00,LONG,1185,0.962962962962963,1.7410094,2.0,-0.0012836971,4.0,-0.08401139
2016-05-06 00:00:00+00,LONG,2120,0.6370541734312134,1.1553321,2.0,-0.0038343559,4.0,-0.08627709
2016-05-06 00:00:00+00,LONG,1149,0.0,1.6998832,8.0,0.0038554217,11.0,-0.09588728
2016-05-06 00:00:00+00,LONG,3811,0.277183363030034,1.7812587,2.0,0.0050045494,7.0,-0.08498232
2016-05-17 00:00:00+00,LONG,2120,0.5524208809758575,1.5635626,9.0,0.0,11.0,-0.07866133
2016-05-17 00:00:00+00,LONG,1334,0.8235294117647058,2.4541953,11.0,0.0083234245,7.0,-0.11187532
2016-05-17 00:00:00+00,LONG,3773,0.2493182830789883,1.5635626,7.0,0.0,11.0,-0.13517241
2016-05-18 00:00:00+00,LONG,68,0.0,1.3202025,4.0,0.0012556054,9.0,-0.09295983
2016-05-18 00:00:00+00,LONG,374,0.7647058823529411,1.2153612,6.0,2.0855057E-4,11.0,-0.12319028
2016-05-18 00:00:00+00,LONG,959,0.6441145968060877,1.2694826,6.0,7.490637E-4,10.0,-0.09022728
2016-05-18 00:00:00+00,LONG,1334,0.7941176470588236,1.7983971,12.0,0.0060313633,8.0,-0.12697114
2016-05-18 00:00:00+00,LONG,3574,0.0,1.1944792,11.0,0.0,8.0,-0.08382876
2016-05-18 00:00:00+00,LONG,1650,0.6153846153846154,1.7781705,7.0,0.005829359,12.0,-0.14459044
2016-05-18 00:00:00+00,LONG,3773,0.24642711736534392,2.1002877,8.0,0.009046363,12.0,-0.13879421
2016-05-19 00:00:00+00,LONG,3581,0.0,1.9840965,4.0,0.005863383,9.0,-0.1684775
2016-05-23 00:00:00+00,LONG,4171,0.18744537236964573,1.6765232,3.0,0.0066021127,6.0,-0.10653093
2016-05-23 00:00:00+00,LONG,1664,0.0,1.6023167,4.0,0.006004367,10.0,-0.07904426
2016-05-23 00:00:00+00,LONG,1828,0.9230769230769231,1.711885,8.0,0.006886957,12.0,-0.15247618
2016-06-16 00:00:00+00,LONG,1404,0.0,1.4919167,4.0,-0.011009174,5.0,-0.19790049
2016-06-24 00:00:00+00,LONG,405,0.8888888888888888,1.4766133,10.0,0.010152284,9.0,-0.10380912
2016-06-27 00:00:00+00,LONG,405,0.8703703703703703,1.1569487,11.0,-0.01653765,10.0,-0.10038051
2016-08-02 00:00:00+00,LONG,2690,0.6942885597286133,1.427859,8.0,0.001569366,7.0,-0.14075892
2016-08-02 00:00:00+00,LONG,1381,0.57333626979433,1.1786711,6.0,-4.6571196E-4,6.0,-0.09887821
2016-08-22 00:00:00+00,LONG,4083,0.6363636363636364,2.5971546,4.0,0.0065445025,11.0,-0.1702326
2016-08-24 00:00:00+00,LONG,869,0.5371246542538411,1.8798696,6.0,0.007525454,12.0,-0.08839386
2016-08-25 00:00:00+00,LONG,2221,0.6923076923076923,2.3010082,4.0,0.0063371356,6.0,-0.29421708
2016-09-01 00:00:00+00,LONG,1960,0.6531359759285108,3.113571,2.0,0.00886392,11.0,-0.14090481
2016-09-09 00:00:00+00,LONG,3573,0.7191726061777767,1.8799579,2.0,0.006361829,8.0,-0.13268436
2016-10-27 00:00:00+00,LONG,2042,0.9777777777777777,1.2557917,15.0,3.5310735E-4,12.0,-0.08281114
2016-10-28 00:00:00+00,LONG,183,0.6764705882352942,1.8656578,6.0,0.008090045,10.0,-0.08240602
2016-10-28 00:00:00+00,LONG,1534,0.0,1.1792183,9.0,-6.289308E-4,12.0,-0.2120257
2016-12-01 00:00:00+00,LONG,2932,0.0,1.6922203,2.0,0.0066921604,9.0,-0.18897584
2016-12-23 00:00:00+00,LONG,1652,0.525080171462148,1.332334,3.0,0.007625,11.0,-0.1321218
2017-01-19 00:00:00+00,LONG,3851,0.05438850194997425,1.4391516,4.0,0.0016849199,7.0,-0.119769104
2017-02-01 00:00:00+00,LONG,516,0.5372953616474683,1.1272327,8.0,0.0024493432,9.0,-0.10809553
2017-02-02 00:00:00+00,LONG,1423,0.0,1.1571208,4.0,0.0054591685,9.0,-0.109927304
2017-03-09 00:00:00+00,LONG,2742,0.8636363636363636,1.2084526,2.0,-0.0046464647,9.0,-0.18863086
2017-03-10 00:00:00+00,LONG,2742,0.8181818181818181,2.791996,3.0,0.007010058,10.0,-0.17983666
2017-03-10 00:00:00+00,LONG,1198,0.24459297437259292,1.5486811,6.0,-0.0022573364,10.0,-0.114972256
2017-03-13 00:00:00+00,LONG,4137,0.25640709685537555,1.7945553,2.0,0.0098650055,7.0,-0.18172777
2017-03-22 00:00:00+00,LONG,1483,0.1802560718996245,1.4219556,5.0,0.0024980484,11.0,-0.08875774
2017-03-23 00:00:00+00,LONG,1483,0.17203466695921635,1.6130933,6.0,0.004795792,12.0,-0.07790087
2017-03-23 00:00:00+00,LONG,3743,0.0,1.5829015,3.0,0.0044198893,8.0,-0.20409189
2017-03-24 00:00:00+00,LONG,4249,0.43497749921940515,1.4087614,3.0,-0.0015760441,12.0,-0.14076266
2017-04-07 00:00:00+00,LONG,557,0.1258035526559172,1.2080837,3.0,0.0019366598,10.0,-0.07659351
2017-04-12 00:00:00+00,LONG,631,0.7045899772302583,2.295569,4.0,0.010739725,10.0,-0.14481795
2017-04-13 00:00:00+00,LONG,631,0.6908931772001927,2.0249608,5.0,5.267663E-4,11.0,-0.15983103
2017-04-13 00:00:00+00,LONG,1988,0.864406779661017,2.0476387,5.0,6.790595E-4,12.0,-0.089819565
2017-04-17 00:00:00+00,LONG,694,0.22290698962555666,1.6892376,2.0,0.008196721,8.0,-0.13769521
2017-04-17 00:00:00+00,LONG,1652,0.278290190155558,1.8006129,4.0,0.008903415,8.0,-0.19315252
2017-04-18 00:00:00+00,LONG,694,0.2137601929528679,2.7866485,3.0,0.009679371,9.0,-0.13125081
2017-04-18 00:00:00+00,LONG,1652,0.367058221508092,2.8164604,5.0,0.009879254,9.0,-0.17125933
2017-04-19 00:00:00+00,LONG,52,0.6491441344950968,3.139324,4.0,0.007494831,11.0,-0.09225161
2017-04-19 00:00:00+00,LONG,2534,0.4465700519525421,2.4366484,7.0,0.0033670033,11.0,-0.1134158
2017-04-19 00:00:00+00,LONG,694,0.20321622270762102,3.0881555,4.0,0.007194245,10.0,-0.12220961
