time,side,ticker_id,mv_up_composite_labels,velocity_price_univ_zscore_5_df048,sessions_since_bearish_21_50_df059,price_drift_5_df005,sessions_since_bearish_8_50_df059,dist_upper_bb_50_2.5_df055
2010-02-10 00:00:00+00,LONG,684,0.9672131147540983,2.276731,7.0,-0.004495224,11.0,-0.18122272
2010-02-10 00:00:00+00,LONG,903,0.9672131147540983,1.9591049,5.0,-0.0076604555,12.0,-0.18147522
2010-02-10 00:00:00+00,LONG,3473,0.2887553269969038,2.6337419,8.0,-9.3751465E-4,11.0,-0.14276136
2010-02-10 00:00:00+00,LONG,1532,0.0,1.2993692,3.0,-0.0142349005,11.0,-0.11107161
2010-02-10 00:00:00+00,LONG,3794,0.72,2.9722743,3.0,0.0024360537,11.0,-0.07970065
2010-02-10 00:00:00+00,LONG,3804,0.9375,1.3409399,3.0,-0.013820639,9.0,-0.09440847
2010-02-10 00:00:00+00,LONG,1832,0.0,1.2655286,5.0,-0.014572132,10.0,-0.12957604
2010-02-10 00:00:00+00,LONG,3943,0.0,2.8719988,2.0,0.0014367816,9.0,-0.08279887
2010-02-10 00:00:00+00,LONG,1949,0.562665839525415,1.1119465,3.0,-0.01610262,11.0,-0.12001584
2010-02-10 00:00:00+00,LONG,4070,0.9423076923076923,2.1208036,7.0,-0.006049084,11.0,-0.10864351
2010-05-06 00:00:00+00,LONG,1437,0.48681522862702553,2.7482548,3.0,-0.0031717264,5.0,-0.21944878
2010-05-10 00:00:00+00,LONG,791,0.0,1.4675796,6.0,-0.0021393644,12.0,-0.16002882
2010-05-21 00:00:00+00,LONG,2253,0.8662567242438892,1.4915072,2.0,-0.010269577,10.0,-0.15297225
2010-05-21 00:00:00+00,LONG,424,0.9655172413793104,1.5306906,3.0,-0.009231635,10.0,-0.09563907
2010-05-21 00:00:00+00,LONG,2567,0.0,1.8369671,7.0,-0.0011185682,12.0,-0.25452077
2010-05-21 00:00:00+00,LONG,2898,0.6563269773804581,1.362873,2.0,-0.013677012,11.0,-0.085815705
2010-05-21 00:00:00+00,LONG,988,1.0,1.5765201,4.0,-0.008017639,11.0,-0.1025078
2010-05-24 00:00:00+00,LONG,424,0.9310344827586207,2.689862,4.0,-0.00680319,11.0,-0.10039662
2010-05-24 00:00:00+00,LONG,2898,0.680255818804962,2.586708,3.0,-0.008860535,12.0,-0.0910468
2010-05-24 00:00:00+00,LONG,988,0.9642857142857143,2.209346,5.0,-0.016386809,12.0,-0.11954612
2010-05-25 00:00:00+00,LONG,2261,0.8413051306641406,2.0321312,5.0,-0.012345679,11.0,-0.18858992
2010-05-25 00:00:00+00,LONG,424,0.896551724137931,2.6115146,5.0,-0.0029942293,12.0,-0.09950334
2010-05-25 00:00:00+00,LONG,3744,0.7140144841280746,2.6091373,6.0,-0.0030326005,11.0,-0.2522791
2010-05-26 00:00:00+00,LONG,111,0.8928571428571429,1.9306558,2.0,-0.001182499,7.0,-0.12934631
2010-05-26 00:00:00+00,LONG,2261,0.7700890969942771,1.5598909,6.0,-0.008219178,12.0,-0.19436242
2010-05-26 00:00:00+00,LONG,2323,0.0,1.7199552,4.0,-0.005181347,4.0,-0.19024953
2010-05-26 00:00:00+00,LONG,374,0.0,1.9929621,3.0,0.0,12.0,-0.10814943
2010-05-26 00:00:00+00,LONG,3275,0.0,2.3596454,3.0,0.006959211,11.0,-0.12370039
2010-05-26 00:00:00+00,LONG,3744,0.7381534022897842,1.9929621,7.0,0.0,12.0,-0.26411432
2010-06-04 00:00:00+00,LONG,4163,0.3441943432333056,1.1604124,5.0,-0.0042276424,11.0,-0.12907527
2010-06-04 00:00:00+00,LONG,2747,0.8852459016393442,1.5143802,7.0,0.006975843,12.0,-0.077790484
2010-06-04 00:00:00+00,LONG,903,0.0,1.1790727,7.0,-0.003637025,10.0,-0.12332107
2010-06-04 00:00:00+00,LONG,1039,0.7083333333333334,1.1890444,8.0,-0.0033214104,10.0,-0.10271739
2010-06-04 00:00:00+00,LONG,3352,0.7307692307692307,1.3951656,7.0,0.003202562,10.0,-0.11266077
2010-06-07 00:00:00+00,LONG,1039,0.6666666666666667,1.4008901,9.0,0.00949692,11.0,-0.096008584
2010-06-09 00:00:00+00,LONG,687,0.6053852442711414,1.3153529,13.0,0.002027164,12.0,-0.119600855
2010-06-09 00:00:00+00,LONG,1167,0.6,1.2081985,3.0,-0.0018796993,10.0,-0.07697399
2010-06-09 00:00:00+00,LONG,3522,0.9210526315789473,1.1590723,6.0,-0.0036708473,10.0,-0.090967625
2010-06-10 00:00:00+00,LONG,121,0.0,1.5913625,7.0,0.0028409092,12.0,-0.22147034
2010-06-10 00:00:00+00,LONG,3522,0.8947368421052632,1.798012,7.0,0.0057873894,11.0,-0.07851973
2010-06-10 00:00:00+00,LONG,3794,0.0,1.7029753,6.0,0.004432322,11.0,-0.10117788
2010-08-11 00:00:00+00,LONG,2619,0.302445647424113,1.5172272,2.0,-0.0037333334,9.0,-0.12311464
2010-08-13 00:00:00+00,LONG,2619,0.25486280076615114,1.5876052,4.0,-0.005610098,11.0,-0.11081081
2010-08-16 00:00:00+00,LONG,2619,0.18351168165382983,2.9253879,5.0,0.008211041,12.0,-0.09306457
2010-08-26 00:00:00+00,LONG,2452,0.41219080767382454,1.5334471,2.0,-2.2361359E-4,7.0,-0.17847529
2010-08-26 00:00:00+00,LONG,3890,0.9696969696969697,1.8424374,4.0,0.0052434457,11.0,-0.124953896
2010-08-30 00:00:00+00,LONG,2548,0.18100681914655378,1.4529344,2.0,0.008712614,12.0,-0.07380495
2010-08-30 00:00:00+00,LONG,1667,0.9302325581395349,1.188012,5.0,0.00456621,12.0,-0.149318
2010-11-01 00:00:00+00,LONG,2090,0.6956521739130435,1.3033941,3.0,0.009441597,7.0,-0.11601342
2010-11-16 00:00:00+00,LONG,1176,0.6348603297061112,1.1862682,3.0,-0.0058724834,7.0,-0.23502964
2010-11-18 00:00:00+00,LONG,131,0.5648628475169812,1.5395966,4.0,-0.0045007034,6.0,-0.21002263
2010-11-18 00:00:00+00,LONG,2866,0.23767369428106497,1.6314147,5.0,-0.003894081,11.0,-0.11954644
2010-11-18 00:00:00+00,LONG,1176,0.0,1.9666486,5.0,-0.0016792611,9.0,-0.23648117
2010-11-18 00:00:00+00,LONG,3343,0.3081407152823518,1.4269079,5.0,-0.005245214,7.0,-0.095003895
2010-11-18 00:00:00+00,LONG,1303,0.7987237267607866,1.7846262,3.0,-0.0028818443,5.0,-0.09859453
2010-11-29 00:00:00+00,LONG,131,0.6666666666666667,1.3942469,10.0,0.008857143,12.0,-0.22489637
2010-11-29 00:00:00+00,LONG,3049,0.8928571428571429,1.3177022,8.0,0.007993458,10.0,-0.07867925
2010-11-30 00:00:00+00,LONG,3049,0.8571428571428572,1.5194716,9.0,0.008275456,11.0,-0.07561641
2010-12-30 00:00:00+00,LONG,2067,0.0,1.6803366,15.0,0.010161837,12.0,-0.103484675
2011-01-25 00:00:00+00,LONG,2473,0.0,2.9754033,4.0,0.0066682543,10.0,-0.13912642
2011-01-25 00:00:00+00,LONG,1790,0.8888888888888888,1.6618334,3.0,-0.00318713,4.0,-0.09043705
2011-02-25 00:00:00+00,LONG,1244,0.26363725078892103,1.5057757,2.0,0.0055822926,11.0,-0.07657835
2011-03-10 00:00:00+00,LONG,2703,0.9512195121951219,1.2018872,2.0,-0.0072053527,7.0,-0.11582517
2011-03-15 00:00:00+00,LONG,838,0.0,2.376509,5.0,0.0063451775,10.0,-0.123148166
2011-03-15 00:00:00+00,LONG,960,0.6285714285714286,1.3673004,3.0,-0.0096951695,9.0,-0.07666673
2011-03-15 00:00:00+00,LONG,3621,0.43878793123675236,1.2301052,5.0,-0.011875748,11.0,-0.16565096
2011-03-17 00:00:00+00,LONG,739,0.8461538461538461,1.9008213,5.0,0.010510125,12.0,-0.13944435
2011-03-18 00:00:00+00,LONG,1297,0.38907462056168113,1.4770176,4.0,0.0035410766,11.0,-0.09797397
2011-05-27 00:00:00+00,LONG,1328,0.0,1.1353687,6.0,0.0096782,12.0,-0.13376558
2011-06-07 00:00:00+00,LONG,1473,0.0,2.346998,3.0,0.0055325036,9.0,-0.07626609
2011-06-08 00:00:00+00,LONG,2482,0.0,1.5380542,2.0,-0.005795063,9.0,-0.07643522
2011-06-09 00:00:00+00,LONG,2323,0.9512195121951219,1.1194082,2.0,-0.013513514,5.0,-0.1861011
2011-06-09 00:00:00+00,LONG,3244,0.0,3.1245844,2.0,0.008192652,8.0,-0.124561414
2011-06-10 00:00:00+00,LONG,2253,0.0,2.8548927,3.0,-0.008328376,4.0,-0.078649595
2011-06-10 00:00:00+00,LONG,1171,0.0,2.8955994,9.0,-0.008004779,11.0,-0.07531217
2011-06-10 00:00:00+00,LONG,1383,0.4538113755998016,2.3381476,2.0,-0.012436224,5.0,-0.09224217
2011-06-10 00:00:00+00,LONG,2028,0.6419491304867511,2.4285963,7.0,-0.011717206,11.0,-0.096939474
2011-06-13 00:00:00+00,LONG,2064,0.0,1.6535739,6.0,-0.0018522806,10.0,-0.12671646
2011-06-13 00:00:00+00,LONG,2253,0.0,2.107869,4.0,0.0027949691,5.0,-0.07500985
2011-06-13 00:00:00+00,LONG,2482,0.0,2.5681899,5.0,0.0075038625,12.0,-0.073621176
2011-06-13 00:00:00+00,LONG,3021,0.0,1.5970132,8.0,-0.002430872,7.0,-0.13900168
2011-06-13 00:00:00+00,LONG,3127,0.0,1.3259021,4.0,-0.0052042264,9.0,-0.1335258
2011-06-13 00:00:00+00,LONG,1081,0.19515779633808458,2.8370435,7.0,0.010254124,9.0,-0.12822974
2011-06-13 00:00:00+00,LONG,1171,0.0,2.141126,10.0,0.0031351743,12.0,-0.07403674
2011-06-13 00:00:00+00,LONG,3244,0.0,1.1176893,4.0,-0.0073341574,10.0,-0.13644825
2011-06-13 00:00:00+00,LONG,1383,0.9523809523809523,1.6165792,3.0,-0.0022307201,6.0,-0.08296944
2011-06-13 00:00:00+00,LONG,3818,0.0,2.7634397,6.0,0.009501188,3.0,-0.07809227
2011-06-13 00:00:00+00,LONG,2028,0.972972972972973,2.223226,8.0,0.0039750263,12.0,-0.08839741
2011-06-14 00:00:00+00,LONG,3293,0.0,1.3198231,3.0,0.009250461,8.0,-0.08980676
2011-06-15 00:00:00+00,LONG,2253,0.0,1.6999742,6.0,0.0047,7.0,-0.075403675
2011-06-15 00:00:00+00,LONG,2993,0.0,1.6610162,7.0,0.004304161,5.0,-0.18239
2011-06-15 00:00:00+00,LONG,3049,0.0,1.8451554,3.0,0.006175143,5.0,-0.088955544
2011-06-15 00:00:00+00,LONG,1072,0.6356832417336654,1.6938087,12.0,0.0046373545,8.0,-0.20092206
2011-06-15 00:00:00+00,LONG,1090,0.0,1.5118085,12.0,0.0027881041,9.0,-0.14705512
2011-06-15 00:00:00+00,LONG,3244,0.0,2.1269536,6.0,0.009038413,12.0,-0.13650024
2011-06-15 00:00:00+00,LONG,3293,0.0,1.510002,4.0,0.0027697496,9.0,-0.09834304
2011-06-15 00:00:00+00,LONG,1684,0.9142857142857143,1.2374078,3.0,0.0,9.0,-0.114811525
2011-06-15 00:00:00+00,LONG,1748,0.0,1.4923776,3.0,0.0025906735,8.0,-0.22059447
2011-06-15 00:00:00+00,LONG,1916,0.0,1.5344995,6.0,0.0030186607,11.0,-0.14587317
2011-06-16 00:00:00+00,LONG,834,0.3263651933740209,1.792507,5.0,-0.0043219076,9.0,-0.07593805
2011-06-16 00:00:00+00,LONG,3049,0.0,1.6094077,4.0,-0.0060820654,6.0,-0.0862782
2011-06-16 00:00:00+00,LONG,3053,0.0,2.297719,10.0,5.3475937E-4,10.0,-0.18059926
2011-06-16 00:00:00+00,LONG,1072,0.0,1.6567327,13.0,-0.005627124,9.0,-0.20908028
2011-06-16 00:00:00+00,LONG,1090,0.0,3.1033785,13.0,0.008279669,10.0,-0.13460447
2011-06-16 00:00:00+00,LONG,3293,0.0,2.5637267,5.0,0.0030919253,10.0,-0.08672698
2011-06-16 00:00:00+00,LONG,1684,0.0,2.2216015,4.0,-1.969667E-4,10.0,-0.11051756
2011-06-16 00:00:00+00,LONG,1916,0.9032258064516129,1.4216645,7.0,-0.007886864,12.0,-0.14883752
2011-06-16 00:00:00+00,LONG,4049,0.0,1.2776824,8.0,-0.009270982,7.0,-0.095492266
2011-08-01 00:00:00+00,LONG,2665,0.0,1.9287306,5.0,-0.002850627,10.0,-0.08333353
2011-08-09 00:00:00+00,LONG,4218,0.0,1.6560472,5.0,-0.012553344,11.0,-0.13954587
2011-08-09 00:00:00+00,LONG,388,0.8330126034891875,2.12846,5.0,0.0075976844,9.0,-0.10560853
2011-08-09 00:00:00+00,LONG,2778,0.6213826164366576,1.7280583,3.0,-0.0094816685,8.0,-0.14466712
2011-08-09 00:00:00+00,LONG,2938,0.24997431093553502,1.7696936,5.0,-0.007705692,5.0,-0.090295725
2011-08-24 00:00:00+00,LONG,2508,0.0,1.1802715,2.0,0.005066309,12.0,-0.10475394
2011-08-24 00:00:00+00,LONG,2816,0.0,1.1841722,3.0,0.005153311,11.0,-0.18113707
2011-08-24 00:00:00+00,LONG,2999,0.0,1.2263454,5.0,0.006093965,12.0,-0.22135362
2011-08-24 00:00:00+00,LONG,2028,0.9310344827586207,1.2382643,2.0,0.0063598095,10.0,-0.16527697
2011-09-26 00:00:00+00,LONG,3890,0.32861993491388086,1.3879355,2.0,0.006136951,9.0,-0.10870361
2011-09-27 00:00:00+00,LONG,3890,0.0,1.1694077,3.0,0.0048076925,10.0,-0.10312262
2011-10-03 00:00:00+00,LONG,39,0.7777777777777778,1.9480026,3.0,-0.002810752,7.0,-0.08746696
2011-10-03 00:00:00+00,LONG,3882,0.8333333333333334,1.7601404,7.0,-0.009410288,10.0,-0.16595192
2011-10-04 00:00:00+00,LONG,3882,0.8095238095238095,1.1442456,8.0,-0.013981763,11.0,-0.14221056
2011-11-28 00:00:00+00,LONG,558,0.44657467162411063,1.940858,4.0,0.009737099,8.0,-0.075436294
2011-12-14 00:00:00+00,LONG,1235,0.5414069918268342,1.7662015,2.0,-0.012468194,12.0,-0.077486135
2011-12-16 00:00:00+00,LONG,245,0.2710465957671768,2.1850362,8.0,-0.008171112,4.0,-0.08009083
2011-12-16 00:00:00+00,LONG,1848,0.9487179487179487,1.5218796,13.0,-0.016383598,4.0,-0.10659627
2011-12-19 00:00:00+00,LONG,237,0.6595744680851063,1.7501669,6.0,-0.016545335,5.0,-0.11783008
2011-12-19 00:00:00+00,LONG,3744,0.4437097567216501,2.094749,3.0,-0.012787724,7.0,-0.15504877
2011-12-19 00:00:00+00,LONG,1848,0.9230769230769231,2.3148751,14.0,-0.010387285,5.0,-0.11364189
2012-02-15 00:00:00+00,LONG,3841,0.0,1.5195326,4.0,0.009955201,11.0,-0.08239131
2012-03-06 00:00:00+00,LONG,3447,0.24553746490155703,2.4769552,9.0,0.0063172043,12.0,-0.10773556
2012-03-07 00:00:00+00,LONG,2221,0.0,1.5700405,3.0,0.004912539,5.0,-0.08730899
2012-03-07 00:00:00+00,LONG,838,0.0,1.1401664,2.0,-0.0015048909,12.0,-0.13068154
2012-04-04 00:00:00+00,LONG,142,0.0,2.7163973,6.0,0.007599747,7.0,-0.07761682
2012-04-09 00:00:00+00,LONG,142,0.0,1.3384354,8.0,-0.013923654,9.0,-0.08589235
2012-04-11 00:00:00+00,LONG,1244,0.0,1.8875861,2.0,-0.0045979475,7.0,-0.0796101
2012-04-13 00:00:00+00,LONG,3862,0.0,1.1841661,20.0,0.0018691589,3.0,-0.15244833
2012-05-09 00:00:00+00,LONG,1838,0.6360788562337467,2.9118474,6.0,-0.005479452,9.0,-0.21316789
2012-05-11 00:00:00+00,LONG,1838,0.6582155120081751,1.2313565,8.0,0.0020632737,11.0,-0.21390152
2012-05-15 00:00:00+00,LONG,4194,0.0,1.3061832,5.0,-0.015700812,8.0,-0.12659389
2012-05-17 00:00:00+00,LONG,3716,0.547932823299435,2.977504,10.0,-0.009039956,9.0,-0.08786349
2012-05-21 00:00:00+00,LONG,629,0.0,2.1475108,3.0,0.0079299975,8.0,-0.16421428
2012-05-21 00:00:00+00,LONG,3903,0.0,2.0935493,2.0,0.0070703407,10.0,-0.08940242
2012-05-31 00:00:00+00,LONG,3100,0.36755811446473163,1.2728902,3.0,0.010294451,9.0,-0.09099981
2012-06-01 00:00:00+00,LONG,3100,0.38858745928224214,1.224495,4.0,-0.0068467385,10.0,-0.10168757
2012-06-01 00:00:00+00,LONG,1076,0.8536585365853658,1.2132689,2.0,-0.0071223555,9.0,-0.115083225
2012-06-04 00:00:00+00,LONG,3100,0.3594098762092665,1.464506,5.0,-0.004726536,11.0,-0.097645864
2012-06-04 00:00:00+00,LONG,1076,0.8292682926829268,1.3348086,3.0,-0.007927281,10.0,-0.11148245
2012-06-04 00:00:00+00,LONG,3352,0.7333333333333334,1.2867557,9.0,-0.009113154,12.0,-0.1647216
2012-06-05 00:00:00+00,LONG,3100,0.2962144700227352,1.7872592,6.0,-0.008382789,12.0,-0.09092929
2012-06-05 00:00:00+00,LONG,2032,0.6623079073282783,1.8057115,4.0,-0.008027244,11.0,-0.09822557
2012-07-13 00:00:00+00,LONG,3683,0.0,1.1263961,2.0,0.008921704,4.0,-0.14518
2012-07-24 00:00:00+00,LONG,3683,0.0,1.4290125,9.0,0.005830904,11.0,-0.12813073
2012-08-24 00:00:00+00,LONG,522,0.45922313484862276,1.322167,12.0,0.00747308,12.0,-0.19693634
2012-08-27 00:00:00+00,LONG,3621,0.0,1.192131,7.0,0.0055033425,11.0,-0.07595496
2012-08-28 00:00:00+00,LONG,3621,0.0,1.8545252,8.0,0.00761614,12.0,-0.07321689
2012-09-25 00:00:00+00,LONG,3352,0.6652117242766225,1.5117683,2.0,0.0014184507,7.0,-0.19491668
2012-09-26 00:00:00+00,LONG,3535,0.3780535037679755,1.249676,12.0,-0.016067082,12.0,-0.15313838
2012-09-27 00:00:00+00,LONG,1790,0.0,1.2650607,13.0,-0.001910828,6.0,-0.1593624
2012-09-28 00:00:00+00,LONG,1790,0.0,2.677212,14.0,0.0016906171,7.0,-0.15319054
2012-10-15 00:00:00+00,LONG,401,0.4215566573153986,1.3859968,2.0,-9.7244733E-4,9.0,-0.12192228
2012-10-31 00:00:00+00,LONG,2088,0.14176320773157344,1.7610706,5.0,0.006609049,10.0,-0.09984272
2012-10-31 00:00:00+00,LONG,2986,0.7476961041926482,1.8239259,6.0,0.0071702944,12.0,-0.1135628
2012-11-08 00:00:00+00,LONG,1185,0.8,1.1434501,17.0,-0.0069230767,8.0,-0.1202008
2012-11-12 00:00:00+00,LONG,622,0.6859292884258892,1.6591257,3.0,0.010210283,8.0,-0.084566064
2012-11-13 00:00:00+00,LONG,622,0.6887213714338845,2.8991628,4.0,8.3762116E-4,9.0,-0.07860814
2012-11-15 00:00:00+00,LONG,988,1.0,2.820591,4.0,-0.0040032784,9.0,-0.114294186
2012-11-15 00:00:00+00,LONG,1236,0.7670273973891286,1.1501375,3.0,-0.015704066,9.0,-0.15066734
2012-11-15 00:00:00+00,LONG,3287,1.0,2.2219176,6.0,-0.008196721,8.0,-0.09438383
2012-11-15 00:00:00+00,LONG,1690,0.8,3.1169078,2.0,-0.0019277108,5.0,-0.07531165
2012-11-16 00:00:00+00,LONG,2272,0.8571428571428572,2.6551468,5.0,0.0034059945,5.0,-0.15263155
2012-11-16 00:00:00+00,LONG,622,0.6764151985342537,2.275891,7.0,4.83559E-4,12.0,-0.0901294
2012-11-16 00:00:00+00,LONG,988,0.9821428571428571,1.7019073,5.0,-0.003939394,10.0,-0.10272967
2012-11-16 00:00:00+00,LONG,1184,0.08765392997954988,1.4196832,6.0,-0.0061141304,7.0,-0.10030717
2013-02-21 00:00:00+00,LONG,710,0.3018772390450094,1.4349617,2.0,-5.8788946E-4,9.0,-0.115475744
2013-02-21 00:00:00+00,LONG,1112,0.0,2.1894188,2.0,0.010229523,8.0,-0.09841626
2013-02-21 00:00:00+00,LONG,3744,0.0,1.6523095,2.0,0.002528445,11.0,-0.11520986
2013-02-25 00:00:00+00,LONG,580,0.7297297297297297,1.5473167,15.0,-0.005321508,11.0,-0.07368808
2013-03-25 00:00:00+00,LONG,2028,0.0,1.7691457,6.0,0.005931777,12.0,-0.22561036
2013-04-03 00:00:00+00,LONG,664,0.8043478260869565,1.9033091,3.0,0.0047415835,8.0,-0.1353797
2013-04-05 00:00:00+00,LONG,3127,0.6581425661989695,2.7080839,8.0,0.009081546,12.0,-0.17455995
2013-04-18 00:00:00+00,LONG,938,0.0,1.8392266,7.0,0.005044742,10.0,-0.11574516
2013-04-19 00:00:00+00,LONG,1437,0.6188206736912283,2.4059894,8.0,0.010335918,11.0,-0.09717756
2013-06-04 00:00:00+00,LONG,2431,0.3437089011995024,1.7865834,6.0,-0.0050125313,11.0,-0.16938703
2013-06-05 00:00:00+00,LONG,2617,0.4054430066666827,2.8712895,2.0,0.0035657687,5.0,-0.091906555
2013-06-06 00:00:00+00,LONG,1633,0.3273024881132497,1.719446,2.0,-0.0091973245,6.0,-0.08499954
2013-06-14 00:00:00+00,LONG,4074,0.3959800927431425,1.8135253,7.0,0.0,6.0,-0.07505055
2013-06-17 00:00:00+00,LONG,4059,0.0,1.288258,6.0,0.0035622402,12.0,-0.08267444
2013-06-24 00:00:00+00,LONG,444,0.9782608695652174,1.3952692,3.0,-0.01033258,9.0,-0.1516088
2013-06-24 00:00:00+00,LONG,1299,0.23665636018824182,1.2486467,5.0,-0.01453643,12.0,-0.09479711
2013-06-24 00:00:00+00,LONG,1324,0.0,1.3225906,2.0,-0.0124163665,11.0,-0.10050406
2013-06-25 00:00:00+00,LONG,444,0.752204587345746,1.4404628,4.0,-0.010742496,10.0,-0.13262661
2013-06-25 00:00:00+00,LONG,1324,0.0,2.136753,3.0,0.0056548,12.0,-0.08297808
2013-06-26 00:00:00+00,LONG,158,0.7186417711143048,1.3613994,2.0,-0.0062262192,6.0,-0.1639586
2013-06-26 00:00:00+00,LONG,857,0.2840643313750041,2.3934655,5.0,0.0056728646,10.0,-0.1257913
2013-06-26 00:00:00+00,LONG,3124,0.9459459459459459,1.1114048,5.0,-0.009108503,12.0,-0.14422038
2013-06-26 00:00:00+00,LONG,1919,0.9333333333333333,2.6457298,4.0,0.008581315,10.0,-0.19362493
2013-08-15 00:00:00+00,LONG,3148,0.1973036981645375,1.6641109,5.0,0.0,8.0,-0.15517317
2013-08-16 00:00:00+00,LONG,3148,0.22755756933353483,2.1242576,6.0,0.0062761507,9.0,-0.16095784
2013-08-20 00:00:00+00,LONG,1004,0.12252170537854357,1.2269157,2.0,-0.0031712474,12.0,-0.11509462
2013-08-20 00:00:00+00,LONG,3343,0.3845987680950287,1.1996489,2.0,-0.0035490035,11.0,-0.095607966
2013-08-21 00:00:00+00,LONG,787,0.0,2.3137093,7.0,-0.012746973,11.0,-0.073936775
2013-08-21 00:00:00+00,LONG,3743,0.6455622558590108,2.5159447,4.0,-0.011688312,5.0,-0.09878833
2013-08-27 00:00:00+00,LONG,505,0.8823529411764706,1.2566471,3.0,0.005325587,9.0,-0.12475198
2013-08-28 00:00:00+00,LONG,505,0.8529411764705882,1.2163836,4.0,0.007833526,10.0,-0.11611881
2013-08-29 00:00:00+00,LONG,64,0.78125,1.371822,2.0,0.0054728547,7.0,-0.074561395
2013-08-29 00:00:00+00,LONG,2761,0.726515159408795,1.41085,3.0,0.0059405942,9.0,-0.103192136
2013-08-29 00:00:00+00,LONG,786,0.1116616539104674,1.6627842,3.0,0.008959943,11.0,-0.07814164
2013-08-29 00:00:00+00,LONG,3078,0.9523809523809523,1.7928954,3.0,0.010519286,7.0,-0.10857007
2013-08-29 00:00:00+00,LONG,1262,0.9666666666666667,1.1606995,5.0,0.002942619,12.0,-0.123232245
2013-08-30 00:00:00+00,LONG,5,0.9090909090909091,1.6597922,2.0,0.0,10.0,-0.21402818
2013-08-30 00:00:00+00,LONG,64,0.75,1.6276418,3.0,-4.3696744E-4,8.0,-0.07757411
2013-08-30 00:00:00+00,LONG,505,0.7941176470588236,2.2306345,6.0,0.007758539,12.0,-0.0993186
2013-08-30 00:00:00+00,LONG,786,0.14865880886569433,1.2353151,4.0,-0.005769231,12.0,-0.086579725
2013-08-30 00:00:00+00,LONG,1012,0.0,2.213782,4.0,0.0075294906,11.0,-0.074703135
2013-09-03 00:00:00+00,LONG,64,0.71875,1.6321714,4.0,-0.003907946,9.0,-0.07411176
2013-09-03 00:00:00+00,LONG,160,0.6288721838330174,1.3038715,2.0,-0.005948718,8.0,-0.097163826
2013-09-03 00:00:00+00,LONG,2546,0.896551724137931,1.4927627,16.0,-0.004774536,8.0,-0.076602325
2013-09-03 00:00:00+00,LONG,2568,0.3537823165806078,3.0572324,9.0,0.004950495,12.0,-0.12280493
2013-09-03 00:00:00+00,LONG,602,0.9428571428571428,2.4771647,8.0,0.0013446885,8.0,-0.10964487
2013-09-03 00:00:00+00,LONG,2761,0.6402061419487488,1.9487169,5.0,-0.0019402406,11.0,-0.092899315
2013-09-03 00:00:00+00,LONG,1383,0.5375235915959381,2.6550465,2.0,0.0024504345,11.0,-0.10267232
2013-09-03 00:00:00+00,LONG,3487,0.7375259942793746,2.4372373,6.0,0.0010964912,9.0,-0.09381837
2013-09-03 00:00:00+00,LONG,1731,0.2911408803605538,1.6358571,4.0,-0.0038850347,11.0,-0.07361453
2013-09-03 00:00:00+00,LONG,3973,0.9130434782608696,2.1588407,3.0,-6.340722E-4,8.0,-0.08382735
2013-10-31 00:00:00+00,LONG,2116,0.7096774193548387,2.1041808,7.0,0.0060790274,9.0,-0.10163354
2013-10-31 00:00:00+00,LONG,3903,0.6824727568881619,2.8132277,16.0,0.009613963,8.0,-0.121423826
2013-10-31 00:00:00+00,LONG,1867,0.6847121738348372,2.6857507,8.0,0.00897843,8.0,-0.07732541
2013-11-01 00:00:00+00,LONG,2116,0.6774193548387097,2.4869769,8.0,0.008358663,10.0,-0.099218465
2013-11-01 00:00:00+00,LONG,3629,0.15155249882422245,2.3479521,9.0,0.0075197555,11.0,-0.20564406
2013-11-01 00:00:00+00,LONG,3782,0.1932643949703217,2.8622875,5.0,0.010623371,8.0,-0.12483611
2013-11-04 00:00:00+00,LONG,2116,0.6451612903225806,1.203745,9.0,0.0068754773,11.0,-0.10435458
2013-11-05 00:00:00+00,LONG,2116,0.6129032258064516,2.7534351,10.0,0.0060331826,12.0,-0.09288602
2013-11-07 00:00:00+00,LONG,2085,0.8571428571428572,2.6482453,20.0,0.0021459227,10.0,-0.16853902
2013-11-07 00:00:00+00,LONG,2018,0.3122805082700629,1.9793087,14.0,-0.0015109212,4.0,-0.08233533
2013-11-08 00:00:00+00,LONG,2670,0.0,1.1909515,7.0,0.0054644807,8.0,-0.10916503
2013-11-08 00:00:00+00,LONG,1719,0.6140842634250719,1.9127669,2.0,0.0095877275,5.0,-0.11804684
2013-11-22 00:00:00+00,LONG,1051,0.0,1.9535664,3.0,0.010262096,10.0,-0.10035494
2013-11-22 00:00:00+00,LONG,3310,0.5483870967741935,1.6435828,6.0,0.008115574,12.0,-0.18089396
2013-12-04 00:00:00+00,LONG,2877,0.5164633845155739,1.2147206,7.0,0.0045643155,8.0,-0.1091997
2013-12-05 00:00:00+00,LONG,253,0.0,1.2639877,3.0,-0.003996004,12.0,-0.15728237
2013-12-05 00:00:00+00,LONG,2877,0.35139754994651,1.9201392,8.0,0.0010241704,9.0,-0.10091956
2013-12-05 00:00:00+00,LONG,3763,0.7173913043478262,2.9910004,2.0,0.009217262,12.0,-0.08140134
2013-12-06 00:00:00+00,LONG,2105,0.0,2.2476132,4.0,0.006974249,3.0,-0.08815591
2013-12-11 00:00:00+00,LONG,788,0.0,2.2286553,16.0,0.010739395,4.0,-0.08144459
