time,side,ticker_id,mv_up_composite_labels,price_eps_diff_pct_df082,dist_lower_bb_50_2.0_df055
2005-07-13 00:00:00+00,LONG,903,0.8125,109.24,-0.02508791
2005-07-13 00:00:00+00,LONG,1205,0.3286879501049893,37.6,-0.0066893934
2005-07-13 00:00:00+00,LONG,3791,0.17787399940786414,86.19,-0.030852979
2005-07-14 00:00:00+00,LONG,594,0.07017543859649122,88.35,-0.029468594
2005-07-14 00:00:00+00,LONG,1205,0.2787538982274449,36.8,-0.014770085
2005-07-14 00:00:00+00,LONG,3791,0.09186631906275863,74.87,-0.027075049
2005-07-15 00:00:00+00,LONG,903,0.46434364610293777,96.89,-0.034107216
2005-07-15 00:00:00+00,LONG,1205,0.2821671811667771,37.68,-0.013059053
2005-07-15 00:00:00+00,LONG,3791,0.0,73.13,-0.026162447
2005-07-18 00:00:00+00,LONG,903,0.71875,98.96,-0.03020811
2005-07-18 00:00:00+00,LONG,1205,0.2685963349343639,35.22,-0.008867414
2005-07-18 00:00:00+00,LONG,3791,0.1820241009610297,76.89,-0.032679327
2005-07-19 00:00:00+00,LONG,594,0.01754385964912286,119.23,-0.020043299
2005-07-19 00:00:00+00,LONG,1205,0.24594824565880632,33.08,-0.00765662
2005-07-19 00:00:00+00,LONG,3791,0.0,78.01,-0.03782715
2005-07-20 00:00:00+00,LONG,594,0.0,110.23,-0.010265198
2005-07-20 00:00:00+00,LONG,842,0.0,65.67,-0.0033487924
2005-07-20 00:00:00+00,LONG,1205,0.21134005880881795,33.22,-0.020593725
2005-07-21 00:00:00+00,LONG,842,0.0,66.7,-0.0032277931
2005-07-21 00:00:00+00,LONG,1205,0.21870839334985426,40.4,-0.011283636
2005-07-21 00:00:00+00,LONG,3471,0.84,103.49,-0.028855639
2005-07-22 00:00:00+00,LONG,842,0.0,81.05,-0.016708113
2005-07-22 00:00:00+00,LONG,1205,0.3386740993632978,34.91,-0.015282212
2005-07-25 00:00:00+00,LONG,842,0.0,50.64,-0.020312544
2005-07-26 00:00:00+00,LONG,842,0.0,25.85,-0.032247756
2005-07-29 00:00:00+00,LONG,842,0.0,44.48,-0.029404406
2005-07-29 00:00:00+00,LONG,1288,0.0,68.67,-0.032791957
2005-08-01 00:00:00+00,LONG,842,0.0,41.84,-0.026141077
2005-08-01 00:00:00+00,LONG,1288,0.0,59.78,-0.012384051
2005-08-05 00:00:00+00,LONG,192,0.013176710341068466,71.02,-0.0377905
2005-08-08 00:00:00+00,LONG,192,0.0,72.32,-0.034199443
2005-08-09 00:00:00+00,LONG,192,0.6989360351394891,80.05,-0.03240162
2005-08-10 00:00:00+00,LONG,192,0.5795158670173944,86.0,-0.024353288
2005-08-15 00:00:00+00,LONG,192,0.45222148757840314,84.5,-0.02599908
2005-08-15 00:00:00+00,LONG,3882,0.0,49.98,-0.008647341
2005-08-16 00:00:00+00,LONG,192,0.5033951994799554,84.11,-0.0111970175
2005-08-16 00:00:00+00,LONG,3882,0.0,50.49,-0.0040050354
2005-08-17 00:00:00+00,LONG,192,0.4635491270476032,87.06,-0.020979038
2005-08-17 00:00:00+00,LONG,2617,0.15376081477391076,68.48,-0.011005419
2005-08-17 00:00:00+00,LONG,1160,0.0,49.41,0.011169194
2005-08-17 00:00:00+00,LONG,3882,0.0,58.78,-0.032613944
2005-08-18 00:00:00+00,LONG,192,0.4266347439618794,86.13,-0.009646207
2005-08-18 00:00:00+00,LONG,2617,0.1389519427717062,69.35,-0.015606289
2005-08-18 00:00:00+00,LONG,1160,0.0,50.84,6.32843E-5
2005-08-18 00:00:00+00,LONG,3882,0.0,56.93,-0.020431856
2005-08-19 00:00:00+00,LONG,192,0.41074896146942885,88.0,-0.020358345
2005-08-19 00:00:00+00,LONG,2617,0.17248913983982328,67.09,-0.015347848
2005-08-19 00:00:00+00,LONG,1160,0.0,48.82,-0.0024664472
2005-08-19 00:00:00+00,LONG,3882,0.0,54.85,-0.027755802
2005-08-22 00:00:00+00,LONG,192,0.368947266082357,89.46,-0.030094264
2005-08-22 00:00:00+00,LONG,1160,0.0,49.05,-0.014031854
2005-08-23 00:00:00+00,LONG,192,0.32193799901298764,91.1,-0.032079004
2005-08-23 00:00:00+00,LONG,1160,0.0,49.77,-0.019383669
2005-08-24 00:00:00+00,LONG,192,0.30764137040031725,91.2,-0.028245049
2005-08-24 00:00:00+00,LONG,1160,0.0,49.85,-0.015328412
2005-08-24 00:00:00+00,LONG,3973,0.0,23.71,-0.032388337
2005-08-25 00:00:00+00,LONG,192,0.2650399332121233,91.82,-0.03658732
2005-08-25 00:00:00+00,LONG,1160,0.0,51.13,-0.020435024
2005-08-26 00:00:00+00,LONG,192,0.3049276985960946,92.19,-0.032084495
2005-08-26 00:00:00+00,LONG,1160,0.0,51.29,-0.019019132
2005-08-26 00:00:00+00,LONG,1631,1.0,110.2,-0.016482173
2005-08-29 00:00:00+00,LONG,1160,0.0,51.24,-0.025089063
2005-08-30 00:00:00+00,LONG,1160,0.0,49.89,-0.02090796
2005-08-30 00:00:00+00,LONG,1631,0.9285714285714286,107.54,-0.026278159
2005-08-30 00:00:00+00,LONG,3973,0.0,26.13,-0.034132063
2005-08-31 00:00:00+00,LONG,1160,0.0,49.17,-0.02881834
2005-09-02 00:00:00+00,LONG,3973,0.0,32.1,-0.03461388
2005-09-14 00:00:00+00,LONG,192,0.0,89.86,-0.022593562
2005-09-14 00:00:00+00,LONG,2462,0.22268013719176916,19.34,-0.0014846106
2005-09-15 00:00:00+00,LONG,192,0.24678741053797573,88.15,-0.01312564
2005-09-15 00:00:00+00,LONG,2462,0.16355315271638224,21.15,-0.011227202
2005-09-15 00:00:00+00,LONG,1160,0.0,45.39,-0.036641978
2005-09-16 00:00:00+00,LONG,2462,0.106351489801051,22.09,-0.031543683
2005-09-19 00:00:00+00,LONG,2462,0.13521209749556828,21.87,-0.027811222
2005-09-19 00:00:00+00,LONG,1160,0.0,44.52,-0.030055389
2005-09-19 00:00:00+00,LONG,3973,0.0,32.86,-0.035965826
2005-09-20 00:00:00+00,LONG,2462,0.08892426878247432,24.96,-0.034653183
2005-09-20 00:00:00+00,LONG,3973,0.0,35.56,-0.021248916
2005-09-21 00:00:00+00,LONG,3915,0.0,35.6,-0.004039808
2005-09-22 00:00:00+00,LONG,2801,1.0,111.43,-0.020268831
2005-09-22 00:00:00+00,LONG,3915,0.0,36.67,-0.0340703
2005-09-23 00:00:00+00,LONG,2801,0.9791666666666666,106.54,-0.031505782
2005-09-29 00:00:00+00,LONG,3275,1.0,46.63,-0.014608084
2005-10-04 00:00:00+00,LONG,3310,0.632372467310068,29.14,1.539507E-4
2005-10-05 00:00:00+00,LONG,2961,0.0,71.99,-0.03244228
2005-10-05 00:00:00+00,LONG,3310,0.5885585266647204,31.82,-0.0096236775
2005-10-06 00:00:00+00,LONG,3310,0.5785300528941429,36.17,-0.03254527
2005-10-10 00:00:00+00,LONG,3310,0.45115993202132326,35.66,-0.03082279
2005-10-11 00:00:00+00,LONG,3310,0.3756653444348008,34.96,-0.03348145
2005-10-12 00:00:00+00,LONG,157,1.0,20.23,-0.03466102
2005-10-12 00:00:00+00,LONG,3310,0.38972752474482314,45.01,-0.028457522
2005-10-13 00:00:00+00,LONG,3310,0.3456171362491436,37.08,-0.024541434
2005-10-13 00:00:00+00,LONG,3381,0.7354330925435271,48.53,-0.0077753495
2005-10-13 00:00:00+00,LONG,1790,0.43470988215711537,83.4,-0.020213952
2005-10-14 00:00:00+00,LONG,3310,0.2985350415784466,34.32,-0.035662327
2005-10-14 00:00:00+00,LONG,3381,0.7838431739683787,46.18,-0.0059005045
2005-10-17 00:00:00+00,LONG,3381,0.7834118719681693,48.42,-0.003918749
2005-10-18 00:00:00+00,LONG,3310,0.2863569675484001,35.68,-0.035593957
2005-10-18 00:00:00+00,LONG,3381,0.7688523615437771,43.37,0.006235314
2005-10-18 00:00:00+00,LONG,1790,0.36108666822429214,83.55,-0.032104157
2005-10-19 00:00:00+00,LONG,1288,0.0,78.8,-0.025328
2005-10-19 00:00:00+00,LONG,1514,0.0,25.28,-0.029963547
2005-10-19 00:00:00+00,LONG,1790,0.387537269035586,77.42,-0.029638022
2005-10-20 00:00:00+00,LONG,3310,0.26380868583755007,41.83,-0.038036045
2005-10-20 00:00:00+00,LONG,1288,0.0,88.29,-0.016807524
2005-10-20 00:00:00+00,LONG,3433,1.0,51.3,-0.005619522
