time,side,ticker_id,mv_dn_composite_labels,ma_cloud_diff_8_50_df007,dist_upper_bb_20_2.0_df055,dist_upper_bb_50_2.5_df055
2011-07-25 00:00:00+00,SHORT,562,1.0,0.0033258584,-0.0060897334,-0.01488755
2011-07-25 00:00:00+00,SHORT,2617,0.23144236970651358,0.0013777028,-0.012338101,-0.028840309
2011-07-25 00:00:00+00,SHORT,853,0.33187864873326195,7.155644E-4,-0.0075329863,-0.016856667
2011-07-25 00:00:00+00,SHORT,2938,0.0,-0.0063184467,-0.006726901,-0.057188906
2011-07-25 00:00:00+00,SHORT,1039,0.4861696302050051,0.0199201,-0.0069831363,-0.0048643705
2011-07-25 00:00:00+00,SHORT,1160,0.2568345076947457,0.0038311468,-0.004345534,-0.02845443
2011-07-25 00:00:00+00,SHORT,1173,0.9375,0.018666446,-0.010159492,-0.028332012
2011-07-25 00:00:00+00,SHORT,3233,0.7113460412733071,-0.017080257,-0.012523404,-0.094152294
2011-07-25 00:00:00+00,SHORT,1235,1.0,-0.008812128,-0.005084421,-0.01873218
2011-07-25 00:00:00+00,SHORT,1262,1.0,0.027981736,-0.0057244147,-0.01603471
2011-07-25 00:00:00+00,SHORT,3447,0.9285714285714286,0.012663231,-0.0041669346,-0.009004168
2011-07-25 00:00:00+00,SHORT,1462,1.0,0.014555282,-0.007928428,-0.04677108
2011-07-25 00:00:00+00,SHORT,3522,0.8666666666666667,0.0070906575,-0.0127414465,-0.019982351
2011-07-25 00:00:00+00,SHORT,3652,0.5096593320932064,0.0059915367,-0.010353184,-0.027815925
2011-07-25 00:00:00+00,SHORT,3681,0.5295124711198781,0.004433731,-0.013952804,-0.039481614
2011-07-25 00:00:00+00,SHORT,1840,0.9411764705882353,0.017926792,-0.010199288,-0.023201142
2011-07-25 00:00:00+00,SHORT,4049,0.32704768357331354,0.007728814,-0.0073600793,-0.027949518
2011-07-25 00:00:00+00,SHORT,4088,0.8666666666666667,0.007386702,-0.010902763,-0.014616413
2011-07-26 00:00:00+00,SHORT,4150,0.5823424158003627,0.010941428,-0.014882,-0.0871261
2011-07-26 00:00:00+00,SHORT,4176,0.8571428571428572,-0.006846373,-0.014634309,-0.032956235
2011-07-26 00:00:00+00,SHORT,84,1.0,0.0054130326,-5.3715985E-4,-0.018596487
2011-07-26 00:00:00+00,SHORT,2137,0.0,0.0049942005,-0.011546343,-0.03272621
2011-07-26 00:00:00+00,SHORT,2534,1.0,0.029560857,-0.011688614,-0.04787164
2011-07-26 00:00:00+00,SHORT,555,0.47323533940876555,0.024248887,-0.009285876,-0.010671496
2011-07-26 00:00:00+00,SHORT,2617,0.8666666666666667,0.002639078,-0.015505391,-0.030245654
2011-07-26 00:00:00+00,SHORT,622,1.0,-0.004267825,-0.015238676,-0.037650988
2011-07-26 00:00:00+00,SHORT,2703,0.5311037036825991,0.024864063,-0.00805858,-0.022066945
2011-07-26 00:00:00+00,SHORT,2751,1.0,0.008830045,-0.0039588897,-0.023639096
2011-07-26 00:00:00+00,SHORT,712,1.0,0.013767351,0.012433136,-0.046879336
2011-07-26 00:00:00+00,SHORT,853,0.2660350828942972,0.0021574618,-0.014380714,-0.022567037
2011-07-26 00:00:00+00,SHORT,2961,0.0,-0.002478601,-0.0018908514,-0.035223164
2011-07-26 00:00:00+00,SHORT,1039,0.8,0.022303093,-0.013067151,-0.011901281
2011-07-26 00:00:00+00,SHORT,1076,1.0,-0.0115338005,-0.010631896,-0.02777891
2011-07-26 00:00:00+00,SHORT,1112,0.7692307692307692,0.013674829,-0.013542014,-0.020099455
2011-07-26 00:00:00+00,SHORT,3203,1.0,0.006680958,-0.014339184,-0.019596769
2011-07-26 00:00:00+00,SHORT,1160,0.8,0.007440659,-0.009333314,-0.029610427
2011-07-26 00:00:00+00,SHORT,1235,0.9333333333333333,-0.0071176523,-0.01312729,-0.02583788
2011-07-26 00:00:00+00,SHORT,1262,0.9230769230769231,0.028658206,-0.0125035625,-0.026353892
2011-07-26 00:00:00+00,SHORT,1280,1.0,5.508982E-4,-0.014172412,-0.057159107
2011-07-26 00:00:00+00,SHORT,3352,1.0,0.01230422,-0.0090213325,-0.0224863
2011-07-26 00:00:00+00,SHORT,3447,0.8571428571428572,0.01646018,-0.01383158,-0.01724649
2011-07-26 00:00:00+00,SHORT,1411,1.0,0.0011846186,-0.0017295597,-0.0061716116
2011-07-26 00:00:00+00,SHORT,3522,0.0,0.0077059497,-0.0128538385,-0.020871202
2011-07-26 00:00:00+00,SHORT,3631,1.0,-0.0032177407,0.0068947948,-0.05961822
2011-07-26 00:00:00+00,SHORT,3645,0.8666666666666667,-0.0055683698,-0.012358786,-0.04581678
2011-07-26 00:00:00+00,SHORT,3824,1.0,-0.034051493,-0.0133139575,-0.09095578
2011-07-26 00:00:00+00,SHORT,1832,1.0,0.004967633,-0.0010768656,-0.021200707
2011-07-26 00:00:00+00,SHORT,1853,0.2664235407945063,0.024534296,-0.0043090386,-0.0144212125
2011-07-26 00:00:00+00,SHORT,4049,0.8571428571428572,0.012302245,-0.006683386,-0.02595207
2011-07-27 00:00:00+00,SHORT,39,0.35596726162903547,-0.0019167187,0.0026207534,-0.01996836
2011-07-27 00:00:00+00,SHORT,4176,0.7857142857142857,-0.0040702815,-0.015006103,-0.031649284
2011-07-27 00:00:00+00,SHORT,84,0.9166666666666666,0.009650552,-0.004086003,-0.018137485
2011-07-27 00:00:00+00,SHORT,555,0.44843989243376664,0.024932826,-0.015305565,-0.019863395
2011-07-27 00:00:00+00,SHORT,2703,0.4522451336335337,0.028739555,-0.013432514,-0.02529869
2011-07-27 00:00:00+00,SHORT,2961,0.0,0.003088796,-0.006857724,-0.036044493
2011-07-27 00:00:00+00,SHORT,1235,0.8666666666666667,-0.005861362,-0.013944369,-0.025380496
2011-07-27 00:00:00+00,SHORT,1411,0.9285714285714286,0.00614524,-0.009494074,-0.012152711
2011-07-27 00:00:00+00,SHORT,3522,0.7333333333333334,0.007673708,-0.014331373,-0.022268856
2011-07-27 00:00:00+00,SHORT,1715,0.4903878332213601,0.022319153,-0.008942948,-0.017479355
2011-07-28 00:00:00+00,SHORT,39,0.3721485421842776,0.0041206013,-0.011018252,-0.028277742
2011-07-28 00:00:00+00,SHORT,687,1.0,-0.005838749,-0.0073670526,-0.042421795
2011-07-28 00:00:00+00,SHORT,903,1.0,0.015369379,6.608097E-4,-0.006842098
2011-07-28 00:00:00+00,SHORT,2961,0.0,0.009355282,-0.013563796,-0.038694363
2011-07-28 00:00:00+00,SHORT,3067,0.0,0.01564269,-0.0050262744,-0.012222092
2011-07-28 00:00:00+00,SHORT,1160,0.2982663428256463,0.012125238,-0.014185433,-0.029424243
2011-07-28 00:00:00+00,SHORT,1715,0.6000762328946725,0.027228128,1.9494163E-4,-0.007375776
2011-07-29 00:00:00+00,SHORT,39,0.30823641292519727,0.009755419,-0.013781326,-0.027212813
2011-07-29 00:00:00+00,SHORT,687,0.9,7.625507E-4,-0.011979866,-0.04170157
2011-07-29 00:00:00+00,SHORT,710,1.0,0.026168488,-0.002612073,-0.01305635
2011-07-29 00:00:00+00,SHORT,903,0.9090909090909091,0.017123489,-0.0035862522,-0.010064201
2011-07-29 00:00:00+00,SHORT,1262,0.6363636363636364,0.026617778,-0.0127083855,-0.027480513
2011-08-01 00:00:00+00,SHORT,253,1.0,0.017336255,-0.0061297384,-0.057441656
2011-08-01 00:00:00+00,SHORT,345,0.6153846153846154,0.028618742,-0.012663594,-0.036725365
2011-08-01 00:00:00+00,SHORT,903,0.8181818181818181,0.019698372,-0.012727629,-0.020906031
2011-08-01 00:00:00+00,SHORT,3109,1.0,0.008504931,-0.010194391,-0.011669252
2011-08-01 00:00:00+00,SHORT,1262,0.5454545454545454,0.026618522,-0.011889676,-0.027318379
2011-08-01 00:00:00+00,SHORT,1536,1.0,0.026733765,-0.006792249,-0.032779165
2011-08-01 00:00:00+00,SHORT,3790,0.27359731794608017,0.02956205,-0.0019488848,-0.0340571
2011-08-01 00:00:00+00,SHORT,3882,1.0,0.015123963,-0.014193611,-0.03282779
2011-08-02 00:00:00+00,SHORT,3539,0.15398955956936208,0.030168584,-0.004325835,-0.008029289
2011-08-03 00:00:00+00,SHORT,1790,0.48321650177556147,0.028196393,0.008734186,-0.010947282
2011-08-04 00:00:00+00,SHORT,3748,0.5587389533287936,0.028074078,-0.006584301,-0.020343542
2011-08-05 00:00:00+00,SHORT,906,1.0,-0.027702304,-0.01064208,-0.094538674
2011-08-17 00:00:00+00,SHORT,111,0.755589398735367,-0.009916189,-0.015589396,-0.042720776
2011-08-23 00:00:00+00,SHORT,1853,0.0,-0.0046371594,-0.0050652954,-0.02477456
2011-08-29 00:00:00+00,SHORT,2408,0.030051220096719285,-0.021842923,-0.012846777,-0.050266877
2011-08-29 00:00:00+00,SHORT,2659,0.2336934726048609,-0.042115107,-0.002774475,-0.09892029
2011-08-29 00:00:00+00,SHORT,3040,1.0,0.014009751,-0.014687463,-0.03977211
2011-08-29 00:00:00+00,SHORT,1664,1.0,-0.016069394,-0.006263085,-0.041231703
2011-08-29 00:00:00+00,SHORT,3994,0.0,8.485956E-4,-0.008573106,-0.02853698
2011-08-30 00:00:00+00,SHORT,2408,0.0,-0.01854646,-0.01088798,-0.04635751
2011-08-30 00:00:00+00,SHORT,2508,1.0,0.00830934,-0.0024058372,-0.034729302
2011-08-31 00:00:00+00,SHORT,73,0.0,-0.0385491,-0.0072786175,-0.13135608
2011-08-31 00:00:00+00,SHORT,131,0.0,-0.011285517,-0.012489214,-0.06648026
2011-08-31 00:00:00+00,SHORT,2408,0.0,-0.013004172,-0.0053720493,-0.038053773
2011-08-31 00:00:00+00,SHORT,862,1.0,-0.043141607,-0.0071784146,-0.12646881
2011-08-31 00:00:00+00,SHORT,2999,0.09522490643328556,-0.054597847,-0.01153936,-0.16400546
2011-08-31 00:00:00+00,SHORT,1069,1.0,-0.031749934,-0.0043197437,-0.1082413
2011-08-31 00:00:00+00,SHORT,3275,0.0,-0.024638189,-0.0046935873,-0.09431281
2011-08-31 00:00:00+00,SHORT,3357,1.0,-0.023348963,-6.0259254E-4,-0.12416881
2011-08-31 00:00:00+00,SHORT,1383,0.0,-0.039678827,-0.014941535,-0.12416422
2011-08-31 00:00:00+00,SHORT,3513,0.6893118891979627,-0.051775206,0.0150839295,-0.1479297
2011-08-31 00:00:00+00,SHORT,1532,0.46429425914052047,-0.012542728,-0.0075948047,-0.09091788
2011-08-31 00:00:00+00,SHORT,3677,1.0,-0.055462398,-0.014401599,-0.14527236
2011-08-31 00:00:00+00,SHORT,1731,0.0,-0.02591287,0.014618493,-0.10211318
2011-08-31 00:00:00+00,SHORT,3903,0.0,-0.058465697,-0.009872918,-0.17100202
2011-08-31 00:00:00+00,SHORT,1867,0.0,-0.0418594,-0.0050691385,-0.11863186
2011-08-31 00:00:00+00,SHORT,3994,1.0,0.020118063,0.002270604,-0.01603655
2011-08-31 00:00:00+00,SHORT,4031,0.3013654228140808,0.014577879,-0.006552343,-0.034346297
2011-09-01 00:00:00+00,SHORT,2751,0.23194457048953657,-0.03069187,-0.0066624,-0.11072686
2011-09-01 00:00:00+00,SHORT,796,1.0,-0.048952956,-0.009125846,-0.1526448
2011-09-01 00:00:00+00,SHORT,1076,0.13648331992639498,-0.022043327,-0.012981054,-0.07819441
2011-09-01 00:00:00+00,SHORT,1333,0.0,-0.02625914,-0.012736889,-0.10354348
2011-09-01 00:00:00+00,SHORT,3513,0.8888888888888888,-0.04001723,-0.010619779,-0.15957211
2011-09-01 00:00:00+00,SHORT,3681,1.0,-0.037132457,-5.572944E-4,-0.09958212
2011-09-01 00:00:00+00,SHORT,1684,1.0,0.0067363437,-0.01068634,-0.08070973
2011-09-01 00:00:00+00,SHORT,3838,1.0,-0.010008222,-0.011313271,-0.06598975
2011-09-01 00:00:00+00,SHORT,3841,1.0,-0.0365719,-0.0035065413,-0.15291734
2011-09-02 00:00:00+00,SHORT,1076,0.31127258061613305,-0.013709521,-0.013736677,-0.0743599
2011-09-07 00:00:00+00,SHORT,3748,1.0,0.010958532,0.014264587,0.00299618
2011-09-08 00:00:00+00,SHORT,2159,0.42859435587260164,-0.03147889,-0.012630415,-0.13121915
2011-09-08 00:00:00+00,SHORT,345,1.0,0.018089265,-0.006659916,-0.04594623
2011-09-08 00:00:00+00,SHORT,370,0.6525825083466855,0.022614487,-0.013657159,-0.049907845
2011-09-08 00:00:00+00,SHORT,663,1.0,-0.020250494,-0.00865719,-0.11428434
2011-09-08 00:00:00+00,SHORT,1011,1.0,0.009531881,-0.010306807,-0.08062296
2011-09-14 00:00:00+00,SHORT,780,0.0,-0.040663987,-0.007641519,-0.118818186
2011-09-14 00:00:00+00,SHORT,3471,0.1414354467420411,-0.027493583,-0.015363021,-0.11257045
2011-09-15 00:00:00+00,SHORT,4215,0.6146492777746498,-0.04339772,-0.0121624125,-0.1643568
2011-09-15 00:00:00+00,SHORT,157,0.0,-0.050792165,-0.0030652722,-0.17087093
2011-09-15 00:00:00+00,SHORT,191,1.0,0.023951938,-0.0047178976,-0.07068164
2011-09-15 00:00:00+00,SHORT,2261,1.0,0.026767204,-0.0070939325,-0.063853115
2011-09-15 00:00:00+00,SHORT,2305,0.0,-0.044325262,1.4855732E-4,-0.15040354
2011-09-15 00:00:00+00,SHORT,3179,1.0,1.6190611E-4,-0.013693913,-0.06006035
2011-09-15 00:00:00+00,SHORT,3233,0.16239272322362827,-0.026118726,-0.0070901774,-0.14317647
2011-09-15 00:00:00+00,SHORT,3471,0.47058823529411764,-0.022510756,-0.010717341,-0.09986712
2011-09-16 00:00:00+00,SHORT,68,0.0,-0.0065064393,-0.0028615054,-0.116269484
2011-09-16 00:00:00+00,SHORT,69,1.0,-0.04355024,-0.01349412,-0.13127103
2011-09-16 00:00:00+00,SHORT,2142,0.0,-0.055340365,0.013338694,-0.18181504
2011-09-16 00:00:00+00,SHORT,111,1.0,0.0016056194,-0.013098356,-0.04042506
2011-09-16 00:00:00+00,SHORT,2188,1.0,-0.031099217,-0.009463266,-0.13235632
2011-09-16 00:00:00+00,SHORT,157,0.8333333333333334,-0.03528643,-0.01030834,-0.1604342
2011-09-16 00:00:00+00,SHORT,183,1.0,-0.05387081,-0.011646664,-0.15320435
2011-09-16 00:00:00+00,SHORT,2305,0.0,-0.028561264,-0.0047345655,-0.1399199
2011-09-16 00:00:00+00,SHORT,2349,0.12583413471551594,-0.027600488,-0.0025641324,-0.1491907
2011-09-16 00:00:00+00,SHORT,323,1.0,0.015683487,0.0044394243,-0.05618493
2011-09-16 00:00:00+00,SHORT,2393,0.0,0.021744996,-0.012813914,-0.055648938
2011-09-16 00:00:00+00,SHORT,2431,0.31051900329059506,-0.05747837,-0.011360047,-0.15397216
2011-09-16 00:00:00+00,SHORT,505,0.0,-0.016245684,0.016072454,-0.1039656
2011-09-16 00:00:00+00,SHORT,2613,0.09278645629439854,0.020858826,0.0030824775,-0.019598655
2011-09-16 00:00:00+00,SHORT,2710,0.0,-0.03580621,0.0038280534,-0.12889642
2011-09-16 00:00:00+00,SHORT,780,1.0,-0.020535909,0.015106098,-0.08240443
2011-09-16 00:00:00+00,SHORT,845,0.10168509919038024,-0.034345772,-0.008680704,-0.16455053
2011-09-16 00:00:00+00,SHORT,2930,0.24689601542374587,-0.030084416,-0.010033274,-0.14251228
2011-09-16 00:00:00+00,SHORT,1012,0.0,-0.02389997,-0.011981038,-0.11763038
2011-09-16 00:00:00+00,SHORT,1043,1.0,0.019856066,-0.0017166315,-0.08713776
2011-09-16 00:00:00+00,SHORT,3233,0.14746801403614074,-0.010283327,-0.009687393,-0.13214281
2011-09-16 00:00:00+00,SHORT,1191,1.0,-0.01728114,0.028218584,-0.06268787
2011-09-16 00:00:00+00,SHORT,1453,1.0,-8.3987374E-4,-0.015287891,-0.14207864
2011-09-16 00:00:00+00,SHORT,3614,1.0,0.029474257,-0.002911351,-0.03734891
2011-09-16 00:00:00+00,SHORT,3621,0.13084744851252433,-0.010564697,-0.0066704745,-0.11250058
2011-09-16 00:00:00+00,SHORT,3699,0.8333333333333334,-0.03398066,-0.010173463,-0.17062144
2011-09-16 00:00:00+00,SHORT,1700,0.20954648110033294,0.028766131,-0.0155407125,-0.022025045
2011-09-16 00:00:00+00,SHORT,3824,0.0,0.0054743304,-0.0059978045,-0.059536178
2011-09-19 00:00:00+00,SHORT,2070,1.0,-0.023314362,0.019846972,-0.12203298
2011-09-19 00:00:00+00,SHORT,68,0.0,0.0034205057,-0.007438325,-0.104440756
2011-09-19 00:00:00+00,SHORT,2349,0.0,-0.01939639,-0.013334699,-0.14969574
2011-09-19 00:00:00+00,SHORT,505,0.0,-0.00622235,-0.0070378617,-0.111722
2011-09-19 00:00:00+00,SHORT,780,0.8571428571428572,-0.009745555,0.0025695295,-0.08268311
2011-09-19 00:00:00+00,SHORT,1191,0.8333333333333334,-0.0035503034,-0.0016776219,-0.078454025
2011-09-19 00:00:00+00,SHORT,3684,1.0,0.005929117,-0.0134669,-0.06001135
2011-09-20 00:00:00+00,SHORT,2070,0.2566329704513687,-0.0076087243,0.013310373,-0.110201254
2011-09-20 00:00:00+00,SHORT,73,1.0,-0.002163889,-0.0084911585,-0.08851853
2011-09-20 00:00:00+00,SHORT,2253,1.0,-0.009347058,-0.009626861,-0.091078945
2011-09-20 00:00:00+00,SHORT,2546,0.0,0.016670778,-0.011178307,-0.063702725
2011-09-20 00:00:00+00,SHORT,505,0.0,0.006158895,-0.0076639955,-0.10169177
2011-09-20 00:00:00+00,SHORT,2665,0.45072609078706627,0.011837734,-0.014808255,-0.032442786
2011-09-20 00:00:00+00,SHORT,714,0.0,-0.0034145894,-0.00772367,-0.10142624
2011-09-20 00:00:00+00,SHORT,844,0.3094312498418089,0.013194656,0.0021043492,-0.050030787
2011-09-20 00:00:00+00,SHORT,2898,0.0,-0.019623041,-0.0038220172,-0.07835386
2011-09-20 00:00:00+00,SHORT,853,0.2805182482706831,0.026485682,0.0016370893,-0.023568844
2011-09-20 00:00:00+00,SHORT,869,0.0,0.020134004,-0.006676768,-0.03894291
2011-09-20 00:00:00+00,SHORT,995,0.0,-0.013405564,-0.01345558,-0.14262374
2011-09-20 00:00:00+00,SHORT,3052,0.0,0.013690707,-0.0043231277,-0.042785138
2011-09-20 00:00:00+00,SHORT,3067,0.0,0.02394092,0.0025784695,-0.021359054
2011-09-20 00:00:00+00,SHORT,1160,0.0,0.013545152,-5.288458E-4,-0.04145312
2011-09-20 00:00:00+00,SHORT,1236,1.0,-0.0051513067,0.002606714,-0.08819657
2011-09-20 00:00:00+00,SHORT,3355,1.0,0.018334124,0.006799984,-0.036665212
2011-09-20 00:00:00+00,SHORT,1308,0.4972836697817329,0.007757789,-0.008105066,-0.049106617
2011-09-20 00:00:00+00,SHORT,1328,1.0,-0.03783971,-0.013937481,-0.15572606
2011-09-20 00:00:00+00,SHORT,3538,0.0,0.012776113,-0.011112366,-0.057228953
2011-09-20 00:00:00+00,SHORT,3561,0.0,0.021508504,-0.008296686,-0.038655367
2011-09-20 00:00:00+00,SHORT,1677,0.18230858709623626,-0.033899654,-0.00820571,-0.15278932
2011-09-20 00:00:00+00,SHORT,1678,1.0,-0.033900622,-0.008213524,-0.15279712
2011-09-20 00:00:00+00,SHORT,3742,0.0,0.0107903,0.002837686,-0.0027808878
2011-09-20 00:00:00+00,SHORT,3744,0.0,0.013208928,-0.010097996,-0.11148823
2011-09-20 00:00:00+00,SHORT,3811,0.0,-0.053653482,-0.015332641,-0.17044753
2011-09-20 00:00:00+00,SHORT,2018,0.6555965309597764,0.021460406,-0.011394364,-0.07985624
2011-09-20 00:00:00+00,SHORT,2032,0.0,-0.021253647,-0.009188184,-0.10343703
2011-09-20 00:00:00+00,SHORT,4088,0.0,0.014924332,-0.003940273,-0.034220938
2011-09-21 00:00:00+00,SHORT,844,0.16951449378162023,0.023495842,-0.006696292,-0.05216158
2011-09-21 00:00:00+00,SHORT,3067,0.0,0.027825177,-0.008646185,-0.0330842
2011-09-21 00:00:00+00,SHORT,1288,0.0,-0.0014684465,-0.013313379,-0.059652496
2011-09-21 00:00:00+00,SHORT,1361,0.20238381551638895,0.005218653,-0.009509637,-0.043214463
2011-09-27 00:00:00+00,SHORT,309,0.0,0.024756337,-0.004463424,-0.038708623
2011-09-27 00:00:00+00,SHORT,2659,0.0,0.0282043,-0.009979984,-0.047627725
2011-09-27 00:00:00+00,SHORT,664,1.0,0.022726191,-0.0067149075,-0.05687229
2011-09-27 00:00:00+00,SHORT,988,0.0,-0.014824846,0.0027532054,-0.13947353
2011-09-27 00:00:00+00,SHORT,3109,0.0,-0.0046503185,-0.01564208,-0.06992131
2011-09-27 00:00:00+00,SHORT,1087,1.0,-0.022287533,-0.006780927,-0.13166861
2011-09-27 00:00:00+00,SHORT,1308,0.2546561482754004,0.016709497,-0.015078459,-0.05138771
2011-09-27 00:00:00+00,SHORT,1333,0.0,0.019140877,-0.003933322,-0.04700454
2011-09-27 00:00:00+00,SHORT,3447,0.0,0.0050129145,-0.0035214645,-0.083644986
2011-09-27 00:00:00+00,SHORT,3535,0.0,-0.011768964,0.04032474,-0.105219744
2011-09-27 00:00:00+00,SHORT,3683,0.0,0.02126338,0.020458382,-0.06365179
2011-09-28 00:00:00+00,SHORT,2066,0.0,0.021856308,0.02578331,-0.090252206
2011-09-28 00:00:00+00,SHORT,3535,0.0,0.0029227752,-0.005522239,-0.124786966
2011-09-29 00:00:00+00,SHORT,2568,0.0,-0.050278716,0.0038966734,-0.15588258
2011-09-29 00:00:00+00,SHORT,2923,0.0,-0.010302226,-0.014065903,-0.086756214
2011-09-29 00:00:00+00,SHORT,1087,0.0,-0.009357115,-0.0032923545,-0.10446291
2011-09-29 00:00:00+00,SHORT,1333,0.0,0.02369301,-0.007380232,-0.04284566
2011-09-29 00:00:00+00,SHORT,1361,0.08525430047733376,0.006246143,-0.011805245,-0.0440552
2011-09-29 00:00:00+00,SHORT,3535,0.0,0.01898001,-0.013048151,-0.109730676
2011-09-29 00:00:00+00,SHORT,4088,0.0,0.014517345,-0.012438675,-0.04262336
2011-09-30 00:00:00+00,SHORT,2527,0.0,-0.015907211,-0.014939275,-0.084519826
2011-10-06 00:00:00+00,SHORT,4097,0.0,-0.011076269,-0.009984778,-0.089610904
2011-10-06 00:00:00+00,SHORT,988,0.0,0.01185651,-0.013894319,-0.090670034
2011-10-10 00:00:00+00,SHORT,1210,0.0,0.019386595,-0.013819666,-0.043237455
2011-10-11 00:00:00+00,SHORT,1960,1.0,0.025292289,-0.007745839,-0.03372044
2011-10-12 00:00:00+00,SHORT,4097,0.4692531910745845,0.021276379,0.012858675,-0.0012379903
2011-10-12 00:00:00+00,SHORT,4107,0.0,-0.040937725,-5.903303E-4,-0.1530834
2011-10-12 00:00:00+00,SHORT,85,0.0,0.02942904,0.029142668,-0.017667167
2011-10-12 00:00:00+00,SHORT,2760,0.0,-0.025064161,0.0023756286,-0.15541461
2011-10-12 00:00:00+00,SHORT,836,0.7543685804784447,-0.0022924473,7.5061433E-4,-0.09736566
2011-10-12 00:00:00+00,SHORT,1745,0.37119716461604557,0.02710673,-0.0010900325,-0.035178114
2011-10-12 00:00:00+00,SHORT,3794,0.0,0.0022648866,-0.010307029,-0.03681062
2011-10-14 00:00:00+00,SHORT,4107,0.0,-0.0032954367,-0.015367634,-0.1323836
2011-10-14 00:00:00+00,SHORT,84,0.0,0.014862315,-0.014087822,-0.0380079
2011-10-14 00:00:00+00,SHORT,2345,0.0,-0.010053463,-0.0046224077,-0.08368748
2011-10-14 00:00:00+00,SHORT,2835,1.0,0.01369213,-0.008673982,-0.024313906
2011-10-14 00:00:00+00,SHORT,3137,0.5396103399626345,0.028619532,0.00522691,-0.010205921
2011-10-14 00:00:00+00,SHORT,1210,0.0,0.0134656625,-0.008124043,-0.03476337
2011-10-14 00:00:00+00,SHORT,3469,1.0,-0.012596494,-0.0052337926,-0.07192464
2011-10-14 00:00:00+00,SHORT,3586,0.0,-0.0168577,-0.0131840445,-0.06796943
2011-10-14 00:00:00+00,SHORT,3594,0.0,-0.020359753,0.004729413,-0.11244098
2011-10-14 00:00:00+00,SHORT,4074,0.0,0.01435316,-0.012985232,-0.033532802
2011-10-18 00:00:00+00,SHORT,1734,0.0,0.005639384,-0.0010814809,-0.05101235
2011-10-24 00:00:00+00,SHORT,710,0.04579185986281573,0.022312462,-0.014192618,-0.029079417
2011-10-24 00:00:00+00,SHORT,3381,0.0,-0.030739842,-0.0014243554,-0.08507514
2011-10-25 00:00:00+00,SHORT,4079,1.0,0.021703083,-0.0023694194,-0.018291673
2011-10-27 00:00:00+00,SHORT,4118,1.0,-0.025829373,0.023764621,-0.09031004
2011-10-27 00:00:00+00,SHORT,2090,1.0,0.024567226,0.028348373,-0.038996648
2011-10-27 00:00:00+00,SHORT,50,0.30513026286306133,0.015602894,0.0084286425,-0.08042651
2011-10-27 00:00:00+00,SHORT,411,0.0,0.029424904,-0.0013820964,-0.01445181
2011-10-27 00:00:00+00,SHORT,2518,0.0,0.025767487,-0.0039323713,-0.05209614
2011-10-27 00:00:00+00,SHORT,498,1.0,0.009569907,0.00509087,-0.06496671
2011-10-27 00:00:00+00,SHORT,523,1.0,0.022221025,-0.005538481,-0.06762
2011-10-27 00:00:00+00,SHORT,791,0.445108265156677,0.01689818,0.0075597973,-0.02075968
2011-10-27 00:00:00+00,SHORT,2983,0.7530569503944032,0.023471015,0.015264506,0.00731753
2011-10-27 00:00:00+00,SHORT,975,0.33707229198344263,-0.0049041393,-0.003178186,-0.06632243
2011-10-27 00:00:00+00,SHORT,3116,0.48258632129859913,-0.040485546,0.025131656,-0.17768887
2011-10-27 00:00:00+00,SHORT,3236,0.615171046948571,-0.025207171,0.004010747,-0.12189415
2011-10-27 00:00:00+00,SHORT,1198,0.48644651491836793,0.0144747645,6.3887116E-4,-0.03779712
2011-10-27 00:00:00+00,SHORT,3330,1.0,0.012758037,0.025811708,-0.030759705
2011-10-27 00:00:00+00,SHORT,1299,1.0,0.0036085902,0.015031836,-0.06618366
2011-10-27 00:00:00+00,SHORT,3357,0.25083903427951326,-0.011167744,0.026667625,-0.10632661
2011-10-27 00:00:00+00,SHORT,3378,0.36981421590500163,-0.0032143346,0.0047557,-0.042192005
2011-10-27 00:00:00+00,SHORT,3381,0.1575569911617792,-0.008113072,0.019378677,-0.039263994
2011-10-27 00:00:00+00,SHORT,1404,1.0,-0.030082934,0.030098595,-0.1622441
2011-10-27 00:00:00+00,SHORT,3470,0.4995484643968205,0.014375981,0.019425483,-0.064092666
2011-10-27 00:00:00+00,SHORT,1462,0.6969801358809709,0.003633721,-1.8294698E-4,-0.07634004
2011-10-27 00:00:00+00,SHORT,1474,1.0,0.029990124,0.0063207564,-0.0018879425
2011-10-27 00:00:00+00,SHORT,1483,0.0,-0.04677785,-0.00387105,-0.18444186
2011-10-27 00:00:00+00,SHORT,3556,0.38711354914464724,0.026239812,-0.0087726135,-0.10312126
2011-10-27 00:00:00+00,SHORT,3574,0.0,0.014733557,0.023202976,-0.027671577
2011-10-27 00:00:00+00,SHORT,1650,1.0,0.020013632,0.025561294,-0.021307819
2011-10-27 00:00:00+00,SHORT,1668,0.28911490727693306,0.026924696,0.04179149,-0.04735436
2011-10-27 00:00:00+00,SHORT,1740,0.0,-0.045749936,4.6574548E-4,-0.16531512
2011-10-27 00:00:00+00,SHORT,3868,0.42741206795306846,0.005523041,0.042327594,-0.058832183
2011-10-27 00:00:00+00,SHORT,3915,0.5281736759159487,0.028561385,0.027803957,6.5733975E-4
2011-10-27 00:00:00+00,SHORT,3947,0.7770391300470258,-0.055194087,0.0050141416,-0.11344007
2011-10-27 00:00:00+00,SHORT,4050,0.2991002215635983,-0.014118335,0.033388853,-0.059841417
