time,side,ticker_id,mv_up_composite_labels,accel_volume_5_df025,dist_lower_bb_50_2.0_df055
2005-05-02 00:00:00+00,LONG,3748,1.0,-0.57388407,0.035468306
2005-05-03 00:00:00+00,LONG,2095,1.0,-0.05626478,0.0045675253
2005-05-03 00:00:00+00,LONG,2137,0.09035021555426409,0.26792076,-9.6437254E-4
2005-05-03 00:00:00+00,LONG,2365,0.2679575513846249,-0.731396,0.010801145
2005-05-03 00:00:00+00,LONG,345,0.8054524202730443,-0.25023967,-0.0039772955
2005-05-03 00:00:00+00,LONG,1099,0.0,-0.27003673,0.004961863
2005-05-03 00:00:00+00,LONG,1171,0.9491525423728814,-0.14033963,-0.00546472
2005-05-03 00:00:00+00,LONG,3271,0.6424733506992161,-0.4915513,0.021457985
2005-05-03 00:00:00+00,LONG,3748,0.9743589743589743,-1.2104163,-0.0054657874
2005-05-04 00:00:00+00,LONG,69,1.0,-0.102605626,-0.0057643955
