time,side,ticker_id,mv_dn_composite_labels,normalized_6m_df004,skew_weighted_10_df037,weighted_neg_sum_20_df036,dist_upper_bb_50_2.0_df055
2010-10-11 00:00:00+00,SHORT,2230,0.360791749134948,0.13725491,0.3681933,0.14942305,0.0017924063
2010-10-11 00:00:00+00,SHORT,2367,0.7499877122447155,0.20454545,0.73799795,0.10559347,0.02558687
2010-10-11 00:00:00+00,SHORT,817,0.18694472061331247,0.11111111,0.509877,0.19435945,0.0020817507
2010-10-12 00:00:00+00,SHORT,643,0.0,0.15686275,0.81375057,0.12811005,0.008557379
2010-10-13 00:00:00+00,SHORT,870,0.0,0.125,0.56547046,0.09257673,0.0019612322
2010-10-13 00:00:00+00,SHORT,3613,0.3727542649244984,0.1,0.57956797,0.09712801,0.008830143
2010-10-14 00:00:00+00,SHORT,4112,1.0,0.25,0.7492333,0.06266394,0.04106185
2010-10-15 00:00:00+00,SHORT,4112,0.9333333333333333,0.23636363,0.46054587,0.07279076,0.019120373
2010-10-15 00:00:00+00,SHORT,3443,0.0,0.14285715,0.7114611,0.09047928,0.0019666424
2010-10-18 00:00:00+00,SHORT,4112,0.8666666666666667,0.23636363,0.59496975,0.077007264,0.0050206697
2010-10-18 00:00:00+00,SHORT,2896,0.15590816362749754,0.51282054,0.70488554,0.06891794,0.00850682
2010-10-21 00:00:00+00,SHORT,2877,0.2254919600980034,0.4390244,0.5827281,0.10276209,0.0047870334
2010-10-29 00:00:00+00,SHORT,2272,0.0,0.22222222,0.3246288,0.20523898,0.0066840104
2010-11-02 00:00:00+00,SHORT,2272,0.0,0.23529412,0.46500933,0.22817962,0.0047416114
2010-11-03 00:00:00+00,SHORT,1867,0.21407220940203106,0.3478261,0.58916306,0.045629382,0.0066606896
2010-11-04 00:00:00+00,SHORT,713,0.18204670243225562,0.2857143,0.6320231,0.042190876,0.02031616
2010-11-04 00:00:00+00,SHORT,1063,0.09957477724644052,0.4,0.5222478,0.07464755,0.0010931969
2010-11-04 00:00:00+00,SHORT,1306,0.36248164357584994,0.36363637,0.7489418,0.0988362,0.021651441
2010-11-04 00:00:00+00,SHORT,3433,0.44639013440368713,0.17142858,0.53877413,0.11002792,0.0016277427
2010-11-04 00:00:00+00,SHORT,1927,0.0,0.42857143,0.6957873,0.09510839,0.013664834
2010-11-05 00:00:00+00,SHORT,200,0.2778639299737723,0.25,0.4265947,0.08418865,0.017869456
2010-11-05 00:00:00+00,SHORT,517,0.042003614811384385,0.45945945,0.22041664,0.118419915,0.021552056
2010-11-05 00:00:00+00,SHORT,713,0.1532274744360418,0.27450982,0.51610523,0.03707501,0.0020927384
2010-11-05 00:00:00+00,SHORT,2936,0.0,0.34146342,0.85362625,0.043248788,0.0074328077
2010-11-05 00:00:00+00,SHORT,3046,0.21158678898551128,0.125,0.46649832,0.08150181,0.03759263
2010-11-05 00:00:00+00,SHORT,3114,0.20253711577258715,0.39534885,0.73929477,0.029960858,0.017411428
2010-11-05 00:00:00+00,SHORT,1306,0.3818787331485846,0.37777779,0.7319894,0.0997962,0.0178982
2010-11-05 00:00:00+00,SHORT,3359,0.1715179877473773,0.425,0.7902431,0.037858073,0.01909854
2010-11-05 00:00:00+00,SHORT,1371,0.26637606683679094,0.18181819,0.5580601,0.075731784,0.012425613
2010-11-05 00:00:00+00,SHORT,3607,0.4162304549160267,0.5,0.8456514,0.048154995,0.049874973
2010-11-05 00:00:00+00,SHORT,3631,0.0,0.4651163,0.56653935,0.10891297,0.018892115
2010-11-05 00:00:00+00,SHORT,1780,0.16150778710553576,0.1125,0.44557017,0.1367967,0.017414058
2010-11-05 00:00:00+00,SHORT,3890,0.39782468942425303,0.3611111,0.500895,0.08739193,0.017426418
2010-11-05 00:00:00+00,SHORT,1927,0.10381586843895611,0.4509804,0.6623457,0.09510839,0.017172998
2010-11-08 00:00:00+00,SHORT,200,0.0,0.21428572,0.33896017,0.08994207,0.0031094025
2010-11-08 00:00:00+00,SHORT,2305,0.0641044687710148,0.3488372,0.3946231,0.07336492,0.0075979945
2010-11-08 00:00:00+00,SHORT,713,0.1050498724614583,0.24,0.49295726,0.03707501,0.004930703
2010-11-08 00:00:00+00,SHORT,3046,0.0,0.10714286,0.46798933,0.08999181,0.018201942
2010-11-08 00:00:00+00,SHORT,3607,0.08516304168719724,0.4047619,0.69765043,0.06398961,0.024668595
2010-11-08 00:00:00+00,SHORT,3704,0.0,0.16666667,0.61092925,0.126517,0.011248056
2010-11-08 00:00:00+00,SHORT,1780,0.09660281109712768,0.0952381,0.3320322,0.14360972,0.0063699745
2010-11-08 00:00:00+00,SHORT,3872,0.4572785978911204,0.4090909,0.38208905,0.06177064,0.011413314
2010-11-08 00:00:00+00,SHORT,3890,0.33962212385016527,0.4,0.41019154,0.08280369,0.006109467
2010-11-09 00:00:00+00,SHORT,2473,0.0,0.15789473,0.78457093,0.035906855,0.045536563
2010-11-09 00:00:00+00,SHORT,3607,0.0,0.40963855,0.47009534,0.08141978,0.0024907421
2010-11-09 00:00:00+00,SHORT,3815,0.0,0.20512821,0.7838836,0.06785935,0.010163767
2010-11-09 00:00:00+00,SHORT,4005,0.0,0.10526316,0.5307374,0.08810299,0.030424535
2010-11-10 00:00:00+00,SHORT,4164,0.3998215858751833,0.38554215,0.22713895,0.08234367,0.0012491456
2010-11-10 00:00:00+00,SHORT,2473,0.0,0.15789473,0.74026084,0.042299856,0.030615846
2010-11-10 00:00:00+00,SHORT,3021,0.0,0.27272728,0.51415044,0.08750722,0.004334299
2010-11-10 00:00:00+00,SHORT,3046,0.0,0.10843374,0.3654513,0.111825764,0.0072184773
2010-11-10 00:00:00+00,SHORT,3538,0.44074360625136366,0.11764706,0.37317553,0.09775548,0.0026441005
2010-11-10 00:00:00+00,SHORT,3607,0.03578470326431744,0.40963855,0.48737097,0.08141978,0.012803935
2010-11-10 00:00:00+00,SHORT,3704,0.0,0.18072289,0.5153777,0.124665625,0.009454015
2010-11-10 00:00:00+00,SHORT,4005,0.0,0.10526316,0.5702954,0.09546292,0.015271058
2010-11-11 00:00:00+00,SHORT,356,0.447903222101558,0.16216215,0.5091198,0.13476822,0.019237138
2010-11-11 00:00:00+00,SHORT,2473,0.0,0.1764706,0.7040388,0.04895975,0.016376836
2010-11-11 00:00:00+00,SHORT,3046,0.06463143958683844,0.11904762,0.40889224,0.08971692,0.010659975
2010-11-11 00:00:00+00,SHORT,3607,0.18603081897472398,0.45238096,0.5788963,0.07345165,0.012080586
2010-11-11 00:00:00+00,SHORT,1610,0.3242922189577387,0.27027026,0.6810632,0.13006383,0.05382388
2010-11-11 00:00:00+00,SHORT,3693,0.0,0.21621622,0.60407495,0.15363716,0.0013576389
2010-11-11 00:00:00+00,SHORT,3704,0.0,0.1904762,0.42263108,0.10682872,0.0015872748
2010-11-11 00:00:00+00,SHORT,1745,0.0,0.21428572,0.54175097,0.08772934,0.009375511
2010-11-11 00:00:00+00,SHORT,4005,0.0,0.11764706,0.543564,0.09757692,0.004672577
2010-11-12 00:00:00+00,SHORT,1610,0.1145629659310502,0.19444445,0.39878336,0.15977101,0.008214057
2010-11-15 00:00:00+00,SHORT,4215,0.0,0.475,0.37033665,0.052489273,0.0057968153
2010-12-07 00:00:00+00,SHORT,3116,0.5639843934323673,0.2777778,0.55583066,0.1355761,0.0064994316
2010-12-08 00:00:00+00,SHORT,2518,0.7572434553926193,0.11904762,0.40990958,0.1420713,0.016496817
2010-12-08 00:00:00+00,SHORT,1869,0.0,0.2777778,0.7670065,0.11051005,0.015165247
2010-12-09 00:00:00+00,SHORT,3046,0.278812830473465,0.11904762,0.7653882,0.09559343,0.03900785
2010-12-10 00:00:00+00,SHORT,3046,0.1859744291725796,0.11904762,0.7139803,0.11021094,0.017127935
2010-12-13 00:00:00+00,SHORT,578,0.0,0.1627907,0.265006,0.11085186,0.0058855433
2010-12-14 00:00:00+00,SHORT,3046,0.09879492650532638,0.11904762,0.6949574,0.101015575,0.00243622
2010-12-17 00:00:00+00,SHORT,975,0.4182906888970753,0.51111114,0.24144694,0.0990013,0.008743172
2010-12-17 00:00:00+00,SHORT,3837,0.17881022280311068,0.33333334,0.45252773,0.11413124,0.03612888
2010-12-20 00:00:00+00,SHORT,975,0.37309128641544376,0.51111114,0.3975533,0.1010568,0.0034688616
2010-12-20 00:00:00+00,SHORT,3837,0.0,0.33333334,0.38925657,0.098233595,0.01993278
2010-12-21 00:00:00+00,SHORT,2999,0.3920753710697521,0.42,0.4538336,0.06984115,0.009428251
2010-12-21 00:00:00+00,SHORT,975,0.34960621390508834,0.51111114,0.38271907,0.0941827,0.00265156
2010-12-22 00:00:00+00,SHORT,578,0.0,0.1627907,0.19165696,0.14022526,0.009517261
2011-01-04 00:00:00+00,SHORT,3443,0.13567457809989403,0.4516129,0.5806702,0.122707665,0.0074182563
2011-01-05 00:00:00+00,SHORT,3763,0.6224311343024344,0.25,0.6735968,0.08484352,0.03919074
2011-01-06 00:00:00+00,SHORT,858,0.0,0.5,0.32741126,0.10258593,0.01811865
2011-01-07 00:00:00+00,SHORT,858,0.0,0.5,0.3642643,0.07342432,0.016100846
2011-01-07 00:00:00+00,SHORT,3743,0.25252002017999275,0.23529412,0.7269347,0.038931265,0.04103769
2011-01-10 00:00:00+00,SHORT,191,0.4862063407804018,0.15254237,0.72262937,0.07597748,0.042003058
2011-01-10 00:00:00+00,SHORT,3743,0.20892043087114623,0.23529412,0.5436226,0.0557885,0.015751582
2011-01-11 00:00:00+00,SHORT,3310,0.66255185436776,0.09090909,0.50657904,0.060146715,0.0015684532
2011-01-13 00:00:00+00,SHORT,2431,0.262008386903804,0.13793103,0.7178858,0.06033293,0.008829428
2011-01-13 00:00:00+00,SHORT,2710,0.27749338923947237,0.27906978,0.6026556,0.031170735,0.008451701
2011-01-13 00:00:00+00,SHORT,1869,0.28501297428931244,0.29411766,0.56654674,0.11051014,0.0037267602
2011-01-13 00:00:00+00,SHORT,1910,0.7371165031466966,0.3888889,0.76114947,0.055231743,0.017797753
2011-01-14 00:00:00+00,SHORT,413,0.5462421776293528,0.4117647,0.6819597,0.06039139,0.017040756
2011-01-14 00:00:00+00,SHORT,578,0.0,0.15555556,0.2634158,0.114870586,0.012418587
2011-01-14 00:00:00+00,SHORT,2710,0.3003071022719957,0.25581396,0.5105824,0.03543383,0.0012242269
2011-01-18 00:00:00+00,SHORT,2469,0.45734575309793774,0.094339624,0.7642452,0.039090756,0.023738734
2011-01-18 00:00:00+00,SHORT,429,0.0,0.3859649,0.8525109,0.05472378,0.007922768
2011-01-18 00:00:00+00,SHORT,576,0.3637082747271616,0.4878049,0.7623156,0.022567002,0.026219176
2011-01-18 00:00:00+00,SHORT,730,0.0,0.2,0.8170672,0.036932305,0.048068795
2011-01-18 00:00:00+00,SHORT,1910,0.6538615598756229,0.3611111,0.519482,0.07738769,0.0034657975
2011-01-19 00:00:00+00,SHORT,2469,0.3116159035662603,0.094339624,0.7485449,0.039090756,0.024600828
2011-01-19 00:00:00+00,SHORT,730,0.0,0.2,0.4755397,0.067466654,0.012853025
2011-01-19 00:00:00+00,SHORT,3114,0.37481935383050574,0.375,0.6928664,0.06548105,0.009541139
2011-01-19 00:00:00+00,SHORT,1306,0.12435695093696553,0.37209302,0.6895434,0.049085565,0.04601547
2011-01-20 00:00:00+00,SHORT,1306,0.12229414947871697,0.36363637,0.68921477,0.049085565,0.03888139
2011-01-20 00:00:00+00,SHORT,1633,0.39940809521208603,0.16666667,0.12538627,0.062574655,0.009731783
2011-01-21 00:00:00+00,SHORT,1306,0.0,0.3409091,0.54060185,0.06651297,0.013501273
2011-01-24 00:00:00+00,SHORT,1306,0.06252656577871081,0.25581396,0.54622966,0.068536215,0.004743772
2011-02-01 00:00:00+00,SHORT,1298,0.0,0.375,0.3628654,0.09901834,0.015575697
2011-02-03 00:00:00+00,SHORT,3613,0.0,0.34210527,0.64899427,0.100828156,0.017949188
2011-02-07 00:00:00+00,SHORT,1922,0.21894371238275354,0.5,0.51966417,0.036878627,0.012229049
2011-02-08 00:00:00+00,SHORT,2262,0.6817138009750282,0.46938777,0.41464636,0.03515188,0.0011573138
2011-02-10 00:00:00+00,SHORT,3486,0.34999334933011944,0.5,0.58264667,0.099765755,0.03301832
2011-02-11 00:00:00+00,SHORT,3907,0.43663062241779865,0.4883721,0.5988128,0.10021301,0.0042021866
2011-02-14 00:00:00+00,SHORT,4224,0.42726193704115256,0.5,0.6834384,0.072575614,0.009500668
2011-02-14 00:00:00+00,SHORT,502,0.060108878668775914,0.3548387,0.82336205,0.074721,0.036677375
2011-02-14 00:00:00+00,SHORT,3486,0.25304281466567197,0.45,0.579447,0.10854319,0.0055391393
2011-02-14 00:00:00+00,SHORT,3861,0.360858504460605,0.2264151,0.6887176,0.10744314,0.03255791
2011-02-15 00:00:00+00,SHORT,502,0.0,0.32142857,0.6071025,0.0806988,0.019515455
2011-02-16 00:00:00+00,SHORT,502,0.04939236928723193,0.34615386,0.6999907,0.07293181,0.014335649
2011-02-16 00:00:00+00,SHORT,1869,0.4983868976814809,0.5,0.5511383,0.0987047,0.0034613295
2011-02-17 00:00:00+00,SHORT,502,0.0,0.3548387,0.6717812,0.058876593,0.003329404
2011-02-17 00:00:00+00,SHORT,817,0.27081566200915647,0.41666666,0.4550922,0.1600113,0.03404582
2011-02-17 00:00:00+00,SHORT,1191,0.5266754556996007,0.4878049,0.50885046,0.08888104,0.00971661
2011-02-18 00:00:00+00,SHORT,2050,0.47923649926652584,0.25581396,0.6284715,0.056212116,0.020034615
2011-02-18 00:00:00+00,SHORT,2095,0.379557566103203,0.30232558,0.7176662,0.081063114,0.016386505
2011-02-18 00:00:00+00,SHORT,4223,0.5594879516518709,0.39215687,0.5215378,0.06783429,0.016497018
2011-02-18 00:00:00+00,SHORT,194,0.20009736147685842,0.40425533,0.7987147,0.0868008,0.022645839
2011-02-18 00:00:00+00,SHORT,444,0.13686409354693965,0.18518518,0.8068716,0.104365915,0.05307662
2011-02-18 00:00:00+00,SHORT,2553,0.2852631404936206,0.30232558,0.515992,0.046754576,0.0056133857
2011-02-18 00:00:00+00,SHORT,535,0.0,0.23255815,0.7365023,0.19395496,0.0339871
2011-02-18 00:00:00+00,SHORT,3355,0.0,0.23255815,0.46548137,0.09063781,0.005984437
2011-02-18 00:00:00+00,SHORT,3501,0.3755826574819323,0.44186047,0.69848806,0.047565565,0.021338746
2011-02-18 00:00:00+00,SHORT,3912,0.3367306597876735,0.0952381,0.6364862,0.050578598,0.0108129345
2011-02-22 00:00:00+00,SHORT,444,0.0,0.14,0.43653992,0.14524123,0.0024827209
2011-02-28 00:00:00+00,SHORT,234,0.6305170651511547,0.36585367,0.32867354,0.06701478,0.010052631
2011-02-28 00:00:00+00,SHORT,3283,0.0,0.46341464,0.65057063,0.09583988,0.030213544
2011-02-28 00:00:00+00,SHORT,3648,0.7176992947449019,0.19607843,0.379109,0.043954283,0.0086671
2011-03-03 00:00:00+00,SHORT,2305,1.0,0.37931034,0.34762534,0.098272726,0.024492411
2011-03-03 00:00:00+00,SHORT,427,1.0,0.33333334,0.2400965,0.052736353,0.011042835
2011-03-03 00:00:00+00,SHORT,3648,0.7692307692307692,0.1764706,0.55178595,0.05436261,0.0032206923
2011-03-04 00:00:00+00,SHORT,2132,0.0958609877511096,0.38297874,0.4496304,0.1144013,0.0073890607
2011-03-04 00:00:00+00,SHORT,2305,0.646579180143095,0.43103448,0.26780462,0.098972596,0.015095814
2011-03-04 00:00:00+00,SHORT,427,0.08226181208220495,0.33333334,0.19976608,0.052300565,0.004919272
2011-03-07 00:00:00+00,SHORT,4137,0.507198142556694,0.3,0.535871,0.1080739,0.01914998
2011-03-07 00:00:00+00,SHORT,2285,1.0,0.09756097,0.19092254,0.11567872,0.0068350136
2011-03-07 00:00:00+00,SHORT,2932,0.5946057446858671,0.31707317,0.51375127,0.104817785,0.016933115
2011-03-07 00:00:00+00,SHORT,1483,0.31815676796598635,0.4117647,0.7973828,0.026722662,0.013812606
2011-03-07 00:00:00+00,SHORT,1949,0.0,0.24390244,0.70112497,0.049300235,0.002236103
2011-03-07 00:00:00+00,SHORT,4070,0.3136966209503413,0.25490198,0.2178954,0.06221539,0.01616301
2011-03-08 00:00:00+00,SHORT,4070,0.35517863804661437,0.27450982,0.32200426,0.06221539,0.021964647
2011-03-09 00:00:00+00,SHORT,3309,0.24818613561677547,0.19318181,0.7580832,0.03578771,0.02505206
2011-03-09 00:00:00+00,SHORT,4070,0.10311235928915556,0.27450982,0.6090163,0.06393716,0.013670034
2011-03-11 00:00:00+00,SHORT,3355,0.1921092466825443,0.36363637,0.5069254,0.13676064,0.039020494
2011-03-14 00:00:00+00,SHORT,3355,0.0,0.36363637,0.34253764,0.15946305,0.009950518
2011-03-15 00:00:00+00,SHORT,3355,0.0,0.38636363,0.4432263,0.15974292,0.0047423206
2011-03-17 00:00:00+00,SHORT,3283,0.0,0.19512194,0.29159212,0.1829621,0.011627222
2011-03-23 00:00:00+00,SHORT,3355,0.0,0.36363637,0.26382783,0.11731198,0.0123844035
2011-03-30 00:00:00+00,SHORT,1371,0.0,0.47826087,0.77479637,0.071324855,0.0207323
2011-03-31 00:00:00+00,SHORT,1371,0.0,0.47826087,0.66474473,0.07851565,0.011140205
2011-04-04 00:00:00+00,SHORT,2541,0.5724543968058949,0.14285715,0.62540877,0.084386125,0.019445684
2011-04-04 00:00:00+00,SHORT,684,0.5719098000353136,0.23255815,0.7388886,0.08180942,0.011501472
2011-04-04 00:00:00+00,SHORT,3841,0.6122901271731854,0.45454547,0.7259352,0.064461336,0.010324384
2011-04-05 00:00:00+00,SHORT,1220,0.41624260812026953,0.5116279,0.8262229,0.061242327,0.01814697
2011-04-05 00:00:00+00,SHORT,1360,0.0,0.21052632,0.84633154,0.06706386,0.03723539
2011-04-06 00:00:00+00,SHORT,2548,0.0,0.30232558,0.709277,0.104684904,0.002046886
2011-04-06 00:00:00+00,SHORT,1220,0.34924103504722515,0.44186047,0.72668356,0.065546125,0.0086959265
2011-04-06 00:00:00+00,SHORT,1360,0.0,0.18421052,0.70787156,0.08758369,0.00397915
2011-04-07 00:00:00+00,SHORT,433,0.7841785351191466,0.35632184,0.700973,0.06091429,0.017715394
2011-04-07 00:00:00+00,SHORT,1082,0.0,0.30555555,0.34890604,0.053093184,0.004850267
2011-04-08 00:00:00+00,SHORT,4150,0.37433499985337443,0.28301886,0.7335319,0.071403794,0.00533145
2011-04-08 00:00:00+00,SHORT,602,0.4870758727973439,0.3678161,0.6509408,0.08854937,0.015633278
2011-04-08 00:00:00+00,SHORT,1303,0.0,0.10526316,0.7838442,0.061104685,0.005834158
2011-04-08 00:00:00+00,SHORT,1610,0.8110888472139619,0.14634146,0.7487796,0.11027842,0.0015600901
2011-04-11 00:00:00+00,SHORT,3815,0.5295850681833518,0.4883721,0.5123419,0.09269705,0.0019525699
2011-04-12 00:00:00+00,SHORT,535,1.0,0.4883721,0.60960966,0.13186839,0.0089873895
2011-04-21 00:00:00+00,SHORT,694,0.38976943373169504,0.44444445,0.7472403,0.10049372,0.004449859
2011-04-21 00:00:00+00,SHORT,3677,1.0,0.44,0.6897735,0.037182815,0.052931003
2011-04-25 00:00:00+00,SHORT,2323,0.48474268838675144,0.509434,0.653471,0.07489737,0.010197049
2011-04-25 00:00:00+00,SHORT,444,1.0,0.094339624,0.26170757,0.11882544,0.008585217
2011-04-25 00:00:00+00,SHORT,3677,0.8088968739321539,0.3773585,0.41841286,0.06360841,0.014084464
2011-04-27 00:00:00+00,SHORT,192,0.6321762850857789,0.11111111,0.64258397,0.08920786,0.013833183
2011-04-28 00:00:00+00,SHORT,2686,1.0,0.11320755,0.3801541,0.10024289,0.004103777
2011-04-28 00:00:00+00,SHORT,3127,0.8475858196663144,0.24444444,0.7454146,0.05569917,0.011270101
2011-05-02 00:00:00+00,SHORT,4123,0.24910740294407735,0.22727273,0.3916568,0.082150206,0.0031827271
2011-05-02 00:00:00+00,SHORT,270,0.32460029643018395,0.1,0.5234002,0.06127052,0.010100896
2011-05-02 00:00:00+00,SHORT,622,1.0,0.3243243,0.37070775,0.047222942,0.0018493781
2011-05-02 00:00:00+00,SHORT,3420,1.0,0.3409091,0.5498235,0.06662585,0.003241022
2011-05-03 00:00:00+00,SHORT,270,0.29046238680149444,0.0952381,0.80977154,0.06408397,0.0052120117
2011-05-03 00:00:00+00,SHORT,2686,0.625,0.094339624,0.8034779,0.09072161,0.0053037717
2011-05-03 00:00:00+00,SHORT,2863,1.0,0.3962264,0.8515423,0.055616483,0.004186419
2011-05-03 00:00:00+00,SHORT,1719,0.5231083652950229,0.23076923,0.67247486,0.0966055,0.03734453
2011-05-04 00:00:00+00,SHORT,610,0.9411764705882353,0.35416666,0.80352396,0.0936703,0.0013633778
2011-05-04 00:00:00+00,SHORT,3198,0.37288800139879413,0.14285715,0.8402415,0.05659557,0.002717865
2011-05-04 00:00:00+00,SHORT,1719,0.26252177325011944,0.25490198,0.630591,0.10056926,0.022647407
2011-05-05 00:00:00+00,SHORT,1719,0.16880093280205694,0.21568628,0.5550618,0.10012693,0.0068904916
2011-05-06 00:00:00+00,SHORT,1719,0.12902947036214082,0.1923077,0.51221925,0.0915743,0.0047450587
2011-05-09 00:00:00+00,SHORT,2116,0.6034406003821133,0.13636364,0.58772516,0.09536309,0.03268062
2011-05-09 00:00:00+00,SHORT,1719,0.0,0.20754717,0.5589054,0.08692931,0.030846091
2011-05-10 00:00:00+00,SHORT,3686,0.7259370457289365,0.2857143,0.68324256,0.0653088,0.02852017
2011-05-10 00:00:00+00,SHORT,3885,0.2433976032170799,0.21052632,0.7228583,0.05449029,0.02477287
2011-05-11 00:00:00+00,SHORT,1790,0.24856975159118155,0.45454547,0.812452,0.046344765,0.04761427
2011-05-12 00:00:00+00,SHORT,3686,0.5847116024433225,0.33333334,0.31769952,0.083967365,0.0042788745
2011-05-12 00:00:00+00,SHORT,1790,0.33002006073884893,0.3,0.75041187,0.05673341,0.022694733
2011-05-13 00:00:00+00,SHORT,1790,0.18918050394329536,0.36363637,0.7526014,0.048761547,0.0104984585
2011-05-19 00:00:00+00,SHORT,68,1.0,0.4074074,0.32460442,0.06457137,0.0069356393
2011-05-20 00:00:00+00,SHORT,5,0.6646049624816542,0.11627907,0.16647814,0.16115539,0.0048041916
2011-05-20 00:00:00+00,SHORT,2111,0.0,0.45454547,0.66097784,0.06370621,0.0050104493
2011-05-23 00:00:00+00,SHORT,158,0.2818166370328081,0.39473686,0.8581355,0.06755887,0.0035846736
2011-05-23 00:00:00+00,SHORT,1453,0.3697480958821123,0.33333334,0.38829723,0.117828414,0.031298824
2011-05-24 00:00:00+00,SHORT,1453,0.3203589987185414,0.33962265,0.39545786,0.117828414,0.031865295
2011-05-25 00:00:00+00,SHORT,1453,0.2659359450301985,0.29411766,0.3551675,0.12909149,0.010703943
2011-05-26 00:00:00+00,SHORT,1453,0.4081562218016808,0.28846154,0.32258403,0.122270204,0.008491406
2011-05-27 00:00:00+00,SHORT,1453,0.4090140913634436,0.3018868,0.33841434,0.10761819,0.006439011
2011-05-31 00:00:00+00,SHORT,2116,0.0,0.125,0.68205863,0.10620811,0.0023465725
2011-05-31 00:00:00+00,SHORT,234,0.6243746356583204,0.41860464,0.38552466,0.069172904,0.0044280463
2011-05-31 00:00:00+00,SHORT,2345,0.0,0.13333334,0.548865,0.13375658,0.012471984
2011-05-31 00:00:00+00,SHORT,1082,1.0,0.11111111,0.37398842,0.069252655,0.014157608
2011-05-31 00:00:00+00,SHORT,1300,0.4039990333410318,0.1875,0.664785,0.1283415,0.007117879
2011-06-01 00:00:00+00,SHORT,1262,0.2895311031227995,0.09090909,0.68161154,0.07871451,0.008984677
2011-06-09 00:00:00+00,SHORT,753,0.07879703198167919,0.12195122,0.14834109,0.13754779,0.004578833
2011-07-06 00:00:00+00,SHORT,19,1.0,0.2,0.6258574,0.07741982,0.01977028
2011-07-06 00:00:00+00,SHORT,1939,1.0,0.37254903,0.48250437,0.082784064,0.013422624
2011-07-07 00:00:00+00,SHORT,2261,1.0,0.28301886,0.80878496,0.03120625,0.016822618
2011-07-07 00:00:00+00,SHORT,974,1.0,0.09756097,0.4563675,0.08889522,0.005763522
2011-07-07 00:00:00+00,SHORT,1383,1.0,0.19512194,0.7610116,0.047328565,0.013769556
2011-07-07 00:00:00+00,SHORT,3895,1.0,0.43396226,0.6831536,0.085224785,0.0061472273
2011-07-07 00:00:00+00,SHORT,4031,1.0,0.3043478,0.47795066,0.030418113,0.003550869
2011-07-07 00:00:00+00,SHORT,2006,1.0,0.13333334,0.6584066,0.110401414,0.023080835
2011-07-08 00:00:00+00,SHORT,2261,0.9,0.2962963,0.6902968,0.040244572,0.004654534
2011-07-08 00:00:00+00,SHORT,1297,0.8841022200978593,0.4,0.7019482,0.05860615,0.01177565
2011-07-08 00:00:00+00,SHORT,1383,0.9,0.19512194,0.75456053,0.047328565,0.009447241
2011-07-08 00:00:00+00,SHORT,3895,0.875,0.42592594,0.71280324,0.085224785,0.023489038
2011-07-08 00:00:00+00,SHORT,1966,0.9,0.23636363,0.6719018,0.085799016,0.0055514853
2011-07-08 00:00:00+00,SHORT,2006,0.875,0.13333334,0.5718858,0.11974721,0.0110532865
2011-07-12 00:00:00+00,SHORT,1324,1.0,0.5,0.8156832,0.06630872,0.009024316
2011-07-15 00:00:00+00,SHORT,2381,0.7496848525598803,0.14285715,0.4013272,0.20375356,0.011301348
2011-07-18 00:00:00+00,SHORT,4137,1.0,0.2,0.6885362,0.12873851,0.019851426
2011-07-19 00:00:00+00,SHORT,3116,1.0,0.33333334,0.24179003,0.11353351,0.0060881404
2011-07-20 00:00:00+00,SHORT,4137,0.18299231525891937,0.2,0.360274,0.15972868,0.0025423989
2011-07-20 00:00:00+00,SHORT,773,1.0,0.25,0.52528983,0.06889459,0.0051240725
2011-07-20 00:00:00+00,SHORT,834,1.0,0.4473684,0.455033,0.0818228,0.01936737
2011-07-21 00:00:00+00,SHORT,4097,0.47625252185052114,0.38271606,0.16553463,0.10037173,0.004431598
2011-07-21 00:00:00+00,SHORT,4136,1.0,0.45,0.522736,0.060313392,0.0020982213
2011-07-21 00:00:00+00,SHORT,370,0.35073135642134445,0.47368422,0.09727815,0.08678967,0.011636582
2011-07-21 00:00:00+00,SHORT,817,0.9411764705882353,0.34285715,0.2566378,0.062523186,0.003743463
2011-07-21 00:00:00+00,SHORT,834,0.9444444444444444,0.47368422,0.43607378,0.07827324,0.012675205
2011-07-21 00:00:00+00,SHORT,869,1.0,0.17391305,0.27184895,0.0492221,0.016181478
2011-07-21 00:00:00+00,SHORT,874,1.0,0.13636364,0.380373,0.07939138,0.024686618
2011-07-21 00:00:00+00,SHORT,1039,1.0,0.4347826,0.25802943,0.051596444,0.015885836
2011-07-22 00:00:00+00,SHORT,2351,1.0,0.35,0.341438,0.028690193,0.0137439715
2011-07-22 00:00:00+00,SHORT,370,0.34119819887015473,0.47368422,0.1361546,0.05728163,0.010542655
2011-07-22 00:00:00+00,SHORT,739,0.6970294509358185,0.27027026,0.3325747,0.089185804,0.01655761
2011-07-22 00:00:00+00,SHORT,869,0.9333333333333333,0.2173913,0.29379997,0.036538474,0.011042921
2011-07-22 00:00:00+00,SHORT,874,0.9473684210526316,0.17777778,0.50505835,0.074999675,0.023619924
2011-07-22 00:00:00+00,SHORT,918,1.0,0.25,0.26530886,0.056005623,0.012428686
2011-07-22 00:00:00+00,SHORT,1012,1.0,0.35555556,0.3606346,0.047545817,0.006547271
2011-07-22 00:00:00+00,SHORT,1039,0.9333333333333333,0.47826087,0.29444805,0.04301487,0.00854671
2011-07-22 00:00:00+00,SHORT,1299,1.0,0.2631579,0.15480167,0.039618883,0.008515405
