time,side,ticker_id,mv_dn_composite_labels,skew_weighted_60_df037,dist_upper_bb_50_2.0_df055
2005-02-07 00:00:00+00,SHORT,3742,0.6850487371929544,0.07933809,0.0061930665
2005-02-08 00:00:00+00,SHORT,2410,0.3768328275207129,0.05454058,0.0027486642
2005-02-08 00:00:00+00,SHORT,675,0.5322266725621734,0.07556519,2.0330428E-4
2005-02-15 00:00:00+00,SHORT,2393,0.6845004967076297,-0.029259246,0.0027777497
2005-02-16 00:00:00+00,SHORT,2393,0.6814979216555563,-0.0028188385,-0.00428021
2005-02-16 00:00:00+00,SHORT,3469,0.4319206056117726,0.080199406,0.003545865
2005-02-18 00:00:00+00,SHORT,3791,0.5378446040268953,0.037408635,0.012679904
2005-02-28 00:00:00+00,SHORT,3743,0.40930746880284247,0.0033580784,-0.0030809625
2005-03-08 00:00:00+00,SHORT,898,1.0,-0.010359124,0.0064398367
2005-03-11 00:00:00+00,SHORT,629,0.5357780265305563,0.07886847,0.008301621
2005-03-14 00:00:00+00,SHORT,629,0.5460879840797739,0.049800135,0.002556343
2005-03-14 00:00:00+00,SHORT,799,1.0,0.057994716,-0.004632089
2005-03-14 00:00:00+00,SHORT,3343,0.7822541647676121,0.03164864,0.0015265044
2005-03-15 00:00:00+00,SHORT,2042,1.0,0.06823913,-0.0011029597
2005-03-18 00:00:00+00,SHORT,429,0.8225193187954439,-0.0017876716,0.00637374
2005-03-21 00:00:00+00,SHORT,3293,0.3970525859066154,-0.016228952,0.0038466877
2005-03-21 00:00:00+00,SHORT,3905,0.5397076323069038,0.045914218,-0.0021629934
2005-03-23 00:00:00+00,SHORT,2923,1.0,0.019120475,0.031013107
2005-03-24 00:00:00+00,SHORT,2923,0.7426934883973229,-0.032220136,0.0035760368
2005-04-07 00:00:00+00,SHORT,444,1.0,0.04942078,0.017550863
2005-04-08 00:00:00+00,SHORT,444,0.5881820195265718,0.062243097,0.006045382
2005-04-11 00:00:00+00,SHORT,444,0.4628760955601689,0.056991734,7.9552067E-4
2005-04-13 00:00:00+00,SHORT,76,0.0,0.051387876,-0.0041897427
2005-04-13 00:00:00+00,SHORT,3052,0.24627944340282562,0.0824834,0.006632261
2005-04-14 00:00:00+00,SHORT,3052,0.18336868445341853,0.05219412,-0.005495762
2005-04-29 00:00:00+00,SHORT,2116,0.1724030228044281,0.0761239,-0.004636981
