time,side,ticker_id,mv_dn_composite_labels,ev_ebitda_minmax_sector_df077,skew_weighted_20_df037
2010-11-10 00:00:00+00,SHORT,2473,0.0,0.4305,0.59545684
2010-11-10 00:00:00+00,SHORT,712,0.0,0.364,0.48219532
2010-11-10 00:00:00+00,SHORT,1678,0.9473684210526316,0.1829,0.6538122
2010-11-11 00:00:00+00,SHORT,2211,0.38677127778430936,0.1026,0.5832296
2010-11-11 00:00:00+00,SHORT,2473,0.0,0.4311,0.53606594
2010-11-11 00:00:00+00,SHORT,712,0.0,0.3645,0.5407106
2010-11-11 00:00:00+00,SHORT,788,0.0,0.113,0.50916314
2010-11-11 00:00:00+00,SHORT,1678,0.5360303899255002,0.1819,0.6185366
2010-11-11 00:00:00+00,SHORT,1770,0.0,0.3299,0.5309967
2010-11-15 00:00:00+00,SHORT,4169,0.0,0.2008,0.5035592
2010-11-15 00:00:00+00,SHORT,788,0.0,0.1141,0.5509492
2010-11-15 00:00:00+00,SHORT,1927,0.0,0.2816,0.5018657
2010-11-16 00:00:00+00,SHORT,788,0.0,0.1154,0.53439707
2010-11-17 00:00:00+00,SHORT,788,0.0,0.1141,0.54518646
2010-11-26 00:00:00+00,SHORT,2272,0.0,0.0638,0.6257433
2010-11-29 00:00:00+00,SHORT,2272,0.0,0.0617,0.5557185
2010-11-30 00:00:00+00,SHORT,2272,0.0,0.0624,0.5215027
2010-11-30 00:00:00+00,SHORT,844,1.0,0.4437,0.55652076
2010-12-01 00:00:00+00,SHORT,2272,0.0,0.0616,0.5276922
2010-12-01 00:00:00+00,SHORT,844,0.6087420594838441,0.4287,0.53362834
2010-12-02 00:00:00+00,SHORT,2272,0.0,0.0614,0.49653026
2010-12-13 00:00:00+00,SHORT,3861,0.7118942489899296,0.123,0.6489535
2010-12-14 00:00:00+00,SHORT,1869,0.0,0.4141,0.48706976
2010-12-15 00:00:00+00,SHORT,1869,0.0,0.4117,0.529693
2010-12-16 00:00:00+00,SHORT,1869,0.0,0.4106,0.5226528
2010-12-20 00:00:00+00,SHORT,2323,0.12573378649769537,0.1183,0.766684
2010-12-20 00:00:00+00,SHORT,3436,0.3653233041823089,0.1108,0.7222675
2010-12-21 00:00:00+00,SHORT,2291,0.6564558938817535,0.3873,0.4969582
2010-12-21 00:00:00+00,SHORT,2323,0.11824021393808837,0.1174,0.74231225
2010-12-21 00:00:00+00,SHORT,1072,0.570016739608483,0.1103,0.5383553
2010-12-21 00:00:00+00,SHORT,3436,0.2918217406659439,0.1098,0.66843855
2010-12-22 00:00:00+00,SHORT,2291,0.5503817010456642,0.3854,0.557669
2010-12-22 00:00:00+00,SHORT,2323,0.0,0.1178,0.6499415
2010-12-22 00:00:00+00,SHORT,3436,0.23738531598764823,0.1106,0.5308821
2010-12-23 00:00:00+00,SHORT,2291,0.5075988033440185,0.3718,0.47611588
2010-12-23 00:00:00+00,SHORT,2323,0.0,0.124,0.6184043
2010-12-27 00:00:00+00,SHORT,2291,0.3857053999329838,0.3313,0.5806317
2010-12-27 00:00:00+00,SHORT,2323,0.0,0.13,0.6420855
2010-12-27 00:00:00+00,SHORT,3436,0.13598184985186956,0.1222,0.47084913
2010-12-28 00:00:00+00,SHORT,4136,0.10137328210031558,0.2713,0.55763984
2010-12-28 00:00:00+00,SHORT,2291,0.3511330687978259,0.3434,0.488663
2010-12-28 00:00:00+00,SHORT,2323,0.0,0.1296,0.51822776
2010-12-28 00:00:00+00,SHORT,3447,0.5255747979478329,0.3848,0.52956635
2010-12-29 00:00:00+00,SHORT,2323,0.0,0.1273,0.51157326
2010-12-29 00:00:00+00,SHORT,2999,0.11746503054624712,0.1356,0.47755256
2010-12-30 00:00:00+00,SHORT,2323,0.0,0.1296,0.51206994
2010-12-31 00:00:00+00,SHORT,2323,0.0,0.1644,0.5102987
2011-01-03 00:00:00+00,SHORT,4172,0.11129766251143845,0.6079,0.5883051
2011-01-03 00:00:00+00,SHORT,2323,0.0,0.1649,0.55003375
2011-01-03 00:00:00+00,SHORT,1022,0.8346452604582766,0.4128,0.49768102
2011-01-03 00:00:00+00,SHORT,3818,0.0,0.1698,0.52364236
2011-01-04 00:00:00+00,SHORT,19,1.0,0.2449,0.5061308
2011-01-04 00:00:00+00,SHORT,4172,0.043603997827502655,0.6122,0.5413852
2011-01-05 00:00:00+00,SHORT,4172,0.10077395519103541,0.6147,0.5341499
2011-01-05 00:00:00+00,SHORT,631,0.0,0.1621,0.5161524
2011-01-06 00:00:00+00,SHORT,4172,0.13024534180987,0.6136,0.4892612
2011-01-06 00:00:00+00,SHORT,4215,0.5590665937082644,0.1573,0.608682
2011-01-07 00:00:00+00,SHORT,4215,0.3423763488297873,0.1522,0.470604
2011-01-07 00:00:00+00,SHORT,3595,0.20017471738510395,0.4125,0.625107
2011-01-07 00:00:00+00,SHORT,3743,0.25252002017999275,0.1764,0.53433114
2011-01-10 00:00:00+00,SHORT,3595,0.0,0.4135,0.5701104
2011-01-11 00:00:00+00,SHORT,4215,0.4188066451338421,0.1508,0.5019875
2011-01-11 00:00:00+00,SHORT,3595,0.0,0.4107,0.5803155
2011-01-12 00:00:00+00,SHORT,4215,0.3068855384155523,0.1502,0.5724961
2011-01-12 00:00:00+00,SHORT,3595,0.17932648843076718,0.4142,0.57010764
2011-01-13 00:00:00+00,SHORT,4215,0.2015711682700542,0.1502,0.54307765
2011-01-13 00:00:00+00,SHORT,874,0.4316417400056168,0.3559,0.78860605
2011-01-14 00:00:00+00,SHORT,4215,0.135094853524296,0.1481,0.4784021
2011-01-14 00:00:00+00,SHORT,874,0.3230993035147139,0.3513,0.55815494
2011-01-14 00:00:00+00,SHORT,3594,0.8261137890391643,0.1568,0.6436094
2011-01-14 00:00:00+00,SHORT,1927,0.8616820003643445,0.1478,0.6779837
2011-01-18 00:00:00+00,SHORT,4215,0.13314291056485497,0.1477,0.4718292
2011-01-18 00:00:00+00,SHORT,2469,0.45734575309793774,0.1561,0.7112616
2011-01-18 00:00:00+00,SHORT,576,0.3637082747271616,0.1027,0.74398905
2011-01-18 00:00:00+00,SHORT,730,0.0,0.1646,0.58425605
2011-01-18 00:00:00+00,SHORT,874,0.16444938844407778,0.3577,0.52440846
2011-01-18 00:00:00+00,SHORT,920,0.5714285714285714,0.2846,0.81814224
2011-01-18 00:00:00+00,SHORT,3594,0.8334843456392101,0.1578,0.5929812
2011-01-18 00:00:00+00,SHORT,1927,0.7527333872763701,0.1488,0.59211415
2011-01-19 00:00:00+00,SHORT,2469,0.3116159035662603,0.1581,0.72028136
2011-01-19 00:00:00+00,SHORT,487,0.0,0.2706,0.75954753
2011-01-19 00:00:00+00,SHORT,576,0.21696387525204347,0.1034,0.5355632
2011-01-19 00:00:00+00,SHORT,3594,0.6171898299223324,0.1598,0.5196321
2011-01-20 00:00:00+00,SHORT,487,0.0,0.2743,0.57423097
2011-01-21 00:00:00+00,SHORT,487,0.0,0.2735,0.5356015
2011-01-24 00:00:00+00,SHORT,2469,0.0,0.1577,0.5188599
2011-01-26 00:00:00+00,SHORT,2469,0.0,0.1549,0.4700227
2011-02-02 00:00:00+00,SHORT,3420,0.6018705315243211,0.1036,0.47288877
2011-02-16 00:00:00+00,SHORT,3343,0.43411640326826645,0.0624,0.7670163
2011-02-17 00:00:00+00,SHORT,4169,0.2096722678022877,0.1908,0.49835354
2011-02-17 00:00:00+00,SHORT,844,0.0,0.1636,0.48154908
2011-02-17 00:00:00+00,SHORT,3343,0.36782627900304166,0.0606,0.6062104
2011-02-17 00:00:00+00,SHORT,1869,0.3989116196576139,0.4034,0.55936384
2011-02-17 00:00:00+00,SHORT,4000,0.19943148360326413,0.2525,0.6153988
2011-02-18 00:00:00+00,SHORT,2142,0.539711293727345,0.2035,0.5821444
2011-02-18 00:00:00+00,SHORT,304,0.31626836807449205,0.3969,0.505481
2011-02-18 00:00:00+00,SHORT,444,0.13686409354693965,0.5597,0.5113755
2011-02-18 00:00:00+00,SHORT,631,0.1666582899255282,0.116,0.4798875
2011-02-18 00:00:00+00,SHORT,1063,0.23786498381724772,0.3995,0.5475445
2011-02-18 00:00:00+00,SHORT,1191,0.8333333333333334,0.0998,0.5128286
2011-02-18 00:00:00+00,SHORT,3286,0.21675415511949614,0.4078,0.49912673
2011-02-18 00:00:00+00,SHORT,3343,0.350344336306797,0.0594,0.5750184
2011-02-18 00:00:00+00,SHORT,3782,0.5709847506659573,0.1426,0.46819556
2011-02-18 00:00:00+00,SHORT,1740,0.0,0.258,0.5551273
2011-02-18 00:00:00+00,SHORT,4000,0.0,0.2523,0.49961028
2011-02-28 00:00:00+00,SHORT,1072,0.3340395608674225,0.5956,0.48199877
2011-02-28 00:00:00+00,SHORT,1919,0.4409272499511502,0.0756,0.69284457
2011-03-03 00:00:00+00,SHORT,631,0.0,0.1058,0.47321162
2011-03-03 00:00:00+00,SHORT,3275,0.23680760227110012,0.0938,0.49775633
2011-03-04 00:00:00+00,SHORT,2747,0.37387092533611604,0.0917,0.5337016
2011-03-07 00:00:00+00,SHORT,4137,0.507198142556694,0.0549,0.5772628
2011-03-07 00:00:00+00,SHORT,2747,0.2865359454898501,0.0944,0.51686025
2011-03-07 00:00:00+00,SHORT,1004,0.2735308495872216,0.1937,0.5912009
2011-03-07 00:00:00+00,SHORT,1064,0.0,0.2572,0.56059027
2011-03-07 00:00:00+00,SHORT,3142,0.4950257457338091,0.096,0.7304149
2011-03-07 00:00:00+00,SHORT,1483,0.31815676796598635,0.0605,0.79326576
2011-03-07 00:00:00+00,SHORT,1949,0.0,0.0724,0.6171439
2011-03-08 00:00:00+00,SHORT,4137,0.49572726825622754,0.0537,0.54731154
2011-03-08 00:00:00+00,SHORT,2747,0.35011155321830817,0.0888,0.5154546
2011-03-08 00:00:00+00,SHORT,1064,0.0,0.2525,0.5599299
2011-03-08 00:00:00+00,SHORT,3142,0.49758520670310935,0.0904,0.72394836
2011-03-08 00:00:00+00,SHORT,1483,0.04359677464468951,0.0598,0.77224815
2011-03-08 00:00:00+00,SHORT,1949,0.0,0.0717,0.5920717
2011-03-09 00:00:00+00,SHORT,2747,0.07516429929774555,0.0843,0.4909634
2011-03-09 00:00:00+00,SHORT,1064,0.0,0.2596,0.49442333
2011-03-09 00:00:00+00,SHORT,3142,0.2408156614947966,0.0859,0.6879802
2011-03-09 00:00:00+00,SHORT,1483,0.0,0.0595,0.71806854
2011-03-09 00:00:00+00,SHORT,1949,0.0,0.0712,0.6668458
2011-03-10 00:00:00+00,SHORT,3142,0.13829463215164806,0.0952,0.49873608
2011-03-10 00:00:00+00,SHORT,1949,0.0,0.0719,0.475062
2011-04-04 00:00:00+00,SHORT,984,0.0,0.1136,0.49079964
2011-04-04 00:00:00+00,SHORT,1437,0.7365395987319125,0.0586,0.51872927
2011-04-05 00:00:00+00,SHORT,2272,0.6342981133620973,0.158,0.6122177
2011-04-05 00:00:00+00,SHORT,920,0.6545789694444271,0.2235,0.5093686
2011-04-05 00:00:00+00,SHORT,984,0.0,0.1138,0.55936944
2011-04-06 00:00:00+00,SHORT,984,0.0,0.1147,0.5314092
2011-04-07 00:00:00+00,SHORT,2323,0.0,0.6518,0.5493686
2011-04-07 00:00:00+00,SHORT,984,0.0,0.1146,0.67392725
2011-04-07 00:00:00+00,SHORT,3283,0.30146879115139247,0.4738,0.53968346
2011-04-07 00:00:00+00,SHORT,1437,0.4870179772054874,0.0592,0.5119334
2011-04-08 00:00:00+00,SHORT,4150,0.37433499985337443,0.5712,0.5740267
2011-04-08 00:00:00+00,SHORT,984,0.0,0.1138,0.62605363
2011-04-08 00:00:00+00,SHORT,1064,0.873902082979209,0.0766,0.47337893
2011-04-08 00:00:00+00,SHORT,3283,0.3000787032720542,0.4692,0.47174656
2011-04-08 00:00:00+00,SHORT,1368,1.0,0.5621,0.50368637
2011-04-11 00:00:00+00,SHORT,4150,0.2867088974454332,0.5802,0.5898742
2011-04-11 00:00:00+00,SHORT,498,0.7522719803916516,0.0645,0.5140629
2011-04-11 00:00:00+00,SHORT,984,0.0,0.1155,0.4716858
2011-04-12 00:00:00+00,SHORT,498,0.29928494130619476,0.0644,0.5123745
2011-04-13 00:00:00+00,SHORT,498,0.2129279105505908,0.0647,0.6507052
2011-04-13 00:00:00+00,SHORT,2548,0.0,0.1495,0.5118752
2011-04-13 00:00:00+00,SHORT,1184,0.0,0.0465,0.4827639
2011-04-13 00:00:00+00,SHORT,3815,0.2732817483181469,0.0987,0.47121838
2011-04-13 00:00:00+00,SHORT,1966,0.5833333333333334,0.0635,0.51997197
2011-04-14 00:00:00+00,SHORT,4150,0.06885674577319242,0.5744,0.47016817
2011-04-14 00:00:00+00,SHORT,498,0.3270015168651491,0.065,0.6088119
2011-04-14 00:00:00+00,SHORT,2548,0.0,0.1503,0.52855116
2011-04-14 00:00:00+00,SHORT,1966,0.5,0.0644,0.50648475
2011-04-15 00:00:00+00,SHORT,4150,0.0,0.5839,0.54167104
2011-04-15 00:00:00+00,SHORT,498,0.0,0.0647,0.5409171
2011-04-15 00:00:00+00,SHORT,2548,0.0,0.1492,0.47562787
2011-04-19 00:00:00+00,SHORT,498,0.07925580202839841,0.0656,0.46884963
2011-04-19 00:00:00+00,SHORT,1087,0.33404830429466587,0.2246,0.6345361
2011-04-20 00:00:00+00,SHORT,498,0.0,0.0658,0.49711013
2011-04-20 00:00:00+00,SHORT,844,0.1994140324150965,0.0831,0.5925657
2011-04-20 00:00:00+00,SHORT,1087,0.25921436647655705,0.2265,0.4768424
2011-04-20 00:00:00+00,SHORT,3471,0.7104560321660225,0.6048,0.63806665
2011-04-21 00:00:00+00,SHORT,3471,0.6570349871902331,0.594,0.6121215
2011-04-21 00:00:00+00,SHORT,3677,1.0,0.5631,0.7768695
2011-04-21 00:00:00+00,SHORT,3882,0.8126634580796075,0.0758,0.50424176
2011-04-21 00:00:00+00,SHORT,3994,0.0,0.0939,0.49143857
2011-04-25 00:00:00+00,SHORT,3471,0.5746904165925255,0.598,0.603601
2011-04-25 00:00:00+00,SHORT,3677,0.8088968739321539,0.5662,0.6343471
2011-04-26 00:00:00+00,SHORT,3471,0.5336456564868794,0.6034,0.6601266
2011-04-26 00:00:00+00,SHORT,3677,0.6066210379034185,0.5712,0.5867729
2011-04-26 00:00:00+00,SHORT,3882,0.6624915586162579,0.0753,0.48538572
2011-04-26 00:00:00+00,SHORT,3994,0.0,0.0959,0.6401286
2011-04-27 00:00:00+00,SHORT,3471,0.38777960033797465,0.5998,0.5908965
2011-04-27 00:00:00+00,SHORT,3677,0.6739899903377342,0.5678,0.53378177
2011-04-27 00:00:00+00,SHORT,3994,0.0,0.0954,0.5504824
2011-04-28 00:00:00+00,SHORT,2898,0.41025116558175967,0.0689,0.47427922
2011-04-28 00:00:00+00,SHORT,3127,0.8475858196663144,0.5946,0.48609316
2011-04-28 00:00:00+00,SHORT,3471,0.4767216133826824,0.589,0.55616254
2011-04-28 00:00:00+00,SHORT,3677,0.578335823008555,0.558,0.5190465
2011-04-28 00:00:00+00,SHORT,3994,0.0,0.0949,0.55691934
2011-04-28 00:00:00+00,SHORT,4089,0.5502940228985981,0.1394,0.46757305
2011-04-29 00:00:00+00,SHORT,2518,0.6321299117198855,0.0746,0.48271495
2011-04-29 00:00:00+00,SHORT,3471,0.6842105263157895,0.5946,0.56622016
2011-04-29 00:00:00+00,SHORT,1473,1.0,0.2263,0.76443535
2011-04-29 00:00:00+00,SHORT,3677,0.5,0.5635,0.50676703
2011-04-29 00:00:00+00,SHORT,1719,1.0,0.58,0.5485556
2011-05-02 00:00:00+00,SHORT,4118,1.0,0.0718,0.5116128
2011-05-02 00:00:00+00,SHORT,2518,0.5514856009934297,0.0745,0.4807534
2011-05-02 00:00:00+00,SHORT,622,1.0,0.4988,0.47064367
2011-05-02 00:00:00+00,SHORT,3471,0.631578947368421,0.3966,0.558188
2011-05-02 00:00:00+00,SHORT,1473,0.5584984338023076,0.228,0.6727318
2011-05-02 00:00:00+00,SHORT,3677,0.44299444095106094,0.352,0.49989057
2011-05-03 00:00:00+00,SHORT,2518,0.0,0.0718,0.48962188
2011-05-03 00:00:00+00,SHORT,3471,0.5789473684210527,0.372,0.5295911
2011-05-03 00:00:00+00,SHORT,3594,0.33169329216914056,0.3154,0.6230604
2011-05-03 00:00:00+00,SHORT,1719,0.5231083652950229,0.3638,0.46927056
2011-05-04 00:00:00+00,SHORT,3471,0.5263157894736843,0.5668,0.48288175
2011-05-04 00:00:00+00,SHORT,3610,0.3293684573018853,0.052,0.5418489
2011-05-04 00:00:00+00,SHORT,1748,0.7862039158042228,0.5466,0.52540714
2011-05-05 00:00:00+00,SHORT,3610,0.0,0.0506,0.47486842
2011-05-05 00:00:00+00,SHORT,1748,0.7739518597665694,0.5944,0.5755852
2011-05-06 00:00:00+00,SHORT,3471,0.42105263157894735,0.6127,0.49145913
2011-05-06 00:00:00+00,SHORT,3610,0.17388638528646436,0.0505,0.51747614
2011-05-06 00:00:00+00,SHORT,1719,0.12902947036214082,0.6005,0.46878165
2011-05-06 00:00:00+00,SHORT,1748,0.5465671214483189,0.5909,0.5185718
2011-05-09 00:00:00+00,SHORT,3471,0.368421052631579,0.607,0.5443601
2011-05-09 00:00:00+00,SHORT,1719,0.0,0.596,0.54039794
2011-05-09 00:00:00+00,SHORT,1748,0.41482540985626654,0.5859,0.562948
2011-05-10 00:00:00+00,SHORT,2452,1.0,0.5843,0.513904
2011-05-10 00:00:00+00,SHORT,3471,0.3157894736842106,0.6057,0.56473935
2011-05-10 00:00:00+00,SHORT,1748,0.49363664377040195,0.5846,0.56853694
2011-05-11 00:00:00+00,SHORT,4171,0.6182009832766131,0.0729,0.49075487
2011-05-11 00:00:00+00,SHORT,3443,0.5141079308787715,0.0497,0.5314401
2011-05-12 00:00:00+00,SHORT,2518,0.06114558738107037,0.0907,0.47848818
2011-05-12 00:00:00+00,SHORT,3443,0.4816140219556154,0.0496,0.4731553
2011-05-13 00:00:00+00,SHORT,3443,0.3888515254182591,0.0495,0.47352543
2011-05-23 00:00:00+00,SHORT,2349,0.24432033358712713,0.0465,0.5063968
2011-06-02 00:00:00+00,SHORT,1919,0.200015377239741,0.117,0.6141692
2011-06-03 00:00:00+00,SHORT,1919,0.25630550002276875,0.1153,0.60059977
2011-07-01 00:00:00+00,SHORT,2437,1.0,0.048,0.49929884
2011-07-05 00:00:00+00,SHORT,2437,0.8571428571428572,0.0472,0.51157963
2011-07-06 00:00:00+00,SHORT,2497,0.9,0.0497,0.5029048
2011-07-07 00:00:00+00,SHORT,2261,1.0,0.5495,0.65452427
2011-07-07 00:00:00+00,SHORT,3895,1.0,0.593,0.5152912
2011-07-07 00:00:00+00,SHORT,2032,1.0,0.1977,0.51814806
2011-07-08 00:00:00+00,SHORT,2261,0.9,0.5536,0.56257385
2011-07-08 00:00:00+00,SHORT,3021,0.9,0.4229,0.4845509
2011-07-08 00:00:00+00,SHORT,3574,1.0,0.1942,0.49836025
2011-07-08 00:00:00+00,SHORT,3895,0.875,0.5997,0.52812886
2011-07-08 00:00:00+00,SHORT,2032,0.9444444444444444,0.1954,0.47739345
2011-07-11 00:00:00+00,SHORT,2261,0.8,0.5493,0.47211882
2011-07-15 00:00:00+00,SHORT,3443,1.0,0.0698,0.5818708
2011-07-18 00:00:00+00,SHORT,4137,1.0,0.086,0.5246218
2011-07-19 00:00:00+00,SHORT,2548,1.0,0.2011,0.5501514
2011-07-19 00:00:00+00,SHORT,1748,1.0,0.4368,0.53722125
2011-07-21 00:00:00+00,SHORT,2095,0.592287343601959,0.1206,0.4765025
2011-07-21 00:00:00+00,SHORT,3742,1.0,0.1207,0.5642111
2011-07-21 00:00:00+00,SHORT,3973,1.0,0.1372,0.63541126
2011-07-22 00:00:00+00,SHORT,2129,1.0,0.1247,0.5941025
2011-07-22 00:00:00+00,SHORT,270,1.0,0.3705,0.5063923
2011-07-22 00:00:00+00,SHORT,2351,1.0,0.3646,0.67350346
2011-07-22 00:00:00+00,SHORT,874,0.9473684210526316,0.0978,0.490878
2011-07-22 00:00:00+00,SHORT,918,1.0,0.4561,0.4676371
2011-07-22 00:00:00+00,SHORT,920,1.0,0.3553,0.4751658
2011-07-22 00:00:00+00,SHORT,3100,1.0,0.0932,0.65271044
2011-07-22 00:00:00+00,SHORT,1064,1.0,0.2031,0.6510703
2011-07-22 00:00:00+00,SHORT,3198,0.5797719661431904,0.3538,0.5695013
2011-07-22 00:00:00+00,SHORT,1299,1.0,0.1445,0.52182233
2011-07-22 00:00:00+00,SHORT,1324,0.6190476190476191,0.3741,0.48280662
2011-07-22 00:00:00+00,SHORT,3742,0.9333333333333333,0.1214,0.53923714
2011-07-22 00:00:00+00,SHORT,3973,0.5891769763364277,0.1378,0.6076999
2011-07-25 00:00:00+00,SHORT,2095,0.8666666666666667,0.1218,0.5280849
2011-07-25 00:00:00+00,SHORT,4171,1.0,0.1449,0.64690655
2011-07-25 00:00:00+00,SHORT,2129,0.9285714285714286,0.1241,0.4933216
2011-07-25 00:00:00+00,SHORT,2175,0.8666666666666667,0.1157,0.46884295
2011-07-25 00:00:00+00,SHORT,2272,0.7860573804135137,0.3098,0.4697471
2011-07-25 00:00:00+00,SHORT,2351,0.9230769230769231,0.3632,0.56810105
2011-07-25 00:00:00+00,SHORT,576,1.0,0.1248,0.5686302
2011-07-25 00:00:00+00,SHORT,844,0.3534418677562039,0.155,0.5752888
2011-07-25 00:00:00+00,SHORT,874,0.8947368421052632,0.0983,0.5202428
2011-07-25 00:00:00+00,SHORT,3100,0.9230769230769231,0.0931,0.5661172
2011-07-25 00:00:00+00,SHORT,1064,0.9375,0.1983,0.6564317
2011-07-25 00:00:00+00,SHORT,3127,0.9333333333333333,0.4472,0.48320228
2011-07-25 00:00:00+00,SHORT,3198,0.5489708415909464,0.3522,0.4756496
2011-07-25 00:00:00+00,SHORT,3244,0.8571428571428572,0.1245,0.4896552
2011-07-25 00:00:00+00,SHORT,1262,1.0,0.2567,0.48605672
2011-07-25 00:00:00+00,SHORT,3466,1.0,0.0892,0.5419051
2011-07-25 00:00:00+00,SHORT,3742,0.6109432536053065,0.1216,0.64276874
2011-07-25 00:00:00+00,SHORT,3872,1.0,0.3905,0.62959784
2011-07-25 00:00:00+00,SHORT,3973,0.38212754824618766,0.1382,0.5196851
2011-07-26 00:00:00+00,SHORT,2095,0.8,0.1207,0.48431155
2011-07-26 00:00:00+00,SHORT,4171,0.9166666666666666,0.1437,0.6085782
2011-07-26 00:00:00+00,SHORT,2351,0.22761507542969822,0.3637,0.5289571
2011-07-26 00:00:00+00,SHORT,502,1.0,0.0671,0.51386315
2011-07-26 00:00:00+00,SHORT,920,0.6666666666666667,0.3568,0.49085024
2011-07-26 00:00:00+00,SHORT,3100,0.8461538461538461,0.0933,0.56039137
2011-07-26 00:00:00+00,SHORT,1064,0.875,0.2012,0.67470837
2011-07-26 00:00:00+00,SHORT,3116,0.736842105263158,0.1313,0.5294283
2011-07-26 00:00:00+00,SHORT,3198,0.42788169500746626,0.3533,0.47167048
2011-07-26 00:00:00+00,SHORT,1191,1.0,0.1163,0.58915263
2011-07-26 00:00:00+00,SHORT,1324,0.5238095238095238,0.3741,0.46948147
2011-07-26 00:00:00+00,SHORT,3420,1.0,0.1248,0.5193087
2011-07-26 00:00:00+00,SHORT,3466,0.9411764705882353,0.0885,0.5179709
2011-07-26 00:00:00+00,SHORT,3677,0.6864239918791416,0.4286,0.5048851
2011-07-26 00:00:00+00,SHORT,3742,0.8,0.1209,0.6569531
2011-07-26 00:00:00+00,SHORT,3872,0.9166666666666666,0.3919,0.632575
2011-08-01 00:00:00+00,SHORT,1300,0.6021471225818654,0.1233,0.6276371
2011-09-15 00:00:00+00,SHORT,3837,0.0,0.0828,0.4757006
2011-09-16 00:00:00+00,SHORT,3837,0.0,0.0828,0.71031475
2011-09-19 00:00:00+00,SHORT,220,1.0,0.4102,0.65929896
2011-09-19 00:00:00+00,SHORT,406,0.2538244300795531,0.1546,0.6569483
2011-09-19 00:00:00+00,SHORT,2870,1.0,0.1602,0.63814574
2011-09-19 00:00:00+00,SHORT,3837,0.0,0.0829,0.6346886
2011-09-19 00:00:00+00,SHORT,3861,0.0,0.0843,0.5429727
2011-09-19 00:00:00+00,SHORT,3895,1.0,0.135,0.608259
2011-09-20 00:00:00+00,SHORT,11,0.44466671700023314,0.1931,0.53691113
2011-09-20 00:00:00+00,SHORT,220,0.8333333333333334,0.4085,0.56862307
2011-09-20 00:00:00+00,SHORT,406,0.14883961183090247,0.1573,0.5257444
2011-09-20 00:00:00+00,SHORT,522,1.0,0.1639,0.53743136
2011-09-20 00:00:00+00,SHORT,2870,0.0,0.1626,0.50680435
2011-09-20 00:00:00+00,SHORT,844,0.3094312498418089,0.2069,0.5502093
2011-09-20 00:00:00+00,SHORT,3244,1.0,0.1593,0.53984404
2011-09-20 00:00:00+00,SHORT,3744,0.0,0.0886,0.60690975
2011-09-20 00:00:00+00,SHORT,3818,1.0,0.096,0.55084825
2011-09-20 00:00:00+00,SHORT,3837,0.0,0.0829,0.5712621
2011-09-20 00:00:00+00,SHORT,3895,0.2594569799127153,0.1346,0.55574214
2011-10-27 00:00:00+00,SHORT,2720,1.0,0.3478,0.5477596
2011-10-27 00:00:00+00,SHORT,1919,0.6323849566842189,0.0657,0.685343
2011-10-28 00:00:00+00,SHORT,2085,0.875,0.3069,0.5566171
2011-10-28 00:00:00+00,SHORT,309,0.42158551519409615,0.1564,0.5371927
2011-10-28 00:00:00+00,SHORT,2720,0.8,0.3478,0.5287523
2011-10-28 00:00:00+00,SHORT,739,0.30759078148542135,0.5126,0.47091207
2011-10-28 00:00:00+00,SHORT,3335,0.8,0.1526,0.53521395
2011-10-28 00:00:00+00,SHORT,1404,0.8,0.4596,0.4938849
2011-10-28 00:00:00+00,SHORT,3699,0.5281920445398585,0.1495,0.5326939
2011-10-28 00:00:00+00,SHORT,1919,0.6593195254755924,0.0658,0.79042983
2011-10-31 00:00:00+00,SHORT,2085,0.75,0.3015,0.5491492
2011-10-31 00:00:00+00,SHORT,2272,0.0,0.1784,0.78404725
2011-10-31 00:00:00+00,SHORT,309,0.6,0.154,0.5131826
2011-10-31 00:00:00+00,SHORT,2720,0.6,0.3477,0.62866807
2011-10-31 00:00:00+00,SHORT,920,0.4131743401601813,0.1543,0.5883242
2011-10-31 00:00:00+00,SHORT,3335,0.43403613219660425,0.1503,0.5708252
2011-10-31 00:00:00+00,SHORT,1437,0.6,0.1477,0.49293837
2011-10-31 00:00:00+00,SHORT,3486,0.6,0.1515,0.47473806
2011-10-31 00:00:00+00,SHORT,3699,0.8,0.1472,0.5205996
2011-11-01 00:00:00+00,SHORT,2272,0.0,0.1845,0.7520482
2011-11-01 00:00:00+00,SHORT,2720,0.0,0.3477,0.49139556
2011-11-01 00:00:00+00,SHORT,920,0.0,0.1547,0.4763302
2011-11-01 00:00:00+00,SHORT,1919,0.37116221557157386,0.0692,0.4852066
2011-11-02 00:00:00+00,SHORT,2272,0.5737890987205281,0.1889,0.75116575
2011-11-02 00:00:00+00,SHORT,2720,0.0,0.3477,0.49034047
2011-11-03 00:00:00+00,SHORT,2272,0.0,0.1838,0.7107251
2011-11-03 00:00:00+00,SHORT,2638,0.6378734420499216,0.0846,0.55404615
2011-11-03 00:00:00+00,SHORT,1437,0.0,0.1522,0.48608127
2011-11-04 00:00:00+00,SHORT,2272,0.0,0.1805,0.72167337
2011-11-04 00:00:00+00,SHORT,920,0.0,0.1519,0.486576
2011-11-04 00:00:00+00,SHORT,3343,0.17882073514290722,0.0906,0.46707806
2011-11-04 00:00:00+00,SHORT,1437,0.0,0.1234,0.52372867
2011-11-04 00:00:00+00,SHORT,3743,0.0,0.0579,0.497295
2011-11-07 00:00:00+00,SHORT,2272,0.0,0.3961,0.61075634
