time,side,ticker_id,mv_dn_composite_labels,ev_ebitda_minmax_sector_df077,skew_weighted_20_df037
2018-03-22 00:00:00+00,SHORT,2910,0.0,0.4762,0.6262006
2018-03-26 00:00:00+00,SHORT,2910,0.0,0.4768,0.4782014
2018-04-02 00:00:00+00,SHORT,1176,0.0,0.1027,0.8123769
2018-04-03 00:00:00+00,SHORT,1176,0.0,0.1131,0.8058492
2018-04-04 00:00:00+00,SHORT,1176,0.0,0.1183,0.57894164
2018-04-05 00:00:00+00,SHORT,1176,0.0,0.1204,0.55900395
2018-04-06 00:00:00+00,SHORT,1176,0.0,0.1126,0.47127685
2018-04-09 00:00:00+00,SHORT,1176,0.0,0.1146,0.48144105
2018-04-13 00:00:00+00,SHORT,629,0.3502127706902073,0.3052,0.47690836
2018-04-16 00:00:00+00,SHORT,629,0.4090461058262443,0.3019,0.5925076
2018-04-17 00:00:00+00,SHORT,629,0.39089733783046055,0.2995,0.58872116
2018-04-18 00:00:00+00,SHORT,88,0.24655877394008985,0.2907,0.5039416
2018-04-18 00:00:00+00,SHORT,2643,0.23076408542263113,0.6402,0.48199964
2018-04-18 00:00:00+00,SHORT,629,0.38622834640842063,0.2985,0.5887522
2018-04-18 00:00:00+00,SHORT,1009,0.36775814230045817,0.4953,0.6409136
2018-04-19 00:00:00+00,SHORT,188,0.6170165864541529,0.1148,0.5269703
2018-04-19 00:00:00+00,SHORT,629,0.3692030377931705,0.3019,0.55180043
2018-04-19 00:00:00+00,SHORT,1009,0.39240534304786556,0.4275,0.6157017
2018-04-20 00:00:00+00,SHORT,188,0.5691882336671137,0.116,0.5681721
2018-04-20 00:00:00+00,SHORT,629,0.2567953318413167,0.3011,0.6070474
2018-04-20 00:00:00+00,SHORT,1009,0.22496410407917522,0.4465,0.58515763
2018-04-20 00:00:00+00,SHORT,1303,0.6450969034737841,0.6195,0.5124396
2018-04-23 00:00:00+00,SHORT,188,0.5211383665328665,0.1155,0.56995887
2018-04-23 00:00:00+00,SHORT,629,0.2324346778513036,0.3016,0.51032174
2018-04-23 00:00:00+00,SHORT,1009,0.15832783360124614,0.4358,0.59730554
2018-04-23 00:00:00+00,SHORT,3127,0.14585145458514379,0.4522,0.4899965
2018-04-23 00:00:00+00,SHORT,4016,1.0,0.1123,0.52854276
2018-04-24 00:00:00+00,SHORT,188,0.46743073296190163,0.1176,0.5691884
2018-04-25 00:00:00+00,SHORT,188,0.4222133779997074,0.1175,0.68256515
2018-04-25 00:00:00+00,SHORT,629,0.13024361502125614,0.2998,0.5108324
2018-04-25 00:00:00+00,SHORT,1303,0.4305896872330977,0.647,0.5086808
2018-04-26 00:00:00+00,SHORT,188,0.3607120155290153,0.1202,0.70374626
2018-04-27 00:00:00+00,SHORT,188,0.3038922447694898,0.1232,0.66519797
2018-04-30 00:00:00+00,SHORT,188,0.22671910760285102,0.1228,0.6729459
2018-04-30 00:00:00+00,SHORT,388,1.0,0.2045,0.53210473
2018-04-30 00:00:00+00,SHORT,1303,0.17589776688737357,0.6252,0.55768687
2018-04-30 00:00:00+00,SHORT,3973,0.17105581960867586,0.3462,0.5344383
2018-05-01 00:00:00+00,SHORT,388,0.7105422120725182,0.2051,0.54049945
2018-05-01 00:00:00+00,SHORT,1303,0.08288355579328888,0.6035,0.55585784
2018-05-02 00:00:00+00,SHORT,388,0.5927780360107942,0.205,0.4823503
2018-05-02 00:00:00+00,SHORT,1303,0.03568015977647404,0.5933,0.5190339
2018-05-03 00:00:00+00,SHORT,1303,0.022564836098073714,0.6214,0.5182866
2018-05-04 00:00:00+00,SHORT,2345,0.07117537478692729,0.1304,0.59044677
2018-05-04 00:00:00+00,SHORT,1303,0.0,0.6383,0.5621371
2018-05-07 00:00:00+00,SHORT,2345,0.023774506326811426,0.1318,0.5998192
2018-05-07 00:00:00+00,SHORT,3161,0.0,0.3472,0.6112518
2018-05-07 00:00:00+00,SHORT,1790,0.32971111704362777,0.1257,0.693299
2018-05-08 00:00:00+00,SHORT,1790,0.240426140751756,0.1224,0.5019292
2018-05-09 00:00:00+00,SHORT,1790,0.369036648110507,0.121,0.48103857
2018-05-10 00:00:00+00,SHORT,3754,0.4294928754340938,0.2169,0.60092664
2018-05-10 00:00:00+00,SHORT,1790,0.3459942874095575,0.1157,0.47245523
2018-05-11 00:00:00+00,SHORT,2686,0.5789173787183928,0.6234,0.5299119
2018-05-11 00:00:00+00,SHORT,1286,0.6660236364529815,0.616,0.4949308
2018-05-11 00:00:00+00,SHORT,3754,0.7078785517473185,0.3409,0.5812949
2018-05-11 00:00:00+00,SHORT,1790,0.338665598369553,0.1179,0.54007035
2018-05-14 00:00:00+00,SHORT,3754,0.41710042473408504,0.3371,0.57536024
2018-05-14 00:00:00+00,SHORT,1790,0.2962805954679965,0.1192,0.49440667
2018-05-16 00:00:00+00,SHORT,502,0.81755440570803,0.1493,0.64075696
2018-05-17 00:00:00+00,SHORT,502,0.7571301607906247,0.149,0.5703586
2018-05-21 00:00:00+00,SHORT,3847,0.0,0.5694,0.6429236
2018-05-22 00:00:00+00,SHORT,934,0.640390719990963,0.23,0.5293046
2018-05-22 00:00:00+00,SHORT,1471,0.3909788194990084,0.3585,0.54930544
2018-05-22 00:00:00+00,SHORT,1699,0.0,0.1027,0.5048827
2018-05-22 00:00:00+00,SHORT,3847,0.0,0.5628,0.62629473
2018-05-23 00:00:00+00,SHORT,1471,0.3006918311033205,0.1298,0.51580566
2018-05-23 00:00:00+00,SHORT,1699,0.0,0.1084,0.5578897
2018-05-23 00:00:00+00,SHORT,3847,0.0,0.5596,0.5285761
2018-05-24 00:00:00+00,SHORT,1699,0.0,0.1078,0.4972817
2018-05-24 00:00:00+00,SHORT,3847,0.0,0.5583,0.5147962
2018-05-25 00:00:00+00,SHORT,3847,0.0,0.5657,0.57284594
2018-05-29 00:00:00+00,SHORT,3847,0.0,0.5642,0.5729162
2018-05-30 00:00:00+00,SHORT,2567,0.3992381253693823,0.0936,0.61364734
2018-06-07 00:00:00+00,SHORT,2349,0.4614987012288634,0.3877,0.6355687
2018-06-07 00:00:00+00,SHORT,3137,0.4893160643633002,0.0951,0.53416747
2018-06-07 00:00:00+00,SHORT,3853,0.3381929294608386,0.095,0.48762786
2018-06-08 00:00:00+00,SHORT,2349,0.36360868285634873,0.3857,0.6917069
2018-06-08 00:00:00+00,SHORT,2393,0.6441162488663376,0.0921,0.59208566
2018-06-11 00:00:00+00,SHORT,4247,1.0,0.5579,0.51173705
2018-06-11 00:00:00+00,SHORT,2349,0.31517685662930683,0.3704,0.6744313
2018-06-11 00:00:00+00,SHORT,2393,0.6701690189089599,0.0621,0.6211068
2018-06-11 00:00:00+00,SHORT,3244,0.5913307311095266,0.3726,0.7521889
2018-06-11 00:00:00+00,SHORT,3373,0.0,0.3563,0.569042
2018-06-11 00:00:00+00,SHORT,1453,0.5975664545783317,0.3698,0.718131
2018-06-11 00:00:00+00,SHORT,3860,0.9265677301679529,0.5872,0.55574334
2018-06-11 00:00:00+00,SHORT,3861,0.7549926765572502,0.5872,0.52084035
2018-06-12 00:00:00+00,SHORT,2175,0.44591782148930026,0.3643,0.5518401
2018-06-12 00:00:00+00,SHORT,2176,1.0,0.1489,0.49991384
2018-06-12 00:00:00+00,SHORT,2349,0.19283991789611446,0.368,0.67960066
2018-06-12 00:00:00+00,SHORT,2393,0.6615954719432935,0.0615,0.6146343
2018-06-12 00:00:00+00,SHORT,3203,0.3656837003933594,0.2038,0.47502816
2018-06-12 00:00:00+00,SHORT,3244,0.46151367786597747,0.3702,0.74711335
2018-06-12 00:00:00+00,SHORT,3373,0.4968729165449629,0.354,0.60018903
2018-06-12 00:00:00+00,SHORT,1453,0.5684065163058013,0.3674,0.70062345
2018-06-12 00:00:00+00,SHORT,3860,0.75854496703473,0.5796,0.59493184
2018-06-12 00:00:00+00,SHORT,3861,0.6084360380830257,0.5796,0.5611684
2018-06-13 00:00:00+00,SHORT,2176,0.720627983634718,0.1489,0.48883796
2018-06-13 00:00:00+00,SHORT,4247,0.27103125591924765,0.5591,0.52715456
2018-06-13 00:00:00+00,SHORT,2349,0.18334301941164247,0.3708,0.5351073
2018-06-13 00:00:00+00,SHORT,2393,0.5180004784154358,0.0613,0.565572
2018-06-13 00:00:00+00,SHORT,3244,0.3298482564076831,0.3729,0.61315495
2018-06-13 00:00:00+00,SHORT,1453,0.5246282305138013,0.3704,0.6506847
2018-06-13 00:00:00+00,SHORT,3860,0.512066906608349,0.5777,0.5171041
2018-06-13 00:00:00+00,SHORT,3861,0.37318976555931277,0.5777,0.4876674
2018-06-13 00:00:00+00,SHORT,3897,1.0,0.6145,0.51710594
2018-06-14 00:00:00+00,SHORT,64,0.252650063565125,0.0673,0.49604905
2018-06-14 00:00:00+00,SHORT,2176,0.4253432641332424,0.1489,0.54547167
2018-06-14 00:00:00+00,SHORT,4247,0.5047087082073224,0.5662,0.5609437
2018-06-14 00:00:00+00,SHORT,2285,0.2831317703101079,0.6299,0.65837973
2018-06-14 00:00:00+00,SHORT,2393,0.4777180774554319,0.0603,0.57405865
2018-06-14 00:00:00+00,SHORT,2742,0.4427452851433184,0.0649,0.4841052
2018-06-14 00:00:00+00,SHORT,3244,0.3350762736209605,0.3653,0.6076663
2018-06-14 00:00:00+00,SHORT,1453,0.7857142857142857,0.3628,0.6470327
2018-06-14 00:00:00+00,SHORT,1715,0.5189634943490131,0.0975,0.48340663
2018-06-14 00:00:00+00,SHORT,3897,0.9166666666666666,0.6212,0.51710594
2018-06-15 00:00:00+00,SHORT,2176,0.4493663455268848,0.1489,0.46812207
2018-06-15 00:00:00+00,SHORT,4231,0.7810915822793586,0.1691,0.6913335
2018-06-15 00:00:00+00,SHORT,4247,0.592718514007473,0.5671,0.5781755
2018-06-15 00:00:00+00,SHORT,2285,0.19063477551119923,0.6327,0.5190906
2018-06-15 00:00:00+00,SHORT,2370,0.7768647597769284,0.3261,0.5195464
2018-06-15 00:00:00+00,SHORT,2393,0.5079418428231371,0.0601,0.53412706
2018-06-15 00:00:00+00,SHORT,374,1.0,0.0599,0.5784513
2018-06-15 00:00:00+00,SHORT,2473,0.7319486252535343,0.0877,0.5433651
2018-06-15 00:00:00+00,SHORT,937,0.196856945652333,0.0895,0.5622727
2018-06-15 00:00:00+00,SHORT,3244,0.3374033502744276,0.3526,0.59854805
2018-06-15 00:00:00+00,SHORT,1453,0.7142857142857143,0.3499,0.61588407
2018-06-15 00:00:00+00,SHORT,3860,0.6116663022175798,0.5547,0.4788981
2018-06-15 00:00:00+00,SHORT,3897,0.8461538461538461,0.6242,0.6902194
2018-06-18 00:00:00+00,SHORT,2071,1.0,0.3289,0.5515494
2018-06-18 00:00:00+00,SHORT,2176,0.24291200139782543,0.1489,0.47246182
2018-06-18 00:00:00+00,SHORT,4231,0.6852493846680416,0.1688,0.66427004
2018-06-18 00:00:00+00,SHORT,4247,0.0,0.572,0.55640966
2018-06-18 00:00:00+00,SHORT,191,0.0,0.6339,0.6519292
2018-06-18 00:00:00+00,SHORT,2285,0.3758530186920608,0.6358,0.5325135
2018-06-18 00:00:00+00,SHORT,2370,0.9285714285714286,0.3269,0.57837087
2018-06-18 00:00:00+00,SHORT,2393,0.4518799743693414,0.0592,0.55989563
2018-06-18 00:00:00+00,SHORT,374,0.9285714285714286,0.0589,0.5296939
2018-06-18 00:00:00+00,SHORT,937,0.09339449538452077,0.089,0.49561098
2018-06-18 00:00:00+00,SHORT,1141,0.35755393887661346,0.6305,0.61742085
2018-06-18 00:00:00+00,SHORT,3192,1.0,0.089,0.5281902
2018-06-18 00:00:00+00,SHORT,3244,0.36336244925688055,0.3528,0.5872589
2018-06-18 00:00:00+00,SHORT,1360,0.7739786474599819,0.0886,0.6280634
2018-06-18 00:00:00+00,SHORT,1453,0.35657724436655514,0.35,0.5950523
2018-06-18 00:00:00+00,SHORT,3683,0.6533558035608515,0.6372,0.5109782
2018-06-18 00:00:00+00,SHORT,3822,1.0,0.6547,0.6235644
2018-06-18 00:00:00+00,SHORT,3860,0.5372385246369625,0.5502,0.47259125
2018-06-18 00:00:00+00,SHORT,3897,0.7692307692307692,0.6274,0.5957027
2018-06-18 00:00:00+00,SHORT,4032,0.0,0.633,0.81631356
2018-06-19 00:00:00+00,SHORT,4231,0.5279737504644834,0.1683,0.5601943
2018-06-19 00:00:00+00,SHORT,4247,0.0,0.5802,0.49349225
2018-06-19 00:00:00+00,SHORT,191,0.0,0.6405,0.56599534
2018-06-19 00:00:00+00,SHORT,2370,0.5429669397420129,0.3279,0.4813437
2018-06-19 00:00:00+00,SHORT,1141,0.57837283226602,0.6372,0.5104323
2018-06-19 00:00:00+00,SHORT,3192,0.9285714285714286,0.0887,0.5642924
2018-06-19 00:00:00+00,SHORT,3244,0.0,0.3543,0.532772
2018-06-19 00:00:00+00,SHORT,1360,0.660935922530751,0.0883,0.6099513
2018-06-19 00:00:00+00,SHORT,1453,0.5714285714285714,0.3515,0.5835572
2018-06-19 00:00:00+00,SHORT,3683,0.5734431999234945,0.6439,0.47034174
2018-06-19 00:00:00+00,SHORT,3793,0.3620862985376499,0.364,0.61067003
2018-06-19 00:00:00+00,SHORT,3897,0.6666666666666667,0.6342,0.56525314
2018-06-19 00:00:00+00,SHORT,4032,0.0,0.6397,0.680641
2018-06-20 00:00:00+00,SHORT,2175,0.06504496284759692,0.3363,0.58839405
2018-06-20 00:00:00+00,SHORT,4231,0.5144633083244413,0.1688,0.59652275
2018-06-20 00:00:00+00,SHORT,191,0.0,0.641,0.5343872
2018-06-20 00:00:00+00,SHORT,2349,0.0,0.34,0.5037472
2018-06-20 00:00:00+00,SHORT,2370,0.5125546268451034,0.3154,0.49160883
2018-06-20 00:00:00+00,SHORT,2405,0.21080716829425267,0.6268,0.72089434
2018-06-20 00:00:00+00,SHORT,2473,0.5833333333333334,0.0842,0.49239007
2018-06-20 00:00:00+00,SHORT,3114,0.6348385655428123,0.6551,0.6468575
2018-06-20 00:00:00+00,SHORT,3192,0.8571428571428572,0.0886,0.5173174
2018-06-20 00:00:00+00,SHORT,1176,0.4346151084249865,0.0888,0.540369
2018-06-20 00:00:00+00,SHORT,3244,0.0,0.3419,0.521805
2018-06-20 00:00:00+00,SHORT,1360,0.8823529411764706,0.0883,0.5910602
2018-06-20 00:00:00+00,SHORT,3429,1.0,0.5857,0.6593999
2018-06-20 00:00:00+00,SHORT,1453,0.5,0.3393,0.590957
2018-06-20 00:00:00+00,SHORT,3574,0.5951657004919828,0.6137,0.6321321
2018-06-20 00:00:00+00,SHORT,3683,0.4580785932431609,0.6444,0.4825512
2018-06-20 00:00:00+00,SHORT,3685,0.0,0.0882,0.6637227
2018-06-20 00:00:00+00,SHORT,3793,0.6404874257985331,0.3515,0.5623242
2018-06-20 00:00:00+00,SHORT,4032,0.0,0.6402,0.63697505
2018-06-21 00:00:00+00,SHORT,4150,0.4084762622299388,0.342,0.6937923
2018-06-21 00:00:00+00,SHORT,2175,0.0,0.3413,0.5716192
2018-06-21 00:00:00+00,SHORT,234,0.5788834739743384,0.0639,0.6171164
2018-06-21 00:00:00+00,SHORT,2370,0.48270915309333806,0.3197,0.5050379
2018-06-21 00:00:00+00,SHORT,2405,0.0,0.6225,0.5945207
2018-06-21 00:00:00+00,SHORT,3114,0.464586278190686,0.6508,0.58917946
2018-06-21 00:00:00+00,SHORT,1072,0.46331038310893935,0.3086,0.7520654
2018-06-21 00:00:00+00,SHORT,3192,0.7857142857142857,0.0843,0.56087166
2018-06-21 00:00:00+00,SHORT,1176,0.38440349502556775,0.0845,0.48016706
2018-06-21 00:00:00+00,SHORT,3272,0.0,0.2171,0.51041144
2018-06-21 00:00:00+00,SHORT,1334,0.48120262344348397,0.3885,0.68627757
2018-06-21 00:00:00+00,SHORT,1360,0.8235294117647058,0.0839,0.6746579
2018-06-21 00:00:00+00,SHORT,3436,0.0,0.2533,0.71439546
2018-06-21 00:00:00+00,SHORT,1453,0.2821638193331034,0.3443,0.5765663
2018-06-21 00:00:00+00,SHORT,3574,0.0,0.609,0.60041153
2018-06-21 00:00:00+00,SHORT,3685,0.0,0.0839,0.5925031
2018-06-21 00:00:00+00,SHORT,1865,0.8694937354012179,0.5784,0.56688535
2018-06-21 00:00:00+00,SHORT,3915,0.0,0.3429,0.4669328
2018-06-21 00:00:00+00,SHORT,4032,0.0,0.6358,0.5052725
2018-06-22 00:00:00+00,SHORT,4150,0.35091160439793484,0.3512,0.58548844
2018-06-22 00:00:00+00,SHORT,234,0.3585473082946924,0.0647,0.5397503
2018-06-22 00:00:00+00,SHORT,2370,0.4344382377840043,0.3287,0.4964676
2018-06-22 00:00:00+00,SHORT,2405,0.0,0.6191,0.5958589
2018-06-22 00:00:00+00,SHORT,1072,0.3440453994621383,0.318,0.58087385
2018-06-22 00:00:00+00,SHORT,3192,0.7142857142857143,0.0871,0.5282652
2018-06-22 00:00:00+00,SHORT,1334,0.22438700287045873,0.3981,0.6585069
2018-06-22 00:00:00+00,SHORT,1360,0.7647058823529411,0.0867,0.52094156
2018-06-22 00:00:00+00,SHORT,3436,0.0,0.2612,0.68534714
2018-06-22 00:00:00+00,SHORT,3574,0.0,0.6052,0.60950893
2018-06-22 00:00:00+00,SHORT,3685,0.0,0.0867,0.5777607
2018-06-22 00:00:00+00,SHORT,1910,0.10105372158618807,0.0871,0.5827504
2018-06-25 00:00:00+00,SHORT,4247,0.0,0.5698,0.48541147
2018-06-25 00:00:00+00,SHORT,234,0.34145242787148944,0.066,0.48443654
2018-06-25 00:00:00+00,SHORT,1334,0.0,0.3956,0.55443615
2018-06-25 00:00:00+00,SHORT,3436,0.0,0.261,0.6260262
2018-06-26 00:00:00+00,SHORT,234,0.29948379301017386,0.0652,0.5235638
2018-06-26 00:00:00+00,SHORT,1334,0.0,0.3958,0.560696
2018-06-26 00:00:00+00,SHORT,3436,0.0,0.2631,0.64090234
2018-06-27 00:00:00+00,SHORT,3436,0.0,0.2616,0.5846734
2018-06-28 00:00:00+00,SHORT,3436,0.0,0.2426,0.5964662
2018-06-29 00:00:00+00,SHORT,1334,0.0,0.3744,0.5090318
2018-06-29 00:00:00+00,SHORT,3436,0.0,0.2388,0.52292395
2018-07-02 00:00:00+00,SHORT,1334,0.0,0.3835,0.51843286
2018-07-02 00:00:00+00,SHORT,3436,0.0,0.2466,0.50577986
2018-07-03 00:00:00+00,SHORT,1334,0.0,0.3911,0.475842
2018-07-03 00:00:00+00,SHORT,3436,0.0,0.2476,0.4929686
2018-07-05 00:00:00+00,SHORT,1334,0.0,0.4049,0.48676908
2018-07-06 00:00:00+00,SHORT,1333,0.0,0.1968,0.4947342
2018-07-06 00:00:00+00,SHORT,1334,0.0,0.3985,0.5056649
2018-07-09 00:00:00+00,SHORT,219,0.40461673583689034,0.15,0.63149387
2018-07-09 00:00:00+00,SHORT,1334,0.0,0.3946,0.50779843
2018-07-10 00:00:00+00,SHORT,219,0.2700524509932953,0.1502,0.57820576
2018-07-10 00:00:00+00,SHORT,1334,0.0,0.3833,0.5559903
2018-07-10 00:00:00+00,SHORT,3686,0.0,0.1503,0.50396484
2018-07-11 00:00:00+00,SHORT,219,0.18843872009775572,0.1511,0.5544357
2018-07-11 00:00:00+00,SHORT,1334,0.0,0.3815,0.50492007
2018-07-12 00:00:00+00,SHORT,219,0.271328666595798,0.1511,0.52733874
2018-07-12 00:00:00+00,SHORT,1334,0.0,0.4102,0.513729
2018-07-17 00:00:00+00,SHORT,2111,0.6215345208382116,0.1038,0.5131887
2018-07-18 00:00:00+00,SHORT,2111,0.5789709704726741,0.0972,0.47623807
2018-07-19 00:00:00+00,SHORT,1149,0.2063295079923084,0.3442,0.5495067
2018-07-20 00:00:00+00,SHORT,2421,0.0,0.6464,0.5802801
2018-07-23 00:00:00+00,SHORT,2421,0.3955247807668504,0.6403,0.4799912
2018-07-23 00:00:00+00,SHORT,2740,0.0,0.0986,0.6219144
2018-07-24 00:00:00+00,SHORT,2740,0.0,0.1027,0.5212135
2018-07-24 00:00:00+00,SHORT,1586,0.41024757884268415,0.6473,0.4876719
2018-07-25 00:00:00+00,SHORT,622,1.0,0.0956,0.5724823
2018-07-25 00:00:00+00,SHORT,2740,0.0,0.097,0.4822266
2018-07-25 00:00:00+00,SHORT,1195,1.0,0.1678,0.6187862
2018-07-25 00:00:00+00,SHORT,1586,0.41754953093246283,0.6497,0.5154318
2018-07-26 00:00:00+00,SHORT,2111,0.30179558339478185,0.1014,0.48630676
2018-07-26 00:00:00+00,SHORT,64,0.2485945430465727,0.0872,0.49595958
2018-07-26 00:00:00+00,SHORT,2261,0.47298448301023555,0.34,0.46714616
2018-07-26 00:00:00+00,SHORT,2421,0.0,0.6411,0.5457159
2018-07-26 00:00:00+00,SHORT,2740,0.0,0.0985,0.49822357
2018-07-26 00:00:00+00,SHORT,2747,0.6674513256575723,0.0994,0.6615226
2018-07-26 00:00:00+00,SHORT,938,0.20305124957828394,0.0875,0.4978174
2018-07-26 00:00:00+00,SHORT,1195,0.5678606197900272,0.1666,0.55399233
2018-07-26 00:00:00+00,SHORT,3429,0.7142857142857143,0.459,0.55781573
2018-07-26 00:00:00+00,SHORT,1586,0.14324958886978362,0.5318,0.6452379
2018-07-26 00:00:00+00,SHORT,3847,0.0,0.4824,0.5005188
2018-07-27 00:00:00+00,SHORT,135,0.4297468247660748,0.5086,0.5481958
2018-07-27 00:00:00+00,SHORT,2405,0.0,0.4927,0.64075494
2018-07-27 00:00:00+00,SHORT,2747,0.566356901779005,0.2819,0.62306464
2018-07-27 00:00:00+00,SHORT,1195,0.5880875340384312,0.1673,0.5495035
2018-07-27 00:00:00+00,SHORT,3699,0.602087078124374,0.5062,0.4773206
2018-07-30 00:00:00+00,SHORT,191,0.0,0.5472,0.559194
2018-07-30 00:00:00+00,SHORT,2747,0.4981417300847103,0.314,0.53654724
2018-07-30 00:00:00+00,SHORT,1195,0.0,0.1673,0.5266778
2018-07-30 00:00:00+00,SHORT,1650,0.13936018853502363,0.0652,0.5488626
2018-07-30 00:00:00+00,SHORT,1652,0.6246426693794102,0.314,0.6695825
2018-07-31 00:00:00+00,SHORT,1195,0.0,0.1672,0.5064175
2018-07-31 00:00:00+00,SHORT,1650,0.09982928389713262,0.0801,0.5488835
2018-07-31 00:00:00+00,SHORT,1652,0.2767234881124664,0.3364,0.46802795
2018-08-01 00:00:00+00,SHORT,1195,0.0,0.1677,0.47624972
2018-08-01 00:00:00+00,SHORT,1650,0.0,0.0896,0.5697395
2018-08-02 00:00:00+00,SHORT,1650,0.0,0.0898,0.52322817
2018-08-03 00:00:00+00,SHORT,2932,0.4843363396921829,0.0653,0.4723729
2018-08-03 00:00:00+00,SHORT,1650,0.0,0.0891,0.5163249
2018-08-06 00:00:00+00,SHORT,2137,0.1623188946190767,0.0518,0.52469724
2018-08-06 00:00:00+00,SHORT,2965,0.40397007158011466,0.0468,0.47879413
2018-08-06 00:00:00+00,SHORT,1650,0.0,0.0893,0.46928945
2018-08-07 00:00:00+00,SHORT,417,0.1790240898622488,0.37,0.5692484
2018-08-07 00:00:00+00,SHORT,2582,0.0,0.3636,0.5337058
2018-08-07 00:00:00+00,SHORT,1650,0.0,0.0947,0.484764
2018-08-08 00:00:00+00,SHORT,417,0.0,0.3591,0.50638103
2018-08-08 00:00:00+00,SHORT,1650,0.0,0.0917,0.62816936
2018-08-08 00:00:00+00,SHORT,3699,0.42545943379864676,0.3353,0.47225785
2018-08-09 00:00:00+00,SHORT,4123,0.3156605058982841,0.0705,0.75580543
2018-08-09 00:00:00+00,SHORT,1650,0.0,0.0886,0.570523
2018-08-10 00:00:00+00,SHORT,4123,0.2959249334579471,0.0713,0.7492257
2018-08-10 00:00:00+00,SHORT,1650,0.0,0.0902,0.50160885
2018-08-13 00:00:00+00,SHORT,4123,0.32214592647176,0.0717,0.51268196
2018-08-13 00:00:00+00,SHORT,1650,0.0,0.0902,0.50115955
2018-08-14 00:00:00+00,SHORT,4123,0.0,0.0709,0.4993507
2018-08-14 00:00:00+00,SHORT,1650,0.0,0.0895,0.47282848
2018-08-17 00:00:00+00,SHORT,1650,0.0,0.0826,0.49950698
2018-08-20 00:00:00+00,SHORT,1650,0.0,0.083,0.47822294
2018-08-27 00:00:00+00,SHORT,76,0.5617123513777985,0.5378,0.555847
2018-08-28 00:00:00+00,SHORT,2085,0.0,0.3216,0.6401165
2018-08-28 00:00:00+00,SHORT,76,0.7328386176549163,0.5339,0.55907875
2018-08-28 00:00:00+00,SHORT,4247,1.0,0.227,0.58787566
2018-08-28 00:00:00+00,SHORT,1064,0.8668172374713241,0.3613,0.62019974
2018-08-29 00:00:00+00,SHORT,2085,0.0,0.3302,0.7909506
2018-08-29 00:00:00+00,SHORT,76,0.8333333333333334,0.514,0.5695911
2018-08-29 00:00:00+00,SHORT,4247,0.8571428571428572,0.2384,0.57274884
2018-08-29 00:00:00+00,SHORT,1064,0.5938876793689881,0.3688,0.60362923
2018-08-29 00:00:00+00,SHORT,3683,0.8239570350673222,0.3366,0.48275036
2018-08-30 00:00:00+00,SHORT,2085,0.0,0.3287,0.6999507
2018-08-30 00:00:00+00,SHORT,76,0.48469296309423004,0.5117,0.48075446
2018-08-30 00:00:00+00,SHORT,1064,0.6688669863931958,0.3671,0.57416946
2018-08-30 00:00:00+00,SHORT,3837,0.0,0.0482,0.54347146
2018-08-31 00:00:00+00,SHORT,2085,0.0,0.3728,0.5756263
2018-08-31 00:00:00+00,SHORT,76,0.48775098314743026,0.165,0.4754645
2018-08-31 00:00:00+00,SHORT,1064,0.5145469166528924,0.4158,0.56718576
2018-08-31 00:00:00+00,SHORT,3683,0.8,0.3804,0.54644823
2018-09-04 00:00:00+00,SHORT,2085,0.0,0.3733,0.5904765
2018-09-04 00:00:00+00,SHORT,1064,0.28860188973972495,0.4141,0.49374324
2018-09-05 00:00:00+00,SHORT,2661,1.0,0.3602,0.63836277
2018-09-06 00:00:00+00,SHORT,2661,0.9230769230769231,0.3502,0.50043815
2018-09-06 00:00:00+00,SHORT,3067,0.041051031088883215,0.14,0.51459247
2018-09-10 00:00:00+00,SHORT,765,0.6682790403544725,0.3998,0.5256534
2018-09-11 00:00:00+00,SHORT,765,0.0,0.3999,0.56604356
2018-09-12 00:00:00+00,SHORT,765,0.0,0.3937,0.6645943
2018-09-13 00:00:00+00,SHORT,76,0.0,0.1227,0.47306436
2018-09-13 00:00:00+00,SHORT,2820,1.0,0.2883,0.6421959
2018-09-13 00:00:00+00,SHORT,2910,1.0,0.1008,0.53068453
2018-09-13 00:00:00+00,SHORT,3053,0.7990067826906032,0.4467,0.7563819
2018-09-13 00:00:00+00,SHORT,1865,1.0,0.2288,0.7068385
2018-09-14 00:00:00+00,SHORT,2820,0.9166666666666666,0.283,0.6193329
2018-09-14 00:00:00+00,SHORT,2920,1.0,0.3462,0.5933837
2018-09-14 00:00:00+00,SHORT,3053,0.5675162217656574,0.4746,0.6672077
2018-09-14 00:00:00+00,SHORT,1865,0.875,0.2228,0.74460906
2018-09-17 00:00:00+00,SHORT,2820,0.8333333333333334,0.2877,0.49756527
2018-09-17 00:00:00+00,SHORT,3749,0.0,0.5334,0.6806749
2018-09-17 00:00:00+00,SHORT,1865,0.4940737532562549,0.2283,0.5365007
2018-09-18 00:00:00+00,SHORT,2820,0.75,0.2845,0.4881164
2018-09-18 00:00:00+00,SHORT,3053,0.3690081982003823,0.486,0.4745425
2018-09-18 00:00:00+00,SHORT,3749,0.0,0.4907,0.697033
2018-09-18 00:00:00+00,SHORT,1865,0.625,0.2266,0.5127916
2018-09-19 00:00:00+00,SHORT,2820,0.6666666666666667,0.2917,0.48589993
2018-09-19 00:00:00+00,SHORT,3749,0.0,0.4854,0.72827756
2018-09-20 00:00:00+00,SHORT,2820,0.5833333333333334,0.3005,0.4812493
