time,side,ticker_id,mv_up_composite_labels,ma_cloud_diff_21_50_df007,skew_weighted_20_df037,velocity_eps_9m_univ_zscore_df051,price_drift_abs_1_df006
2011-01-07 00:00:00+00,LONG,2349,0.0,0.0034992457,-0.3731585,-0.03474609,0.027534418
2011-01-11 00:00:00+00,LONG,3040,0.9777777777777777,-0.0054086526,-0.4165688,-0.04813159,0.008671031
2011-01-12 00:00:00+00,LONG,3040,0.9555555555555556,-0.006543188,-0.4371109,-0.04941345,0.010174938
2011-01-18 00:00:00+00,LONG,3040,0.8888888888888888,-0.010840293,-0.51134616,-0.044444226,0.00794071
2011-01-19 00:00:00+00,LONG,3040,0.8666666666666667,-0.012061838,-0.42051923,-0.049712438,0.006581288
2011-02-02 00:00:00+00,LONG,1742,0.1994955059201977,-0.04437614,-0.4458782,-0.028557997,0.010715914
2011-03-15 00:00:00+00,LONG,2248,0.0,-0.011966424,-0.44185057,-0.048841365,0.009845603
2011-03-15 00:00:00+00,LONG,3621,0.43878793123675236,-0.030990645,-0.4316813,-0.049355365,0.0105691925
2011-03-16 00:00:00+00,LONG,2248,0.20958091991332808,-0.017111136,-0.45565286,-0.048976284,0.015819209
2011-03-16 00:00:00+00,LONG,2930,0.1315174875606501,0.013307693,-0.37589592,-0.049456656,0.015352697
2011-03-16 00:00:00+00,LONG,3594,0.975609756097561,-0.04592406,-0.41069335,-0.04741026,0.03203202
2011-03-16 00:00:00+00,LONG,3621,0.46437692774281697,-0.03663401,-0.45236203,-0.049490284,0.019579353
2011-03-17 00:00:00+00,LONG,3621,0.4224135047288858,-0.04176328,-0.40127778,-0.05006527,0.017701624
2011-03-18 00:00:00+00,LONG,397,0.10752162561683955,-0.011231469,-0.4780568,-0.019626603,0.011793917
2011-03-18 00:00:00+00,LONG,3310,0.14801447453777417,-0.04325784,-0.48516977,-0.0037735938,0.017676493
2011-03-18 00:00:00+00,LONG,3612,1.0,0.0036096948,-0.47097868,-0.049411044,0.0054734536
2011-03-21 00:00:00+00,LONG,397,0.0,-0.015396637,-0.41889447,-0.019626603,0.022699386
2011-03-21 00:00:00+00,LONG,3310,0.0,-0.045080483,-0.38216394,-0.0037735938,0.01590292
2011-03-21 00:00:00+00,LONG,3612,0.6111377829965523,-0.001210036,-0.4194578,-0.049411044,0.008165487
2011-03-28 00:00:00+00,LONG,167,0.0,-0.02189129,-0.41351146,-0.04901442,0.018104367
2011-04-04 00:00:00+00,LONG,3255,0.0,-0.02989455,-0.37436926,-0.051016834,0.007039893
2011-04-26 00:00:00+00,LONG,2067,0.0,0.0058907983,-0.49688938,-0.051191647,0.015525114
2011-04-29 00:00:00+00,LONG,2067,0.0,-0.0076747006,-0.39905015,-0.04571165,0.006222222
2011-05-11 00:00:00+00,LONG,397,0.0,0.008956712,-0.49035883,-0.050004903,0.011423551
2011-05-12 00:00:00+00,LONG,397,0.0,0.0067921616,-0.37342903,-0.049629197,0.01037037
2011-05-17 00:00:00+00,LONG,2898,0.0,-0.0013574442,-0.47671926,-0.04699675,0.01628448
2011-05-25 00:00:00+00,LONG,192,0.0,0.006741566,-0.38020006,-0.0488791,0.032439023
2011-05-27 00:00:00+00,LONG,845,0.0,0.01867342,-0.37540787,-0.0062208637,0.008313651
2011-05-27 00:00:00+00,LONG,1780,0.0,0.00875732,-0.39445573,-0.005292479,0.0056861257
2011-06-01 00:00:00+00,LONG,3293,0.0,0.019539043,-0.37694284,-0.044221114,0.03953629
2011-06-01 00:00:00+00,LONG,1780,0.0,-0.0011023382,-0.42873406,-0.005229098,0.037898686
2011-06-03 00:00:00+00,LONG,845,0.0,-0.0066722194,-0.37555572,-0.0063056475,0.016393442
2011-06-03 00:00:00+00,LONG,3293,0.0,0.011955079,-0.36867654,-0.0444541,0.0124570085
2011-06-06 00:00:00+00,LONG,845,0.0,-0.01292564,-0.44754598,-0.0046801027,0.0142998025
2011-06-06 00:00:00+00,LONG,3293,0.0,0.00907475,-0.38594517,-0.042844314,0.005647532
2011-06-07 00:00:00+00,LONG,3293,0.0,0.005851357,-0.4361389,-0.04352125,0.0054963566
2011-06-08 00:00:00+00,LONG,4097,0.0,-0.05050874,-0.41334963,-0.041657668,0.015909974
2011-06-08 00:00:00+00,LONG,631,0.42191949804000406,-0.039007198,-0.41157362,-0.043987148,0.008976475
2011-06-08 00:00:00+00,LONG,2042,0.0,0.017376082,-0.42671058,-0.048180208,0.010231556
2011-06-09 00:00:00+00,LONG,843,0.28963936687153574,-0.033098925,-0.48641366,-0.044969033,0.015291336
2011-06-10 00:00:00+00,LONG,28,0.34462279270194124,0.011081034,-0.37038195,-0.047228653,0.012224763
2011-06-10 00:00:00+00,LONG,843,0.3183715316502764,-0.035454925,-0.44994637,-0.04489918,0.0075868545
2011-06-10 00:00:00+00,LONG,2961,0.0,0.029137295,-0.4548613,-0.042569704,0.009051186
2011-06-10 00:00:00+00,LONG,1210,0.0,0.017457647,-0.4378386,-0.04955813,0.009176066
2011-06-10 00:00:00+00,LONG,3293,0.0,-0.0041777394,-0.4160002,-0.043501493,0.016529908
2011-06-10 00:00:00+00,LONG,1330,0.0,-0.041481107,-0.3979076,-0.03511538,0.021362957
2011-06-10 00:00:00+00,LONG,1383,0.4538113755998016,-0.0065136696,-0.3986689,-0.050024025,0.011805999
2011-06-10 00:00:00+00,LONG,1731,0.0,0.00587688,-0.3899286,-0.027195163,0.010598243
2011-06-10 00:00:00+00,LONG,1896,0.0,0.0017592133,-0.48832926,-0.03138822,0.010070371
2011-06-10 00:00:00+00,LONG,3973,0.9473684210526316,-0.019271621,-0.40115133,-0.04210381,0.015020968
2011-06-10 00:00:00+00,LONG,2028,0.6419491304867511,-0.015940066,-0.40794617,-0.04955813,0.0109655475
2011-06-10 00:00:00+00,LONG,2042,0.0,0.011204372,-0.47039694,-0.048160445,0.012649079
2011-06-13 00:00:00+00,LONG,2095,0.0,-0.026445612,-0.46797997,-0.04583097,0.009969143
2011-06-13 00:00:00+00,LONG,2270,0.0,-0.034896303,-0.48410356,-0.04024023,0.008365019
2011-06-13 00:00:00+00,LONG,2437,0.0,-0.016317423,-0.40677467,-0.04210381,0.007842259
2011-06-13 00:00:00+00,LONG,2936,0.0,-0.04109755,-0.49702162,-0.041637912,0.0058990605
2011-06-14 00:00:00+00,LONG,1684,0.0,-0.008139747,-0.4000957,-0.04390323,0.018784972
2011-06-14 00:00:00+00,LONG,3912,0.0,-0.015528989,-0.48893797,-0.049953107,0.010955302
2011-06-15 00:00:00+00,LONG,2159,0.0,-0.0061352104,-0.42565173,-0.048825335,0.011627907
2011-06-15 00:00:00+00,LONG,1684,0.9142857142857143,-0.010889768,-0.41362414,-0.043835614,0.009415457
2011-06-15 00:00:00+00,LONG,1761,0.0,-0.030831655,-0.45628083,-0.04942634,0.025035972
2011-06-15 00:00:00+00,LONG,1896,0.6948679832079477,-0.0040984857,-0.5019083,-0.031256482,0.0109066535
2011-06-16 00:00:00+00,LONG,2425,0.0,-0.032148976,-0.470203,-0.04710674,0.016054666
2011-06-16 00:00:00+00,LONG,1356,0.0,0.010588533,-0.3992324,-0.050829727,0.0077503575
2011-06-17 00:00:00+00,LONG,2425,0.0,-0.034615014,-0.4577392,-0.047038652,0.012542456
2011-06-17 00:00:00+00,LONG,1081,0.1887931018399866,-0.024615884,-0.39340279,-0.0023129547,0.0077352813
2011-06-20 00:00:00+00,LONG,2004,0.0,-0.029308507,-0.38109174,-0.01908509,0.032742165
2011-06-21 00:00:00+00,LONG,2440,0.0,-0.00917603,-0.3807977,-0.043091983,0.037005886
2011-06-22 00:00:00+00,LONG,2440,0.0,-0.017902773,-0.4008749,-0.0430216,0.01459854
2011-06-22 00:00:00+00,LONG,4034,0.0,-0.028841166,-0.47736216,-0.045810733,0.02966194
2011-06-23 00:00:00+00,LONG,2440,0.0,-0.026278585,-0.4439339,-0.043111958,0.024691358
2011-06-23 00:00:00+00,LONG,4034,0.0,-0.03638688,-0.3884581,-0.045894846,0.017157381
2011-06-24 00:00:00+00,LONG,2175,0.0,-0.029205954,-0.48873323,-0.04753076,0.02848723
2011-06-24 00:00:00+00,LONG,2440,0.0,-0.035685748,-0.50285274,-0.04286662,0.02008032
2011-06-24 00:00:00+00,LONG,2716,0.0,-0.009082896,-0.38999027,-0.047064345,0.039797112
2011-06-24 00:00:00+00,LONG,1099,0.0,-0.040801555,-0.48410833,-0.05126207,0.0063458486
2011-06-24 00:00:00+00,LONG,1678,1.0,-0.027812673,-0.45951667,-0.050189316,0.011119903
2011-06-27 00:00:00+00,LONG,2440,0.0,-0.044794273,-0.4028178,-0.042882107,0.026229508
2011-06-27 00:00:00+00,LONG,1099,0.0,-0.04282517,-0.48319414,-0.05126821,0.01303885
2011-06-27 00:00:00+00,LONG,1678,0.9666666666666667,-0.027469123,-0.37602875,-0.05019665,0.016677897
2011-06-28 00:00:00+00,LONG,487,0.0,-0.041461825,-0.40275955,-0.0031727375,0.011596385
2011-07-27 00:00:00+00,LONG,631,0.0,0.05414049,-0.50507736,-0.047027744,0.03410029
2011-07-29 00:00:00+00,LONG,2665,0.0,-0.011086472,-0.3845775,-0.04955604,0.0283729
2011-08-01 00:00:00+00,LONG,2437,0.0,0.036992222,-0.38509715,-0.04395197,0.009637072
2011-08-02 00:00:00+00,LONG,2142,0.0,0.05823704,-0.45631722,-0.04860116,0.038952745
2011-08-02 00:00:00+00,LONG,395,0.0,0.023961995,-0.38066497,-0.043142207,0.029988004
2011-08-10 00:00:00+00,LONG,898,0.9736842105263158,-0.03299771,-0.39723927,-0.015756227,0.037947036
2011-08-11 00:00:00+00,LONG,937,0.0,-0.031514376,-0.48786208,-0.04957353,0.037520938
2011-08-19 00:00:00+00,LONG,2999,0.8,-0.021809446,-0.40837163,-0.046893574,0.017630912
2011-08-19 00:00:00+00,LONG,3818,0.775,-0.050478872,-0.4165639,-0.051175013,0.0322347
2011-08-22 00:00:00+00,LONG,3127,0.9666666666666667,-0.029171696,-0.383412,-0.045052424,0.02448028
2011-09-28 00:00:00+00,LONG,4136,0.0,0.0038794905,-0.47933882,-0.03283603,0.029159341
2011-09-30 00:00:00+00,LONG,4136,0.0,-0.0012204904,-0.4573014,-0.036536913,0.020173237
2011-10-03 00:00:00+00,LONG,4136,0.0,-0.0031569784,-0.47482067,-0.032833327,0.023881318
2011-10-04 00:00:00+00,LONG,2703,0.0,-0.01040623,-0.39979595,-0.019423995,0.018063221
2011-10-05 00:00:00+00,LONG,2211,0.9743589743589743,-0.024823518,-0.40987834,-0.027339164,0.018510321
2011-10-05 00:00:00+00,LONG,3233,0.0,-0.01981064,-0.42088705,-0.022686537,0.012427874
2011-10-05 00:00:00+00,LONG,3872,0.9705882352941176,-0.017103259,-0.4687589,-0.049814835,0.019625742
2011-10-07 00:00:00+00,LONG,1483,0.9387755102040817,-0.039167393,-0.49371296,-0.051244125,0.009063444
2011-10-13 00:00:00+00,LONG,3233,0.0,-0.033478707,-0.39343992,-0.02251805,0.018552497
2011-11-18 00:00:00+00,LONG,221,0.19288777633558246,0.011622243,-0.41040292,-0.050211024,0.015767131
2011-11-22 00:00:00+00,LONG,221,0.0,0.0013583939,-0.37939098,-0.05026537,0.034759358
2011-11-23 00:00:00+00,LONG,221,0.14844081536579104,-0.003136183,-0.42427048,-0.050125975,0.02210738
2011-11-23 00:00:00+00,LONG,1324,0.0,0.031903975,-0.374879,-0.05109617,0.028816385
2011-11-25 00:00:00+00,LONG,2720,0.0,0.03884428,-0.39777848,-0.05034679,0.006701771
2011-11-25 00:00:00+00,LONG,2770,0.4137931034482759,0.009306223,-0.4217265,-0.051178385,0.013806706
2011-11-25 00:00:00+00,LONG,3273,0.5264583638884774,0.04669135,-0.38412988,-0.051039785,0.010671073
2011-11-28 00:00:00+00,LONG,2930,0.21770577876549638,-0.020431524,-0.4012623,-0.04945073,0.019020174
2011-11-28 00:00:00+00,LONG,1324,0.9830508474576272,0.023259938,-0.40398535,-0.051111594,0.015528455
2011-11-29 00:00:00+00,LONG,2351,0.9393939393939394,-0.009145492,-0.374368,-0.049515583,0.0058781616
2011-11-29 00:00:00+00,LONG,1324,0.8009076484396652,0.019093843,-0.36999205,-0.051040173,0.00848611
2011-12-19 00:00:00+00,LONG,4079,0.8273572730273152,-0.03369332,-0.36931422,-0.049329855,0.017554238
2011-12-29 00:00:00+00,LONG,3049,0.84,-0.02268396,-0.4067877,-0.050081108,0.01913624
2011-12-30 00:00:00+00,LONG,3049,0.8,-0.027858783,-0.3791882,-0.050081108,0.0077504357
2012-01-03 00:00:00+00,LONG,1742,0.3416144690598278,-0.041547474,-0.3727155,-0.04696064,0.007839448
2012-01-04 00:00:00+00,LONG,1742,0.268459510521051,-0.044841465,-0.40648812,-0.046928328,0.013378967
2012-01-30 00:00:00+00,LONG,2925,0.0,-0.021551747,-0.40462548,-0.05122403,0.012250283
2012-02-23 00:00:00+00,LONG,2159,0.0,-0.006490821,-0.4769199,-0.008871895,0.027918782
2012-03-05 00:00:00+00,LONG,498,0.0,0.018863695,-0.4025478,-0.006814698,0.022102792
2012-03-06 00:00:00+00,LONG,2132,0.0,0.03766326,-0.40608898,-0.013523354,0.018037518
2012-03-06 00:00:00+00,LONG,142,0.0,0.07782997,-0.41118488,-0.0071167178,0.037660256
2012-03-06 00:00:00+00,LONG,714,0.3505529257999499,-0.028150965,-0.4327039,-0.016334934,0.027704485
2012-03-06 00:00:00+00,LONG,2815,0.0,0.056899916,-0.37397784,-0.006356608,0.032244377
2012-03-06 00:00:00+00,LONG,995,0.48143976043064124,-0.034597103,-0.38941205,-0.016334934,0.031082887
2012-03-07 00:00:00+00,LONG,1631,0.4221200839115462,0.040884465,-0.49016663,-0.047336865,0.008718396
2012-03-07 00:00:00+00,LONG,1851,0.0,0.014910288,-0.42443603,-0.047324054,0.014608234
2012-03-08 00:00:00+00,LONG,3100,0.8520875424839389,9.356616E-4,-0.40857247,-0.047594856,0.012973138
2012-03-08 00:00:00+00,LONG,1631,0.35492983988679033,0.02908718,-0.3772588,-0.04760335,0.023087071
2012-03-09 00:00:00+00,LONG,817,0.0,-0.035980392,-0.42339796,-0.04786722,0.038630094
2012-03-09 00:00:00+00,LONG,874,0.0,-0.013450071,-0.37315914,-0.047473546,0.014285063
2012-03-09 00:00:00+00,LONG,1631,0.36865932301774085,0.01817558,-0.37642875,-0.047496956,0.009456265
2012-03-12 00:00:00+00,LONG,817,0.0,-0.04516279,-0.3778203,-0.0477077,0.0057821535
2012-03-12 00:00:00+00,LONG,843,0.0077367459945074015,0.09040305,-0.459733,-0.04738102,0.022996819
2012-03-13 00:00:00+00,LONG,1631,0.2965378609102822,-0.0016704932,-0.39972132,-0.047393207,0.014081456
2012-03-14 00:00:00+00,LONG,874,0.0,-0.022899725,-0.37863636,-0.047365338,0.028185483
2012-03-14 00:00:00+00,LONG,3862,0.35226024402699085,1.231763E-4,-0.49143964,-0.047248036,0.020675743
2012-03-15 00:00:00+00,LONG,874,0.0,-0.023818528,-0.4146148,-0.04736522,0.020807283
2012-03-15 00:00:00+00,LONG,1631,0.22599880178962076,-0.021823814,-0.37216914,-0.047388677,0.010715816
2012-03-16 00:00:00+00,LONG,1631,0.33065574886527754,-0.03177409,-0.38707557,-0.04728256,0.009117897
2012-03-16 00:00:00+00,LONG,3862,0.22723238587133196,-0.017202035,-0.3969051,-0.04714148,0.021579206
2012-03-19 00:00:00+00,LONG,1043,0.14419383520803625,-0.022871578,-0.37015527,-0.04729067,0.010857764
2012-03-21 00:00:00+00,LONG,88,0.38734822882169595,-0.013663482,-0.41220447,-0.047399223,0.014294223
2012-03-22 00:00:00+00,LONG,88,0.37497171311016086,-0.01693973,-0.43087694,-0.04772166,0.009063444
2012-03-22 00:00:00+00,LONG,1770,0.0,0.034409054,-0.4133548,-0.047728013,0.032669064
2012-03-29 00:00:00+00,LONG,1536,0.3491507443103625,-0.0075685116,-0.3761547,-0.047337733,0.023234485
2012-04-10 00:00:00+00,LONG,2961,1.0,-0.010810086,-0.3806285,-0.047533438,0.014900101
2012-04-16 00:00:00+00,LONG,3283,0.5532738063259085,-0.04523008,-0.40715435,-0.047589898,0.010920158
2012-04-17 00:00:00+00,LONG,610,1.0,-0.0081299255,-0.3795285,-0.048174806,0.012704174
2012-04-17 00:00:00+00,LONG,3283,0.4117195333122957,-0.048874523,-0.3800805,-0.048139125,0.024072398
2012-04-18 00:00:00+00,LONG,610,0.0,-0.010535159,-0.3958738,-0.04834574,0.007168459
2012-04-24 00:00:00+00,LONG,76,0.0,0.036948133,-0.3723027,-0.04895291,0.008198821
2012-04-24 00:00:00+00,LONG,3825,0.0,-0.023434365,-0.4528987,-0.04903343,0.015288788
2012-04-30 00:00:00+00,LONG,791,0.0,0.032101914,-0.41064382,-0.047785554,0.01365479
2012-05-04 00:00:00+00,LONG,3447,0.0,0.010220808,-0.42287573,-0.04770521,0.017963298
2012-05-17 00:00:00+00,LONG,4136,0.0,-0.008912787,-0.4031958,-0.05118306,0.022659313
2012-05-17 00:00:00+00,LONG,693,1.0,-0.04452505,-0.3849735,-0.05115946,0.016025642
2012-05-18 00:00:00+00,LONG,4136,0.9482758620689655,-0.011799489,-0.47262666,-0.050914474,0.01785416
2012-05-18 00:00:00+00,LONG,3861,1.0,7.4090133E-4,-0.38091356,-0.05089075,0.011439089
2012-05-21 00:00:00+00,LONG,1748,0.6754157289484439,-0.028806224,-0.45754308,-0.050973848,0.02623083
2012-05-21 00:00:00+00,LONG,4016,0.4831838423325186,0.0035503323,-0.36754563,-0.05095864,0.007276992
2012-05-23 00:00:00+00,LONG,2248,0.88,-0.03450415,-0.4126483,-0.051140808,0.010301507
2012-05-23 00:00:00+00,LONG,1076,1.0,0.011490193,-0.4064227,-0.051165767,0.020241216
2012-05-24 00:00:00+00,LONG,1076,0.975609756097561,0.0084334,-0.37691224,-0.05096388,0.006957825
2012-05-25 00:00:00+00,LONG,2381,0.8823529411764706,-0.028282171,-0.401061,-0.05101079,0.0070588235
2012-05-25 00:00:00+00,LONG,3882,0.6223468363114812,-0.031786345,-0.5027019,-0.038900662,0.021705426
2012-05-29 00:00:00+00,LONG,2248,0.76,-0.0473506,-0.4112894,-0.05087398,0.021590043
2012-05-29 00:00:00+00,LONG,3882,0.54561776336625,-0.035396833,-0.38539162,-0.039501894,0.022255944
2012-05-30 00:00:00+00,LONG,2381,0.8235294117647058,-0.03616096,-0.3679957,-0.050877925,0.007909604
2012-05-30 00:00:00+00,LONG,3882,0.625639951944258,-0.039631985,-0.42255253,-0.03799922,0.019792182
2012-05-31 00:00:00+00,LONG,1076,0.8780487804878049,-0.0036728773,-0.4128226,-0.050899804,0.008888889
2012-05-31 00:00:00+00,LONG,3744,1.0,-0.039951943,-0.37801448,-0.05090574,0.01724138
2012-06-01 00:00:00+00,LONG,3109,0.8681925999345479,-0.007818253,-0.4418446,-0.050830267,0.022021458
2012-06-01 00:00:00+00,LONG,1076,0.8536585365853658,-0.008122573,-0.45915788,-0.050833322,0.020348227
2012-06-01 00:00:00+00,LONG,3744,0.9655172413793104,-0.041498084,-0.42537326,-0.050839268,0.024007387
2012-06-01 00:00:00+00,LONG,3885,1.0,-0.045014806,-0.503378,-0.050828677,0.037419356
2012-06-04 00:00:00+00,LONG,2119,1.0,-0.04454313,-0.4929068,-0.008028057,0.035014007
2012-06-04 00:00:00+00,LONG,2367,1.0,0.0049721277,-0.4027966,-0.050827038,0.025742771
2012-06-04 00:00:00+00,LONG,2452,0.39556700256699945,0.042082082,-0.4851414,-0.050813932,0.023584174
2012-06-04 00:00:00+00,LONG,2518,0.15403596244444964,-0.0037944021,-0.41900444,-0.050823763,0.014533259
2012-06-04 00:00:00+00,LONG,2638,1.0,-0.030617097,-0.46343774,-0.05083605,0.022484932
2012-06-04 00:00:00+00,LONG,836,0.6707201034497325,-0.028642299,-0.43103972,-0.050819665,0.024407253
2012-06-04 00:00:00+00,LONG,3744,0.9310344827586207,-0.04549625,-0.4474059,-0.050839268,0.009918846
2012-06-04 00:00:00+00,LONG,2032,0.9736842105263158,-0.013472782,-0.45270625,-0.050823763,0.014580191
2012-06-05 00:00:00+00,LONG,663,0.6076871218247039,-0.0173037,-0.39204216,-0.008413309,0.009852985
2012-06-05 00:00:00+00,LONG,759,0.44966688310350883,-0.0077949082,-0.46525583,-0.051014226,0.0065934067
2012-06-05 00:00:00+00,LONG,836,0.6534657227431652,-0.0315581,-0.4049694,-0.051018305,0.007505361
2012-06-05 00:00:00+00,LONG,1141,0.9705882352941176,-0.038803175,-0.47958368,-0.051020753,0.01339443
2012-06-05 00:00:00+00,LONG,1908,1.0,-0.0480546,-0.43358687,-0.011924444,0.011142061
2012-06-05 00:00:00+00,LONG,2018,0.96,-0.0022609723,-0.4248071,-0.0510232,0.036118206
2012-06-05 00:00:00+00,LONG,2032,0.6623079073282783,-0.016113358,-0.4167822,-0.051022384,0.010406343
2012-06-06 00:00:00+00,LONG,2119,0.6400986684375863,-0.048115168,-0.36952165,-0.028024264,0.033333335
2012-06-06 00:00:00+00,LONG,759,0.27496633056213227,-0.009664458,-0.38189206,-0.05101089,0.011430679
2012-06-06 00:00:00+00,LONG,975,0.9333333333333333,-0.024911612,-0.42388952,-0.051008444,0.010668164
2012-06-06 00:00:00+00,LONG,3890,0.9615384615384616,-0.018130844,-0.36866778,-0.051019326,0.025032092
2012-06-07 00:00:00+00,LONG,2518,0.16678711197161364,-0.01792497,-0.404267,-0.050889026,0.01787649
2012-06-21 00:00:00+00,LONG,1536,0.4325095020475233,-0.026794156,-0.37310612,-0.050959866,0.02615193
2012-06-26 00:00:00+00,LONG,2761,0.022624998207590973,0.0025367225,-0.37809777,-0.050956592,0.0102214655
2012-06-26 00:00:00+00,LONG,3116,1.0,-0.046503775,-0.4187088,-0.050945155,0.010695187
2012-09-19 00:00:00+00,LONG,4122,0.03136478326147757,0.0045547537,-0.39406872,-0.011956711,0.0368297
2012-10-11 00:00:00+00,LONG,1851,0.0,0.029201254,-0.3927542,-0.04823027,0.011486918
2012-10-12 00:00:00+00,LONG,76,0.1282051282051282,-0.006356845,-0.37091756,-0.013914641,0.0061270557
2012-10-15 00:00:00+00,LONG,843,0.0,0.026353909,-0.36856818,-0.041274093,0.008692567
2012-10-19 00:00:00+00,LONG,3355,0.032216675129217054,-0.00368165,-0.4484562,-0.026057765,0.036384728
2012-10-22 00:00:00+00,LONG,3355,0.01754385964912286,-0.009170855,-0.47728872,-0.02552896,0.0084272735
2012-10-23 00:00:00+00,LONG,3355,0.0,-0.014718622,-0.46626,-0.03166768,0.0072516557
2012-11-05 00:00:00+00,LONG,1423,0.2868551446948106,-0.045306675,-0.4608174,-0.037545804,0.030754328
2012-11-15 00:00:00+00,LONG,93,0.9655172413793104,-0.034758564,-0.49543574,-0.045890745,0.006134969
2012-11-16 00:00:00+00,LONG,93,0.8110446551939734,-0.03697871,-0.4663277,-0.045957547,0.017489713
2012-11-19 00:00:00+00,LONG,93,0.5190453654710104,-0.03947624,-0.4449505,-0.046499263,0.008088979
2012-12-28 00:00:00+00,LONG,1761,0.972972972972973,0.005888907,-0.37192857,-0.020633,0.006877354
2013-04-05 00:00:00+00,LONG,938,0.0,0.008071993,-0.42712307,-0.047988188,0.0059491615
2013-04-08 00:00:00+00,LONG,938,0.0,0.003888534,-0.420151,-0.04735167,0.008705114
2013-04-09 00:00:00+00,LONG,938,0.0,-7.4003654E-4,-0.44331026,-0.047268584,0.009169363
2013-04-09 00:00:00+00,LONG,1897,0.0,-0.03585038,-0.40570402,-0.039439697,0.011803489
2013-05-29 00:00:00+00,LONG,429,0.0,0.018481093,-0.40798944,-0.050933294,0.013162477
2013-06-03 00:00:00+00,LONG,2617,0.3133437343343832,-7.5055915E-4,-0.3813239,-0.047306463,0.008727849
2013-06-03 00:00:00+00,LONG,1090,0.0,0.056779787,-0.41565317,-0.047278404,0.023809524
2013-06-04 00:00:00+00,LONG,1090,0.0,0.051534645,-0.49745134,-0.047331337,0.036164843
2013-06-05 00:00:00+00,LONG,2617,0.4054430066666827,-0.0067133545,-0.4483252,-0.047306392,0.0065368023
2013-06-05 00:00:00+00,LONG,684,0.05670660826097743,0.019289708,-0.49717912,-0.047430832,0.0174581
2013-06-05 00:00:00+00,LONG,3182,0.0,0.04134723,-0.5056096,-0.050686557,0.025312772
2013-06-05 00:00:00+00,LONG,1633,0.35247006940741243,-0.0036291652,-0.4052954,-0.047290534,0.014205139
2013-06-05 00:00:00+00,LONG,3912,0.0,0.021601606,-0.42715317,-0.047314934,0.011633318
2013-06-05 00:00:00+00,LONG,4059,0.0,0.0056261695,-0.49924397,-0.047290534,0.011056511
2013-06-06 00:00:00+00,LONG,160,0.8159341116961171,-0.005687191,-0.41108182,-0.04729595,0.0137374615
2013-06-07 00:00:00+00,LONG,684,0.0,0.014170029,-0.4779699,-0.047430795,0.0077380952
2013-06-10 00:00:00+00,LONG,684,0.052408081616739134,0.011497778,-0.45751804,-0.04748353,0.010041347
2013-06-11 00:00:00+00,LONG,995,0.21961951489189827,-0.015218851,-0.48712638,-0.047267195,0.008403362
2013-06-12 00:00:00+00,LONG,2452,0.2656727908020929,-0.0020885149,-0.3991187,-0.04731893,0.007181496
2013-06-12 00:00:00+00,LONG,995,0.16221341511303658,-0.018012688,-0.38132662,-0.04732015,0.021489104
2013-06-12 00:00:00+00,LONG,3815,0.0,0.009828928,-0.496599,-0.047357928,0.010885341
2013-06-13 00:00:00+00,LONG,160,0.5043981325475111,-0.0132337455,-0.39234024,-0.047190007,0.008294343
2013-06-14 00:00:00+00,LONG,160,0.7410050984959871,-0.015861709,-0.3978468,-0.04713806,0.011390002
2013-06-17 00:00:00+00,LONG,135,0.0611617614173897,0.06539632,-0.40031314,-0.050749384,0.008928572
2013-06-19 00:00:00+00,LONG,135,0.023809523809523836,0.046225946,-0.44083315,-0.050877485,0.006535948
2013-06-19 00:00:00+00,LONG,1173,0.014107276603167282,0.007736203,-0.41970164,-0.047297228,0.021157324
2013-06-19 00:00:00+00,LONG,1437,0.0,0.031653225,-0.3933538,-0.050968442,0.016265314
2013-06-19 00:00:00+00,LONG,4000,0.0,-0.0046953694,-0.40198594,-0.04714334,0.012871027
2013-06-20 00:00:00+00,LONG,1,1.0,0.024225146,-0.40148076,-0.047198504,0.02757353
2013-06-20 00:00:00+00,LONG,135,0.0,0.03700119,-0.4553834,-0.050813142,0.030780075
2013-06-20 00:00:00+00,LONG,2550,0.0,0.0046467152,-0.3959731,-0.047412477,0.027685972
2013-06-20 00:00:00+00,LONG,1173,0.0,0.0025272102,-0.44066522,-0.047244966,0.026233142
2013-06-20 00:00:00+00,LONG,1299,0.4031007395073225,-0.011049329,-0.44393235,-0.04729143,0.038
2013-06-20 00:00:00+00,LONG,3522,0.0,-0.03772037,-0.4542271,-0.04718872,0.025017213
2013-06-20 00:00:00+00,LONG,3872,0.0,-0.013862996,-0.4576614,-0.05125333,0.031380754
2013-06-20 00:00:00+00,LONG,4088,0.6830910022096591,-0.034086894,-0.41621602,-0.04719484,0.03235367
2013-06-21 00:00:00+00,LONG,91,0.0,-0.0504123,-0.4572363,-0.047193643,0.01366057
2013-06-21 00:00:00+00,LONG,2323,0.5337537743543135,-0.019601468,-0.46441695,-0.047199756,0.0127591705
2013-06-21 00:00:00+00,LONG,3021,0.5493113969027791,-0.046664227,-0.507198,-0.0472543,0.021348314
2013-06-21 00:00:00+00,LONG,1022,0.33790450675883377,-0.04386928,-0.4347886,-0.047205873,0.011067584
2013-06-21 00:00:00+00,LONG,1840,1.0,-0.026201779,-0.38367474,-0.04719609,0.0074428497
2013-06-24 00:00:00+00,LONG,4112,1.0,-0.035824914,-0.41104746,-0.04714366,0.019498607
