time,side,ticker_id,mv_dn_composite_labels,ev_ebitda_minmax_sector_df077,dist_upper_bb_20_2.5_df055
2008-02-28 00:00:00+00,SHORT,3192,0.0,0.7154,-0.0106565105
2008-02-28 00:00:00+00,SHORT,1916,0.45221294945895235,0.8261,-0.01875762
2008-02-29 00:00:00+00,SHORT,517,0.2002842541617138,0.2369,0.010676986
2008-03-03 00:00:00+00,SHORT,517,0.16565504769972775,0.2326,-0.017595325
2008-03-03 00:00:00+00,SHORT,3192,0.0,0.2032,-0.015837554
2008-03-04 00:00:00+00,SHORT,3885,0.0,0.211,-0.008449556
2008-03-11 00:00:00+00,SHORT,2499,0.0,0.4654,-0.007255021
2008-03-12 00:00:00+00,SHORT,502,1.0,0.2022,-0.0033205848
2008-03-12 00:00:00+00,SHORT,588,0.26560029519639416,0.3875,-0.018310115
2008-03-13 00:00:00+00,SHORT,617,0.0,0.9131,-0.0080878185
2008-03-14 00:00:00+00,SHORT,984,1.0,0.8998,-0.0038643621
2008-03-19 00:00:00+00,SHORT,1356,0.0,0.2371,-2.3699987E-4
2008-03-19 00:00:00+00,SHORT,3586,0.09342985945048884,0.2243,-0.017370757
2008-03-20 00:00:00+00,SHORT,1356,0.0,0.2327,-0.01787619
2008-03-24 00:00:00+00,SHORT,370,0.2799226305517234,0.6584,-0.014848141
2008-03-24 00:00:00+00,SHORT,2640,1.0,0.1742,-0.012077262
2008-03-24 00:00:00+00,SHORT,1356,0.0,0.2287,-0.008808635
2008-03-24 00:00:00+00,SHORT,3824,0.2832048179659102,0.1464,0.0155134965
2008-03-25 00:00:00+00,SHORT,842,0.15433635952222502,0.1616,-0.013141387
2008-03-25 00:00:00+00,SHORT,3824,0.06780210914413302,0.1472,-0.013231712
2008-03-25 00:00:00+00,SHORT,2032,0.0,0.2344,-0.018337425
2008-03-26 00:00:00+00,SHORT,3114,0.0,0.1821,-0.01677865
2008-03-26 00:00:00+00,SHORT,3794,0.0,0.1842,-0.008661231
2008-04-02 00:00:00+00,SHORT,2761,0.7684522593814007,0.196,-0.015989838
2008-04-02 00:00:00+00,SHORT,3596,0.0,0.2086,-0.01533664
2008-04-02 00:00:00+00,SHORT,1848,0.4884573679872204,0.2199,-0.016092552
2008-04-03 00:00:00+00,SHORT,1236,0.23938125370147884,0.2846,-0.0059014694
2008-04-03 00:00:00+00,SHORT,3612,0.0,0.32,-0.016124781
2008-04-07 00:00:00+00,SHORT,2305,0.5939590037608143,0.1795,-0.01590105
2008-04-07 00:00:00+00,SHORT,3694,0.510080641259827,0.1793,-0.00897313
2008-04-07 00:00:00+00,SHORT,1840,1.0,0.5449,-0.014806181
2008-04-08 00:00:00+00,SHORT,2747,0.696239813149631,0.242,0.009284264
2008-04-09 00:00:00+00,SHORT,2747,0.5835403043821636,0.233,-0.016448118
2008-04-10 00:00:00+00,SHORT,2747,0.6683532459167438,0.2316,-0.015499234
2008-04-18 00:00:00+00,SHORT,3825,0.4401418123288305,0.5715,0.007825846
2008-04-21 00:00:00+00,SHORT,3825,0.7594634744719413,0.5745,-5.538719E-4
2008-04-24 00:00:00+00,SHORT,2499,1.0,0.624,-0.013054789
2008-04-25 00:00:00+00,SHORT,2776,1.0,0.2296,0.0013640503
2008-04-28 00:00:00+00,SHORT,3861,0.7626491746271071,0.5402,-0.015198165
2008-05-01 00:00:00+00,SHORT,9,0.0,0.1742,-0.0135476915
2008-05-01 00:00:00+00,SHORT,2261,1.0,0.2259,-0.008578871
2008-05-02 00:00:00+00,SHORT,9,0.0,0.1707,-0.01588462
2008-05-02 00:00:00+00,SHORT,2617,0.37783551647098723,0.1786,-0.007395932
2008-05-02 00:00:00+00,SHORT,588,0.0,0.1898,-0.0049267537
2008-05-02 00:00:00+00,SHORT,2870,0.789775191973337,0.2194,-0.015401063
2008-05-02 00:00:00+00,SHORT,3702,0.5544482180086306,0.447,-0.013165686
2008-05-05 00:00:00+00,SHORT,2084,0.568549741450611,0.4152,-0.012338421
2008-05-05 00:00:00+00,SHORT,1149,0.9444444444444444,0.1873,-0.018055696
2008-05-05 00:00:00+00,SHORT,3677,1.0,0.1857,-0.01482584
2008-05-05 00:00:00+00,SHORT,3702,0.4852992293756384,0.4384,-0.012744082
2008-05-06 00:00:00+00,SHORT,2084,0.6403299650008066,0.4293,-0.018371329
2008-05-12 00:00:00+00,SHORT,4128,0.2211724856847164,0.2199,-0.013750319
2008-05-12 00:00:00+00,SHORT,3890,1.0,0.669,-0.011306757
2008-05-13 00:00:00+00,SHORT,2247,0.8099030916336558,0.6047,-0.018747287
2008-05-13 00:00:00+00,SHORT,1185,1.0,0.1964,0.0012500479
2008-05-14 00:00:00+00,SHORT,2247,0.7571742767121687,0.6078,-0.018128859
2008-05-14 00:00:00+00,SHORT,1523,0.4383830023292252,0.2454,-0.012808025
2008-05-15 00:00:00+00,SHORT,1748,0.9035308981022095,0.467,-0.0016439514
2008-05-15 00:00:00+00,SHORT,1966,0.6825748928681815,0.3274,-0.0015869035
2008-05-16 00:00:00+00,SHORT,2323,0.5942703209855094,0.602,-0.016343499
2008-05-16 00:00:00+00,SHORT,713,0.8319687839712424,0.4646,-0.01570988
2008-05-21 00:00:00+00,SHORT,1184,1.0,0.8467,-0.010336957
2008-05-21 00:00:00+00,SHORT,3420,0.8131307948646566,0.8461,-0.00314729
2008-05-21 00:00:00+00,SHORT,3831,0.8851027700561516,0.8453,-0.014320085
2008-05-21 00:00:00+00,SHORT,1949,0.9122107969982548,0.8556,-0.011208025
2008-05-22 00:00:00+00,SHORT,576,0.753148458033463,0.8478,-0.017448796
2008-05-22 00:00:00+00,SHORT,1184,0.9,0.849,-0.01886101
2008-05-29 00:00:00+00,SHORT,588,1.0,0.2021,-0.015196899
2008-05-29 00:00:00+00,SHORT,3335,0.6437736722458337,0.352,-0.0108223865
2008-05-30 00:00:00+00,SHORT,64,0.9219142468870519,0.2187,-0.012338232
2008-05-30 00:00:00+00,SHORT,212,0.6714863317627618,0.2671,-0.017013853
2008-05-30 00:00:00+00,SHORT,309,0.7333333333333334,0.3243,-0.017477535
2008-05-30 00:00:00+00,SHORT,588,0.9166666666666666,0.2052,-0.008958062
2008-05-30 00:00:00+00,SHORT,3885,0.6402128182768192,0.3671,-0.008762382
2008-06-02 00:00:00+00,SHORT,2751,0.0,0.3508,-0.011740838
2008-06-02 00:00:00+00,SHORT,3695,1.0,0.894,-0.01707108
2008-06-05 00:00:00+00,SHORT,68,0.7406109030633005,0.8913,-0.0151037425
2008-06-05 00:00:00+00,SHORT,2159,0.30820173810189705,0.6106,-0.005607643
2008-06-05 00:00:00+00,SHORT,2213,1.0,0.2187,-0.0019086491
2008-06-05 00:00:00+00,SHORT,2640,1.0,0.1804,-0.002295004
2008-06-05 00:00:00+00,SHORT,664,1.0,0.1721,-0.004045752
2008-06-05 00:00:00+00,SHORT,1011,1.0,0.1727,-0.009683108
2008-06-05 00:00:00+00,SHORT,1324,1.0,0.22,-3.8173707E-4
2008-06-05 00:00:00+00,SHORT,1454,1.0,0.8901,0.004470488
2008-06-05 00:00:00+00,SHORT,1631,1.0,0.1932,-0.0065676696
2008-06-05 00:00:00+00,SHORT,3702,0.2296913539177585,0.177,-0.0158765
2008-06-05 00:00:00+00,SHORT,3872,0.42478035227249783,0.1884,-0.006121638
2008-06-05 00:00:00+00,SHORT,4049,0.5528947754960243,0.2372,-0.006843296
2008-06-05 00:00:00+00,SHORT,4074,1.0,0.1913,-0.014301826
2008-06-13 00:00:00+00,SHORT,4153,1.0,0.3679,-0.009115399
2008-06-13 00:00:00+00,SHORT,907,0.0,0.7554,-0.016543435
2008-06-13 00:00:00+00,SHORT,2979,1.0,0.7489,-0.0153935095
2008-06-16 00:00:00+00,SHORT,4153,0.9375,0.3746,-0.013310791
2008-06-16 00:00:00+00,SHORT,2370,1.0,0.5182,-0.01142244
2008-06-16 00:00:00+00,SHORT,1236,1.0,0.6839,-0.007619223
2008-06-17 00:00:00+00,SHORT,4153,0.875,0.3855,-0.01796344
2008-06-17 00:00:00+00,SHORT,3760,0.1932038022386436,0.1729,-0.0147732925
2008-06-17 00:00:00+00,SHORT,3882,1.0,0.8493,-0.01840531
2008-06-18 00:00:00+00,SHORT,1916,0.1257272032145466,0.385,-0.013938412
2008-06-19 00:00:00+00,SHORT,220,1.0,0.269,-0.017543301
2008-06-19 00:00:00+00,SHORT,3137,1.0,0.9146,-0.018705789
2008-06-19 00:00:00+00,SHORT,1112,0.06162226606118298,0.1668,-0.012387355
2008-06-19 00:00:00+00,SHORT,3513,1.0,0.3983,-0.015523131
2008-06-19 00:00:00+00,SHORT,1916,0.13158685331392722,0.3926,-0.00915595
2008-06-26 00:00:00+00,SHORT,2747,0.7444455354373336,0.377,-0.013950695
2008-06-30 00:00:00+00,SHORT,787,1.0,0.5736,-0.01371736
2008-06-30 00:00:00+00,SHORT,1474,0.29392891497927354,0.1811,-0.016592398
2008-06-30 00:00:00+00,SHORT,3815,1.0,0.8808,-0.008787527
2008-07-01 00:00:00+00,SHORT,4137,0.0,0.1822,-0.01557673
2008-07-08 00:00:00+00,SHORT,900,1.0,0.7118,-2.254054E-4
2008-07-09 00:00:00+00,SHORT,405,0.0,0.3876,-0.010958773
2008-07-10 00:00:00+00,SHORT,1473,1.0,0.449,0.01480821
2008-07-18 00:00:00+00,SHORT,780,0.0,0.9155,-0.013954081
2008-07-18 00:00:00+00,SHORT,3825,0.0,0.3155,-0.010296292
2008-07-21 00:00:00+00,SHORT,713,0.8816311656507321,0.8518,-0.011965528
2008-07-21 00:00:00+00,SHORT,4049,0.0,0.1921,-0.00819768
2008-07-22 00:00:00+00,SHORT,4049,0.0,0.1957,0.011937989
2008-07-23 00:00:00+00,SHORT,918,0.40185309735752367,0.1568,0.017137546
2008-07-23 00:00:00+00,SHORT,3612,0.4470947502710825,0.4708,-0.011294846
2008-07-23 00:00:00+00,SHORT,3695,0.9324260327021047,0.903,-0.008757004
2008-07-23 00:00:00+00,SHORT,3773,0.0,0.765,-0.015410363
2008-07-24 00:00:00+00,SHORT,1141,0.5024088023484434,0.9088,-0.0065039434
2008-07-29 00:00:00+00,SHORT,1141,0.4203096150066335,0.9045,-0.017177384
2008-07-30 00:00:00+00,SHORT,710,0.5957291469388196,0.2122,0.010450744
2008-07-30 00:00:00+00,SHORT,1141,0.2442377985955465,0.9052,-0.0145666
2008-07-31 00:00:00+00,SHORT,710,0.46465723785472385,0.1426,-0.015393164
2008-07-31 00:00:00+00,SHORT,3744,1.0,0.1908,0.005247089
2008-08-06 00:00:00+00,SHORT,1474,1.0,0.2288,7.741448E-4
2008-08-06 00:00:00+00,SHORT,1840,1.0,0.3693,-4.3109307E-4
2008-08-07 00:00:00+00,SHORT,1840,0.9090909090909091,0.264,-0.017742647
2008-08-11 00:00:00+00,SHORT,4218,0.6800178007462923,0.5767,-0.015909322
2008-08-11 00:00:00+00,SHORT,641,1.0,0.1841,-0.018739121
2008-08-11 00:00:00+00,SHORT,988,1.0,0.907,-0.014490197
2008-08-11 00:00:00+00,SHORT,3127,0.0,0.5804,1.0596466E-4
2008-08-11 00:00:00+00,SHORT,1149,1.0,0.5776,-0.008723746
2008-08-11 00:00:00+00,SHORT,3436,0.32941973109058575,0.5832,0.019034889
2008-08-11 00:00:00+00,SHORT,1719,1.0,0.5782,-0.009177082
2008-08-11 00:00:00+00,SHORT,1910,0.5895217755210432,0.9144,-0.012830955
2008-08-11 00:00:00+00,SHORT,4013,1.0,0.183,-0.01117254
2008-08-12 00:00:00+00,SHORT,2761,0.0,0.2972,-0.014711203
2008-08-12 00:00:00+00,SHORT,1063,0.0,0.1506,-0.0125317
2008-08-13 00:00:00+00,SHORT,183,1.0,0.9075,-0.016099008
2008-08-13 00:00:00+00,SHORT,3885,0.0,0.9118,-0.017768063
2008-08-14 00:00:00+00,SHORT,2285,1.0,0.9046,-0.010206052
2008-08-15 00:00:00+00,SHORT,2473,0.0,0.1736,-0.01737128
2008-08-15 00:00:00+00,SHORT,3677,1.0,0.592,-0.0023447794
2008-08-15 00:00:00+00,SHORT,1678,1.0,0.7651,-0.01739958
2008-08-15 00:00:00+00,SHORT,3773,0.0,0.5266,0.010565931
2008-08-20 00:00:00+00,SHORT,2742,1.0,0.9064,-0.01392654
2008-08-21 00:00:00+00,SHORT,3613,1.0,0.7223,2.1219192E-5
2008-08-22 00:00:00+00,SHORT,3273,0.0,0.57,-0.015550632
2008-08-25 00:00:00+00,SHORT,1360,1.0,0.9074,0.013742448
2008-08-28 00:00:00+00,SHORT,2253,0.7142857142857143,0.1701,-0.01532487
2008-08-28 00:00:00+00,SHORT,245,1.0,0.3318,-0.013218966
2008-08-28 00:00:00+00,SHORT,2816,1.0,0.7172,-0.018020513
2008-08-28 00:00:00+00,SHORT,3179,1.0,0.1682,-5.312361E-4
2008-08-28 00:00:00+00,SHORT,3420,1.0,0.6956,-0.016425706
2008-09-03 00:00:00+00,SHORT,2504,0.0,0.9084,0.005687774
2008-09-08 00:00:00+00,SHORT,1114,0.0,0.4636,-0.015428585
2008-09-08 00:00:00+00,SHORT,3275,1.0,0.554,-0.006009474
2008-09-09 00:00:00+00,SHORT,3646,1.0,0.3082,-0.018000375
2008-09-11 00:00:00+00,SHORT,1114,0.75,0.4194,-0.009815361
2008-09-17 00:00:00+00,SHORT,1910,1.0,0.9068,-0.017697524
2008-09-18 00:00:00+00,SHORT,1851,0.19999999999999996,0.2129,0.022974698
2008-09-19 00:00:00+00,SHORT,2408,1.0,0.2833,0.0027043102
2008-09-19 00:00:00+00,SHORT,2999,1.0,0.5344,0.004384532
2008-09-19 00:00:00+00,SHORT,3100,1.0,0.1779,4.2927498E-4
2008-09-19 00:00:00+00,SHORT,1299,1.0,0.1984,-0.014856336
2008-09-19 00:00:00+00,SHORT,3430,1.0,0.3291,-0.018370418
2008-09-19 00:00:00+00,SHORT,1922,1.0,0.1599,0.012529847
2008-09-19 00:00:00+00,SHORT,4049,1.0,0.1808,0.019199103
2008-09-22 00:00:00+00,SHORT,3694,1.0,0.633,-0.012564231
2008-11-04 00:00:00+00,SHORT,4215,0.2147632966533137,0.8167,-0.01647546
2008-11-04 00:00:00+00,SHORT,2747,1.0,0.2798,-0.0013640617
2008-11-04 00:00:00+00,SHORT,712,1.0,0.2472,-0.016831052
2008-11-04 00:00:00+00,SHORT,1523,1.0,0.6557,0.0019456556
2008-11-13 00:00:00+00,SHORT,1473,1.0,0.7649,-0.018613625
2008-11-25 00:00:00+00,SHORT,3694,0.0,0.1608,-0.014685528
2008-11-28 00:00:00+00,SHORT,73,1.0,0.5568,0.002187137
2008-11-28 00:00:00+00,SHORT,629,1.0,0.2955,-0.004183121
2008-12-08 00:00:00+00,SHORT,1099,1.0,0.216,0.0038466603
2008-12-16 00:00:00+00,SHORT,2272,0.36400991119071013,0.2148,0.0059270104
2008-12-19 00:00:00+00,SHORT,2567,0.0,0.3353,0.018739654
2009-01-02 00:00:00+00,SHORT,2269,1.0,0.9137,-0.008333164
2009-01-02 00:00:00+00,SHORT,1236,1.0,0.4512,0.0039416556
2009-01-02 00:00:00+00,SHORT,1434,1.0,0.375,-0.007366965
2009-01-02 00:00:00+00,SHORT,3646,0.0,0.1597,-0.013416911
2009-01-05 00:00:00+00,SHORT,2247,1.0,0.7792,-0.004778308
2009-01-05 00:00:00+00,SHORT,791,1.0,0.7706,-0.0133027965
2009-01-05 00:00:00+00,SHORT,3130,1.0,0.9101,-0.011342191
2009-01-05 00:00:00+00,SHORT,3142,0.4673328015157722,0.8275,-0.00811781
2009-01-06 00:00:00+00,SHORT,2066,1.0,0.7541,-0.005766908
2009-01-06 00:00:00+00,SHORT,2070,0.44073139166837066,0.9097,0.0025616547
2009-01-06 00:00:00+00,SHORT,2079,1.0,0.7785,-0.015584804
2009-01-06 00:00:00+00,SHORT,191,1.0,0.7635,0.017296901
2009-01-06 00:00:00+00,SHORT,194,0.46257976039975024,0.3754,-0.012091469
2009-01-06 00:00:00+00,SHORT,2253,1.0,0.847,0.01129195
2009-01-06 00:00:00+00,SHORT,245,1.0,0.2448,0.008894346
2009-01-06 00:00:00+00,SHORT,2297,0.0,0.7734,-0.013065766
2009-01-06 00:00:00+00,SHORT,2430,1.0,0.3754,0.034346167
2009-01-06 00:00:00+00,SHORT,411,1.0,0.8932,-0.012452149
2009-01-06 00:00:00+00,SHORT,2482,1.0,0.9102,-0.01691074
2009-01-06 00:00:00+00,SHORT,498,1.0,0.2202,-0.007626016
2009-01-06 00:00:00+00,SHORT,580,0.0,0.8007,-0.009590549
2009-01-06 00:00:00+00,SHORT,594,0.8012436434153271,0.3754,-0.017083887
2009-01-06 00:00:00+00,SHORT,2816,0.4330542124888232,0.2506,-0.009803734
2009-01-06 00:00:00+00,SHORT,2818,0.5388163329448024,0.2698,-0.009682869
2009-01-06 00:00:00+00,SHORT,817,0.6562182753412171,0.2229,-0.01815512
2009-01-06 00:00:00+00,SHORT,845,1.0,0.9102,0.01517021
2009-01-06 00:00:00+00,SHORT,862,1.0,0.9102,0.0064632776
2009-01-06 00:00:00+00,SHORT,1043,1.0,0.91,-0.011202935
2009-01-06 00:00:00+00,SHORT,3192,1.0,0.7646,-0.013553828
2009-01-06 00:00:00+00,SHORT,1175,0.5544237699631076,0.7719,7.0533843E-4
2009-01-06 00:00:00+00,SHORT,1220,1.0,0.9102,-0.01451884
2009-01-06 00:00:00+00,SHORT,3287,1.0,0.9104,-0.008047781
2009-01-06 00:00:00+00,SHORT,1260,1.0,0.9102,-0.015146064
2009-01-06 00:00:00+00,SHORT,1298,1.0,0.246,0.0038741122
2009-01-06 00:00:00+00,SHORT,1404,1.0,0.2085,0.015899034
2009-01-06 00:00:00+00,SHORT,1463,1.0,0.9101,0.012114508
2009-01-06 00:00:00+00,SHORT,1474,1.0,0.5528,-0.015816506
2009-01-06 00:00:00+00,SHORT,3613,1.0,0.2758,-0.003288898
2009-01-06 00:00:00+00,SHORT,1585,1.0,0.9101,-0.0023331835
2009-01-06 00:00:00+00,SHORT,3699,1.0,0.7647,0.029617393
2009-01-06 00:00:00+00,SHORT,1678,1.0,0.1964,-0.0070027797
2009-01-06 00:00:00+00,SHORT,3815,1.0,0.2531,0.0128328
2009-01-06 00:00:00+00,SHORT,3882,1.0,0.2478,0.007432825
2009-01-06 00:00:00+00,SHORT,3947,1.0,0.8454,0.010277692
2009-01-06 00:00:00+00,SHORT,1949,1.0,0.2818,-0.017935768
2009-01-08 00:00:00+00,SHORT,2747,0.6614940280014779,0.7681,-0.018704355
2009-01-08 00:00:00+00,SHORT,3335,1.0,0.8056,-0.014179892
2009-01-09 00:00:00+00,SHORT,617,1.0,0.5818,-0.014413496
2009-01-09 00:00:00+00,SHORT,1423,1.0,0.7874,-0.018001154
2009-01-09 00:00:00+00,SHORT,1715,1.0,0.7773,-0.015907912
2009-01-13 00:00:00+00,SHORT,1360,0.0,0.7369,0.045028888
2009-01-16 00:00:00+00,SHORT,557,1.0,0.7866,-0.009446561
2009-01-16 00:00:00+00,SHORT,1205,0.8644632908780836,0.2123,-0.0031128393
2009-01-21 00:00:00+00,SHORT,1205,0.7439833300018031,0.2151,-0.01614812
2009-01-22 00:00:00+00,SHORT,2327,0.9166666666666666,0.9142,0.008838323
2009-01-28 00:00:00+00,SHORT,450,0.8365571294771692,0.3041,-0.015367674
2009-01-28 00:00:00+00,SHORT,975,1.0,0.9126,-0.015565683
2009-01-28 00:00:00+00,SHORT,1300,1.0,0.2476,-0.016463872
2009-02-03 00:00:00+00,SHORT,2747,1.0,0.8848,-0.010207116
2009-02-04 00:00:00+00,SHORT,2297,1.0,0.7812,-0.0046544755
2009-02-04 00:00:00+00,SHORT,2462,1.0,0.7232,-0.015403696
2009-02-06 00:00:00+00,SHORT,3824,1.0,0.7792,0.010558358
2009-02-06 00:00:00+00,SHORT,3947,1.0,0.8494,0.011579137
2009-02-09 00:00:00+00,SHORT,309,1.0,0.7842,-0.008803578
2009-02-09 00:00:00+00,SHORT,2508,0.24415580673641418,0.3013,-5.758696E-4
2009-02-09 00:00:00+00,SHORT,3791,0.2685667827201104,0.9096,0.008024463
2009-02-10 00:00:00+00,SHORT,937,1.0,0.8879,-0.018877825
2009-02-12 00:00:00+00,SHORT,1444,1.0,0.7477,-0.008092932
2009-02-13 00:00:00+00,SHORT,708,1.0,0.5514,-0.015082941
2009-02-24 00:00:00+00,SHORT,1176,0.0,0.884,-2.970027E-4
2009-02-25 00:00:00+00,SHORT,1840,1.0,0.634,-0.008330164
2009-03-18 00:00:00+00,SHORT,1303,1.0,0.8778,-0.018289775
2009-03-19 00:00:00+00,SHORT,356,1.0,0.8929,-0.016610812
2009-03-19 00:00:00+00,SHORT,3116,1.0,0.3271,0.014843574
2009-03-23 00:00:00+00,SHORT,1298,1.0,0.3264,0.008543963
2009-03-23 00:00:00+00,SHORT,3868,0.0,0.3568,-0.0075601097
2009-03-23 00:00:00+00,SHORT,1967,1.0,0.3568,0.046248406
2009-04-02 00:00:00+00,SHORT,1840,1.0,0.8942,-0.012137903
2009-04-03 00:00:00+00,SHORT,3621,1.0,0.8363,-0.016499989
2009-04-09 00:00:00+00,SHORT,4136,0.0,0.8395,-0.015120679
2009-04-09 00:00:00+00,SHORT,3882,1.0,0.1891,-0.012951886
2009-04-16 00:00:00+00,SHORT,3471,0.8823529411764706,0.899,-0.0130848875
2009-04-17 00:00:00+00,SHORT,2305,0.2023695895194694,0.8615,-0.012052514
2009-04-17 00:00:00+00,SHORT,1840,0.4444444444444444,0.8957,-0.01207325
2009-04-17 00:00:00+00,SHORT,1919,1.0,0.1981,-0.018541934
2009-04-20 00:00:00+00,SHORT,3443,1.0,0.2598,-7.599951E-4
2009-04-23 00:00:00+00,SHORT,898,0.3080282474062705,0.2623,-0.010612991
2009-04-24 00:00:00+00,SHORT,3335,0.0,0.8597,-0.015287106
2009-04-28 00:00:00+00,SHORT,3861,1.0,0.3624,0.01722207
2009-04-29 00:00:00+00,SHORT,3614,0.0,0.8456,0.0019624543
2009-04-30 00:00:00+00,SHORT,4224,0.0,0.7262,-0.013556166
2009-04-30 00:00:00+00,SHORT,2440,0.0,0.3447,0.017552854
2009-04-30 00:00:00+00,SHORT,1368,0.0,0.7598,0.038337693
2009-05-04 00:00:00+00,SHORT,1,0.5294822566265578,0.7774,0.0031036395
2009-05-04 00:00:00+00,SHORT,2305,0.8545338810070414,0.7196,-0.017321162
2009-05-04 00:00:00+00,SHORT,309,1.0,0.7108,-0.003787769
2009-05-04 00:00:00+00,SHORT,1453,1.0,0.658,-0.016956862
2009-05-04 00:00:00+00,SHORT,3515,1.0,0.7273,-0.017002676
2009-05-04 00:00:00+00,SHORT,3610,0.0,0.6939,0.007983833
2009-05-04 00:00:00+00,SHORT,3824,1.0,0.7214,0.035758693
2009-05-05 00:00:00+00,SHORT,4171,1.0,0.3393,0.023342174
2009-05-05 00:00:00+00,SHORT,2408,0.0,0.907,0.01838997
2009-05-05 00:00:00+00,SHORT,444,1.0,0.5852,-0.011022825
2009-05-06 00:00:00+00,SHORT,2408,0.0,0.698,-0.0087453835
2009-05-06 00:00:00+00,SHORT,3754,1.0,0.7234,-0.007152871
2009-05-06 00:00:00+00,SHORT,3897,1.0,0.7346,-0.018275592
2009-05-08 00:00:00+00,SHORT,2226,0.0,0.6601,-0.008262984
2009-05-08 00:00:00+00,SHORT,791,1.0,0.2534,0.022968339
2009-05-08 00:00:00+00,SHORT,3013,0.59999308038133,0.8585,-0.013504335
2009-05-08 00:00:00+00,SHORT,1298,1.0,0.1625,-0.0028469537
2009-05-08 00:00:00+00,SHORT,1300,0.7243299175927213,0.1919,0.0014752204
2009-05-08 00:00:00+00,SHORT,3436,0.0,0.6119,-0.0067017777
2009-05-08 00:00:00+00,SHORT,3613,0.0,0.2133,0.0072226934
2009-05-08 00:00:00+00,SHORT,1916,0.0,0.27,1.408422E-4
2009-05-08 00:00:00+00,SHORT,1949,0.0,0.2224,3.823313E-5
2009-05-08 00:00:00+00,SHORT,1967,1.0,0.3509,-0.01791648
2009-05-11 00:00:00+00,SHORT,3255,0.47195318653895324,0.2786,-0.016216781
2009-05-12 00:00:00+00,SHORT,73,0.0,0.2219,-0.018054249
2009-05-18 00:00:00+00,SHORT,1966,0.1669251842644125,0.2086,-0.010026164
2009-05-29 00:00:00+00,SHORT,1966,0.0,0.2054,-0.015377997
2009-06-01 00:00:00+00,SHORT,2716,0.3493507677244065,0.2253,-0.0048124506
2009-06-01 00:00:00+00,SHORT,1368,1.0,0.681,-0.017352166
2009-06-01 00:00:00+00,SHORT,3613,1.0,0.2402,-0.016760727
2009-06-01 00:00:00+00,SHORT,4083,0.0,0.2034,-0.01490651
2009-06-02 00:00:00+00,SHORT,4150,1.0,0.8214,-0.011833137
2009-06-02 00:00:00+00,SHORT,2137,0.21062715204263582,0.1753,-0.0012585327
2009-06-02 00:00:00+00,SHORT,153,1.0,0.2941,-0.017854989
2009-06-02 00:00:00+00,SHORT,3915,1.0,0.7109,0.008884086
2009-06-05 00:00:00+00,SHORT,2221,0.6100030386924709,0.1726,-0.012810402
2009-06-08 00:00:00+00,SHORT,3895,1.0,0.7524,0.012710969
2009-06-10 00:00:00+00,SHORT,2534,0.0,0.182,-0.008717949
2009-06-11 00:00:00+00,SHORT,4118,0.0,0.863,-0.01657155
2009-06-11 00:00:00+00,SHORT,135,1.0,0.1724,-0.014313625
2009-06-11 00:00:00+00,SHORT,2546,0.4178300802266663,0.1788,-0.009913267
2009-06-11 00:00:00+00,SHORT,2923,0.736842105263158,0.1892,-0.015847586
2009-06-11 00:00:00+00,SHORT,3556,0.30525272229656736,0.8869,-0.013775032
2009-06-11 00:00:00+00,SHORT,3612,0.0,0.1907,-0.0010603549
2009-06-12 00:00:00+00,SHORT,3471,0.0,0.67,-0.018889235
2009-06-12 00:00:00+00,SHORT,3612,0.0,0.1921,-0.016178383
2009-06-25 00:00:00+00,SHORT,2778,0.6111111111111112,0.9147,-0.012406974
2009-06-29 00:00:00+00,SHORT,2088,1.0,0.8814,-0.013952632
2009-06-29 00:00:00+00,SHORT,1205,0.0,0.4924,-0.012276608
2009-06-30 00:00:00+00,SHORT,2421,0.0,0.2005,-0.015932847
2009-06-30 00:00:00+00,SHORT,1205,0.0,0.4909,-0.016934177
2009-07-01 00:00:00+00,SHORT,2261,0.2036676233791513,0.1894,-0.015551377
2009-07-01 00:00:00+00,SHORT,2437,0.0,0.1843,-0.006295805
2009-07-01 00:00:00+00,SHORT,960,1.0,0.8681,-0.012093327
2009-07-01 00:00:00+00,SHORT,3612,0.007363840441889954,0.214,-0.010195006
2009-07-01 00:00:00+00,SHORT,1985,0.0,0.1766,0.003966483
2009-07-06 00:00:00+00,SHORT,3612,0.0,0.2024,-0.015833672
2009-07-20 00:00:00+00,SHORT,3708,0.0,0.359,-0.013824796
2009-07-22 00:00:00+00,SHORT,3137,0.7271842873002874,0.1736,-0.018299462
2009-07-23 00:00:00+00,SHORT,2543,0.5893035651745294,0.1705,-0.014005328
2009-07-23 00:00:00+00,SHORT,1072,0.8321129685775371,0.1773,-0.018220317
2009-07-23 00:00:00+00,SHORT,1853,0.6503057946746417,0.2992,0.02327079
2009-07-24 00:00:00+00,SHORT,1853,0.6869932636458199,0.2919,-0.013751262
2009-07-27 00:00:00+00,SHORT,69,1.0,0.4274,-0.003042019
2009-08-04 00:00:00+00,SHORT,1610,0.0,0.2146,-0.014200571
2009-08-05 00:00:00+00,SHORT,1700,0.0,0.1661,0.034459148
2009-08-05 00:00:00+00,SHORT,1869,0.0,0.2474,0.011794061
2009-08-07 00:00:00+00,SHORT,2351,1.0,0.8386,0.010900893
2009-08-07 00:00:00+00,SHORT,2352,0.0,0.8385,0.028196504
