time,side,ticker_id,mv_up_composite_labels,sessions_since_bearish_21_50_df059,weighted_neg_sum_10_df036,skew_weighted_20_df037,joint_fall_flag_1_10_df042
2008-01-28 00:00:00+00,LONG,135,0.0,19.0,0.11904764,-0.23089848,0.0
2008-01-28 00:00:00+00,LONG,694,0.0,13.0,0.12259747,-0.2537389,0.0
2008-01-28 00:00:00+00,LONG,3760,0.5907710707524113,13.0,0.10923193,-0.36467034,0.0
2008-01-29 00:00:00+00,LONG,3760,0.44689237654515096,14.0,0.10923193,-0.29492384,0.0
2008-01-30 00:00:00+00,LONG,3743,0.0,13.0,0.108692855,-0.3010998,0.0
2008-01-30 00:00:00+00,LONG,3760,0.49184420321249434,15.0,0.1228752,-0.33664688,0.0
2008-01-31 00:00:00+00,LONG,93,0.0,13.0,0.09909458,-0.2517843,0.0
2008-01-31 00:00:00+00,LONG,3760,0.46845387910077935,16.0,0.1228752,-0.23567058,0.0
2008-02-01 00:00:00+00,LONG,3330,0.0,18.0,0.10626169,-0.44204122,0.0
2008-02-01 00:00:00+00,LONG,3760,0.3660060027386935,17.0,0.10462369,-0.25259647,0.0
2008-02-06 00:00:00+00,LONG,3330,0.6428571428571429,21.0,0.12882972,-0.45244017,0.0
2008-02-07 00:00:00+00,LONG,433,0.6670544635826087,20.0,0.105001256,-0.4116985,0.0
2008-02-07 00:00:00+00,LONG,2548,0.33790274513664326,26.0,0.11405038,-0.3261579,0.0
2008-02-07 00:00:00+00,LONG,3330,0.6071428571428572,22.0,0.12882972,-0.42022055,0.0
2008-02-07 00:00:00+00,LONG,1832,1.0,21.0,0.12627156,-0.24197294,0.0
2008-02-08 00:00:00+00,LONG,2297,0.038844177921163646,29.0,0.12258971,-0.30734292,0.0
2008-02-08 00:00:00+00,LONG,2548,0.18709157685200242,27.0,0.12372331,-0.28986907,0.0
2008-02-11 00:00:00+00,LONG,3466,0.6818181818181819,13.0,0.1030161,-0.2660915,0.0
2008-02-12 00:00:00+00,LONG,2548,0.2956548067621851,29.0,0.12372331,-0.3135478,0.0
2008-02-12 00:00:00+00,LONG,3330,0.5,25.0,0.11132067,-0.33684176,0.0
2008-02-29 00:00:00+00,LONG,3646,0.7941176470588236,24.0,0.13699253,-0.25792322,0.0
2008-03-04 00:00:00+00,LONG,2613,0.0,25.0,0.13588023,-0.31555828,0.0
2008-03-12 00:00:00+00,LONG,937,0.563724232528801,23.0,0.12072037,-0.5248897,0.0
2008-03-18 00:00:00+00,LONG,4050,0.8409090909090909,20.0,0.10971858,-0.30310166,0.0
2008-03-24 00:00:00+00,LONG,3436,0.0,14.0,0.1300498,-0.2850828,0.0
2008-03-28 00:00:00+00,LONG,2866,0.0,18.0,0.11832391,-0.25900513,0.0
2008-04-24 00:00:00+00,LONG,2681,0.0,21.0,0.12240017,-0.30846283,0.0
2008-04-28 00:00:00+00,LONG,2681,0.0,23.0,0.11162712,-0.2314121,0.0
2008-06-27 00:00:00+00,LONG,617,0.0,16.0,0.11477112,-0.50939125,0.0
2008-06-27 00:00:00+00,LONG,3199,0.0,17.0,0.10431252,-0.4105089,0.0
2008-06-30 00:00:00+00,LONG,617,0.0,17.0,0.11477112,-0.29851058,0.0
2008-07-01 00:00:00+00,LONG,617,0.0,18.0,0.12086303,-0.3870792,0.0
2008-07-02 00:00:00+00,LONG,617,0.0,19.0,0.11667045,-0.3998049,0.0
2008-07-02 00:00:00+00,LONG,3199,0.0,20.0,0.11808176,-0.35545146,0.0
2008-07-03 00:00:00+00,LONG,617,0.0,20.0,0.102380775,-0.38977918,0.0
2008-07-03 00:00:00+00,LONG,3825,0.0,16.0,0.10063617,-0.31535378,0.0
2008-07-07 00:00:00+00,LONG,2728,1.0,13.0,0.11712856,-0.23400377,0.0
2008-07-07 00:00:00+00,LONG,1299,0.0,13.0,0.10215104,-0.32699633,0.0
2008-07-07 00:00:00+00,LONG,2032,0.9705882352941176,16.0,0.13688841,-0.34953824,0.0
2008-07-08 00:00:00+00,LONG,2032,0.9411764705882353,17.0,0.12013644,-0.25395522,0.0
2008-07-09 00:00:00+00,LONG,2032,0.9117647058823529,18.0,0.11792339,-0.26751116,0.0
2008-07-11 00:00:00+00,LONG,3049,0.975,16.0,0.11183428,-0.23249175,0.0
2008-07-11 00:00:00+00,LONG,1437,0.8709677419354839,21.0,0.13429958,-0.2750754,0.0
2008-07-14 00:00:00+00,LONG,2393,0.0,19.0,0.10170226,-0.25985122,0.0
2008-07-14 00:00:00+00,LONG,1767,0.9024390243902439,26.0,0.12511024,-0.42447436,0.0
2008-07-14 00:00:00+00,LONG,1985,0.0,15.0,0.10433202,-0.313517,0.0
2008-07-15 00:00:00+00,LONG,2437,0.0,23.0,0.10503719,-0.5008381,0.0
2008-07-15 00:00:00+00,LONG,555,1.0,21.0,0.10327595,-0.3590686,0.0
2008-07-15 00:00:00+00,LONG,862,0.0,17.0,0.10449793,-0.24324556,0.0
2008-07-15 00:00:00+00,LONG,2930,0.0,17.0,0.09917973,-0.5077082,0.0
2008-07-15 00:00:00+00,LONG,975,1.0,25.0,0.09985368,-0.33016014,0.0
2008-07-15 00:00:00+00,LONG,1324,1.0,18.0,0.121857785,-0.2916669,0.0
2008-07-15 00:00:00+00,LONG,1437,0.8064516129032258,23.0,0.13504273,-0.3600641,0.0
2008-07-15 00:00:00+00,LONG,3629,0.0,30.0,0.12626992,-0.45691136,0.0
2008-07-15 00:00:00+00,LONG,3791,1.0,23.0,0.13046758,-0.56368536,0.0
2008-07-15 00:00:00+00,LONG,1767,0.8780487804878049,27.0,0.10287493,-0.40450308,0.0
2008-07-15 00:00:00+00,LONG,4013,0.0,14.0,0.12898298,-0.26572794,0.0
2008-07-15 00:00:00+00,LONG,1985,0.0,16.0,0.10386669,-0.30129984,0.0
2008-07-16 00:00:00+00,LONG,2261,0.0,25.0,0.102868676,-0.26812148,0.0
2008-07-16 00:00:00+00,LONG,2345,0.0,17.0,0.12914538,-0.29095066,0.0
2008-07-16 00:00:00+00,LONG,2397,0.9375,20.0,0.13411629,-0.28244582,0.0
2008-07-16 00:00:00+00,LONG,2437,0.0,24.0,0.102673925,-0.4770025,0.0
2008-07-16 00:00:00+00,LONG,2546,0.975,26.0,0.12803085,-0.506273,0.0
2008-07-16 00:00:00+00,LONG,835,0.0,23.0,0.12704301,-0.419244,0.0
2008-07-16 00:00:00+00,LONG,3436,0.0,25.0,0.12981972,-0.46430773,0.0
2008-07-16 00:00:00+00,LONG,3716,0.0,21.0,0.12389747,-0.26209843,0.0
2008-07-16 00:00:00+00,LONG,1819,0.0,24.0,0.12529573,-0.2393043,0.0
2008-07-16 00:00:00+00,LONG,1985,0.0,17.0,0.10386669,-0.23293935,0.0
2008-07-17 00:00:00+00,LONG,959,0.0,13.0,0.13065316,-0.45738477,0.0
2008-07-17 00:00:00+00,LONG,3791,0.0,25.0,0.10299282,-0.3049362,0.0
2008-07-17 00:00:00+00,LONG,1867,0.8974358974358975,13.0,0.112650536,-0.29865995,0.0
2008-07-18 00:00:00+00,LONG,443,0.0,14.0,0.10892048,-0.30171877,0.0
2008-07-18 00:00:00+00,LONG,959,0.0,14.0,0.13065316,-0.47023997,0.0
2008-07-21 00:00:00+00,LONG,443,0.0,15.0,0.11674271,-0.26639095,0.0
2008-07-21 00:00:00+00,LONG,959,0.0,15.0,0.10686424,-0.37271258,0.0
2008-07-21 00:00:00+00,LONG,3763,0.0,17.0,0.09917304,-0.29827967,0.0
2008-07-22 00:00:00+00,LONG,959,0.0,16.0,0.10686424,-0.35326183,0.0
2008-07-22 00:00:00+00,LONG,2006,0.0,16.0,0.11646131,-0.36736467,0.0
2008-07-23 00:00:00+00,LONG,429,0.0,13.0,0.11739009,-0.23772869,0.0
2008-07-24 00:00:00+00,LONG,1236,0.8679245283018868,14.0,0.10404106,-0.25871643,0.0
2008-07-28 00:00:00+00,LONG,2211,1.0,27.0,0.112101875,-0.47323558,0.0
2008-07-29 00:00:00+00,LONG,2211,0.0,28.0,0.1036404,-0.28829253,0.0
2008-07-29 00:00:00+00,LONG,1444,0.0,17.0,0.10147898,-0.48995718,0.0
2008-07-30 00:00:00+00,LONG,2211,0.0,29.0,0.10852987,-0.27186778,0.0
2008-08-05 00:00:00+00,LONG,50,0.0,13.0,0.10867203,-0.2843889,0.0
2008-08-07 00:00:00+00,LONG,1173,0.0,21.0,0.11588849,-0.27115947,0.0
2009-02-11 00:00:00+00,LONG,4128,0.3452227628903031,16.0,0.112769164,-0.23728946,0.0
2009-02-23 00:00:00+00,LONG,3694,0.9615384615384616,16.0,0.12522146,-0.26383623,0.0
2009-03-05 00:00:00+00,LONG,133,0.9696969696969697,20.0,0.13758078,-0.4196413,0.0
2009-03-06 00:00:00+00,LONG,133,0.9393939393939394,21.0,0.12103231,-0.42998713,0.0
2009-03-06 00:00:00+00,LONG,1922,1.0,23.0,0.1292628,-0.62745774,0.0
2009-03-09 00:00:00+00,LONG,417,0.9545454545454546,16.0,0.100964755,-0.30273348,0.0
2009-03-09 00:00:00+00,LONG,2473,0.8275862068965517,24.0,0.13324878,-0.32409877,0.0
2009-03-10 00:00:00+00,LONG,417,0.9090909090909091,17.0,0.100964755,-0.24750271,0.0
2009-03-10 00:00:00+00,LONG,1423,0.9795918367346939,14.0,0.13577114,-0.32043213,0.0
2009-03-10 00:00:00+00,LONG,1742,0.43035926917710043,26.0,0.0991457,-0.36158192,0.0
2009-03-11 00:00:00+00,LONG,1423,0.9591836734693877,15.0,0.13577114,-0.24625123,0.0
2009-03-12 00:00:00+00,LONG,405,0.9,21.0,0.10814109,-0.39334077,0.0
2009-03-13 00:00:00+00,LONG,2262,0.40992226617604655,17.0,0.13062026,-0.28523764,0.0
2009-03-13 00:00:00+00,LONG,1039,0.84,13.0,0.129254,-0.3630729,0.0
2009-03-16 00:00:00+00,LONG,1308,0.0,13.0,0.1366916,-0.36179644,0.0
2009-03-17 00:00:00+00,LONG,84,0.0,19.0,0.119322725,-0.3830921,0.0
2009-03-17 00:00:00+00,LONG,2986,0.7777777777777778,20.0,0.1303997,-0.3322483,0.0
2009-03-18 00:00:00+00,LONG,84,0.8260869565217391,20.0,0.119322725,-0.31726572,0.0
2009-03-18 00:00:00+00,LONG,2986,0.7407407407407407,21.0,0.1303997,-0.2750975,0.0
2009-03-18 00:00:00+00,LONG,1767,0.7317073170731707,14.0,0.13713135,-0.3394924,0.0
2009-03-19 00:00:00+00,LONG,1767,0.7073170731707317,15.0,0.108470015,-0.3013131,0.0
2009-03-23 00:00:00+00,LONG,3535,0.0,13.0,0.11191919,-0.31357402,0.0
2009-04-07 00:00:00+00,LONG,2396,1.0,18.0,0.10555042,-0.43147156,0.0
2009-04-30 00:00:00+00,LONG,1807,0.0,24.0,0.12784761,-0.26573518,0.0
2009-07-07 00:00:00+00,LONG,1816,0.9841269841269842,21.0,0.1348445,-0.25995046,0.0
2009-07-08 00:00:00+00,LONG,443,1.0,29.0,0.10891871,-0.41640425,0.0
2009-07-08 00:00:00+00,LONG,2497,1.0,18.0,0.13173565,-0.47552124,0.0
2009-07-09 00:00:00+00,LONG,443,0.9836065573770492,30.0,0.1086155,-0.32289147,0.0
2009-07-09 00:00:00+00,LONG,2497,0.9615384615384616,19.0,0.12584753,-0.35375738,0.0
2009-07-09 00:00:00+00,LONG,4000,0.19967792406437065,20.0,0.11249831,-0.3287112,0.0
2009-07-10 00:00:00+00,LONG,2497,0.9230769230769231,20.0,0.13107033,-0.34593672,0.0
2009-07-10 00:00:00+00,LONG,938,0.9166666666666666,20.0,0.12918843,-0.26392552,0.0
2009-07-10 00:00:00+00,LONG,4000,0.9512195121951219,21.0,0.12954244,-0.30873707,0.0
2009-07-13 00:00:00+00,LONG,4150,0.9615384615384616,16.0,0.12504435,-0.31268957,0.0
2009-07-13 00:00:00+00,LONG,4169,0.875,17.0,0.12398751,-0.28553042,0.0
2009-07-13 00:00:00+00,LONG,2452,0.4984931696111084,21.0,0.13678971,-0.41090232,0.0
2009-07-13 00:00:00+00,LONG,1306,1.0,13.0,0.12513298,-0.31971863,0.0
2009-07-13 00:00:00+00,LONG,1383,1.0,30.0,0.11576452,-0.28747147,0.0
2009-07-13 00:00:00+00,LONG,1514,0.9830508474576272,23.0,0.12362844,-0.245506,0.0
2009-07-13 00:00:00+00,LONG,3773,1.0,27.0,0.122068584,-0.3041087,0.0
2009-07-15 00:00:00+00,LONG,1770,0.0,13.0,0.13501266,-0.24130087,0.0
2009-07-30 00:00:00+00,LONG,1807,0.2911012007569831,18.0,0.12694453,-0.2824572,0.0
2009-11-03 00:00:00+00,LONG,1361,0.0,13.0,0.09971037,-0.25936037,0.0
2009-11-03 00:00:00+00,LONG,3824,0.41076316144920916,16.0,0.10360245,-0.2412124,0.0
2009-11-05 00:00:00+00,LONG,195,0.4906518960407707,13.0,0.100112535,-0.24385089,0.0
2009-11-05 00:00:00+00,LONG,610,0.0,26.0,0.12568162,-0.4377615,0.0
2009-11-06 00:00:00+00,LONG,610,0.0,27.0,0.12568162,-0.43825755,0.0
2009-11-11 00:00:00+00,LONG,3704,0.9259259259259259,15.0,0.112285644,-0.25722927,0.0
2009-11-12 00:00:00+00,LONG,2582,0.3259190055239922,22.0,0.12996551,-0.24801977,0.0
2009-11-13 00:00:00+00,LONG,838,0.0,17.0,0.1237636,-0.2352099,0.0
2009-11-13 00:00:00+00,LONG,3216,0.7272727272727273,13.0,0.09864819,-0.29226238,0.0
2009-12-02 00:00:00+00,LONG,517,0.8105101388609602,13.0,0.11160923,-0.32890904,0.0
2009-12-02 00:00:00+00,LONG,2815,0.0,18.0,0.13012569,-0.2864548,0.0
2009-12-08 00:00:00+00,LONG,2815,0.0,22.0,0.10406728,-0.24226876,0.0
2009-12-08 00:00:00+00,LONG,1927,0.0,29.0,0.11362622,-0.37262586,0.0
2009-12-09 00:00:00+00,LONG,131,1.0,20.0,0.10250234,-0.31652448,0.0
2009-12-09 00:00:00+00,LONG,523,0.8496932809783543,13.0,0.105181895,-0.30228713,0.0
2009-12-09 00:00:00+00,LONG,1927,0.0,30.0,0.111760005,-0.37123442,0.0
2009-12-09 00:00:00+00,LONG,1949,0.4379956478110814,15.0,0.09938773,-0.26672754,0.0
2009-12-10 00:00:00+00,LONG,2430,0.5688226580731598,23.0,0.10739434,-0.45542258,0.0
2009-12-10 00:00:00+00,LONG,523,0.8309063720449711,14.0,0.105181895,-0.3032379,0.0
2009-12-10 00:00:00+00,LONG,3233,0.301836201885363,13.0,0.10527582,-0.353633,0.0
2009-12-10 00:00:00+00,LONG,3335,0.0,22.0,0.10420903,-0.31890243,0.0
2009-12-10 00:00:00+00,LONG,1453,0.962962962962963,23.0,0.11985488,-0.2675679,0.0
2009-12-14 00:00:00+00,LONG,1939,0.8846153846153846,25.0,0.105446994,-0.26203147,0.0
2009-12-15 00:00:00+00,LONG,4097,1.0,21.0,0.11638196,-0.32697815,0.0
2009-12-15 00:00:00+00,LONG,3335,0.0,25.0,0.100079976,-0.38694873,0.0
2009-12-22 00:00:00+00,LONG,85,0.0,28.0,0.1345166,-0.3376038,0.0
2009-12-23 00:00:00+00,LONG,85,0.0,29.0,0.11548293,-0.31156075,0.0
2010-02-05 00:00:00+00,LONG,796,0.0,14.0,0.101579726,-0.2882813,0.0
2010-02-05 00:00:00+00,LONG,1081,0.428624005815787,18.0,0.11579596,-0.41001695,0.0
2010-02-05 00:00:00+00,LONG,3378,1.0,17.0,0.10345586,-0.48699436,0.0
2010-02-05 00:00:00+00,LONG,3694,0.0,27.0,0.13062611,-0.64845914,0.0
2010-02-05 00:00:00+00,LONG,1748,1.0,14.0,0.10064003,-0.40111214,0.0
2010-02-08 00:00:00+00,LONG,220,0.96875,13.0,0.10157942,-0.39443418,0.0
2010-02-08 00:00:00+00,LONG,1410,0.9583333333333334,14.0,0.099867,-0.33778068,0.0
2010-02-08 00:00:00+00,LONG,3694,0.0,28.0,0.13062611,-0.5988112,0.0
2010-02-08 00:00:00+00,LONG,1748,0.9821428571428571,15.0,0.10064003,-0.45027888,0.0
2010-02-09 00:00:00+00,LONG,796,0.0,16.0,0.115728095,-0.23589577,0.0
2010-02-09 00:00:00+00,LONG,1081,0.395131078934784,20.0,0.1342701,-0.33399436,0.0
2010-02-09 00:00:00+00,LONG,1410,0.9166666666666666,15.0,0.099867,-0.3092974,0.0
2010-02-09 00:00:00+00,LONG,3694,0.0,29.0,0.13062611,-0.44736165,0.0
2010-02-09 00:00:00+00,LONG,1748,0.6810654450714251,16.0,0.10064003,-0.31706473,0.0
2010-02-10 00:00:00+00,LONG,220,0.90625,15.0,0.1003571,-0.2622047,0.0
2010-02-11 00:00:00+00,LONG,1081,0.3528510175202949,22.0,0.12028091,-0.35637107,0.0
2010-02-12 00:00:00+00,LONG,1615,0.0,13.0,0.10781019,-0.33029318,0.0
2010-02-16 00:00:00+00,LONG,1298,0.0,13.0,0.1339345,-0.2640365,0.0
2010-02-17 00:00:00+00,LONG,786,0.454276068689713,13.0,0.12927929,-0.3681212,0.0
2010-02-18 00:00:00+00,LONG,1762,0.6193255987202501,25.0,0.09876892,-0.269088,0.0
2010-02-18 00:00:00+00,LONG,3828,0.5626636985034899,13.0,0.13341348,-0.24368358,0.0
2010-02-24 00:00:00+00,LONG,3918,0.8571428571428572,21.0,0.103082076,-0.29244792,0.0
2010-02-25 00:00:00+00,LONG,1195,0.0,13.0,0.11281497,-0.5491029,0.0
2010-03-01 00:00:00+00,LONG,3137,1.0,15.0,0.11181045,-0.32750288,0.0
2010-03-01 00:00:00+00,LONG,1195,0.0,15.0,0.1109094,-0.5026584,0.0
2010-05-21 00:00:00+00,LONG,3556,0.0,22.0,0.11554359,-0.3268378,0.0
2010-05-24 00:00:00+00,LONG,3556,0.9615384615384616,23.0,0.11645748,-0.31307027,0.0
2010-05-25 00:00:00+00,LONG,1195,0.23240890470816286,14.0,0.1351431,-0.2767264,0.0
2010-05-25 00:00:00+00,LONG,3556,0.9230769230769231,24.0,0.103887014,-0.2740776,0.0
2010-05-26 00:00:00+00,LONG,417,0.9523809523809523,15.0,0.11011208,-0.41454643,0.0
2010-05-26 00:00:00+00,LONG,602,0.9615384615384616,14.0,0.10264083,-0.24981532,0.0
2010-05-26 00:00:00+00,LONG,3556,0.8846153846153846,25.0,0.10542043,-0.31398126,0.0
2010-05-27 00:00:00+00,LONG,417,0.9047619047619048,16.0,0.1022441,-0.24064146,0.0
2010-05-27 00:00:00+00,LONG,1195,0.0,16.0,0.1300459,-0.24294561,0.0
2010-05-27 00:00:00+00,LONG,1715,0.9565217391304348,14.0,0.1082231,-0.36547378,0.0
2010-05-27 00:00:00+00,LONG,1846,0.0,15.0,0.11115652,-0.24001838,0.0
2010-06-01 00:00:00+00,LONG,417,0.8095238095238095,18.0,0.11325754,-0.26872325,0.0
2010-06-01 00:00:00+00,LONG,1846,0.6658417780277727,17.0,0.11033528,-0.26471686,0.0
2010-06-03 00:00:00+00,LONG,2613,0.0,13.0,0.10931692,-0.25234953,0.0
2010-06-08 00:00:00+00,LONG,796,0.935483870967742,20.0,0.10007616,-0.43334046,0.0
2010-06-08 00:00:00+00,LONG,1081,1.0,14.0,0.1220924,-0.33109814,0.0
2010-06-08 00:00:00+00,LONG,1184,0.5172451669371015,25.0,0.1366428,-0.2931104,0.0
2010-06-08 00:00:00+00,LONG,1298,0.0,15.0,0.109499805,-0.2480614,0.0
2010-06-08 00:00:00+00,LONG,1897,0.6538461538461539,20.0,0.1175405,-0.3322344,0.0
2010-06-08 00:00:00+00,LONG,2041,0.625,19.0,0.11555084,-0.25481623,0.0
2010-06-10 00:00:00+00,LONG,796,0.5186196107013396,22.0,0.11180636,-0.3018747,0.0
2010-06-10 00:00:00+00,LONG,3293,0.6981166193313771,14.0,0.112176225,-0.33488134,0.0
2010-06-10 00:00:00+00,LONG,1897,0.408440328579242,22.0,0.11493315,-0.23407432,0.0
2010-06-11 00:00:00+00,LONG,3293,0.5974347410830462,15.0,0.112176225,-0.28036568,0.0
2010-06-29 00:00:00+00,LONG,3716,0.4932110539501625,21.0,0.11446277,-0.4062935,0.0
2010-06-30 00:00:00+00,LONG,3716,0.5574199212707444,22.0,0.106770456,-0.43801326,0.0
2010-07-01 00:00:00+00,LONG,200,1.0,29.0,0.12927264,-0.331042,0.0
2010-07-01 00:00:00+00,LONG,234,0.8762183239662483,22.0,0.10716724,-0.3607636,0.0
2010-07-01 00:00:00+00,LONG,2425,0.0,29.0,0.13694626,-0.24333005,0.0
2010-07-01 00:00:00+00,LONG,2543,1.0,29.0,0.13734123,-0.4494165,0.0
2010-07-01 00:00:00+00,LONG,555,0.6631689161196879,29.0,0.1336201,-0.371667,0.0
2010-07-01 00:00:00+00,LONG,559,1.0,30.0,0.13478102,-0.36635035,0.0
2010-07-01 00:00:00+00,LONG,562,1.0,28.0,0.10000267,-0.2574989,0.0
2010-07-01 00:00:00+00,LONG,2681,1.0,28.0,0.13477553,-0.40371004,0.0
2010-07-01 00:00:00+00,LONG,2986,0.0,27.0,0.13742448,-0.2749359,0.0
2010-07-01 00:00:00+00,LONG,1012,1.0,25.0,0.114101075,-0.37056887,0.0
2010-07-01 00:00:00+00,LONG,1185,0.6247169585104707,30.0,0.12593561,-0.43032023,0.0
2010-07-01 00:00:00+00,LONG,3271,1.0,25.0,0.11531697,-0.26836717,0.0
2010-07-01 00:00:00+00,LONG,3309,0.0,28.0,0.13036138,-0.30701914,0.0
2010-07-01 00:00:00+00,LONG,3629,1.0,25.0,0.11073354,-0.38750514,0.0
2010-07-01 00:00:00+00,LONG,1667,1.0,27.0,0.11056572,-0.41626006,0.0
2010-07-01 00:00:00+00,LONG,3716,0.38264568418541267,23.0,0.10566304,-0.39497784,0.0
2010-07-01 00:00:00+00,LONG,3818,1.0,14.0,0.12805183,-0.25322995,0.0
2010-07-01 00:00:00+00,LONG,3825,0.0,29.0,0.1317093,-0.38479573,0.0
2010-07-01 00:00:00+00,LONG,3853,1.0,26.0,0.110409044,-0.24840532,0.0
2010-07-01 00:00:00+00,LONG,1819,1.0,26.0,0.120547496,-0.34265602,0.0
2010-07-02 00:00:00+00,LONG,234,0.8653976064949779,23.0,0.10489088,-0.24854365,0.0
2010-07-02 00:00:00+00,LONG,2543,0.962962962962963,30.0,0.13734123,-0.3485348,0.0
2010-07-02 00:00:00+00,LONG,2681,0.9655172413793104,29.0,0.13570075,-0.29624748,0.0
2010-07-02 00:00:00+00,LONG,1012,0.972972972972973,26.0,0.11662034,-0.26876613,0.0
2010-07-02 00:00:00+00,LONG,1090,0.694470151315613,22.0,0.13667405,-0.3494116,0.0
2010-07-02 00:00:00+00,LONG,1099,0.7839291287655628,28.0,0.11226164,-0.28886813,0.0
2010-07-02 00:00:00+00,LONG,3629,0.9655172413793104,26.0,0.121507674,-0.32221144,0.0
2010-07-02 00:00:00+00,LONG,1667,0.967741935483871,28.0,0.11450052,-0.34316987,0.0
2010-07-02 00:00:00+00,LONG,3716,0.35333162949875396,24.0,0.098960765,-0.30752587,0.0
2010-07-02 00:00:00+00,LONG,3825,0.0,30.0,0.12790288,-0.241936,0.0
2010-07-02 00:00:00+00,LONG,1985,0.0,30.0,0.12357801,-0.3092187,0.0
2010-07-06 00:00:00+00,LONG,2681,0.9310344827586207,30.0,0.122169815,-0.2310321,0.0
2010-07-06 00:00:00+00,LONG,2830,1.0,25.0,0.12100934,-0.27797008,0.0
2010-07-06 00:00:00+00,LONG,1012,0.9459459459459459,27.0,0.11662034,-0.25203353,0.0
2010-07-06 00:00:00+00,LONG,1090,0.7139547094976856,23.0,0.11713916,-0.25539103,0.0
2010-07-06 00:00:00+00,LONG,3629,0.9310344827586207,27.0,0.10864824,-0.24045247,0.0
2010-07-06 00:00:00+00,LONG,1667,0.5490423767109703,29.0,0.12628177,-0.26429158,0.0
2010-07-07 00:00:00+00,LONG,4169,0.9714285714285714,29.0,0.121412136,-0.3109989,0.0
2010-07-07 00:00:00+00,LONG,2761,0.5208834608179034,23.0,0.12857608,-0.2471109,0.0
2010-07-07 00:00:00+00,LONG,1667,0.490315690496623,30.0,0.099541105,-0.23492351,0.0
2010-07-08 00:00:00+00,LONG,4169,0.9428571428571428,30.0,0.121412136,-0.25526625,0.0
2010-07-09 00:00:00+00,LONG,76,0.8,28.0,0.111516275,-0.2504683,0.0
2010-07-09 00:00:00+00,LONG,2226,0.0,19.0,0.103016,-0.3246008,0.0
2010-07-09 00:00:00+00,LONG,2248,0.3794541716263972,28.0,0.11544605,-0.26105347,0.0
2010-07-09 00:00:00+00,LONG,1816,0.6638035517003693,27.0,0.12788886,-0.2762594,0.0
2010-07-09 00:00:00+00,LONG,4070,0.92,28.0,0.10120398,-0.2639514,0.0
2010-07-12 00:00:00+00,LONG,76,0.76,29.0,0.111516275,-0.25242096,0.0
2010-07-12 00:00:00+00,LONG,1816,0.8787878787878788,28.0,0.12788886,-0.2539593,0.0
2010-07-12 00:00:00+00,LONG,4070,0.7276864332581613,29.0,0.11036547,-0.30434397,0.0
2010-07-13 00:00:00+00,LONG,2226,0.206831540651913,21.0,0.110394515,-0.24443236,0.0
2010-08-16 00:00:00+00,LONG,3275,1.0,18.0,0.111291505,-0.23666343,0.0
2010-08-26 00:00:00+00,LONG,1919,0.2997578392699714,15.0,0.13546583,-0.4148339,0.0
2010-08-27 00:00:00+00,LONG,4223,0.7517945451117491,13.0,0.11519177,-0.36534306,0.0
2010-08-27 00:00:00+00,LONG,3486,0.3365511853013738,13.0,0.11988829,-0.5525579,0.0
2010-08-27 00:00:00+00,LONG,1919,0.2800589358984725,16.0,0.13546583,-0.48862037,0.0
2010-08-30 00:00:00+00,LONG,4223,0.6339916467750457,14.0,0.11663659,-0.47487545,0.0
2010-08-31 00:00:00+00,LONG,4223,0.7309548622060646,15.0,0.1242124,-0.5288528,0.0
2010-08-31 00:00:00+00,LONG,836,0.9459459459459459,13.0,0.105830915,-0.45256734,0.0
2010-08-31 00:00:00+00,LONG,1919,0.23539301915974356,18.0,0.1209793,-0.2763527,0.0
2010-09-01 00:00:00+00,LONG,4223,0.689913227022863,16.0,0.1242124,-0.532283,0.0
2010-09-01 00:00:00+00,LONG,836,0.9189189189189189,14.0,0.105830915,-0.278907,0.0
2010-09-02 00:00:00+00,LONG,2776,0.962962962962963,17.0,0.12147317,-0.27466494,0.0
2010-09-03 00:00:00+00,LONG,3596,0.8695652173913043,16.0,0.123608895,-0.31588286,0.0
2010-09-03 00:00:00+00,LONG,1919,0.22885938912671105,21.0,0.1230208,-0.31037533,0.0
2010-09-07 00:00:00+00,LONG,1303,0.6511874425385652,13.0,0.10080685,-0.26395872,0.0
2010-09-07 00:00:00+00,LONG,1919,0.24355542233823887,22.0,0.10109258,-0.2433252,0.0
2010-10-27 00:00:00+00,LONG,4172,0.9827586206896551,27.0,0.13592052,-0.29441053,0.0
2010-10-28 00:00:00+00,LONG,4172,0.9655172413793104,28.0,0.11297555,-0.24719565,0.0
2010-12-01 00:00:00+00,LONG,2993,0.3536416459912992,25.0,0.12717082,-0.3784989,0.0
2010-12-06 00:00:00+00,LONG,2116,0.0,13.0,0.10162648,-0.2697722,0.0
2010-12-08 00:00:00+00,LONG,1360,0.9411764705882353,15.0,0.1353787,-0.26164794,0.0
2011-03-15 00:00:00+00,LONG,3693,0.0,16.0,0.12029769,-0.28478098,0.0
2011-03-16 00:00:00+00,LONG,2686,0.0,16.0,0.13526373,-0.48546746,0.0
2011-03-16 00:00:00+00,LONG,1908,0.4794561322744427,20.0,0.12939636,-0.28534877,0.0
2011-03-17 00:00:00+00,LONG,2686,0.0,17.0,0.1318075,-0.41888866,0.0
2011-03-17 00:00:00+00,LONG,2716,0.4657231997440146,13.0,0.13072456,-0.52849483,0.0
