time,side,ticker_id,mv_dn_composite_labels,dist_upper_bb_20_2.5_df055,dist_upper_bb_50_2.5_df055,co_fall_count_1_5_df044
2006-06-30 00:00:00+00,SHORT,4171,0.2969305865885681,-0.007806706,-0.09365781,1.0
2006-06-30 00:00:00+00,SHORT,2365,0.35510083790478486,0.0056307693,-6.945706E-4,1.0
2006-06-30 00:00:00+00,SHORT,3124,0.6407403335764376,0.006043575,-0.116256475,1.0
2006-07-03 00:00:00+00,SHORT,4171,0.12242155511523868,-0.01357163,-0.0860824,1.0
2006-07-03 00:00:00+00,SHORT,85,0.1784648525351755,-0.01414037,-0.109223776,1.0
2006-07-03 00:00:00+00,SHORT,2352,0.0,-0.010878655,-0.05088472,1.0
2006-07-03 00:00:00+00,SHORT,2365,0.43493709320874746,-0.00580293,-0.005458122,1.0
2006-07-03 00:00:00+00,SHORT,505,0.9444444444444444,-0.018881518,-0.027611114,1.0
2006-07-03 00:00:00+00,SHORT,629,0.5778782000076145,-0.0056239245,-0.086215734,1.0
2006-07-03 00:00:00+00,SHORT,631,0.5619571432629089,-0.019980164,-0.06183374,1.0
2006-07-03 00:00:00+00,SHORT,2761,0.1866290224993636,-0.018358078,-0.08142679,1.0
2006-07-03 00:00:00+00,SHORT,2816,0.8804990373323587,-0.015949843,0.023017043,1.0
2006-07-03 00:00:00+00,SHORT,974,1.0,-0.019248202,-0.076166406,1.0
2006-07-03 00:00:00+00,SHORT,1063,0.4019812258141549,-0.011120474,-0.1034273,1.0
2006-07-03 00:00:00+00,SHORT,1092,0.23530293791421888,-0.0081095155,-0.0464551,1.0
2006-07-03 00:00:00+00,SHORT,1114,0.0,-0.008543152,-0.02573558,1.0
2006-07-03 00:00:00+00,SHORT,4059,0.20259286772653307,-0.015614837,-0.017846027,1.0
2006-07-05 00:00:00+00,SHORT,3255,0.4419904154321473,-0.012774201,-0.028425978,1.0
2006-07-05 00:00:00+00,SHORT,1462,0.4311733901129889,-0.020972947,-0.062288456,1.0
2006-07-06 00:00:00+00,SHORT,221,0.8666666666666667,-0.021070449,-0.092198186,1.0
2006-07-06 00:00:00+00,SHORT,266,0.05320685671652463,-0.017666006,-0.028218748,1.0
2006-07-06 00:00:00+00,SHORT,1099,0.22226404573376948,-0.018812563,-0.0522407,1.0
2006-07-07 00:00:00+00,SHORT,2070,0.3983677515150829,-0.020640029,-0.034355942,1.0
2006-07-07 00:00:00+00,SHORT,3694,0.18316990435257802,-0.015393533,-0.018302206,1.0
2006-07-10 00:00:00+00,SHORT,2070,0.4287724811132989,-0.016792122,-0.02757077,1.0
2006-07-20 00:00:00+00,SHORT,1356,0.09371010543168445,-0.008683125,-0.0071567735,1.0
2006-07-24 00:00:00+00,SHORT,808,0.46620177118738965,-0.018667867,-0.0075239507,1.0
2006-07-25 00:00:00+00,SHORT,1715,0.4662307510812475,-0.018976923,-0.018873429,1.0
2006-07-28 00:00:00+00,SHORT,2343,0.4606568425902708,-0.019588316,-0.010523032,1.0
2006-07-28 00:00:00+00,SHORT,1051,0.2036920305149154,-0.016033946,-0.031570375,1.0
2006-07-28 00:00:00+00,SHORT,1371,0.0,-0.020043701,-0.042553376,1.0
2006-07-31 00:00:00+00,SHORT,3652,0.35408046705258867,-0.011315919,-0.021610351,1.0
2006-08-02 00:00:00+00,SHORT,1371,0.0,-0.017212262,-0.044809844,1.0
2006-08-03 00:00:00+00,SHORT,1371,0.0,-0.01150655,-0.040500876,1.0
2006-08-04 00:00:00+00,SHORT,559,0.0,-0.02159348,-0.011562006,1.0
2006-08-04 00:00:00+00,SHORT,796,1.0,-0.020084364,-0.04920366,1.0
2006-08-04 00:00:00+00,SHORT,843,0.0,-0.01336352,-0.0427998,1.0
2006-08-04 00:00:00+00,SHORT,988,0.0,-0.020954207,-0.02864016,1.0
2006-08-04 00:00:00+00,SHORT,3882,0.0,-0.009233468,-0.0347418,1.0
2006-08-07 00:00:00+00,SHORT,2665,0.21795247244578164,-0.013497222,-0.027529042,1.0
2006-08-07 00:00:00+00,SHORT,684,0.47155038702986635,-0.016121091,-0.04546306,1.0
2006-08-10 00:00:00+00,SHORT,1236,0.2418620700640903,0.006463759,-0.03888304,1.0
2006-08-10 00:00:00+00,SHORT,1919,0.24783162825318306,-0.0018522958,-0.020860065,1.0
2006-08-16 00:00:00+00,SHORT,4122,0.04763367376978495,-0.02057464,-0.04538661,1.0
2006-08-16 00:00:00+00,SHORT,2367,0.0,-0.018038137,-0.09382395,1.0
2006-08-17 00:00:00+00,SHORT,2613,0.0,-0.0066917217,-0.020113798,1.0
2006-08-17 00:00:00+00,SHORT,845,0.41900023666466324,-0.016137319,-0.034339715,1.0
2006-08-17 00:00:00+00,SHORT,1149,0.0,-0.0027202715,-0.083767004,1.0
2006-08-17 00:00:00+00,SHORT,3255,0.7142857142857143,-0.007812809,-0.03460414,1.0
2006-08-17 00:00:00+00,SHORT,3430,0.0,-0.017426712,-0.019729123,1.0
2006-08-18 00:00:00+00,SHORT,2582,0.5292158891306085,-0.016863227,-0.015924122,1.0
2006-08-18 00:00:00+00,SHORT,838,0.9166666666666666,-0.016641248,-0.073869966,1.0
2006-08-18 00:00:00+00,SHORT,1149,0.0,-0.0051653795,-0.07549002,1.0
2006-08-18 00:00:00+00,SHORT,3716,0.0,-0.018487148,-0.034112036,1.0
2006-08-23 00:00:00+00,SHORT,3831,0.5481707518307353,-0.015815027,-0.046672575,1.0
2006-08-24 00:00:00+00,SHORT,562,0.4319768082628256,-0.015792988,0.012586751,1.0
2006-08-24 00:00:00+00,SHORT,3831,0.5547413395454224,-0.013816157,-0.041558925,1.0
2006-08-29 00:00:00+00,SHORT,3791,0.28653031780681454,-0.015656384,-0.02084228,1.0
2006-08-30 00:00:00+00,SHORT,2479,0.0,-0.006290446,-0.05175942,1.0
2006-08-30 00:00:00+00,SHORT,1205,0.2516740393254977,-0.013159723,-0.032391142,1.0
2006-08-30 00:00:00+00,SHORT,3851,0.7269531364847742,-0.015423473,-0.05191348,1.0
2006-08-31 00:00:00+00,SHORT,76,0.0,-0.02137291,-0.047763802,1.0
2006-08-31 00:00:00+00,SHORT,557,0.16662505935341662,-0.0058808336,0.0019726001,1.0
2006-08-31 00:00:00+00,SHORT,1205,0.244167340759583,-0.019055096,-0.03697702,1.0
2006-08-31 00:00:00+00,SHORT,3343,0.0,-0.013875292,-0.028487677,1.0
2006-09-01 00:00:00+00,SHORT,903,0.0,-0.021613676,-0.045409266,1.0
2006-09-01 00:00:00+00,SHORT,3067,0.19553812029412806,-0.0071743545,-0.04182201,1.0
2006-09-01 00:00:00+00,SHORT,3791,0.21139453536568575,-0.014255876,-0.021127323,1.0
2006-09-05 00:00:00+00,SHORT,52,0.0,-0.015928186,-0.005893374,1.0
2006-09-05 00:00:00+00,SHORT,93,0.1249111526374942,-0.015141994,-0.04335853,1.0
2006-09-05 00:00:00+00,SHORT,167,0.0,-0.017774176,-0.08264904,1.0
2006-09-05 00:00:00+00,SHORT,2690,0.5568279869530791,-0.015323123,-0.04050258,1.0
2006-09-05 00:00:00+00,SHORT,3236,0.43768834064338635,-0.009328969,-0.02678754,1.0
2006-09-05 00:00:00+00,SHORT,3631,0.0,7.939575E-5,-0.11167886,1.0
2006-09-06 00:00:00+00,SHORT,2105,0.19646892213129577,-0.020296935,-0.05452367,1.0
2006-09-06 00:00:00+00,SHORT,1173,0.33908159468571647,-0.015245941,0.0038837194,1.0
2006-09-06 00:00:00+00,SHORT,3357,0.0,0.001061541,-0.022836868,1.0
2006-09-13 00:00:00+00,SHORT,52,0.0,-0.020924663,-0.011705735,1.0
2006-09-15 00:00:00+00,SHORT,270,0.2695534942130554,-0.006802424,-0.017089427,1.0
2006-09-15 00:00:00+00,SHORT,2776,0.1642230701175647,-0.01736417,-0.050692372,1.0
2006-09-15 00:00:00+00,SHORT,2815,0.2556719699097932,-0.0090687545,-0.042215146,1.0
2006-09-18 00:00:00+00,SHORT,335,0.0,5.250437E-4,-0.023420515,1.0
2006-09-18 00:00:00+00,SHORT,2747,0.0,-0.012786396,-0.07775107,1.0
2006-09-18 00:00:00+00,SHORT,3744,0.0,-0.006315861,-0.04467973,1.0
2006-09-20 00:00:00+00,SHORT,270,0.1770126476834931,-0.016544206,-0.02937667,1.0
2006-09-20 00:00:00+00,SHORT,517,0.026236538584712445,-0.019355549,-0.06883832,1.0
2006-09-20 00:00:00+00,SHORT,3021,0.1518681538167959,-0.020546522,-0.016773794,1.0
2006-09-21 00:00:00+00,SHORT,3192,0.0,-0.018467722,-0.06428717,1.0
2006-09-25 00:00:00+00,SHORT,2747,0.08423917880509993,-0.010430271,-0.0844009,1.0
2006-09-26 00:00:00+00,SHORT,2430,0.10592947565257801,-0.021089505,-0.024088519,1.0
2006-09-26 00:00:00+00,SHORT,2747,0.0,-0.01491533,-0.08984122,1.0
2006-09-27 00:00:00+00,SHORT,2196,0.0,-0.014224199,-0.024464322,1.0
2006-09-27 00:00:00+00,SHORT,2248,0.652586187641406,-0.0037292948,-0.052241284,1.0
2006-09-28 00:00:00+00,SHORT,2747,0.0,-0.011245893,-0.08509224,1.0
2006-09-28 00:00:00+00,SHORT,2018,0.47702272389315376,0.0072761187,-0.026364168,1.0
2006-09-29 00:00:00+00,SHORT,2747,0.07901550539722327,-0.010549904,-0.082096405,1.0
2006-09-29 00:00:00+00,SHORT,2018,0.3847102894385995,-0.014601135,-0.042294018,1.0
2006-10-02 00:00:00+00,SHORT,3309,0.0,-0.008282478,-0.037246186,1.0
2006-10-02 00:00:00+00,SHORT,3469,0.20155804817395162,-0.01971994,-0.034652386,1.0
2006-10-04 00:00:00+00,SHORT,2430,0.042782745744858325,-0.017309492,-0.026657837,1.0
2006-10-04 00:00:00+00,SHORT,1300,0.0023164488495112713,-0.019627098,-0.029214565,1.0
2006-10-04 00:00:00+00,SHORT,3612,0.3031134201456247,-0.012339614,-0.035978045,1.0
2006-10-05 00:00:00+00,SHORT,1300,0.0,-0.0046383403,-0.015510241,1.0
2006-10-06 00:00:00+00,SHORT,3046,0.6136175425691978,-0.007890913,-0.009448366,1.0
2006-10-09 00:00:00+00,SHORT,1853,0.3514963706496349,-0.017550446,-0.0318169,1.0
2006-10-10 00:00:00+00,SHORT,194,0.16145616282574424,-0.01731596,-0.028708577,1.0
2006-10-12 00:00:00+00,SHORT,2106,0.0,-0.006083548,-0.01749989,1.0
2006-10-12 00:00:00+00,SHORT,2686,0.41581961111415494,-0.006195032,-0.06654897,1.0
2006-10-16 00:00:00+00,SHORT,2079,0.6225969740547609,-0.020629698,-0.061713707,1.0
2006-10-16 00:00:00+00,SHORT,309,0.0,-0.019893395,-0.045882564,1.0
2006-10-16 00:00:00+00,SHORT,1022,0.36155645438851597,-0.007860946,0.010015275,1.0
2006-10-16 00:00:00+00,SHORT,1356,0.41944211345152144,-0.011583151,-0.01515706,1.0
2006-10-16 00:00:00+00,SHORT,1474,0.3405173109197559,-0.011278178,-0.021195525,1.0
2006-10-16 00:00:00+00,SHORT,3535,0.5787613098212808,-0.009104911,-0.02874667,1.0
2006-10-16 00:00:00+00,SHORT,3629,0.5639824383277366,-0.020718688,-0.017307796,1.0
2006-10-16 00:00:00+00,SHORT,1762,0.0,-0.011952014,0.023259113,1.0
2006-10-18 00:00:00+00,SHORT,2681,0.44549198631132736,-0.011262103,-0.022742419,1.0
2006-10-19 00:00:00+00,SHORT,2105,0.6074911424743551,-0.018848194,-0.02472498,1.0
2006-10-23 00:00:00+00,SHORT,157,1.0,-0.012559257,0.0048168907,1.0
2006-10-23 00:00:00+00,SHORT,2870,0.5852716324866852,-0.006289459,-0.06086017,1.0
2006-10-24 00:00:00+00,SHORT,4150,0.32483160363509067,-0.0026677963,-0.044255104,1.0
2006-10-24 00:00:00+00,SHORT,2248,0.0,-0.020406408,-0.035618264,1.0
2006-10-24 00:00:00+00,SHORT,304,1.0,-0.008151042,0.0034557634,1.0
2006-10-25 00:00:00+00,SHORT,221,1.0,-0.018268844,-0.044373747,1.0
2006-10-25 00:00:00+00,SHORT,304,0.26019183179687366,-0.01656599,-0.0032727837,1.0
2006-10-25 00:00:00+00,SHORT,405,1.0,-0.016661204,-1.2800464E-4,1.0
2006-10-25 00:00:00+00,SHORT,1985,0.5111382037518283,-0.016454376,-0.034548525,1.0
2006-10-26 00:00:00+00,SHORT,2079,0.39685050209225253,-0.010296208,-0.068549626,1.0
2006-10-26 00:00:00+00,SHORT,4150,0.4599817714660981,-0.017235655,-0.049607597,1.0
2006-10-26 00:00:00+00,SHORT,2230,0.0,-0.00415772,-0.0025432045,1.0
2006-10-26 00:00:00+00,SHORT,523,0.32416727928247874,-0.017274158,-0.06481265,1.0
2006-10-26 00:00:00+00,SHORT,631,0.4191553667149618,-0.008811833,-0.019808676,1.0
2006-10-26 00:00:00+00,SHORT,3521,0.09783767843328532,-0.021777237,-0.032850783,1.0
2006-10-26 00:00:00+00,SHORT,1780,0.5609329029803736,-0.014953956,-0.016292622,1.0
2006-10-27 00:00:00+00,SHORT,69,0.8888888888888888,-0.013063293,-0.08932475,1.0
2006-10-27 00:00:00+00,SHORT,2230,0.0,-0.020312104,-0.017916456,1.0
2006-10-27 00:00:00+00,SHORT,2720,0.7333333333333334,-0.020786796,-0.07944001,1.0
2006-10-30 00:00:00+00,SHORT,540,0.45326734112680317,-0.005504772,-0.051679842,1.0
2006-10-31 00:00:00+00,SHORT,4194,0.505721926165375,-0.015422199,-0.020716568,1.0
2006-10-31 00:00:00+00,SHORT,3716,0.20263118794472076,-0.018997904,-0.093365125,1.0
2006-11-02 00:00:00+00,SHORT,3612,0.0,-0.0034848868,-0.046947952,1.0
2006-11-06 00:00:00+00,SHORT,1615,0.15092519897545437,-0.002487128,-0.022578085,1.0
2006-11-07 00:00:00+00,SHORT,1615,0.1496310534773883,-0.013084351,-0.030993663,1.0
2006-11-08 00:00:00+00,SHORT,1615,0.0,-0.020748895,-0.039813288,1.0
2006-11-09 00:00:00+00,SHORT,356,0.0,-0.017911075,-0.056961555,1.0
2006-11-09 00:00:00+00,SHORT,2896,0.0,-0.014339496,-0.039009538,1.0
2006-11-09 00:00:00+00,SHORT,1610,0.26331578797974375,2.2843262E-4,-0.1096125,1.0
2006-11-09 00:00:00+00,SHORT,1803,0.01704673911686227,-0.017966785,-0.022830268,1.0
2006-11-13 00:00:00+00,SHORT,522,0.1622294900144897,-0.007351766,-0.11481334,1.0
2006-11-15 00:00:00+00,SHORT,1453,0.4991648447459607,-0.0016291091,-0.053604346,1.0
2006-11-15 00:00:00+00,SHORT,3754,0.0,-0.01966228,-0.036094293,1.0
2006-11-15 00:00:00+00,SHORT,3994,0.07404779897958692,-0.0154004125,-0.009113712,1.0
2006-11-16 00:00:00+00,SHORT,2064,0.23782314006250818,-0.015708867,-0.05090104,1.0
2006-11-16 00:00:00+00,SHORT,19,0.07891162170614391,-0.014383913,-0.014378329,1.0
2006-11-16 00:00:00+00,SHORT,2226,0.3243425459848039,-0.004543676,-0.07333639,1.0
2006-11-16 00:00:00+00,SHORT,602,0.559575885515436,-0.020342458,-0.011597849,1.0
2006-11-16 00:00:00+00,SHORT,1762,0.296164808532578,-0.011714904,-0.026138777,1.0
2006-11-17 00:00:00+00,SHORT,2226,0.28453741218546313,-0.014729372,-0.07677403,1.0
2006-11-17 00:00:00+00,SHORT,602,0.45397214936023644,-0.0200378,-0.01586448,1.0
2006-11-17 00:00:00+00,SHORT,2032,0.2882706201233945,-0.021692194,-0.053938407,1.0
2006-11-20 00:00:00+00,SHORT,3436,0.3000539937959599,-0.0110434815,-0.028478285,1.0
2006-11-20 00:00:00+00,SHORT,1631,0.7392562889710864,-0.02018189,-0.039903224,1.0
2006-11-21 00:00:00+00,SHORT,2569,0.0,-0.019942382,-0.034576632,1.0
2006-11-22 00:00:00+00,SHORT,1069,0.5355472866515736,0.013767884,0.022889733,1.0
2006-11-24 00:00:00+00,SHORT,323,0.5386575643634529,0.043610763,0.096195996,1.0
2006-11-24 00:00:00+00,SHORT,714,0.23921562492213513,-0.016143063,-0.036540046,1.0
2006-11-24 00:00:00+00,SHORT,1069,0.30228069506515315,-0.015043217,0.003417938,1.0
2006-12-04 00:00:00+00,SHORT,3271,0.48122221912686947,-0.021642257,-0.04517421,1.0
2006-12-04 00:00:00+00,SHORT,1514,1.0,-0.021794522,0.006959672,1.0
2006-12-05 00:00:00+00,SHORT,1371,0.12250526529655821,-0.020399211,-0.014698273,1.0
2006-12-05 00:00:00+00,SHORT,3824,0.34650885446163837,-0.019811627,0.022898477,1.0
2006-12-06 00:00:00+00,SHORT,248,1.0,-0.019327521,-0.0456568,1.0
2006-12-06 00:00:00+00,SHORT,3748,0.42631138547236974,-0.01846662,-0.023271548,1.0
2006-12-06 00:00:00+00,SHORT,2006,0.0,-0.021590969,-0.0473153,1.0
2006-12-07 00:00:00+00,SHORT,610,0.0,-0.009893702,-0.02601718,1.0
2006-12-08 00:00:00+00,SHORT,219,0.26589184577287983,-0.018323274,-0.03481127,1.0
2006-12-08 00:00:00+00,SHORT,1731,0.4106604684681305,-0.015713906,-0.032125894,1.0
2006-12-11 00:00:00+00,SHORT,1949,1.0,-0.020604892,-0.0638412,1.0
2006-12-14 00:00:00+00,SHORT,3586,0.5565280285027957,-0.021121163,-0.03625285,1.0
2006-12-15 00:00:00+00,SHORT,1745,0.2565746274442436,-0.0076167826,-0.007338292,1.0
2006-12-18 00:00:00+00,SHORT,4169,0.0,-0.02050907,0.0133646745,1.0
2006-12-18 00:00:00+00,SHORT,397,0.0,-0.020796709,-0.0492661,1.0
2006-12-18 00:00:00+00,SHORT,3013,0.20462931623811426,-0.015186103,-0.030819863,1.0
2006-12-18 00:00:00+00,SHORT,1745,0.2194810476312981,-0.010228471,-0.008957759,1.0
2006-12-19 00:00:00+00,SHORT,397,0.16381686542831583,-0.0161639,-0.041568626,1.0
2006-12-20 00:00:00+00,SHORT,2938,0.191104859134937,-0.017879115,-0.028050395,1.0
2006-12-22 00:00:00+00,SHORT,663,0.6930798009869362,-0.018441381,-6.06171E-4,1.0
2006-12-26 00:00:00+00,SHORT,663,0.5406693501890264,-0.018829735,-0.0014792923,1.0
2006-12-27 00:00:00+00,SHORT,1069,0.0,-0.02158376,-0.066158324,1.0
2006-12-28 00:00:00+00,SHORT,3573,0.40669741048722857,-0.018139672,-0.023553845,1.0
2006-12-29 00:00:00+00,SHORT,2437,0.08327767692127709,-0.017082635,-0.042977344,1.0
2006-12-29 00:00:00+00,SHORT,3309,0.37016804972895745,-0.008731763,-0.04587757,1.0
2006-12-29 00:00:00+00,SHORT,3573,0.42006586565974324,-0.017340992,-0.022732547,1.0
2007-01-03 00:00:00+00,SHORT,2365,0.19387913356907974,-0.019725783,-0.050772395,1.0
2007-01-03 00:00:00+00,SHORT,2437,0.08342113492292573,-0.017154405,-0.0454697,1.0
2007-01-03 00:00:00+00,SHORT,3748,1.0,-0.01565202,-0.067663655,1.0
2007-01-04 00:00:00+00,SHORT,3192,1.0,-0.020972567,-0.023261148,1.0
2007-01-04 00:00:00+00,SHORT,2032,0.0,-0.014575341,-0.02382371,1.0
2007-01-08 00:00:00+00,SHORT,429,0.23878868669151904,-0.013468382,-0.042858407,1.0
2007-01-08 00:00:00+00,SHORT,3335,1.0,0.011835653,0.016269486,1.0
2007-01-09 00:00:00+00,SHORT,3335,0.9,-0.0144038955,-0.007662514,1.0
2007-01-11 00:00:00+00,SHORT,183,0.37402054986437805,-0.008996876,-0.0018828248,1.0
2007-01-16 00:00:00+00,SHORT,1303,1.0,0.0030339335,-0.004395809,1.0
2007-01-17 00:00:00+00,SHORT,309,0.7916732538440839,0.015939893,-0.002855756,1.0
2007-01-17 00:00:00+00,SHORT,1303,0.9523809523809523,-0.015022277,-0.020257726,1.0
2007-01-17 00:00:00+00,SHORT,3818,0.43334536937066537,-0.018614031,-0.023484368,1.0
2007-01-22 00:00:00+00,SHORT,710,0.5887772310699845,-0.016270354,-0.008941371,1.0
2007-01-23 00:00:00+00,SHORT,2710,0.6779372448048984,-0.012157632,-0.0031603868,1.0
2007-01-23 00:00:00+00,SHORT,1092,0.7847043685280751,-0.014840022,-0.0035219302,1.0
2007-01-23 00:00:00+00,SHORT,3271,0.5027166205305689,-0.007497469,-0.048949838,1.0
2007-01-24 00:00:00+00,SHORT,2568,0.39891998196228556,-0.013518675,-0.039504357,1.0
2007-01-24 00:00:00+00,SHORT,1615,0.0,-0.014374367,-0.010725958,1.0
2007-01-25 00:00:00+00,SHORT,1404,0.35893143892421503,-0.009441568,-0.1174831,1.0
2007-01-26 00:00:00+00,SHORT,1404,0.0,-0.02109154,-0.11564228,1.0
2007-02-01 00:00:00+00,SHORT,1195,0.6198812711836346,-0.020785708,-0.06247638,1.0
2007-02-01 00:00:00+00,SHORT,3420,0.7544614352925906,-0.0123328045,-0.052386336,1.0
2007-02-01 00:00:00+00,SHORT,1471,0.6432483908025994,-0.01414841,-0.02041565,1.0
2007-02-02 00:00:00+00,SHORT,1012,0.5217376712070434,-0.01633848,-0.035989996,1.0
2007-02-05 00:00:00+00,SHORT,3255,0.7504899348881424,-0.017916096,-0.002381178,1.0
2007-02-06 00:00:00+00,SHORT,131,0.26933344188395003,-0.013452609,-0.00880311,1.0
2007-02-06 00:00:00+00,SHORT,2548,0.0,-0.010833365,-0.022312999,1.0
2007-02-06 00:00:00+00,SHORT,3187,0.46872747019918987,0.013970964,0.054049652,1.0
2007-02-07 00:00:00+00,SHORT,433,0.3571428571428572,-0.018594066,-0.04278989,1.0
2007-02-07 00:00:00+00,SHORT,2582,0.5824877720452446,-0.013662502,-0.040814962,1.0
2007-02-07 00:00:00+00,SHORT,540,0.0,-0.020660894,-0.0697744,1.0
2007-02-07 00:00:00+00,SHORT,1838,1.0,-0.008626738,-0.024441043,1.0
2007-02-08 00:00:00+00,SHORT,2345,0.4456582209307957,-0.015574938,-0.046872247,1.0
2007-02-08 00:00:00+00,SHORT,3802,0.3779075695629835,0.0024880904,-0.019903155,1.0
2007-02-08 00:00:00+00,SHORT,1838,0.9090909090909091,-0.0155695975,-0.038007587,1.0
2007-02-08 00:00:00+00,SHORT,1897,1.0,0.001647968,-0.03401945,1.0
2007-02-08 00:00:00+00,SHORT,1966,1.0,-0.009217935,-0.0069728494,1.0
2007-02-08 00:00:00+00,SHORT,4089,0.5560168839070828,-0.020698236,-0.037418388,1.0
2007-02-09 00:00:00+00,SHORT,1897,0.3835363747360054,-0.017177641,-0.05523335,1.0
2007-02-13 00:00:00+00,SHORT,2327,0.0,-0.020479452,-0.037119336,1.0
2007-02-14 00:00:00+00,SHORT,523,0.5542849444175604,-0.021320444,-0.09528411,1.0
2007-02-14 00:00:00+00,SHORT,1803,1.0,-0.011328545,-0.038965423,1.0
2007-02-15 00:00:00+00,SHORT,13,0.26431078752692433,-0.017634196,-0.05894242,1.0
2007-02-15 00:00:00+00,SHORT,194,0.3292646547557486,-0.011468832,-0.00491072,1.0
2007-02-15 00:00:00+00,SHORT,602,0.2876181415814229,2.6526237E-5,8.8123884E-4,1.0
2007-02-15 00:00:00+00,SHORT,3241,0.4432415572240011,-0.015319265,-0.022714404,1.0
2007-02-15 00:00:00+00,SHORT,1368,1.0,-0.0154460585,-0.027099408,1.0
2007-02-15 00:00:00+00,SHORT,3469,0.24998236189267792,-0.008231434,-0.0019291971,1.0
2007-02-15 00:00:00+00,SHORT,3744,0.5029960973685688,-0.012940301,-0.0443701,1.0
2007-02-16 00:00:00+00,SHORT,3469,0.24034856091695042,-0.01748508,-0.0077654375,1.0
2007-02-20 00:00:00+00,SHORT,4150,0.18762663144542047,-0.004251867,-0.029075196,1.0
2007-02-20 00:00:00+00,SHORT,2262,0.37412755136567655,-0.021299781,-0.019316195,1.0
2007-02-20 00:00:00+00,SHORT,345,0.6347655471377825,-0.018584525,-0.005491929,1.0
2007-02-20 00:00:00+00,SHORT,2479,0.3525936963979492,-0.013362183,-0.067300245,1.0
2007-02-20 00:00:00+00,SHORT,3216,0.4489133250268434,-0.015537674,-0.017570682,1.0
2007-02-20 00:00:00+00,SHORT,1185,0.0,-0.0019270153,-0.05811116,1.0
2007-02-20 00:00:00+00,SHORT,3430,0.46516799410002757,-0.017370598,-0.020677183,1.0
2007-02-20 00:00:00+00,SHORT,3694,0.26057421049570284,-0.008606214,-0.0023945062,1.0
2007-02-20 00:00:00+00,SHORT,1745,0.28714839629795025,-0.017395364,-0.047536287,1.0
2007-02-20 00:00:00+00,SHORT,3923,0.4919137904412779,-0.0057987645,-0.018565034,1.0
2007-02-20 00:00:00+00,SHORT,4089,0.2464927034217575,-0.019617055,-0.058584027,1.0
2007-02-21 00:00:00+00,SHORT,13,0.16788971837286912,-0.014195958,-0.06753292,1.0
2007-02-21 00:00:00+00,SHORT,4128,0.5518713941888382,-0.0028521016,-0.004226557,1.0
2007-02-21 00:00:00+00,SHORT,4218,0.5947861151200597,-0.010203954,-0.0021452531,1.0
2007-02-21 00:00:00+00,SHORT,517,0.19097252723704639,-0.013765297,-0.020406919,1.0
2007-02-21 00:00:00+00,SHORT,900,0.5251284904995384,-0.012282898,-0.021017816,1.0
2007-02-21 00:00:00+00,SHORT,975,1.0,-0.015558039,-0.026317518,1.0
2007-02-21 00:00:00+00,SHORT,3046,0.575272051362534,-0.01709,-0.01251292,1.0
2007-02-21 00:00:00+00,SHORT,3330,0.4058487756904478,-0.017455084,-0.011191415,1.0
2007-02-21 00:00:00+00,SHORT,3694,0.23495732273572753,-0.021442408,-0.013123546,1.0
2007-02-21 00:00:00+00,SHORT,3841,0.9166666666666666,-0.021771835,-0.027857495,1.0
2007-02-21 00:00:00+00,SHORT,3923,0.508517673635855,-0.0101320855,-0.01952374,1.0
2007-02-21 00:00:00+00,SHORT,4089,0.3665783234492049,-0.018077891,-0.0608846,1.0
2007-02-22 00:00:00+00,SHORT,2090,0.5580440962558205,-0.014701548,-0.024035126,1.0
2007-02-22 00:00:00+00,SHORT,4150,0.13132360773144275,-0.019736465,-0.04658007,1.0
2007-02-22 00:00:00+00,SHORT,2119,0.4544684963612919,-0.018688584,-0.01224743,1.0
2007-02-22 00:00:00+00,SHORT,4218,0.48454992744278075,-0.020741846,-0.011016536,1.0
2007-02-22 00:00:00+00,SHORT,4237,0.34299096351846386,-0.01857652,-0.016832964,1.0
2007-02-22 00:00:00+00,SHORT,212,0.1863484443182377,-0.01252829,-0.051091492,1.0
2007-02-22 00:00:00+00,SHORT,2425,0.1974204831591373,-0.020581705,-0.019650018,1.0
2007-02-22 00:00:00+00,SHORT,540,0.3523994912695042,-0.0128165465,-0.07970018,1.0
2007-02-22 00:00:00+00,SHORT,975,0.9,-0.014823604,-0.023079248,1.0
2007-02-22 00:00:00+00,SHORT,3330,0.3721496802820259,-0.0135858245,-0.006452438,1.0
2007-02-22 00:00:00+00,SHORT,3381,0.20279423488044918,-0.01836795,-0.025323091,1.0
2007-02-22 00:00:00+00,SHORT,1423,0.7815391865309816,5.6436844E-4,-0.022301273,1.0
2007-02-22 00:00:00+00,SHORT,1454,1.0,-0.019920105,-0.015172534,1.0
2007-02-22 00:00:00+00,SHORT,3573,0.9047619047619048,-0.016504558,-0.074116446,1.0
2007-02-22 00:00:00+00,SHORT,3614,0.0,-0.015769627,-0.036906965,1.0
2007-02-22 00:00:00+00,SHORT,1585,0.2114964261558498,-0.021013925,-0.05417814,1.0
2007-02-22 00:00:00+00,SHORT,1710,0.0,-0.015183386,-0.031554077,1.0
2007-02-22 00:00:00+00,SHORT,3815,0.2916138961252975,-0.018580414,-0.07771607,1.0
2007-02-23 00:00:00+00,SHORT,11,0.0,-0.009955319,-0.074942626,1.0
2007-02-23 00:00:00+00,SHORT,4150,0.16399276326173085,-0.020090008,-0.047901183,1.0
