time,side,ticker_id,mv_up_composite_labels,accel_price_1_df021,dist_lower_bb_50_2.0_df055
2005-01-07 00:00:00+00,LONG,304,0.96875,-0.021614011,0.009202059
2005-01-07 00:00:00+00,LONG,2548,0.92,-0.01887039,0.0036067187
2005-01-11 00:00:00+00,LONG,3716,0.0,-0.02292444,0.0067547
2005-01-13 00:00:00+00,LONG,3716,0.0,-0.020621395,0.0028220017
2005-01-13 00:00:00+00,LONG,3897,0.0,-0.018528495,0.016912412
2005-01-18 00:00:00+00,LONG,3994,1.0,-0.020510774,0.0032071676
2005-01-19 00:00:00+00,LONG,191,0.19258902731294764,-0.022427442,0.00842179
2005-01-24 00:00:00+00,LONG,429,0.0,-0.02644708,0.0596141
2005-01-25 00:00:00+00,LONG,2050,0.0,-0.022043908,0.002444088
2005-01-27 00:00:00+00,LONG,1514,1.0,-0.019988384,0.0100427605
2005-02-01 00:00:00+00,LONG,1144,0.962962962962963,-0.01742987,0.0025215915
2005-02-04 00:00:00+00,LONG,3703,0.0,-0.02077015,0.017195132
2005-02-22 00:00:00+00,LONG,1851,0.6684334581304967,-0.019536164,0.007265829
2005-03-07 00:00:00+00,LONG,11,0.0,-0.025762146,0.041753992
2005-03-07 00:00:00+00,LONG,1280,0.0,-0.032657605,0.104227
2005-03-09 00:00:00+00,LONG,1280,0.0,-0.028185012,0.03289278
2005-03-10 00:00:00+00,LONG,1280,0.16981132075471705,-0.02840227,0.034532916
2005-03-16 00:00:00+00,LONG,1149,0.9168887952886046,-0.02149993,0.009088707
2005-03-18 00:00:00+00,LONG,2006,0.42646314673789204,-0.020888066,0.020338073
2005-03-22 00:00:00+00,LONG,3273,0.4736842105263158,-0.017625747,0.012800276
2005-03-30 00:00:00+00,LONG,2898,1.0,-0.02401176,0.012508743
2005-04-07 00:00:00+00,LONG,984,0.0,-0.031245343,0.074807934
2005-04-08 00:00:00+00,LONG,984,0.0,-0.017497202,0.083310135
2005-04-12 00:00:00+00,LONG,984,0.0,-0.035056967,0.07716691
2005-04-20 00:00:00+00,LONG,664,0.49589533854336926,-0.02264244,0.009109189
2005-04-20 00:00:00+00,LONG,1585,0.8334224316755204,-0.030652164,0.020287618
2005-04-20 00:00:00+00,LONG,3905,0.7095835310217351,-0.03177999,0.0100701405
2005-04-22 00:00:00+00,LONG,2396,1.0,-0.026696887,0.007971284
2005-04-22 00:00:00+00,LONG,2408,0.40381221097595876,-0.03104,0.03070921
2005-04-22 00:00:00+00,LONG,3355,0.28995228505081566,-0.034518216,0.0054242625
2005-04-22 00:00:00+00,LONG,3359,0.9583333333333334,-0.025173409,0.0032487987
2005-04-26 00:00:00+00,LONG,386,0.40915314743131065,-0.023105592,0.031732846
2005-04-27 00:00:00+00,LONG,1423,0.0,-0.03104514,0.020063527
2005-04-28 00:00:00+00,LONG,4163,0.8862829657709914,-0.02256507,0.021654783
2005-04-28 00:00:00+00,LONG,386,0.2600376192545927,-0.018137438,0.016909458
2005-04-28 00:00:00+00,LONG,1260,0.6857572558584842,-0.01926877,0.014747233
2005-04-28 00:00:00+00,LONG,3378,0.11232778106922961,-0.018775193,0.030122329
2005-04-28 00:00:00+00,LONG,1437,1.0,-0.025600309,0.007939624
2005-04-28 00:00:00+00,LONG,1807,1.0,-0.028544102,0.037080888
2005-04-28 00:00:00+00,LONG,2032,0.8260869565217391,-0.022328055,0.009383723
2005-05-02 00:00:00+00,LONG,1099,0.0,-0.0219526,0.005579663
2005-05-03 00:00:00+00,LONG,323,0.28645018445080644,-0.025011975,0.037566103
2005-05-03 00:00:00+00,LONG,3378,0.2461899776151288,-0.024016412,0.010906221
2005-05-05 00:00:00+00,LONG,2070,0.0,-0.021277381,0.01570043
2005-05-10 00:00:00+00,LONG,2106,0.8205128205128205,-0.026307939,0.08656471
2005-05-17 00:00:00+00,LONG,1667,0.04098911621763578,-0.01786082,0.10774298
2005-05-18 00:00:00+00,LONG,1770,0.92,-0.0191355,0.004233647
2005-05-31 00:00:00+00,LONG,2397,0.24341361562287317,-0.022074793,0.08259788
2005-05-31 00:00:00+00,LONG,1473,0.907052904020273,-0.018583272,0.0016226039
2005-06-03 00:00:00+00,LONG,457,0.2900025597388019,-0.027147556,0.016631521
2005-06-08 00:00:00+00,LONG,2064,0.0,-0.026956113,0.00793818
2005-06-30 00:00:00+00,LONG,2731,1.0,-0.018218651,0.027832959
2005-07-11 00:00:00+00,LONG,2285,0.168292192445789,-0.020374954,0.12458496
2005-07-18 00:00:00+00,LONG,3773,0.0,-0.034438558,0.04213985
2005-08-02 00:00:00+00,LONG,1064,0.0,-0.0285541,0.01524101
2005-08-08 00:00:00+00,LONG,2938,0.0,-0.024149261,0.0019665295
2005-08-23 00:00:00+00,LONG,3586,0.5473077621057609,-0.030671393,0.020609811
2005-08-30 00:00:00+00,LONG,1807,1.0,-0.017608898,0.049175613
2005-09-13 00:00:00+00,LONG,2462,0.24211294876513834,-0.022102086,0.013730114
2005-09-13 00:00:00+00,LONG,3828,0.0,-0.021327201,0.114059694
2005-09-21 00:00:00+00,LONG,2253,0.0,-0.017729301,0.0038568147
2005-09-21 00:00:00+00,LONG,1063,0.2945040984041216,-0.018172147,0.029661145
2005-09-26 00:00:00+00,LONG,2042,0.962962962962963,-0.021521047,0.011461558
2005-10-05 00:00:00+00,LONG,386,0.9247381023165638,-0.021709291,0.013761285
2005-10-07 00:00:00+00,LONG,2527,1.0,-0.034294963,0.0058180364
2005-10-17 00:00:00+00,LONG,68,0.9361702127659575,-0.022592787,0.007278559
2005-10-18 00:00:00+00,LONG,84,0.17050304639809552,-0.02443973,0.004436343
2005-10-20 00:00:00+00,LONG,2070,1.0,-0.019474395,0.020688958
2005-10-20 00:00:00+00,LONG,4172,0.9767441860465116,-0.020399494,0.0066995225
2005-10-20 00:00:00+00,LONG,84,0.1559494552752722,-0.02175106,0.005105826
2005-10-20 00:00:00+00,LONG,960,0.0,-0.023379957,0.008137273
2005-10-25 00:00:00+00,LONG,684,0.0,-0.028811272,0.011750373
2005-10-25 00:00:00+00,LONG,1819,0.9333333333333333,-0.026680337,0.013311073
2005-10-27 00:00:00+00,LONG,684,0.9,-0.01802857,0.008730848
2005-10-27 00:00:00+00,LONG,3127,0.8571428571428572,-0.03268087,0.0106466655
2005-10-28 00:00:00+00,LONG,558,0.5494093529312287,-0.022615306,0.0063147247
2005-11-01 00:00:00+00,LONG,427,0.4843336590283516,-0.02416046,0.016848212
2005-11-01 00:00:00+00,LONG,3273,0.9166666666666666,-0.03332797,0.010171144
2005-11-03 00:00:00+00,LONG,1454,0.33471913697972877,-0.034703728,0.036115553
2005-11-10 00:00:00+00,LONG,874,1.0,-0.026123343,0.06562578
2005-11-16 00:00:00+00,LONG,3890,0.38181944689041863,-0.019404797,0.0051560584
2005-11-28 00:00:00+00,LONG,3179,0.2468023549555506,-0.026815234,0.0044243867
2005-12-05 00:00:00+00,LONG,28,0.4643267694154682,-0.034312293,0.002403415
2005-12-06 00:00:00+00,LONG,1817,0.07142857142857151,-0.036494285,0.08727194
2005-12-16 00:00:00+00,LONG,897,0.42574322176418067,-0.033263948,0.0091016535
2005-12-27 00:00:00+00,LONG,424,1.0,-0.02640292,0.0530898
2005-12-27 00:00:00+00,LONG,576,1.0,-0.023148363,0.0023323905
2005-12-29 00:00:00+00,LONG,424,0.9230769230769231,-0.01853211,0.0065789684
2005-12-30 00:00:00+00,LONG,2067,0.0,-0.028822625,0.02759156
2006-01-05 00:00:00+00,LONG,2067,0.0,-0.02138936,0.028053014
2006-01-10 00:00:00+00,LONG,234,1.0,-0.031331297,0.03792047
2006-01-17 00:00:00+00,LONG,2327,0.30402085841527493,-0.031154925,0.007774722
2006-01-19 00:00:00+00,LONG,157,0.5181099795165645,-0.01783376,0.02476856
2006-01-20 00:00:00+00,LONG,157,0.9090909090909091,-0.027526326,0.040759884
2006-01-25 00:00:00+00,LONG,1250,0.0,-0.025859635,0.007085571
2006-02-02 00:00:00+00,LONG,2085,0.0,-0.021947077,0.025710443
2006-02-03 00:00:00+00,LONG,2042,0.95,-0.026977962,0.0063976147
2006-02-13 00:00:00+00,LONG,799,0.359111101917372,-0.02060266,0.010014713
2006-02-21 00:00:00+00,LONG,675,0.20279711630828443,-0.01814993,0.010896963
2006-02-23 00:00:00+00,LONG,2830,1.0,-0.022649765,0.010045179
2006-02-23 00:00:00+00,LONG,3447,0.7858613851265602,-0.024220424,0.021599544
2006-03-09 00:00:00+00,LONG,3114,0.0,-0.018982928,0.00821726
2006-03-16 00:00:00+00,LONG,663,0.5883581038764415,-0.028197777,0.029323902
2006-04-03 00:00:00+00,LONG,3179,1.0,-0.020381045,0.004113204
2006-04-11 00:00:00+00,LONG,1236,0.17651032295672733,-0.02608961,0.010475607
2006-05-03 00:00:00+00,LONG,559,0.0,-0.025975676,0.07701466
2006-05-24 00:00:00+00,LONG,1306,0.6262626957006211,-0.017466707,0.05067926
2006-05-26 00:00:00+00,LONG,397,0.682539297424445,-0.02089484,0.0019491547
2006-05-30 00:00:00+00,LONG,397,0.7465390616379117,-0.019799763,0.010498656
2006-06-06 00:00:00+00,LONG,1114,1.0,-0.028398328,0.020740464
2006-06-09 00:00:00+00,LONG,2710,0.0,-0.031601273,0.020519853
2006-06-12 00:00:00+00,LONG,684,0.0,-0.027190961,0.021927847
2006-06-13 00:00:00+00,LONG,19,1.0,-0.028248394,0.09839931
2006-06-13 00:00:00+00,LONG,243,0.4859139490052772,-0.022530064,0.031709474
2006-06-13 00:00:00+00,LONG,498,0.0,-0.031219974,0.055313632
2006-06-13 00:00:00+00,LONG,712,0.0,-0.025995214,0.037540033
2006-06-13 00:00:00+00,LONG,1173,1.0,-0.031535137,0.06007506
2006-06-13 00:00:00+00,LONG,3241,0.7053617114206702,-0.029117517,0.040619884
