id,strategy,ticker,ticker_id,signal_date,side,close_reason,entry_date,exit_date,entry_price,entry_price_adjusted,exit_price,exit_price_adjusted,tp,sl,atr,atr_entry_adjusted,size,size_adjusted,allocation_usd,gross_pnl_usd,net_pnl_usd,gross_pnl_pct,net_pnl_pct,commission_usd,commission_pct
101326,wf1-p16-long-19121,A,1,2020-03-16,Long,Time,2020-03-17,2020-05-11,66.02,63.668342106757514,79.6,76.9598892580288,78.34264371673794,58.776908236764044,2.536052089714256,2.445716934996737,30,31.10808188909613,1980.6,413.4745372145294,412.5745372145294,0.20673726860726468,0.2062872686072647,0.8999999999999999,0.00044999999999999993
101327,wf1-p16-long-19121,A,1,2021-03-11,Long,Time,2021-03-12,2021-05-06,120.57,117.21838433794467,132.31,128.82427106495467,135.39806136597133,111.15849199526912,3.116581174032938,3.0299461713377767,16,16.457486689445233,1929.12,191.0037263289762,190.5237263289762,0.0955018631644881,0.0952618631644881,0.48,0.00023999999999999998
101328,wf1-p16-long-19121,A,1,2021-10-12,Long,Time,2021-10-13,2021-12-07,149.08,145.52429016109707,152.84,149.19459706111832,165.52436381200178,138.85759894412882,3.4147918726330806,3.3333456084841186,13,13.317639260460007,1938.0400000000002,48.8798232696602,48.4898232696602,0.0244399116348301,0.0242449116348301,0.39,0.000195
101329,wf1-p16-long-19121,A,1,2022-05-13,Long,Time,2022-05-16,2022-07-12,119.63,117.11289729010807,122.43,120.06631245387456,140.43177920501967,109.33993665180421,3.9700122816397667,3.8864803191519317,16,16.343887345375006,1914.08,48.27028472072184,47.79028472072184,0.02413514236036092,0.023895142360360923,0.48,0.00023999999999999998
101330,wf1-p16-long-19121,A,1,2022-10-13,Long,TP,2022-10-14,2022-11-11,129,126.72838902147971,148.54898155777093,145.93307315554296,145.93307315554296,120.32682764345863,3.258154799177441,3.2007806890105415,15,15.268875545100071,1935,293.23393192596956,292.78393192596957,0.1466169659629848,0.1463919659629848,0.44999999999999996,0.00022499999999999997
101331,wf1-p16-long-19121,A,1,2024-04-23,Long,SL,2024-04-24,2024-05-30,138.34,137.318121288821,131.96645166653403,130.9917154419662,156.29733882938544,130.9917154419662,3.1867424948710816,3.1632029234274053,14,14.104183641767246,1936.76,-89.22878985639029,-89.6487898563903,-0.04461439492819515,-0.04482439492819515,0.42,0.00020999999999999998
101332,wf1-p16-long-19121,A,1,2024-11-20,Long,TP,2024-11-21,2025-01-17,129.71,129.1962085339997,147.767913138743,147.4546483717469,147.4546483717469,123.1100619214173,3.0551750940520574,3.043073306291202,15,15.059652462540928,1945.65,274.96575846468505,274.51575846468506,0.13748287923234254,0.13725787923234253,0.44999999999999996,0.00022499999999999997
101333,wf1-p16-long-19121,AAPL,11,2020-09-24,Long,Time,2020-09-25,2020-11-18,108.43,105.72996938902743,118.61,115.85603316953316,132.77394957537507,96.71530932691155,4.622433904897473,4.50733003105794,18,18.459666746130264,1951.7400000000002,186.92376283819576,186.38376283819576,0.09346188141909788,0.09319188141909789,0.54,0.00027
101334,wf1-p16-long-19121,AAPL,11,2021-03-09,Long,Time,2021-03-10,2021-05-04,121.69,119.04209132355392,131.19,128.3354246304263,142.12453522272276,111.34794335716431,3.932646241425251,3.8470739831948046,16,16.355895451365903,1947.04,152.00078796190127,151.52078796190128,0.07600039398095064,0.07576039398095064,0.48,0.00023999999999999998
101335,wf1-p16-long-19121,AAPL,11,2021-05-19,Long,TP,2021-05-20,2021-07-06,125.23,122.71320259209803,140.97363318570433,138.14036293361337,138.14036293361337,117.57081581159292,2.6239275111385765,2.5711933902525566,15,15.307643842073116,1878.45,236.153476002472,235.703476002472,0.118076738001236,0.117851738001236,0.44999999999999996,0.00022499999999999997
101336,wf1-p16-long-19121,AAPL,11,2023-01-05,Long,TP,2023-01-06,2023-02-03,126.01,124.56169188396854,151.2778504162582,149.53918323836726,149.53918323836726,116.23586143250229,4.21131842110234,4.16291522573312,15,15.174408531322046,1890.15,379.0186578992106,378.5686578992106,0.18950932894960532,0.1892843289496053,0.44999999999999996,0.00022499999999999997
101337,wf1-p16-long-19121,AAPL,11,2024-11-11,Long,TP,2024-11-12,2024-12-11,224.55,224.3033485037685,248.50573512277523,248.23282140417513,248.23282140417513,216.3268575369663,3.992631092097458,3.9882454834011036,8,8.008797068715268,1796.4,191.6462924206781,191.40629242067808,0.09582314621033905,0.09570314621033904,0.24,0.00011999999999999999
