time,side,ticker_id,mv_dn_composite_labels,earnings_price_gap_df010,dist_lower_bb_20_2.0_df055,dist_upper_bb_20_2.0_df055
2012-09-14 00:00:00+00,SHORT,1371,0.5303340895909713,0.0,-0.05423818,0.0013365924
2012-09-14 00:00:00+00,SHORT,3652,0.6678628053144288,0.0,-0.056789234,-0.0045992024
2012-09-17 00:00:00+00,SHORT,68,0.4105454569403499,0.0,-0.06150631,-0.0050259354
2012-09-17 00:00:00+00,SHORT,2129,0.5785927070447886,0.0,-0.049986474,0.002925563
2012-09-17 00:00:00+00,SHORT,248,0.7106680218721185,0.0,-0.052563522,-3.321843E-4
2012-09-17 00:00:00+00,SHORT,270,0.5961553133675351,0.0,-0.048087217,-0.0034685405
2012-09-17 00:00:00+00,SHORT,3244,0.426197285394821,0.0,-0.054236464,-4.604215E-4
2012-09-21 00:00:00+00,SHORT,3716,0.3163925592722034,0.0,-0.034993384,-0.0016102195
2012-09-24 00:00:00+00,SHORT,3646,0.9473684210526316,0.0,-0.053020068,-0.0048377407
2012-09-27 00:00:00+00,SHORT,405,0.4696798020724007,0.0,-0.050599776,-0.0041422145
2012-10-04 00:00:00+00,SHORT,3646,0.5263157894736843,0.0,-0.030212313,-0.002870148
2012-10-05 00:00:00+00,SHORT,3142,1.0,0.0,-0.05036276,-0.0032591664
2012-10-05 00:00:00+00,SHORT,4016,1.0,0.0,-0.039138168,-5.9866026E-4
2012-10-05 00:00:00+00,SHORT,4050,0.0,0.0,-0.031011688,-0.004600865
2012-10-08 00:00:00+00,SHORT,2482,0.6636810721631006,0.0,-0.047589198,-0.0013964529
2012-10-08 00:00:00+00,SHORT,3818,1.0,0.0,-0.066682436,9.6490124E-4
2012-10-11 00:00:00+00,SHORT,1286,0.40778044862977786,0.0,-0.060884353,-0.005131803
2012-10-17 00:00:00+00,SHORT,395,0.3329633775099009,0.0,-0.055776514,-0.0012702075
2012-10-17 00:00:00+00,SHORT,2482,0.3385651199989262,0.0,-0.032038804,-0.0046329997
2012-10-18 00:00:00+00,SHORT,2137,0.43459088792155187,0.0,-0.03263093,0.0014996562
2012-10-18 00:00:00+00,SHORT,243,0.8281178855785122,0.0,-0.05118912,-1.9545574E-4
2012-10-18 00:00:00+00,SHORT,245,0.5438560060979865,0.0,-0.049999095,5.3671893E-4
2012-11-01 00:00:00+00,SHORT,4122,0.3463106756252967,0.0,-0.044019043,-0.0027012026
2012-11-02 00:00:00+00,SHORT,559,0.05332583283194099,0.0,-0.05838466,-0.0025027303
2012-11-02 00:00:00+00,SHORT,713,0.5123129335103694,0.0,-0.058394298,0.0029221275
2012-11-02 00:00:00+00,SHORT,3702,0.6537636754227931,0.0,-0.06047131,-0.0034320562
2012-11-05 00:00:00+00,SHORT,713,0.4392157315003602,0.0,-0.057708435,-0.0026160262
2012-11-05 00:00:00+00,SHORT,1299,0.5174803780099783,-0.009137056,-0.0654903,-7.915E-4
2012-11-06 00:00:00+00,SHORT,2079,0.10125154163032452,0.0,-0.04706596,-0.003597552
2012-11-06 00:00:00+00,SHORT,2269,0.3147942121826476,0.0,-0.03165127,-6.98901E-5
2012-11-06 00:00:00+00,SHORT,2638,0.3905978914998675,0.0,-0.0653872,-0.004513294
2012-11-06 00:00:00+00,SHORT,713,0.39634210182719204,0.0,-0.06119042,-0.0037935236
2012-11-06 00:00:00+00,SHORT,2863,0.0,0.0,-0.044740234,-0.0048931553
2012-11-06 00:00:00+00,SHORT,3255,0.1971473949289521,0.0,-0.053863578,-0.004233377
2012-11-06 00:00:00+00,SHORT,3293,0.0,0.0,-0.058690194,4.7488714E-4
2012-11-06 00:00:00+00,SHORT,1819,0.09386292767155617,0.0,-0.063467406,0.0022485612
2012-11-06 00:00:00+00,SHORT,1988,0.24126051475204854,0.0,-0.051537327,0.0012491303
2012-11-08 00:00:00+00,SHORT,2898,0.3545950909247912,0.0,-0.051849604,-0.0016515262
2012-11-29 00:00:00+00,SHORT,4218,1.0,0.0,-0.05316731,-0.0031662118
2012-11-29 00:00:00+00,SHORT,3973,0.46120515507880566,0.0,-0.06283768,-0.005088213
2013-01-02 00:00:00+00,SHORT,622,0.0,0.0,-0.027572863,-0.0016057985
2013-01-04 00:00:00+00,SHORT,3573,0.16272029626849052,0.0,-0.048529677,-0.001934768
2013-01-25 00:00:00+00,SHORT,641,0.5189463135147285,0.0,-0.041203264,-0.0033927264
2013-01-29 00:00:00+00,SHORT,405,0.6599705231738018,0.0,-0.05785291,-0.0014906009
2013-01-30 00:00:00+00,SHORT,2569,0.36438788975684955,0.0,-0.055184703,-0.0048681833
2013-01-31 00:00:00+00,SHORT,3124,0.0,0.0,-0.04681177,-0.0035185912
2013-02-01 00:00:00+00,SHORT,2397,1.0,0.009668005,-0.06308075,-2.2290951E-4
2013-02-01 00:00:00+00,SHORT,3521,0.2333487293774498,0.012530814,-0.038752384,-0.0044806525
2013-02-01 00:00:00+00,SHORT,3815,0.48870146015561405,0.016876634,-0.05648457,-0.0035687382
2013-02-04 00:00:00+00,SHORT,219,1.0,0.0,-0.062006555,-1.4100478E-4
2013-02-05 00:00:00+00,SHORT,3443,0.16948792337302093,0.0,-0.036290523,-0.0018910599
2013-02-05 00:00:00+00,SHORT,1471,0.6016833891810743,0.0,-0.038289074,2.9624472E-4
2013-02-05 00:00:00+00,SHORT,3794,0.49985849970665236,0.0,-0.03118412,-0.003676333
2013-02-06 00:00:00+00,SHORT,2111,0.18955302410324743,0.0,-0.040164977,-0.0011019693
2013-02-07 00:00:00+00,SHORT,2111,0.06969193812380939,0.0,-0.039452642,-0.0036011762
2013-02-07 00:00:00+00,SHORT,1149,0.12302568664753107,0.0,-0.06562925,-0.005186262
2013-02-08 00:00:00+00,SHORT,3127,0.4848442657986472,0.0,-0.064693205,-0.001887166
2013-02-12 00:00:00+00,SHORT,2440,0.3306062652465502,0.0,-0.061259083,-0.005143874
2013-02-13 00:00:00+00,SHORT,2437,0.0,0.0,-0.03688441,-0.0015023196
2013-02-15 00:00:00+00,SHORT,2437,0.0,0.0,-0.038298868,-0.0033014265
2013-02-15 00:00:00+00,SHORT,523,0.3705824495878976,0.0,-0.060538597,-0.005145574
2013-02-15 00:00:00+00,SHORT,3430,0.2051974754839827,0.0,-0.03132815,0.0017621628
2013-02-19 00:00:00+00,SHORT,2107,0.6862630363469532,0.0,-0.06477051,-0.0038855644
2013-02-19 00:00:00+00,SHORT,4197,0.7979819898291116,0.0,-0.061637215,-0.0048731337
2013-02-19 00:00:00+00,SHORT,2437,0.0,0.0,-0.04337486,-0.0021090694
2013-02-19 00:00:00+00,SHORT,2473,0.47346086887884137,0.0,-0.05616327,0.002848646
2013-02-19 00:00:00+00,SHORT,1260,0.5567132845951005,0.0,-0.035318084,-8.3047576E-4
2013-02-19 00:00:00+00,SHORT,1462,0.3152250083257434,0.0,-0.05149168,-0.0050698225
2013-02-19 00:00:00+00,SHORT,1700,0.5967300979798685,0.0,-0.048598148,-0.0021515856
2013-02-27 00:00:00+00,SHORT,2248,0.489199680924609,0.0,-0.052385993,-0.0042338814
2013-03-05 00:00:00+00,SHORT,3137,0.694872916251064,0.0,-0.05879204,0.002378724
2013-03-06 00:00:00+00,SHORT,2323,0.0,0.0,-0.05668024,-4.6749203E-4
2013-03-08 00:00:00+00,SHORT,2323,0.0,0.0,-0.06517527,1.684932E-4
2013-03-22 00:00:00+00,SHORT,578,0.12502061653710791,0.0,-0.058928143,-0.0033710676
2013-03-28 00:00:00+00,SHORT,192,0.3584395181405352,0.0,-0.041609347,8.053208E-4
2013-03-28 00:00:00+00,SHORT,2638,0.15595575657720906,0.0,-0.059592754,-0.0022020969
2013-04-02 00:00:00+00,SHORT,101,0.3836363504395607,0.0,-0.06621418,9.422282E-4
2013-04-02 00:00:00+00,SHORT,424,0.514799641545641,0.0,-0.06255674,-0.0023405491
2013-04-09 00:00:00+00,SHORT,1908,1.0,0.0,-0.06158217,-0.0017012623
2013-04-10 00:00:00+00,SHORT,3744,0.5499851446663486,0.0,-0.040813435,-0.004189489
2013-04-11 00:00:00+00,SHORT,4112,0.7978309648223659,0.0,-0.062085256,-0.0034246687
2013-04-11 00:00:00+00,SHORT,4223,0.1129644874766803,0.0,-0.056937147,-0.0023578336
2013-04-11 00:00:00+00,SHORT,194,0.12342808669063841,0.0,-0.05075979,-0.003960397
2013-04-11 00:00:00+00,SHORT,2421,0.0,0.0,-0.055060524,-0.0036426906
2013-04-11 00:00:00+00,SHORT,2553,0.227659808565804,0.0,-0.04340559,-0.0025541123
2013-04-11 00:00:00+00,SHORT,786,0.3629135943532175,0.0,-0.055006996,-0.0019618338
2013-04-11 00:00:00+00,SHORT,2990,1.0,0.0,-0.054657016,-0.0036853875
2013-04-11 00:00:00+00,SHORT,3443,0.0606706444758571,0.0,-0.050150897,-0.0017938778
2013-04-11 00:00:00+00,SHORT,3684,0.0,0.0,-0.03532632,-0.00269091
2013-04-11 00:00:00+00,SHORT,3828,0.13824436697735298,0.0,-0.05741103,-5.8705045E-4
2013-04-11 00:00:00+00,SHORT,3923,0.0,0.0,-0.025085393,-0.00445161
2013-04-12 00:00:00+00,SHORT,259,0.0,0.0,-0.0662124,-0.0015937029
2013-04-12 00:00:00+00,SHORT,2728,0.0,0.0,-0.04096349,-0.0030356578
2013-04-12 00:00:00+00,SHORT,3293,0.23731374632382712,0.0,-0.04609384,0.0018407186
2013-04-12 00:00:00+00,SHORT,3802,0.1807164886225458,0.0,-0.05774431,0.0017261419
2013-04-23 00:00:00+00,SHORT,2262,1.0,0.0,-0.044800747,0.002316803
2013-05-06 00:00:00+00,SHORT,64,0.40157184060230433,0.0,-0.06344996,0.0019441592
2013-05-10 00:00:00+00,SHORT,1473,0.39378858387570004,0.0,-0.058836773,-0.004911635
2013-05-15 00:00:00+00,SHORT,3078,0.2248659407754513,0.0,-0.03757279,-0.0017769808
2013-05-15 00:00:00+00,SHORT,3811,0.32712520771452663,0.0,-0.051249646,-0.0021300786
2013-05-16 00:00:00+00,SHORT,2159,0.3501815653199888,0.0,-0.037877508,-0.004962007
2013-05-16 00:00:00+00,SHORT,2983,0.5604919164367893,0.0,-0.063019514,-0.0033851461
2013-05-16 00:00:00+00,SHORT,1840,1.0,0.0,-0.05259083,-0.004760994
2013-05-17 00:00:00+00,SHORT,2159,0.36421683499663027,0.0,-0.045662336,0.002469878
2013-05-17 00:00:00+00,SHORT,2983,0.4960479743462009,0.0,-0.061108466,-0.0049869614
2013-05-22 00:00:00+00,SHORT,2084,0.322797174623958,0.0,-0.059746988,-0.005175938
2013-05-30 00:00:00+00,SHORT,1853,0.09922057054821629,0.0,-0.030812973,-0.003544315
2013-05-31 00:00:00+00,SHORT,2877,0.2934913721112304,0.0,-0.056743033,-0.004703557
2013-06-04 00:00:00+00,SHORT,2133,0.15536952327581866,0.0,-0.06480241,-0.0033709137
2013-06-04 00:00:00+00,SHORT,221,1.0,0.0,-0.042728584,-0.0036370053
2013-06-04 00:00:00+00,SHORT,3716,0.04851319635788998,0.0,-0.04696924,-0.0018019318
2013-06-10 00:00:00+00,SHORT,2323,1.0,0.0,-0.06582997,-7.8870135E-4
2013-06-10 00:00:00+00,SHORT,1149,1.0,0.0,-0.053347144,0.0025814602
2013-06-10 00:00:00+00,SHORT,1734,0.1629693585925824,0.0,-0.04948891,-0.0047187544
2013-06-13 00:00:00+00,SHORT,3203,0.0,0.0,-0.048667736,-0.0049818703
2013-06-18 00:00:00+00,SHORT,2055,0.0,0.0,-0.06439953,-0.0044776537
2013-06-18 00:00:00+00,SHORT,194,0.0,0.0,-0.06328421,-0.0048539187
2013-06-18 00:00:00+00,SHORT,234,0.0,0.0,-0.06599589,0.0025717493
2013-06-18 00:00:00+00,SHORT,2972,0.0,0.0,-0.05069162,-0.0049853777
2013-06-18 00:00:00+00,SHORT,1139,0.0,0.0,-0.04997546,0.0016870607
2013-06-18 00:00:00+00,SHORT,1690,0.45091865764227296,0.0,-0.0516228,-6.4248237E-4
2013-06-19 00:00:00+00,SHORT,1280,0.0,0.0,-0.059440214,0.0012603945
2013-07-19 00:00:00+00,SHORT,243,0.20872501062655982,0.0,-0.062278327,-0.0028177996
2013-08-05 00:00:00+00,SHORT,2761,0.37073516512355603,0.0,-0.04453817,-0.0024021862
2013-08-05 00:00:00+00,SHORT,3275,0.0,0.0,-0.050450146,-0.001577937
2013-08-06 00:00:00+00,SHORT,901,0.6826244708958049,0.0,-0.034103796,-0.0034412171
2013-08-06 00:00:00+00,SHORT,988,0.025088769550554006,0.0,-0.056188267,-0.004549742
2013-08-06 00:00:00+00,SHORT,3743,0.1662939099665992,0.0,-0.053931974,-0.0047588977
2013-08-09 00:00:00+00,SHORT,3621,0.28747649942224357,0.0117271785,-0.047011286,-0.0036429074
2013-08-13 00:00:00+00,SHORT,2776,0.4415202273327877,0.0,-0.042572893,-4.2610598E-4
2013-08-14 00:00:00+00,SHORT,557,0.0,0.0,-0.058956772,0.0028261454
2013-08-14 00:00:00+00,SHORT,2863,0.37735167767123085,0.0,-0.059672352,2.2654822E-4
2013-08-14 00:00:00+00,SHORT,1191,0.0,0.0,-0.06388732,-0.003089699
2013-08-14 00:00:00+00,SHORT,3513,0.17168807419395288,0.0,-0.034511648,-0.004584382
2013-08-23 00:00:00+00,SHORT,3596,0.0,0.0,-0.057434652,-0.002884669
2013-08-26 00:00:00+00,SHORT,3335,0.4596480077400709,0.0,-0.051276598,-0.0049795015
2013-09-11 00:00:00+00,SHORT,2473,0.3775390700078353,0.0,-0.06502194,9.03931E-4
2013-09-18 00:00:00+00,SHORT,1633,0.0,0.0,-0.034176994,0.0030133673
2013-09-19 00:00:00+00,SHORT,2151,0.1404738262565705,0.0,-0.042862374,-8.3035755E-4
2013-09-19 00:00:00+00,SHORT,2617,0.0,0.0,-0.055334877,0.0029196397
2013-09-19 00:00:00+00,SHORT,1160,0.0,0.0,-0.046777748,-0.0050820587
2013-09-20 00:00:00+00,SHORT,2151,0.14398667723276903,0.0,-0.04601376,-0.0020059065
2013-10-01 00:00:00+00,SHORT,259,0.48199176756194073,0.0,-0.048610177,-0.001633408
2013-10-02 00:00:00+00,SHORT,2213,0.23128908153604721,0.0,-0.050520074,-0.003995153
2013-10-02 00:00:00+00,SHORT,1383,0.7635669283500636,0.0,-0.06508853,-0.0046727452
2013-10-04 00:00:00+00,SHORT,960,0.0,0.0,-0.05872509,-0.004272256
2013-10-10 00:00:00+00,SHORT,2072,0.0,0.0,-0.047178656,-0.0049455287
2013-10-10 00:00:00+00,SHORT,857,0.0,0.0,-0.04120936,0.0023132844
2013-10-17 00:00:00+00,SHORT,270,0.0,0.0,-0.057084154,-0.0051269676
2013-10-17 00:00:00+00,SHORT,1633,0.0,0.0,-0.034022383,-0.0024497192
2013-10-18 00:00:00+00,SHORT,1,0.0,0.0,-0.058730423,0.0017452161
2013-10-21 00:00:00+00,SHORT,2742,0.24035081316327583,0.0,-0.041425075,-0.001918719
2013-10-22 00:00:00+00,SHORT,3471,1.0,0.0,-0.06461084,-5.076019E-5
2013-10-25 00:00:00+00,SHORT,2139,1.0,0.0,-0.0578551,-0.0015506954
2013-10-30 00:00:00+00,SHORT,3192,0.4765134832840901,0.0,-0.0610164,-0.004798057
2013-11-06 00:00:00+00,SHORT,780,0.0,0.0,-0.053569507,0.0015272548
2013-11-25 00:00:00+00,SHORT,2262,0.30812975252517893,0.0,-0.03764359,-0.0038323586
2013-11-25 00:00:00+00,SHORT,2391,1.0,0.0,-0.03049091,0.0010735682
2013-11-25 00:00:00+00,SHORT,862,0.6333690955445088,0.0,-0.03716015,-0.0019100592
2013-11-26 00:00:00+00,SHORT,1770,0.34514872866480584,0.0,-0.05826861,-0.0020838368
2013-11-29 00:00:00+00,SHORT,975,0.0,0.0,-0.051579133,-0.004345567
2013-11-29 00:00:00+00,SHORT,3330,0.18230510202858347,0.0,-0.054778025,-0.0012517289
2013-11-29 00:00:00+00,SHORT,3868,0.0,0.0,-0.065614305,-8.3661394E-4
2013-12-02 00:00:00+00,SHORT,3868,0.0,0.0,-0.055822525,-0.0017299587
2013-12-06 00:00:00+00,SHORT,3114,0.0,0.0,-0.059240982,0.0016552756
2013-12-09 00:00:00+00,SHORT,2863,0.0,0.0,-0.037024505,7.5861695E-4
2013-12-10 00:00:00+00,SHORT,2760,0.0,0.0,-0.0664305,-7.16941E-4
2013-12-30 00:00:00+00,SHORT,3646,1.0,0.0,-0.04665809,-0.0048115724
2013-12-31 00:00:00+00,SHORT,160,0.3138998459342617,0.0,-0.043424357,-0.0034497331
2013-12-31 00:00:00+00,SHORT,617,0.3166912903217447,0.0,-0.05508084,2.5238053E-4
2014-01-07 00:00:00+00,SHORT,2690,0.3838390390274188,0.0,-0.030285021,-0.003932063
2014-01-09 00:00:00+00,SHORT,713,0.9444444444444444,0.0,-0.04227291,-0.0041651293
2014-01-09 00:00:00+00,SHORT,3255,1.0,0.0,-0.06092588,-0.0047279205
2014-01-10 00:00:00+00,SHORT,3861,0.0,0.0,-0.059209507,1.4673364E-4
2014-01-14 00:00:00+00,SHORT,3645,0.22843684634029304,0.0,-0.024801768,-0.00491396
2014-01-14 00:00:00+00,SHORT,3652,0.12984766338179898,0.0,-0.05220144,-3.2619562E-4
2014-01-15 00:00:00+00,SHORT,183,0.0,0.0,-0.06327851,0.0011132463
2014-01-15 00:00:00+00,SHORT,2270,0.4461063578755148,0.0,-0.04362013,-0.0031015752
2014-01-15 00:00:00+00,SHORT,3645,0.2170701256297497,0.0,-0.028110214,-0.0036611517
2014-01-15 00:00:00+00,SHORT,1700,0.0,0.0,-0.051811587,-0.0033378568
2014-01-16 00:00:00+00,SHORT,2408,1.0,0.0,-0.044005573,-0.0037333537
2014-01-16 00:00:00+00,SHORT,631,0.0,0.0,-0.04472808,-0.003768572
2014-01-16 00:00:00+00,SHORT,3629,0.30529517456505,0.0,-0.03980089,-5.177105E-4
2014-01-16 00:00:00+00,SHORT,3645,0.21312573707798238,0.0,-0.03151453,-0.0022462958
2014-01-17 00:00:00+00,SHORT,1734,0.0,0.0,-0.02179383,-0.003702162
2014-01-21 00:00:00+00,SHORT,975,0.17094298035683633,0.0,-0.019182915,3.794901E-4
2014-01-21 00:00:00+00,SHORT,3271,1.0,0.0,-0.041940555,-0.0014702474
2014-01-21 00:00:00+00,SHORT,1330,1.0,0.0,-0.04352749,0.002727107
2014-01-21 00:00:00+00,SHORT,3466,0.0,0.0,-0.057482228,0.0014904534
2014-01-21 00:00:00+00,SHORT,3515,0.4304715628364886,0.0,-0.049518663,-4.1759372E-4
2014-01-21 00:00:00+00,SHORT,1667,0.5999346196091085,0.0,-0.05517598,2.3362774E-4
2014-01-21 00:00:00+00,SHORT,1734,0.0,0.0,-0.019011324,-0.0027557726
2014-01-22 00:00:00+00,SHORT,2072,0.2187527984908937,0.0,-0.043432247,-0.003221174
2014-01-22 00:00:00+00,SHORT,4163,0.36085667097578655,0.0,-0.03964095,0.0011702323
2014-01-22 00:00:00+00,SHORT,395,0.05178708555286495,0.0,-0.04932831,-0.0040107113
2014-01-22 00:00:00+00,SHORT,2462,1.0,0.0,-0.03165992,-0.0026322529
2014-01-22 00:00:00+00,SHORT,2479,0.1418868296436094,0.0,-0.023766953,-0.004404595
2014-01-22 00:00:00+00,SHORT,2518,0.05196438964935716,0.0,-0.04087177,-0.0038390127
2014-01-22 00:00:00+00,SHORT,576,0.16574003691953018,0.0,-0.035689868,-0.0032503754
2014-01-22 00:00:00+00,SHORT,759,0.319951343055572,0.0,-0.049253725,9.5245574E-4
2014-01-22 00:00:00+00,SHORT,975,0.126640203523513,0.0,-0.014817086,-0.0044931886
2014-01-22 00:00:00+00,SHORT,1076,0.5566276453348885,0.0,-0.04333973,-0.0044470862
2014-01-22 00:00:00+00,SHORT,3203,0.10796190455739803,0.0,-0.061220482,-0.002035248
2014-01-22 00:00:00+00,SHORT,1280,0.0,0.0,-0.051613238,-9.3104003E-4
2014-01-22 00:00:00+00,SHORT,3381,0.46645087310923505,0.0,-0.045357388,4.526517E-4
2014-01-22 00:00:00+00,SHORT,3466,0.06480359846555213,0.0,-0.058874242,-0.0015145092
2014-01-22 00:00:00+00,SHORT,1447,0.2065674545755559,0.0,-0.06500784,0.0027221737
2014-01-22 00:00:00+00,SHORT,1667,0.6237089324398196,0.0,-0.06301375,0.0010219464
2014-01-22 00:00:00+00,SHORT,1684,0.0,0.0,-0.041449968,-7.4364874E-4
2014-01-22 00:00:00+00,SHORT,1715,0.0,0.0,-0.06663681,-1.6214741E-4
2014-01-22 00:00:00+00,SHORT,1734,0.0,0.0,-0.021363616,-0.0015658715
2014-01-22 00:00:00+00,SHORT,1848,0.13488144112272749,0.0,-0.04772783,-0.0014235835
2014-01-22 00:00:00+00,SHORT,1851,0.1880255952323376,0.0,-0.029452479,-0.0020344178
2014-01-23 00:00:00+00,SHORT,2518,0.0,0.0,-0.042955462,-0.004830657
2014-01-23 00:00:00+00,SHORT,2541,0.15133495496961344,0.0,-0.05403861,0.0015627947
2014-01-23 00:00:00+00,SHORT,3420,0.19586669193056017,0.0,-0.035416078,0.0010596705
2014-01-23 00:00:00+00,SHORT,3573,0.05145649737140554,0.0,-0.06533233,-0.002225375
2014-01-23 00:00:00+00,SHORT,4062,0.0,0.0,-0.06253353,9.6715085E-4
2014-01-30 00:00:00+00,SHORT,3114,0.0,0.0,-0.058029786,0.002233946
2014-02-11 00:00:00+00,SHORT,3114,0.0,0.0,-0.06040429,-0.0016851906
2014-02-12 00:00:00+00,SHORT,842,0.9731299038029233,0.0,-0.059481442,-6.564476E-4
2014-02-14 00:00:00+00,SHORT,780,0.0,0.0,-0.06556818,-0.0012332845
2014-03-05 00:00:00+00,SHORT,2142,0.4651007323826288,0.0,-0.06391853,-0.0038719142
2014-03-05 00:00:00+00,SHORT,3872,0.4744616358716261,0.0,-0.063344166,-5.1365972E-5
2014-03-06 00:00:00+00,SHORT,1803,0.7734830295927324,0.0,-0.044921923,-0.0031416556
2014-03-07 00:00:00+00,SHORT,2064,0.06965668612293843,0.0,-0.0560489,-0.0011974638
2014-03-07 00:00:00+00,SHORT,2527,0.2945401325002477,0.0,-0.057364542,-0.00407044
2014-03-07 00:00:00+00,SHORT,540,0.29721617759296276,0.0,-0.04990176,-8.481759E-4
2014-03-07 00:00:00+00,SHORT,1819,0.21394146232726113,0.0,-0.028652903,5.080366E-4
2014-03-10 00:00:00+00,SHORT,2064,0.02240759812480154,0.0,-0.053508554,-0.0047583557
2014-03-10 00:00:00+00,SHORT,1817,0.4621453735722934,0.0,-0.05252258,-0.0050607296
2014-03-10 00:00:00+00,SHORT,1819,0.18643087083259388,0.0,-0.025696168,-0.0028065601
2014-03-12 00:00:00+00,SHORT,1916,0.36819259641763946,0.0,-0.04213577,-0.0014778158
2014-03-14 00:00:00+00,SHORT,1916,0.2412851135489603,0.0,-0.03246255,-0.0036722715
2014-03-26 00:00:00+00,SHORT,3684,0.37521387975806103,0.0,-0.041191325,-0.0040009376
2014-03-31 00:00:00+00,SHORT,974,0.12394422930748826,0.0,-0.025980558,-0.00471975
2014-03-31 00:00:00+00,SHORT,3684,0.21765855769342482,0.0,-0.03697704,-0.0028640912
2014-04-01 00:00:00+00,SHORT,374,0.0,0.0,-0.05310781,-0.0027662795
2014-04-01 00:00:00+00,SHORT,974,0.1630209777516943,0.0,-0.030048024,-0.0012099446
2014-04-01 00:00:00+00,SHORT,3684,0.7333333333333334,0.0,-0.047115672,0.0010921989
2014-04-02 00:00:00+00,SHORT,2972,0.21989209756690234,0.0,-0.051234066,-0.0036143456
2014-04-02 00:00:00+00,SHORT,2999,0.5102389251889975,0.0,-0.04998254,0.002247789
2014-04-02 00:00:00+00,SHORT,974,0.20443292570524207,0.0,-0.0340251,-5.3046277E-4
2014-04-02 00:00:00+00,SHORT,1748,0.0,0.0,-0.06171612,-0.00150314
2014-04-02 00:00:00+00,SHORT,3973,0.18964097788744474,0.0,-0.04078467,-0.004613633
2014-04-03 00:00:00+00,SHORT,2095,0.0,0.0,-0.03576035,-8.969947E-4
2014-04-03 00:00:00+00,SHORT,3794,1.0,0.0,-0.058300592,-0.0048012966
2014-04-04 00:00:00+00,SHORT,2095,0.0,0.0,-0.038450103,-0.001966625
2014-04-04 00:00:00+00,SHORT,3652,0.0,0.0,-0.048444986,0.0010768017
2014-04-22 00:00:00+00,SHORT,780,1.0,0.0,-0.05101141,-0.0044309045
2014-04-22 00:00:00+00,SHORT,3646,1.0,0.0,-0.05387626,-9.6673553E-4
2014-04-23 00:00:00+00,SHORT,1454,1.0,0.0,-0.063839175,-7.581452E-4
2014-04-29 00:00:00+00,SHORT,834,0.21692640525922674,0.0,-0.04451754,-0.0039999383
2014-05-05 00:00:00+00,SHORT,3686,0.455140094746274,0.0,-0.054628387,-0.005023436
2014-05-06 00:00:00+00,SHORT,3686,0.3966172470777655,0.006977598,-0.062369622,-0.0026107475
2014-05-08 00:00:00+00,SHORT,3621,0.31401532498174506,3.2505376E-4,-0.064559475,-2.8724154E-4
2014-05-12 00:00:00+00,SHORT,4153,0.6811711761375867,0.023931228,-0.045387603,3.6589194E-5
2014-05-14 00:00:00+00,SHORT,3236,0.433224914187161,0.0,-0.05808424,-1.9704411E-4
2014-05-23 00:00:00+00,SHORT,631,0.0,0.0,-0.058456868,-8.6073886E-4
2014-05-27 00:00:00+00,SHORT,3538,0.20716054955989915,0.0,-0.02469908,-0.003141763
2014-05-29 00:00:00+00,SHORT,3631,0.0,0.0,-0.06564642,-2.4139034E-4
2014-06-02 00:00:00+00,SHORT,920,0.3622046566298261,0.0,-0.06319502,-1.4464553E-4
2014-06-03 00:00:00+00,SHORT,345,0.0,0.0,-0.031527594,-0.003662072
2014-06-04 00:00:00+00,SHORT,2381,0.0,0.0,-0.06639808,-0.0024364954
2014-06-04 00:00:00+00,SHORT,345,0.0,0.0,-0.036923844,1.5259178E-4
2014-06-05 00:00:00+00,SHORT,3273,0.6771054098514471,0.0,-0.056812435,-0.002790369
2014-06-05 00:00:00+00,SHORT,1633,0.685712284352674,0.0,-0.044647653,-0.003730169
2014-06-06 00:00:00+00,SHORT,2142,0.0,0.0,-0.06575762,0.0016018036
2014-06-06 00:00:00+00,SHORT,2352,0.08131869120873235,0.0,-0.047977004,0.0017201445
2014-06-06 00:00:00+00,SHORT,345,0.0,0.0,-0.033658657,-0.004479172
2014-06-06 00:00:00+00,SHORT,1416,0.945635924762917,0.0,-0.05092855,-0.0031985778
2014-06-06 00:00:00+00,SHORT,1633,0.4468779796908935,0.0,-0.04554289,-0.005199476
2014-06-09 00:00:00+00,SHORT,988,0.22303187565868882,0.0,-0.0638778,-0.0047806003
2014-06-19 00:00:00+00,SHORT,3556,0.4309200576015891,0.0,-0.05815402,4.4703842E-4
2014-06-23 00:00:00+00,SHORT,111,0.4194142160344051,0.0,-0.024338033,-5.571162E-4
2014-06-24 00:00:00+00,SHORT,111,0.3822374092134786,0.0,-0.022483697,-0.0032522506
2014-07-01 00:00:00+00,SHORT,3109,0.8717614645644375,0.0,-0.06635296,0.0030769848
2014-07-03 00:00:00+00,SHORT,1700,0.6387356986739594,0.0,-0.043914445,-0.0017980065
2014-07-03 00:00:00+00,SHORT,1916,0.4080189914523871,0.0,-0.061111573,-0.0030810463
2014-07-07 00:00:00+00,SHORT,2176,0.0,0.0,-0.06501408,-1.361674E-4
2014-07-07 00:00:00+00,SHORT,3699,0.3738657312144078,0.0,-0.06657776,-5.8335124E-4
2014-07-14 00:00:00+00,SHORT,2499,0.3619448056478278,0.0,-0.049363304,-0.0048263227
2014-07-15 00:00:00+00,SHORT,2930,0.34119709602310994,0.0,-0.04210624,-0.0023228812
2014-07-16 00:00:00+00,SHORT,2137,0.4950173712444265,0.0,-0.034292523,0.0015811574
