time,side,ticker_id,mv_dn_composite_labels,earnings_price_gap_df010,joint_fall_flag_1_20_df042,dist_upper_bb_20_2.0_df055
2007-12-31 00:00:00+00,SHORT,2285,0.875,0.0,1.0,-0.00630843
2008-01-03 00:00:00+00,SHORT,3116,0.0,0.0,1.0,-0.0030159275
2008-01-08 00:00:00+00,SHORT,2617,0.4570697626891076,0.0,1.0,-0.005103448
2008-01-08 00:00:00+00,SHORT,2961,0.0,0.0,1.0,6.1964063E-4
2008-01-10 00:00:00+00,SHORT,791,1.0,0.0,1.0,0.0021779274
2008-01-10 00:00:00+00,SHORT,3522,0.7262656720045253,0.0,1.0,-9.210144E-4
2008-01-11 00:00:00+00,SHORT,937,0.6596316543694865,0.0,1.0,-0.0010210034
2008-01-14 00:00:00+00,SHORT,2971,0.5882083310917925,0.0,1.0,-0.005882729
2008-02-01 00:00:00+00,SHORT,4005,0.5652922179914335,-0.009968051,1.0,-0.0039061916
2008-02-14 00:00:00+00,SHORT,167,1.0,0.0,1.0,-0.0030119873
2008-02-14 00:00:00+00,SHORT,1523,0.09274212082682959,0.0,1.0,0.03367235
2008-02-25 00:00:00+00,SHORT,4215,0.0,0.0,1.0,0.012921855
2008-02-26 00:00:00+00,SHORT,245,1.0,0.0,1.0,-0.0027106355
2008-02-27 00:00:00+00,SHORT,219,0.2361911301841366,0.0,1.0,-0.004649151
2008-02-27 00:00:00+00,SHORT,386,1.0,0.0,1.0,-0.004981851
