time,side,ticker_id,mv_dn_composite_labels,dist_upper_bb_20_2.5_df055,ma_cloud_diff_13_100_df007
2005-09-02 00:00:00+00,SHORT,2665,1.0,-0.02166466,-0.14149791
2005-09-06 00:00:00+00,SHORT,2665,0.9473684210526316,-0.022721857,-0.13803376
2005-09-07 00:00:00+00,SHORT,2665,0.8947368421052632,-0.030081125,-0.13454379
2005-09-07 00:00:00+00,SHORT,3686,0.0,-0.015569158,-0.14621519
2005-09-08 00:00:00+00,SHORT,3612,0.8358917926016469,-0.019457845,-0.16357513
2005-09-09 00:00:00+00,SHORT,3612,0.8018978005971031,-0.022282068,-0.15133773
2005-09-09 00:00:00+00,SHORT,3686,0.8001636388888144,-0.009959566,-0.13027203
2005-09-12 00:00:00+00,SHORT,443,0.5,-0.015472608,-0.19749944
2005-09-12 00:00:00+00,SHORT,3612,0.6952858180766192,-0.03231983,-0.14007619
2005-09-13 00:00:00+00,SHORT,3612,0.6654979342068311,-0.026927901,-0.12944628
2005-09-16 00:00:00+00,SHORT,2716,0.0,-0.025865976,-0.13355684
2005-09-16 00:00:00+00,SHORT,1011,0.7272727272727273,-0.0171345,-0.19520837
2005-09-19 00:00:00+00,SHORT,64,0.0,-0.014576858,-0.20418549
2005-09-19 00:00:00+00,SHORT,1011,0.6363636363636364,-0.028402671,-0.18912984
2005-09-20 00:00:00+00,SHORT,2716,0.0,-0.010780706,-0.12856811
2005-09-21 00:00:00+00,SHORT,2716,0.0,-0.028938845,-0.1269218
2005-09-22 00:00:00+00,SHORT,2716,0.0,-0.015234066,-0.12385003
2005-10-03 00:00:00+00,SHORT,2285,0.21452067610611805,-0.007509515,-0.12980084
2005-10-03 00:00:00+00,SHORT,684,0.3744820660680225,-0.019581143,-0.20427899
2005-10-04 00:00:00+00,SHORT,2285,0.0,-0.030706786,-0.12304535
2005-11-03 00:00:00+00,SHORT,1090,0.0,-0.020971224,-0.14425148
2005-11-04 00:00:00+00,SHORT,1090,0.0,-0.029380983,-0.13761294
2005-11-07 00:00:00+00,SHORT,394,0.7192771624811931,-0.031823244,-0.20572618
2005-11-07 00:00:00+00,SHORT,443,0.0,-0.022120308,-0.17190939
2005-11-07 00:00:00+00,SHORT,1090,0.22618464394137183,-0.022706075,-0.13322344
2005-11-25 00:00:00+00,SHORT,2665,0.3040886593226361,-0.002813528,-0.17152043
2005-11-28 00:00:00+00,SHORT,2665,0.0,-0.028553838,-0.16194005
2005-11-29 00:00:00+00,SHORT,1377,0.0,-0.031716447,-0.14423776
2005-12-06 00:00:00+00,SHORT,3837,0.3743382745448297,-0.004170589,-0.13915177
2005-12-07 00:00:00+00,SHORT,3837,0.3401981743203819,-0.02743248,-0.13338459
2005-12-13 00:00:00+00,SHORT,4016,0.4492051723295399,-0.03230548,-0.14002474
2005-12-14 00:00:00+00,SHORT,4016,0.48438812490365885,-0.02308333,-0.13800237
2005-12-15 00:00:00+00,SHORT,3773,0.6436342042453055,-0.012570714,-0.15510926
2005-12-16 00:00:00+00,SHORT,3773,0.0,-0.026696667,-0.1463529
2006-04-05 00:00:00+00,SHORT,1368,0.4666797518472202,-0.03232572,-0.16229995
2006-04-06 00:00:00+00,SHORT,220,1.0,0.008106515,-0.14720932
2006-04-07 00:00:00+00,SHORT,220,0.5298681651258003,-0.031186568,-0.14397347
2006-04-13 00:00:00+00,SHORT,3443,0.6440796390022897,-0.028124003,-0.1305126
2006-06-02 00:00:00+00,SHORT,791,0.0,-0.0023484004,-0.19249465
2006-06-07 00:00:00+00,SHORT,791,0.0,-0.025167363,-0.18744609
2006-06-08 00:00:00+00,SHORT,791,0.0,-0.026769888,-0.18507503
2006-06-09 00:00:00+00,SHORT,791,0.0,-0.027801992,-0.18227382
2006-06-29 00:00:00+00,SHORT,791,0.0,-0.018603979,-0.17049873
2006-07-03 00:00:00+00,SHORT,2397,0.0,-0.0062125335,-0.14254814
2006-07-03 00:00:00+00,SHORT,433,0.1288586595881143,-0.0059977234,-0.19543476
2006-07-03 00:00:00+00,SHORT,796,0.6982579685681608,-0.012525059,-0.12371533
2006-07-03 00:00:00+00,SHORT,3241,0.40976002136084466,-0.02191627,-0.13703306
2006-07-03 00:00:00+00,SHORT,1195,0.0,-0.005473458,-0.12746124
2006-07-05 00:00:00+00,SHORT,2397,0.0,-0.01642689,-0.13786827
2006-07-05 00:00:00+00,SHORT,559,0.0,-0.024166912,-0.1854553
2006-07-06 00:00:00+00,SHORT,2116,0.4021095363142945,-0.03230765,-0.12541896
2006-07-06 00:00:00+00,SHORT,2397,0.0,-0.023467496,-0.1339912
2006-07-06 00:00:00+00,SHORT,559,0.0,-0.02778231,-0.18136555
2006-07-07 00:00:00+00,SHORT,559,0.0,-0.029542439,-0.1773121
2006-07-10 00:00:00+00,SHORT,559,0.0,-0.028626988,-0.17250669
2006-08-02 00:00:00+00,SHORT,610,0.5785101935054522,-0.029355386,-0.17140368
2006-08-07 00:00:00+00,SHORT,2106,0.37317273827823283,-0.02249477,-0.20407611
2006-08-07 00:00:00+00,SHORT,2993,0.19078752411834124,-0.023424264,-0.12336678
2006-08-15 00:00:00+00,SHORT,1383,0.0,-0.024280112,-0.13803372
2006-08-16 00:00:00+00,SHORT,9,0.0,-0.028031182,-0.16505453
2006-08-16 00:00:00+00,SHORT,3818,0.0,-0.028022295,-0.18383694
2006-08-16 00:00:00+00,SHORT,3915,0.0,-0.0048413007,-0.20297128
2006-08-17 00:00:00+00,SHORT,1,0.20651799454833775,-0.0014750146,-0.14344606
2006-08-17 00:00:00+00,SHORT,2613,0.0,-0.0066917217,-0.14823332
2006-08-17 00:00:00+00,SHORT,643,0.329800867008934,-0.016690452,-0.17511165
2006-08-17 00:00:00+00,SHORT,3148,0.0,-0.029628148,-0.14008974
2006-08-17 00:00:00+00,SHORT,3818,1.0,-0.0071805147,-0.1783143
2006-08-17 00:00:00+00,SHORT,3915,0.9,-0.026315184,-0.19002816
2006-08-18 00:00:00+00,SHORT,2613,0.0,-0.030842394,-0.13723719
2006-08-18 00:00:00+00,SHORT,3148,0.0,-0.02210567,-0.12864944
2006-08-18 00:00:00+00,SHORT,3818,1.0,-0.02377881,-0.17180787
2006-08-29 00:00:00+00,SHORT,2272,0.734463990825543,-0.0313635,-0.12660168
2006-08-29 00:00:00+00,SHORT,3831,0.5635184959918025,-0.019877937,-0.20664266
2006-08-30 00:00:00+00,SHORT,3831,0.33511331245169945,-0.027866263,-0.20005073
2006-09-05 00:00:00+00,SHORT,158,0.8333333333333334,-0.019173112,-0.12508458
2006-09-05 00:00:00+00,SHORT,3631,0.0,7.939575E-5,-0.15895465
2006-09-13 00:00:00+00,SHORT,2720,1.0,-0.017955625,-0.12756057
2006-09-15 00:00:00+00,SHORT,960,0.0,-0.008978163,-0.20374282
2006-09-18 00:00:00+00,SHORT,960,0.0,-0.025835238,-0.2009738
2006-09-27 00:00:00+00,SHORT,3271,0.0,-0.030222138,-0.12761258
2006-10-16 00:00:00+00,SHORT,2291,0.6022592041226993,-0.024718622,-0.20130263
2007-04-05 00:00:00+00,SHORT,1939,0.0,-0.029984588,-0.18684658
2007-04-09 00:00:00+00,SHORT,2067,0.5306490797018537,-0.023350567,-0.13182817
2007-04-20 00:00:00+00,SHORT,191,0.0,-0.019646827,-0.19355805
2007-04-24 00:00:00+00,SHORT,191,0.0,-0.012539418,-0.17226711
2007-04-25 00:00:00+00,SHORT,191,0.0,-0.021566382,-0.1602374
2007-06-05 00:00:00+00,SHORT,2330,0.10453895315144339,-0.00963185,-0.12272418
2007-06-15 00:00:00+00,SHORT,167,0.4120545978171693,-0.016781138,-0.14071871
2007-06-18 00:00:00+00,SHORT,167,0.4084910017088772,-0.028971815,-0.1335024
2007-06-21 00:00:00+00,SHORT,2716,0.9444444444444444,-0.023153523,-0.12907137
2007-07-13 00:00:00+00,SHORT,3199,0.0,-0.025685389,-0.17092268
2007-07-19 00:00:00+00,SHORT,2129,0.0,-0.02631817,-0.13541897
2007-07-19 00:00:00+00,SHORT,248,1.0,-0.012237672,-0.13824056
2007-07-19 00:00:00+00,SHORT,3052,1.0,-0.029345453,-0.12886822
2007-07-20 00:00:00+00,SHORT,248,0.21925182414864597,-0.02753702,-0.12980254
2007-07-23 00:00:00+00,SHORT,3052,0.0,-0.028190626,-0.12860027
2007-08-08 00:00:00+00,SHORT,3915,1.0,-0.009207364,-0.15072563
2007-08-24 00:00:00+00,SHORT,157,0.0,-0.029980857,-0.15290923
2007-09-10 00:00:00+00,SHORT,4050,0.0,-0.025158659,-0.16449419
2007-09-14 00:00:00+00,SHORT,4050,0.0,-0.030119734,-0.14845714
2007-09-17 00:00:00+00,SHORT,4050,0.0,-0.024646394,-0.1434824
2007-09-18 00:00:00+00,SHORT,1745,0.0,-0.014612317,-0.15985146
2007-09-18 00:00:00+00,SHORT,4050,0.0,-0.011962992,-0.13861977
2007-09-19 00:00:00+00,SHORT,2536,0.155573775806704,-0.0302214,-0.1333802
2007-09-19 00:00:00+00,SHORT,3244,1.0,-0.0021514096,-0.12904024
2007-09-19 00:00:00+00,SHORT,3539,0.0,-0.022532295,-0.19341561
2007-09-19 00:00:00+00,SHORT,1745,0.14888843216159897,-0.012429842,-0.15383333
2007-09-19 00:00:00+00,SHORT,4050,0.0,-0.015975308,-0.13329285
2007-09-20 00:00:00+00,SHORT,1745,0.1900469080916465,-0.029935127,-0.1499494
2007-09-21 00:00:00+00,SHORT,2175,0.0,-0.032390073,-0.14803751
2007-09-21 00:00:00+00,SHORT,3539,0.0,-0.031877115,-0.1895722
2007-09-27 00:00:00+00,SHORT,4153,1.0,-0.014371438,-0.12515293
2007-09-27 00:00:00+00,SHORT,323,0.0,-0.0032868444,-0.17148551
2007-09-27 00:00:00+00,SHORT,578,0.33333333333333337,-0.030475369,-0.17496184
2007-09-28 00:00:00+00,SHORT,578,0.22222222222222232,-0.0270164,-0.17051536
2007-10-01 00:00:00+00,SHORT,578,0.11111111111111116,-0.018467268,-0.16505429
2007-10-02 00:00:00+00,SHORT,578,0.0,-0.010428348,-0.1595784
2007-10-08 00:00:00+00,SHORT,2196,0.719886092286493,-0.0028674325,-0.12759076
2007-10-08 00:00:00+00,SHORT,3539,0.651448852133819,-0.023316696,-0.13787924
2007-10-09 00:00:00+00,SHORT,3699,1.0,-0.018399531,-0.12351726
2007-10-09 00:00:00+00,SHORT,1816,0.4816994870593443,2.0972046E-4,-0.15070137
2007-10-10 00:00:00+00,SHORT,1816,0.3527256005122616,-0.024709743,-0.1457497
2007-10-11 00:00:00+00,SHORT,2088,1.0,-0.01580358,-0.15193437
2007-10-11 00:00:00+00,SHORT,1816,0.31485688356057456,-0.028624406,-0.13934036
2007-10-29 00:00:00+00,SHORT,1532,1.0,-0.025426876,-0.16530992
2007-11-13 00:00:00+00,SHORT,3244,0.907174392451435,-0.0097029125,-0.16358255
2007-11-14 00:00:00+00,SHORT,2801,0.4783573584049243,-0.012607191,-0.14319694
2007-11-30 00:00:00+00,SHORT,3818,1.0,-0.018591015,-0.12494774
2007-12-03 00:00:00+00,SHORT,3818,0.9166666666666666,-0.026854064,-0.124080576
2007-12-07 00:00:00+00,SHORT,2497,1.0,-0.0056327987,-0.13746901
2007-12-07 00:00:00+00,SHORT,1532,0.0,-0.023486644,-0.17087924
2007-12-07 00:00:00+00,SHORT,3825,1.0,-0.025874874,-0.18839243
2007-12-10 00:00:00+00,SHORT,2397,1.0,-0.031365123,-0.19084589
2007-12-10 00:00:00+00,SHORT,2661,0.26274079268356587,-0.012984801,-0.13484192
2007-12-10 00:00:00+00,SHORT,2866,1.0,-0.02131581,-0.13761272
2007-12-10 00:00:00+00,SHORT,1447,0.5966127857783754,-0.022807509,-0.13721162
2007-12-10 00:00:00+00,SHORT,1532,0.0,-0.01818081,-0.16359214
2007-12-10 00:00:00+00,SHORT,3825,0.5418478034546943,-0.02795139,-0.18324885
2007-12-12 00:00:00+00,SHORT,2742,1.0,-0.030705135,-0.1501956
2007-12-12 00:00:00+00,SHORT,1532,0.0,-0.030111326,-0.1495482
2007-12-13 00:00:00+00,SHORT,730,1.0,-0.010884898,-0.16579139
2007-12-19 00:00:00+00,SHORT,2066,0.0,-0.023555277,-0.17683373
2007-12-20 00:00:00+00,SHORT,2066,1.0,-0.013960033,-0.16763765
2007-12-24 00:00:00+00,SHORT,2536,0.6389365413436853,-0.019465351,-0.14005204
2007-12-26 00:00:00+00,SHORT,2536,0.6662545158631948,-0.028881837,-0.13482659
2007-12-27 00:00:00+00,SHORT,3436,1.0,-0.02059856,-0.20683706
2008-01-03 00:00:00+00,SHORT,2690,1.0,-0.030376364,-0.19625488
2008-01-10 00:00:00+00,SHORT,3994,1.0,-0.024777692,-0.14453283
2008-01-17 00:00:00+00,SHORT,505,0.6200991738972415,-0.018448703,-0.13592717
2008-01-31 00:00:00+00,SHORT,2877,0.5968490126084636,-0.02639242,-0.16392235
2008-01-31 00:00:00+00,SHORT,1081,1.0,-0.025198437,-0.18652824
2008-02-01 00:00:00+00,SHORT,4237,0.5984542493125503,-0.031613395,-0.15281287
2008-02-01 00:00:00+00,SHORT,2230,1.0,-0.025132615,-0.16821198
2008-02-01 00:00:00+00,SHORT,444,0.937425934545084,-0.024727114,-0.15767945
2008-02-01 00:00:00+00,SHORT,498,0.689823397254454,-0.028658263,-0.13462542
2008-02-01 00:00:00+00,SHORT,881,1.0,-0.018203903,-0.16343877
2008-02-01 00:00:00+00,SHORT,3198,0.33059497136675303,-0.01591061,-0.13534011
2008-02-01 00:00:00+00,SHORT,1377,0.75,-0.031978782,-0.16077603
2008-02-01 00:00:00+00,SHORT,1690,0.0,-0.02045564,-0.13100731
2008-02-01 00:00:00+00,SHORT,3825,0.0,-0.027937798,-0.124887906
2008-02-01 00:00:00+00,SHORT,4005,0.5652922179914335,-0.025931254,-0.13136695
2008-02-04 00:00:00+00,SHORT,2133,0.0,-0.02803291,-0.13993213
2008-02-04 00:00:00+00,SHORT,2196,1.0,-0.02821578,-0.13372515
2008-02-14 00:00:00+00,SHORT,2923,1.0,-0.023426991,-0.1277144
2008-02-15 00:00:00+00,SHORT,2518,0.0,-0.032248084,-0.20801856
2008-02-19 00:00:00+00,SHORT,2816,0.28871461918994656,-0.02153806,-0.13026254
2008-02-19 00:00:00+00,SHORT,3271,1.0,-0.029117545,-0.1351171
2008-02-26 00:00:00+00,SHORT,2107,1.0,-0.0087329615,-0.12866889
2008-02-26 00:00:00+00,SHORT,64,0.1570547197522723,-0.0302461,-0.15786555
2008-02-26 00:00:00+00,SHORT,85,0.22341736613074697,-0.026525421,-0.18285853
2008-02-26 00:00:00+00,SHORT,3130,1.0,-0.02702009,-0.12917049
2008-02-26 00:00:00+00,SHORT,3614,0.4206635456165884,-0.001562212,-0.1416563
2008-02-26 00:00:00+00,SHORT,1967,0.0,-0.017646046,-0.17086932
2008-02-27 00:00:00+00,SHORT,2105,1.0,-0.030347453,-0.12701368
2008-02-27 00:00:00+00,SHORT,960,0.0,-0.030607022,-0.17684375
2008-02-27 00:00:00+00,SHORT,3273,1.0,-0.021667028,-0.20527175
2008-02-27 00:00:00+00,SHORT,3355,1.0,-0.030264298,-0.15775277
2008-02-27 00:00:00+00,SHORT,3596,1.0,-0.024279762,-0.16308945
2008-02-27 00:00:00+00,SHORT,3614,0.35451777916139626,-0.022901928,-0.13506435
2008-02-28 00:00:00+00,SHORT,2085,1.0,-0.029044956,-0.13144174
2008-02-28 00:00:00+00,SHORT,3192,0.0,-0.0106565105,-0.12408823
2008-02-29 00:00:00+00,SHORT,517,0.2002842541617138,0.010676986,-0.20067552
2008-03-03 00:00:00+00,SHORT,2272,1.0,-0.02677169,-0.14775175
2008-03-03 00:00:00+00,SHORT,517,0.16565504769972775,-0.017595325,-0.19019647
2008-03-03 00:00:00+00,SHORT,3918,0.41713542789479635,-0.029792665,-0.18071285
2008-03-13 00:00:00+00,SHORT,1904,0.0,-0.031517677,-0.15606526
2008-03-24 00:00:00+00,SHORT,395,0.0,-0.016659891,-0.14367567
2008-03-25 00:00:00+00,SHORT,395,0.0,-0.025922736,-0.13329111
2008-04-02 00:00:00+00,SHORT,857,0.12401479172997974,-0.011882771,-0.1614665
2008-04-02 00:00:00+00,SHORT,3596,0.0,-0.01533664,-0.19811921
2008-04-03 00:00:00+00,SHORT,857,0.09721188012738508,-0.03137987,-0.15272973
2008-04-03 00:00:00+00,SHORT,3612,0.0,-0.016124781,-0.13081959
2008-04-04 00:00:00+00,SHORT,2534,0.0,-0.031378604,-0.12436813
2008-04-04 00:00:00+00,SHORT,3013,0.0,-0.027056627,-0.14101662
2008-04-07 00:00:00+00,SHORT,4118,1.0,0.046809588,-0.20679763
2008-04-07 00:00:00+00,SHORT,2285,0.0,-0.029556256,-0.14730097
2008-04-08 00:00:00+00,SHORT,4118,0.0,-0.02059343,-0.18778424
2008-04-08 00:00:00+00,SHORT,559,0.0,-0.026918001,-0.12721205
2008-04-16 00:00:00+00,SHORT,4000,0.0,-0.02327133,-0.1463376
2008-04-21 00:00:00+00,SHORT,843,0.8653138202147885,-0.015827537,-0.12362543
2008-04-23 00:00:00+00,SHORT,167,0.0,-0.025007142,-0.16234052
2008-05-01 00:00:00+00,SHORT,157,1.0,-0.010479936,-0.14497396
2008-05-02 00:00:00+00,SHORT,3310,0.0,-0.011991039,-0.16145803
2008-05-16 00:00:00+00,SHORT,2440,0.9224887628165985,-0.030290393,-0.19623907
2008-05-21 00:00:00+00,SHORT,1673,0.0,-0.0051180664,-0.13807233
2008-05-21 00:00:00+00,SHORT,1888,0.3028381275665232,-0.032219242,-0.18643351
2008-05-22 00:00:00+00,SHORT,1673,0.0,-0.021722853,-0.13193277
2008-05-30 00:00:00+00,SHORT,433,0.8,-0.029859615,-0.13910145
2008-06-05 00:00:00+00,SHORT,433,0.0,-0.029698014,-0.12903187
2008-06-30 00:00:00+00,SHORT,817,0.8779099831077187,-0.015451679,-0.15387727
2008-07-16 00:00:00+00,SHORT,4097,0.0,-0.015759783,-0.15850705
2008-07-17 00:00:00+00,SHORT,4097,0.0,-0.016513277,-0.1469265
2008-07-23 00:00:00+00,SHORT,652,0.37021000065640663,-0.03088675,-0.18372707
2008-07-23 00:00:00+00,SHORT,835,0.5159005771540339,-0.017802946,-0.15070133
2008-07-23 00:00:00+00,SHORT,3124,0.6586714192861787,-0.02454946,-0.17251077
2008-07-23 00:00:00+00,SHORT,3271,0.0,-0.024241863,-0.1937915
2008-07-23 00:00:00+00,SHORT,1377,1.0,-0.029502908,-0.19792545
2008-07-23 00:00:00+00,SHORT,3773,0.0,-0.015410363,-0.12933701
2008-07-23 00:00:00+00,SHORT,1762,0.0,0.033533756,-0.20164734
2008-07-23 00:00:00+00,SHORT,3861,0.0,-0.013557387,-0.17778446
2008-07-29 00:00:00+00,SHORT,3271,0.0,-0.022349883,-0.18069418
2008-07-30 00:00:00+00,SHORT,817,1.0,-0.031800877,-0.16577612
2008-07-30 00:00:00+00,SHORT,1069,1.0,-0.01762925,-0.13639623
2008-07-31 00:00:00+00,SHORT,3744,1.0,0.005247089,-0.13758276
2008-08-05 00:00:00+00,SHORT,3124,1.0,-0.014820617,-0.13341948
2008-08-06 00:00:00+00,SHORT,2972,0.37139574863422514,-0.030525262,-0.14886399
2008-08-08 00:00:00+00,SHORT,1919,1.0,-0.023331966,-0.19038428
2008-08-11 00:00:00+00,SHORT,2421,1.0,-0.027732184,-0.18082926
2008-08-11 00:00:00+00,SHORT,2912,0.0,-0.030590102,-0.19494404
2008-08-11 00:00:00+00,SHORT,1719,1.0,-0.009177082,-0.1524423
2008-08-12 00:00:00+00,SHORT,2352,0.0,-0.031329226,-0.14379989
2008-08-12 00:00:00+00,SHORT,2437,0.6130262701486393,-0.030501094,-0.1288935
2008-08-12 00:00:00+00,SHORT,1306,0.0,-0.027953178,-0.1410567
2008-08-12 00:00:00+00,SHORT,1719,1.0,-0.023401748,-0.1411447
2008-08-12 00:00:00+00,SHORT,1851,0.0,-0.026076637,-0.14580283
2008-08-14 00:00:00+00,SHORT,2352,0.0,-0.026898421,-0.12674871
2008-08-15 00:00:00+00,SHORT,2912,0.7382334814425648,-0.031248542,-0.17712167
2008-08-27 00:00:00+00,SHORT,243,0.0,-0.026617544,-0.13420299
2008-08-27 00:00:00+00,SHORT,1280,1.0,-0.023048168,-0.16790695
2008-08-28 00:00:00+00,SHORT,498,1.0,-0.02246404,-0.13751416
2008-08-28 00:00:00+00,SHORT,2816,1.0,-0.018020513,-0.13676965
2008-08-28 00:00:00+00,SHORT,2986,0.0,-0.024368718,-0.13629322
2008-08-28 00:00:00+00,SHORT,1767,0.0,-0.029220285,-0.13365716
2008-08-29 00:00:00+00,SHORT,1184,1.0,-0.023593668,-0.12471059
2008-09-03 00:00:00+00,SHORT,3868,1.0,-0.020212004,-0.16075537
2008-09-08 00:00:00+00,SHORT,1668,1.0,-4.0558234E-4,-0.17826597
2008-09-08 00:00:00+00,SHORT,1748,1.0,-0.020539477,-0.18074475
2008-09-10 00:00:00+00,SHORT,2431,0.0,-0.030619316,-0.136105
2008-09-10 00:00:00+00,SHORT,3918,0.9285714285714286,-0.020201948,-0.1292498
2008-09-19 00:00:00+00,SHORT,1377,1.0,-0.0204918,-0.1715274
2008-09-24 00:00:00+00,SHORT,2670,1.0,-0.016762992,-0.12909694
2008-09-26 00:00:00+00,SHORT,2747,1.0,-0.026311245,-0.14858882
2008-10-03 00:00:00+00,SHORT,505,1.0,-0.026480293,-0.1442716
2008-10-31 00:00:00+00,SHORT,1761,1.0,-0.026628144,-0.167112
2008-11-04 00:00:00+00,SHORT,555,1.0,-0.017219817,-0.16092499
2008-11-04 00:00:00+00,SHORT,2710,1.0,-0.02948307,-0.1235018
2008-11-04 00:00:00+00,SHORT,975,1.0,-0.02959464,-0.19974777
2008-11-04 00:00:00+00,SHORT,3293,1.0,-0.026652152,-0.15862261
2008-11-04 00:00:00+00,SHORT,3646,1.0,-0.023697516,-0.13194674
2008-11-04 00:00:00+00,SHORT,1715,1.0,-0.030559395,-0.13749899
2008-11-04 00:00:00+00,SHORT,4059,1.0,-0.028934687,-0.12828876
2008-11-13 00:00:00+00,SHORT,1473,1.0,-0.018613625,-0.14289302
2008-11-24 00:00:00+00,SHORT,1333,0.22483785151937444,-0.016400546,-0.1514392
2008-11-25 00:00:00+00,SHORT,3694,0.0,-0.014685528,-0.1816327
2008-11-26 00:00:00+00,SHORT,3694,0.0,-0.025437795,-0.173409
2008-11-28 00:00:00+00,SHORT,2504,1.0,-0.0323412,-0.19168454
2008-11-28 00:00:00+00,SHORT,1411,1.0,-0.020780515,-0.14473344
2008-11-28 00:00:00+00,SHORT,3684,1.0,-0.019768305,-0.12690169
2008-12-08 00:00:00+00,SHORT,2473,1.0,0.014805828,-0.15726876
2008-12-08 00:00:00+00,SHORT,975,1.0,-0.026678234,-0.1372177
2008-12-08 00:00:00+00,SHORT,3943,0.0,-0.03106412,-0.18365273
2008-12-16 00:00:00+00,SHORT,19,1.0,-0.026693204,-0.16164765
2008-12-16 00:00:00+00,SHORT,1076,1.0,-0.012332284,-0.14919968
2008-12-16 00:00:00+00,SHORT,3754,0.5802965777168444,-0.0115657225,-0.19386621
2008-12-17 00:00:00+00,SHORT,1832,0.0,-0.02855081,-0.14049104
2008-12-19 00:00:00+00,SHORT,3645,0.35458271108524564,-0.019924665,-0.17808853
2008-12-31 00:00:00+00,SHORT,862,0.0,-0.031482138,-0.17781286
2009-01-02 00:00:00+00,SHORT,4197,1.0,-0.016300106,-0.16264145
2009-01-02 00:00:00+00,SHORT,2226,1.0,-0.022030104,-0.18817425
2009-01-02 00:00:00+00,SHORT,2269,1.0,-0.008333164,-0.13611162
2009-01-02 00:00:00+00,SHORT,787,1.0,-0.028715167,-0.19073729
2009-01-02 00:00:00+00,SHORT,3645,0.0,-0.028788887,-0.14247079
2009-01-05 00:00:00+00,SHORT,2613,1.0,-0.027788587,-0.12285716
2009-01-05 00:00:00+00,SHORT,907,0.6350672970745381,-0.020289367,-0.17662314
2009-01-05 00:00:00+00,SHORT,3130,1.0,-0.011342191,-0.1307251
2009-01-06 00:00:00+00,SHORT,68,1.0,-0.020234598,-0.15546204
2009-01-06 00:00:00+00,SHORT,2133,1.0,0.0047769477,-0.1619044
2009-01-06 00:00:00+00,SHORT,93,0.8642253682396408,-0.009596235,-0.18590945
2009-01-06 00:00:00+00,SHORT,2188,1.0,-0.024170568,-0.15482424
2009-01-06 00:00:00+00,SHORT,2253,1.0,0.01129195,-0.13818371
2009-01-06 00:00:00+00,SHORT,2261,1.0,-0.01754462,-0.16570576
2009-01-06 00:00:00+00,SHORT,243,1.0,0.008535431,-0.13947082
2009-01-06 00:00:00+00,SHORT,2350,1.0,0.009484395,-0.13770965
2009-01-06 00:00:00+00,SHORT,335,1.0,0.0400573,-0.15388493
2009-01-06 00:00:00+00,SHORT,411,1.0,-0.012452149,-0.15823345
2009-01-06 00:00:00+00,SHORT,2479,1.0,-0.020838397,-0.14838964
2009-01-06 00:00:00+00,SHORT,433,1.0,-0.029047664,-0.20053244
2009-01-06 00:00:00+00,SHORT,2534,1.0,-0.021045282,-0.2045615
2009-01-06 00:00:00+00,SHORT,2543,1.0,-0.030004155,-0.15078558
2009-01-06 00:00:00+00,SHORT,2569,0.9022123345691926,0.002840318,-0.18378262
2009-01-06 00:00:00+00,SHORT,2638,0.0,-0.020949226,-0.1699149
2009-01-06 00:00:00+00,SHORT,835,1.0,0.01740878,-0.13659869
2009-01-06 00:00:00+00,SHORT,862,1.0,0.0064632776,-0.14421125
2009-01-06 00:00:00+00,SHORT,897,1.0,-0.030951746,-0.14563707
2009-01-06 00:00:00+00,SHORT,959,1.0,-0.010712005,-0.13767919
