time,side,ticker_id,mv_up_composite_labels,skew_weighted_10_df037,normalized_6m_df004,ma_cloud_diff_8_50_df007
2011-11-23 00:00:00+00,LONG,1853,0.6261580911303765,-0.29117116,0.5,-0.03698215
2011-11-23 00:00:00+00,LONG,3903,1.0,-0.3797131,0.65384614,-0.03701044
2011-11-23 00:00:00+00,LONG,3905,0.0,-0.26441088,0.43373495,-0.03350573
2011-11-23 00:00:00+00,LONG,2018,0.2819646248497299,-0.2875921,0.2857143,-0.05112733
2011-11-25 00:00:00+00,LONG,2088,1.0,-0.3630518,0.11111111,-0.053434372
2011-11-25 00:00:00+00,LONG,2111,0.7229755028052722,-0.47619304,0.5,-0.049093395
2011-11-25 00:00:00+00,LONG,158,0.8220575805846941,-0.5355842,0.15789473,-0.055208728
2011-11-25 00:00:00+00,LONG,2221,1.0,-0.3986477,0.46938777,-0.041608967
2011-11-25 00:00:00+00,LONG,2351,1.0,-0.57974404,0.5,-0.04350996
2011-11-25 00:00:00+00,LONG,2751,0.4914788063173364,-0.5933629,0.5192308,-0.03622648
2011-11-25 00:00:00+00,LONG,786,0.22960226926551386,-0.54271376,0.6097561,-0.05387742
2011-11-25 00:00:00+00,LONG,2930,0.2416070746121578,-0.59346265,0.38297874,-0.06704273
2011-11-25 00:00:00+00,LONG,2938,0.45589253337814173,-0.6183371,0.20689656,-0.07713208
2011-11-25 00:00:00+00,LONG,3837,0.5599374290466994,-0.55816233,0.1875,-0.041292194
2011-11-25 00:00:00+00,LONG,1853,0.5782058749686856,-0.44587755,0.5,-0.037316788
2011-11-25 00:00:00+00,LONG,3903,0.972972972972973,-0.5188748,0.6730769,-0.04294535
2011-11-25 00:00:00+00,LONG,2018,0.2872863648327117,-0.39457554,0.2857143,-0.053477775
2011-11-28 00:00:00+00,LONG,2088,0.9761904761904762,-0.2640993,0.11111111,-0.05451767
2011-11-28 00:00:00+00,LONG,2111,0.5481010982183493,-0.2547516,0.5,-0.0511028
2011-11-28 00:00:00+00,LONG,2129,0.9545454545454546,-0.4322765,0.0952381,-0.03489745
2011-11-28 00:00:00+00,LONG,158,0.9830508474576272,-0.41091835,0.15789473,-0.06480756
2011-11-28 00:00:00+00,LONG,2221,0.9761904761904762,-0.45483002,0.48979592,-0.048621744
2011-11-28 00:00:00+00,LONG,386,0.9705882352941176,-0.22667955,0.6,-0.034978848
2011-11-28 00:00:00+00,LONG,2751,0.3378330525091038,-0.49292967,0.5,-0.040140025
2011-11-28 00:00:00+00,LONG,2770,0.3793103448275862,-0.252591,0.24489796,-0.040054582
2011-11-28 00:00:00+00,LONG,786,0.10096086646035743,-0.3155689,0.6097561,-0.05753438
2011-11-28 00:00:00+00,LONG,2930,0.21770577876549638,-0.6387177,0.4347826,-0.07555444
2011-11-28 00:00:00+00,LONG,2938,0.9473684210526316,-0.4229178,0.20689656,-0.08074118
2011-11-28 00:00:00+00,LONG,3837,0.40686892201919594,-0.29852036,0.3125,-0.043231938
2011-11-28 00:00:00+00,LONG,1853,0.49518638653209585,-0.35610735,0.47619048,-0.038486313
2011-11-28 00:00:00+00,LONG,3903,0.9459459459459459,-0.3915158,0.71153843,-0.044674065
2011-11-28 00:00:00+00,LONG,3994,0.9521365862308908,-0.61291957,0.11764706,-0.035542868
2011-11-28 00:00:00+00,LONG,2018,0.07569919115490428,-0.2980346,0.2857143,-0.054176204
2011-11-29 00:00:00+00,LONG,2088,0.9523809523809523,-0.3873371,0.11111111,-0.059067797
2011-11-29 00:00:00+00,LONG,2111,0.4990622103373684,-0.17981762,0.5,-0.051584385
2011-11-29 00:00:00+00,LONG,2129,0.49315353902507436,-0.41701037,0.0952381,-0.04096846
2011-11-29 00:00:00+00,LONG,158,0.5695120862626162,-0.47390428,0.15789473,-0.07167394
2011-11-29 00:00:00+00,LONG,2221,0.9523809523809523,-0.41468635,0.4489796,-0.055411458
2011-11-29 00:00:00+00,LONG,2253,0.7129226157990411,-0.34648213,0.7567568,-0.032763485
2011-11-29 00:00:00+00,LONG,2351,0.9393939393939394,-0.6143889,0.5,-0.05198015
2011-11-29 00:00:00+00,LONG,386,0.9411764705882353,-0.2531582,0.6,-0.038837258
2011-11-29 00:00:00+00,LONG,522,0.0,-0.5396919,0.0952381,-0.03869391
2011-11-29 00:00:00+00,LONG,2751,0.23168186760264792,-0.45825657,0.5,-0.043966305
2011-11-29 00:00:00+00,LONG,2770,0.0,-0.28499132,0.24489796,-0.05278282
2011-11-29 00:00:00+00,LONG,786,0.02614219916295826,-0.2994707,0.6097561,-0.058727864
2011-11-29 00:00:00+00,LONG,2930,0.15210214999024116,-0.49932232,0.42553192,-0.07906194
2011-11-29 00:00:00+00,LONG,2938,0.9210526315789473,-0.39199623,0.20689656,-0.08156475
2011-11-29 00:00:00+00,LONG,3612,0.9259259259259259,-0.59745854,0.16666667,-0.04167868
2011-11-29 00:00:00+00,LONG,3837,0.3155825944202129,-0.31066766,0.3125,-0.043348387
2011-11-29 00:00:00+00,LONG,3903,0.9189189189189189,-0.16665345,0.71153843,-0.040383298
2011-11-29 00:00:00+00,LONG,2018,0.0,-0.10560752,0.2857143,-0.052617338
2011-11-30 00:00:00+00,LONG,2129,0.8636363636363636,-0.08208838,0.0952381,-0.038772188
2011-11-30 00:00:00+00,LONG,158,0.5421356505952105,-0.15710029,0.15789473,-0.06999099
2011-11-30 00:00:00+00,LONG,2221,0.3294704893917472,-0.15309328,0.47916666,-0.053439524
2011-11-30 00:00:00+00,LONG,2351,0.0,-0.31024414,0.5,-0.051322255
2011-11-30 00:00:00+00,LONG,386,0.5973636437396977,-0.14089713,0.6296296,-0.037322387
2011-11-30 00:00:00+00,LONG,516,0.0,-0.17469501,0.2804878,-0.06560953
2011-11-30 00:00:00+00,LONG,522,0.0,-0.39782667,0.0952381,-0.043628808
2011-11-30 00:00:00+00,LONG,2728,0.9142857142857143,-0.18325399,0.31707317,-0.041435312
2011-11-30 00:00:00+00,LONG,2751,0.18091062361862276,-0.15359654,0.46153846,-0.044609796
2011-11-30 00:00:00+00,LONG,2770,0.0,-0.083220035,0.25,-0.049026616
2011-11-30 00:00:00+00,LONG,2930,0.11915862897842658,-0.2113678,0.40425533,-0.07681593
2011-11-30 00:00:00+00,LONG,2938,0.33892374839793993,-0.17460889,0.20689656,-0.07939628
2011-11-30 00:00:00+00,LONG,3244,0.14455525377061684,-0.44279435,0.14285715,-0.03442489
2011-11-30 00:00:00+00,LONG,3486,0.5364810706215839,-0.5438288,0.7291667,-0.049781047
2011-11-30 00:00:00+00,LONG,3612,0.8888888888888888,-0.20094223,0.16666667,-0.042620767
2011-11-30 00:00:00+00,LONG,3837,0.2758682073639919,-0.07432841,0.3125,-0.040638443
2011-11-30 00:00:00+00,LONG,3994,0.6797435613109895,-0.21181059,0.11764706,-0.038151167
2011-12-01 00:00:00+00,LONG,2129,0.8181818181818181,-0.07794548,0.0952381,-0.04033719
2011-12-01 00:00:00+00,LONG,2351,0.8787878787878788,-0.294809,0.5,-0.052348845
2011-12-01 00:00:00+00,LONG,516,0.8809523809523809,-0.10613252,0.27160493,-0.0644423
2011-12-01 00:00:00+00,LONG,522,0.0,-0.33704224,0.09756097,-0.04411646
2011-12-01 00:00:00+00,LONG,2728,0.8857142857142857,-0.06937175,0.32098764,-0.041413486
2011-12-01 00:00:00+00,LONG,2930,0.14686856316990032,-0.08704426,0.42553192,-0.07618012
2011-12-01 00:00:00+00,LONG,2938,0.35357496452009385,-0.06661039,0.20689656,-0.07911391
2011-12-01 00:00:00+00,LONG,3244,0.0,-0.2988496,0.14634146,-0.03642302
2011-12-01 00:00:00+00,LONG,3486,0.4681367138016087,-0.48280102,0.76,-0.062188607
2011-12-01 00:00:00+00,LONG,3612,0.8518518518518519,-0.15239458,0.16666667,-0.04488826
2011-12-01 00:00:00+00,LONG,3648,0.443113543374481,-0.47426647,0.115384616,-0.10753278
2011-12-01 00:00:00+00,LONG,3994,0.5983385018396231,-0.18168528,0.11764706,-0.036360998
2011-12-02 00:00:00+00,LONG,158,0.45808183778414124,-0.06578416,0.13157895,-0.06665736
2011-12-02 00:00:00+00,LONG,522,0.0,-0.21596529,0.0952381,-0.041152533
2011-12-02 00:00:00+00,LONG,2751,0.21373854188920535,-0.14002793,0.42307693,-0.045000993
2011-12-02 00:00:00+00,LONG,2938,0.8421052631578947,-0.12276709,0.20689656,-0.07774862
2011-12-02 00:00:00+00,LONG,3244,0.11472512090515329,-0.12516975,0.14285715,-0.03513987
2011-12-02 00:00:00+00,LONG,3612,0.8148148148148149,-0.10844704,0.16666667,-0.044347018
2011-12-02 00:00:00+00,LONG,3648,0.4330411755038631,-0.39884284,0.115384616,-0.10830127
2011-12-05 00:00:00+00,LONG,522,0.0,-0.11236934,0.0952381,-0.03922216
2011-12-05 00:00:00+00,LONG,2751,0.0,-0.082797304,0.46153846,-0.044528153
2011-12-05 00:00:00+00,LONG,3648,0.4077396330005707,-0.16922565,0.115384616,-0.10528301
2011-12-06 00:00:00+00,LONG,3648,0.36959968110844016,-0.086641274,0.115384616,-0.100989215
2011-12-13 00:00:00+00,LONG,1908,1.0,-0.50636816,0.10810811,-0.09717707
2011-12-13 00:00:00+00,LONG,1939,1.1102230246251565E-16,-0.13369729,0.18421052,-0.044442385
2011-12-14 00:00:00+00,LONG,562,1.0,-0.4970636,0.7108434,-0.047428217
2011-12-14 00:00:00+00,LONG,2938,0.16725301240335272,-0.06823176,0.20689656,-0.050600026
2011-12-14 00:00:00+00,LONG,1740,0.3264685951999658,-0.64734834,0.10869565,-0.05371244
2011-12-14 00:00:00+00,LONG,1752,1.0,-0.52793705,0.5576923,-0.04974568
2011-12-15 00:00:00+00,LONG,2323,1.0,-0.11411822,0.1904762,-0.10585426
2011-12-15 00:00:00+00,LONG,2469,0.9666666666666667,-0.57442844,0.09090909,-0.093205415
2011-12-15 00:00:00+00,LONG,562,0.9666666666666667,-0.34800777,0.68292683,-0.047673974
2011-12-15 00:00:00+00,LONG,2930,0.0,-0.114562586,0.45652175,-0.03286157
2011-12-15 00:00:00+00,LONG,937,1.0,-0.39946535,0.36842105,-0.057798695
2011-12-15 00:00:00+00,LONG,1740,0.2889392937653272,-0.5785397,0.10869565,-0.073418684
2011-12-15 00:00:00+00,LONG,1752,0.975609756097561,-0.39317253,0.5576923,-0.06598972
2011-12-16 00:00:00+00,LONG,2107,0.018867924528301883,-0.60659343,0.65957445,-0.049102418
2011-12-16 00:00:00+00,LONG,4215,0.0,-0.3260415,0.5,-0.032636706
2011-12-16 00:00:00+00,LONG,2323,0.9814814814814815,-0.32101512,0.1904762,-0.10411748
2011-12-16 00:00:00+00,LONG,2330,0.9814814814814815,-0.58052504,0.33333334,-0.050593033
2011-12-16 00:00:00+00,LONG,2345,0.2850055856334806,-0.3259359,0.1764706,-0.03447561
2011-12-16 00:00:00+00,LONG,2469,0.9333333333333333,-0.37183714,0.09090909,-0.10106206
2011-12-16 00:00:00+00,LONG,562,0.9333333333333333,-0.0980341,0.7108434,-0.046590593
2011-12-16 00:00:00+00,LONG,610,0.8401019198648785,-0.48073748,0.7307692,-0.05139742
2011-12-16 00:00:00+00,LONG,631,0.9310344827586207,-0.3187298,0.42857143,-0.040314887
2011-12-16 00:00:00+00,LONG,694,0.4922535992171188,-0.3020332,0.2777778,-0.03590468
2011-12-16 00:00:00+00,LONG,2930,0.12392454999856545,-0.09544162,0.44680852,-0.03550946
2011-12-16 00:00:00+00,LONG,937,0.962962962962963,-0.35689786,0.34210527,-0.06681478
2011-12-16 00:00:00+00,LONG,1004,0.9814814814814815,-0.21415769,0.23913044,-0.034604944
2011-12-16 00:00:00+00,LONG,3359,1.0,-0.32111645,0.3493976,-0.04017484
2011-12-16 00:00:00+00,LONG,1740,0.22234890412350136,-0.51143825,0.10869565,-0.08546143
2011-12-16 00:00:00+00,LONG,1752,0.9512195121951219,-0.1293995,0.5576923,-0.077760026
2011-12-19 00:00:00+00,LONG,2072,1.0,-0.61694986,0.18867925,-0.07024637
2011-12-19 00:00:00+00,LONG,4153,0.9811320754716981,-0.51208097,0.6315789,-0.034633547
2011-12-19 00:00:00+00,LONG,4215,0.0,-0.54323006,0.47826087,-0.04033816
2011-12-19 00:00:00+00,LONG,2323,0.962962962962963,-0.2569933,0.1904762,-0.10253122
2011-12-19 00:00:00+00,LONG,2330,0.962962962962963,-0.6273233,0.33333334,-0.06449436
2011-12-19 00:00:00+00,LONG,2345,0.35712196181388006,-0.43465582,0.1764706,-0.043100074
2011-12-19 00:00:00+00,LONG,2430,1.0,-0.6202188,0.09638554,-0.113705285
2011-12-19 00:00:00+00,LONG,2440,1.0,-0.6289517,0.6785714,-0.06525214
2011-12-19 00:00:00+00,LONG,516,0.5952380952380952,-0.31116855,0.31325302,-0.041047156
2011-12-19 00:00:00+00,LONG,631,0.896551724137931,-0.61765313,0.4047619,-0.05390199
2011-12-19 00:00:00+00,LONG,675,0.5720237833257639,-0.46606317,0.17021276,-0.110963866
2011-12-19 00:00:00+00,LONG,694,0.5194815941819043,-0.5617215,0.2777778,-0.050493143
2011-12-19 00:00:00+00,LONG,712,1.0,-0.6063432,0.19565217,-0.09811752
2011-12-19 00:00:00+00,LONG,845,1.0,-0.51147574,0.34146342,-0.05552595
2011-12-19 00:00:00+00,LONG,2930,0.07597750268208757,-0.5374559,0.44680852,-0.04019762
2011-12-19 00:00:00+00,LONG,937,0.9259259259259259,-0.43602005,0.34210527,-0.07464904
2011-12-19 00:00:00+00,LONG,974,0.4226724546036001,-0.5446936,0.46341464,-0.037577935
2011-12-19 00:00:00+00,LONG,1004,0.962962962962963,-0.33255884,0.23913044,-0.045435734
2011-12-19 00:00:00+00,LONG,1175,0.23809523809523814,-0.11668809,0.5,-0.08305504
2011-12-19 00:00:00+00,LONG,1176,0.43333333333333335,-0.15426928,0.2631579,-0.06111483
2011-12-19 00:00:00+00,LONG,3456,0.0,-0.62437284,0.7058824,-0.03391439
2011-12-19 00:00:00+00,LONG,3556,0.5130232851808498,-0.55665094,0.5675676,-0.059507366
2011-12-19 00:00:00+00,LONG,1631,1.0,-0.6301656,0.46153846,-0.041456793
2011-12-19 00:00:00+00,LONG,3693,0.4007776756658798,-0.63968295,0.1891892,-0.037430078
2011-12-19 00:00:00+00,LONG,1740,0.3832051972923808,-0.6271931,0.10869565,-0.09334979
2011-12-19 00:00:00+00,LONG,3791,1.0,-0.520561,0.12195122,-0.059897203
2011-12-19 00:00:00+00,LONG,1752,0.9268292682926829,-0.4443825,0.5192308,-0.08768436
2011-12-19 00:00:00+00,LONG,3837,0.16988635102163135,-0.30690077,0.4117647,-0.039010998
2011-12-19 00:00:00+00,LONG,3853,1.0,-0.5009774,0.7254902,-0.042807378
2011-12-19 00:00:00+00,LONG,3882,1.0,-0.4995679,0.5217391,-0.032636326
2011-12-19 00:00:00+00,LONG,3905,0.6865050099313107,-0.6348228,0.36144578,-0.07135228
2011-12-19 00:00:00+00,LONG,1922,0.9428627500616635,-0.50799996,0.71428573,-0.06701605
2011-12-19 00:00:00+00,LONG,1927,0.0,-0.55759364,0.26785713,-0.03996326
2011-12-19 00:00:00+00,LONG,3994,0.6190476190476191,-0.4486023,0.11764706,-0.04290411
2011-12-19 00:00:00+00,LONG,1967,1.0,-0.58179873,0.26506025,-0.10616325
2011-12-20 00:00:00+00,LONG,2072,0.0,-0.13707289,0.18867925,-0.06756147
2011-12-20 00:00:00+00,LONG,2105,0.975,-0.41688648,0.72289157,-0.1138089
2011-12-20 00:00:00+00,LONG,4153,0.9622641509433962,-0.27637598,0.57894737,-0.0339529
2011-12-20 00:00:00+00,LONG,4215,0.0,-0.2373477,0.5,-0.037668232
2011-12-20 00:00:00+00,LONG,4237,0.7360812651283568,-0.2697784,0.3207547,-0.074309975
2011-12-20 00:00:00+00,LONG,2330,0.9444444444444444,-0.27272788,0.33333334,-0.06560321
2011-12-20 00:00:00+00,LONG,2345,0.24833208535443008,-0.2602722,0.1764706,-0.04365683
2011-12-20 00:00:00+00,LONG,2365,0.9743589743589743,-0.43935263,0.35897437,-0.051904134
2011-12-20 00:00:00+00,LONG,323,0.7541204634385662,-0.39167795,0.6530612,-0.03164427
2011-12-20 00:00:00+00,LONG,2440,0.962962962962963,-0.35698152,0.6785714,-0.07118958
2011-12-20 00:00:00+00,LONG,2536,0.9807692307692307,-0.29733187,0.19277108,-0.03929257
2011-12-20 00:00:00+00,LONG,502,0.0,-0.34048,0.29411766,-0.084518075
2011-12-20 00:00:00+00,LONG,555,0.5832632356533191,-0.58074564,0.55421686,-0.053306222
2011-12-20 00:00:00+00,LONG,631,0.8620689655172413,-0.49887866,0.3846154,-0.061426125
2011-12-20 00:00:00+00,LONG,675,0.8115200239292726,-0.2146004,0.19565217,-0.11303597
2011-12-20 00:00:00+00,LONG,694,0.4708131280016437,-0.25430515,0.2777778,-0.05105169
2011-12-20 00:00:00+00,LONG,712,0.9807692307692307,-0.2611249,0.19565217,-0.09727586
2011-12-20 00:00:00+00,LONG,2815,0.9807692307692307,-0.40250096,0.32142857,-0.03198434
2011-12-20 00:00:00+00,LONG,845,0.0,-0.27487606,0.41463414,-0.057184618
2011-12-20 00:00:00+00,LONG,2930,0.14871823510696883,-0.36517435,0.4347826,-0.040591896
2011-12-20 00:00:00+00,LONG,937,0.8888888888888888,-0.38894942,0.34210527,-0.07614946
2011-12-20 00:00:00+00,LONG,974,0.3536036286453157,-0.2223579,0.46341464,-0.03821697
2011-12-20 00:00:00+00,LONG,1004,0.9444444444444444,-0.16793443,0.23913044,-0.049691893
2011-12-20 00:00:00+00,LONG,3182,1.0,-0.43600392,0.17857143,-0.04030728
2011-12-20 00:00:00+00,LONG,3359,0.9230769230769231,-0.3202937,0.3493976,-0.055839907
2011-12-20 00:00:00+00,LONG,3466,0.0,-0.39215216,0.2173913,-0.03814942
2011-12-20 00:00:00+00,LONG,1462,0.36902674742919206,-0.46997973,0.75609756,-0.08036654
2011-12-20 00:00:00+00,LONG,3556,0.4460584678673242,-0.32942235,0.5135135,-0.063754864
2011-12-20 00:00:00+00,LONG,3613,0.9736842105263158,-0.5170382,0.17391305,-0.08456441
2011-12-20 00:00:00+00,LONG,1631,0.975609756097561,-0.34779957,0.44230768,-0.042044453
2011-12-20 00:00:00+00,LONG,3693,0.3337679865373116,-0.34057984,0.1891892,-0.04418898
2011-12-20 00:00:00+00,LONG,1740,0.0,-0.1887662,0.10869565,-0.09222997
2011-12-20 00:00:00+00,LONG,3791,0.9615384615384616,-0.41361988,0.12195122,-0.061585374
2011-12-20 00:00:00+00,LONG,1752,0.9024390243902439,-0.42143768,0.5,-0.091285534
2011-12-20 00:00:00+00,LONG,3837,0.1606946288774749,-0.20716111,0.3529412,-0.038213383
2011-12-20 00:00:00+00,LONG,3853,0.4731823084488331,-0.15896651,0.7346939,-0.044740967
2011-12-20 00:00:00+00,LONG,3882,0.9545454545454546,-0.28680715,0.54347825,-0.03649425
2011-12-20 00:00:00+00,LONG,3905,0.5916963408954301,-0.39755782,0.36144578,-0.07474454
2011-12-20 00:00:00+00,LONG,1922,0.8524298980885133,-0.26984158,0.71428573,-0.06682853
2011-12-20 00:00:00+00,LONG,1927,0.0,-0.35642985,0.2857143,-0.041408747
2011-12-20 00:00:00+00,LONG,1967,0.0,-0.34519276,0.27710843,-0.111001715
2011-12-20 00:00:00+00,LONG,4079,0.6833315699301161,-0.23601298,0.36956522,-0.072743155
2011-12-21 00:00:00+00,LONG,2072,0.9615384615384616,-0.15554327,0.18867925,-0.07005657
2011-12-21 00:00:00+00,LONG,50,0.3607909768841082,-0.2052873,0.29787233,-0.034434877
2011-12-21 00:00:00+00,LONG,2105,0.9615384615384616,-0.26186687,0.7710843,-0.11512
2011-12-21 00:00:00+00,LONG,4153,0.9433962264150944,-0.18095693,0.6315789,-0.03444628
2011-12-21 00:00:00+00,LONG,76,1.0,-0.5242744,0.4117647,-0.044449102
2011-12-21 00:00:00+00,LONG,101,0.9555555555555556,-0.3077115,0.5421687,-0.032045495
2011-12-21 00:00:00+00,LONG,4215,0.0,-0.1829964,0.47826087,-0.03703119
2011-12-21 00:00:00+00,LONG,4237,0.92,-0.09550736,0.3018868,-0.07229264
2011-12-21 00:00:00+00,LONG,2330,0.9259259259259259,-0.22083285,0.36585367,-0.06758122
2011-12-21 00:00:00+00,LONG,2345,0.20947566223557998,-0.2216805,0.1764706,-0.046820235
2011-12-21 00:00:00+00,LONG,2365,0.8213665359277439,-0.28369376,0.4390244,-0.055558752
2011-12-21 00:00:00+00,LONG,323,0.6254110803369727,-0.2309468,0.7254902,-0.037007034
2011-12-21 00:00:00+00,LONG,2440,0.9259259259259259,-0.41456547,0.6909091,-0.077406086
2011-12-21 00:00:00+00,LONG,2469,0.8333333333333334,-0.17985627,0.09090909,-0.10574395
2011-12-21 00:00:00+00,LONG,2536,0.9615384615384616,-0.45788833,0.19277108,-0.05039043
2011-12-21 00:00:00+00,LONG,502,0.40683865549333764,-0.40520087,0.2647059,-0.09903026
2011-12-21 00:00:00+00,LONG,516,0.5476190476190477,-0.08328114,0.31325302,-0.039414596
2011-12-21 00:00:00+00,LONG,555,0.5416977941230339,-0.5340681,0.55421686,-0.057075925
2011-12-21 00:00:00+00,LONG,631,0.8275862068965517,-0.3913274,0.3902439,-0.06898914
2011-12-21 00:00:00+00,LONG,694,0.8648648648648649,-0.1038605,0.2777778,-0.053294268
2011-12-21 00:00:00+00,LONG,712,0.0,-0.17186253,0.2173913,-0.09833316
2011-12-21 00:00:00+00,LONG,2815,0.9615384615384616,-0.43881378,0.34545454,-0.04587535
2011-12-21 00:00:00+00,LONG,2835,0.35721324509935903,-0.40847898,0.46938777,-0.033572726
2011-12-21 00:00:00+00,LONG,817,0.0,-0.31441626,0.3243243,-0.03661288
2011-12-21 00:00:00+00,LONG,845,0.9259259259259259,-0.27736503,0.3902439,-0.0650738
2011-12-21 00:00:00+00,LONG,2930,0.11655407590654092,-0.3376107,0.44680852,-0.04237819
2011-12-21 00:00:00+00,LONG,937,0.8518518518518519,-0.2792846,0.34210527,-0.07786388
2011-12-21 00:00:00+00,LONG,2986,0.5808378055964046,-0.40215778,0.68292683,-0.039361343
2011-12-21 00:00:00+00,LONG,974,0.0,-0.12882923,0.46341464,-0.040126503
2011-12-21 00:00:00+00,LONG,1004,0.9259259259259259,-0.28807288,0.23913044,-0.05846882
2011-12-21 00:00:00+00,LONG,3065,0.0,-0.18510228,0.45945945,-0.032793608
2011-12-21 00:00:00+00,LONG,3182,0.9777777777777777,-0.44011885,0.18181819,-0.05330457
2011-12-21 00:00:00+00,LONG,3359,0.8846153846153846,-0.35144514,0.3493976,-0.062384427
2011-12-21 00:00:00+00,LONG,3466,0.3195187013229333,-0.36180863,0.17391305,-0.049649317
2011-12-21 00:00:00+00,LONG,1462,0.9259259259259259,-0.42305133,0.75609756,-0.086427405
2011-12-21 00:00:00+00,LONG,3556,0.42559010587420215,-0.3477693,0.4864865,-0.066582285
2011-12-21 00:00:00+00,LONG,3613,0.9473684210526316,-0.44503158,0.19565217,-0.09220228
2011-12-21 00:00:00+00,LONG,1631,0.9512195121951219,-0.105469495,0.47058824,-0.042137332
2011-12-21 00:00:00+00,LONG,3693,0.23796206299011277,-0.34384626,0.1891892,-0.053933088
2011-12-21 00:00:00+00,LONG,3791,0.0,-0.4227575,0.12195122,-0.06483484
2011-12-21 00:00:00+00,LONG,1752,0.8780487804878049,-0.12761733,0.5294118,-0.08959375
2011-12-21 00:00:00+00,LONG,3837,0.14870028414157388,-0.25507793,0.29411766,-0.0419262
2011-12-21 00:00:00+00,LONG,3853,0.59567660997449,-0.31122813,0.74509805,-0.049801882
2011-12-21 00:00:00+00,LONG,3882,0.9090909090909091,-0.31750333,0.5,-0.042571988
2011-12-21 00:00:00+00,LONG,3905,0.4130333888504597,-0.32277423,0.36144578,-0.07643958
2011-12-21 00:00:00+00,LONG,1869,1.0,-0.45662522,0.36842105,-0.10480227
2011-12-21 00:00:00+00,LONG,1922,0.8401598247862906,-0.37108332,0.68421054,-0.06875415
2011-12-21 00:00:00+00,LONG,1927,0.0,-0.22313987,0.27272728,-0.04695132
2011-12-21 00:00:00+00,LONG,4079,0.6673252762915515,-0.38016722,0.3617021,-0.07579203
2011-12-22 00:00:00+00,LONG,50,0.05258176849740965,-0.06820243,0.29787233,-0.034499634
2011-12-22 00:00:00+00,LONG,2105,0.3684515657911382,-0.06466542,0.72289157,-0.10913444
2011-12-22 00:00:00+00,LONG,76,0.98,-0.44101363,0.3137255,-0.055442788
2011-12-22 00:00:00+00,LONG,2440,0.8888888888888888,-0.21861492,0.6964286,-0.081536375
2011-12-22 00:00:00+00,LONG,502,0.34033505604290487,-0.26585966,0.2647059,-0.10853553
2011-12-22 00:00:00+00,LONG,555,0.4501614725195235,-0.21476664,0.56626505,-0.057260465
2011-12-22 00:00:00+00,LONG,631,0.7931034482758621,-0.26344034,0.3809524,-0.07408718
2011-12-22 00:00:00+00,LONG,2690,0.26976723069950087,-0.122735664,0.3478261,-0.032111958
2011-12-22 00:00:00+00,LONG,2815,0.9423076923076923,-0.15746987,0.375,-0.049422517
2011-12-22 00:00:00+00,LONG,2835,0.28068750558074246,-0.18686095,0.52,-0.03851259
2011-12-22 00:00:00+00,LONG,817,0.0,-0.08029736,0.3243243,-0.040371254
2011-12-22 00:00:00+00,LONG,845,0.8888888888888888,-0.17254719,0.36585367,-0.069165
2011-12-22 00:00:00+00,LONG,2930,0.11395240685604079,-0.09065953,0.42553192,-0.043611523
2011-12-22 00:00:00+00,LONG,2986,0.4922696747886964,-0.27259296,0.63414633,-0.045703553
2011-12-22 00:00:00+00,LONG,3049,1.0,-0.49639073,0.61702126,-0.06611243
2011-12-22 00:00:00+00,LONG,3182,0.40214084705944936,-0.16384597,0.19642857,-0.060848437
2011-12-22 00:00:00+00,LONG,3359,0.8461538461538461,-0.08070121,0.33734939,-0.06353163
2011-12-22 00:00:00+00,LONG,3466,0.24438863400277178,-0.22882953,0.1521739,-0.05678948
2011-12-22 00:00:00+00,LONG,1462,0.4263353640856072,-0.113240495,0.73170733,-0.08615125
2011-12-22 00:00:00+00,LONG,3556,0.3910197043310536,-0.16840947,0.5135135,-0.06569094
2011-12-22 00:00:00+00,LONG,3613,0.9210526315789473,-0.08143271,0.2173913,-0.09171786
2011-12-22 00:00:00+00,LONG,3693,0.0,-0.085708454,0.1891892,-0.05597894
2011-12-22 00:00:00+00,LONG,1650,0.33001092088262424,-0.2201912,0.23529412,-0.07597646
2011-12-22 00:00:00+00,LONG,3837,0.08768105363637349,-0.11747509,0.29411766,-0.04641319
2011-12-22 00:00:00+00,LONG,3882,0.8636363636363636,-0.21654032,0.5217391,-0.04490521
2011-12-22 00:00:00+00,LONG,3905,0.3264020586388853,-0.06433116,0.37349397,-0.07359742
2011-12-22 00:00:00+00,LONG,1869,0.9795918367346939,-0.11079595,0.4,-0.10612953
2011-12-22 00:00:00+00,LONG,1922,0.7936749915766913,-0.2319607,0.7,-0.06744262
2011-12-22 00:00:00+00,LONG,3973,1.0,-0.6217135,0.42857143,-0.033907384
2011-12-22 00:00:00+00,LONG,1967,0.0,-0.062355835,0.27710843,-0.11602529
2011-12-22 00:00:00+00,LONG,4079,0.575283918771839,-0.14087854,0.3617021,-0.07356072
2011-12-23 00:00:00+00,LONG,50,0.0,-0.07892267,0.29787233,-0.03204558
2011-12-23 00:00:00+00,LONG,2105,0.3206943327347579,-0.0800232,0.74698794,-0.10095902
2011-12-23 00:00:00+00,LONG,76,0.598938571676896,-0.45566198,0.33333334,-0.06251899
2011-12-23 00:00:00+00,LONG,101,0.22307314033287418,-0.07828295,0.57831323,-0.03304441
2011-12-23 00:00:00+00,LONG,2536,0.8947368421052632,-0.11929758,0.19277108,-0.042530213
