time,side,ticker_id,mv_up_composite_labels,joint_fall_flag_21_10_df042,skew_weighted_10_df037,ma_cloud_diff_8_50_df007,volume_spike_10_df057,ev_ebitda_sector_relative_df085
2018-06-04 00:00:00+00,LONG,2720,0.0,1.0,-0.16500744,-0.11690814,0.17006348,0.0096
2018-06-13 00:00:00+00,LONG,219,0.0,1.0,-0.02613785,-0.124079555,0.2772494,0.0353
2018-07-03 00:00:00+00,LONG,2568,0.3720165912990273,1.0,-0.3849683,-0.09309546,-0.0016393225,0.0
2018-07-05 00:00:00+00,LONG,2568,0.3304629070367894,1.0,-0.29144418,-0.09202875,0.46223602,0.0
2018-07-06 00:00:00+00,LONG,323,0.0,1.0,-0.35220635,-0.09584941,0.05627061,0.8802
2018-07-06 00:00:00+00,LONG,1803,0.0,1.0,-0.63741595,-0.08483496,-0.079871126,0.139
2018-07-09 00:00:00+00,LONG,995,0.0,1.0,-0.5485389,-0.090724505,0.074729666,0.2537
2018-07-09 00:00:00+00,LONG,1803,0.0,1.0,-0.44107193,-0.08441339,0.058612477,0.1385
2018-07-09 00:00:00+00,LONG,1927,0.0,1.0,-0.34603983,-0.11762576,0.06840647,0.4377
2018-07-10 00:00:00+00,LONG,19,0.0,1.0,-0.051996466,-0.12212525,0.52840114,0.2782
2018-07-10 00:00:00+00,LONG,2568,0.1825602176178632,1.0,0.13983528,-0.08195664,0.03013974,0.0
2018-07-10 00:00:00+00,LONG,1803,0.0,1.0,-0.19839641,-0.08046601,0.058706574,0.1374
2018-07-11 00:00:00+00,LONG,2550,0.0,1.0,-0.2140669,-0.10354977,0.31204346,0.5801
2018-07-11 00:00:00+00,LONG,3433,0.4875673284520341,1.0,-0.03041664,-0.09402437,0.5771316,0.3775
2018-08-08 00:00:00+00,LONG,3640,0.0,1.0,-0.52234,-0.10995968,0.0016719381,0.0
2018-08-15 00:00:00+00,LONG,374,1.0,1.0,-0.5172742,-0.08918354,-0.03601643,0.2319
2018-08-15 00:00:00+00,LONG,693,0.9032258064516129,1.0,-0.20160958,-0.08115487,0.22982742,0.0
2018-08-20 00:00:00+00,LONG,3703,0.0,1.0,-0.21759015,-0.0820555,0.043371353,-0.0395
2018-08-21 00:00:00+00,LONG,517,0.0,1.0,0.16399844,-0.11434284,0.37735215,-0.0168
2018-08-21 00:00:00+00,LONG,3161,0.0,1.0,0.077107765,-0.0909281,0.2137272,0.1992
2018-08-22 00:00:00+00,LONG,3161,0.0,1.0,-0.032508392,-0.084638774,0.2013024,0.1893
2018-08-23 00:00:00+00,LONG,374,0.8461538461538461,1.0,-0.44992507,-0.08979599,0.29076907,0.2271
2018-09-11 00:00:00+00,LONG,1381,0.0,1.0,-0.3643577,-0.08287381,0.42557612,0.8361
2018-09-18 00:00:00+00,LONG,3694,0.6032622885910472,1.0,-0.27339116,-0.08247714,0.20170057,0.0221
2018-09-19 00:00:00+00,LONG,3352,0.925,1.0,-0.005496086,-0.08108491,-0.044588286,0.347
2018-09-20 00:00:00+00,LONG,158,0.0,1.0,-0.24131711,-0.091574095,0.3579639,0.7614
2018-09-24 00:00:00+00,LONG,2765,0.0,1.0,0.10962657,-0.09521319,0.16509014,0.0245
2018-09-26 00:00:00+00,LONG,88,0.4847246032013285,1.0,-0.05327824,-0.08010819,0.113911636,0.2773
2018-10-10 00:00:00+00,LONG,1897,0.3290583871758032,1.0,-0.25623623,-0.08033943,0.43746614,0.0
2018-10-11 00:00:00+00,LONG,1897,0.3536841870257967,1.0,-0.22606757,-0.08336459,0.5319775,0.0
2018-10-15 00:00:00+00,LONG,4249,0.0,1.0,-0.06943658,-0.12586583,0.1095031,-0.0026
2018-10-17 00:00:00+00,LONG,4249,0.7198892099060645,1.0,-0.041364916,-0.112554535,0.64746654,-0.0031
2018-10-17 00:00:00+00,LONG,3822,0.2908601250407768,1.0,-0.20195995,-0.12659258,0.08262101,0.1648
2018-10-19 00:00:00+00,LONG,4107,0.0,1.0,-0.27643892,-0.11897975,0.1447026,0.1118
2018-10-19 00:00:00+00,LONG,730,0.88,1.0,-0.3954744,-0.106366165,0.5911482,0.6322
2018-10-22 00:00:00+00,LONG,4107,0.0,1.0,-0.38786975,-0.11448312,0.33051828,0.1078
2018-10-22 00:00:00+00,LONG,4249,0.6818181818181819,1.0,0.14819504,-0.08897506,-0.033736736,-0.0036
2018-10-22 00:00:00+00,LONG,730,0.86,1.0,-0.12472968,-0.10134977,0.35818836,0.6307
2018-10-22 00:00:00+00,LONG,3310,0.0,1.0,0.11365704,-0.12656516,0.2748002,0.4411
2018-10-24 00:00:00+00,LONG,4107,0.7948717948717949,1.0,-0.027826233,-0.103233546,0.45857948,0.1142
2018-10-24 00:00:00+00,LONG,4249,0.5909090909090908,1.0,0.06790597,-0.088621505,0.061195176,-0.0048
2018-10-24 00:00:00+00,LONG,844,0.0,1.0,-0.47423026,-0.08811932,0.3159461,0.2477
2018-10-24 00:00:00+00,LONG,1651,1.0,1.0,-0.3820031,-0.08025502,0.09040135,0.0795
2018-10-25 00:00:00+00,LONG,3049,0.0,1.0,-0.07467753,-0.08626059,-0.028702563,0.2303
2018-10-25 00:00:00+00,LONG,2042,0.9655172413793104,1.0,-0.3159041,-0.080927804,0.2821374,0.1683
2018-10-26 00:00:00+00,LONG,68,1.0,1.0,-0.41790646,-0.10598891,0.2599567,0.5141
2018-10-26 00:00:00+00,LONG,3049,0.0,1.0,0.08114068,-0.08555325,0.4471951,0.2225
2018-10-26 00:00:00+00,LONG,3271,0.0,1.0,-0.33107263,-0.09771903,0.36289084,0.1318
2018-10-26 00:00:00+00,LONG,1719,0.0,1.0,-0.0339097,-0.102128744,0.5390732,0.0902
2018-10-26 00:00:00+00,LONG,2042,0.0,1.0,-0.30473313,-0.08709218,0.64602745,0.1624
2018-10-29 00:00:00+00,LONG,4107,0.8574120665767742,1.0,-0.016383167,-0.0963036,0.63497525,0.1349
2018-10-29 00:00:00+00,LONG,2070,0.0,1.0,-0.36631438,-0.10906118,0.30676007,0.1285
2018-10-29 00:00:00+00,LONG,2072,0.0,1.0,-0.10305197,-0.080136016,0.28034437,0.0
2018-10-29 00:00:00+00,LONG,68,0.962962962962963,1.0,-0.25042492,-0.10985886,0.6030377,0.531
2018-10-29 00:00:00+00,LONG,192,1.0,1.0,-0.5554845,-0.10812073,0.0611177,0.2057
2018-10-29 00:00:00+00,LONG,516,0.8666666666666667,1.0,-0.391164,-0.090260245,-0.039864082,0.0
2018-10-29 00:00:00+00,LONG,714,0.0,1.0,-0.35538074,-0.087452196,0.35888398,0.149
2018-10-29 00:00:00+00,LONG,2923,1.0,1.0,-0.5537408,-0.08206131,-0.064274825,0.7784
2018-10-29 00:00:00+00,LONG,995,0.0,1.0,-0.36734524,-0.08649141,0.37829834,0.149
2018-10-29 00:00:00+00,LONG,3049,0.0,1.0,0.0251362,-0.08423369,0.32901797,0.2415
2018-10-29 00:00:00+00,LONG,3271,0.0,1.0,-0.31141478,-0.105131835,0.3997858,0.1418
2018-10-29 00:00:00+00,LONG,1383,0.962962962962963,1.0,-0.62969995,-0.10639532,-0.08511884,0.193
2018-10-30 00:00:00+00,LONG,4107,0.0,1.0,0.11553726,-0.08919715,0.11308309,0.1269
2018-10-30 00:00:00+00,LONG,2067,0.0,1.0,0.08072344,-0.1004788,0.4248333,0.1019
2018-10-30 00:00:00+00,LONG,2072,0.0,1.0,-0.13775116,-0.08013341,0.1957879,0.0
2018-10-30 00:00:00+00,LONG,68,0.0,1.0,-0.19370987,-0.10822046,0.38309833,0.5311
2018-10-30 00:00:00+00,LONG,273,0.0,1.0,-0.45945713,-0.080290824,0.11890418,-0.0015
2018-10-30 00:00:00+00,LONG,2430,0.0,1.0,0.16558547,-0.091475256,0.4812011,-1.0E-4
2018-10-30 00:00:00+00,LONG,412,1.0,1.0,-0.29126218,-0.1046674,0.3737422,0.0318
2018-10-30 00:00:00+00,LONG,516,0.0,1.0,-0.3298741,-0.09060281,0.5310479,0.0
2018-10-30 00:00:00+00,LONG,694,0.71436133819809,1.0,-0.032236297,-0.105100565,0.039672296,0.1242
2018-10-30 00:00:00+00,LONG,3046,0.0,1.0,0.0077132876,-0.11087291,-0.046207752,0.0
2018-10-30 00:00:00+00,LONG,3271,0.0,1.0,-0.23898084,-0.105867386,0.24319044,0.142
2018-10-30 00:00:00+00,LONG,1360,0.9642857142857143,1.0,-0.124175236,-0.11903558,0.25034255,0.1494
2018-10-30 00:00:00+00,LONG,4032,0.9473684210526316,1.0,-0.26605198,-0.09381982,0.46347252,0.6778
2018-10-30 00:00:00+00,LONG,2042,0.0,1.0,-0.122259215,-0.08861625,0.4847325,0.1789
2018-10-31 00:00:00+00,LONG,2067,0.0,1.0,-0.016773257,-0.09650124,0.21058439,0.0964
2018-10-31 00:00:00+00,LONG,2070,0.0,1.0,-0.38118872,-0.10978017,0.12547307,0.1208
2018-10-31 00:00:00+00,LONG,192,0.0,1.0,-0.51078343,-0.117255636,0.16562405,0.1949
2018-10-31 00:00:00+00,LONG,2425,0.0,1.0,-0.39833954,-0.09735436,0.39197177,0.0
2018-10-31 00:00:00+00,LONG,412,0.0,1.0,-0.10018366,-0.10113734,0.40196663,0.0313
2018-10-31 00:00:00+00,LONG,2482,0.0,1.0,-0.44669595,-0.08016234,0.5596429,0.1755
2018-10-31 00:00:00+00,LONG,714,0.0,1.0,-0.25909007,-0.093257144,0.70276016,0.1341
2018-10-31 00:00:00+00,LONG,2923,0.0,1.0,-0.40574604,-0.08851287,-0.07046984,0.7596
2018-10-31 00:00:00+00,LONG,975,0.8275862068965517,1.0,-0.101916105,-0.12294366,0.47020328,0.1734
2018-10-31 00:00:00+00,LONG,1383,0.0,1.0,-0.15858163,-0.10460186,0.5151855,0.1873
2018-11-01 00:00:00+00,LONG,2070,0.0,1.0,0.0407513,-0.10427114,0.34943473,0.114
2018-11-01 00:00:00+00,LONG,2425,0.0,1.0,-0.19132702,-0.09822165,0.66278994,0.0
2018-11-01 00:00:00+00,LONG,386,0.0,1.0,-0.29801553,-0.12519574,-0.01458627,0.1911
2018-11-01 00:00:00+00,LONG,2482,0.0,1.0,-0.28723046,-0.084643334,-0.04129243,0.1638
2018-11-01 00:00:00+00,LONG,759,0.0,1.0,0.08611028,-0.09176325,-0.038848784,0.0
2018-11-01 00:00:00+00,LONG,975,0.0,1.0,0.0076192818,-0.11882203,0.006941815,0.1597
2018-11-01 00:00:00+00,LONG,1816,0.0,1.0,-0.12052445,-0.11499268,0.077252954,0.155
2018-11-01 00:00:00+00,LONG,4032,0.8947368421052632,1.0,-0.032586362,-0.092395954,0.27764723,0.6468
2018-11-02 00:00:00+00,LONG,2070,0.0,1.0,-0.056051154,-0.10120725,0.26939788,0.1131
2018-11-02 00:00:00+00,LONG,2425,0.0,1.0,-0.008634731,-0.09435056,0.565666,0.0
2018-11-02 00:00:00+00,LONG,386,0.0,1.0,-0.31612092,-0.12297042,0.3766667,0.1825
2018-11-02 00:00:00+00,LONG,2482,0.0,1.0,-0.24477965,-0.08359884,-0.030846408,0.1647
2018-11-02 00:00:00+00,LONG,2541,0.0,1.0,-0.29636884,-0.12726136,0.050154805,0.0
2018-11-02 00:00:00+00,LONG,2923,0.0,1.0,-0.28852943,-0.09040075,0.12470328,0.7457
2018-11-02 00:00:00+00,LONG,1330,0.0,1.0,-0.25741512,-0.12559405,0.59743774,0.1386
2018-11-02 00:00:00+00,LONG,1383,0.0,1.0,0.108939946,-0.09333939,0.22068867,0.1783
2018-11-05 00:00:00+00,LONG,15,0.0,1.0,-0.07099101,-0.11317447,0.35357514,-0.0282
2018-11-05 00:00:00+00,LONG,2923,0.0,1.0,-0.13935743,-0.08494888,0.24265927,0.7339
2018-11-05 00:00:00+00,LONG,975,0.0,1.0,-0.016845865,-0.10375396,0.15756191,0.1624
2018-11-05 00:00:00+00,LONG,1330,0.0,1.0,-0.1767413,-0.11877993,0.034680277,0.1432
2018-11-06 00:00:00+00,LONG,15,0.0,1.0,0.053408694,-0.107707776,-0.018616077,-0.0281
2018-11-06 00:00:00+00,LONG,920,0.4634577507226451,1.0,-0.30040896,-0.1080206,-0.031516712,0.5171
2018-11-07 00:00:00+00,LONG,920,0.4371040062800787,1.0,0.060594898,-0.10419801,0.23240066,0.5073
2018-11-14 00:00:00+00,LONG,2541,0.0,1.0,-0.10652812,-0.08675179,-0.020025205,0.0
2018-11-20 00:00:00+00,LONG,684,0.0,1.0,-0.22391567,-0.082884185,0.63828856,0.2149
2018-11-20 00:00:00+00,LONG,4062,0.0,1.0,0.03216327,-0.11290826,0.43263528,0.5291
2018-11-28 00:00:00+00,LONG,219,0.9807692307692307,1.0,-0.17662212,-0.122238316,0.49214432,-0.0757
2018-11-29 00:00:00+00,LONG,219,0.0,1.0,0.08650078,-0.117261246,0.22928922,-0.0756
2018-12-04 00:00:00+00,LONG,1888,0.6829268292682926,1.0,2.7800215E-4,-0.11215351,0.60748416,0.4455
2018-12-06 00:00:00+00,LONG,1807,0.37362385878173665,1.0,-0.09824172,-0.12833202,0.03532835,0.1528
2018-12-06 00:00:00+00,LONG,1888,0.0,1.0,0.0813497,-0.10882001,0.040718578,0.4511
2018-12-07 00:00:00+00,LONG,1807,0.0,1.0,-0.07216718,-0.12102772,0.035443425,0.1542
2018-12-11 00:00:00+00,LONG,1807,0.32962399657005137,1.0,0.10900331,-0.1135953,0.368118,0.1553
2018-12-11 00:00:00+00,LONG,1888,0.0,1.0,0.15243754,-0.0861441,0.29026195,0.4654
2018-12-21 00:00:00+00,LONG,121,0.8,1.0,-0.058880534,-0.11287237,0.5167119,-2.0E-4
2018-12-21 00:00:00+00,LONG,3648,0.49587063440297935,1.0,-0.022321256,-0.123869106,0.3555287,-0.0188
2018-12-26 00:00:00+00,LONG,2090,0.7263580411695647,1.0,-0.30680984,-0.08607532,0.33701015,0.0
2018-12-26 00:00:00+00,LONG,131,0.29711279860450285,1.0,-0.20225084,-0.09545176,0.04173115,-2.0E-4
2018-12-26 00:00:00+00,LONG,2340,0.21603416355358704,1.0,-0.2934968,-0.10162532,0.09857297,0.5099
2018-12-26 00:00:00+00,LONG,413,0.96,1.0,-0.11466897,-0.10459014,0.28433087,-1.0E-4
2018-12-26 00:00:00+00,LONG,2508,0.0,1.0,-0.44800693,-0.11151387,0.3166236,0.6021
2018-12-26 00:00:00+00,LONG,2536,0.7127154584792352,1.0,-0.1689213,-0.10390273,0.23457715,0.0
2018-12-26 00:00:00+00,LONG,535,0.7936476679409882,1.0,-0.19463304,-0.12051094,0.029830419,0.1141
2018-12-26 00:00:00+00,LONG,638,0.48836467304491216,1.0,0.03684523,-0.11107309,0.178897,2.0E-4
2018-12-26 00:00:00+00,LONG,881,0.7808351940867557,1.0,-0.4200178,-0.12659276,0.40668678,0.0
2018-12-26 00:00:00+00,LONG,3046,0.7995763269049352,1.0,-0.38796228,-0.095114686,0.0389193,0.0
2018-12-26 00:00:00+00,LONG,3098,1.0,1.0,-0.12603228,-0.11406828,0.11607414,0.0
2018-12-26 00:00:00+00,LONG,3130,0.9666666666666667,1.0,-0.12926604,-0.10561728,-0.041506257,0.1058
2018-12-26 00:00:00+00,LONG,1260,1.0,1.0,-0.34808657,-0.12592457,0.69257486,0.1916
2018-12-26 00:00:00+00,LONG,3359,0.692249550098538,1.0,-0.08650357,-0.10100332,0.036078945,0.0
2018-12-26 00:00:00+00,LONG,1447,1.0,1.0,-0.21310331,-0.11400758,0.30039018,0.0
2018-12-26 00:00:00+00,LONG,3607,0.319502673745996,1.0,-0.008892854,-0.114437446,0.18901171,0.0
2018-12-26 00:00:00+00,LONG,3610,0.6699574598841452,1.0,-0.20856155,-0.11015718,0.50139743,0.4193
2018-12-26 00:00:00+00,LONG,3704,0.760546737860431,1.0,-0.48459965,-0.09728017,0.17813654,0.0
2018-12-26 00:00:00+00,LONG,3918,0.7009707048402442,1.0,0.06780101,-0.11030268,-0.03265418,0.0701
2018-12-27 00:00:00+00,LONG,131,0.271579630999114,1.0,-0.16016647,-0.095787585,0.24775428,-2.0E-4
2018-12-27 00:00:00+00,LONG,413,0.92,1.0,-0.021919554,-0.10272555,0.050274722,0.0
2018-12-27 00:00:00+00,LONG,2536,0.9333333333333333,1.0,-0.14017186,-0.10227,-0.021798192,0.0
2018-12-27 00:00:00+00,LONG,2553,0.9830508474576272,1.0,-0.5354341,-0.114286795,-0.065152004,0.0
2018-12-27 00:00:00+00,LONG,2725,0.0,1.0,-0.027251646,-0.113532305,-0.042975716,0.9804
2018-12-27 00:00:00+00,LONG,739,0.9833333333333333,1.0,0.056361575,-0.10337454,0.6733169,0.7393
2018-12-27 00:00:00+00,LONG,835,0.5126629048544683,1.0,-0.50472796,-0.09237127,-0.011918385,0.0
2018-12-27 00:00:00+00,LONG,903,0.9655172413793104,1.0,-0.45292014,-0.11060114,0.26919776,0.1277
2018-12-27 00:00:00+00,LONG,3098,0.9833333333333333,1.0,-0.11268344,-0.112272814,0.19215925,0.0
2018-12-27 00:00:00+00,LONG,1220,0.0,1.0,-0.29656744,-0.09062927,0.06561385,0.3659
2018-12-27 00:00:00+00,LONG,3286,0.7418884588997038,1.0,-0.33965445,-0.08113587,0.18644594,0.5235
2018-12-27 00:00:00+00,LONG,3487,0.6222702985856862,1.0,-0.4589951,-0.10326382,0.6819322,-0.0031
2018-12-27 00:00:00+00,LONG,1447,0.2942899546602192,1.0,-0.2828675,-0.11252473,0.3411838,0.0
2018-12-27 00:00:00+00,LONG,3501,0.7389373166562038,1.0,-0.15716143,-0.08193964,0.49194685,0.1304
2018-12-27 00:00:00+00,LONG,3610,0.80107803474477,1.0,-0.19995835,-0.108638115,-0.026028298,0.4216
2018-12-27 00:00:00+00,LONG,3704,0.6758578653219398,1.0,-0.50318944,-0.10281437,0.43251693,0.0
2018-12-27 00:00:00+00,LONG,1869,0.8947368421052632,1.0,-0.041264087,-0.10397127,0.3726797,0.6285
2018-12-28 00:00:00+00,LONG,13,0.4511239787076392,1.0,-0.06453698,-0.112393335,0.19315779,0.0
2018-12-28 00:00:00+00,LONG,2064,0.9318181818181819,1.0,-0.14773668,-0.110992,-0.08394074,0.1852
2018-12-28 00:00:00+00,LONG,2090,0.6892545990530295,1.0,-0.28335083,-0.08885712,0.041292302,0.0
2018-12-28 00:00:00+00,LONG,2430,0.9661016949152542,1.0,-0.38563582,-0.102385566,0.062492393,-4.0E-4
2018-12-28 00:00:00+00,LONG,401,0.8020421748340191,1.0,-0.08816182,-0.088180095,0.15404756,0.1401
2018-12-28 00:00:00+00,LONG,413,0.95,1.0,0.015877953,-0.10031196,0.21328616,0.0
2018-12-28 00:00:00+00,LONG,457,0.454852006462873,1.0,-0.35534912,-0.10909069,-0.021987235,-7.0E-4
2018-12-28 00:00:00+00,LONG,2568,0.09042202254642524,1.0,-0.50761265,-0.12472895,0.16297029,0.0
2018-12-28 00:00:00+00,LONG,535,0.7435128303020506,1.0,-0.060783647,-0.11344207,0.29811892,0.1151
2018-12-28 00:00:00+00,LONG,555,0.8784110700532539,1.0,-0.37934238,-0.10261318,0.1800728,0.0
2018-12-28 00:00:00+00,LONG,2725,0.0,1.0,-0.09679906,-0.10872352,0.042458832,0.9716
2018-12-28 00:00:00+00,LONG,739,0.9666666666666667,1.0,0.10195783,-0.09481523,0.47867587,0.7424
2018-12-28 00:00:00+00,LONG,862,0.0,1.0,-0.46907234,-0.10182003,-0.0450233,0.1373
2018-12-28 00:00:00+00,LONG,2932,0.28029223805714376,1.0,-0.21948251,-0.12730315,0.26934543,0.2674
2018-12-28 00:00:00+00,LONG,2972,0.9130434782608696,1.0,0.062332965,-0.08974745,0.24570039,-2.0E-4
2018-12-28 00:00:00+00,LONG,1176,0.0,1.0,-0.1413937,-0.10857898,0.46489474,0.068
2018-12-28 00:00:00+00,LONG,3373,0.9090909090909091,1.0,-0.40367442,-0.098884985,0.7053642,0.9154
2018-12-28 00:00:00+00,LONG,3487,0.5559941559127167,1.0,-0.44348794,-0.104343854,0.14004448,-0.003
2018-12-28 00:00:00+00,LONG,3610,0.5632337287810901,1.0,-0.14144804,-0.10338571,0.06572206,0.4179
2018-12-28 00:00:00+00,LONG,3704,0.6620803543762633,1.0,-0.44886544,-0.10699411,-0.026517333,0.0
2018-12-28 00:00:00+00,LONG,3794,0.9,1.0,-0.4074673,-0.1180988,0.11886058,0.8399
2018-12-28 00:00:00+00,LONG,3808,0.0,1.0,-0.36077896,-0.12052315,0.40421,0.0
2018-12-28 00:00:00+00,LONG,1819,0.9591836734693877,1.0,-0.3270793,-0.086884,0.16846588,0.2151
2018-12-28 00:00:00+00,LONG,1851,0.6599111263409444,1.0,-0.29077387,-0.0916784,0.16199301,0.0386
2018-12-31 00:00:00+00,LONG,4231,0.28813226638428646,1.0,-0.03499989,-0.11603116,0.11926768,0.4663
2018-12-31 00:00:00+00,LONG,2327,0.5081904763283377,1.0,-0.38116416,-0.093602724,-0.048415735,0.1135
2018-12-31 00:00:00+00,LONG,2430,0.9491525423728814,1.0,-0.22204642,-0.10316264,0.32553303,-5.0E-4
2018-12-31 00:00:00+00,LONG,457,0.45256860820450706,1.0,-0.3157421,-0.107443385,0.091276094,-0.001
2018-12-31 00:00:00+00,LONG,2770,0.896551724137931,1.0,-0.1669516,-0.09118377,0.17051716,0.7101
2018-12-31 00:00:00+00,LONG,759,0.9491525423728814,1.0,-0.26110432,-0.098372385,0.07551018,0.0
2018-12-31 00:00:00+00,LONG,2896,0.0,1.0,-0.25871423,-0.112308085,0.0070818868,0.3786
2018-12-31 00:00:00+00,LONG,3130,0.8666666666666667,1.0,-0.014813122,-0.09623068,0.01430115,0.1003
2018-12-31 00:00:00+00,LONG,1360,0.92,1.0,-0.2111564,-0.11973045,0.24686275,0.2142
2018-12-31 00:00:00+00,LONG,3487,0.5391104280469301,1.0,-0.4446231,-0.10540759,0.10521725,-0.0039
2018-12-31 00:00:00+00,LONG,3573,0.3757446339323499,1.0,0.03420167,-0.08271892,0.16970457,0.219
2018-12-31 00:00:00+00,LONG,1631,0.3010240264149865,1.0,-0.2842313,-0.081189044,-0.08112823,-0.0565
2018-12-31 00:00:00+00,LONG,1699,0.16861688734151814,1.0,-0.1553113,-0.08586933,0.13752253,-0.0705
2018-12-31 00:00:00+00,LONG,3808,0.0,1.0,-0.15132059,-0.113502584,-0.03914286,0.0
2018-12-31 00:00:00+00,LONG,3825,0.896551724137931,1.0,-0.18468073,-0.10076546,-0.060084805,0.4892
2018-12-31 00:00:00+00,LONG,3918,0.6471695537079057,1.0,-0.110922314,-0.100756265,-0.04904884,0.0666
2019-01-02 00:00:00+00,LONG,2064,0.8863636363636364,1.0,-0.022485837,-0.10381172,-0.03427381,0.1691
2019-01-02 00:00:00+00,LONG,4187,0.20414173480364006,1.0,-0.27807832,-0.11095846,0.08168133,0.3904
2019-01-02 00:00:00+00,LONG,4222,0.0,1.0,-0.048957214,-0.1095216,-0.03803534,0.083
2019-01-02 00:00:00+00,LONG,4231,0.86,1.0,-0.0022493065,-0.109162144,0.023172157,0.083
2019-01-02 00:00:00+00,LONG,2508,0.0,1.0,-0.12602809,-0.11903208,-0.05186529,0.5424
2019-01-02 00:00:00+00,LONG,2553,0.9322033898305084,1.0,-0.057424527,-0.11062332,0.05279885,0.0
2019-01-02 00:00:00+00,LONG,2770,0.0,1.0,0.011251717,-0.08464627,0.3615886,0.7706
2019-01-02 00:00:00+00,LONG,759,0.9322033898305084,1.0,-0.17473036,-0.09418622,0.1443221,0.0
2019-01-02 00:00:00+00,LONG,2896,0.0,1.0,-0.14311005,-0.110159434,-0.054763824,0.4056
2019-01-02 00:00:00+00,LONG,1360,0.9,1.0,-0.10934805,-0.120288596,0.6849447,0.2
2019-01-02 00:00:00+00,LONG,3519,0.9310344827586207,1.0,0.14667594,-0.1171921,0.35540426,0.0
2019-01-02 00:00:00+00,LONG,3704,0.4051563853062467,1.0,-0.09116335,-0.103250876,-0.0055701025,-1.0E-4
2019-01-02 00:00:00+00,LONG,3918,0.4676630159106264,1.0,0.027616782,-0.093498364,0.10200057,0.0645
2019-01-02 00:00:00+00,LONG,1967,0.21580527111665201,1.0,-0.32849392,-0.104122266,0.028359212,-0.0026
2019-01-03 00:00:00+00,LONG,2067,0.45731837837358036,1.0,-0.2578098,-0.0871142,0.12348165,0.0927
2019-01-03 00:00:00+00,LONG,50,0.6729010071126358,1.0,-0.1411676,-0.12471264,0.046221897,0.2911
2019-01-03 00:00:00+00,LONG,69,0.17311811452081363,1.0,-0.3862845,-0.1032665,-0.070740804,0.9625
2019-01-03 00:00:00+00,LONG,4215,0.26391683120658427,1.0,0.15911293,-0.10031858,0.045919437,0.115
2019-01-03 00:00:00+00,LONG,4222,0.0,1.0,-0.07807633,-0.101547815,0.6035334,0.0816
2019-01-03 00:00:00+00,LONG,4231,0.84,1.0,-0.02209855,-0.1001863,0.08947004,0.0816
2019-01-03 00:00:00+00,LONG,237,0.8913043478260869,1.0,-0.33120868,-0.086584315,0.2030445,0.0
2019-01-03 00:00:00+00,LONG,2327,0.9038461538461539,1.0,-0.37053335,-0.09290412,0.23712295,0.11
2019-01-03 00:00:00+00,LONG,2508,0.0,1.0,-0.268494,-0.117793694,0.10804541,0.5411
2019-01-03 00:00:00+00,LONG,2553,0.3085705419836259,1.0,-0.0012129644,-0.1063255,0.12603135,0.0
2019-01-03 00:00:00+00,LONG,2731,0.2602413975890916,1.0,-0.37188873,-0.10760482,0.16897263,0.2385
2019-01-03 00:00:00+00,LONG,2764,0.15731751130116858,1.0,-0.36984664,-0.11709425,0.5888296,-0.0296
2019-01-03 00:00:00+00,LONG,2770,0.8275862068965517,1.0,-0.19376221,-0.083277024,0.031085191,0.7801
2019-01-03 00:00:00+00,LONG,761,0.8260869565217391,1.0,-0.09023757,-0.12233163,-0.034496743,-1.0E-4
2019-01-03 00:00:00+00,LONG,835,0.45810174425363553,1.0,-0.26757503,-0.09641426,0.03013185,0.0
2019-01-03 00:00:00+00,LONG,2896,0.0,1.0,-0.13108234,-0.106152564,-0.05844331,0.4002
2019-01-03 00:00:00+00,LONG,881,0.5691639964027622,1.0,0.010474769,-0.114100695,0.0018267853,0.0
2019-01-03 00:00:00+00,LONG,2983,0.9090909090909091,1.0,-0.25734803,-0.09220383,0.070772715,0.0
2019-01-03 00:00:00+00,LONG,988,0.9166666666666666,1.0,-0.3106216,-0.08673471,-0.07379418,0.6465
2019-01-03 00:00:00+00,LONG,3046,0.5258576852086404,1.0,0.10621695,-0.08500463,0.10171856,0.0
2019-01-03 00:00:00+00,LONG,3124,1.0,1.0,-0.17951274,-0.09675893,-0.015703065,0.0
2019-01-03 00:00:00+00,LONG,3271,0.9545454545454546,1.0,-0.27147737,-0.09246213,0.06535056,0.38
2019-01-03 00:00:00+00,LONG,3556,0.0,1.0,-0.39440614,-0.103343695,0.48285013,1.0213
2019-01-03 00:00:00+00,LONG,3610,0.49077730389435537,1.0,-0.08683138,-0.08327818,0.12630716,0.4375
2019-01-03 00:00:00+00,LONG,1699,0.11170957121500971,1.0,-0.12172841,-0.08602396,0.44573614,-0.0589
2019-01-03 00:00:00+00,LONG,1819,0.8979591836734694,1.0,-0.22269164,-0.082052134,0.2070786,0.1997
2019-01-03 00:00:00+00,LONG,4013,0.40621417491753115,1.0,-0.55561566,-0.09420985,0.17166258,0.0752
2019-01-03 00:00:00+00,LONG,2006,0.350825177159063,1.0,-0.39212838,-0.109399684,0.6429176,-0.0344
2019-01-04 00:00:00+00,LONG,5,0.12464598724415829,1.0,-0.005000364,-0.09156893,0.15382057,0.2896
2019-01-04 00:00:00+00,LONG,2067,0.21952005481300124,1.0,0.006816562,-0.079759456,0.51348823,0.0875
2019-01-04 00:00:00+00,LONG,2088,0.5962085837183667,1.0,-0.04533286,-0.09824374,0.21493801,0.8632
