time,side,ticker_id,mv_up_composite_labels,joint_fall_flag_21_10_df042,skew_weighted_10_df037,ma_cloud_diff_8_50_df007,volume_spike_10_df057,ev_ebitda_sector_relative_df085
2010-05-27 00:00:00+00,LONG,2567,0.0,1.0,0.16024177,-0.10565817,0.15703599,0.1816
2010-05-27 00:00:00+00,LONG,2613,0.0,1.0,-0.21552813,-0.10264848,0.42677996,0.0
2010-05-27 00:00:00+00,LONG,617,0.9166666666666666,1.0,-0.18229848,-0.10854265,0.5195335,0.4618
2010-05-27 00:00:00+00,LONG,870,0.0,1.0,-0.07655793,-0.10270768,-0.05110963,0.4363
2010-05-27 00:00:00+00,LONG,984,0.0,1.0,0.08290888,-0.11905526,0.09561734,0.6435
2010-05-27 00:00:00+00,LONG,3513,0.4928855844443043,1.0,-0.44607458,-0.09935052,0.07150361,0.8165
2010-05-27 00:00:00+00,LONG,3556,0.0,1.0,-0.16267575,-0.08113972,0.59528846,1.0216
2010-05-27 00:00:00+00,LONG,3613,0.4160960280031781,1.0,-0.12829582,-0.09093228,0.4500199,0.5593
2010-05-27 00:00:00+00,LONG,3905,0.0,1.0,0.006981533,-0.081818484,0.12899674,1.0E-4
2010-05-28 00:00:00+00,LONG,93,0.0,1.0,-0.101901464,-0.11803786,0.0075946916,2.0E-4
2010-05-28 00:00:00+00,LONG,2213,0.0,1.0,0.071183294,-0.10515581,-0.06948295,0.1003
2010-05-28 00:00:00+00,LONG,2567,0.0,1.0,0.0890843,-0.10354866,0.024146691,0.1776
2010-05-28 00:00:00+00,LONG,870,0.0,1.0,-0.021988839,-0.09976921,0.522705,0.4382
2010-05-28 00:00:00+00,LONG,3513,0.0,1.0,-0.33825022,-0.100429244,0.11553421,0.8274
2010-05-28 00:00:00+00,LONG,1474,0.7184950831152624,1.0,-0.21157521,-0.08866493,0.054757394,0.3473
2010-05-28 00:00:00+00,LONG,3613,0.0,1.0,-0.053250674,-0.08941115,0.0055001243,0.5575
2010-05-28 00:00:00+00,LONG,3804,0.7583730501391608,1.0,-0.31504896,-0.083855495,-0.009556824,0.7412
2010-05-28 00:00:00+00,LONG,3815,0.0,1.0,-0.007759713,-0.10749752,0.51936686,0.6171
2010-06-01 00:00:00+00,LONG,4112,0.8333333333333334,1.0,-0.108932294,-0.083191134,0.11664554,0.0602
2010-06-01 00:00:00+00,LONG,93,0.0,1.0,-0.2265724,-0.11882234,0.159574,2.0E-4
2010-06-01 00:00:00+00,LONG,433,0.8333333333333334,1.0,-0.13115117,-0.091063686,0.49288422,0.0
2010-06-01 00:00:00+00,LONG,2567,0.0,1.0,-0.18921691,-0.10499512,0.053992856,0.1856
2010-06-01 00:00:00+00,LONG,2613,0.0,1.0,-0.28748327,-0.10569834,0.23869358,0.0
2010-06-01 00:00:00+00,LONG,1195,0.24138789771732888,1.0,-0.12611288,-0.11902152,0.22412093,2.0E-4
2010-06-01 00:00:00+00,LONG,1250,0.0,1.0,-0.4545384,-0.10660949,-0.018065948,0.9769
2010-06-01 00:00:00+00,LONG,3513,0.4304341510061876,1.0,-0.28773558,-0.10214137,0.4091721,0.8628
2010-06-01 00:00:00+00,LONG,3613,0.0,1.0,0.028506028,-0.087611295,0.19185725,0.5539
2010-06-01 00:00:00+00,LONG,3804,0.7077153399047356,1.0,-0.28898627,-0.08417222,0.28339222,0.7383
2010-06-02 00:00:00+00,LONG,69,0.8148148148148149,1.0,-0.28372416,-0.082734466,-0.064989924,0.8083
2010-06-02 00:00:00+00,LONG,93,0.0,1.0,-0.017404405,-0.1093841,-0.035155937,2.0E-4
2010-06-02 00:00:00+00,LONG,1244,1.0,1.0,-0.14335197,-0.08103068,0.30817735,2.0E-4
2010-06-02 00:00:00+00,LONG,3513,0.0,1.0,0.015357964,-0.0972389,0.12705348,0.9001
2010-06-02 00:00:00+00,LONG,2041,0.0,1.0,0.021824121,-0.122131094,0.09153519,0.0
2010-06-03 00:00:00+00,LONG,1195,0.25129051333094105,1.0,0.10701129,-0.1021301,-0.055493396,2.0E-4
2010-06-04 00:00:00+00,LONG,309,0.0,1.0,0.005181005,-0.12476452,0.11019128,0.7752
2010-06-04 00:00:00+00,LONG,487,0.7083333333333334,1.0,0.09837963,-0.119808346,0.0037006836,0.1682
2010-06-04 00:00:00+00,LONG,796,1.0,1.0,-0.3604334,-0.12708114,0.2174104,2.0E-4
2010-06-04 00:00:00+00,LONG,874,0.0,1.0,0.1212087,-0.12692808,-0.061753634,0.5486
2010-06-08 00:00:00+00,LONG,4123,0.0,1.0,0.05913415,-0.12007524,0.16793856,0.3964
2010-06-08 00:00:00+00,LONG,93,0.0,1.0,0.15540367,-0.096899725,-0.024018839,2.0E-4
2010-06-08 00:00:00+00,LONG,309,0.0,1.0,-0.00735622,-0.11758899,0.08388573,0.7916
2010-06-08 00:00:00+00,LONG,386,1.0,1.0,-0.34471095,-0.09356926,0.61234915,0.7736
2010-06-08 00:00:00+00,LONG,1081,1.0,1.0,-0.17835814,-0.10578348,0.2863367,1.0E-4
2010-06-08 00:00:00+00,LONG,1195,0.36859952054450973,1.0,0.13607547,-0.08947271,0.3542248,2.0E-4
2010-06-08 00:00:00+00,LONG,1447,0.0,1.0,0.04522575,-0.08032264,0.22645484,0.0
2010-06-09 00:00:00+00,LONG,386,0.9803921568627451,1.0,-0.26005632,-0.10157366,0.42909688,0.6992
2010-06-09 00:00:00+00,LONG,1081,0.9818181818181818,1.0,-0.21273841,-0.11202838,0.07667381,1.0E-4
2010-06-09 00:00:00+00,LONG,3293,0.8117371994924988,1.0,-0.21602128,-0.08403101,0.017815331,0.0072
2010-06-09 00:00:00+00,LONG,3815,0.6952640620501266,1.0,-0.029185193,-0.09973251,0.40023667,0.5708
2010-06-10 00:00:00+00,LONG,4123,0.0,1.0,0.1323874,-0.118694305,-0.039789237,0.3951
2010-06-10 00:00:00+00,LONG,386,0.0,1.0,4.406324E-4,-0.10341748,-0.047208697,0.6885
2010-06-10 00:00:00+00,LONG,2720,1.0,1.0,0.14527313,-0.08418313,0.530501,0.143
2010-06-10 00:00:00+00,LONG,1081,0.7807307114933971,1.0,0.1329618,-0.108900905,0.64196444,1.0E-4
2010-06-11 00:00:00+00,LONG,3744,0.4642857142857143,1.0,0.12153417,-0.080234736,0.36170104,0.3501
2010-06-14 00:00:00+00,LONG,796,0.4708293252802616,1.0,-0.111804135,-0.12466962,0.08528164,2.0E-4
2010-06-14 00:00:00+00,LONG,1184,0.0,1.0,0.0804755,-0.12699905,0.38871476,0.3052
2010-06-14 00:00:00+00,LONG,3293,0.565184907441575,1.0,-0.02326258,-0.08203245,0.38455933,0.0072
2010-06-15 00:00:00+00,LONG,2720,0.9375,1.0,0.13947952,-0.08025256,0.24354276,0.146
2010-06-24 00:00:00+00,LONG,1463,0.7777777777777778,1.0,0.05206825,-0.08275475,-0.025953986,0.0102
2010-06-29 00:00:00+00,LONG,2550,0.7222222222222222,1.0,-0.5661806,-0.08996682,0.52198434,0.975
2010-06-29 00:00:00+00,LONG,1463,0.7222222222222222,1.0,-0.6430501,-0.0910426,0.11295807,0.0101
2010-06-30 00:00:00+00,LONG,1463,0.7037037037037037,1.0,-0.63714945,-0.09782995,0.35484263,0.0101
2010-07-01 00:00:00+00,LONG,1139,1.0,1.0,-0.60100865,-0.080618,0.11675779,0.0057
2010-07-01 00:00:00+00,LONG,3466,0.0,1.0,-0.6741143,-0.07987235,0.45832494,0.0684
2010-07-01 00:00:00+00,LONG,1463,0.6851851851851852,1.0,-0.41992465,-0.10326355,0.4122699,0.0099
2010-07-02 00:00:00+00,LONG,1463,0.9642857142857143,1.0,-0.51069015,-0.104607895,0.42999387,0.0098
2010-07-06 00:00:00+00,LONG,1139,0.9459459459459459,1.0,-0.6125039,-0.08836519,0.45821184,0.0057
2010-07-06 00:00:00+00,LONG,3271,0.9310344827586207,1.0,-0.6110944,-0.08840036,0.15432456,0.0108
2010-07-06 00:00:00+00,LONG,3466,0.0,1.0,-0.53296566,-0.08318192,0.065728955,0.0683
2010-07-07 00:00:00+00,LONG,2986,0.9210526315789473,1.0,-0.16426067,-0.0928828,0.004001368,0.0078
2010-07-07 00:00:00+00,LONG,1748,0.21592959819710644,1.0,-0.37714192,-0.10059367,0.68024516,0.8238
2010-07-08 00:00:00+00,LONG,2986,0.8947368421052632,1.0,-0.12819394,-0.09141263,0.5117699,0.0078
2010-07-08 00:00:00+00,LONG,995,0.0,1.0,-0.3022847,-0.12349676,0.20022032,0.4185
2010-07-08 00:00:00+00,LONG,1185,0.3540540550711244,1.0,-0.21476859,-0.1157059,-0.04800087,0.6669
2010-07-08 00:00:00+00,LONG,1368,0.9090909090909091,1.0,-0.29295036,-0.11281342,0.047581293,0.4323
2010-07-08 00:00:00+00,LONG,1748,0.18631018251139614,1.0,-0.3375018,-0.0994143,0.3522007,0.8177
2010-07-09 00:00:00+00,LONG,394,0.2530226818725887,1.0,-0.08361888,-0.123720884,-2.5405703E-4,-0.0267
2010-07-09 00:00:00+00,LONG,2830,0.896551724137931,1.0,-0.471909,-0.0991644,0.22511813,0.9478
2010-07-09 00:00:00+00,LONG,2986,0.868421052631579,1.0,0.102520026,-0.08930586,0.060252093,0.0077
2010-07-09 00:00:00+00,LONG,995,0.0,1.0,-0.13359658,-0.120853074,0.20439948,0.4194
2010-07-09 00:00:00+00,LONG,1300,0.0,1.0,-0.13285543,-0.08107096,0.052517354,0.0592
2010-07-09 00:00:00+00,LONG,1368,0.8787878787878788,1.0,-0.14223737,-0.11377994,-0.012728469,0.4275
2010-07-12 00:00:00+00,LONG,995,0.0,1.0,-0.20046176,-0.111559875,0.1576413,0.3895
2010-07-13 00:00:00+00,LONG,76,0.0,1.0,0.055184647,-0.12587228,0.028845413,0.7493
2010-07-13 00:00:00+00,LONG,2681,0.5092716781250016,1.0,-0.3437562,-0.08720283,0.03809437,0.0075
2010-07-13 00:00:00+00,LONG,714,0.0,1.0,0.11556925,-0.10888199,0.05153639,0.3894
2010-07-13 00:00:00+00,LONG,2830,0.8275862068965517,1.0,-0.008114163,-0.0865405,0.3983248,0.9574
2010-07-13 00:00:00+00,LONG,3359,0.0,1.0,-0.18189657,-0.11494997,0.122237444,2.0E-4
2010-07-13 00:00:00+00,LONG,1368,0.8181818181818181,1.0,0.016116124,-0.10088225,0.69160235,0.3999
2010-07-13 00:00:00+00,LONG,1410,0.5150952612801034,1.0,0.15413941,-0.08748503,0.6619158,0.0068
2010-07-13 00:00:00+00,LONG,1960,0.7941176470588236,1.0,0.13461223,-0.09064487,0.5995317,0.2391
2010-07-15 00:00:00+00,LONG,1064,0.8064516129032258,1.0,-0.030511778,-0.08849973,0.27634504,0.8167
2010-07-19 00:00:00+00,LONG,2142,1.0,1.0,-0.08947572,-0.08751282,-0.08124293,0.7974
2010-07-20 00:00:00+00,LONG,2142,0.967741935483871,1.0,0.058858033,-0.08307867,0.047402907,0.7921
2010-07-21 00:00:00+00,LONG,3182,0.0,1.0,0.09893079,-0.11045097,0.47992998,0.8864
2010-07-23 00:00:00+00,LONG,3782,0.8695652173913043,1.0,0.12706134,-0.081321985,0.16047716,0.5631
2010-08-16 00:00:00+00,LONG,2534,0.9459459459459459,1.0,-0.25657806,-0.104260035,-0.07931637,0.5481
2010-08-17 00:00:00+00,LONG,2534,0.6033540262505354,1.0,-0.09990777,-0.1036221,-0.014109789,0.5432
2010-08-17 00:00:00+00,LONG,1114,1.0,1.0,-0.47227436,-0.11634765,0.5955679,0.8384
2010-08-19 00:00:00+00,LONG,2534,0.5038460848693467,1.0,-0.10872434,-0.10420062,0.23906833,0.56
2010-08-26 00:00:00+00,LONG,1719,0.8224889000935817,1.0,-0.17637707,-0.099897884,0.16198307,1.0046
2010-08-27 00:00:00+00,LONG,3519,0.0,1.0,-0.44853726,-0.114736505,-0.07246341,0.0
2010-08-27 00:00:00+00,LONG,3699,1.0,1.0,-0.14484093,-0.07982651,0.44846705,0.1899
2010-08-27 00:00:00+00,LONG,1745,0.9487179487179487,1.0,-0.2717733,-0.08355805,0.39953566,2.0E-4
2010-08-27 00:00:00+00,LONG,1780,1.0,1.0,-0.086460106,-0.10536134,0.6065893,3.0E-4
2010-08-27 00:00:00+00,LONG,1832,1.0,1.0,-0.57960343,-0.11365148,0.26149356,0.5533
2010-08-30 00:00:00+00,LONG,4097,0.875,1.0,-0.61689633,-0.09589797,0.54368615,1.0E-4
2010-08-30 00:00:00+00,LONG,675,0.896551724137931,1.0,-0.18238054,-0.10482303,0.17843057,0.0077
2010-08-30 00:00:00+00,LONG,3699,0.9767441860465116,1.0,-0.09173935,-0.081972204,0.020691102,0.194
2010-08-30 00:00:00+00,LONG,1780,0.9833333333333333,1.0,-0.12075878,-0.109960884,-0.07393663,3.0E-4
2010-08-30 00:00:00+00,LONG,1832,0.6853667757290711,1.0,-0.41620988,-0.117803276,0.28441262,0.5686
2010-08-31 00:00:00+00,LONG,2095,0.906763817261435,1.0,-0.30867127,-0.08328396,0.10616464,0.6432
2010-08-31 00:00:00+00,LONG,85,1.0,1.0,-0.6594735,-0.08247692,0.07631756,-8.0E-4
2010-08-31 00:00:00+00,LONG,675,0.8620689655172413,1.0,-0.40438256,-0.1076087,-0.060528792,0.0077
2010-08-31 00:00:00+00,LONG,2930,1.0,1.0,-0.44911495,-0.11113998,-0.07464442,0.0193
2010-08-31 00:00:00+00,LONG,1719,0.9310344827586207,1.0,-0.44783923,-0.11647701,0.14911765,0.9938
2010-08-31 00:00:00+00,LONG,1745,0.8974358974358975,1.0,-0.23035187,-0.08622327,-0.016506467,2.0E-4
2010-08-31 00:00:00+00,LONG,1780,0.9666666666666667,1.0,-0.1375327,-0.10734037,0.6401065,3.0E-4
2010-08-31 00:00:00+00,LONG,1832,0.9642857142857143,1.0,-0.512824,-0.1207396,0.2782323,0.5586
2010-08-31 00:00:00+00,LONG,3905,0.7803750854920614,1.0,-0.25564384,-0.08072804,0.5089587,2.0E-4
2010-08-31 00:00:00+00,LONG,2004,0.7742090769934713,1.0,-0.41442898,-0.111283086,0.10715391,0.5027
2010-09-01 00:00:00+00,LONG,4097,0.0,1.0,-0.12660618,-0.094851844,0.415106,1.0E-4
2010-09-01 00:00:00+00,LONG,2095,0.7699017389020879,1.0,-0.15978694,-0.085128985,0.13593532,0.6423
2010-09-01 00:00:00+00,LONG,4223,0.689913227022863,1.0,-0.48886696,-0.09830568,0.17170075,0.0836
2010-09-01 00:00:00+00,LONG,335,0.9152542372881356,1.0,-0.22873479,-0.10882827,0.15212345,0.0393
2010-09-01 00:00:00+00,LONG,3283,0.6882958690458908,1.0,0.025146373,-0.12168897,-0.05259189,0.1482
2010-09-01 00:00:00+00,LONG,1303,0.4229852333864671,1.0,-0.19680671,-0.088414915,0.25780067,0.2656
2010-09-01 00:00:00+00,LONG,1719,0.9137931034482758,1.0,-0.40513134,-0.11602312,-0.06829407,0.9693
2010-09-01 00:00:00+00,LONG,1745,0.8717948717948718,1.0,-0.011788188,-0.08293435,0.040407363,2.0E-4
2010-09-01 00:00:00+00,LONG,3837,0.868421052631579,1.0,0.026449297,-0.11713222,0.3625177,0.2377
2010-09-01 00:00:00+00,LONG,1832,0.6058845403444757,1.0,-0.43133405,-0.11952948,0.0070801727,0.5364
2010-09-01 00:00:00+00,LONG,1919,0.0,1.0,0.0065058116,-0.085377514,0.62599355,0.0106
2010-09-02 00:00:00+00,LONG,898,0.9411764705882353,1.0,-0.35185757,-0.080122255,0.03115257,0.1953
2010-09-02 00:00:00+00,LONG,1108,0.0,1.0,0.05255112,-0.10939841,0.11985658,0.0201
2010-09-02 00:00:00+00,LONG,1303,0.0,1.0,-0.08258344,-0.085295744,-0.037657235,0.261
2010-09-02 00:00:00+00,LONG,3519,0.0,1.0,-0.044110082,-0.12671511,0.57971305,0.0
2010-09-02 00:00:00+00,LONG,3704,0.6589008680738161,1.0,-0.029926058,-0.111885004,0.0626037,6.0E-4
2010-09-02 00:00:00+00,LONG,1719,0.0,1.0,0.07306359,-0.107276104,0.64615464,0.9633
2010-09-02 00:00:00+00,LONG,1919,0.23295541188790742,1.0,-0.14240932,-0.08266529,0.14472169,0.0104
2010-09-03 00:00:00+00,LONG,309,0.8695652173913043,1.0,-0.18655759,-0.11862825,-0.07399849,0.6998
2010-09-03 00:00:00+00,LONG,2930,0.7321000252927649,1.0,0.09457858,-0.101477124,0.34552127,0.0186
2010-09-03 00:00:00+00,LONG,959,0.925,1.0,-0.3033478,-0.080842584,-0.003247408,0.6903
2010-09-03 00:00:00+00,LONG,1108,0.0,1.0,0.019725677,-0.1000084,0.061393682,0.0201
2010-09-03 00:00:00+00,LONG,3519,0.0,1.0,0.098989084,-0.11433746,-0.07099735,0.0
2010-09-03 00:00:00+00,LONG,3704,0.0,1.0,0.12634677,-0.10288623,-0.05509848,6.0E-4
2010-09-07 00:00:00+00,LONG,4223,0.37722459455454693,1.0,-0.035682663,-0.08699087,0.030196415,0.0902
2010-09-07 00:00:00+00,LONG,309,0.8260869565217391,1.0,-0.2311009,-0.11974523,-0.028689876,0.6926
2010-09-07 00:00:00+00,LONG,2410,0.8260869565217391,1.0,-0.27509618,-0.09892713,0.0010354009,0.1289
2010-09-07 00:00:00+00,LONG,2776,0.6412112924253699,1.0,0.11822643,-0.11123853,0.4944688,0.918
2010-09-07 00:00:00+00,LONG,959,0.0,1.0,-0.29171342,-0.08304446,0.22811136,0.6887
2010-09-07 00:00:00+00,LONG,1719,0.5544472783052053,1.0,0.035065383,-0.09117983,0.574353,0.9494
2010-09-08 00:00:00+00,LONG,1832,0.6814195394691753,1.0,0.10371245,-0.09487218,0.08379927,0.527
2010-09-08 00:00:00+00,LONG,1985,0.7127740011650034,1.0,-0.1882878,-0.089987725,0.35468233,0.4528
2010-09-09 00:00:00+00,LONG,610,0.9824561403508771,1.0,-0.12511821,-0.09083045,0.28042373,0.1544
2010-09-09 00:00:00+00,LONG,1108,0.5416666666666667,1.0,0.10151121,-0.08479842,0.031009533,0.0184
2010-09-09 00:00:00+00,LONG,1985,0.6680009798817744,1.0,-0.1757083,-0.09067602,0.026345355,0.4527
2010-09-10 00:00:00+00,LONG,309,0.6956521739130435,1.0,0.044157006,-0.11091166,-0.060687985,0.7031
2010-09-10 00:00:00+00,LONG,2567,0.72,1.0,-0.123101346,-0.12256776,0.09610613,0.1829
2010-09-10 00:00:00+00,LONG,610,0.9649122807017544,1.0,-0.052636214,-0.09086577,0.16641197,0.1591
2010-09-10 00:00:00+00,LONG,1832,0.8392857142857143,1.0,0.021323146,-0.0888923,0.24322985,0.4091
2010-09-10 00:00:00+00,LONG,1985,0.6372206267646424,1.0,-0.08206265,-0.089255884,-0.010947911,0.4556
2010-09-13 00:00:00+00,LONG,2567,0.0,1.0,0.11019437,-0.10979912,0.07943987,0.1893
2010-09-14 00:00:00+00,LONG,1832,0.6500851445255736,1.0,0.15420407,-0.085696995,0.39239785,0.4025
2010-11-29 00:00:00+00,LONG,1176,0.75,1.0,-0.14827284,-0.101354435,0.3477589,2.0E-4
2010-12-01 00:00:00+00,LONG,1176,0.7142857142857143,1.0,0.043782495,-0.09859268,-0.08374174,2.0E-4
2011-02-10 00:00:00+00,LONG,4112,1.0,1.0,-0.4375806,-0.09597829,0.30305228,-0.0054
2011-02-16 00:00:00+00,LONG,4112,0.9298245614035088,1.0,-0.19501737,-0.103697784,0.43691692,-0.0057
2011-02-23 00:00:00+00,LONG,4112,0.8596491228070176,1.0,-0.0060762567,-0.08652287,0.06404,-0.0063
2011-03-04 00:00:00+00,LONG,2557,0.0,1.0,-0.5850423,-0.12124001,0.0849099,4.0E-4
2011-03-04 00:00:00+00,LONG,1360,0.8888888888888888,1.0,-0.088588335,-0.098051675,0.06697611,0.2259
2011-03-11 00:00:00+00,LONG,1404,0.0,1.0,-0.3185383,-0.080405995,0.4742782,0.2454
2011-03-11 00:00:00+00,LONG,3744,0.0,1.0,0.056933038,-0.11814172,0.5908139,-2.0E-4
2011-03-14 00:00:00+00,LONG,2557,0.0,1.0,-0.094091944,-0.09603649,0.34484532,4.0E-4
2011-03-14 00:00:00+00,LONG,1404,0.33175260940461765,1.0,-0.4320096,-0.084118485,0.58440924,0.2429
2011-03-15 00:00:00+00,LONG,2716,0.5628360356070712,1.0,-0.45396757,-0.10398979,0.5475308,0.4992
2011-03-15 00:00:00+00,LONG,3693,0.0,1.0,-0.13095362,-0.09883444,0.5337123,0.5379
2011-03-17 00:00:00+00,LONG,2557,0.0,1.0,-0.07002227,-0.09034199,-0.026823724,4.0E-4
2011-03-17 00:00:00+00,LONG,3535,0.96,1.0,-0.33251488,-0.10220628,0.23656927,0.8378
2011-03-18 00:00:00+00,LONG,2557,0.0,1.0,0.13148455,-0.084365495,0.364206,4.0E-4
2011-03-21 00:00:00+00,LONG,3535,0.1505054946855089,1.0,0.09086042,-0.101885945,0.4066214,0.8276
2011-03-21 00:00:00+00,LONG,1667,0.20351034583075878,1.0,-0.11230817,-0.09728449,0.013619628,1.0734
2011-03-22 00:00:00+00,LONG,1667,0.25632536393007865,1.0,-0.36249143,-0.096791655,9.914987E-4,1.0572
2011-03-24 00:00:00+00,LONG,2518,0.0,1.0,0.16477908,-0.09838627,0.0050518485,0.7015
2011-03-28 00:00:00+00,LONG,3535,0.051261677069378474,1.0,-0.07647015,-0.08353675,0.5804851,0.8171
2011-03-31 00:00:00+00,LONG,2659,0.4030512103634268,1.0,-0.62433374,-0.09244475,-0.052440982,0.8673
2011-04-01 00:00:00+00,LONG,1423,0.0,1.0,-0.08775737,-0.12815131,0.43126824,0.7658
2011-04-07 00:00:00+00,LONG,2568,0.19592742051476764,1.0,-0.53542465,-0.11748416,0.08580557,1.0E-4
2011-04-19 00:00:00+00,LONG,2568,0.0,1.0,0.117463484,-0.081072226,0.10216478,1.0E-4
2011-05-17 00:00:00+00,LONG,2690,1.0,1.0,-0.541617,-0.10041338,0.37988278,0.6603
2011-05-20 00:00:00+00,LONG,2690,0.0,1.0,-0.057221297,-0.105766386,0.043563347,0.6829
2011-05-23 00:00:00+00,LONG,2690,0.0,1.0,-0.35207295,-0.10610207,0.20065212,0.6815
2011-05-24 00:00:00+00,LONG,2690,0.0,1.0,-0.24105033,-0.1038053,0.5075495,0.6953
2011-06-15 00:00:00+00,LONG,4097,0.0,1.0,-0.081946164,-0.07994457,-0.06254178,1.0E-4
2011-06-15 00:00:00+00,LONG,2936,0.0,1.0,-0.30314833,-0.080368854,-0.027649088,0.032
2011-06-16 00:00:00+00,LONG,69,0.0,1.0,-0.34148362,-0.098390624,0.12877294,0.6408
2011-06-16 00:00:00+00,LONG,2270,0.0,1.0,-0.26673108,-0.08405914,0.15531018,5.0E-4
2011-06-16 00:00:00+00,LONG,2720,0.5722020643619582,1.0,-0.4340855,-0.102820724,0.22076869,0.0282
2011-06-16 00:00:00+00,LONG,2936,0.0,1.0,-0.22460729,-0.08187138,-0.025069011,0.0323
2011-06-16 00:00:00+00,LONG,1523,0.0,1.0,-0.07166591,-0.09687708,-0.0784291,0.3354
2011-06-16 00:00:00+00,LONG,1748,0.0,1.0,-0.4000043,-0.08383467,0.16257413,0.8423
2011-06-17 00:00:00+00,LONG,69,0.0,1.0,-0.05048086,-0.09474365,0.56172633,0.6405
2011-06-17 00:00:00+00,LONG,2270,0.0,1.0,-0.07845588,-0.080955945,-0.0024046323,5.0E-4
2011-06-17 00:00:00+00,LONG,2720,0.5316334391867612,1.0,-0.3141171,-0.10138039,0.093975596,0.0283
2011-06-17 00:00:00+00,LONG,1064,0.0,1.0,-0.2956446,-0.11416538,0.14270088,0.3476
2011-06-17 00:00:00+00,LONG,1523,0.0,1.0,0.14406385,-0.089220636,0.37797093,0.3425
2011-06-17 00:00:00+00,LONG,1748,0.0,1.0,-0.1822401,-0.08504445,0.39469367,0.8449
2011-06-20 00:00:00+00,LONG,4118,0.0,1.0,-0.3494607,-0.113373116,0.05068749,0.5873
2011-06-20 00:00:00+00,LONG,69,0.0,1.0,0.054454464,-0.0887938,-0.039710946,0.6388
2011-06-20 00:00:00+00,LONG,684,0.0,1.0,-0.10424489,-0.08064812,-0.07519581,0.0381
2011-06-20 00:00:00+00,LONG,959,0.0,1.0,-0.494026,-0.09179793,-0.07157708,0.1377
2011-06-20 00:00:00+00,LONG,1176,0.0,1.0,-0.12391888,-0.117476285,0.23331635,0.021
2011-06-20 00:00:00+00,LONG,1869,0.0,1.0,-0.16206197,-0.08733291,0.017391609,0.8295
2011-06-21 00:00:00+00,LONG,4118,0.0,1.0,-0.080134384,-0.111046284,0.68981105,0.6001
2011-06-21 00:00:00+00,LONG,253,0.0,1.0,-0.32547164,-0.10034255,0.11305498,0.0
2011-06-21 00:00:00+00,LONG,2440,0.0,1.0,-0.3558469,-0.104670584,0.004907347,0.12
2011-06-21 00:00:00+00,LONG,2877,0.0,1.0,0.16386548,-0.11572506,0.58711344,0.0237
2011-06-21 00:00:00+00,LONG,845,0.0,1.0,-0.14457452,-0.11459236,0.38507932,0.0207
2011-06-21 00:00:00+00,LONG,1869,0.9666666666666667,1.0,-0.0366075,-0.08625924,0.47424185,0.8251
2011-06-22 00:00:00+00,LONG,253,0.0,1.0,-0.13551098,-0.09371938,0.6346218,0.0
2011-06-22 00:00:00+00,LONG,3693,0.0,1.0,-0.14504369,-0.088781826,0.04496433,0.6594
2011-06-23 00:00:00+00,LONG,2330,0.0,1.0,-0.006748708,-0.08060245,0.040166657,1.009
2011-06-23 00:00:00+00,LONG,2440,0.0,1.0,-0.1906503,-0.107751735,0.6403119,0.1203
2011-06-23 00:00:00+00,LONG,845,0.0,1.0,0.1051529,-0.10188108,0.23657525,0.0211
2011-06-23 00:00:00+00,LONG,1610,0.6687627255954384,1.0,-0.41508976,-0.099236175,0.24655372,0.3244
2011-06-24 00:00:00+00,LONG,1610,0.6428818862181849,1.0,-0.3978068,-0.100297794,0.5342134,0.3244
2011-06-24 00:00:00+00,LONG,1869,0.0,1.0,-0.039850276,-0.08160404,0.04114167,0.8287
2011-06-24 00:00:00+00,LONG,3918,0.0,1.0,0.16327785,-0.103339285,0.20710726,0.0177
2011-06-27 00:00:00+00,LONG,3595,0.0,1.0,-0.01761197,-0.08070516,-0.010223912,0.903
2011-06-27 00:00:00+00,LONG,1610,0.6652832311637794,1.0,-0.39268625,-0.10132247,0.30527094,0.3244
2011-06-28 00:00:00+00,LONG,4118,0.0,1.0,-0.112681836,-0.08957588,0.4046429,0.5948
2011-06-28 00:00:00+00,LONG,2440,0.0,1.0,0.040166013,-0.10057425,0.12422261,0.1214
2011-06-28 00:00:00+00,LONG,535,0.0,1.0,0.0879678,-0.084819525,-0.07242043,-0.066
2011-06-28 00:00:00+00,LONG,1610,0.5883902498365673,1.0,-0.11906879,-0.097046636,0.4016655,0.3244
2011-06-29 00:00:00+00,LONG,1610,0.5378379689220977,1.0,0.0068004387,-0.09126248,0.17329426,0.3244
2011-08-12 00:00:00+00,LONG,2111,0.0,1.0,-0.017267635,-0.08147386,-0.04869998,0.5719
2011-08-15 00:00:00+00,LONG,2111,0.0,1.0,-0.036548,-0.08261263,0.43916836,0.5626
2011-08-16 00:00:00+00,LONG,2261,0.0,1.0,0.015069889,-0.08608642,-0.033563163,0.7974
2011-08-16 00:00:00+00,LONG,3903,0.0,1.0,-0.057309628,-0.10811037,-0.0015893921,-0.0144
2011-08-16 00:00:00+00,LONG,4032,0.0,1.0,0.101352304,-0.086638995,0.6426785,0.3304
2011-08-16 00:00:00+00,LONG,4089,0.0,1.0,0.012596762,-0.11402644,-0.07168895,0.2056
2011-08-17 00:00:00+00,LONG,73,0.48157455379017844,1.0,-0.13475718,-0.08912392,-0.059354898,0.9485
2011-08-17 00:00:00+00,LONG,664,0.0,1.0,-0.0060177785,-0.08176152,-0.067412645,-0.0347
