time,side,ticker_id,mv_up_composite_labels,sessions_since_bearish_8_50_df059,dist_lower_bb_50_2.0_df055
2008-10-16 00:00:00+00,LONG,4088,0.8666666666666667,23.0,0.038636427
2008-10-17 00:00:00+00,LONG,73,0.9714285714285714,18.0,0.024495848
2008-10-17 00:00:00+00,LONG,1012,0.19401099999809823,11.0,0.03836242
2008-10-17 00:00:00+00,LONG,1087,1.0,13.0,0.050761193
2008-10-17 00:00:00+00,LONG,4088,0.8333333333333334,24.0,0.019425876
2008-10-22 00:00:00+00,LONG,2979,0.0,17.0,0.03320895
2008-10-27 00:00:00+00,LONG,2979,0.6206896551724138,20.0,0.025819477
2008-11-20 00:00:00+00,LONG,2568,0.0,29.0,0.05614421
2009-01-20 00:00:00+00,LONG,11,1.0,20.0,0.026193485
2009-02-20 00:00:00+00,LONG,1700,1.0,22.0,0.01865849
2009-02-23 00:00:00+00,LONG,712,1.0,14.0,0.061898805
2009-03-02 00:00:00+00,LONG,2971,1.0,22.0,0.049257386
2009-03-02 00:00:00+00,LONG,1072,1.0,29.0,0.03390641
2009-03-03 00:00:00+00,LONG,2930,0.4854509564144737,26.0,0.051201466
2009-03-03 00:00:00+00,LONG,1462,1.0,26.0,0.048102777
2009-03-03 00:00:00+00,LONG,3831,1.0,10.0,0.031959888
2009-03-04 00:00:00+00,LONG,558,0.975,10.0,0.021032343
2009-03-04 00:00:00+00,LONG,3420,0.0,29.0,0.031635035
2009-03-05 00:00:00+00,LONG,558,0.95,11.0,0.047599163
2009-03-05 00:00:00+00,LONG,1260,1.0,29.0,0.019866955
2009-03-05 00:00:00+00,LONG,3420,0.9259259259259259,30.0,0.040352322
2009-03-05 00:00:00+00,LONG,3447,1.0,11.0,0.059779897
2009-03-06 00:00:00+00,LONG,4187,0.4390560319070905,22.0,0.023006901
2009-03-06 00:00:00+00,LONG,2262,0.0,14.0,0.029765863
2009-03-06 00:00:00+00,LONG,3052,0.9811320754716981,10.0,0.04314649
2009-03-06 00:00:00+00,LONG,1205,1.0,23.0,0.023219744
2009-03-06 00:00:00+00,LONG,3447,0.972972972972973,12.0,0.034540545
2009-03-06 00:00:00+00,LONG,3699,1.0,10.0,0.04006202
2009-03-06 00:00:00+00,LONG,1767,0.9423076923076923,10.0,0.054063126
2009-03-06 00:00:00+00,LONG,1897,0.96875,30.0,0.029162478
2009-03-06 00:00:00+00,LONG,4000,1.0,10.0,0.052816674
2009-03-09 00:00:00+00,LONG,2050,1.0,10.0,0.030583898
2009-03-09 00:00:00+00,LONG,4197,1.0,17.0,0.035900738
2009-03-09 00:00:00+00,LONG,2211,1.0,21.0,0.04428021
2009-03-09 00:00:00+00,LONG,2276,1.0,16.0,0.036445007
2009-03-09 00:00:00+00,LONG,388,1.0,10.0,0.046485092
2009-03-09 00:00:00+00,LONG,3052,0.9622641509433962,11.0,0.0427585
2009-03-09 00:00:00+00,LONG,1039,1.0,13.0,0.036234375
2009-03-09 00:00:00+00,LONG,1210,1.0,12.0,0.046328485
2009-03-09 00:00:00+00,LONG,3447,0.9459459459459459,13.0,0.030528583
2009-03-09 00:00:00+00,LONG,1423,1.0,13.0,0.019686546
2009-03-09 00:00:00+00,LONG,3621,0.9583333333333334,14.0,0.05279286
2009-03-09 00:00:00+00,LONG,3645,1.0,11.0,0.055118863
2009-03-09 00:00:00+00,LONG,3699,0.967741935483871,11.0,0.04170231
2009-03-09 00:00:00+00,LONG,1767,0.9024390243902439,11.0,0.05000176
2009-03-09 00:00:00+00,LONG,3890,1.0,24.0,0.022477387
2009-03-09 00:00:00+00,LONG,1897,0.9375,31.0,0.03062923
2009-03-09 00:00:00+00,LONG,1927,1.0,22.0,0.019610329
2009-03-09 00:00:00+00,LONG,4016,0.843856441033496,14.0,0.04015926
2009-03-10 00:00:00+00,LONG,388,0.9743589743589743,11.0,0.040203534
2009-03-10 00:00:00+00,LONG,397,1.0,26.0,0.018667674
2009-03-10 00:00:00+00,LONG,3447,0.9189189189189189,14.0,0.019479986
2009-03-10 00:00:00+00,LONG,1790,0.9545454545454546,12.0,0.03639818
2009-03-10 00:00:00+00,LONG,1853,1.0,11.0,0.029297274
2009-03-11 00:00:00+00,LONG,157,0.0,13.0,0.03325314
2009-03-11 00:00:00+00,LONG,2703,1.0,15.0,0.029992092
2009-03-11 00:00:00+00,LONG,3645,0.9259259259259259,13.0,0.018770676
2009-03-12 00:00:00+00,LONG,4070,1.0,10.0,0.042254485
2009-03-13 00:00:00+00,LONG,3142,1.0,12.0,0.018495936
2009-07-08 00:00:00+00,LONG,3130,1.0,10.0,0.030575894
2009-07-09 00:00:00+00,LONG,3236,0.9565217391304348,10.0,0.0626413
2009-07-10 00:00:00+00,LONG,1069,1.0,13.0,0.026557751
2009-07-10 00:00:00+00,LONG,1324,1.0,16.0,0.021099832
2009-07-10 00:00:00+00,LONG,3531,1.0,13.0,0.022475792
2009-07-31 00:00:00+00,LONG,135,0.9565217391304348,27.0,0.053047676
2009-08-03 00:00:00+00,LONG,135,0.9130434782608696,28.0,0.038273405
2009-09-02 00:00:00+00,LONG,1396,0.0,15.0,0.059762128
2009-09-25 00:00:00+00,LONG,3539,1.0,12.0,0.03772612
2009-11-02 00:00:00+00,LONG,4172,1.0,19.0,0.049285393
2009-11-02 00:00:00+00,LONG,2613,0.5878802448804049,21.0,0.024587855
2009-11-02 00:00:00+00,LONG,2731,0.545925116426681,20.0,0.040067278
2009-11-03 00:00:00+00,LONG,2731,0.5949586719275873,21.0,0.028383294
2009-11-03 00:00:00+00,LONG,2835,1.0,20.0,0.03411847
2009-11-03 00:00:00+00,LONG,838,0.0,10.0,0.022167299
2009-11-04 00:00:00+00,LONG,516,1.0,22.0,0.02347809
2009-11-04 00:00:00+00,LONG,2731,0.5473278864550274,22.0,0.026075538
2009-11-11 00:00:00+00,LONG,1437,0.9830508474576272,10.0,0.036687225
2009-11-12 00:00:00+00,LONG,1437,0.9661016949152542,11.0,0.030078849
2009-12-14 00:00:00+00,LONG,3837,0.8181818181818181,10.0,0.049996763
2009-12-17 00:00:00+00,LONG,1303,1.0,16.0,0.01978904
2010-02-05 00:00:00+00,LONG,2050,0.0,10.0,0.03971609
2010-02-05 00:00:00+00,LONG,2518,0.0,14.0,0.022827532
2010-02-05 00:00:00+00,LONG,622,0.0,13.0,0.030967712
2010-02-05 00:00:00+00,LONG,1051,1.0,12.0,0.019708734
2010-02-05 00:00:00+00,LONG,1298,0.0,10.0,0.026192524
2010-02-05 00:00:00+00,LONG,3378,1.0,19.0,0.022203092
2010-02-05 00:00:00+00,LONG,3420,0.0,10.0,0.023136958
2010-02-05 00:00:00+00,LONG,1748,1.0,18.0,0.021190332
2010-02-05 00:00:00+00,LONG,4086,0.0,11.0,0.03471271
2010-02-05 00:00:00+00,LONG,4089,0.0,18.0,0.022560742
2010-02-08 00:00:00+00,LONG,2050,0.0,11.0,0.03958818
2010-02-08 00:00:00+00,LONG,85,1.0,12.0,0.024187703
2010-02-08 00:00:00+00,LONG,475,0.9807692307692307,11.0,0.021025231
2010-02-08 00:00:00+00,LONG,2541,0.2919113466574829,10.0,0.026299248
2010-02-08 00:00:00+00,LONG,1051,1.0,13.0,0.0328543
2010-02-08 00:00:00+00,LONG,3287,1.0,10.0,0.024707673
2010-02-08 00:00:00+00,LONG,1298,0.0,11.0,0.021624532
2010-02-08 00:00:00+00,LONG,3420,0.0,11.0,0.025055699
2010-02-08 00:00:00+00,LONG,1615,0.9666666666666667,12.0,0.026030025
2010-02-08 00:00:00+00,LONG,1762,1.0,12.0,0.032741062
2010-02-08 00:00:00+00,LONG,4089,0.0,19.0,0.032755945
2010-02-09 00:00:00+00,LONG,4089,0.5573257328082485,20.0,0.024176575
2010-02-10 00:00:00+00,LONG,786,0.6367041222973818,18.0,0.028947717
2010-02-12 00:00:00+00,LONG,1205,1.0,10.0,0.020831507
2010-02-12 00:00:00+00,LONG,3828,1.0,12.0,0.037457503
2010-02-25 00:00:00+00,LONG,675,1.0,19.0,0.031396125
2010-03-03 00:00:00+00,LONG,1838,0.0,16.0,0.04863535
2010-03-04 00:00:00+00,LONG,1838,0.0,17.0,0.038458697
2010-03-05 00:00:00+00,LONG,1838,0.0,18.0,0.0302014
2010-03-15 00:00:00+00,LONG,610,0.0,28.0,0.02500617
2010-05-07 00:00:00+00,LONG,622,0.8913447876057362,11.0,0.027859557
2010-05-07 00:00:00+00,LONG,1250,0.0,16.0,0.038615525
2010-05-10 00:00:00+00,LONG,1250,0.0,17.0,0.022705177
2010-05-18 00:00:00+00,LONG,1195,0.0,11.0,0.02431701
2010-05-20 00:00:00+00,LONG,1195,0.2114207438230285,13.0,0.03941901
2010-05-20 00:00:00+00,LONG,1198,0.8392857142857143,10.0,0.026542474
2010-05-21 00:00:00+00,LONG,397,0.40580228305044774,13.0,0.025141494
2010-05-21 00:00:00+00,LONG,1328,1.0,11.0,0.03006688
2010-05-21 00:00:00+00,LONG,4086,0.7874903167829183,13.0,0.04767375
2010-05-25 00:00:00+00,LONG,4123,0.0,13.0,0.029958578
2010-05-25 00:00:00+00,LONG,433,1.0,14.0,0.027613206
2010-05-25 00:00:00+00,LONG,2638,0.0,12.0,0.023880426
2010-05-25 00:00:00+00,LONG,808,0.0,17.0,0.024444278
2010-05-25 00:00:00+00,LONG,853,1.0,10.0,0.028617885
2010-05-25 00:00:00+00,LONG,2990,0.0,12.0,0.018908171
2010-05-25 00:00:00+00,LONG,1184,0.6660534212368453,19.0,0.021416591
2010-05-25 00:00:00+00,LONG,1235,0.8020099594699149,15.0,0.03054901
2010-05-25 00:00:00+00,LONG,1262,1.0,12.0,0.023743553
2010-05-25 00:00:00+00,LONG,1298,0.0,12.0,0.055077348
2010-05-25 00:00:00+00,LONG,3447,0.5992229202034912,12.0,0.019626414
2010-05-25 00:00:00+00,LONG,3469,0.0,18.0,0.023404434
2010-05-25 00:00:00+00,LONG,3513,0.6538116955791261,13.0,0.02856008
2010-05-25 00:00:00+00,LONG,3646,1.0,13.0,0.02299428
2010-05-25 00:00:00+00,LONG,1897,1.0,14.0,0.028903428
2010-05-25 00:00:00+00,LONG,4086,0.8252947197228089,15.0,0.04630311
2010-05-25 00:00:00+00,LONG,2041,1.0,14.0,0.057712626
2010-05-26 00:00:00+00,LONG,2105,0.6824596164717671,13.0,0.0399941
2010-05-26 00:00:00+00,LONG,4215,0.4229561905881686,13.0,0.05287073
2010-05-26 00:00:00+00,LONG,2262,0.6046694134185034,19.0,0.021085706
2010-05-26 00:00:00+00,LONG,2638,0.0,13.0,0.025531203
2010-05-26 00:00:00+00,LONG,808,0.0,18.0,0.022885902
2010-05-26 00:00:00+00,LONG,1184,0.6295262266348134,20.0,0.02364612
2010-05-26 00:00:00+00,LONG,1262,0.9814814814814815,13.0,0.019733906
2010-05-26 00:00:00+00,LONG,1298,0.0,13.0,0.036906555
2010-05-26 00:00:00+00,LONG,3513,0.43589159564195645,14.0,0.032444667
2010-05-26 00:00:00+00,LONG,3646,0.9583333333333334,14.0,0.024658082
2010-05-26 00:00:00+00,LONG,3652,0.7765890688856356,10.0,0.02282266
2010-05-26 00:00:00+00,LONG,3890,1.0,14.0,0.022971233
2010-05-26 00:00:00+00,LONG,1897,0.9615384615384616,15.0,0.024068506
2010-06-01 00:00:00+00,LONG,2084,0.48413493841748656,17.0,0.01962445
2010-06-01 00:00:00+00,LONG,808,0.0,21.0,0.020863732
2010-06-07 00:00:00+00,LONG,2482,0.045454545454545414,11.0,0.026774999
2010-06-07 00:00:00+00,LONG,1306,1.0,22.0,0.031608257
2010-06-08 00:00:00+00,LONG,1463,1.0,19.0,0.03794822
2010-06-29 00:00:00+00,LONG,3716,0.4932110539501625,27.0,0.026463186
2010-07-01 00:00:00+00,LONG,2226,0.2903275722329093,18.0,0.043204293
2010-07-01 00:00:00+00,LONG,2248,0.6223846439942338,28.0,0.031182032
2010-07-01 00:00:00+00,LONG,234,0.8762183239662483,27.0,0.022732148
2010-07-01 00:00:00+00,LONG,3837,0.0,14.0,0.037035607
2010-07-02 00:00:00+00,LONG,2226,0.2793118374591316,19.0,0.03727996
2010-07-02 00:00:00+00,LONG,2248,0.6234971833365821,29.0,0.0194554
2010-07-02 00:00:00+00,LONG,3199,0.5331710658086986,12.0,0.03020566
2010-07-02 00:00:00+00,LONG,3855,1.0,30.0,0.019443402
2010-07-06 00:00:00+00,LONG,2226,0.41201544223975384,20.0,0.033816777
2010-07-06 00:00:00+00,LONG,304,1.0,31.0,0.03396587
2010-07-06 00:00:00+00,LONG,3199,0.5277401599271183,13.0,0.029089388
2010-08-24 00:00:00+00,LONG,1108,1.0,14.0,0.033622757
2010-08-25 00:00:00+00,LONG,4223,0.8909893620120801,23.0,0.028122338
2010-08-25 00:00:00+00,LONG,2410,1.0,10.0,0.057634816
2010-08-25 00:00:00+00,LONG,1108,0.9583333333333334,15.0,0.022190873
2010-08-25 00:00:00+00,LONG,3381,1.0,24.0,0.021189261
2010-08-25 00:00:00+00,LONG,1668,0.6094288237051874,15.0,0.022803685
2010-08-25 00:00:00+00,LONG,1919,0.4224671323386086,10.0,0.039305624
2010-08-26 00:00:00+00,LONG,4223,0.844979021630052,24.0,0.027583867
2010-08-26 00:00:00+00,LONG,2410,0.9782608695652174,11.0,0.036430378
2010-08-26 00:00:00+00,LONG,3381,0.9714285714285714,25.0,0.02276708
2010-08-27 00:00:00+00,LONG,2410,0.0,12.0,0.021595867
2010-08-27 00:00:00+00,LONG,2028,0.0,11.0,0.03103152
2010-08-30 00:00:00+00,LONG,2410,0.9347826086956522,13.0,0.029715506
2010-08-30 00:00:00+00,LONG,2028,0.0,12.0,0.035958536
2010-08-31 00:00:00+00,LONG,2323,1.0,14.0,0.044857655
2010-08-31 00:00:00+00,LONG,309,1.0,11.0,0.029836303
2010-08-31 00:00:00+00,LONG,2410,0.9130434782608696,14.0,0.03470484
2010-08-31 00:00:00+00,LONG,3053,0.7086819734139427,13.0,0.045326147
2010-08-31 00:00:00+00,LONG,3596,1.0,20.0,0.042679712
2010-08-31 00:00:00+00,LONG,2028,0.0,13.0,0.03592675
2010-11-23 00:00:00+00,LONG,3013,0.8950331472933621,21.0,0.02321158
2010-11-30 00:00:00+00,LONG,2343,0.27667746911152896,28.0,0.03647453
2010-11-30 00:00:00+00,LONG,2751,1.0,10.0,0.021406323
2011-02-04 00:00:00+00,LONG,2041,0.362289183621692,18.0,0.028707126
2011-02-24 00:00:00+00,LONG,195,1.0,12.0,0.023303594
2011-03-15 00:00:00+00,LONG,2116,1.0,22.0,0.041727174
2011-03-15 00:00:00+00,LONG,2330,0.7569070635522901,11.0,0.058265295
2011-03-15 00:00:00+00,LONG,2716,0.5628360356070712,14.0,0.020997295
2011-03-15 00:00:00+00,LONG,3594,1.0,14.0,0.058995016
2011-03-16 00:00:00+00,LONG,2116,0.9583333333333334,23.0,0.027450278
2011-03-16 00:00:00+00,LONG,2330,0.7669440419318133,12.0,0.06043094
2011-03-16 00:00:00+00,LONG,2425,0.0,10.0,0.036647428
2011-03-16 00:00:00+00,LONG,516,0.0,13.0,0.026080497
2011-03-16 00:00:00+00,LONG,3236,0.7179144076145233,13.0,0.03148881
2011-03-16 00:00:00+00,LONG,3310,0.23562257734431705,23.0,0.03153848
2011-03-16 00:00:00+00,LONG,3594,0.975609756097561,15.0,0.019636817
2011-03-16 00:00:00+00,LONG,3695,0.574233426360941,11.0,0.044960987
2011-03-16 00:00:00+00,LONG,1667,0.6106398540277604,10.0,0.020442972
2011-03-17 00:00:00+00,LONG,2330,0.747511051169593,13.0,0.04358436
2011-03-17 00:00:00+00,LONG,3114,0.18393631812033662,10.0,0.026402043
2011-03-17 00:00:00+00,LONG,3310,0.22063291749175082,24.0,0.02351647
2011-03-17 00:00:00+00,LONG,3695,0.49599284241363467,12.0,0.020051531
2011-03-18 00:00:00+00,LONG,2330,0.9302325581395349,14.0,0.050594103
2011-03-18 00:00:00+00,LONG,3760,0.6440974726638781,14.0,0.02100063
2011-04-08 00:00:00+00,LONG,3862,0.0,29.0,0.037678216
2011-05-05 00:00:00+00,LONG,3436,0.0,10.0,0.02086146
2011-05-17 00:00:00+00,LONG,2690,1.0,23.0,0.02866716
2011-06-07 00:00:00+00,LONG,194,0.0,18.0,0.027205916
2011-06-08 00:00:00+00,LONG,194,0.0,19.0,0.019880366
2011-06-08 00:00:00+00,LONG,652,0.0,19.0,0.04317698
2011-06-08 00:00:00+00,LONG,843,0.0,24.0,0.03486725
2011-06-09 00:00:00+00,LONG,2761,0.0,26.0,0.04531229
2011-06-10 00:00:00+00,LONG,4107,0.0,13.0,0.040010445
2011-06-10 00:00:00+00,LONG,131,0.0,16.0,0.020662453
2011-06-10 00:00:00+00,LONG,2270,0.0,18.0,0.019294122
2011-06-10 00:00:00+00,LONG,2761,0.0,27.0,0.03899969
2011-06-10 00:00:00+00,LONG,2778,0.0,10.0,0.03756519
2011-06-10 00:00:00+00,LONG,1330,0.0,24.0,0.024900312
2011-06-10 00:00:00+00,LONG,3912,0.0,10.0,0.022721013
2011-06-13 00:00:00+00,LONG,4107,0.0,14.0,0.022029335
2011-06-13 00:00:00+00,LONG,2761,0.0,28.0,0.022402318
2011-06-13 00:00:00+00,LONG,2778,0.0,11.0,0.028772108
2011-06-13 00:00:00+00,LONG,3501,0.0,13.0,0.019541802
2011-06-13 00:00:00+00,LONG,3629,0.0,29.0,0.022373877
2011-06-13 00:00:00+00,LONG,1761,0.0,14.0,0.022119096
2011-06-15 00:00:00+00,LONG,2425,0.0,17.0,0.034800086
2011-06-16 00:00:00+00,LONG,588,0.8230616702667048,22.0,0.021267746
2011-06-16 00:00:00+00,LONG,988,0.0,26.0,0.043676388
2011-06-20 00:00:00+00,LONG,522,0.0,17.0,0.019925732
2011-08-08 00:00:00+00,LONG,19,1.0,14.0,0.037976637
2011-08-08 00:00:00+00,LONG,2665,0.0,15.0,0.042431127
2011-08-08 00:00:00+00,LONG,3804,1.0,20.0,0.06010582
2011-08-08 00:00:00+00,LONG,3825,1.0,13.0,0.049827773
2011-08-09 00:00:00+00,LONG,4140,0.0,17.0,0.019467883
2011-08-09 00:00:00+00,LONG,4163,0.9583333333333334,15.0,0.038681883
2011-08-09 00:00:00+00,LONG,91,1.0,15.0,0.022088038
2011-08-09 00:00:00+00,LONG,881,0.0,17.0,0.047986116
2011-08-09 00:00:00+00,LONG,914,1.0,13.0,0.036040016
2011-08-09 00:00:00+00,LONG,1011,0.0,18.0,0.036760006
2011-08-09 00:00:00+00,LONG,1356,0.0,12.0,0.020939946
2011-08-09 00:00:00+00,LONG,3702,0.0,16.0,0.039270356
2011-08-10 00:00:00+00,LONG,4140,0.9666666666666667,18.0,0.05017629
2011-08-10 00:00:00+00,LONG,2111,0.5369998064131271,16.0,0.039620005
2011-08-10 00:00:00+00,LONG,4163,0.9166666666666666,16.0,0.05617067
2011-08-10 00:00:00+00,LONG,73,0.6156353402138544,15.0,0.062054023
2011-08-10 00:00:00+00,LONG,91,0.9743589743589743,16.0,0.036068797
2011-08-10 00:00:00+00,LONG,4218,0.822614423067138,12.0,0.03452655
2011-08-10 00:00:00+00,LONG,881,0.0,18.0,0.03080118
2011-08-10 00:00:00+00,LONG,898,0.9736842105263158,13.0,0.033138096
2011-08-10 00:00:00+00,LONG,914,0.9666666666666667,14.0,0.05454043
2011-08-10 00:00:00+00,LONG,1011,0.96875,19.0,0.058443904
2011-08-10 00:00:00+00,LONG,3343,0.7610131293179769,15.0,0.051710144
2011-08-10 00:00:00+00,LONG,1308,0.6196019238723474,17.0,0.028054364
2011-08-10 00:00:00+00,LONG,1356,0.9565217391304348,13.0,0.048422765
2011-08-10 00:00:00+00,LONG,3702,0.0,17.0,0.059991483
2011-08-11 00:00:00+00,LONG,2269,1.0,17.0,0.024634864
2011-08-11 00:00:00+00,LONG,3343,0.6290567939542318,16.0,0.021635728
2011-08-11 00:00:00+00,LONG,4079,0.32374111147890394,24.0,0.03548442
2011-08-19 00:00:00+00,LONG,2801,1.0,13.0,0.04183749
2011-08-19 00:00:00+00,LONG,843,0.2691542466177172,11.0,0.036728248
2011-08-19 00:00:00+00,LONG,845,0.31529207111548446,10.0,0.051143087
2011-08-19 00:00:00+00,LONG,3861,1.0,11.0,0.06226378
2011-08-22 00:00:00+00,LONG,2107,0.0,14.0,0.021926926
2011-08-22 00:00:00+00,LONG,2253,1.0,16.0,0.03007358
2011-08-22 00:00:00+00,LONG,843,0.4367539385790573,12.0,0.019203732
2011-08-22 00:00:00+00,LONG,845,0.3343222597639498,11.0,0.037843924
2011-08-22 00:00:00+00,LONG,3127,0.9666666666666667,10.0,0.04095598
2011-08-22 00:00:00+00,LONG,3137,1.0,15.0,0.01922407
2011-08-22 00:00:00+00,LONG,3782,0.967741935483871,11.0,0.025302818
2011-08-22 00:00:00+00,LONG,2032,0.38925174549090047,18.0,0.026992146
2011-08-22 00:00:00+00,LONG,4083,0.0,14.0,0.046533506
2011-08-23 00:00:00+00,LONG,643,0.0,13.0,0.03158485
2011-08-25 00:00:00+00,LONG,938,0.0,17.0,0.02235975
2011-10-04 00:00:00+00,LONG,602,1.0,17.0,0.025451109
2011-10-04 00:00:00+00,LONG,2703,0.0,10.0,0.024840882
2011-10-04 00:00:00+00,LONG,3179,0.584798252970263,10.0,0.024457185
2011-10-19 00:00:00+00,LONG,3649,0.6780776736201152,19.0,0.028609438
2011-11-17 00:00:00+00,LONG,3631,0.0,10.0,0.020252695
2011-11-23 00:00:00+00,LONG,5,1.0,13.0,0.057291258
2011-11-23 00:00:00+00,LONG,2938,1.0,12.0,0.03961256
2011-11-23 00:00:00+00,LONG,3862,1.0,13.0,0.04058978
2011-11-25 00:00:00+00,LONG,5,0.9523809523809523,14.0,0.030150829
2011-11-25 00:00:00+00,LONG,2751,0.4914788063173364,12.0,0.020197418
2011-11-25 00:00:00+00,LONG,2930,0.2416070746121578,10.0,0.02581849
2011-11-25 00:00:00+00,LONG,2938,0.45589253337814173,13.0,0.022418186
2011-12-13 00:00:00+00,LONG,1908,1.0,23.0,0.022681763
2011-12-19 00:00:00+00,LONG,2686,1.0,16.0,0.026634553
2011-12-19 00:00:00+00,LONG,4086,1.0,16.0,0.029749272
2012-03-22 00:00:00+00,LONG,739,0.0,12.0,0.025166456
2012-03-28 00:00:00+00,LONG,440,0.0,14.0,0.019173088
2012-04-10 00:00:00+00,LONG,2261,1.0,23.0,0.030499892
2012-04-10 00:00:00+00,LONG,411,0.34217874699178397,24.0,0.02769581
2012-05-17 00:00:00+00,LONG,1303,0.43149202712596313,24.0,0.038671453
2012-05-18 00:00:00+00,LONG,2248,1.0,10.0,0.036422502
2012-05-18 00:00:00+00,LONG,2557,1.0,25.0,0.04560394
2012-05-18 00:00:00+00,LONG,1303,0.4582262336524827,25.0,0.022684578
2012-05-18 00:00:00+00,LONG,3822,0.13039590689707312,25.0,0.03854222
2012-05-18 00:00:00+00,LONG,3855,0.4794155538512421,24.0,0.040887345
2012-05-21 00:00:00+00,LONG,76,0.0,15.0,0.06254203
2012-05-22 00:00:00+00,LONG,76,0.0,16.0,0.034583118
2012-05-23 00:00:00+00,LONG,76,0.0,17.0,0.028344408
2012-05-23 00:00:00+00,LONG,3882,0.6981412189773394,11.0,0.027195858
2012-05-24 00:00:00+00,LONG,76,0.0,18.0,0.023483083
2012-05-24 00:00:00+00,LONG,3882,0.9830508474576272,12.0,0.023937441
2012-06-01 00:00:00+00,LONG,2213,1.0,10.0,0.024054028
2012-06-01 00:00:00+00,LONG,475,1.0,18.0,0.018975886
2012-06-01 00:00:00+00,LONG,622,1.0,11.0,0.025214758
2012-06-01 00:00:00+00,LONG,1846,1.0,12.0,0.023411509
2012-06-04 00:00:00+00,LONG,4097,1.0,15.0,0.024598792
2012-06-04 00:00:00+00,LONG,4164,1.0,16.0,0.021913365
2012-06-04 00:00:00+00,LONG,444,0.5611246363886335,16.0,0.039357085
2012-06-04 00:00:00+00,LONG,517,1.0,16.0,0.036690574
2012-06-04 00:00:00+00,LONG,2770,1.0,17.0,0.042103633
2012-06-04 00:00:00+00,LONG,836,0.6707201034497325,14.0,0.034069013
2012-06-04 00:00:00+00,LONG,975,0.7808836558032398,15.0,0.01848448
2012-06-04 00:00:00+00,LONG,1069,0.6782655907209243,15.0,0.024232335
2012-06-04 00:00:00+00,LONG,1258,1.0,16.0,0.019520126
2012-06-04 00:00:00+00,LONG,3469,1.0,16.0,0.020265164
2012-06-04 00:00:00+00,LONG,1437,0.5829121741541072,17.0,0.020644462
2012-06-04 00:00:00+00,LONG,3704,1.0,11.0,0.05032028
2012-06-04 00:00:00+00,LONG,1745,1.0,10.0,0.039698698
2012-06-04 00:00:00+00,LONG,3824,0.0,11.0,0.043034256
2012-06-05 00:00:00+00,LONG,2253,0.3164218895955623,14.0,0.021015901
2012-06-05 00:00:00+00,LONG,2553,1.0,14.0,0.026117288
2012-06-05 00:00:00+00,LONG,517,0.9615384615384616,17.0,0.018704552
2012-06-05 00:00:00+00,LONG,836,0.6534657227431652,15.0,0.019428028
2012-06-05 00:00:00+00,LONG,3704,0.975609756097561,12.0,0.034371886
2012-06-05 00:00:00+00,LONG,1731,0.853341879578656,26.0,0.024279865
2012-06-05 00:00:00+00,LONG,1745,0.9696969696969697,11.0,0.02459679
2012-06-05 00:00:00+00,LONG,3824,0.0,12.0,0.020301184
2012-06-06 00:00:00+00,LONG,3897,0.15602172123091765,16.0,0.023416938
2012-07-19 00:00:00+00,LONG,3861,0.0,13.0,0.0206549
2012-07-27 00:00:00+00,LONG,1250,0.2771649527047055,18.0,0.024882171
2012-07-31 00:00:00+00,LONG,1250,0.4760307610471623,20.0,0.031805195
2012-08-02 00:00:00+00,LONG,844,0.0,23.0,0.023536667
2012-08-03 00:00:00+00,LONG,2285,0.0,15.0,0.037085734
2012-08-03 00:00:00+00,LONG,1668,0.972972972972973,13.0,0.03788306
2012-10-11 00:00:00+00,LONG,845,1.0,11.0,0.025241083
2012-10-23 00:00:00+00,LONG,844,1.0,12.0,0.061747313
2012-10-24 00:00:00+00,LONG,245,0.7254305722210849,15.0,0.029781815
2012-10-24 00:00:00+00,LONG,844,0.9565217391304348,13.0,0.020776778
2012-10-31 00:00:00+00,LONG,1423,0.9285714285714286,10.0,0.055236634
2012-11-02 00:00:00+00,LONG,1423,0.8571428571428572,12.0,0.03149914
2012-11-14 00:00:00+00,LONG,4097,1.0,17.0,0.027291732
2012-11-14 00:00:00+00,LONG,1099,0.6919612446307171,11.0,0.020411987
2012-11-15 00:00:00+00,LONG,69,1.0,10.0,0.025672955
2012-11-15 00:00:00+00,LONG,2129,1.0,13.0,0.024073008
2012-11-15 00:00:00+00,LONG,270,0.224591244927021,30.0,0.019427124
2012-11-15 00:00:00+00,LONG,1012,0.8211038825895352,19.0,0.026446141
2012-11-15 00:00:00+00,LONG,1328,1.0,11.0,0.025948688
2012-11-15 00:00:00+00,LONG,3652,1.0,26.0,0.024483982
2012-12-10 00:00:00+00,LONG,2720,1.0,15.0,0.051833954
2012-12-10 00:00:00+00,LONG,1404,0.0,24.0,0.05640205
2012-12-11 00:00:00+00,LONG,1404,0.0,25.0,0.043342438
2013-02-26 00:00:00+00,LONG,394,0.7337676573029375,14.0,0.040897064
2013-02-27 00:00:00+00,LONG,394,0.650573332988318,15.0,0.020054752
2013-03-19 00:00:00+00,LONG,3895,0.7875874334291515,21.0,0.05619728
2013-04-17 00:00:00+00,LONG,712,0.30256658461933655,28.0,0.055426262
2013-04-18 00:00:00+00,LONG,712,0.27641468898266097,29.0,0.03876412
2013-04-18 00:00:00+00,LONG,2993,1.0,10.0,0.025907641
2013-04-18 00:00:00+00,LONG,1280,0.8480136356536974,17.0,0.022293469
2013-04-19 00:00:00+00,LONG,712,0.2502067472299682,30.0,0.029322885
