time,side,ticker_id,mv_up_composite_labels,weighted_pos_sum_60_df035,dist_lower_bb_50_2.5_df055
2005-12-19 00:00:00+00,LONG,897,0.3929194995241728,0.5311656,-0.03925664
2005-12-20 00:00:00+00,LONG,153,0.1237978463412611,0.5502585,-0.05705826
2005-12-20 00:00:00+00,LONG,897,0.4880927652818394,0.5223704,-0.050643116
2005-12-21 00:00:00+00,LONG,897,0.39438563450778175,0.5279625,-0.059592057
2005-12-27 00:00:00+00,LONG,2067,0.0,0.67762446,0.01553236
2005-12-27 00:00:00+00,LONG,153,0.0,0.56231016,-0.039158247
2005-12-27 00:00:00+00,LONG,897,0.31256217684756854,0.501822,-0.037597556
2005-12-28 00:00:00+00,LONG,2067,0.0,0.673079,0.007143952
2005-12-28 00:00:00+00,LONG,897,0.3398269087243487,0.5155604,-0.056256056
2005-12-28 00:00:00+00,LONG,1195,0.7857142857142857,0.5264832,-0.035698585
2005-12-29 00:00:00+00,LONG,2067,0.0,0.65963924,-0.020577129
2005-12-29 00:00:00+00,LONG,897,0.3506667812093926,0.5155604,-0.04913612
2005-12-29 00:00:00+00,LONG,1195,0.75,0.5326965,-0.047224432
2005-12-30 00:00:00+00,LONG,2067,0.0,0.65963924,-0.02070282
2005-12-30 00:00:00+00,LONG,1195,0.7142857142857143,0.5365202,-0.05576885
2006-01-03 00:00:00+00,LONG,2067,0.0,0.5975894,0.018038258
2006-01-04 00:00:00+00,LONG,2067,0.0,0.6128354,-0.018290896
2006-01-04 00:00:00+00,LONG,843,1.0,0.51012725,-0.041263767
2006-01-04 00:00:00+00,LONG,3915,0.0,0.52134126,-0.057821516
2006-01-05 00:00:00+00,LONG,2067,0.0,0.6128354,-0.034410406
2006-01-05 00:00:00+00,LONG,843,0.9565217391304348,0.52745533,-0.0573123
2006-01-06 00:00:00+00,LONG,2067,0.0,0.6176431,-0.059250727
2006-01-10 00:00:00+00,LONG,234,1.0,0.5133472,0.010965987
2006-01-11 00:00:00+00,LONG,234,0.9545454545454546,0.54086286,-0.02248733
2006-01-12 00:00:00+00,LONG,234,0.9090909090909091,0.5612406,-0.049440555
2006-01-12 00:00:00+00,LONG,2297,0.23072972877603776,0.5442983,-0.046402108
2006-01-18 00:00:00+00,LONG,157,0.6104018359654962,0.5530746,0.007761174
2006-01-19 00:00:00+00,LONG,157,0.5181099795165645,0.5305461,-0.0012094215
2006-01-20 00:00:00+00,LONG,157,0.9090909090909091,0.497235,0.01278452
2006-01-20 00:00:00+00,LONG,2297,0.0,0.569462,-0.04303956
2006-01-20 00:00:00+00,LONG,2568,1.0,0.5639595,-0.048857648
2006-01-20 00:00:00+00,LONG,2640,0.1008863001693077,0.661135,-0.027996667
2006-01-23 00:00:00+00,LONG,2064,0.0,0.4937608,-0.034631748
2006-01-23 00:00:00+00,LONG,157,0.6241627460736752,0.51487225,-0.012852717
2006-01-23 00:00:00+00,LONG,2640,0.10990177676966349,0.6448206,-0.030929735
2006-01-24 00:00:00+00,LONG,2064,0.0,0.50899374,-0.048789967
2006-01-24 00:00:00+00,LONG,157,0.7042800358861886,0.54103315,-0.04496517
2006-01-24 00:00:00+00,LONG,3818,0.9827586206896551,0.4848584,-0.03772388
2006-01-25 00:00:00+00,LONG,2064,0.0,0.50899374,-0.030595459
2006-01-25 00:00:00+00,LONG,157,0.0,0.54103315,-0.04922193
2006-01-25 00:00:00+00,LONG,3818,0.3658261554551903,0.4978766,-0.053118818
2006-01-26 00:00:00+00,LONG,2064,0.0,0.50584435,-0.050666712
2006-01-26 00:00:00+00,LONG,157,0.7272727272727273,0.5264914,-0.04308714
2006-01-27 00:00:00+00,LONG,2064,0.0,0.49093732,-0.05156811
2006-02-10 00:00:00+00,LONG,3837,0.0,0.59994006,-0.04196952
2006-02-14 00:00:00+00,LONG,3773,0.0,0.521116,-0.048291117
2006-02-14 00:00:00+00,LONG,3897,1.0,0.53701836,-0.019468151
2006-02-15 00:00:00+00,LONG,3897,0.10107510965013039,0.5536428,-0.04792825
2006-02-17 00:00:00+00,LONG,2670,0.08120861408743588,0.5591109,-0.051809132
2006-02-17 00:00:00+00,LONG,3897,0.925,0.5988085,-0.0600686
2006-02-21 00:00:00+00,LONG,2568,0.0,0.5050631,-0.052071895
2006-02-21 00:00:00+00,LONG,2670,0.9824561403508771,0.5581801,-0.06033174
2006-02-21 00:00:00+00,LONG,3897,0.9,0.5988085,-0.05310273
2006-02-22 00:00:00+00,LONG,2670,0.9649122807017544,0.5455582,-0.05303237
2006-02-22 00:00:00+00,LONG,1790,0.7375482838020935,0.6069724,-0.035278823
2006-02-23 00:00:00+00,LONG,1790,0.7028122256873867,0.6084201,-0.05865555
2006-02-24 00:00:00+00,LONG,1790,0.637134280660567,0.6084201,-0.057649277
2006-02-27 00:00:00+00,LONG,1790,0.5964938532506776,0.6084201,-0.05468816
2006-02-28 00:00:00+00,LONG,1790,0.47770835041248266,0.6097125,-0.058232218
2006-03-06 00:00:00+00,LONG,3114,0.0,0.51378006,-0.047272667
2006-03-07 00:00:00+00,LONG,3114,0.0,0.5198163,-0.05046091
2006-03-07 00:00:00+00,LONG,1762,0.0,0.5120125,-0.05865908
2006-03-07 00:00:00+00,LONG,3897,0.0,0.5128867,-0.053348813
2006-03-08 00:00:00+00,LONG,3114,0.0,0.5198163,-0.039344475
2006-03-08 00:00:00+00,LONG,3573,1.0,0.62484264,-0.048892036
2006-03-08 00:00:00+00,LONG,3897,0.0,0.5161142,-0.05674847
2006-03-09 00:00:00+00,LONG,3114,0.0,0.50585467,-0.013013278
2006-03-09 00:00:00+00,LONG,3573,0.9787234042553191,0.62484264,-0.05759603
2006-03-09 00:00:00+00,LONG,1762,0.96,0.515473,-0.055524524
2006-03-09 00:00:00+00,LONG,3897,0.0,0.5161142,-0.043986026
2006-03-10 00:00:00+00,LONG,2619,0.5222650583543641,0.5445886,-0.0113482475
2006-03-10 00:00:00+00,LONG,3114,0.0,0.54891026,-0.057070747
2006-03-10 00:00:00+00,LONG,1762,0.0,0.5161985,-0.055652652
