time,side,ticker_id,mv_up_composite_labels,price_drift_abs_21_df006,dist_lower_bb_20_2.5_df055,price_drift_21_df005,accel_price_1_df021,price_eps_diff_pct_df082
2010-05-25 00:00:00+00,LONG,4112,1.0,0.13384908,-0.06130819,-0.13384908,0.012200763,10.63
2010-05-25 00:00:00+00,LONG,2107,0.7316516320753038,0.1564199,-0.05902218,-0.1564199,0.034760192,-47.02
2010-05-25 00:00:00+00,LONG,2253,0.8383892228819839,0.13571995,-0.057120945,-0.13571995,0.01886848,-23.72
2010-05-25 00:00:00+00,LONG,270,0.3953845727607283,0.1536193,-0.07071591,-0.1536193,0.0050246557,-46.34
2010-05-25 00:00:00+00,LONG,433,1.0,0.132521,-0.04412534,-0.132521,-0.01150439,-17.77
2010-05-25 00:00:00+00,LONG,555,0.38182866584021824,0.14777948,-0.05546096,-0.14777948,0.0018503979,-50.18
2010-05-25 00:00:00+00,LONG,617,1.0,0.1583469,-0.04294546,-0.1583469,-0.0023150926,-12.8
2010-05-25 00:00:00+00,LONG,631,1.0,0.13424033,-0.102502644,-0.13424033,-0.01574208,-60.47
2010-05-25 00:00:00+00,LONG,2818,0.42128201904497303,0.1631804,-0.037873976,-0.1631804,-0.008513576,-27.53
2010-05-25 00:00:00+00,LONG,1004,0.8590676265119566,0.17062415,-0.05898921,-0.17062415,-0.0027767753,-32.49
2010-05-25 00:00:00+00,LONG,3098,0.0,0.14979386,-0.06142902,-0.14979386,0.039906763,-61.42
2010-05-25 00:00:00+00,LONG,1195,0.23240890470816286,0.1763876,-0.11827837,-0.1763876,0.022526465,-38.38
2010-05-25 00:00:00+00,LONG,1262,1.0,0.13614744,-0.030148823,-0.13614744,0.0034368825,25.95
2010-05-25 00:00:00+00,LONG,3469,0.0,0.1485053,-0.017164402,-0.1485053,0.0042841784,-61.16
2010-05-25 00:00:00+00,LONG,3513,0.6538116955791261,0.16400388,-0.05640571,-0.16400388,4.0030692E-4,-14.55
2010-05-25 00:00:00+00,LONG,1474,1.0,0.136278,-0.06372575,-0.136278,0.019709852,-39.44
2010-05-25 00:00:00+00,LONG,1536,1.0,0.15915494,-0.07468517,-0.15915494,-0.03241491,-46.04
2010-05-25 00:00:00+00,LONG,3613,0.6424644818664658,0.16613232,-0.0715885,-0.16613232,0.007640449,109.1
2010-05-25 00:00:00+00,LONG,3804,1.0,0.14011209,-0.032128923,-0.14011209,5.5743253E-4,-12.97
2010-05-25 00:00:00+00,LONG,3815,0.0,0.16848083,-0.050742652,-0.16848083,0.030318948,18.0
2010-05-25 00:00:00+00,LONG,1922,0.6515585681255953,0.15116732,-0.07532336,-0.15116732,0.017455637,-44.06
2010-05-25 00:00:00+00,LONG,1949,0.3892349862008496,0.1546083,-0.045596316,-0.1546083,0.017807692,-15.58
2010-05-26 00:00:00+00,LONG,487,0.9583333333333334,0.14858867,-0.056643594,-0.14858867,0.023261461,-29.61
2010-05-26 00:00:00+00,LONG,2613,0.0,0.16031235,-0.07341759,-0.16031235,0.0021750778,32.21
2010-05-26 00:00:00+00,LONG,1004,0.7819896945179051,0.14225648,-0.07677866,-0.14225648,0.023226993,-32.91
2010-05-26 00:00:00+00,LONG,1195,0.2681766389278568,0.14793655,-0.11712287,-0.14793655,-0.010923775,-38.53
2010-05-26 00:00:00+00,LONG,3513,0.43589159564195645,0.15573756,-0.056380313,-0.15573756,-0.008693373,-15.94
2010-05-26 00:00:00+00,LONG,3613,0.5453627911630098,0.13836478,-0.0889277,-0.13836478,0.015627053,108.73
2010-05-26 00:00:00+00,LONG,1922,0.8695652173913043,0.14010334,-0.07499859,-0.14010334,-0.01054847,-44.64
2010-05-26 00:00:00+00,LONG,2004,0.0,0.17412108,-0.13888375,-0.17412108,-0.017120749,88.42
2010-05-27 00:00:00+00,LONG,487,0.0,0.13774441,-0.08863313,-0.13774441,0.013499497,-29.85
2010-05-27 00:00:00+00,LONG,1536,0.9285714285714286,0.13556337,-0.08616106,-0.13556337,-0.028056951,-45.8
2010-05-28 00:00:00+00,LONG,3513,0.0,0.13403647,-0.101611026,-0.13403647,-0.036667064,-8.8
2010-06-01 00:00:00+00,LONG,1195,0.24138789771732888,0.13296513,-0.10600874,-0.13296513,-0.004019986,-36.48
2010-06-01 00:00:00+00,LONG,3794,0.0,0.13669725,-0.06011413,-0.13669725,0.003053459,-59.51
2010-06-03 00:00:00+00,LONG,4123,0.0,0.13801971,-0.14698665,-0.13801971,5.893563E-5,-34.64
2010-06-03 00:00:00+00,LONG,93,0.0,0.13953489,-0.14062132,-0.13953489,-0.025913518,-51.23
2010-06-04 00:00:00+00,LONG,796,1.0,0.15159236,-0.049936134,-0.15159236,-0.040076837,-12.95
2010-06-08 00:00:00+00,LONG,610,0.0,0.13479623,-0.05566844,-0.13479623,0.013610043,-57.22
2010-06-09 00:00:00+00,LONG,2397,0.9830508474576272,0.13688563,-0.061990447,-0.13688563,-0.020166244,-59.2
2010-06-09 00:00:00+00,LONG,610,0.0,0.17575757,-0.068558924,-0.17575757,-0.0019703922,-58.02
2010-06-09 00:00:00+00,LONG,796,0.9032258064516129,0.15432873,-0.08316667,-0.15432873,-0.028881585,-12.47
2010-06-09 00:00:00+00,LONG,3293,0.8117371994924988,0.13170865,-0.052074306,-0.13170865,-0.0279661,-45.86
2010-06-09 00:00:00+00,LONG,3694,1.0,0.16082953,-0.02704876,-0.16082953,-0.0247593,-40.24
2010-06-10 00:00:00+00,LONG,610,0.0,0.15349545,-0.107143365,-0.15349545,0.038389813,-57.97
2010-06-10 00:00:00+00,LONG,1888,0.0,0.13870475,-0.114018254,-0.13870475,0.028385447,28.84
2010-06-11 00:00:00+00,LONG,101,0.8928571428571429,0.1448841,-0.09250775,-0.1448841,-0.03761195,-41.12
2010-06-11 00:00:00+00,LONG,610,0.0,0.15271659,-0.14560832,-0.15271659,0.012009584,-56.55
2010-06-14 00:00:00+00,LONG,610,0.0,0.15036497,-0.14846568,-0.15036497,-0.027241131,-56.02
2010-07-01 00:00:00+00,LONG,714,0.0,0.15469763,-0.08920893,-0.15469763,0.03206575,-62.47
2010-07-01 00:00:00+00,LONG,995,0.0,0.14761661,-0.077339895,-0.14761661,0.022510152,-60.13
2010-07-01 00:00:00+00,LONG,3693,1.0,0.13582733,-0.08875423,-0.13582733,0.031181045,-0.87
2010-07-02 00:00:00+00,LONG,4172,0.6988592330641495,0.16828622,-0.04467353,-0.16828622,-0.0019496741,-29.84
2010-07-02 00:00:00+00,LONG,2330,0.9642857142857143,0.13397513,-0.061751638,-0.13397513,-6.0780445E-4,19.89
2010-07-02 00:00:00+00,LONG,401,1.0,0.15623507,-0.05554205,-0.15623507,0.02969497,-40.28
2010-07-02 00:00:00+00,LONG,1090,0.694470151315613,0.17572156,-0.041781496,-0.17572156,-0.016247787,-5.64
2010-07-02 00:00:00+00,LONG,1300,0.0,0.13315448,-0.04685448,-0.13315448,0.018505607,-30.69
2010-07-02 00:00:00+00,LONG,3359,0.0,0.16526946,-0.0457579,-0.16526946,0.016925247,42.13
2010-07-02 00:00:00+00,LONG,1410,0.9736842105263158,0.1496785,-0.04844037,-0.1496785,-0.03515208,-56.43
2010-07-02 00:00:00+00,LONG,3607,1.0,0.15677203,-0.025131067,-0.15677203,0.0018442874,-55.4
2010-07-02 00:00:00+00,LONG,3629,0.9655172413793104,0.13938552,-0.042043112,-0.13938552,-0.0028564858,-42.52
2010-07-02 00:00:00+00,LONG,1667,0.967741935483871,0.13264807,-0.028274065,-0.13264807,0.006632502,-42.6
2010-07-06 00:00:00+00,LONG,304,1.0,0.14172281,-0.049638715,-0.14172281,-0.0021990729,-40.39
2010-07-06 00:00:00+00,LONG,714,0.9259259259259259,0.13613826,-0.10092236,-0.13613826,0.017792096,-62.4
2010-07-06 00:00:00+00,LONG,1090,0.7139547094976856,0.1366843,-0.06423229,-0.1366843,0.022452127,-3.41
2010-07-06 00:00:00+00,LONG,3359,0.0,0.13366033,-0.07117421,-0.13366033,0.013629843,43.45
2010-07-16 00:00:00+00,LONG,243,0.5525335341825988,0.15232535,-0.073325716,-0.15232535,-0.031181276,-51.77
2010-07-16 00:00:00+00,LONG,995,0.0,0.1554878,-0.08971126,-0.1554878,-0.04125802,-60.6
2010-07-19 00:00:00+00,LONG,995,0.0,0.14248705,-0.07058163,-0.14248705,0.036757626,-60.53
2010-07-20 00:00:00+00,LONG,3286,0.0,0.16388953,-0.1496989,-0.16388953,0.029946025,-30.46
2010-07-20 00:00:00+00,LONG,1258,0.7142857142857143,0.13850327,-0.09216372,-0.13850327,0.022256093,-10.87
2010-07-21 00:00:00+00,LONG,304,0.0,0.16516913,-0.14298224,-0.16516913,-0.023148032,-47.57
2010-07-21 00:00:00+00,LONG,3286,0.0,0.16639927,-0.129368,-0.16639927,-0.0328611,-31.63
2010-08-24 00:00:00+00,LONG,2999,1.0,0.15373632,-0.051359173,-0.15373632,0.016711801,-39.95
2010-08-25 00:00:00+00,LONG,2557,0.8220384504064249,0.17351598,-0.13662803,-0.17351598,0.024009308,-54.4
2010-08-25 00:00:00+00,LONG,1004,1.0,0.13551243,-0.07115593,-0.13551243,0.029406706,31.26
2010-08-25 00:00:00+00,LONG,1667,1.0,0.13435115,-0.037602115,-0.13435115,0.0141049,-40.97
2010-08-26 00:00:00+00,LONG,335,0.9830508474576272,0.16621873,-0.05398863,-0.16621873,-0.01818134,43.94
2010-08-26 00:00:00+00,LONG,1745,0.9743589743589743,0.1631664,-0.104135655,-0.1631664,-5.7985133E-4,42.33
2010-08-27 00:00:00+00,LONG,1108,0.875,0.15097205,-0.121538036,-0.15097205,0.03922662,28.03
2010-08-30 00:00:00+00,LONG,2410,0.9347826086956522,0.13578577,-0.07306916,-0.13578577,-0.024962619,-28.69
2010-08-31 00:00:00+00,LONG,157,1.0,0.16468367,-0.07652534,-0.16468367,0.006442929,-0.64
2010-08-31 00:00:00+00,LONG,335,0.9259259259259259,0.17520761,-0.10261556,-0.17520761,0.02273122,44.84
2010-08-31 00:00:00+00,LONG,2410,0.9130434782608696,0.16200373,-0.07556402,-0.16200373,0.001878223,-28.69
2010-08-31 00:00:00+00,LONG,638,0.8170698718765916,0.13760684,-0.06719617,-0.13760684,0.033225097,-54.18
2010-08-31 00:00:00+00,LONG,874,0.8636363636363636,0.17010258,-0.12175572,-0.17010258,0.036251325,-33.67
2010-08-31 00:00:00+00,LONG,3049,0.8121121416646154,0.14000012,-0.072927825,-0.14000012,0.006884961,-36.82
2010-08-31 00:00:00+00,LONG,1011,1.0,0.13303342,-0.028187785,-0.13303342,-0.012775144,-24.71
2010-08-31 00:00:00+00,LONG,3098,0.7077980624980605,0.13326481,-0.09884475,-0.13326481,0.036632657,-54.54
2010-08-31 00:00:00+00,LONG,3686,1.0,0.17315398,-0.03289904,-0.17315398,-0.039558228,-33.95
2010-09-01 00:00:00+00,LONG,2323,0.9722222222222222,0.16285998,-0.06937623,-0.16285998,-0.005173558,-4.61
2010-09-01 00:00:00+00,LONG,2410,0.8913043478260869,0.1433892,-0.10965054,-0.1433892,0.039496828,-28.41
2010-09-02 00:00:00+00,LONG,2323,0.9444444444444444,0.15118577,-0.100826554,-0.15118577,-0.0065676114,-3.64
2010-09-02 00:00:00+00,LONG,2410,0.8695652173913043,0.14564644,-0.11989684,-0.14564644,-0.018257314,-27.53
2010-09-07 00:00:00+00,LONG,2410,0.8260869565217391,0.14176144,-0.11825187,-0.14176144,-0.034600303,-28.16
2010-09-08 00:00:00+00,LONG,157,0.8076923076923077,0.16213718,-0.1298751,-0.16213718,0.013963769,0.44
2010-09-08 00:00:00+00,LONG,2410,0.8043478260869565,0.13358268,-0.11395025,-0.13358268,0.015454013,-27.85
2010-10-19 00:00:00+00,LONG,135,0.0,0.13586502,-0.09527887,-0.13586502,0.015714312,-45.55
2010-11-23 00:00:00+00,LONG,1668,0.46654598103154926,0.16432272,-0.06598677,-0.16432272,0.009362546,78.78
2010-11-30 00:00:00+00,LONG,2686,1.0,0.13738318,-0.030490026,-0.13738318,0.010212227,-60.41
2010-12-08 00:00:00+00,LONG,3443,1.0,0.15297906,-0.005017222,-0.15297906,-0.022179144,-28.98
2010-12-15 00:00:00+00,LONG,2330,0.0,0.13910387,-0.02313143,-0.13910387,0.003957129,-46.09
2011-02-04 00:00:00+00,LONG,2041,0.362289183621692,0.14816968,-0.030102657,-0.14816968,-0.002266099,11.42
2011-02-10 00:00:00+00,LONG,4112,1.0,0.16455677,-0.07861071,-0.16455677,-0.009493807,30.12
2011-02-11 00:00:00+00,LONG,4112,0.22424307690501244,0.15557644,-0.10066913,-0.15557644,0.03536525,30.75
2011-02-15 00:00:00+00,LONG,4112,0.12169163929147706,0.13427445,-0.10827326,-0.13427445,0.0061944774,31.98
2011-02-16 00:00:00+00,LONG,4112,0.9298245614035088,0.13906223,-0.090026714,-0.13906223,-0.010179359,75.67
2011-03-10 00:00:00+00,LONG,1404,0.43984508918792903,0.14108555,-0.024083182,-0.14108555,0.01950483,-41.67
2011-03-15 00:00:00+00,LONG,4224,0.7547807002062729,0.1376882,-0.023956796,-0.1376882,-0.0042370134,-61.2
2011-03-15 00:00:00+00,LONG,1667,0.570951653820671,0.14929056,-0.07244286,-0.14929056,-0.003250001,-6.56
2011-03-16 00:00:00+00,LONG,3621,0.46437692774281697,0.1381049,-0.064973064,-0.1381049,-0.009010161,-44.82
2011-03-16 00:00:00+00,LONG,1667,0.6106398540277604,0.16312057,-0.06783199,-0.16312057,-0.010903085,-6.58
2011-03-16 00:00:00+00,LONG,1869,0.9772727272727273,0.14050026,-0.049678214,-0.14050026,0.012001988,35.9
2011-03-17 00:00:00+00,LONG,1667,0.5097628002752097,0.1505611,-0.078887455,-0.1505611,0.020006647,-3.2
2011-03-18 00:00:00+00,LONG,2125,0.356748522143537,0.13243084,-0.043331373,-0.13243084,0.006125306,114.57
2011-03-18 00:00:00+00,LONG,2518,1.0,0.14843251,-0.088882506,-0.14843251,0.023512986,-58.61
2011-03-18 00:00:00+00,LONG,2567,0.0,0.13413586,-0.07434343,-0.13413586,-0.029127263,-62.42
2011-03-18 00:00:00+00,LONG,2716,0.21072111615363043,0.16826102,-0.094071746,-0.16826102,0.03190841,-47.59
2011-03-18 00:00:00+00,LONG,1667,0.27291990542568306,0.15895684,-0.075247206,-0.15895684,-0.009924618,-3.2
2011-03-21 00:00:00+00,LONG,2518,0.96875,0.15189873,-0.09449989,-0.15189873,-0.00694723,-59.35
2011-03-22 00:00:00+00,LONG,2613,0.0,0.13544174,-0.075349204,-0.13544174,-0.031273898,60.41
2011-03-22 00:00:00+00,LONG,2659,0.7685516401109781,0.15052916,-0.0033585692,-0.15052916,-0.008423342,28.36
2011-03-22 00:00:00+00,LONG,1919,0.6506333135340736,0.13719809,-0.070009045,-0.13719809,-0.0037267895,-58.09
2011-03-28 00:00:00+00,LONG,2659,0.39518944805333134,0.1374176,-0.087191336,-0.1374176,-0.009132062,26.68
2011-03-29 00:00:00+00,LONG,2659,0.4449261134884278,0.14231157,-0.10920012,-0.14231157,0.016237525,23.82
2011-03-31 00:00:00+00,LONG,2659,0.4030512103634268,0.14298652,-0.11995106,-0.14298652,-0.018788168,22.44
2011-04-01 00:00:00+00,LONG,2659,0.2699230415386622,0.14815228,-0.13521092,-0.14815228,0.024645114,25.1
2011-04-04 00:00:00+00,LONG,2659,0.35007619348578356,0.13874054,-0.14781971,-0.13874054,5.344258E-4,25.62
2011-04-05 00:00:00+00,LONG,1423,0.0,0.14121436,-0.120651424,-0.14121436,-0.014803193,-43.28
2011-04-06 00:00:00+00,LONG,1423,0.0,0.14664136,-0.1374253,-0.14664136,0.019637946,-42.12
2011-04-08 00:00:00+00,LONG,1423,0.0,0.13519898,-0.13189697,-0.13519898,0.0036939778,-41.13
2011-04-11 00:00:00+00,LONG,1423,0.0,0.14864865,-0.1136939,-0.14864865,-0.013169091,-40.98
2011-04-12 00:00:00+00,LONG,1423,0.0,0.13948794,-0.08139338,-0.13948794,-5.8050966E-4,-40.52
2011-05-17 00:00:00+00,LONG,2690,1.0,0.14509834,-0.07775426,-0.14509834,-0.004783817,-58.9
2011-05-20 00:00:00+00,LONG,2690,0.0,0.1382424,-0.12989333,-0.1382424,-0.0053074,-58.99
2011-05-20 00:00:00+00,LONG,2776,0.0,0.15679824,-0.10467893,-0.15679824,-0.026656205,-12.08
2011-05-23 00:00:00+00,LONG,2690,0.0,0.15726458,-0.11081901,-0.15726458,-0.0121085895,-59.21
2011-05-23 00:00:00+00,LONG,2776,0.0,0.14686099,-0.090745576,-0.14686099,0.013708554,-11.55
2011-05-23 00:00:00+00,LONG,1767,0.0,0.15843897,-0.13270521,-0.15843897,3.944062E-4,37.37
2011-05-24 00:00:00+00,LONG,2690,0.0,0.1376578,-0.119191095,-0.1376578,0.040072203,-58.12
2011-05-24 00:00:00+00,LONG,1767,0.0,0.15757982,-0.113509715,-0.15757982,-0.014664082,37.37
2011-06-08 00:00:00+00,LONG,2323,0.5387360393519661,0.14790867,-0.061909694,-0.14790867,0.02422078,-17.82
2011-06-10 00:00:00+00,LONG,1748,0.0,0.16321483,-0.050855096,-0.16321483,-0.0341289,-27.82
2011-06-13 00:00:00+00,LONG,2936,0.0,0.14570034,-0.02643972,-0.14570034,0.019026376,-50.8
2011-06-13 00:00:00+00,LONG,3443,0.0,0.16228071,-0.011793217,-0.16228071,-0.0060764058,-53.9
2011-06-13 00:00:00+00,LONG,1667,0.0,0.17123936,-0.065039486,-0.17123936,0.025194127,-40.81
2011-06-13 00:00:00+00,LONG,1748,0.0,0.15530656,-0.06183978,-0.15530656,0.018580072,-28.68
2011-06-16 00:00:00+00,LONG,588,0.8230616702667048,0.15359654,-0.078744344,-0.15359654,-2.5734716E-5,-52.4
2011-06-20 00:00:00+00,LONG,712,0.0,0.15359358,-0.04010554,-0.15359358,-0.0038446314,-28.19
2011-06-20 00:00:00+00,LONG,3443,0.0,0.13901345,-0.11810896,-0.13901345,0.010309278,-52.58
2011-06-20 00:00:00+00,LONG,1908,0.0,0.13188143,-0.02752735,-0.13188143,0.030405406,6.88
2011-06-24 00:00:00+00,LONG,3443,0.0,0.14838709,-0.1555385,-0.14838709,-0.029411765,-51.94
2011-06-27 00:00:00+00,LONG,629,0.368269350353892,0.15824683,-0.13675155,-0.15824683,-0.011908267,-33.57
2011-06-27 00:00:00+00,LONG,3357,0.0,0.13601205,-0.0893782,-0.13601205,-0.008304096,-13.41
2011-06-27 00:00:00+00,LONG,3443,0.0,0.1474359,-0.14760047,-0.1474359,0.03698752,-51.9
2011-06-27 00:00:00+00,LONG,1610,0.6652832311637794,0.13696067,-0.06776759,-0.13696067,0.004147826,-6.11
2011-06-28 00:00:00+00,LONG,3443,0.0,0.1392405,-0.14898896,-0.1392405,0.014980634,-51.38
2011-08-08 00:00:00+00,LONG,835,0.22247745124662033,0.13313009,0.017791554,-0.13313009,-0.030713981,16.68
2011-08-08 00:00:00+00,LONG,1324,0.0,0.15559441,0.0245297,-0.15559441,-0.03181629,12.72
2011-08-12 00:00:00+00,LONG,2410,0.9210526315789473,0.16339523,-0.099478684,-0.16339523,-0.013774755,-39.61
2011-08-12 00:00:00+00,LONG,1731,0.0,0.13251166,-0.13198742,-0.13251166,-0.036712635,-11.3
2011-08-12 00:00:00+00,LONG,3903,0.0,0.14272049,-0.1431667,-0.14272049,-0.029669445,-33.43
2011-08-12 00:00:00+00,LONG,4079,0.35865178011429444,0.15833506,-0.12338576,-0.15833506,0.009827196,12.61
2011-08-15 00:00:00+00,LONG,2410,0.0,0.13712284,-0.12691596,-0.13712284,0.0039899647,-39.51
2011-08-15 00:00:00+00,LONG,4079,0.2447119401989745,0.13193294,-0.15507111,-0.13193294,-0.006263658,11.81
2011-08-17 00:00:00+00,LONG,505,0.8666666666666667,0.16024625,-0.13828631,-0.16024625,-0.005527379,13.7
2011-08-18 00:00:00+00,LONG,68,0.0,0.1445583,-0.12067962,-0.1445583,-0.036089852,-58.95
2011-08-18 00:00:00+00,LONG,505,0.8333333333333334,0.15243845,-0.1255657,-0.15243845,-0.005693297,16.56
2011-08-18 00:00:00+00,LONG,834,0.39997344064841595,0.13747646,-0.05211566,-0.13747646,-0.0098187085,-57.05
2011-08-18 00:00:00+00,LONG,3903,0.0,0.14793244,-0.12803335,-0.14793244,-0.036679547,-32.2
2011-08-19 00:00:00+00,LONG,2261,0.7419354838709677,0.1618868,-0.11007018,-0.1618868,0.033370983,-54.74
2011-08-19 00:00:00+00,LONG,2269,0.7931034482758621,0.13435629,-0.0994239,-0.13435629,0.025569053,-49.23
2011-08-19 00:00:00+00,LONG,395,0.0,0.15424116,-0.11176759,-0.15424116,0.03874356,-36.92
2011-08-19 00:00:00+00,LONG,505,0.8,0.14741527,-0.14511153,-0.14741527,0.035412855,19.96
2011-08-19 00:00:00+00,LONG,602,0.0,0.16013585,-0.11261775,-0.16013585,0.033718288,88.25
2011-08-19 00:00:00+00,LONG,2659,0.6371763405165197,0.14438154,-0.054865275,-0.14438154,0.015092712,-12.19
2011-08-19 00:00:00+00,LONG,834,0.36473060625794085,0.13769874,-0.056812048,-0.13769874,0.038966205,-56.62
2011-08-19 00:00:00+00,LONG,975,0.6748978209456309,0.16793446,-0.114094876,-0.16793446,0.031081906,-9.11
2011-08-19 00:00:00+00,LONG,1011,0.75,0.14410365,-0.06866455,-0.14410365,0.023991521,-9.77
2011-08-19 00:00:00+00,LONG,1300,0.1652693093411314,0.15378408,-0.1537516,-0.15378408,0.008116381,36.92
2011-08-19 00:00:00+00,LONG,1631,0.0,0.13448115,-0.1260909,-0.13448115,0.027755534,34.8
2011-08-19 00:00:00+00,LONG,1731,0.7894736842105263,0.16539669,-0.09161159,-0.16539669,0.040060148,-8.06
2011-08-19 00:00:00+00,LONG,3903,0.0,0.16931927,-0.1096902,-0.16931927,0.023033194,-32.34
2011-08-22 00:00:00+00,LONG,2261,0.9545454545454546,0.1553471,-0.112389825,-0.1553471,0.025957407,-53.52
2011-08-22 00:00:00+00,LONG,2410,0.7631578947368421,0.1588886,-0.10820109,-0.1588886,-0.0047955,-36.94
2011-08-22 00:00:00+00,LONG,395,0.0,0.14624809,-0.1133704,-0.14624809,-0.0013675571,-36.6
2011-08-22 00:00:00+00,LONG,505,0.7666666666666666,0.15299356,-0.13734458,-0.15299356,-0.025081389,19.67
2011-08-22 00:00:00+00,LONG,2613,0.5447829436491101,0.13305785,-0.05093715,-0.13305785,0.008595339,51.97
2011-08-22 00:00:00+00,LONG,2659,0.6146684121329554,0.13586305,-0.06893938,-0.13586305,0.02529311,-10.26
2011-08-22 00:00:00+00,LONG,664,0.3231760095146733,0.1346655,-0.082143895,-0.1346655,0.005422394,20.87
2011-08-22 00:00:00+00,LONG,975,0.6494161649824625,0.16060518,-0.124977395,-0.16060518,0.028969329,-8.29
2011-08-22 00:00:00+00,LONG,1011,0.71875,0.13761714,-0.06971753,-0.13761714,0.0126595795,-9.8
2011-08-22 00:00:00+00,LONG,3273,0.7096774193548387,0.17195004,-0.07534787,-0.17195004,0.023992661,0.86
2011-08-22 00:00:00+00,LONG,1300,0.17603507550816433,0.17459795,-0.15816684,-0.17459795,0.027320363,37.59
2011-08-22 00:00:00+00,LONG,3352,0.0,0.16081932,-0.1405489,-0.16081932,0.00736295,23.57
2011-08-22 00:00:00+00,LONG,3355,0.7096774193548387,0.13531598,-0.075675555,-0.13531598,-0.016025782,-31.96
2011-08-22 00:00:00+00,LONG,3539,0.8,0.15664846,-0.13243648,-0.15664846,0.0051187663,-17.14
2011-08-22 00:00:00+00,LONG,1731,0.7631578947368421,0.14647797,-0.104362845,-0.14647797,0.022611313,-6.91
2011-08-22 00:00:00+00,LONG,3903,0.0,0.17327014,-0.11254429,-0.17327014,0.019681381,-31.56
2011-08-22 00:00:00+00,LONG,4032,0.5909090909090908,0.14569144,-0.093465224,-0.14569144,0.010403038,-43.85
2011-08-22 00:00:00+00,LONG,2032,0.38925174549090047,0.15574624,-0.030988006,-0.15574624,0.032652266,-24.96
2011-08-23 00:00:00+00,LONG,4223,0.0,0.15151009,-0.1326785,-0.15151009,0.032705966,-24.03
2011-08-23 00:00:00+00,LONG,2261,0.9090909090909091,0.13483562,-0.13654684,-0.13483562,0.026919048,-54.37
2011-08-23 00:00:00+00,LONG,3137,0.703664474443729,0.15402217,-0.10202024,-0.15402217,0.0383554,-53.01
2011-08-23 00:00:00+00,LONG,3352,0.0,0.14381161,-0.15664369,-0.14381161,0.022568231,24.09
2011-08-23 00:00:00+00,LONG,3683,0.0,0.15329236,-0.12615176,-0.15329236,0.029278314,-42.64
2011-08-24 00:00:00+00,LONG,3137,0.7178808190813168,0.15228157,-0.10179853,-0.15228157,-0.038480815,-54.53
2011-08-24 00:00:00+00,LONG,3352,0.0,0.146305,-0.1543676,-0.146305,-0.021649934,21.99
2011-08-24 00:00:00+00,LONG,3702,0.0,0.15216927,-0.15832612,-0.15216927,-0.026984956,-37.74
2011-08-25 00:00:00+00,LONG,2129,0.0,0.13766234,-0.15774105,-0.13766234,-0.020568825,-31.1
2011-08-25 00:00:00+00,LONG,4187,0.6569741876687561,0.13851878,-0.09880269,-0.13851878,-0.022439428,-56.65
2011-08-25 00:00:00+00,LONG,3137,0.8636363636363636,0.13995238,-0.08152302,-0.13995238,-0.017741533,-53.86
2011-08-25 00:00:00+00,LONG,3683,0.0,0.13306671,-0.13605584,-0.13306671,-0.038032603,-42.98
2011-08-25 00:00:00+00,LONG,3702,0.0,0.15540984,-0.111543395,-0.15540984,-0.026721016,-38.27
2011-08-25 00:00:00+00,LONG,4013,0.0,0.13864057,-0.14419755,-0.13864057,-0.02327352,-52.05
2011-09-02 00:00:00+00,LONG,76,0.0,0.16439658,-0.15596633,-0.16439658,0.003181592,-58.42
2011-09-02 00:00:00+00,LONG,2567,0.0,0.140625,-0.12938397,-0.140625,-0.013047041,-45.51
2011-09-06 00:00:00+00,LONG,76,0.0,0.15491591,-0.15173985,-0.15491591,0.021738695,-58.69
2011-09-12 00:00:00+00,LONG,3330,0.0,0.13990809,-0.002100111,-0.13990809,-0.012665183,-49.86
2011-09-14 00:00:00+00,LONG,3330,0.0,0.16294189,-0.090133004,-0.16294189,0.01819051,-48.95
2011-09-22 00:00:00+00,LONG,2298,1.0,0.1585282,-0.06323411,-0.1585282,0.032564167,-28.23
2011-09-22 00:00:00+00,LONG,2686,0.0,0.1391162,-9.528981E-4,-0.1391162,-0.0013259244,-56.79
2011-09-22 00:00:00+00,LONG,1184,0.0,0.1612411,-0.011762442,-0.1612411,-0.0174178,-53.62
2011-09-22 00:00:00+00,LONG,3841,0.4983403517891695,0.1407767,-0.05703568,-0.1407767,0.005272544,-39.65
2011-09-22 00:00:00+00,LONG,3882,1.0,0.14220184,0.027950173,-0.14220184,-0.040736184,61.21
2011-09-23 00:00:00+00,LONG,2298,0.675214940684503,0.13853115,-0.08628676,-0.13853115,0.017535191,-28.02
2011-09-28 00:00:00+00,LONG,1664,0.9210526315789473,0.13804878,-0.1443967,-0.13804878,-0.016694171,-33.78
2011-09-30 00:00:00+00,LONG,4224,0.7939680499173157,0.13888116,-0.118645236,-0.13888116,-0.01049332,-61.51
2011-09-30 00:00:00+00,LONG,3841,0.2975155823525048,0.16560799,-0.06639357,-0.16560799,-0.031502973,18.31
2011-10-03 00:00:00+00,LONG,4224,0.7777777777777778,0.14623044,-0.08800032,-0.14623044,-0.031352676,-61.26
2011-10-03 00:00:00+00,LONG,588,0.5375314918660975,0.15326633,-0.073774666,-0.15326633,-0.028068297,-58.38
2011-10-03 00:00:00+00,LONG,974,0.0,0.14584698,-0.049768806,-0.14584698,0.03149393,97.0
2011-10-03 00:00:00+00,LONG,3218,0.75,0.13280648,-0.05706172,-0.13280648,0.015189119,-57.03
