time,side,ticker_id,mv_dn_composite_labels,joint_fall_flag_1_5_df042,skew_weighted_10_df037
2005-08-15 00:00:00+00,SHORT,1303,0.513771775337734,0.0,0.62408876
2005-08-15 00:00:00+00,SHORT,3420,0.33350639730519593,0.0,0.58507574
2005-08-15 00:00:00+00,SHORT,1404,0.0,0.0,0.6077026
2005-08-16 00:00:00+00,SHORT,2125,0.0,0.0,0.60801214
2005-08-16 00:00:00+00,SHORT,1064,0.0,0.0,0.5820956
2005-08-16 00:00:00+00,SHORT,1807,0.0,0.0,0.6483051
2005-08-22 00:00:00+00,SHORT,2070,0.31428594580660985,0.0,0.55945057
2005-08-25 00:00:00+00,SHORT,39,0.0,0.0,0.6531961
2005-08-25 00:00:00+00,SHORT,3255,0.0,0.0,0.6193395
2005-08-26 00:00:00+00,SHORT,3148,0.875,0.0,0.57869124
2005-08-30 00:00:00+00,SHORT,2703,0.0,0.0,0.587912
2005-08-30 00:00:00+00,SHORT,1176,0.2128230959607697,0.0,0.56518626
2005-08-30 00:00:00+00,SHORT,1360,0.8333333333333334,0.0,0.62251496
2005-08-31 00:00:00+00,SHORT,2818,0.0,0.0,0.58804464
2005-08-31 00:00:00+00,SHORT,1176,0.21235632771342378,0.0,0.6527639
2005-09-01 00:00:00+00,SHORT,870,1.0,0.0,0.65862304
2005-09-01 00:00:00+00,SHORT,3116,0.0,0.0,0.62393814
2005-09-01 00:00:00+00,SHORT,1396,0.7413458699032404,0.0,0.6363033
2005-09-02 00:00:00+00,SHORT,2518,0.0,0.0,0.68161476
2005-09-06 00:00:00+00,SHORT,2518,0.0,0.0,0.6365141
2005-09-07 00:00:00+00,SHORT,2518,0.0,0.0,0.5996798
2005-09-07 00:00:00+00,SHORT,1205,0.3502243996998492,0.0,0.669406
2005-09-08 00:00:00+00,SHORT,2330,0.5564430284318844,0.0,0.60772634
2005-09-08 00:00:00+00,SHORT,3078,0.8929442242408423,0.0,0.6395954
2005-09-09 00:00:00+00,SHORT,2050,0.6947256725415275,0.0,0.61222667
2005-09-09 00:00:00+00,SHORT,4118,0.5199279267899972,0.0,0.5670534
2005-09-09 00:00:00+00,SHORT,3124,0.897953272333224,0.0,0.6299796
2005-09-09 00:00:00+00,SHORT,1299,0.5170311403594415,0.0,0.56985456
2005-09-09 00:00:00+00,SHORT,3748,0.469111508332056,0.0,0.5766942
2005-09-12 00:00:00+00,SHORT,2085,0.4031965818851957,0.0,0.5616598
2005-09-12 00:00:00+00,SHORT,2095,0.4186133001778928,0.0,0.6423728
2005-09-12 00:00:00+00,SHORT,76,0.15063050078337953,0.0,0.6510232
2005-09-12 00:00:00+00,SHORT,401,0.46254432477530627,0.0,0.587446
2005-09-12 00:00:00+00,SHORT,443,0.5,0.0,0.5852156
2005-09-12 00:00:00+00,SHORT,2518,0.0,0.0,0.6468847
2005-09-12 00:00:00+00,SHORT,2582,0.0,0.0,0.6649776
2005-09-12 00:00:00+00,SHORT,3078,0.7525583921204505,0.0,0.617359
2005-09-12 00:00:00+00,SHORT,3748,0.3821328405232513,0.0,0.5705549
2005-09-13 00:00:00+00,SHORT,1090,0.9,0.0,0.60449487
2005-09-13 00:00:00+00,SHORT,1471,0.8448806846368153,0.0,0.6727471
2005-09-13 00:00:00+00,SHORT,3748,0.0,0.0,0.66097087
2005-09-14 00:00:00+00,SHORT,1022,0.045622391306887215,0.0,0.57918423
2005-09-14 00:00:00+00,SHORT,4000,0.0,0.0,0.60663015
2005-09-15 00:00:00+00,SHORT,2546,0.5659716781397348,0.0,0.6697967
2005-09-15 00:00:00+00,SHORT,2993,1.0,0.0,0.67080104
2005-09-16 00:00:00+00,SHORT,2546,0.46256002250373573,0.0,0.6249724
2005-09-16 00:00:00+00,SHORT,1114,0.8764243747077475,0.0,0.6652529
2005-09-16 00:00:00+00,SHORT,3531,0.902500294143316,0.0,0.6796681
2005-09-20 00:00:00+00,SHORT,3456,1.0,0.0,0.6804673
2005-09-26 00:00:00+00,SHORT,3352,0.6794008521344387,0.0,0.60902214
2005-09-28 00:00:00+00,SHORT,3013,0.5285774135553772,0.0,0.60423446
2005-09-28 00:00:00+00,SHORT,3352,0.46593824235948555,0.0,0.64269507
2005-09-28 00:00:00+00,SHORT,1615,0.22516414142125896,0.0,0.6388471
2005-09-29 00:00:00+00,SHORT,3236,0.3417747524902188,0.0,0.56538033
2005-09-29 00:00:00+00,SHORT,3352,0.4322622439889437,0.0,0.6423027
2005-09-29 00:00:00+00,SHORT,3754,0.48999192819101395,0.0,0.562583
2005-09-30 00:00:00+00,SHORT,559,0.2712297796499834,0.0,0.65642786
2005-09-30 00:00:00+00,SHORT,3116,0.8408729824060686,0.0,0.6115451
2005-10-03 00:00:00+00,SHORT,2116,1.0,0.0,0.5810276
2005-10-03 00:00:00+00,SHORT,191,0.25422856674801236,0.0,0.6440145
