time,side,ticker_id,mv_up_composite_labels,price_drift_abs_21_df006,dist_lower_bb_50_2.0_df055,joint_fall_flag_5_20_df042
2010-02-05 00:00:00+00,LONG,1748,1.0,0.12615508,0.021190332,0.0
2010-02-05 00:00:00+00,LONG,3824,0.39980737026207885,0.16797215,0.017417738,0.0
2010-02-05 00:00:00+00,LONG,3861,1.0,0.17320235,0.0116185695,0.0
2010-02-05 00:00:00+00,LONG,3947,1.0,0.1712814,-0.008043675,0.0
2010-02-05 00:00:00+00,LONG,4034,0.0,0.10516298,-0.0021969234,0.0
2010-02-05 00:00:00+00,LONG,2004,0.0,0.1851164,0.008106912,0.0
2010-02-05 00:00:00+00,LONG,4086,0.0,0.19398382,0.03471271,0.0
2010-02-08 00:00:00+00,LONG,19,0.753162289305891,0.13920015,0.020523906,0.0
2010-02-08 00:00:00+00,LONG,2067,0.9821428571428571,0.19283277,0.04094536,0.0
2010-02-08 00:00:00+00,LONG,2090,0.9791666666666666,0.15829426,0.0055297944,0.0
2010-02-08 00:00:00+00,LONG,68,0.7912397818865647,0.14404343,-0.004726917,0.0
2010-02-08 00:00:00+00,LONG,248,0.5184207590387658,0.1313189,-0.0020443923,0.0
2010-02-08 00:00:00+00,LONG,2518,0.0,0.14197803,0.009286753,0.0
2010-02-08 00:00:00+00,LONG,475,0.9807692307692307,0.10783779,0.021025231,0.0
2010-02-08 00:00:00+00,LONG,2536,0.0,0.19198056,-0.0017891322,0.0
2010-02-08 00:00:00+00,LONG,2541,0.2919113466574829,0.16476932,0.026299248,0.0
2010-02-08 00:00:00+00,LONG,498,0.0,0.15315615,0.008501104,0.0
2010-02-08 00:00:00+00,LONG,2548,0.0,0.12141853,-0.00791859,0.0
2010-02-08 00:00:00+00,LONG,2569,0.26623759342690895,0.14087321,-0.00196665,0.0
2010-02-08 00:00:00+00,LONG,540,0.0,0.13736565,0.029340064,0.0
2010-02-08 00:00:00+00,LONG,638,0.0,0.114265434,-0.004106295,0.0
2010-02-08 00:00:00+00,LONG,684,1.0,0.14898609,0.012549044,0.0
2010-02-08 00:00:00+00,LONG,2761,0.6890664255573784,0.14159292,0.0063775317,0.0
2010-02-08 00:00:00+00,LONG,2830,1.0,0.11299435,0.0068421643,0.0
2010-02-08 00:00:00+00,LONG,838,0.9666666666666667,0.13518636,0.008927601,0.0
2010-02-08 00:00:00+00,LONG,843,0.5947874774810242,0.17620458,0.005259454,0.0
2010-02-08 00:00:00+00,LONG,903,1.0,0.14497042,0.009490164,0.0
2010-02-08 00:00:00+00,LONG,3013,0.0,0.19531599,0.029058838,0.0
2010-02-08 00:00:00+00,LONG,974,0.9791666666666666,0.1491253,0.0037036291,0.0
2010-02-08 00:00:00+00,LONG,1069,0.9836065573770492,0.12727273,0.011091204,0.0
2010-02-08 00:00:00+00,LONG,1081,0.4566936027612903,0.15440689,0.013608342,0.0
2010-02-08 00:00:00+00,LONG,1184,0.0,0.1601674,0.027822152,0.0
2010-02-08 00:00:00+00,LONG,3287,1.0,0.113187954,0.024707673,0.0
2010-02-08 00:00:00+00,LONG,1297,0.0,0.14474788,0.011928703,0.0
2010-02-08 00:00:00+00,LONG,1298,0.0,0.16974595,0.021624532,0.0
2010-02-08 00:00:00+00,LONG,3378,0.5697775187468672,0.11440482,0.010666027,0.0
2010-02-08 00:00:00+00,LONG,3420,0.0,0.12595358,0.025055699,0.0
2010-02-08 00:00:00+00,LONG,1434,0.16717739170321025,0.114170074,0.0014591358,0.0
2010-02-08 00:00:00+00,LONG,3573,0.9836065573770492,0.16054389,0.0131538,0.0
2010-02-08 00:00:00+00,LONG,3693,0.9830508474576272,0.18341836,-0.0074767545,0.0
2010-02-08 00:00:00+00,LONG,3694,0.0,0.18162183,0.020752184,0.0
2010-02-08 00:00:00+00,LONG,1710,0.0,0.1495469,-0.010542308,0.0
2010-02-08 00:00:00+00,LONG,1748,0.9821428571428571,0.10801964,0.011845385,0.0
2010-02-08 00:00:00+00,LONG,1762,1.0,0.18972072,0.032741062,0.0
2010-02-08 00:00:00+00,LONG,3824,0.36991174396262355,0.1350135,0.006016597,0.0
2010-02-08 00:00:00+00,LONG,3861,0.96875,0.18042043,0.022901425,0.0
2010-02-08 00:00:00+00,LONG,3947,0.9803921568627451,0.1916533,0.005082824,0.0
2010-02-08 00:00:00+00,LONG,2004,0.0,0.15882154,0.0068116807,0.0
2010-02-08 00:00:00+00,LONG,4059,0.0,0.10589348,0.010550609,0.0
2010-02-08 00:00:00+00,LONG,4086,0.0,0.19068703,0.008556345,0.0
2010-02-09 00:00:00+00,LONG,2050,0.31471749608666916,0.18804538,0.013064128,0.0
2010-02-09 00:00:00+00,LONG,19,0.656054895578332,0.12943871,-0.007285197,0.0
2010-02-09 00:00:00+00,LONG,2105,0.21279108123800639,0.18444142,-0.0099618435,0.0
2010-02-09 00:00:00+00,LONG,2541,0.25483034973786894,0.17797102,0.0032474734,0.0
2010-02-09 00:00:00+00,LONG,540,0.0,0.12573247,0.0030631868,0.0
2010-02-09 00:00:00+00,LONG,730,1.0,0.14037855,0.031188373,0.0
2010-02-09 00:00:00+00,LONG,1184,0.0,0.14418164,-0.002513635,0.0
2010-02-09 00:00:00+00,LONG,3287,0.9642857142857143,0.105772555,0.009217673,0.0
2010-02-09 00:00:00+00,LONG,1297,0.0,0.12887515,-0.005403826,0.0
2010-02-09 00:00:00+00,LONG,1762,0.9830508474576272,0.17319046,0.0019454182,0.0
2010-02-09 00:00:00+00,LONG,3824,0.339119126657438,0.13513513,6.271824E-4,0.0
2010-02-09 00:00:00+00,LONG,4005,1.0,0.19031338,0.0036189866,0.0
2010-02-10 00:00:00+00,LONG,4169,0.9,0.1159932,-0.00417374,0.0
2010-02-10 00:00:00+00,LONG,475,0.9454545454545454,0.11873935,8.550586E-4,0.0
2010-02-10 00:00:00+00,LONG,2541,0.24847870450513085,0.16603333,-0.007254221,0.0
2010-02-10 00:00:00+00,LONG,638,0.0,0.11459075,-0.007600228,0.0
2010-02-10 00:00:00+00,LONG,2761,0.5955660115474376,0.12564103,-0.006614754,0.0
2010-02-10 00:00:00+00,LONG,730,0.9833333333333333,0.12618296,0.009252227,0.0
2010-02-10 00:00:00+00,LONG,1184,0.0,0.16552237,-0.0034028182,0.0
2010-02-10 00:00:00+00,LONG,1297,0.0,0.13599628,-0.0090626655,0.0
2010-02-10 00:00:00+00,LONG,1298,0.0,0.18095958,0.003351955,0.0
2010-02-10 00:00:00+00,LONG,3420,0.0,0.13940461,0.015199175,0.0
2010-02-10 00:00:00+00,LONG,3573,0.4746486648189472,0.1721731,-0.008695277,0.0
2010-02-10 00:00:00+00,LONG,1790,0.7451055896339077,0.14570904,0.019181311,0.0
2010-02-10 00:00:00+00,LONG,4005,0.9830508474576272,0.17918743,-0.009704183,0.0
2010-02-10 00:00:00+00,LONG,2004,0.0,0.15783498,-0.0033787221,0.0
2010-02-11 00:00:00+00,LONG,540,0.0,0.13070826,8.817341E-4,0.0
2010-02-11 00:00:00+00,LONG,1184,0.0,0.14774673,-0.0066418834,0.0
2010-02-11 00:00:00+00,LONG,3335,0.435827842397325,0.13602422,0.0019645668,0.0
2010-02-11 00:00:00+00,LONG,3652,0.5650691027317806,0.1268541,0.023293253,0.0
2010-02-11 00:00:00+00,LONG,1790,0.6857581011309153,0.11467783,-0.008211577,0.0
2010-02-11 00:00:00+00,LONG,2004,0.0,0.161543,-0.01008808,0.0
2010-02-12 00:00:00+00,LONG,540,0.0,0.13474229,-0.0044612857,0.0
2010-02-12 00:00:00+00,LONG,2617,0.5206798874718648,0.11514563,0.0021786361,0.0
2010-02-12 00:00:00+00,LONG,934,1.0,0.13681869,0.0023940478,0.0
2010-02-12 00:00:00+00,LONG,3021,1.0,0.12252811,-0.00905957,0.0
2010-02-12 00:00:00+00,LONG,1205,1.0,0.1119847,0.020831507,0.0
2010-02-12 00:00:00+00,LONG,3335,0.0,0.14685453,-0.0071825352,0.0
2010-02-12 00:00:00+00,LONG,3420,0.0,0.10734741,-0.0079585975,0.0
2010-02-12 00:00:00+00,LONG,3652,0.6049155576459404,0.14222713,0.027735079,0.0
2010-02-12 00:00:00+00,LONG,3828,1.0,0.14776249,0.037457503,0.0
2010-02-12 00:00:00+00,LONG,4013,1.0,0.11013387,-0.0070182336,0.0
2010-02-12 00:00:00+00,LONG,2018,0.9811320754716981,0.119626924,0.004807725,0.0
2010-02-16 00:00:00+00,LONG,3652,0.4653830336119124,0.12524676,-0.00256257,0.0
2010-02-16 00:00:00+00,LONG,3828,0.9824561403508771,0.13814571,0.011094513,0.0
2010-02-25 00:00:00+00,LONG,675,1.0,0.14511873,0.031396125,0.0
2010-03-04 00:00:00+00,LONG,3124,0.38186619078586026,0.18815084,0.04022759,0.0
2010-03-05 00:00:00+00,LONG,3124,0.0,0.18596448,0.0106964875,0.0
2010-03-08 00:00:00+00,LONG,3124,0.37655917384333865,0.1520218,0.007546823,0.0
2010-03-09 00:00:00+00,LONG,3124,0.2470956937676474,0.14270177,0.0013498762,0.0
2010-03-26 00:00:00+00,LONG,1826,0.0,0.11814448,-0.0068319645,0.0
2010-04-27 00:00:00+00,LONG,1767,0.0,0.106124274,0.012406454,0.0
2010-04-29 00:00:00+00,LONG,1437,0.0,0.14057632,0.019328825,0.0
2010-04-30 00:00:00+00,LONG,1437,0.5055250401843561,0.16890292,0.057141464,0.0
2010-05-03 00:00:00+00,LONG,498,0.0,0.13468966,0.014111883,0.0
2010-05-03 00:00:00+00,LONG,1437,0.0,0.15698586,0.032547817,0.0
2010-05-04 00:00:00+00,LONG,1437,0.0,0.15641814,0.0074859904,0.0
2010-05-05 00:00:00+00,LONG,4112,0.0,0.11245141,0.010285342,0.0
2010-05-05 00:00:00+00,LONG,1437,0.0,0.15079059,0.0018378263,0.0
2010-05-06 00:00:00+00,LONG,1195,0.0,0.19365819,0.08095717,0.0
2010-05-06 00:00:00+00,LONG,1437,0.48681522862702553,0.13077834,-0.0012765249,0.0
2010-05-06 00:00:00+00,LONG,2018,0.0,0.10591318,0.028567327,0.0
2010-05-07 00:00:00+00,LONG,5,0.972972972972973,0.15496689,0.009367371,0.0
2010-05-07 00:00:00+00,LONG,2567,0.0,0.1899811,0.037667103,0.0
2010-05-07 00:00:00+00,LONG,622,0.8913447876057362,0.1049443,0.027859557,0.0
2010-05-07 00:00:00+00,LONG,791,0.0,0.14281814,0.007558756,0.0
2010-05-07 00:00:00+00,LONG,1195,0.0,0.15890156,0.048102997,0.0
2010-05-07 00:00:00+00,LONG,1250,0.0,0.17957804,0.038615525,0.0
2010-05-07 00:00:00+00,LONG,1437,0.0,0.13591465,3.096757E-4,0.0
2010-05-10 00:00:00+00,LONG,2548,0.4704919759758941,0.16557454,0.039930604,0.0
2010-05-10 00:00:00+00,LONG,1250,0.0,0.16519752,0.022705177,0.0
2010-05-11 00:00:00+00,LONG,2548,0.21152682437612585,0.13705283,0.009142873,0.0
2010-05-11 00:00:00+00,LONG,2567,0.0,0.18484288,0.0019095,0.0
2010-05-11 00:00:00+00,LONG,1250,0.0,0.15047278,-0.0056884717,0.0
2010-05-14 00:00:00+00,LONG,1195,0.0,0.12319086,0.0016225859,0.0
2010-05-17 00:00:00+00,LONG,1195,0.0,0.12033345,-0.0036283059,0.0
2010-05-18 00:00:00+00,LONG,1195,0.0,0.15818441,0.02431701,0.0
2010-05-19 00:00:00+00,LONG,1195,0.0,0.15676293,0.01577394,0.0
2010-05-20 00:00:00+00,LONG,1195,0.2114207438230285,0.19257323,0.03941901,0.0
2010-05-20 00:00:00+00,LONG,3862,0.4570811502917502,0.17358842,-0.0068710735,0.0
2010-05-21 00:00:00+00,LONG,555,0.0,0.123744786,-0.008475961,0.0
2010-05-21 00:00:00+00,LONG,1195,0.0,0.1791577,0.0029676652,0.0
2010-05-21 00:00:00+00,LONG,1288,0.0,0.10559867,-0.0038391459,0.0
2010-05-21 00:00:00+00,LONG,1328,1.0,0.1722365,0.03006688,0.0
2010-05-21 00:00:00+00,LONG,3447,0.5928934479719481,0.112045705,0.016549652,0.0
2010-05-21 00:00:00+00,LONG,3556,0.0,0.10663821,0.010444929,0.0
2010-05-21 00:00:00+00,LONG,2028,0.0,0.12922697,0.0030881516,0.0
2010-05-24 00:00:00+00,LONG,2253,0.9196735661024377,0.13885741,-0.0018126288,0.0
2010-05-24 00:00:00+00,LONG,270,0.379867789672505,0.14799838,0.0012225312,0.0
2010-05-24 00:00:00+00,LONG,555,0.0,0.13513097,-0.0014836508,0.0
2010-05-24 00:00:00+00,LONG,903,0.0,0.117103495,-0.0066450615,0.0
2010-05-24 00:00:00+00,LONG,1195,0.23189942912264258,0.19499196,0.004378114,0.0
2010-05-24 00:00:00+00,LONG,1288,0.9791666666666666,0.12232584,-2.4363548E-4,0.0
2010-05-24 00:00:00+00,LONG,1328,0.49313465736189294,0.17159091,0.0145071875,0.0
2010-05-24 00:00:00+00,LONG,3447,0.581062676624248,0.120809615,0.017327897,0.0
2010-05-24 00:00:00+00,LONG,3556,0.9615384615384616,0.111803204,0.0045630136,0.0
2010-05-24 00:00:00+00,LONG,3744,0.7274864446953014,0.18777293,0.006889772,0.0
2010-05-24 00:00:00+00,LONG,2028,0.0,0.13321294,0.010407033,0.0
2010-05-24 00:00:00+00,LONG,4086,0.0,0.16592577,0.0031539737,0.0
2010-05-25 00:00:00+00,LONG,4112,1.0,0.13384908,-0.004280662,0.0
2010-05-25 00:00:00+00,LONG,2107,0.7316516320753038,0.1564199,0.00538734,0.0
2010-05-25 00:00:00+00,LONG,4163,0.6088994482724622,0.10951095,0.012508454,0.0
2010-05-25 00:00:00+00,LONG,2116,0.0,0.1837388,0.0035646404,0.0
2010-05-25 00:00:00+00,LONG,69,1.0,0.13150492,0.026607905,0.0
2010-05-25 00:00:00+00,LONG,84,1.0,0.1101949,0.016261542,0.0
2010-05-25 00:00:00+00,LONG,2253,0.8383892228819839,0.13571995,-0.009450487,0.0
2010-05-25 00:00:00+00,LONG,2261,0.8413051306641406,0.15623552,-0.0027261332,0.0
2010-05-25 00:00:00+00,LONG,270,0.3953845727607283,0.1536193,-6.1060593E-4,0.0
2010-05-25 00:00:00+00,LONG,2393,0.7944650633622153,0.12312214,-2.1492019E-4,0.0
2010-05-25 00:00:00+00,LONG,417,1.0,0.11965967,0.017336236,0.0
2010-05-25 00:00:00+00,LONG,433,1.0,0.132521,0.027613206,0.0
2010-05-25 00:00:00+00,LONG,555,0.38182866584021824,0.14777948,0.0021953403,0.0
2010-05-25 00:00:00+00,LONG,2638,0.0,0.12947094,0.023880426,0.0
2010-05-25 00:00:00+00,LONG,617,1.0,0.1583469,0.0018526241,0.0
2010-05-25 00:00:00+00,LONG,2818,0.42128201904497303,0.1631804,0.031882912,0.0
2010-05-25 00:00:00+00,LONG,853,1.0,0.13111782,0.028617885,0.0
2010-05-25 00:00:00+00,LONG,862,0.6800031736863265,0.11701624,-0.00619595,0.0
2010-05-25 00:00:00+00,LONG,870,0.4024922810197852,0.18223622,0.008970522,0.0
2010-05-25 00:00:00+00,LONG,2936,0.791198278055139,0.18380517,0.016481392,0.0
2010-05-25 00:00:00+00,LONG,3065,0.0,0.120192304,-0.0060076704,0.0
2010-05-25 00:00:00+00,LONG,3098,0.0,0.14979386,-0.009127362,0.0
2010-05-25 00:00:00+00,LONG,3116,1.0,0.18721461,0.016752908,0.0
2010-05-25 00:00:00+00,LONG,1173,0.31847195907971326,0.111905456,0.017150564,0.0
2010-05-25 00:00:00+00,LONG,1262,1.0,0.13614744,0.023743553,0.0
2010-05-25 00:00:00+00,LONG,1288,0.9583333333333334,0.12796725,-0.003786456,0.0
2010-05-25 00:00:00+00,LONG,1328,0.4938420871899947,0.17333333,0.005980357,0.0
2010-05-25 00:00:00+00,LONG,3447,0.5992229202034912,0.11977004,0.019626414,0.0
2010-05-25 00:00:00+00,LONG,3469,0.0,0.1485053,0.023404434,0.0
2010-05-25 00:00:00+00,LONG,3471,0.7905478923554643,0.13045341,-0.0056693396,0.0
2010-05-25 00:00:00+00,LONG,3513,0.6538116955791261,0.16400388,0.02856008,0.0
2010-05-25 00:00:00+00,LONG,1474,1.0,0.136278,0.006959059,0.0
2010-05-25 00:00:00+00,LONG,3556,0.9230769230769231,0.109958306,0.0033142495,0.0
2010-05-25 00:00:00+00,LONG,1536,1.0,0.15915494,-9.992037E-4,0.0
2010-05-25 00:00:00+00,LONG,3613,0.6424644818664658,0.16613232,-0.0077950214,0.0
2010-05-25 00:00:00+00,LONG,1715,1.0,0.14891435,0.005372152,0.0
2010-05-25 00:00:00+00,LONG,3804,1.0,0.14011209,0.01829664,0.0
2010-05-25 00:00:00+00,LONG,3815,0.0,0.16848083,0.001085654,0.0
2010-05-25 00:00:00+00,LONG,3824,0.3770898170934311,0.12920837,-0.0019119761,0.0
2010-05-25 00:00:00+00,LONG,1897,1.0,0.18158509,0.028903428,0.0
2010-05-25 00:00:00+00,LONG,1949,0.3892349862008496,0.1546083,-0.0076505756,0.0
2010-05-25 00:00:00+00,LONG,1966,0.971364646763756,0.109990396,0.006214478,0.0
2010-05-25 00:00:00+00,LONG,2028,0.0,0.118756495,-0.0044432804,0.0
2010-05-26 00:00:00+00,LONG,4123,0.0,0.18061972,0.010938256,0.0
2010-05-26 00:00:00+00,LONG,2107,0.6315096171492628,0.1293766,-0.00993056,0.0
2010-05-26 00:00:00+00,LONG,2116,0.0,0.15838304,-0.0045619104,0.0
2010-05-26 00:00:00+00,LONG,69,0.962962962962963,0.1079627,0.012111091,0.0
2010-05-26 00:00:00+00,LONG,2261,0.7700890969942771,0.14380322,-0.003913158,0.0
2010-05-26 00:00:00+00,LONG,2270,0.0,0.16215335,-0.005017418,0.0
2010-05-26 00:00:00+00,LONG,270,0.3931263831525122,0.12804878,-0.0018970381,0.0
2010-05-26 00:00:00+00,LONG,309,0.0,0.18108863,0.006123943,0.0
2010-05-26 00:00:00+00,LONG,417,0.9523809523809523,0.11630037,0.018050816,0.0
2010-05-26 00:00:00+00,LONG,2613,0.0,0.16031235,0.0022325313,0.0
2010-05-26 00:00:00+00,LONG,2638,0.0,0.1136233,0.025531203,0.0
2010-05-26 00:00:00+00,LONG,617,0.9583333333333334,0.12844037,-0.010142206,0.0
2010-05-26 00:00:00+00,LONG,2818,0.35483422547156523,0.115162976,0.004116003,0.0
2010-05-26 00:00:00+00,LONG,874,0.0,0.1910468,0.0014151594,0.0
2010-05-26 00:00:00+00,LONG,2936,0.6616811187757754,0.14116634,-0.0049162796,0.0
2010-05-26 00:00:00+00,LONG,897,0.4222129650145366,0.13851254,-0.009606474,0.0
2010-05-26 00:00:00+00,LONG,934,0.0,0.18985936,-0.007232978,0.0
2010-05-26 00:00:00+00,LONG,2990,0.0,0.15270641,0.013915444,0.0
2010-05-26 00:00:00+00,LONG,3116,0.9545454545454546,0.14430209,-0.008475067,0.0
2010-05-26 00:00:00+00,LONG,1262,0.9814814814814815,0.122955784,0.019733906,0.0
2010-05-26 00:00:00+00,LONG,3469,0.0,0.12172471,0.01356962,0.0
2010-05-26 00:00:00+00,LONG,3471,0.7187360798799819,0.116459236,-0.0068967906,0.0
2010-05-26 00:00:00+00,LONG,1447,0.0,0.10960854,0.0010027105,0.0
2010-05-26 00:00:00+00,LONG,3513,0.43589159564195645,0.15573756,0.032444667,0.0
2010-05-26 00:00:00+00,LONG,3521,0.9583333333333334,0.17366137,-0.0013236201,0.0
2010-05-26 00:00:00+00,LONG,3596,0.0,0.17724289,-0.003421535,0.0
2010-05-26 00:00:00+00,LONG,3744,0.7381534022897842,0.16698779,-0.008072068,0.0
2010-05-26 00:00:00+00,LONG,1715,0.9782608695652174,0.13897896,0.012959321,0.0
2010-05-26 00:00:00+00,LONG,3804,0.96,0.12007659,0.011973821,0.0
2010-05-26 00:00:00+00,LONG,3824,0.39446517523567526,0.10754717,0.0036631285,0.0
2010-05-26 00:00:00+00,LONG,1826,0.9545454545454546,0.1882494,-0.0071955253,0.0
2010-05-26 00:00:00+00,LONG,3890,1.0,0.13043478,0.022971233,0.0
2010-05-26 00:00:00+00,LONG,1846,1.0,0.1265748,0.015695153,0.0
2010-05-26 00:00:00+00,LONG,1897,0.9615384615384616,0.14937967,0.024068506,0.0
2010-05-26 00:00:00+00,LONG,2028,0.0,0.11271703,-0.0054146587,0.0
2010-05-26 00:00:00+00,LONG,4086,0.6661160583090091,0.1745246,0.004289285,0.0
2010-05-26 00:00:00+00,LONG,2041,0.9583333333333334,0.1420265,0.015894035,0.0
2010-05-27 00:00:00+00,LONG,4215,0.277527809101807,0.18281847,0.014335223,0.0
2010-05-28 00:00:00+00,LONG,4215,0.2832623060004458,0.1737826,-0.0047879936,0.0
2010-05-28 00:00:00+00,LONG,2482,0.0,0.112168364,-0.0085313395,0.0
2010-05-28 00:00:00+00,LONG,3447,0.5961757896445974,0.10516934,0.0029836157,0.0
2010-06-01 00:00:00+00,LONG,69,0.8518518518518519,0.10522548,-0.008601783,0.0
2010-06-01 00:00:00+00,LONG,93,0.0,0.17937608,-0.008848508,0.0
2010-06-01 00:00:00+00,LONG,2261,0.8772582559938372,0.14950167,-0.009173043,0.0
2010-06-01 00:00:00+00,LONG,2482,0.0,0.11954438,0.0033500833,0.0
2010-06-01 00:00:00+00,LONG,2818,0.4155065102536328,0.12840754,-0.003255513,0.0
2010-06-01 00:00:00+00,LONG,853,0.84,0.11931119,0.013019503,0.0
2010-06-01 00:00:00+00,LONG,1298,0.0,0.18866363,-0.0038541278,0.0
2010-06-01 00:00:00+00,LONG,1447,0.0,0.1686222,1.4977959E-4,0.0
2010-06-02 00:00:00+00,LONG,2482,0.0,0.123260215,-0.008069751,0.0
2010-06-03 00:00:00+00,LONG,2482,0.0,0.10652372,-0.0064891903,0.0
2010-06-04 00:00:00+00,LONG,2084,0.48544878862899804,0.109456554,0.016787913,0.0
2010-06-04 00:00:00+00,LONG,270,0.271593219924704,0.111301124,-0.005357932,0.0
2010-06-04 00:00:00+00,LONG,2482,0.056483667882966083,0.12114563,0.016376559,0.0
2010-06-07 00:00:00+00,LONG,2482,0.045454545454545414,0.11277303,0.026774999,0.0
2010-06-08 00:00:00+00,LONG,2066,0.0,0.15188077,0.0067597833,0.0
2010-06-08 00:00:00+00,LONG,386,1.0,0.11977559,0.016055042,0.0
2010-06-08 00:00:00+00,LONG,610,0.0,0.13479623,0.038337626,0.0
2010-06-09 00:00:00+00,LONG,386,0.9803921568627451,0.15972407,-0.001991082,0.0
2010-06-09 00:00:00+00,LONG,2482,0.9803921568627451,0.13004653,0.012833764,0.0
2010-06-09 00:00:00+00,LONG,610,0.0,0.17575757,0.03705502,0.0
2010-06-09 00:00:00+00,LONG,3293,0.8117371994924988,0.13170865,0.0051204767,0.0
2010-06-09 00:00:00+00,LONG,1306,0.9636363636363636,0.10655022,-0.0053082355,0.0
2010-06-10 00:00:00+00,LONG,610,0.0,0.15349545,0.002008403,0.0
2010-07-01 00:00:00+00,LONG,64,1.0,0.19064967,0.048963606,0.0
2010-07-01 00:00:00+00,LONG,2226,0.2903275722329093,0.16318704,0.043204293,0.0
2010-07-01 00:00:00+00,LONG,2248,0.6223846439942338,0.14001675,0.031182032,0.0
2010-07-01 00:00:00+00,LONG,555,0.6631689161196879,0.109701864,-0.0037033774,0.0
2010-07-01 00:00:00+00,LONG,2681,1.0,0.109667875,-0.0015938455,0.0
2010-07-01 00:00:00+00,LONG,712,1.0,0.11567164,0.014659247,0.0
2010-07-01 00:00:00+00,LONG,791,0.7892199519756963,0.11552133,0.03764748,0.0
2010-07-01 00:00:00+00,LONG,835,0.891078413745891,0.10816239,0.028238943,0.0
2010-07-01 00:00:00+00,LONG,2912,0.7868939106911138,0.1216678,-5.67761E-4,0.0
2010-07-02 00:00:00+00,LONG,64,0.967741935483871,0.187538,0.034525465,0.0
2010-07-02 00:00:00+00,LONG,2226,0.2793118374591316,0.16908006,0.03727996,0.0
2010-07-02 00:00:00+00,LONG,2248,0.6234971833365821,0.13759163,0.0194554,0.0
2010-07-02 00:00:00+00,LONG,401,1.0,0.15623507,0.04408084,0.0
2010-07-02 00:00:00+00,LONG,2638,0.9642857142857143,0.11195219,-0.004234542,0.0
2010-07-02 00:00:00+00,LONG,2681,0.9655172413793104,0.11209749,-0.0072634122,0.0
2010-07-02 00:00:00+00,LONG,712,0.9736842105263158,0.12536444,0.022327876,0.0
2010-07-02 00:00:00+00,LONG,791,0.7541456838575221,0.14454024,0.0316708,0.0
2010-07-02 00:00:00+00,LONG,835,0.8211248715553282,0.11184399,0.024027878,0.0
2010-07-02 00:00:00+00,LONG,2912,0.5731221976224872,0.13143632,-0.0051511396,0.0
2010-07-02 00:00:00+00,LONG,2999,0.9642857142857143,0.11596134,0.016636554,0.0
2010-07-02 00:00:00+00,LONG,1667,0.967741935483871,0.13264807,-0.005134295,0.0
2010-07-02 00:00:00+00,LONG,1748,0.2616360747137184,0.13027917,-0.0017759405,0.0
2010-07-02 00:00:00+00,LONG,1960,0.9705882352941176,0.1964018,0.026309835,0.0
2010-07-02 00:00:00+00,LONG,1985,0.0,0.12328767,-0.006830177,0.0
2010-07-02 00:00:00+00,LONG,2006,1.0,0.16606498,-0.0055041104,0.0
2010-07-06 00:00:00+00,LONG,64,0.935483870967742,0.16625781,0.036710687,0.0
2010-07-06 00:00:00+00,LONG,2226,0.41201544223975384,0.1358963,0.033816777,0.0
2010-07-06 00:00:00+00,LONG,221,0.9528771493921749,0.12272292,0.006533782,0.0
2010-07-06 00:00:00+00,LONG,304,1.0,0.14172281,0.03396587,0.0
2010-07-06 00:00:00+00,LONG,401,0.9705882352941176,0.110525,0.030978851,0.0
2010-07-06 00:00:00+00,LONG,694,0.8295396822921454,0.12567204,0.007237417,0.0
2010-07-06 00:00:00+00,LONG,2761,0.6343653394534202,0.12767257,0.033958934,0.0
2010-07-06 00:00:00+00,LONG,730,1.0,0.125387,-0.006640023,0.0
2010-07-06 00:00:00+00,LONG,739,1.0,0.1308786,-0.008538284,0.0
2010-07-06 00:00:00+00,LONG,791,0.6979098313149547,0.11388318,0.011217852,0.0
2010-07-06 00:00:00+00,LONG,838,0.5600442985041695,0.14951989,0.054961853,0.0
2010-07-06 00:00:00+00,LONG,3127,1.0,0.15765765,0.017664941,0.0
2010-07-06 00:00:00+00,LONG,1410,0.9473684210526316,0.10923523,-0.010547021,0.0
2010-07-06 00:00:00+00,LONG,3677,1.0,0.119194634,-0.0045504374,0.0
2010-07-06 00:00:00+00,LONG,1667,0.5490423767109703,0.11111111,0.0074722096,0.0
2010-07-06 00:00:00+00,LONG,1748,0.26022562319208326,0.115169585,0.015479853,0.0
2010-07-06 00:00:00+00,LONG,3837,0.0,0.19220309,0.009466164,0.0
2010-07-06 00:00:00+00,LONG,1960,0.9411764705882353,0.16589147,0.0130491685,0.0
2010-07-07 00:00:00+00,LONG,64,0.9032258064516129,0.13747585,0.010839271,0.0
2010-07-08 00:00:00+00,LONG,64,0.8709677419354839,0.13387097,-0.0011100092,0.0
2010-07-16 00:00:00+00,LONG,1838,0.0,0.11909263,0.0067115608,0.0
2010-07-21 00:00:00+00,LONG,2425,0.0,0.10504798,-0.009626327,0.0
2010-08-24 00:00:00+00,LONG,2230,1.0,0.16342412,-0.006621697,0.0
2010-08-24 00:00:00+00,LONG,2990,1.0,0.16229577,0.043279767,0.0
2010-08-25 00:00:00+00,LONG,4097,1.0,0.16872138,0.018741405,0.0
2010-08-25 00:00:00+00,LONG,4223,0.8909893620120801,0.11416464,0.028122338,0.0
2010-08-25 00:00:00+00,LONG,2410,1.0,0.14763306,0.057634816,0.0
2010-08-25 00:00:00+00,LONG,411,0.45240774847513127,0.11454386,-0.0016803999,0.0
2010-08-25 00:00:00+00,LONG,773,0.9743589743589743,0.10700015,-0.0052094,0.0
