time,side,ticker_id,mv_up_composite_labels,price_drift_21_df005,dist_lower_bb_20_2.5_df055
2007-06-01 00:00:00+00,LONG,1176,0.972972972972973,-0.15714286,-0.027062096
2007-06-13 00:00:00+00,LONG,1807,0.0,-0.1370916,-0.042813838
2007-08-06 00:00:00+00,LONG,5,0.0,-0.13344887,-0.03877945
2007-08-06 00:00:00+00,LONG,1927,1.0,-0.14888337,-0.029139867
2007-08-07 00:00:00+00,LONG,1927,0.6427228077566232,-0.14129625,-0.038918924
2007-08-09 00:00:00+00,LONG,1144,0.0,-0.15643352,-0.0077551324
2007-08-14 00:00:00+00,LONG,555,0.1714893080358053,-0.1378895,-0.016840545
2007-08-15 00:00:00+00,LONG,555,0.22862709495248767,-0.15160568,-0.027568672
2007-08-15 00:00:00+00,LONG,836,0.0,-0.15141076,-0.043176513
2007-08-16 00:00:00+00,LONG,2050,1.0,-0.15378873,-0.01872816
2007-08-16 00:00:00+00,LONG,4112,1.0,-0.15500252,-0.04351099
2007-08-16 00:00:00+00,LONG,88,1.0,-0.1545806,0.0075518005
2007-08-16 00:00:00+00,LONG,243,1.0,-0.13675798,-0.0223705
2007-08-16 00:00:00+00,LONG,576,1.0,-0.1547028,-0.04659026
2007-08-16 00:00:00+00,LONG,602,1.0,-0.15122017,-0.007901894
2007-08-16 00:00:00+00,LONG,2896,1.0,-0.14257963,-0.047454022
2007-08-16 00:00:00+00,LONG,862,0.0,-0.1575862,-0.02903871
2007-08-16 00:00:00+00,LONG,870,0.37764289950770813,-0.14067465,-0.009631288
2007-08-16 00:00:00+00,LONG,2986,1.0,-0.14689879,-0.026484564
2007-08-16 00:00:00+00,LONG,3013,1.0,-0.13643615,-0.033734072
2007-08-16 00:00:00+00,LONG,3109,0.0,-0.13176471,-0.024493566
2007-08-16 00:00:00+00,LONG,1063,0.18986883443045796,-0.15500425,-0.042516895
2007-08-16 00:00:00+00,LONG,3124,1.0,-0.149326,-0.027845563
2007-08-16 00:00:00+00,LONG,3198,0.3788919776858862,-0.13103448,-0.043280423
2007-08-16 00:00:00+00,LONG,3203,0.773625109176122,-0.14480783,-0.017595524
2007-08-16 00:00:00+00,LONG,3420,1.0,-0.14865671,-0.036895324
2007-08-16 00:00:00+00,LONG,1474,0.0,-0.1419979,-0.031445246
2007-08-16 00:00:00+00,LONG,3556,1.0,-0.14448436,-0.015789656
2007-08-16 00:00:00+00,LONG,3684,1.0,-0.14166085,-0.03224922
2007-08-16 00:00:00+00,LONG,1731,0.5171674904402657,-0.1423327,-0.028265608
2007-08-16 00:00:00+00,LONG,3815,0.20579282930030404,-0.1526976,0.025905486
2007-08-16 00:00:00+00,LONG,3828,0.2777946548904966,-0.15681326,-0.044396687
2007-08-16 00:00:00+00,LONG,1817,1.0,-0.13770317,-0.016334781
2007-08-16 00:00:00+00,LONG,3868,0.0,-0.14146903,-0.03987553
2007-08-16 00:00:00+00,LONG,1967,0.0,-0.14295125,-0.035068594
2007-08-17 00:00:00+00,LONG,2050,0.9833333333333333,-0.14890456,-0.038029175
2007-08-17 00:00:00+00,LONG,88,0.9836065573770492,-0.14221825,-0.04091043
2007-08-17 00:00:00+00,LONG,243,0.9218627664415856,-0.13682908,-0.038858224
2007-08-17 00:00:00+00,LONG,2408,0.4129125836235184,-0.13817781,-0.050753452
2007-08-17 00:00:00+00,LONG,602,0.9824561403508771,-0.13627012,-0.04167544
2007-08-17 00:00:00+00,LONG,862,0.9743589743589743,-0.13599165,-0.046297926
2007-08-17 00:00:00+00,LONG,1803,0.35303760616087887,-0.13837838,-0.026873607
2007-08-20 00:00:00+00,LONG,2703,0.9642857142857143,-0.15775034,-0.045347545
2007-08-20 00:00:00+00,LONG,1803,0.27827135324172414,-0.14726394,-0.037836365
2007-08-21 00:00:00+00,LONG,4223,0.0,-0.15639341,-0.038444053
2007-08-21 00:00:00+00,LONG,4224,0.26192120140613484,-0.1471735,-0.036532823
2007-08-21 00:00:00+00,LONG,243,0.9508196721311475,-0.13637416,-0.02024201
2007-08-21 00:00:00+00,LONG,862,0.0,-0.13446543,-0.042873822
2007-08-21 00:00:00+00,LONG,3443,0.8695652173913043,-0.13707165,-0.037063997
2007-08-22 00:00:00+00,LONG,4223,0.0,-0.14382076,-0.01789636
2007-08-22 00:00:00+00,LONG,610,0.0,-0.1322199,-0.043628495
2007-08-24 00:00:00+00,LONG,3486,0.22596134342772828,-0.1388889,-0.03497997
2007-08-28 00:00:00+00,LONG,2105,0.0,-0.13861023,-0.03308028
2007-08-28 00:00:00+00,LONG,1377,0.0,-0.14073226,-0.031985283
2007-08-29 00:00:00+00,LONG,153,0.2102308990305744,-0.13601533,-0.019992024
2007-09-07 00:00:00+00,LONG,638,0.0,-0.14760585,-0.034876246
2007-09-07 00:00:00+00,LONG,1377,0.0,-0.15219842,-0.026058555
2007-09-07 00:00:00+00,LONG,3802,1.0,-0.13278227,-0.040415656
2007-09-10 00:00:00+00,LONG,2349,0.0,-0.1296186,-0.014732445
2007-09-10 00:00:00+00,LONG,1383,0.0,-0.15684354,-0.014618347
2007-09-10 00:00:00+00,LONG,3607,0.8666666666666667,-0.14271542,-0.0497917
2007-09-12 00:00:00+00,LONG,2349,0.0,-0.13579136,-0.009261475
2007-09-12 00:00:00+00,LONG,988,0.9310344827586207,-0.15221347,-0.051891923
2007-09-21 00:00:00+00,LONG,2670,1.0,-0.14181204,-0.03978648
2007-09-28 00:00:00+00,LONG,2061,1.0,-0.14503817,0.031686466
2007-10-31 00:00:00+00,LONG,2518,0.0,-0.15491329,-0.00825582
2007-11-05 00:00:00+00,LONG,13,0.0,-0.15141682,-0.016882606
2007-11-06 00:00:00+00,LONG,13,0.0,-0.15004915,-0.027109038
2007-11-07 00:00:00+00,LONG,2142,0.0,-0.13789955,-0.019081982
2007-11-07 00:00:00+00,LONG,157,0.0,-0.14684787,0.0018931682
2007-11-07 00:00:00+00,LONG,610,0.0,-0.14539249,-0.020651143
2007-11-07 00:00:00+00,LONG,714,0.0,-0.13052796,-0.012507444
2007-11-07 00:00:00+00,LONG,4013,0.0,-0.1547923,0.0025830804
2007-11-08 00:00:00+00,LONG,4112,0.0,-0.13662128,-0.010006052
2007-11-08 00:00:00+00,LONG,3837,0.0,-0.14301018,-0.010936505
2007-11-08 00:00:00+00,LONG,4005,0.0,-0.13543478,-0.03644969
2007-11-12 00:00:00+00,LONG,2213,0.19302053323627208,-0.15345538,0.0047563743
2007-11-12 00:00:00+00,LONG,2863,0.0,-0.1336937,-0.012669335
2007-11-12 00:00:00+00,LONG,1404,0.0,-0.14748324,0.020114243
2007-11-12 00:00:00+00,LONG,3695,0.0,-0.15243243,-0.016735287
2007-11-13 00:00:00+00,LONG,2211,0.0,-0.13496159,-0.04596267
2007-11-13 00:00:00+00,LONG,1532,0.0,-0.13317499,-0.032636598
2007-11-14 00:00:00+00,LONG,2213,0.1300357347741183,-0.13052602,-0.03231743
2007-11-14 00:00:00+00,LONG,2482,0.0,-0.14652054,-0.050503697
2007-11-15 00:00:00+00,LONG,2070,0.0,-0.13338107,0.0037316333
2007-11-15 00:00:00+00,LONG,2482,0.0,-0.15499681,-0.028485492
2007-11-15 00:00:00+00,LONG,1532,0.0,-0.14095397,-0.05033751
2007-11-21 00:00:00+00,LONG,2262,0.0,-0.14073166,0.002986095
2007-11-21 00:00:00+00,LONG,323,0.0,-0.14770098,-0.027838767
2007-11-21 00:00:00+00,LONG,4050,1.0,-0.13589077,-0.03693492
2007-11-23 00:00:00+00,LONG,2640,1.0,-0.13861386,-0.0511907
