time,side,ticker_id,mv_dn_composite_labels,skew_weighted_20_df037,interest_coverage_normalized_df080,weighted_neg_sum_20_df036
2013-09-18 00:00:00+00,SHORT,1099,0.0,0.5548402,0.0313,0.032965407
2013-09-19 00:00:00+00,SHORT,2408,0.0,0.5384592,0.0175,0.033088133
2013-09-19 00:00:00+00,SHORT,395,0.0,0.42340362,0.0294,0.03777261
2013-09-19 00:00:00+00,SHORT,1099,0.0,0.46807152,0.0313,0.04171904
2013-09-19 00:00:00+00,SHORT,1896,0.6512553200815866,0.35972938,0.0288,0.040710334
2013-09-20 00:00:00+00,SHORT,395,0.0,0.36205277,0.0294,0.04099551
2013-09-20 00:00:00+00,SHORT,2742,0.3270061247367935,0.4486864,0.0716,0.033830892
2013-09-20 00:00:00+00,SHORT,3501,0.21901229310932874,0.39116117,0.0322,0.04009196
2013-09-24 00:00:00+00,SHORT,237,0.0,0.5957697,0.0417,0.039848045
2013-09-24 00:00:00+00,SHORT,3501,0.12049489365544937,0.39982846,0.0322,0.04073309
2013-09-25 00:00:00+00,SHORT,395,0.0,0.46716356,0.0294,0.031787828
2013-09-25 00:00:00+00,SHORT,2742,0.3280114995569415,0.4962053,0.0716,0.030973235
2013-09-25 00:00:00+00,SHORT,2830,0.0,0.49131143,0.3669,0.034833938
2013-09-25 00:00:00+00,SHORT,2863,0.32940365303476293,0.46814182,0.0148,0.036591474
2013-09-25 00:00:00+00,SHORT,1236,0.2393586009130233,0.50405765,0.0435,0.040110406
2013-09-25 00:00:00+00,SHORT,3501,0.07186936150814249,0.423387,0.0322,0.03848649
2013-09-25 00:00:00+00,SHORT,3695,0.0,0.49123833,0.0145,0.0390639
2013-09-26 00:00:00+00,SHORT,2408,0.0,0.35093334,0.0175,0.042715162
2013-09-26 00:00:00+00,SHORT,395,0.0,0.48002845,0.0294,0.031787828
2013-09-26 00:00:00+00,SHORT,2742,0.3609343512333021,0.4587183,0.0716,0.034133125
2013-09-26 00:00:00+00,SHORT,2830,0.0,0.49702737,0.3669,0.034311015
2013-09-26 00:00:00+00,SHORT,2863,0.3032058296561764,0.48984528,0.0148,0.034586992
2013-09-26 00:00:00+00,SHORT,1236,0.2501051061314392,0.48876342,0.0435,0.04177212
2013-09-26 00:00:00+00,SHORT,3501,0.0,0.44819987,0.0322,0.038380295
2013-09-26 00:00:00+00,SHORT,1767,0.6697051435989084,0.6294458,0.0902,0.04049756
2013-09-26 00:00:00+00,SHORT,1840,0.18879429014209473,0.33065215,0.1794,0.043050434
2013-09-27 00:00:00+00,SHORT,395,0.0,0.40117842,0.0294,0.037421998
2013-09-27 00:00:00+00,SHORT,2742,0.14956219679345037,0.4169639,0.0716,0.037849557
2013-09-27 00:00:00+00,SHORT,2830,0.0,0.43737394,0.3669,0.03555325
2013-09-27 00:00:00+00,SHORT,2863,0.23072512333935352,0.4753021,0.0148,0.035474304
2013-09-27 00:00:00+00,SHORT,3501,0.06464933143883743,0.37474126,0.0322,0.042673856
2013-09-30 00:00:00+00,SHORT,395,0.0,0.39467248,0.0294,0.038005035
2013-09-30 00:00:00+00,SHORT,2742,0.11463915568822108,0.41773263,0.0716,0.03777916
2013-09-30 00:00:00+00,SHORT,3501,0.04920829467122707,0.48996764,0.0322,0.032117665
2013-09-30 00:00:00+00,SHORT,1463,0.0,0.5827327,0.0381,0.040514868
2013-09-30 00:00:00+00,SHORT,3695,0.0,0.4160287,0.0145,0.03961462
2013-09-30 00:00:00+00,SHORT,1767,0.4882623092693954,0.48949516,0.0902,0.042602062
2013-10-01 00:00:00+00,SHORT,237,0.0,0.554664,0.0417,0.040740147
2013-10-01 00:00:00+00,SHORT,395,0.0,0.38585794,0.0294,0.038005035
2013-10-01 00:00:00+00,SHORT,2659,0.04734511558315889,0.60188085,0.1548,0.04006141
2013-10-01 00:00:00+00,SHORT,2742,0.10006094226063002,0.4076664,0.4515,0.038421832
2013-10-01 00:00:00+00,SHORT,3501,0.09321893573025129,0.5542113,0.1055,0.030515103
2013-10-01 00:00:00+00,SHORT,1463,0.0,0.5566945,0.1109,0.040514868
2013-10-01 00:00:00+00,SHORT,3695,0.0,0.41021156,0.0914,0.03961462
2013-10-01 00:00:00+00,SHORT,1767,0.4486172365665459,0.47488588,0.1591,0.042602062
2013-10-02 00:00:00+00,SHORT,237,0.0,0.570351,0.0417,0.038912438
2013-10-02 00:00:00+00,SHORT,2742,0.032971098273521925,0.35370263,0.4515,0.039064918
2013-10-02 00:00:00+00,SHORT,2866,0.0,0.48135024,0.0508,0.04319344
2013-10-02 00:00:00+00,SHORT,3501,0.03646672984550439,0.45789507,0.1055,0.033989046
2013-10-02 00:00:00+00,SHORT,3695,0.0,0.32029524,0.0914,0.03999872
2013-10-04 00:00:00+00,SHORT,2866,0.0,0.53060275,0.0508,0.03904046
2013-10-07 00:00:00+00,SHORT,2866,0.0,0.4643649,0.0508,0.04234515
2013-10-30 00:00:00+00,SHORT,2408,0.0,0.5653704,0.0175,0.038631402
2013-10-30 00:00:00+00,SHORT,3831,0.7389690465624983,0.47199014,0.0138,0.02994291
2013-10-31 00:00:00+00,SHORT,2408,0.0,0.5477331,0.0175,0.04065715
2013-11-01 00:00:00+00,SHORT,2408,0.0,0.50390685,0.0175,0.042440213
2013-11-04 00:00:00+00,SHORT,2408,0.0,0.53459024,0.0175,0.039199773
2013-11-04 00:00:00+00,SHORT,3831,0.3938285185930097,0.32807124,0.0138,0.040176842
2013-11-04 00:00:00+00,SHORT,4088,0.47477342793148103,0.41994995,0.5473,0.042530205
2013-11-05 00:00:00+00,SHORT,2408,0.0,0.50965524,0.0175,0.041982107
2013-11-11 00:00:00+00,SHORT,2731,0.29379153529873897,0.5998855,0.1397,0.033733636
2013-11-20 00:00:00+00,SHORT,1896,0.2761665399878961,0.3844712,0.0344,0.042482752
2013-11-21 00:00:00+00,SHORT,1985,0.26883513290331973,0.4151278,0.0612,0.0423217
2013-11-29 00:00:00+00,SHORT,975,0.0,0.32144657,0.072,0.033879664
2013-11-29 00:00:00+00,SHORT,3811,0.20919696342556493,0.43333888,0.069,0.033205613
2013-12-02 00:00:00+00,SHORT,2569,0.4219322794086655,0.52189875,0.0495,0.03485296
2013-12-02 00:00:00+00,SHORT,3855,0.0,0.6209913,0.1425,0.041155893
2013-12-03 00:00:00+00,SHORT,2569,0.43499041913979286,0.48935843,0.0495,0.03485296
2013-12-03 00:00:00+00,SHORT,2983,0.7292770119468428,0.49199542,0.0298,0.03305098
2013-12-04 00:00:00+00,SHORT,73,0.23619894919834392,0.38117436,0.1212,0.040744983
2013-12-04 00:00:00+00,SHORT,2569,0.2895733687192758,0.50081164,0.0495,0.03381123
2013-12-06 00:00:00+00,SHORT,266,0.1617847472610408,0.4454995,0.054,0.030248227
2013-12-06 00:00:00+00,SHORT,2569,0.18542709255329726,0.43433094,0.0495,0.042324413
2013-12-06 00:00:00+00,SHORT,975,0.0,0.33545122,0.072,0.038471907
2013-12-09 00:00:00+00,SHORT,266,0.08331927044700575,0.39763165,0.054,0.030248227
2013-12-09 00:00:00+00,SHORT,2569,0.23949234343469702,0.3709447,0.0495,0.042324413
2013-12-09 00:00:00+00,SHORT,2659,0.619603369505253,0.34227774,0.1628,0.03297429
2013-12-09 00:00:00+00,SHORT,2863,0.0,0.312964,0.0128,0.039961573
2013-12-10 00:00:00+00,SHORT,975,0.0,0.3073282,0.072,0.037901394
2014-01-03 00:00:00+00,SHORT,1404,0.5185088149611438,0.5152857,0.2462,0.036810912
2014-01-06 00:00:00+00,SHORT,3436,0.0,0.36284095,0.0256,0.041710034
2014-01-06 00:00:00+00,SHORT,1404,0.4975228723388297,0.510204,0.2462,0.037321992
2014-01-07 00:00:00+00,SHORT,3436,0.0,0.3714753,0.0256,0.041710034
2014-01-08 00:00:00+00,SHORT,3436,0.0,0.38357446,0.0256,0.040549383
2014-01-09 00:00:00+00,SHORT,131,0.3790523254713095,0.36977303,0.0741,0.040978156
2014-01-09 00:00:00+00,SHORT,2613,0.3460629578121275,0.308673,0.0631,0.038813964
2014-01-09 00:00:00+00,SHORT,713,0.9444444444444444,0.32806945,0.0207,0.029950017
2014-01-09 00:00:00+00,SHORT,975,0.3059090558142983,0.50121754,0.0156,0.036919225
2014-01-10 00:00:00+00,SHORT,2079,1.0,0.47359166,0.6021,0.03082976
2014-01-10 00:00:00+00,SHORT,131,0.35271047613126216,0.39438325,0.0741,0.038682964
2014-01-10 00:00:00+00,SHORT,200,0.5475974014518877,0.5203387,0.0239,0.03657293
2014-01-13 00:00:00+00,SHORT,2211,0.48331298969729813,0.42802176,0.4602,0.040112674
2014-01-13 00:00:00+00,SHORT,2213,0.29783367471957783,0.4840463,0.4602,0.034176003
2014-01-13 00:00:00+00,SHORT,975,0.0,0.4264403,0.0165,0.042694956
2014-01-14 00:00:00+00,SHORT,2213,0.0,0.40795767,0.4602,0.041335307
2014-01-14 00:00:00+00,SHORT,975,0.0,0.4291877,0.0165,0.042694956
2014-01-14 00:00:00+00,SHORT,3652,0.12984766338179898,0.4640898,0.0365,0.03715671
2014-01-15 00:00:00+00,SHORT,2213,0.20980765532803747,0.3914676,0.4602,0.042166762
2014-01-15 00:00:00+00,SHORT,2305,0.6700085986306539,0.5729781,0.4773,0.033181056
2014-01-15 00:00:00+00,SHORT,975,0.1715933778607486,0.51183295,0.0165,0.036378406
2014-01-15 00:00:00+00,SHORT,1985,0.6302712980070829,0.5323606,0.0615,0.03877952
2014-01-16 00:00:00+00,SHORT,2211,0.34824552598340214,0.42807537,0.4602,0.038012296
2014-01-16 00:00:00+00,SHORT,2213,0.24434853821768204,0.48146003,0.4602,0.033748303
2014-01-16 00:00:00+00,SHORT,753,0.25546584947055473,0.49893048,0.2083,0.040103495
2014-01-16 00:00:00+00,SHORT,975,0.19629523520095882,0.47592437,0.0165,0.036715504
2014-01-16 00:00:00+00,SHORT,3473,0.5926915679636134,0.47811383,0.039,0.0326882
2014-01-17 00:00:00+00,SHORT,714,0.34778488756121145,0.63128,0.1188,0.032095242
2014-01-17 00:00:00+00,SHORT,975,0.0,0.38936448,0.0165,0.039750405
2014-01-21 00:00:00+00,SHORT,975,0.17094298035683633,0.4273333,0.0165,0.039750405
2014-01-21 00:00:00+00,SHORT,3515,0.4304715628364886,0.4791126,0.5216,0.03304073
2014-01-21 00:00:00+00,SHORT,3923,0.2649125604724205,0.3495175,0.0173,0.035569713
2014-01-22 00:00:00+00,SHORT,133,0.37885061879818516,0.5098387,0.0669,0.034737855
2014-01-22 00:00:00+00,SHORT,2365,0.0,0.46985278,0.1166,0.03462793
2014-01-22 00:00:00+00,SHORT,2393,0.12336119129189935,0.49665272,0.4795,0.030242395
2014-01-22 00:00:00+00,SHORT,386,0.38713095183351937,0.38959557,0.0208,0.04007718
2014-01-22 00:00:00+00,SHORT,2541,0.18425996745321777,0.42585024,0.0996,0.03661008
2014-01-22 00:00:00+00,SHORT,836,0.297851421755191,0.44490218,0.0666,0.04194993
2014-01-22 00:00:00+00,SHORT,1144,0.0,0.50965923,0.0205,0.030311916
2014-01-22 00:00:00+00,SHORT,3430,0.11728997089045878,0.56108016,0.554,0.031737983
2014-01-22 00:00:00+00,SHORT,1447,0.2065674545755559,0.4243846,0.0197,0.035588846
2014-01-22 00:00:00+00,SHORT,3515,0.3668032449550724,0.34564582,0.5216,0.039535798
2014-01-22 00:00:00+00,SHORT,1650,0.0877225720834119,0.58154595,0.019,0.031370975
2014-01-22 00:00:00+00,SHORT,1731,0.8947368421052632,0.39387456,0.0121,0.04212709
2014-01-22 00:00:00+00,SHORT,3923,0.2052239343680114,0.30767688,0.0173,0.038936716
2014-01-23 00:00:00+00,SHORT,2437,0.0,0.6111976,0.2243,0.03297685
2014-01-23 00:00:00+00,SHORT,2541,0.15133495496961344,0.36734223,0.0996,0.037722427
2014-01-23 00:00:00+00,SHORT,1144,0.0,0.37428948,0.0205,0.037669867
2014-01-23 00:00:00+00,SHORT,3430,0.0,0.48663527,0.554,0.038979918
2014-01-23 00:00:00+00,SHORT,3695,0.21194037351369469,0.56661445,0.0132,0.03412766
2014-01-23 00:00:00+00,SHORT,1650,0.0,0.5482029,0.019,0.032423604
2014-03-04 00:00:00+00,SHORT,2397,0.0,0.6257383,0.0672,0.033758603
2014-03-04 00:00:00+00,SHORT,3773,0.881768959060345,0.5469686,0.0205,0.04241697
2014-03-05 00:00:00+00,SHORT,401,0.8888888888888888,0.6104669,0.0493,0.040202856
2014-03-05 00:00:00+00,SHORT,3773,0.7890507020668582,0.51476103,0.0205,0.04241697
2014-03-06 00:00:00+00,SHORT,4112,0.3107594211791859,0.6105695,0.0896,0.03943573
2014-03-06 00:00:00+00,SHORT,401,0.7777777777777778,0.6046023,0.0493,0.040898994
2014-03-06 00:00:00+00,SHORT,3773,0.7458933227071078,0.57239085,0.0205,0.036009293
2014-03-07 00:00:00+00,SHORT,401,0.6666666666666667,0.58776176,0.0493,0.04110798
2014-03-07 00:00:00+00,SHORT,580,0.46317830628430345,0.5026843,0.0859,0.03553496
2014-03-07 00:00:00+00,SHORT,3683,0.0,0.6248351,0.0926,0.040752515
2014-03-07 00:00:00+00,SHORT,1678,1.0,0.41882896,0.6935,0.0324009
2014-03-07 00:00:00+00,SHORT,3773,0.672768838369643,0.46872053,0.0205,0.040830407
2014-03-07 00:00:00+00,SHORT,1869,0.0,0.6213347,0.545,0.03810434
2014-03-10 00:00:00+00,SHORT,580,0.3885601102713095,0.31000045,0.0859,0.040951516
2014-03-11 00:00:00+00,SHORT,101,0.349783055595347,0.3710541,0.0675,0.0339697
2014-03-11 00:00:00+00,SHORT,417,0.1752498170625789,0.31767565,0.0207,0.036545694
2014-03-11 00:00:00+00,SHORT,3065,0.23045394662216476,0.46970096,0.5723,0.040706474
2014-03-12 00:00:00+00,SHORT,101,0.34853988664446217,0.36343768,0.0675,0.03457313
2014-03-12 00:00:00+00,SHORT,3065,0.2537400891552395,0.43074945,0.5723,0.042225383
2014-03-12 00:00:00+00,SHORT,1731,0.14486848734511934,0.45381683,0.0292,0.03474112
2014-03-13 00:00:00+00,SHORT,1690,0.5487962446820449,0.42026716,0.0546,0.041394018
2014-03-14 00:00:00+00,SHORT,1690,0.5333394083868992,0.3938155,0.0546,0.041957874
2014-03-17 00:00:00+00,SHORT,1690,0.5088999395881991,0.46669722,0.0546,0.039130494
2014-03-18 00:00:00+00,SHORT,1144,0.23195378302400904,0.63152236,0.0205,0.030797653
2014-03-18 00:00:00+00,SHORT,1690,0.4620901665772123,0.5481514,0.0546,0.03674279
2014-03-19 00:00:00+00,SHORT,3430,0.15692400241599289,0.3623158,0.5838,0.04139112
2014-03-19 00:00:00+00,SHORT,1410,0.31899721112913515,0.42839053,0.0114,0.035333853
2014-03-20 00:00:00+00,SHORT,3430,0.13028146083457884,0.3483467,0.5838,0.041935053
2014-03-21 00:00:00+00,SHORT,2119,0.4410460096146456,0.5782594,0.041,0.041058045
2014-03-21 00:00:00+00,SHORT,444,0.825899530708399,0.542868,0.0204,0.032660462
2014-03-21 00:00:00+00,SHORT,2032,0.2360806435232373,0.5497708,0.0922,0.03669065
2014-03-25 00:00:00+00,SHORT,2119,0.44423076348708823,0.566719,0.041,0.042624764
2014-04-02 00:00:00+00,SHORT,2569,0.43527629022910563,0.49430436,0.0382,0.03321549
2014-04-10 00:00:00+00,SHORT,424,0.0,0.58486736,0.0322,0.040574256
2014-04-21 00:00:00+00,SHORT,19,0.8317517387572473,0.5535452,0.4364,0.035605885
2014-04-22 00:00:00+00,SHORT,19,0.9015747171479839,0.5833788,0.4364,0.035605885
2014-04-23 00:00:00+00,SHORT,19,0.8156312119848081,0.5187278,0.4364,0.040669177
2014-04-24 00:00:00+00,SHORT,19,0.5908675277331571,0.4992084,0.4364,0.042869613
2014-04-25 00:00:00+00,SHORT,2690,0.4551284919562734,0.56550145,0.0967,0.036290396
2014-05-13 00:00:00+00,SHORT,3538,0.46612465161894584,0.38194707,0.0555,0.031053089
2014-05-13 00:00:00+00,SHORT,1840,0.5093643416807768,0.3312721,0.0784,0.038467314
2014-05-14 00:00:00+00,SHORT,1404,0.2593977299239401,0.4638416,0.4374,0.042729285
2014-05-23 00:00:00+00,SHORT,3538,0.2325615741318051,0.3036069,0.0555,0.03150169
2014-05-27 00:00:00+00,SHORT,3538,0.20716054955989915,0.3244237,0.0555,0.03150169
2014-05-30 00:00:00+00,SHORT,2690,0.1156680406072084,0.38034433,0.0248,0.031446293
2014-06-05 00:00:00+00,SHORT,2099,0.7348210344739247,0.40939143,0.0115,0.02999588
2014-06-05 00:00:00+00,SHORT,664,0.17233222437190232,0.582501,0.6577,0.037144292
2014-06-06 00:00:00+00,SHORT,664,0.2421817360310496,0.58158475,0.6577,0.037144292
2014-06-09 00:00:00+00,SHORT,664,0.16543202509365174,0.5541201,0.6577,0.03799211
2014-06-11 00:00:00+00,SHORT,1306,0.0,0.46986684,0.0726,0.04305182
2014-06-12 00:00:00+00,SHORT,68,0.7131687676883937,0.5197159,0.0312,0.038835946
2014-06-13 00:00:00+00,SHORT,68,0.48108982567326647,0.58174795,0.0312,0.0333522
2014-06-16 00:00:00+00,SHORT,68,0.4425966626453342,0.51187116,0.0312,0.035509698
2014-06-17 00:00:00+00,SHORT,68,0.5354141532233537,0.49891913,0.0312,0.035509698
2014-06-19 00:00:00+00,SHORT,68,0.45555938727272777,0.4847105,0.0312,0.03686607
2014-06-19 00:00:00+00,SHORT,2742,0.38596130839305626,0.4029148,0.0179,0.03612588
2014-06-20 00:00:00+00,SHORT,68,0.3098141689094788,0.40868807,0.0312,0.041235268
2014-06-20 00:00:00+00,SHORT,3683,0.2860834603204571,0.44900364,0.2448,0.037437405
2014-07-03 00:00:00+00,SHORT,735,1.0,0.55237365,0.6264,0.033010278
2014-07-08 00:00:00+00,SHORT,3699,0.25874929232576394,0.42510387,0.6263,0.030171366
2014-07-09 00:00:00+00,SHORT,4150,0.16565229828073655,0.48639414,0.6284,0.030872988
2014-07-09 00:00:00+00,SHORT,3699,0.1962366804320474,0.384132,0.6263,0.030171366
2014-07-11 00:00:00+00,SHORT,4150,0.0953540834486962,0.42307582,0.6284,0.039697316
2014-07-14 00:00:00+00,SHORT,221,1.0,0.56191164,0.2634,0.037988387
2014-07-15 00:00:00+00,SHORT,221,0.95,0.5406606,0.2634,0.039302662
2014-07-15 00:00:00+00,SHORT,3699,0.09478414426747445,0.35236156,0.6263,0.034866706
2014-07-16 00:00:00+00,SHORT,221,0.9,0.5160334,0.2634,0.039302662
2014-07-16 00:00:00+00,SHORT,684,0.3063085769186304,0.34680387,0.0177,0.041452333
2014-07-16 00:00:00+00,SHORT,3610,0.24913677012172453,0.513497,0.0122,0.0366533
2014-07-16 00:00:00+00,SHORT,3699,0.07159239982262157,0.31541583,0.6263,0.0378909
2014-07-17 00:00:00+00,SHORT,2543,0.22033192679150068,0.46270224,0.0377,0.03949109
2014-07-18 00:00:00+00,SHORT,2213,0.3860153661803669,0.41046554,0.1157,0.037947815
2014-07-18 00:00:00+00,SHORT,2543,0.1616590270433442,0.5092089,0.0377,0.036129747
2014-07-18 00:00:00+00,SHORT,1410,0.3958191375227714,0.30561525,0.0172,0.040509984
2014-07-21 00:00:00+00,SHORT,2543,0.20881574130026478,0.50673324,0.0377,0.036129747
2014-07-22 00:00:00+00,SHORT,2543,0.21178887115725717,0.47797933,0.0377,0.03635276
2014-07-22 00:00:00+00,SHORT,1144,0.33638350516613474,0.4391888,0.263,0.039911576
2014-07-23 00:00:00+00,SHORT,2543,0.17019440604011477,0.54427266,0.0207,0.030637115
2014-07-23 00:00:00+00,SHORT,1819,0.17018343433257396,0.3334044,0.0287,0.038304992
2014-07-24 00:00:00+00,SHORT,2543,0.052280756313367316,0.40513277,0.0207,0.04111182
2014-07-24 00:00:00+00,SHORT,2690,0.35902799042370703,0.40593046,0.0248,0.041571494
2014-07-24 00:00:00+00,SHORT,1551,0.20328657042890194,0.40406573,0.1194,0.0416614
2014-07-25 00:00:00+00,SHORT,2543,0.0,0.49306473,0.0207,0.033736136
2014-07-25 00:00:00+00,SHORT,1851,0.20665579461640973,0.35530823,0.0807,0.040944047
2014-07-28 00:00:00+00,SHORT,4118,0.0,0.5218101,0.4758,0.042514365
2014-07-29 00:00:00+00,SHORT,2543,0.0,0.43111336,0.0207,0.03444792
2014-07-30 00:00:00+00,SHORT,2543,0.0,0.33096802,0.0207,0.041511033
2014-08-27 00:00:00+00,SHORT,4150,0.44966685810849544,0.57224935,0.5221,0.034708057
2014-08-29 00:00:00+00,SHORT,1949,1.0,0.42106146,0.1203,0.03797857
2014-09-02 00:00:00+00,SHORT,1651,1.0,0.31299514,0.0132,0.038762752
2014-09-03 00:00:00+00,SHORT,1371,0.04615944265406975,0.3413046,0.5584,0.03857538
2014-09-03 00:00:00+00,SHORT,1799,0.7142857142857143,0.4416813,0.0143,0.040730916
2014-09-03 00:00:00+00,SHORT,1949,0.8181818181818181,0.37244284,0.1203,0.04269058
2014-09-04 00:00:00+00,SHORT,9,0.41705591341719583,0.5816726,0.0567,0.043269686
2014-09-04 00:00:00+00,SHORT,3067,0.13774057277166613,0.5397238,0.33,0.03231704
2014-09-04 00:00:00+00,SHORT,1651,0.8181818181818181,0.310297,0.0132,0.04080725
2014-09-05 00:00:00+00,SHORT,9,0.33792878395484094,0.62552345,0.1086,0.037689075
2014-09-05 00:00:00+00,SHORT,3067,0.10849076563043591,0.5043526,0.33,0.03231704
2014-09-05 00:00:00+00,SHORT,1368,0.7358714026701398,0.3757926,0.0147,0.0427808
2014-09-05 00:00:00+00,SHORT,1371,0.06684771006423863,0.33545387,0.5584,0.040804625
2014-09-05 00:00:00+00,SHORT,1651,0.7272727272727273,0.39567494,0.0132,0.03356845
2014-09-05 00:00:00+00,SHORT,1949,0.6363636363636364,0.46359444,0.1203,0.03619378
2014-09-08 00:00:00+00,SHORT,2421,0.3413476115129211,0.62595296,0.1436,0.031186823
2014-09-08 00:00:00+00,SHORT,2938,0.0,0.48498806,0.5072,0.040121324
2014-09-08 00:00:00+00,SHORT,1368,0.6024651542345056,0.4896388,0.0147,0.03230499
2014-09-08 00:00:00+00,SHORT,1799,0.5,0.55390966,0.0143,0.032452486
2014-09-09 00:00:00+00,SHORT,2276,0.2182538307867721,0.32392627,0.5669,0.042194452
2014-09-09 00:00:00+00,SHORT,2351,0.5350902345070336,0.3164984,0.4795,0.031920478
2014-09-09 00:00:00+00,SHORT,2421,0.2630798004991543,0.54876536,0.1436,0.031186823
2014-09-09 00:00:00+00,SHORT,2640,1.0,0.43499804,0.0261,0.038837176
2014-09-09 00:00:00+00,SHORT,1299,0.3043070363152092,0.3156421,0.035,0.033137772
2014-09-09 00:00:00+00,SHORT,1799,0.4285714285714286,0.43105713,0.0143,0.039073404
2014-09-10 00:00:00+00,SHORT,2421,0.30290792098654024,0.49822584,0.1436,0.035849687
2014-09-11 00:00:00+00,SHORT,2640,0.8666666666666667,0.49410084,0.0261,0.033318456
2014-09-11 00:00:00+00,SHORT,2898,0.7142857142857143,0.30508277,0.0116,0.0364105
2014-09-11 00:00:00+00,SHORT,3310,0.5805032971225774,0.5914584,0.0748,0.03285925
2014-09-12 00:00:00+00,SHORT,2640,0.8,0.39911953,0.0261,0.042260446
2014-09-12 00:00:00+00,SHORT,3310,0.505022102019839,0.514009,0.0748,0.03903255
2014-09-15 00:00:00+00,SHORT,780,0.0,0.38840187,0.0174,0.03845544
2014-09-17 00:00:00+00,SHORT,142,1.0,0.44113633,0.1864,0.029992234
2014-09-17 00:00:00+00,SHORT,1453,0.434142839010643,0.58123225,0.0837,0.035768215
2014-09-18 00:00:00+00,SHORT,1453,0.39003151082290977,0.56113166,0.0837,0.035768215
2014-09-19 00:00:00+00,SHORT,2801,1.0,0.49186248,0.1466,0.038104128
2014-09-19 00:00:00+00,SHORT,3241,0.9166666666666666,0.31170553,0.0257,0.034268416
2014-09-19 00:00:00+00,SHORT,3519,0.16577195365974567,0.35299084,0.0195,0.04112458
2014-09-19 00:00:00+00,SHORT,3539,0.0,0.5656297,0.4158,0.03115735
2014-09-19 00:00:00+00,SHORT,3607,0.20099239587390832,0.43524066,0.1609,0.036712185
2014-09-22 00:00:00+00,SHORT,862,1.0,0.38751176,0.0215,0.040819783
2014-09-22 00:00:00+00,SHORT,3539,0.0,0.5673665,0.4158,0.030998383
2014-09-22 00:00:00+00,SHORT,3607,0.15423237258334307,0.37281185,0.1609,0.041656066
2014-09-22 00:00:00+00,SHORT,3708,0.0,0.3028831,0.0171,0.031024488
2014-09-23 00:00:00+00,SHORT,85,0.3870089052042449,0.53889585,0.0251,0.041159447
2014-09-23 00:00:00+00,SHORT,3539,0.0,0.43513635,0.4158,0.03885117
2014-09-24 00:00:00+00,SHORT,3539,0.0,0.43842822,0.4158,0.03885117
2014-09-26 00:00:00+00,SHORT,995,0.13437630559003458,0.52197844,0.0142,0.039105695
2014-09-29 00:00:00+00,SHORT,2761,0.14998313282231732,0.3060851,0.6227,0.033450857
2014-09-30 00:00:00+00,SHORT,2269,0.0,0.39196008,0.0242,0.03963662
2014-10-10 00:00:00+00,SHORT,2151,1.0,0.48730028,0.0281,0.03726434
2014-10-10 00:00:00+00,SHORT,2965,0.0,0.3885104,0.0133,0.03240902
2014-10-31 00:00:00+00,SHORT,3744,0.0,0.5900794,0.0574,0.04181234
2014-11-05 00:00:00+00,SHORT,1167,0.10656578491236395,0.5497298,0.3657,0.033320814
2014-11-13 00:00:00+00,SHORT,759,0.8333333333333334,0.60357064,0.053,0.031473093
2014-11-14 00:00:00+00,SHORT,4237,0.2576705910038511,0.5875003,0.0217,0.036147736
2014-11-14 00:00:00+00,SHORT,759,0.7777777777777778,0.5277475,0.053,0.03669243
2014-11-17 00:00:00+00,SHORT,4237,0.2333256930146705,0.54534173,0.0217,0.040929057
2014-11-17 00:00:00+00,SHORT,759,0.7222222222222222,0.48097605,0.053,0.038941026
2014-11-18 00:00:00+00,SHORT,4237,0.3116514744173071,0.4412662,0.0217,0.040929057
2014-11-21 00:00:00+00,SHORT,1090,0.45850375308593894,0.569201,0.0911,0.040011242
2014-11-21 00:00:00+00,SHORT,3309,1.0,0.36842877,0.0352,0.034036275
2014-11-21 00:00:00+00,SHORT,1593,0.7258985664188228,0.45911157,0.0226,0.030565301
2014-11-21 00:00:00+00,SHORT,3681,0.6940974045450087,0.36807066,0.0353,0.03982197
2014-11-21 00:00:00+00,SHORT,1840,0.7889863053885631,0.33406472,0.2863,0.03380018
2014-11-24 00:00:00+00,SHORT,1022,0.9444444444444444,0.50928897,0.1514,0.0332704
2014-11-24 00:00:00+00,SHORT,1090,0.150734650775675,0.5882001,0.0911,0.038704623
2014-11-24 00:00:00+00,SHORT,3309,0.9444444444444444,0.3516999,0.0352,0.035370216
2014-11-25 00:00:00+00,SHORT,2866,0.5656713296596078,0.38971737,0.0508,0.041352134
2014-11-25 00:00:00+00,SHORT,2986,0.5770949876488913,0.5619247,0.0365,0.030265203
2014-11-25 00:00:00+00,SHORT,1022,0.8888888888888888,0.3081509,0.1514,0.040342614
2014-11-25 00:00:00+00,SHORT,1090,0.3633538812850359,0.54131246,0.0911,0.040659275
2014-11-25 00:00:00+00,SHORT,1260,0.6103293187418878,0.3633123,0.056,0.031908672
2014-11-25 00:00:00+00,SHORT,1593,0.638382390836014,0.37725058,0.0226,0.03107012
2014-11-25 00:00:00+00,SHORT,3855,0.32676705278722606,0.48565,0.0769,0.04073265
2014-11-25 00:00:00+00,SHORT,3907,0.7111700534369545,0.41515222,0.032,0.037893735
2014-11-25 00:00:00+00,SHORT,4005,0.1705121735168781,0.5883,0.1665,0.039117936
2014-11-26 00:00:00+00,SHORT,2866,0.5120090258449091,0.3785974,0.0508,0.04244524
