time,side,ticker_id,mv_dn_composite_labels,dist_upper_bb_20_2.5_df055,revenue_growth_yoy_df063,dist_upper_bb_50_2.0_df055,price_to_sales_zscore_universe_df070
2008-05-13 00:00:00+00,SHORT,1185,1.0,0.0012500479,17.33,-0.010374313,-0.0903
2008-05-14 00:00:00+00,SHORT,2247,0.7571742767121687,-0.018128859,10.46,-0.014608137,-0.101
2008-05-14 00:00:00+00,SHORT,2327,0.0,-0.04775582,15.1,-0.012059015,-0.1071
2008-05-15 00:00:00+00,SHORT,3244,0.0,-0.033719327,11.03,-0.008448039,-0.1049
2008-05-16 00:00:00+00,SHORT,450,0.75,-0.025052322,0.12,-0.011027903,-0.1001
2008-05-16 00:00:00+00,SHORT,1719,1.0,-0.032832213,9.85,-0.005538829,-0.1126
2008-05-19 00:00:00+00,SHORT,2095,0.7249668479197691,-0.036530774,-4.44,-0.008915839,-0.1089
2008-05-19 00:00:00+00,SHORT,2546,1.0,-0.040744554,-21.04,-0.012869898,-0.1121
2008-05-19 00:00:00+00,SHORT,3716,1.0,-0.013715442,0.82,-0.012497332,-0.1113
2008-05-19 00:00:00+00,SHORT,3828,0.7992204161635883,-0.013294118,-18.92,-0.013372271,-0.1055
2008-05-19 00:00:00+00,SHORT,1816,0.42618810000965957,-0.007518718,1.42,-0.008129188,-0.0998
2008-05-19 00:00:00+00,SHORT,1819,1.0,-0.013148778,10.62,-0.0073878756,-0.105
2008-05-20 00:00:00+00,SHORT,857,0.4005198865864355,-0.0774967,-9.34,-0.009528515,-0.1077
2008-05-20 00:00:00+00,SHORT,862,0.9473684210526316,-0.035532635,0.78,-0.008410059,-0.0846
2008-05-20 00:00:00+00,SHORT,3539,0.4620159416152329,-0.053926006,-6.06,-0.012249644,-0.0905
2008-05-29 00:00:00+00,SHORT,974,0.5,-0.020051701,12.01,-0.013168938,-0.0926
2008-05-30 00:00:00+00,SHORT,558,0.0,-0.037957013,15.75,-0.009371937,-0.0965
2008-05-30 00:00:00+00,SHORT,1260,0.9166666666666666,-0.027165217,9.25,-0.0074079586,-0.0991
2008-05-30 00:00:00+00,SHORT,1474,1.0,-0.023663593,14.58,-0.009383908,-0.1105
2008-06-02 00:00:00+00,SHORT,2710,0.9,-0.024303893,11.26,-0.014512521,-0.0909
2008-06-04 00:00:00+00,SHORT,3539,0.0,-0.05077957,-6.06,-0.012856263,-0.0871
2008-06-05 00:00:00+00,SHORT,1816,0.31006717382784005,-0.02770718,1.42,-0.009812613,-0.0973
2008-06-06 00:00:00+00,SHORT,2327,0.0,-0.04497808,15.1,-0.01380038,-0.1042
2008-06-06 00:00:00+00,SHORT,3610,1.0,-0.019507915,9.76,-0.0076435925,-0.1053
2008-06-10 00:00:00+00,SHORT,2327,0.0,-0.047645014,15.1,-0.0064391526,-0.101
2008-06-12 00:00:00+00,SHORT,2983,1.0,-0.030121496,-2.74,-0.0055230884,-0.1017
2008-06-13 00:00:00+00,SHORT,2983,1.0,-0.03462298,-2.74,-0.011517286,-0.1023
2008-06-16 00:00:00+00,SHORT,2983,0.9230769230769231,-0.034066595,-2.74,-0.010057183,-0.1027
2008-06-16 00:00:00+00,SHORT,1236,1.0,-0.007619223,11.2,-0.014534456,-0.0999
2008-06-19 00:00:00+00,SHORT,2617,0.7482568157980387,-0.02327704,11.67,-0.012497782,-0.0923
2008-06-19 00:00:00+00,SHORT,1988,0.6666666666666667,-0.03240974,13.74,-0.014095775,-0.0939
2008-06-25 00:00:00+00,SHORT,2938,0.5540119062682632,-0.00492726,11.23,-0.012913411,-0.1023
2008-06-25 00:00:00+00,SHORT,1803,1.0,-0.033102646,-3.18,-0.011914771,-0.1121
2008-07-01 00:00:00+00,SHORT,4123,0.6199210051731128,-0.018952636,13.04,-0.014701079,-0.0959
2008-07-01 00:00:00+00,SHORT,1244,0.8333333333333334,-0.02977704,2.11,-0.005681986,-0.1002
2008-07-09 00:00:00+00,SHORT,2159,0.3502657614268664,-0.063256055,11.49,-0.007090038,-0.1075
2008-07-10 00:00:00+00,SHORT,2159,0.0,-0.064437814,11.49,-0.00811589,-0.1087
2008-07-11 00:00:00+00,SHORT,405,0.0,-0.06790466,9.39,-0.011039734,-0.0859
2008-07-23 00:00:00+00,SHORT,3742,0.0,-0.056533113,6.23,-0.008702395,-0.1007
2008-07-29 00:00:00+00,SHORT,3742,0.0,-0.05959388,6.23,-0.011181457,-0.0985
2008-07-30 00:00:00+00,SHORT,3742,0.0,-0.060043987,6.23,-0.01063895,-0.0981
2008-08-01 00:00:00+00,SHORT,2710,0.0,-0.088755354,16.27,-0.012604652,-0.0814
2008-08-07 00:00:00+00,SHORT,1474,0.6524722056095028,-0.04025954,12.44,-0.0060219495,-0.0928
2008-08-08 00:00:00+00,SHORT,1474,0.8,-0.04933313,12.44,-0.011556665,-0.0927
2008-08-11 00:00:00+00,SHORT,4218,0.6800178007462923,-0.015909322,12.08,-0.014091659,-0.0853
2008-08-12 00:00:00+00,SHORT,1816,0.0,-0.04151855,-2.94,-0.014184634,-0.0822
2008-08-13 00:00:00+00,SHORT,3742,0.7777777777777778,-0.052093286,6.23,-0.010810232,-0.0883
2008-08-14 00:00:00+00,SHORT,3742,0.6666666666666667,-0.048361998,6.23,-0.008447903,-0.0888
2008-08-18 00:00:00+00,SHORT,443,0.8,-0.055080295,13.41,-0.009675559,-0.092
2008-08-19 00:00:00+00,SHORT,1474,0.09999999999999998,-0.044956587,12.44,-0.008733836,-0.0921
2008-08-20 00:00:00+00,SHORT,1474,0.0,-0.047469027,12.44,-0.014519263,-0.093
2008-08-22 00:00:00+00,SHORT,2175,0.0,-0.094704166,1.46,-0.012732872,-0.088
2008-09-02 00:00:00+00,SHORT,4218,0.0,-0.0474201,12.08,-0.014165032,-0.0854
2008-09-02 00:00:00+00,SHORT,3596,0.8,-0.02775729,-6.78,-0.011363219,-0.085
2008-09-02 00:00:00+00,SHORT,2042,1.0,-0.02563231,9.88,-0.014350992,-0.0834
2008-09-08 00:00:00+00,SHORT,1167,0.0,-0.030150965,8.87,-0.01146233,-0.0813
2008-09-11 00:00:00+00,SHORT,3098,0.0,-0.04769363,-8.5,-0.014888785,-0.0859
2008-09-12 00:00:00+00,SHORT,2095,0.5714285714285714,-0.081036456,-4.29,-0.008670564,-0.0894
2008-09-15 00:00:00+00,SHORT,3645,1.0,-0.033658426,5.44,-0.010866204,-0.0902
2008-09-16 00:00:00+00,SHORT,3645,0.9523809523809523,-0.038966063,5.44,-0.014309495,-0.091
2008-09-18 00:00:00+00,SHORT,3098,0.0,-0.04802155,-8.5,-0.013774334,-0.0849
2008-09-19 00:00:00+00,SHORT,1210,1.0,-0.044938516,3.96,-0.0067856126,-0.087
2008-09-25 00:00:00+00,SHORT,1832,0.9230769230769231,-0.031564366,10.46,-0.014580636,-0.0911
2008-09-26 00:00:00+00,SHORT,1832,0.8461538461538461,-0.030952362,10.46,-0.013905991,-0.0914
2008-10-01 00:00:00+00,SHORT,4097,0.0,-0.09644644,15.85,-0.013450443,-0.098
2008-10-01 00:00:00+00,SHORT,3046,0.5,-0.054741804,19.03,-0.0065613505,-0.0948
2008-10-01 00:00:00+00,SHORT,1205,0.8333333333333334,-0.040870674,15.24,-0.012363373,-0.1055
2008-10-02 00:00:00+00,SHORT,3046,0.4375,-0.05662606,19.03,-0.00711594,-0.0925
2008-11-06 00:00:00+00,SHORT,3708,0.8888888888888888,-0.03177308,1.93,-0.014189042,-0.0949
2008-11-07 00:00:00+00,SHORT,3708,0.7777777777777778,-0.030488484,1.93,-0.012653931,-0.0949
2008-12-18 00:00:00+00,SHORT,1114,0.21627334089084266,-0.06835383,11.65,-0.010964854,-0.0956
2008-12-18 00:00:00+00,SHORT,3471,0.26376770178757125,-0.0463536,6.57,-0.008985191,-0.0956
2008-12-19 00:00:00+00,SHORT,1114,0.43327785280932185,-0.05107416,11.65,-0.007882278,-0.0956
2009-01-02 00:00:00+00,SHORT,2801,1.0,-0.023728816,14.47,-0.007694098,-0.0963
2009-01-06 00:00:00+00,SHORT,3629,1.0,-0.014415868,-1.03,-0.0061622355,-0.0963
2009-01-08 00:00:00+00,SHORT,133,0.875,-0.04295572,4.26,-0.009384507,-0.0963
2009-01-29 00:00:00+00,SHORT,2142,0.0,-0.046886623,-22.79,-0.010237516,-0.0964
2009-02-06 00:00:00+00,SHORT,3273,1.0,-0.009840377,16.71,-0.013527877,-0.0963
2009-02-09 00:00:00+00,SHORT,3241,0.9166666666666666,-0.09067806,0.22,-0.009704795,-0.0963
2009-02-10 00:00:00+00,SHORT,937,1.0,-0.018877825,9.0,-0.011026647,-0.0963
2009-02-13 00:00:00+00,SHORT,937,0.35435911198737674,-0.027387168,9.0,-0.007707504,-0.0963
2009-02-13 00:00:00+00,SHORT,3885,0.4045934254898804,-0.04888773,5.44,-0.008994208,-0.0964
2009-02-18 00:00:00+00,SHORT,580,0.0,-0.103826694,-1.27,-0.008004383,-0.0963
2009-03-26 00:00:00+00,SHORT,2569,0.0,-0.10180904,-19.07,-0.013533217,-0.0905
2009-04-01 00:00:00+00,SHORT,714,0.0,-0.10640588,5.7,-0.012383011,-0.084
2009-04-02 00:00:00+00,SHORT,1840,1.0,-0.012137903,4.19,-0.0058109527,-0.0898
2009-04-03 00:00:00+00,SHORT,1840,0.9444444444444444,-0.022780813,4.19,-0.014696185,-0.0904
2009-04-09 00:00:00+00,SHORT,3994,0.0,-0.043444216,3.2,-0.0064529483,-0.0913
2009-04-13 00:00:00+00,SHORT,3994,0.0,-0.04455205,3.2,-0.013459508,-0.0918
2009-04-21 00:00:00+00,SHORT,2686,0.0,-0.06931561,-26.71,-0.0128247375,-0.0881
2009-04-22 00:00:00+00,SHORT,713,0.0,-0.045512903,0.32,-0.01139489,-0.095
2009-04-22 00:00:00+00,SHORT,1087,0.21833226580866888,-0.013701706,1.69,-0.0087732,-0.0895
2009-04-23 00:00:00+00,SHORT,2716,0.0,-0.07254609,-15.57,-0.0060795983,-0.0851
2009-04-24 00:00:00+00,SHORT,2473,1.0,-0.04128566,-11.11,-0.010697864,-0.0852
2009-04-30 00:00:00+00,SHORT,845,1.0,-0.03431211,-6.48,-0.006590477,-0.0949
2009-04-30 00:00:00+00,SHORT,1731,0.3079503270829955,-0.03151287,-1.18,-0.007650093,-0.092
2009-05-05 00:00:00+00,SHORT,2349,1.0,-0.06521102,-9.54,-0.010840422,-0.0986
2009-05-05 00:00:00+00,SHORT,1328,0.6586436335166446,-0.06251442,10.23,-0.009066033,-0.0954
2009-05-06 00:00:00+00,SHORT,842,0.8181818181818181,-0.062966175,5.32,-0.010708327,-0.0931
2009-05-06 00:00:00+00,SHORT,1141,0.4134161934313148,-0.04110511,-8.16,-0.0078052348,-0.0916
2009-05-06 00:00:00+00,SHORT,1260,0.7040338065578706,-0.04391833,-15.54,-0.0062050004,-0.0929
2009-05-06 00:00:00+00,SHORT,3907,1.0,-0.024683941,-20.02,-0.008933777,-0.0892
2009-05-07 00:00:00+00,SHORT,1092,0.0,-0.059784822,-13.24,-0.010095592,-0.093
2009-05-07 00:00:00+00,SHORT,3782,0.0,-0.115047626,-0.62,-0.010045138,-0.0836
2009-05-08 00:00:00+00,SHORT,84,1.0,-0.019490574,5.59,-0.009104929,-0.0966
2009-05-08 00:00:00+00,SHORT,2262,0.8209786463375102,-0.0014980104,4.98,-0.0146870995,-0.0891
2009-05-08 00:00:00+00,SHORT,1092,0.0,-0.061430164,-13.24,-0.009877563,-0.0932
2009-05-08 00:00:00+00,SHORT,1171,0.24001478104823248,-0.028149048,7.65,-0.006238168,-0.0956
2009-05-08 00:00:00+00,SHORT,1411,1.0,-0.027313747,1.74,-0.00565621,-0.0949
2009-05-08 00:00:00+00,SHORT,3791,0.0,-0.055507787,5.27,-0.009199019,-0.0907
2009-05-11 00:00:00+00,SHORT,562,0.0,-0.05221938,18.05,-0.014214832,-0.0883
2009-05-11 00:00:00+00,SHORT,664,0.9285714285714286,-0.026928825,8.86,-0.0061976775,-0.1023
2009-05-12 00:00:00+00,SHORT,2410,0.0,-0.038982797,-0.8,-0.014584893,-0.0848
2009-05-12 00:00:00+00,SHORT,664,0.8571428571428572,-0.032415234,8.86,-0.010319759,-0.1008
2009-05-12 00:00:00+00,SHORT,1099,0.0,-0.11650146,-7.15,-0.01069214,-0.092
2009-05-12 00:00:00+00,SHORT,1411,0.8666666666666667,-0.037246246,1.74,-0.013445392,-0.0949
2009-05-13 00:00:00+00,SHORT,2408,0.0,-0.07017736,-10.62,-0.00866381,-0.0949
2009-05-13 00:00:00+00,SHORT,3903,0.3999999999999999,-0.076434016,8.37,-0.014662723,-0.0969
2009-05-14 00:00:00+00,SHORT,1633,0.0,-0.037352316,3.87,-0.00958725,-0.0918
2009-05-18 00:00:00+00,SHORT,2408,0.0,-0.07474586,-10.62,-0.0133987395,-0.0969
2009-05-21 00:00:00+00,SHORT,753,0.5574549407152248,-0.06457374,1.99,-0.008903981,-0.0893
2009-05-22 00:00:00+00,SHORT,2408,0.0,-0.054353785,-10.62,-0.010128907,-0.0942
2009-05-29 00:00:00+00,SHORT,2971,0.0,-0.049894806,-8.28,-0.011901273,-0.0855
2009-06-01 00:00:00+00,SHORT,200,1.0,-0.040498227,-11.7,-0.0068592937,-0.0933
2009-06-01 00:00:00+00,SHORT,3686,0.0,-0.038980838,0.6,-0.01229444,-0.095
2009-06-01 00:00:00+00,SHORT,4083,0.0,-0.01490651,-24.59,-0.008787725,-0.0951
2009-06-02 00:00:00+00,SHORT,248,1.0,-0.025051985,-14.36,-0.013395714,-0.0845
2009-06-02 00:00:00+00,SHORT,555,0.0,-0.011204988,8.48,-0.009214099,-0.0867
2009-06-02 00:00:00+00,SHORT,2659,0.6704546955527642,-0.03694201,-2.28,-0.008570582,-0.0889
2009-06-02 00:00:00+00,SHORT,2686,0.36944566770327464,-0.023331257,-26.71,-0.014599398,-0.0887
2009-06-02 00:00:00+00,SHORT,3275,0.0,-0.037141398,4.99,-0.012963184,-0.0944
2009-06-02 00:00:00+00,SHORT,1303,0.0,-0.015330673,12.29,-0.007385439,-0.098
2009-06-02 00:00:00+00,SHORT,1848,0.1700028297896111,-0.012036857,-2.43,-0.009325135,-0.0955
2009-06-03 00:00:00+00,SHORT,2137,0.0,-0.019076485,-6.64,-0.013137202,-0.0907
2009-06-03 00:00:00+00,SHORT,2159,0.35987485536470215,-0.033663765,0.15,-0.014304721,-0.097
2009-06-03 00:00:00+00,SHORT,2410,0.33849750687125485,-0.031476162,-0.8,-0.010684523,-0.0818
2009-06-03 00:00:00+00,SHORT,2659,0.5222490689000462,-0.04138654,-2.28,-0.007887719,-0.088
2009-06-03 00:00:00+00,SHORT,791,0.0,-0.049181804,4.46,-0.011811518,-0.0962
2009-06-03 00:00:00+00,SHORT,3179,0.9375,-0.07236478,5.3,-0.0072647077,-0.0874
2009-06-03 00:00:00+00,SHORT,1185,0.9047619047619048,-0.069767684,-23.76,-0.008025115,-0.0844
2009-06-04 00:00:00+00,SHORT,2159,0.42089726460114796,-0.02803295,0.15,-0.0068033747,-0.0976
2009-06-04 00:00:00+00,SHORT,3179,0.875,-0.076631844,5.3,-0.011212983,-0.0882
2009-06-04 00:00:00+00,SHORT,1185,0.34603712309954926,-0.07033451,-23.76,-0.008477501,-0.0852
2009-06-04 00:00:00+00,SHORT,3645,0.8181818181818181,-0.027705876,-4.45,-0.013985117,-0.0964
2009-06-05 00:00:00+00,SHORT,2159,0.408451938154788,-0.033018794,0.15,-0.0114047555,-0.0978
2009-06-05 00:00:00+00,SHORT,4215,0.7272727272727273,-0.07218935,-6.16,-0.005801926,-0.0962
2009-06-05 00:00:00+00,SHORT,2613,1.0,-0.064735964,9.97,-0.014454784,-0.0913
2009-06-05 00:00:00+00,SHORT,610,0.0,-0.0508987,-1.76,-0.013178312,-0.0878
2009-06-05 00:00:00+00,SHORT,2659,0.45673947030133294,-0.057383306,-2.28,-0.010579981,-0.089
2009-06-05 00:00:00+00,SHORT,903,0.8571428571428572,-0.060810633,-6.4,-0.014772083,-0.0886
2009-06-08 00:00:00+00,SHORT,4215,0.6363636363636364,-0.07643758,-6.16,-0.010173164,-0.0963
2009-06-08 00:00:00+00,SHORT,903,0.8095238095238095,-0.057341415,-6.4,-0.007134037,-0.0884
2009-06-09 00:00:00+00,SHORT,522,0.20977164949592694,-0.054153237,14.6,-0.011533025,-0.0831
2009-06-09 00:00:00+00,SHORT,2659,0.42498358747203707,-0.06851274,-2.28,-0.010447023,-0.0898
2009-06-09 00:00:00+00,SHORT,903,1.0,-0.06752999,-6.4,-0.013912126,-0.0893
2009-06-10 00:00:00+00,SHORT,2175,0.0,-0.055641748,0.38,-0.009936749,-0.0934
2009-06-11 00:00:00+00,SHORT,245,0.05169419306788214,-0.047639005,-24.95,-0.014704415,-0.0895
2009-06-11 00:00:00+00,SHORT,2710,0.0,-0.081328884,-22.28,-0.0075388714,-0.0882
2009-06-11 00:00:00+00,SHORT,3233,0.2786252233996276,-0.07248324,0.26,-0.0059079467,-0.0865
2009-06-11 00:00:00+00,SHORT,1262,0.12302974222620922,-0.05278068,-4.67,-0.012032447,-0.0947
2009-06-11 00:00:00+00,SHORT,3433,0.3353010333569597,-0.09664924,-19.2,-0.01241892,-0.0875
2009-06-12 00:00:00+00,SHORT,2716,0.0,-0.049884282,-15.57,-0.013475045,-0.0857
2009-06-12 00:00:00+00,SHORT,1330,0.9090909090909091,-0.045123406,-19.54,-0.011970916,-0.0952
2009-06-12 00:00:00+00,SHORT,3907,0.7272727272727273,-0.07134283,-20.02,-0.012698344,-0.0873
2009-06-23 00:00:00+00,SHORT,2751,0.0,-0.01621604,-2.84,-0.010277176,-0.0845
2009-06-29 00:00:00+00,SHORT,2137,0.0,-0.021393733,-6.64,-0.009672414,-0.0919
2009-06-29 00:00:00+00,SHORT,1205,0.0,-0.012276608,-7.52,-0.011538098,-0.0886
2009-06-29 00:00:00+00,SHORT,2042,0.0,-0.030890616,-29.6,-0.012718176,-0.0892
2009-06-30 00:00:00+00,SHORT,1205,0.0,-0.016934177,-7.52,-0.014765087,-0.0844
2009-06-30 00:00:00+00,SHORT,1848,0.0,-0.011406192,-2.43,-0.0134725375,-0.0914
2009-07-01 00:00:00+00,SHORT,610,0.0,-0.045834623,-1.76,-0.01354312,-0.089
2009-07-02 00:00:00+00,SHORT,1308,0.027235024185623354,-0.036111895,4.84,-0.0148747675,-0.0939
2009-07-06 00:00:00+00,SHORT,1308,0.0,-0.031306677,4.84,-0.009881286,-0.094
2009-07-07 00:00:00+00,SHORT,417,0.0,-0.06028567,-8.88,-0.012083469,-0.0931
2009-07-07 00:00:00+00,SHORT,1838,0.0,-0.064041816,-5.68,-0.014834987,-0.0937
2009-07-08 00:00:00+00,SHORT,2527,0.0,-0.04743251,-7.5,-0.013012676,-0.0825
2009-07-14 00:00:00+00,SHORT,4218,0.4750685235514965,-0.012056192,-7.93,-0.009400402,-0.0918
2009-07-14 00:00:00+00,SHORT,1985,0.0,-0.019036923,-26.13,-0.005819247,-0.0822
2009-07-17 00:00:00+00,SHORT,1303,0.0,-0.022474712,7.42,-0.013966877,-0.0993
2009-07-22 00:00:00+00,SHORT,1092,0.46235879767537136,-0.02645764,-13.24,-0.009325932,-0.0939
2009-07-24 00:00:00+00,SHORT,2370,0.17457054634476674,-0.06295322,-14.54,-0.01055725,-0.0923
2009-07-27 00:00:00+00,SHORT,2297,0.0,-0.084233254,18.96,-0.009348973,-0.1023
2009-07-27 00:00:00+00,SHORT,3539,0.6724437086375045,-0.047975216,-5.72,-0.008737825,-0.0914
2009-07-28 00:00:00+00,SHORT,4164,0.2538647822975509,-0.07416426,-5.11,-0.010614943,-0.0892
2009-07-28 00:00:00+00,SHORT,3539,0.6259703361417824,-0.0560687,-5.72,-0.014090029,-0.0912
2009-07-29 00:00:00+00,SHORT,2930,0.2571029626335611,-0.061254077,-12.35,-0.013578587,-0.0902
2009-07-29 00:00:00+00,SHORT,3903,0.0,-0.02954357,8.37,-0.0060241856,-0.0925
2009-07-30 00:00:00+00,SHORT,2262,0.7444786131863985,-0.019751698,4.98,-0.013124208,-0.0919
2009-07-30 00:00:00+00,SHORT,2720,0.0,-0.10876848,1.24,-0.0062863026,-0.0933
2009-07-30 00:00:00+00,SHORT,1114,0.0,-0.04371838,14.25,-0.00852161,-0.0968
2009-07-30 00:00:00+00,SHORT,3275,0.0,-0.069687955,8.69,-0.010832605,-0.0971
2009-07-30 00:00:00+00,SHORT,1235,0.2592881844707889,-0.029622277,-8.79,-0.0148182055,-0.0964
2009-07-30 00:00:00+00,SHORT,1853,0.0,-0.063733585,6.52,-0.010599257,-0.0921
2009-07-30 00:00:00+00,SHORT,1985,0.29170589640345834,-0.10156469,-26.13,-0.008881345,-0.0831
2009-08-03 00:00:00+00,SHORT,2430,1.0,-0.12069855,0.39,-0.011641345,-0.0943
2009-08-03 00:00:00+00,SHORT,713,0.0,-0.044624675,-6.42,-0.014189744,-0.0978
2009-08-03 00:00:00+00,SHORT,1250,0.12738206844001607,-0.023465645,-1.62,-0.010259187,-0.0982
2009-08-04 00:00:00+00,SHORT,2262,0.5990391178715184,-0.029983968,2.76,-0.014712684,-0.0925
2009-08-04 00:00:00+00,SHORT,4059,0.6511664461785834,-0.054937646,11.35,-0.0071381684,-0.0972
2009-08-05 00:00:00+00,SHORT,498,0.0,-0.08469043,-15.57,-0.005841631,-0.0927
2009-08-05 00:00:00+00,SHORT,842,0.0,-0.0548689,5.32,-0.007907519,-0.094
2009-08-05 00:00:00+00,SHORT,3694,0.0,-0.0655725,-3.95,-0.013633732,-0.0904
2009-08-06 00:00:00+00,SHORT,487,0.9434188346402658,-0.07592061,-26.23,-0.009671474,-0.099
2009-08-06 00:00:00+00,SHORT,842,0.0,-0.05570614,5.32,-0.011422169,-0.0945
2009-08-07 00:00:00+00,SHORT,4218,0.6067883517934423,-0.030068804,-6.67,-0.007734142,-0.0963
2009-08-07 00:00:00+00,SHORT,2473,0.0,-0.07238583,-22.17,-0.0099349,-0.0923
2009-08-07 00:00:00+00,SHORT,443,0.41645864279129885,-0.009026873,12.29,-0.012665067,-0.1001
2009-08-07 00:00:00+00,SHORT,1114,0.0,-0.019975731,14.25,-0.012614114,-0.098
2009-08-07 00:00:00+00,SHORT,3273,0.14767192805021045,-0.04646045,0.02,-0.014619835,-0.0809
2009-08-07 00:00:00+00,SHORT,1731,0.21949461522157354,-0.042465087,-12.73,-0.00666652,-0.097
2009-08-07 00:00:00+00,SHORT,2032,0.24845998552533147,-0.061764475,-21.51,-0.010226116,-0.0811
2009-12-21 00:00:00+00,SHORT,3271,0.0,-0.038571235,-27.62,-0.009822039,-0.1091
2009-12-22 00:00:00+00,SHORT,3271,0.0,-0.03618861,-27.62,-0.006002801,-0.1101
2009-12-23 00:00:00+00,SHORT,406,0.38779223615457364,-0.02606553,7.51,-0.011707323,-0.1113
2009-12-23 00:00:00+00,SHORT,3271,0.0,-0.041929364,-27.62,-0.010756118,-0.1097
2009-12-23 00:00:00+00,SHORT,3645,0.0,-0.040670935,-8.06,-0.01278075,-0.1153
2009-12-29 00:00:00+00,SHORT,1299,0.5659477043954246,-0.03780938,-8.46,-0.009890485,-0.093
2010-01-05 00:00:00+00,SHORT,234,0.3572610503132377,-0.04696295,4.86,-0.010864917,-0.0876
2010-01-06 00:00:00+00,SHORT,713,0.4135316900862957,-0.0023852896,-3.67,-0.010364733,-0.0956
2010-01-07 00:00:00+00,SHORT,2111,0.2095643792333912,-0.030614655,-4.72,-0.011058027,-0.0958
2010-01-07 00:00:00+00,SHORT,2196,0.9444444444444444,-0.06385405,-13.04,-0.013568926,-0.0929
2010-01-07 00:00:00+00,SHORT,194,0.18879497502938422,-0.026200652,-25.23,-0.013114616,-0.0922
2010-01-07 00:00:00+00,SHORT,2582,1.0,-0.05537189,15.58,-0.008552681,-0.0876
2010-01-07 00:00:00+00,SHORT,3861,1.0,-0.021517407,16.21,-0.006063915,-0.0945
2010-01-08 00:00:00+00,SHORT,234,0.75,-0.048538778,4.86,-0.011490369,-0.0874
2010-01-08 00:00:00+00,SHORT,3861,0.8888888888888888,-0.030819684,16.21,-0.00772223,-0.0944
2010-01-11 00:00:00+00,SHORT,234,0.2288384382057347,-0.045386337,4.86,-0.010929847,-0.0874
2010-01-11 00:00:00+00,SHORT,3684,1.0,-0.014074194,4.29,-0.011386243,-0.0921
2010-01-11 00:00:00+00,SHORT,3861,0.7777777777777778,-0.037203267,16.21,-0.011743145,-0.0944
2010-01-12 00:00:00+00,SHORT,2761,0.635119649005693,-0.034084536,-17.68,-0.01457495,-0.0951
2010-01-12 00:00:00+00,SHORT,1072,0.30651567089823506,-0.08623847,15.78,-0.006922923,-0.0942
2010-01-13 00:00:00+00,SHORT,167,0.38996975736535566,-0.046378683,-5.77,-0.012151219,-0.0871
2010-01-13 00:00:00+00,SHORT,2226,0.4325670449658629,-0.033812664,-28.47,-0.014058835,-0.0949
2010-01-13 00:00:00+00,SHORT,2761,0.5963333632131075,-0.029502619,-17.68,-0.009648263,-0.0951
2010-01-14 00:00:00+00,SHORT,2226,0.43081026414013013,-0.030906484,-28.47,-0.013499248,-0.0949
2010-01-14 00:00:00+00,SHORT,2761,0.5415761949249658,-0.034667425,-17.68,-0.014028349,-0.0951
2010-01-14 00:00:00+00,SHORT,1072,0.0,-0.09479251,15.78,-0.010062889,-0.0942
2010-01-14 00:00:00+00,SHORT,4079,0.0,-0.0149105005,13.64,-0.01329151,-0.0936
2010-01-19 00:00:00+00,SHORT,2367,0.6666666666666667,-0.053335417,-17.17,-0.0066406406,-0.0952
2010-01-19 00:00:00+00,SHORT,1072,0.0,-0.09416739,15.78,-0.013722293,-0.0941
2010-01-19 00:00:00+00,SHORT,1112,0.0,-0.013888857,14.94,-0.0072962097,-0.0892
2010-01-20 00:00:00+00,SHORT,2226,0.188639204178383,-0.022007821,-28.47,-0.0063841017,-0.0948
2010-01-20 00:00:00+00,SHORT,631,0.2757874576110806,-0.05821161,-21.95,-0.011427408,-0.0948
2010-01-20 00:00:00+00,SHORT,1939,0.6,-0.13024281,5.39,-0.010664951,-0.0879
2010-01-21 00:00:00+00,SHORT,1916,0.2419597853771452,-0.05947276,3.2,-0.008438722,-0.0922
2010-01-26 00:00:00+00,SHORT,1437,1.0,-0.0056155724,-14.74,-0.01472443,-0.0939
2010-01-27 00:00:00+00,SHORT,131,0.06963618523632716,-0.032381658,10.35,-0.011022107,-0.0953
2010-01-28 00:00:00+00,SHORT,3486,0.0,-0.062688395,3.1,-0.013648769,-0.095
2010-02-01 00:00:00+00,SHORT,153,0.25840992439117877,-0.029113675,5.45,-0.01198345,-0.0907
2010-02-02 00:00:00+00,SHORT,131,0.03264353190258143,-0.0136628905,10.35,-0.0064196335,-0.0954
2010-02-03 00:00:00+00,SHORT,2211,0.0,-0.045206312,18.27,-0.0075280126,-0.0959
2010-02-03 00:00:00+00,SHORT,2213,0.0,-0.04339816,18.27,-0.01256057,-0.0959
2010-02-03 00:00:00+00,SHORT,1220,0.0,-0.0123680765,-6.65,-0.007167917,-0.0932
2010-02-03 00:00:00+00,SHORT,1300,0.5904889955040544,-0.015706671,-26.68,-0.009075218,-0.0915
2010-05-06 00:00:00+00,SHORT,1108,0.11904487671060017,-0.07008377,19.25,-0.009544662,-0.0813
2010-05-10 00:00:00+00,SHORT,135,0.0,-0.08023375,12.12,-0.01030323,-0.0852
2010-05-10 00:00:00+00,SHORT,2870,0.0,-0.06489474,10.0,-0.014679237,-0.1115
2010-05-10 00:00:00+00,SHORT,843,0.0299218910566549,-0.03966727,7.12,-0.007794611,-0.081
2010-05-11 00:00:00+00,SHORT,1160,0.0,-0.038081817,8.78,-0.014083129,-0.1037
