time,side,ticker_id,mv_up_composite_labels,delta_pe_qoq_df028,joint_fall_flag_1_20_df042,ma_cloud_diff_13_100_df007,skew_weighted_20_df037
2010-09-01 00:00:00+00,LONG,2543,0.9830508474576272,8.270005,0.0,-0.08850408,-0.40192303
2010-09-01 00:00:00+00,LONG,898,0.9705882352941176,2.427137,0.0,-0.07666938,-0.40654972
2010-09-01 00:00:00+00,LONG,3378,0.8863636363636364,6.9,0.0,-0.01632526,-0.34314302
2010-09-01 00:00:00+00,LONG,1377,0.8076923076923077,-14.5984955,0.0,-0.030589405,-0.38759625
2010-09-01 00:00:00+00,LONG,1593,0.6216687541984435,-2.6136458,0.0,-0.082229085,-0.37996876
2010-09-01 00:00:00+00,LONG,1650,0.9464285714285714,-14.416928,0.0,-0.09628851,-0.4368476
2010-09-02 00:00:00+00,LONG,2159,0.35611607790601213,-3.5175061,0.0,-0.02405788,-0.34676883
2010-09-02 00:00:00+00,LONG,898,0.9411764705882353,2.427137,0.0,-0.07783398,-0.3770205
2010-09-02 00:00:00+00,LONG,3293,0.657110795808589,-6.5799856,0.0,-0.033900857,-0.36116454
2010-09-02 00:00:00+00,LONG,1593,0.5953791659141209,-2.6136458,0.0,-0.08154968,-0.3413037
2010-09-02 00:00:00+00,LONG,1650,0.9285714285714286,-14.416928,0.0,-0.094903156,-0.40454033
2010-09-02 00:00:00+00,LONG,3754,1.0,-15.685572,0.0,-0.043431252,-0.34840104
2010-09-03 00:00:00+00,LONG,898,0.9117647058823529,2.427137,0.0,-0.08103469,-0.36661187
2010-09-07 00:00:00+00,LONG,2543,0.7162896111881374,8.270005,0.0,-0.08697096,-0.34933665
2010-09-08 00:00:00+00,LONG,2159,0.2627643198039965,-3.5175061,0.0,-0.02917792,-0.37543592
2010-09-08 00:00:00+00,LONG,2262,0.24715952663578172,-1.2557409,0.0,-0.011308002,-0.39314353
2010-10-08 00:00:00+00,LONG,3142,0.7935385350203369,-14.676909,0.0,-0.07750667,-0.4223636
2010-10-11 00:00:00+00,LONG,135,0.0,13.676471,0.0,0.081548005,-0.3770164
2010-10-11 00:00:00+00,LONG,3142,0.7765802436133892,-14.676909,0.0,-0.08018405,-0.42925155
2010-10-22 00:00:00+00,LONG,395,0.365575174131026,-13.003197,0.0,-0.05812039,-0.34108987
2010-10-25 00:00:00+00,LONG,395,0.29817088377558815,-13.003197,0.0,-0.05545428,-0.34237814
2010-11-10 00:00:00+00,LONG,93,0.0,17.761538,0.0,0.08726736,-0.3710855
2010-11-10 00:00:00+00,LONG,1719,0.0,12.226496,0.0,-0.018431889,-0.37949246
2010-11-12 00:00:00+00,LONG,3078,1.0,-1.6583484,0.0,0.048382666,-0.36109573
2010-11-12 00:00:00+00,LONG,1719,0.034482758620689724,12.226496,0.0,-0.03705591,-0.4135561
2010-11-16 00:00:00+00,LONG,3199,1.0,1.0802311,0.0,0.03602042,-0.39845267
2010-11-17 00:00:00+00,LONG,663,0.5203617894513805,6.8856816,0.0,-0.020338845,-0.38111526
2010-11-17 00:00:00+00,LONG,2877,0.5307385764371731,10.1046715,0.0,0.008760807,-0.40901846
2010-11-17 00:00:00+00,LONG,3199,0.972972972972973,1.0802311,0.0,0.030995434,-0.3806875
2010-11-17 00:00:00+00,LONG,3378,0.9767441860465116,-10.011628,0.0,0.039774515,-0.37517777
2010-11-18 00:00:00+00,LONG,663,0.5075310866637318,6.8856816,0.0,-0.02183124,-0.43516576
2010-11-19 00:00:00+00,LONG,3199,0.9189189189189189,1.0802311,0.0,0.020080786,-0.3802086
2010-11-22 00:00:00+00,LONG,663,0.48193052291303906,6.8856816,0.0,-0.025463548,-0.4372304
2010-11-23 00:00:00+00,LONG,663,0.4918289006780414,6.8856816,0.0,-0.027503166,-0.4285272
2010-11-24 00:00:00+00,LONG,131,0.39715826118364517,3.6903484,0.0,-0.06109769,-0.4275817
2010-11-26 00:00:00+00,LONG,131,0.4406091879156018,3.6903484,0.0,-0.073138066,-0.37815273
2010-11-29 00:00:00+00,LONG,2408,0.3887786027011528,16.240122,0.0,-0.0015982693,-0.4097793
2010-11-30 00:00:00+00,LONG,131,0.1501260089056122,3.6903484,0.0,-0.08334121,-0.37971175
2010-11-30 00:00:00+00,LONG,2543,0.3801133922938879,-8.062303,0.0,0.018891113,-0.38887423
2010-11-30 00:00:00+00,LONG,2751,1.0,-3.5663288,0.0,0.022815738,-0.37788212
2010-11-30 00:00:00+00,LONG,2979,0.27020694314591653,-12.820104,0.0,0.02370705,-0.36685282
2010-11-30 00:00:00+00,LONG,1184,0.8550112605907463,-0.9717571,0.0,0.011607059,-0.3809377
2010-11-30 00:00:00+00,LONG,1361,0.30029918394491273,-4.715666,0.0,-0.04350623,-0.35415548
2010-11-30 00:00:00+00,LONG,1615,0.41635925984164646,-8.794737,0.0,-0.08304623,-0.34427303
2010-11-30 00:00:00+00,LONG,3831,1.0,1.7132034,0.0,0.007597256,-0.38351187
2010-11-30 00:00:00+00,LONG,1949,1.0,6.5933485,0.0,-0.025453782,-0.35897103
2010-12-01 00:00:00+00,LONG,195,0.0,0.749095,0.0,-0.011803536,-0.4332647
2010-12-01 00:00:00+00,LONG,2751,0.2673266451979438,-3.5663288,0.0,0.018658675,-0.37864363
2010-12-01 00:00:00+00,LONG,1184,0.7452322006920246,-0.9717571,0.0,0.0041126506,-0.39209455
2010-12-01 00:00:00+00,LONG,1210,0.3403639704332863,-12.0413,0.0,0.011395597,-0.36629093
2010-12-01 00:00:00+00,LONG,1361,0.2065130063897418,-4.715666,0.0,-0.045320287,-0.3691069
2010-12-01 00:00:00+00,LONG,3831,0.962962962962963,1.7132034,0.0,-1.7615312E-5,-0.43816528
2010-12-02 00:00:00+00,LONG,4136,0.92,-6.98727,0.0,0.011223831,-0.43873954
2010-12-02 00:00:00+00,LONG,195,0.0,0.749095,0.0,-0.012885041,-0.37785822
2010-12-02 00:00:00+00,LONG,2437,0.0,28.225752,0.0,-0.04005276,-0.43746287
2010-12-02 00:00:00+00,LONG,2751,0.0,-3.5663288,0.0,0.016363762,-0.35461295
2010-12-02 00:00:00+00,LONG,3335,0.9285714285714286,-17.101604,0.0,0.0024619508,-0.40782875
2010-12-02 00:00:00+00,LONG,3831,0.9259259259259259,1.7132034,0.0,-0.0054629166,-0.3818417
2010-12-03 00:00:00+00,LONG,2751,0.0,-3.5663288,0.0,0.0133592505,-0.3884981
2010-12-03 00:00:00+00,LONG,2979,0.0,-12.820104,0.0,0.016108533,-0.3756294
2010-12-03 00:00:00+00,LONG,1184,0.0,-0.9717571,0.0,-0.0042082886,-0.37546387
2010-12-03 00:00:00+00,LONG,1210,0.28488828916135045,-12.0413,0.0,0.008218653,-0.36626297
2010-12-03 00:00:00+00,LONG,3335,0.8928571428571429,-17.101604,0.0,0.0012509493,-0.35932297
2010-12-03 00:00:00+00,LONG,1536,0.27753283920311533,23.19952,0.0,0.042345595,-0.3818843
2010-12-03 00:00:00+00,LONG,3831,0.8888888888888888,1.7132034,0.0,-0.009288064,-0.42331004
2010-12-03 00:00:00+00,LONG,1888,0.9333333333333333,15.1373625,0.0,-0.04890041,-0.41666675
2010-12-06 00:00:00+00,LONG,131,0.12009621953288832,3.6903484,0.0,-0.07136952,-0.36154434
2010-12-06 00:00:00+00,LONG,2269,0.8974358974358975,-7.6807814,0.0,-0.035469767,-0.37829143
2010-12-06 00:00:00+00,LONG,2751,0.0,-3.5663288,0.0,0.010998509,-0.38022733
2010-12-06 00:00:00+00,LONG,2979,0.0,-12.820104,0.0,0.014487157,-0.39930376
2010-12-06 00:00:00+00,LONG,1184,0.5867140481392205,-0.9717571,0.0,-0.007023619,-0.3597183
2010-12-06 00:00:00+00,LONG,1536,0.2677318612321746,23.19952,0.0,0.038172267,-0.42804086
2010-12-06 00:00:00+00,LONG,3831,0.6729191027581175,1.7132034,0.0,-0.010017672,-0.38520852
2010-12-07 00:00:00+00,LONG,2262,0.3870338944378583,-0.3624457,0.0,-0.03628799,-0.36372697
2010-12-07 00:00:00+00,LONG,2979,0.0,-12.820104,0.0,0.013065634,-0.36050397
2010-12-07 00:00:00+00,LONG,1536,0.25121822496466445,23.19952,0.0,0.03933505,-0.37843823
2010-12-07 00:00:00+00,LONG,3831,0.8148148148148149,1.7132034,0.0,-0.011018617,-0.34829074
2010-12-08 00:00:00+00,LONG,1361,0.21450202886504285,-4.715666,0.0,-0.04623013,-0.41837457
2010-12-10 00:00:00+00,LONG,4136,0.6799999999999999,-6.98727,0.0,0.0025576924,-0.3830543
2010-12-20 00:00:00+00,LONG,3994,1.0,2.447373,0.0,-0.01469165,-0.37886268
2010-12-21 00:00:00+00,LONG,3179,0.5172117243393092,-9.372971,0.0,-0.053086028,-0.35612524
2010-12-30 00:00:00+00,LONG,475,0.6695423808867533,23.468542,0.0,0.017290467,-0.37587833
2011-01-03 00:00:00+00,LONG,475,0.5477255771611901,23.468542,0.0,0.009052845,-0.34505263
2011-01-04 00:00:00+00,LONG,475,0.5471265537880161,23.468542,0.0,0.004761449,-0.35094026
2011-01-05 00:00:00+00,LONG,475,0.6722920458388777,23.468542,0.0,-3.638453E-4,-0.40148053
2011-01-06 00:00:00+00,LONG,475,0.6453364448856139,23.468542,0.0,-0.004681425,-0.42176622
2011-01-07 00:00:00+00,LONG,1191,1.0,18.487762,0.0,0.043088842,-0.3595487
2011-01-10 00:00:00+00,LONG,3040,1.0,2.6966667,0.0,0.020053795,-0.3970016
2011-01-11 00:00:00+00,LONG,3040,0.9777777777777777,2.6966667,0.0,0.015497898,-0.4165688
2011-01-12 00:00:00+00,LONG,3040,0.9555555555555556,2.6966667,0.0,0.011880173,-0.4371109
2011-01-18 00:00:00+00,LONG,3782,0.0,2.028889,0.0,0.09893695,-0.34776962
2011-01-19 00:00:00+00,LONG,3040,0.8666666666666667,2.6966667,0.0,-0.0029254814,-0.42051923
2011-01-19 00:00:00+00,LONG,3782,0.0,2.028889,0.0,0.09144028,-0.34153783
2011-01-20 00:00:00+00,LONG,3782,0.6105721846589396,2.028889,0.0,0.08479485,-0.4103486
2011-01-20 00:00:00+00,LONG,1790,1.0,17.819311,0.0,0.049425684,-0.43341833
2011-01-21 00:00:00+00,LONG,3040,0.8222222222222222,2.6966667,0.0,-0.010083072,-0.36710483
2011-01-21 00:00:00+00,LONG,1790,0.962962962962963,17.819311,0.0,0.043313734,-0.37951878
2011-01-24 00:00:00+00,LONG,1790,0.9259259259259259,17.819311,0.0,0.037185553,-0.4048618
2011-01-25 00:00:00+00,LONG,2253,0.631402915452727,-3.6026235,0.0,0.0096620815,-0.34458205
2011-01-26 00:00:00+00,LONG,2253,0.5766964017675668,-5.0434284,0.0,0.0077672894,-0.34111127
2011-01-27 00:00:00+00,LONG,2569,0.04790525301898489,26.324795,0.0,0.07855084,-0.34502426
2011-02-01 00:00:00+00,LONG,28,1.0,-9.971597,0.0,-0.0522874,-0.389193
2011-02-01 00:00:00+00,LONG,2499,0.9642857142857143,9.132997,0.0,-0.019636545,-0.36613968
2011-02-01 00:00:00+00,LONG,3142,0.24633145226199066,-11.514345,0.0,-3.8286045E-4,-0.39490876
2011-02-01 00:00:00+00,LONG,4074,0.2047486549924402,27.351395,0.0,-0.062121436,-0.41662735
2011-02-02 00:00:00+00,LONG,28,0.9666666666666667,-9.971597,0.0,-0.05372529,-0.37312973
2011-02-04 00:00:00+00,LONG,2041,0.362289183621692,24.223888,0.0,-0.0763147,-0.39964023
2011-02-07 00:00:00+00,LONG,28,0.591738080977895,-9.971597,0.0,-0.05615189,-0.3637846
2011-02-10 00:00:00+00,LONG,2041,0.23725903192390582,24.223888,0.0,-0.09137687,-0.42697334
2011-03-01 00:00:00+00,LONG,195,0.5909181195741228,7.1518025,0.0,-0.05110609,-0.35975066
2011-03-01 00:00:00+00,LONG,2469,0.9473684210526316,-12.333333,0.0,0.08258941,-0.3871205
2011-03-03 00:00:00+00,LONG,1910,0.7765956924243659,-11.573233,0.0,-0.005099803,-0.36907867
2011-03-04 00:00:00+00,LONG,1910,0.9090909090909091,-11.573233,0.0,-0.012012844,-0.38919953
2011-03-07 00:00:00+00,LONG,195,0.4135495797962725,7.1518025,0.0,-0.05925579,-0.34804788
2011-03-07 00:00:00+00,LONG,1910,0.8636363636363636,-11.573233,0.0,-0.018904971,-0.3729902
2011-03-09 00:00:00+00,LONG,1667,0.4435875367838406,-9.48718,0.0,0.098979644,-0.43923217
2011-03-10 00:00:00+00,LONG,1667,0.532388833944019,-9.48718,0.0,0.084128,-0.4122161
2011-03-14 00:00:00+00,LONG,2508,0.0,0.7623265,0.0,0.08933356,-0.34475127
2011-03-15 00:00:00+00,LONG,101,0.0,6.3471684,0.0,0.0026948955,-0.3627247
2011-03-15 00:00:00+00,LONG,2508,0.0,0.7623265,0.0,0.081977256,-0.37260202
2011-03-15 00:00:00+00,LONG,516,0.0,5.2101693,0.0,0.014659624,-0.3524108
2011-03-15 00:00:00+00,LONG,3621,0.43878793123675236,-10.043384,0.0,-0.027752886,-0.4316813
2011-03-16 00:00:00+00,LONG,4122,0.3955044190468353,-5.672727,0.0,0.013135161,-0.42017654
2011-03-16 00:00:00+00,LONG,68,1.0,7.755711,0.0,0.038109567,-0.39643833
2011-03-16 00:00:00+00,LONG,101,0.0,6.3471684,0.0,-0.0063072173,-0.378747
2011-03-16 00:00:00+00,LONG,4224,0.7116226816213732,-13.602728,0.0,-0.036206767,-0.4049956
2011-03-16 00:00:00+00,LONG,405,0.5955699429502228,12.353969,0.0,-0.007291914,-0.41153717
2011-03-16 00:00:00+00,LONG,540,1.0,-11.924891,0.0,0.051119015,-0.39577085
2011-03-16 00:00:00+00,LONG,2619,0.37734215232808976,-7.7832055,0.0,-0.08668099,-0.42585588
2011-03-16 00:00:00+00,LONG,1051,0.0,28.361868,0.0,0.069339804,-0.36869508
2011-03-16 00:00:00+00,LONG,3607,0.1676157816521519,10.354838,0.0,-0.03218788,-0.3636268
2011-03-16 00:00:00+00,LONG,3802,0.43663665813683555,-14.80382,0.0,0.030880524,-0.3660975
2011-03-16 00:00:00+00,LONG,1780,0.06175294035530514,1.3131665,0.0,0.039776824,-0.3521348
2011-03-16 00:00:00+00,LONG,4050,0.564624536611811,-1.9881136,0.0,0.041162886,-0.38040712
2011-03-17 00:00:00+00,LONG,4122,0.3610098097904546,-5.672727,0.0,0.011541138,-0.38154274
2011-03-17 00:00:00+00,LONG,52,0.9714285714285714,4.1782513,0.0,0.056912836,-0.37070096
2011-03-17 00:00:00+00,LONG,4224,0.631862657881543,-13.602728,0.0,-0.040139895,-0.4022107
2011-03-17 00:00:00+00,LONG,245,0.3487613081926675,-0.8478009,0.0,0.003974327,-0.37775236
2011-03-17 00:00:00+00,LONG,2440,0.0,-1.45,0.0,-0.047145758,-0.40398127
2011-03-17 00:00:00+00,LONG,405,0.5550482584374276,12.353969,0.0,-0.011106018,-0.3627971
2011-03-17 00:00:00+00,LONG,2619,0.567283115208078,-7.7832055,0.0,-0.09122335,-0.38657793
2011-03-17 00:00:00+00,LONG,602,1.0,-13.0291815,0.0,-0.08221628,-0.35828567
2011-03-17 00:00:00+00,LONG,2930,0.108220432790753,-7.0030303,0.0,0.02677219,-0.35023436
2011-03-17 00:00:00+00,LONG,2938,0.36949321692420045,19.730532,0.0,-0.036470488,-0.36665502
2011-03-17 00:00:00+00,LONG,1051,0.0,28.361868,0.0,0.059944004,-0.41014084
2011-03-17 00:00:00+00,LONG,3515,0.0,-1.0081586,0.0,0.01620612,-0.42931417
2011-03-17 00:00:00+00,LONG,3607,0.0,10.354838,0.0,-0.035069004,-0.37137318
2011-03-17 00:00:00+00,LONG,3621,0.4224135047288858,-10.043384,0.0,-0.032383963,-0.40127778
2011-03-17 00:00:00+00,LONG,3695,0.49599284241363467,5.660078,0.0,0.011907352,-0.4383185
2011-03-17 00:00:00+00,LONG,3802,0.0,-14.80382,0.0,0.023665767,-0.36496958
2011-03-17 00:00:00+00,LONG,1780,0.04344180336340411,1.3131665,0.0,0.026587969,-0.3924825
2011-03-17 00:00:00+00,LONG,1908,0.584209920508921,8.011849,0.0,-0.027284529,-0.35019797
2011-03-17 00:00:00+00,LONG,2004,0.6551732210373677,10.123373,0.0,-0.02581939,-0.37835944
2011-03-18 00:00:00+00,LONG,4224,0.875,-13.602728,0.0,-0.04148067,-0.38274854
2011-03-18 00:00:00+00,LONG,2440,0.6280640363660032,-1.45,0.0,-0.05427473,-0.41060576
2011-03-18 00:00:00+00,LONG,405,0.46120428768745625,12.353969,0.0,-0.013761207,-0.37051043
2011-03-18 00:00:00+00,LONG,2613,0.0,-3.7777777,0.0,0.102429315,-0.4349515
2011-03-18 00:00:00+00,LONG,1051,0.0,28.361868,0.0,0.05272606,-0.38577572
2011-03-18 00:00:00+00,LONG,3114,0.210045631724296,4.0324674,0.0,-0.016189488,-0.34330747
2011-03-18 00:00:00+00,LONG,3515,0.0,-1.0081586,0.0,0.013799674,-0.3521864
2011-03-18 00:00:00+00,LONG,3535,0.92,0.2911144,0.0,-0.050671436,-0.37911868
2011-03-18 00:00:00+00,LONG,3621,0.342031963715272,-10.043384,0.0,-0.031722084,-0.3503643
2011-03-18 00:00:00+00,LONG,3695,0.3600784118794179,5.660078,0.0,0.0052608964,-0.43667874
2011-03-18 00:00:00+00,LONG,3760,0.6440974726638781,-7.868889,0.0,0.009698784,-0.3909247
2011-03-18 00:00:00+00,LONG,3782,1.0,-15.46,0.0,-0.012645585,-0.37554586
2011-03-18 00:00:00+00,LONG,3802,0.0,-14.80382,0.0,0.018675206,-0.34464318
2011-03-18 00:00:00+00,LONG,1780,0.0,1.3131665,0.0,0.01638415,-0.4167423
2011-03-21 00:00:00+00,LONG,101,0.0,6.3471684,0.0,-0.030689282,-0.36484227
2011-03-21 00:00:00+00,LONG,397,0.0,-3.7970004,0.0,-0.037971664,-0.41889447
2011-03-21 00:00:00+00,LONG,2613,0.0,-3.7777777,0.0,0.09256746,-0.391345
2011-03-21 00:00:00+00,LONG,2619,0.5097179753565146,-7.7832055,0.0,-0.09959312,-0.37067607
2011-03-21 00:00:00+00,LONG,1191,0.0,-4.637615,0.0,0.01314372,-0.43499014
2011-03-21 00:00:00+00,LONG,3535,0.1505054946855089,0.2911144,0.0,-0.053176373,-0.3499954
2011-03-21 00:00:00+00,LONG,3612,0.6111377829965523,-17.20654,0.0,-0.053639255,-0.4194578
2011-03-21 00:00:00+00,LONG,3695,0.21489070550842856,5.660078,0.0,-0.001048831,-0.35091278
2011-03-21 00:00:00+00,LONG,3782,0.9818181818181818,-15.46,0.0,-0.017108198,-0.36009943
2011-03-21 00:00:00+00,LONG,1939,0.0,2.0149426,0.0,0.0057993014,-0.4152349
2011-03-22 00:00:00+00,LONG,397,0.1900041468996457,-3.7970004,0.0,-0.04490506,-0.34753323
2011-03-22 00:00:00+00,LONG,1919,0.6506333135340736,29.01391,0.0,0.038233846,-0.40989086
2011-03-22 00:00:00+00,LONG,1939,0.0,2.0149426,0.0,-0.0020779902,-0.36622462
2011-03-23 00:00:00+00,LONG,1919,0.6690105843849483,29.01391,0.0,0.031165885,-0.38685054
2011-03-24 00:00:00+00,LONG,1919,0.9491525423728814,29.01391,0.0,0.025917424,-0.35571313
2011-03-25 00:00:00+00,LONG,3343,0.21002690817354264,-5.5034485,0.0,-0.01858717,-0.399858
2011-03-28 00:00:00+00,LONG,101,0.0,6.3471684,0.0,-0.058377486,-0.37559628
2011-03-28 00:00:00+00,LONG,2613,0.0,-3.7777777,0.0,0.0390205,-0.37820148
2011-03-29 00:00:00+00,LONG,101,0.0,6.3471684,0.0,-0.06250237,-0.34848613
2011-03-29 00:00:00+00,LONG,405,0.09434111731137267,12.353969,0.0,-0.030757358,-0.36707577
2011-03-31 00:00:00+00,LONG,101,0.0,6.3471684,0.0,-0.06649578,-0.35645384
2011-03-31 00:00:00+00,LONG,3255,0.0,-9.924812,0.0,-0.0769278,-0.40680498
2011-04-01 00:00:00+00,LONG,3255,0.0,-9.924812,0.0,-0.076558895,-0.36635098
2011-04-04 00:00:00+00,LONG,3255,0.0,-9.924812,0.0,-0.0762432,-0.37436926
2011-04-05 00:00:00+00,LONG,3255,0.0,-9.924812,0.0,-0.07563109,-0.35593644
2011-04-05 00:00:00+00,LONG,1985,0.2981599531159797,-5.2375326,0.0,-0.048043087,-0.36887446
2011-04-12 00:00:00+00,LONG,248,0.0,-11.095232,0.0,-0.019841148,-0.34127304
2011-04-18 00:00:00+00,LONG,248,0.8333333333333334,-11.095232,0.0,-0.03323223,-0.40897003
2011-04-20 00:00:00+00,LONG,2681,0.0,12.683935,0.0,-0.06372841,-0.4149926
2011-04-26 00:00:00+00,LONG,2681,0.0,12.683935,0.0,-0.06533745,-0.36441943
2011-04-27 00:00:00+00,LONG,2681,0.0,-5.569118,0.0,-0.06475879,-0.35097238
2011-04-28 00:00:00+00,LONG,2681,0.0,-5.569118,0.0,-0.06391565,-0.3670026
2011-05-04 00:00:00+00,LONG,1673,0.0,-9.685793,0.0,0.019067181,-0.37535748
2011-05-05 00:00:00+00,LONG,1673,0.0,-9.685793,0.0,0.010505022,-0.4217154
2011-05-17 00:00:00+00,LONG,2690,1.0,0.03152062,0.0,-0.06026934,-0.42704397
2011-05-17 00:00:00+00,LONG,1288,0.0,-16.36,0.0,-0.03130686,-0.42888647
2011-05-18 00:00:00+00,LONG,2690,0.0,0.03152062,0.0,-0.069753535,-0.35345438
2011-05-19 00:00:00+00,LONG,2690,0.0,0.03152062,0.0,-0.07712864,-0.3979789
2011-05-20 00:00:00+00,LONG,2690,0.0,0.03152062,0.0,-0.08223423,-0.43287742
2011-05-24 00:00:00+00,LONG,2690,0.0,0.03152062,0.0,-0.08597155,-0.42354882
2011-05-24 00:00:00+00,LONG,710,0.0,-0.9166667,0.0,-0.012385857,-0.35586345
2011-05-25 00:00:00+00,LONG,192,0.0,-17.264538,0.0,0.015459002,-0.38020006
2011-05-25 00:00:00+00,LONG,3127,0.0,-16.404974,0.0,0.074081756,-0.35404596
2011-05-26 00:00:00+00,LONG,710,0.0,-0.9166667,0.0,-0.01341195,-0.38732708
2011-05-26 00:00:00+00,LONG,1780,0.0,4.5330358,0.0,-0.021844234,-0.42253765
2011-05-26 00:00:00+00,LONG,4059,0.0,9.600841,0.0,0.010278883,-0.3468441
2011-05-27 00:00:00+00,LONG,845,0.0,-11.563309,0.0,-0.001709921,-0.37540787
2011-05-27 00:00:00+00,LONG,1780,0.0,4.5330358,0.0,-0.024309767,-0.39445573
2011-05-31 00:00:00+00,LONG,1780,0.0,4.5330358,0.0,-0.026236523,-0.35100994
2011-06-06 00:00:00+00,LONG,3293,0.0,15.599251,0.0,0.019882964,-0.38594517
2011-06-07 00:00:00+00,LONG,194,0.0,0.42583334,0.0,-0.028386725,-0.34816292
2011-06-07 00:00:00+00,LONG,2482,0.0,-8.786205,0.0,0.003526631,-0.35224918
2011-06-08 00:00:00+00,LONG,2064,0.0,19.313372,0.0,0.01581511,-0.37557086
2011-06-08 00:00:00+00,LONG,194,0.0,0.42583334,0.0,-0.035438042,-0.42833877
2011-06-09 00:00:00+00,LONG,2064,0.0,19.313372,0.0,0.0105898855,-0.3426014
2011-06-09 00:00:00+00,LONG,3293,0.0,15.599251,0.0,0.0071068294,-0.35523766
2011-06-09 00:00:00+00,LONG,2042,0.0,-2.5420363,0.0,0.018735647,-0.37131304
2011-06-10 00:00:00+00,LONG,2064,0.0,19.313372,0.0,0.006554358,-0.34337565
2011-06-10 00:00:00+00,LONG,28,0.34462279270194124,11.21581,0.0,0.044560965,-0.37038195
2011-06-10 00:00:00+00,LONG,194,0.0,0.42583334,0.0,-0.04579749,-0.36022225
2011-06-10 00:00:00+00,LONG,3127,0.0,10.988251,0.0,0.016925434,-0.35825172
2011-06-10 00:00:00+00,LONG,1383,0.4538113755998016,1.2362638,0.0,0.018780423,-0.3986689
2011-06-10 00:00:00+00,LONG,1585,0.0,5.5966353,0.0,-0.045045868,-0.35663375
2011-06-10 00:00:00+00,LONG,1731,0.0,-2.9938684,0.0,0.036075097,-0.3899286
2011-06-13 00:00:00+00,LONG,3293,0.0,15.599251,0.0,7.059993E-4,-0.38828725
2011-06-13 00:00:00+00,LONG,3501,0.0,-7.74375,0.0,-0.019749982,-0.38523588
2011-06-13 00:00:00+00,LONG,4050,0.0,2.4947145,0.0,-0.01846122,-0.42428312
2011-06-14 00:00:00+00,LONG,28,0.38163037977684955,11.21581,0.0,0.037407503,-0.37392867
2011-06-14 00:00:00+00,LONG,1308,0.0,-7.2616324,0.0,0.002629753,-0.43757012
2011-06-14 00:00:00+00,LONG,3621,0.0,-6.831776,0.0,-0.028590057,-0.36821234
2011-06-14 00:00:00+00,LONG,1684,0.0,-1.791265,0.0,-0.021098442,-0.4000957
2011-06-15 00:00:00+00,LONG,2778,0.0,2.76,0.0,-0.033250753,-0.36905202
2011-06-15 00:00:00+00,LONG,1081,0.23900562700430678,-7.470238,0.0,0.0025342712,-0.36092216
2011-06-15 00:00:00+00,LONG,1684,0.9142857142857143,-1.791265,0.0,-0.02573577,-0.41362414
2011-06-16 00:00:00+00,LONG,4107,0.0,2.9585414,0.0,-0.07956544,-0.3820985
2011-06-16 00:00:00+00,LONG,28,0.32811319264247374,11.21581,0.0,0.03438763,-0.38951057
2011-06-16 00:00:00+00,LONG,684,0.0,-14.468242,0.0,-0.051117223,-0.34693784
2011-06-16 00:00:00+00,LONG,2778,0.0,2.76,0.0,-0.037132822,-0.38261572
2011-06-16 00:00:00+00,LONG,2830,0.0,-17.733028,0.0,-0.047312777,-0.3532236
2011-06-16 00:00:00+00,LONG,834,0.3263651933740209,1.5078031,0.0,-0.01088376,-0.35925907
2011-06-16 00:00:00+00,LONG,845,1.0,-11.563309,0.0,-0.079708114,-0.37652963
2011-06-16 00:00:00+00,LONG,1684,0.0,-1.791265,0.0,-0.030165352,-0.43007842
2011-06-16 00:00:00+00,LONG,1761,0.0,-0.5309804,0.0,-0.063463815,-0.35004735
2011-06-16 00:00:00+00,LONG,4050,0.0,2.4947145,0.0,-0.025832241,-0.34822324
2011-06-17 00:00:00+00,LONG,194,0.0,0.42583334,0.0,-0.07374965,-0.3686284
2011-06-17 00:00:00+00,LONG,234,0.0,-10.110423,0.0,-0.011440226,-0.3622931
2011-06-17 00:00:00+00,LONG,845,0.0,-11.563309,0.0,-0.08696204,-0.39364776
2011-06-17 00:00:00+00,LONG,1081,0.1887931018399866,-7.470238,0.0,-0.004025817,-0.39340279
2011-06-17 00:00:00+00,LONG,1684,0.0,-1.791265,0.0,-0.03535529,-0.35835177
2011-06-17 00:00:00+00,LONG,4050,0.0,2.4947145,0.0,-0.029436436,-0.35894656
2011-06-20 00:00:00+00,LONG,4197,0.0,-5.2340136,0.0,-0.002529839,-0.42683637
2011-06-20 00:00:00+00,LONG,234,0.0,-10.110423,0.0,-0.0151144,-0.3519281
2011-06-20 00:00:00+00,LONG,2425,0.0,-15.3109255,0.0,-0.08254357,-0.38095003
2011-06-20 00:00:00+00,LONG,845,0.0,-11.563309,0.0,-0.0907687,-0.34813666
2011-06-20 00:00:00+00,LONG,1141,0.0,-5.1942973,0.0,-0.012453915,-0.3553678
2011-06-20 00:00:00+00,LONG,1908,0.0,-11.254393,0.0,-0.06859921,-0.3854828
2011-06-20 00:00:00+00,LONG,2004,0.0,8.948989,0.0,-0.02680762,-0.38109174
2011-06-21 00:00:00+00,LONG,111,0.0,2.2785463,0.0,0.025863385,-0.38462734
2011-06-21 00:00:00+00,LONG,2440,0.0,-15.5,0.0,-0.07455762,-0.3807977
2011-06-22 00:00:00+00,LONG,2440,0.0,-15.5,0.0,-0.08436588,-0.4008749
2011-06-24 00:00:00+00,LONG,2716,0.0,-5.2350063,0.0,-0.029008277,-0.38999027
