time,side,ticker_id,mv_dn_composite_labels,accel_price_21_df021,joint_fall_flag_1_10_df042,dist_upper_bb_20_2.0_df055,delta_volume_21_df024
2010-10-21 00:00:00+00,SHORT,3309,0.5622071233877615,0.015932702,1.0,-0.019816956,81021.0
2010-10-21 00:00:00+00,SHORT,1742,0.0,0.016097907,1.0,-0.024414234,212287.0
2010-10-21 00:00:00+00,SHORT,3868,0.625,0.009621207,1.0,-0.023175383,955900.0
2010-10-22 00:00:00+00,SHORT,1803,0.0,0.0037982862,1.0,-0.025999822,242870.0
2010-10-25 00:00:00+00,SHORT,1742,0.0,-0.016548423,1.0,-0.018918544,-36196.0
2010-10-26 00:00:00+00,SHORT,160,0.41105263692089505,-0.0073389504,1.0,-0.017686455,664200.0
2010-10-26 00:00:00+00,SHORT,386,1.0,-0.006645618,1.0,-0.011624847,785074.0
2010-10-26 00:00:00+00,SHORT,862,0.2824015679113729,5.2833575E-4,1.0,-0.021229539,1038444.0
2010-10-26 00:00:00+00,SHORT,1258,0.15855618186543438,-0.010655316,1.0,-0.010210087,1194770.0
2010-10-26 00:00:00+00,SHORT,3310,0.5484782677850544,-0.016594345,1.0,-0.013420019,786962.0
2010-10-26 00:00:00+00,SHORT,1463,0.20694727006660646,-0.009240726,1.0,-0.012852532,186801.0
2010-10-26 00:00:00+00,SHORT,1742,0.0,-0.015837021,1.0,-0.020343218,21850.0
2010-10-27 00:00:00+00,SHORT,2482,0.5066704607035679,-0.011399461,1.0,-0.012367447,975816.0
2010-10-27 00:00:00+00,SHORT,1463,0.2790413106423534,-0.007939484,1.0,-0.01935234,666523.0
2010-10-28 00:00:00+00,SHORT,1742,0.0,2.8130025E-4,1.0,-0.022483386,-128343.0
2010-10-29 00:00:00+00,SHORT,1803,0.019156629847708505,-0.011245745,1.0,-0.025753364,-71291.0
2010-11-02 00:00:00+00,SHORT,3078,0.22016375817172174,-0.0054340055,1.0,-0.017773414,748574.0
2010-11-03 00:00:00+00,SHORT,937,0.07478170345735101,-0.014314252,1.0,-0.0047537987,185337.0
2010-11-05 00:00:00+00,SHORT,2327,0.6274514646988482,0.001244396,1.0,-0.019547971,82100.0
2010-11-05 00:00:00+00,SHORT,424,0.31739404954167827,0.0015232959,1.0,-0.01719376,34469.0
2010-11-05 00:00:00+00,SHORT,3378,0.0,0.0064918767,1.0,-0.020930015,243159.0
2010-11-08 00:00:00+00,SHORT,881,0.0,-0.009463875,1.0,-0.02313326,867877.0
2010-11-08 00:00:00+00,SHORT,3109,0.27778506419235405,-0.013896152,1.0,-0.024191756,58427.0
2010-11-08 00:00:00+00,SHORT,1324,0.3455137002586801,-0.01499661,1.0,-0.017623091,108413.0
2010-11-08 00:00:00+00,SHORT,3378,0.0,-0.014933919,1.0,-0.023008749,89398.0
2010-11-08 00:00:00+00,SHORT,3629,0.0,-0.016658293,1.0,-0.021567194,-85652.0
2010-11-09 00:00:00+00,SHORT,2541,0.0,-0.016101899,1.0,-0.021205394,89292.0
2010-11-09 00:00:00+00,SHORT,602,0.3102216827320721,-0.0059596854,1.0,-0.02287431,19029.0
2010-11-11 00:00:00+00,SHORT,3681,0.12665958659490542,-0.007184766,1.0,-0.024388462,64112.0
2010-11-11 00:00:00+00,SHORT,1949,0.0,-0.015259728,1.0,-0.019802827,9599.0
2010-11-12 00:00:00+00,SHORT,3456,0.0695823167839829,-0.014801812,1.0,-0.020161843,-3435.0
2010-11-12 00:00:00+00,SHORT,1949,0.0,0.0014453554,1.0,-0.026369693,75624.0
2010-11-19 00:00:00+00,SHORT,799,0.0,-1.4201985E-6,1.0,-0.025289837,-67009.0
2010-11-22 00:00:00+00,SHORT,799,0.0,-0.010789393,1.0,-0.025678238,322438.0
2010-12-03 00:00:00+00,SHORT,1262,0.2554549256343576,-0.006477631,1.0,-0.01064965,76808.0
2010-12-07 00:00:00+00,SHORT,1262,0.2365677645389083,-0.0053341524,1.0,-0.025186496,165746.0
2010-12-07 00:00:00+00,SHORT,1306,0.0,-0.005174119,1.0,-0.019984957,96004.0
2010-12-14 00:00:00+00,SHORT,555,0.4218157372329515,0.011403039,1.0,-0.014607782,-129954.0
2010-12-15 00:00:00+00,SHORT,1306,0.0,-0.0059886584,1.0,-0.0121191675,308381.0
2010-12-17 00:00:00+00,SHORT,1306,0.0,-0.016517881,1.0,-0.011744432,39961.0
2010-12-20 00:00:00+00,SHORT,3837,0.0,-0.017247407,1.0,-0.010029312,1481189.0
2010-12-28 00:00:00+00,SHORT,3447,0.5255747979478329,-0.0055743675,1.0,-0.014718226,122900.0
2010-12-29 00:00:00+00,SHORT,1904,0.0,-0.007878256,1.0,-0.015887879,-104715.0
2011-01-04 00:00:00+00,SHORT,212,0.0,0.0013416233,1.0,-0.0109473765,955608.0
2011-01-04 00:00:00+00,SHORT,3748,0.4853351940556929,-0.0045936285,1.0,-0.022704592,268276.0
2011-01-05 00:00:00+00,SHORT,160,0.16058457827115213,0.0032280511,1.0,-0.023159657,1141800.0
2011-01-05 00:00:00+00,SHORT,212,0.0,-0.017376758,1.0,-0.022107879,1523965.0
2011-01-05 00:00:00+00,SHORT,1108,1.0,-0.008163407,1.0,-0.008534924,-15700.0
2011-01-06 00:00:00+00,SHORT,212,0.0,-0.0025153612,1.0,-0.024259046,141271.0
2011-01-06 00:00:00+00,SHORT,617,0.0,-0.010539364,1.0,-0.018385809,104200.0
2011-01-06 00:00:00+00,SHORT,1108,0.8888888888888888,-9.0307044E-4,1.0,-0.008950913,-51700.0
2011-01-07 00:00:00+00,SHORT,212,0.0,0.010863578,1.0,-0.02633252,1231002.0
2011-01-07 00:00:00+00,SHORT,517,0.0,0.002092078,1.0,-0.021440744,-58387.0
2011-01-18 00:00:00+00,SHORT,517,0.0,-0.0034900468,1.0,-0.01503386,-107861.0
2011-01-18 00:00:00+00,SHORT,3841,0.3649327200669437,-0.014623315,1.0,-0.023220085,705496.0
2011-01-20 00:00:00+00,SHORT,588,0.23586721691348353,-0.00515572,1.0,-0.015643721,729594.0
2011-01-24 00:00:00+00,SHORT,395,0.24377682230664358,0.005534031,1.0,-0.024807582,1524340.0
2011-02-07 00:00:00+00,SHORT,664,0.2969025814934135,-0.015909115,1.0,-0.023310935,800324.0
2011-02-08 00:00:00+00,SHORT,2055,0.781030340664914,0.0071524368,1.0,-0.024641363,402790.0
2011-02-14 00:00:00+00,SHORT,2072,0.0,-0.011845111,1.0,-0.01860609,-3019.0
2011-02-14 00:00:00+00,SHORT,4224,0.42726193704115256,-0.008671656,1.0,-0.013684862,9850.0
2011-02-14 00:00:00+00,SHORT,2999,0.0,0.0038187343,1.0,-0.018200796,-11811.0
2011-02-16 00:00:00+00,SHORT,1869,0.4983868976814809,0.0071405307,1.0,-0.01432502,899611.0
2011-02-18 00:00:00+00,SHORT,2866,0.13113935173894029,-7.86955E-4,1.0,-0.018450517,1178971.0
2011-02-18 00:00:00+00,SHORT,3124,0.256314756159629,-0.006023049,1.0,-0.025272384,-53104.0
2011-02-22 00:00:00+00,SHORT,2569,0.16387111422339717,-0.0032028863,1.0,-0.013315425,1203901.0
2011-02-23 00:00:00+00,SHORT,2553,0.12903138654487964,-0.0011225428,1.0,-0.023928963,218438.0
2011-03-01 00:00:00+00,SHORT,1288,0.6666666666666667,7.2021777E-4,1.0,-0.0209318,1382706.0
2011-03-02 00:00:00+00,SHORT,450,0.23348501156973775,-0.008873034,1.0,-0.021846203,187845.0
2011-03-02 00:00:00+00,SHORT,920,1.0,0.0050825453,1.0,-0.011107619,-5529.0
2011-03-04 00:00:00+00,SHORT,427,0.08226181208220495,0.0013866654,1.0,-0.01776041,1754754.0
2011-03-04 00:00:00+00,SHORT,450,0.25323518480424373,0.0018783059,1.0,-0.019092413,121118.0
2011-03-04 00:00:00+00,SHORT,1288,0.5,-0.007762956,1.0,-0.024203975,319996.0
2011-03-04 00:00:00+00,SHORT,3648,0.6923076923076923,-0.017634675,1.0,-0.018879697,1885.0
2011-03-07 00:00:00+00,SHORT,3648,0.3522625703653656,-0.005712653,1.0,-0.019670801,-57137.0
2011-03-07 00:00:00+00,SHORT,4070,0.3136966209503413,-0.0077940347,1.0,-0.01071327,13514.0
2011-03-08 00:00:00+00,SHORT,562,0.37787053594161707,-0.0154990805,1.0,-0.025085121,324092.0
2011-03-08 00:00:00+00,SHORT,1198,0.5145842803855197,8.6982123E-4,1.0,-0.0249441,146234.0
2011-03-09 00:00:00+00,SHORT,3241,0.38573300524212223,-0.012254322,1.0,-0.025233207,782597.0
2011-03-10 00:00:00+00,SHORT,266,0.07370042208226579,-0.017781598,1.0,-0.022723746,-116081.0
2011-03-10 00:00:00+00,SHORT,2923,0.40768298182102636,-0.012170192,1.0,-0.013169385,1256200.0
2011-03-10 00:00:00+00,SHORT,2938,0.09087003989773168,-0.016327132,1.0,-0.019349577,381200.0
2011-03-10 00:00:00+00,SHORT,3648,0.12864934287076327,-0.00862659,1.0,-0.025599867,32725.0
2011-03-11 00:00:00+00,SHORT,2923,0.31767164817479615,0.004567767,1.0,-0.020672329,511695.0
2011-03-11 00:00:00+00,SHORT,2938,0.0,-0.008944195,1.0,-0.022185735,348100.0
2011-03-14 00:00:00+00,SHORT,1324,0.0,-0.006585979,1.0,-0.025945932,13198.0
2011-03-16 00:00:00+00,SHORT,1324,0.0,-0.011682991,1.0,-0.0254816,230585.0
2011-03-29 00:00:00+00,SHORT,1090,0.0,-0.010004762,1.0,-0.023753492,1635621.0
2011-04-04 00:00:00+00,SHORT,2196,1.0,2.2077396E-4,1.0,-0.024045978,-55153.0
2011-04-04 00:00:00+00,SHORT,212,0.0,-0.0019761694,1.0,-0.025212822,868622.0
2011-04-04 00:00:00+00,SHORT,3218,0.3084803598054831,0.004277142,1.0,-0.015486319,271700.0
2011-04-04 00:00:00+00,SHORT,3684,0.9285714285714286,-0.008411896,1.0,-0.019466076,123376.0
2011-04-05 00:00:00+00,SHORT,2116,0.0,-0.0040275683,1.0,-0.014694419,-30737.0
2011-04-05 00:00:00+00,SHORT,2553,0.13226067791391055,0.0036040738,1.0,-0.013992635,-55592.0
2011-04-05 00:00:00+00,SHORT,2877,0.7315719463786675,0.013088674,1.0,-0.023722956,219441.0
2011-04-05 00:00:00+00,SHORT,3684,0.8571428571428572,0.020144735,1.0,-0.02271828,-97392.0
2011-04-06 00:00:00+00,SHORT,1198,0.0,0.00904267,1.0,-0.015201858,1956.0
2011-04-06 00:00:00+00,SHORT,3851,0.7266917366062463,-0.0076935235,1.0,-0.017310187,73250.0
2011-04-07 00:00:00+00,SHORT,2119,0.4343176588138103,-0.012528656,1.0,-0.018399242,627820.0
2011-04-07 00:00:00+00,SHORT,2270,0.0,-0.005999449,1.0,-0.02612297,873700.0
2011-04-07 00:00:00+00,SHORT,562,0.2228075127494907,-8.040105E-4,1.0,-0.023554413,137915.0
2011-04-07 00:00:00+00,SHORT,2731,0.3294799396186338,0.016169433,1.0,-0.009121482,367245.0
2011-04-07 00:00:00+00,SHORT,881,0.0,-0.0051269396,1.0,-0.020314382,-62066.0
2011-04-07 00:00:00+00,SHORT,3130,0.9090909090909091,-0.007088986,1.0,-0.018118257,260739.0
2011-04-08 00:00:00+00,SHORT,3704,0.18703717948033485,0.010807682,1.0,-0.02355106,386955.0
2011-04-08 00:00:00+00,SHORT,1742,0.2839666719167312,-8.598999E-4,1.0,-0.020143801,-87166.0
2011-04-12 00:00:00+00,SHORT,3704,0.10781331050529319,0.009388482,1.0,-0.022688832,1616750.0
2011-04-13 00:00:00+00,SHORT,1684,0.0,-0.0031968423,1.0,-0.024584483,-75095.0
2011-04-25 00:00:00+00,SHORT,1908,0.7516637593243651,-0.004412144,1.0,-0.018547121,-600.0
2011-04-26 00:00:00+00,SHORT,1838,0.6871629182925844,-0.010127109,1.0,-0.023290813,576150.0
2011-04-27 00:00:00+00,SHORT,1762,0.4672085536234209,-0.005541081,1.0,-0.01329208,-110110.0
2011-04-27 00:00:00+00,SHORT,1904,0.11800319721193671,0.0118820295,1.0,-0.019901996,-20575.0
2011-04-28 00:00:00+00,SHORT,3790,0.2288853670701613,-0.011710782,1.0,-0.021026254,212107.0
2011-04-29 00:00:00+00,SHORT,1288,0.3162424560069236,-0.008179065,1.0,-0.014202838,1738662.0
2011-05-02 00:00:00+00,SHORT,2079,1.0,-0.012423208,1.0,-0.014099378,131739.0
2011-05-02 00:00:00+00,SHORT,1664,0.9230769230769231,-0.014446543,1.0,-0.01734428,-5955.0
2011-05-03 00:00:00+00,SHORT,4062,0.7332330298431854,-0.013718791,1.0,-0.022277175,-69082.0
2011-05-04 00:00:00+00,SHORT,1176,0.7756343690264114,0.0032117558,1.0,-0.026070831,1501600.0
2011-05-13 00:00:00+00,SHORT,4163,0.0,-0.0030092555,1.0,-0.022085324,85606.0
2011-05-13 00:00:00+00,SHORT,3895,0.0,0.007749112,1.0,-0.0150534455,-14155.0
2011-05-16 00:00:00+00,SHORT,1,0.45363192758495796,-0.0065439143,1.0,-0.006405935,752124.0
2011-05-19 00:00:00+00,SHORT,2553,0.11471496932373555,0.019018259,1.0,-0.00802744,10979.0
2011-05-19 00:00:00+00,SHORT,3903,0.0,-0.012203506,1.0,-0.018926773,372871.0
2011-05-19 00:00:00+00,SHORT,3943,0.0,-0.008215642,1.0,-0.017641827,689484.0
2011-05-20 00:00:00+00,SHORT,3905,0.5117217399527372,-0.011546948,1.0,-0.008059325,606624.0
2011-05-25 00:00:00+00,SHORT,3343,0.14148138721077302,0.0010298034,1.0,-0.018638175,102883.0
2011-05-27 00:00:00+00,SHORT,3343,0.14109723633282392,0.0043775537,1.0,-0.015859755,499661.0
2011-05-31 00:00:00+00,SHORT,559,0.0,-0.0032123823,1.0,-0.025069857,1354638.0
2011-05-31 00:00:00+00,SHORT,1715,0.2755126008924998,-0.0032025736,1.0,-0.010502486,1513095.0
2011-05-31 00:00:00+00,SHORT,1734,0.5286625026713547,-0.010756713,1.0,-0.02380142,245700.0
2011-06-01 00:00:00+00,SHORT,4171,0.0,-0.009311675,1.0,-0.025835773,64553.0
2011-06-01 00:00:00+00,SHORT,914,0.20457012696424917,-0.0067415168,1.0,-0.016996745,1250000.0
2011-06-01 00:00:00+00,SHORT,3825,0.26327590639206383,-0.0069837137,1.0,-0.02543252,863561.0
2011-06-01 00:00:00+00,SHORT,4086,1.0,-0.005126873,1.0,-0.022996407,-16600.0
2011-06-03 00:00:00+00,SHORT,580,0.0,-0.00865803,1.0,-0.020429095,517660.0
2011-06-06 00:00:00+00,SHORT,3203,0.0,0.009198972,1.0,-0.023851285,-74568.0
2011-06-07 00:00:00+00,SHORT,580,0.0,-0.007308653,1.0,-0.023313997,-67822.0
2011-06-08 00:00:00+00,SHORT,617,0.0,-0.012436394,1.0,-0.020998264,68600.0
2011-06-08 00:00:00+00,SHORT,3538,0.0,-0.008299729,1.0,-0.024947887,637937.0
2011-06-10 00:00:00+00,SHORT,1762,0.0,-0.004288426,1.0,-0.016738985,448790.0
2011-06-15 00:00:00+00,SHORT,111,0.24640057222202194,0.0034955768,1.0,-0.0101788975,1638716.0
2011-07-05 00:00:00+00,SHORT,995,0.9090909090909091,0.01307035,1.0,-0.013592945,-26397.0
2011-07-05 00:00:00+00,SHORT,3804,1.0,-0.007756255,1.0,-0.012665594,-37945.0
2011-07-05 00:00:00+00,SHORT,4016,0.0,-0.015422958,1.0,-0.011894264,755540.0
2011-07-06 00:00:00+00,SHORT,2546,0.0,-0.007112104,1.0,-0.025526008,596400.0
2011-07-06 00:00:00+00,SHORT,3804,0.875,-0.004646026,1.0,-0.025594447,34007.0
2011-07-08 00:00:00+00,SHORT,2248,0.9473684210526316,0.0029567413,1.0,-0.02479713,854800.0
2011-07-08 00:00:00+00,SHORT,4016,0.0,0.01235272,1.0,-0.015322438,33613.0
2011-07-12 00:00:00+00,SHORT,9,0.23343043486918388,3.6529353E-4,1.0,-0.021155467,648597.0
2011-07-13 00:00:00+00,SHORT,4163,0.4376836444825018,-0.009734315,1.0,-0.0261582,114148.0
2011-07-15 00:00:00+00,SHORT,406,0.13629649988833173,-9.364787E-4,1.0,-0.010108003,-74490.0
2011-07-21 00:00:00+00,SHORT,1112,1.0,-0.017345516,1.0,-0.020070434,-121954.0
2011-07-21 00:00:00+00,SHORT,1371,1.0,-0.015717976,1.0,-0.02334596,-30467.0
2011-07-22 00:00:00+00,SHORT,739,0.6970294509358185,0.009367845,1.0,0.0012720367,27700.0
2011-07-22 00:00:00+00,SHORT,1288,1.0,0.0033663157,1.0,-0.009383719,-30200.0
2011-07-22 00:00:00+00,SHORT,1437,0.2966357273029644,1.2211516E-4,1.0,-0.025377197,-110146.0
2011-07-22 00:00:00+00,SHORT,3522,0.9333333333333333,0.002201081,1.0,-0.008584164,86512.0
2011-07-22 00:00:00+00,SHORT,3973,0.5891769763364277,0.005929683,1.0,-0.004043842,1256896.0
2011-07-22 00:00:00+00,SHORT,4088,0.9333333333333333,0.0024207933,1.0,-0.008852802,-66000.0
2011-07-25 00:00:00+00,SHORT,3078,0.8461538461538461,0.0040829657,1.0,-0.024306191,-111007.0
2011-07-25 00:00:00+00,SHORT,1288,0.8333333333333334,-0.0031201583,1.0,-0.01056936,-26.0
2011-07-25 00:00:00+00,SHORT,3614,0.8571428571428572,0.015815232,1.0,-0.022304036,-26635.0
2011-07-25 00:00:00+00,SHORT,4088,0.8666666666666667,0.0060816025,1.0,-0.010902763,607800.0
2011-07-26 00:00:00+00,SHORT,450,0.28166704961930966,0.0015561082,1.0,-0.017284589,-24894.0
2011-07-26 00:00:00+00,SHORT,1262,0.9230769230769231,0.00206142,1.0,-0.0125035625,123153.0
2011-07-29 00:00:00+00,SHORT,3538,0.7272727272727273,-0.0166611,1.0,-0.017654022,826274.0
2011-08-01 00:00:00+00,SHORT,3538,0.6,-0.011014029,1.0,-0.023813514,529923.0
2011-08-01 00:00:00+00,SHORT,3882,1.0,-0.016732251,1.0,-0.014193611,98924.0
2011-08-02 00:00:00+00,SHORT,1262,0.5384615384615384,-0.017240666,1.0,-0.023964921,660534.0
2011-08-30 00:00:00+00,SHORT,3040,0.9090909090909091,9.2991604E-4,1.0,-0.020770544,631213.0
2011-08-30 00:00:00+00,SHORT,3742,0.0,0.007840516,1.0,-0.022449221,1508673.0
2011-09-01 00:00:00+00,SHORT,4163,0.4401544914940887,-0.017150436,1.0,-0.024217008,97606.0
2011-09-01 00:00:00+00,SHORT,555,0.529661980264001,-0.0019322281,1.0,-0.016726783,-25633.0
2011-09-01 00:00:00+00,SHORT,3203,1.0,-1.8758683E-4,1.0,-0.021103987,-30784.0
2011-09-15 00:00:00+00,SHORT,3179,1.0,0.0085244775,1.0,-0.013693913,-7120.0
2011-09-16 00:00:00+00,SHORT,475,1.0,-0.015524138,1.0,-0.016766272,264150.0
2011-09-16 00:00:00+00,SHORT,641,0.3372604428979033,-0.012751461,1.0,-0.024811693,344871.0
2011-09-16 00:00:00+00,SHORT,845,0.10168509919038024,0.019668063,1.0,-0.008680704,584352.0
2011-09-16 00:00:00+00,SHORT,2936,1.0,0.0039667888,1.0,-0.020616436,1256582.0
2011-09-16 00:00:00+00,SHORT,3471,0.0,-0.0058960393,1.0,-0.0173178,380770.0
2011-09-16 00:00:00+00,SHORT,3645,0.21466606289937515,0.0024332323,1.0,-0.021976164,1565000.0
2011-09-16 00:00:00+00,SHORT,3825,0.0,-0.005120084,1.0,-0.016117195,919772.0
2011-09-20 00:00:00+00,SHORT,133,0.0,0.005315468,1.0,-0.022153907,312257.0
2011-09-20 00:00:00+00,SHORT,2778,0.9,0.0068133846,1.0,-0.023097971,-70382.0
2011-09-20 00:00:00+00,SHORT,1198,0.8888888888888888,0.0028780277,1.0,-0.025572889,-12369.0
2011-09-20 00:00:00+00,SHORT,3614,0.7142857142857143,7.585428E-4,1.0,-0.025704421,32901.0
2011-09-30 00:00:00+00,SHORT,388,0.0,-0.013631766,1.0,-0.02160217,508900.0
2011-10-25 00:00:00+00,SHORT,710,0.23422517389435074,-0.017521286,1.0,-0.024999509,559429.0
2011-10-28 00:00:00+00,SHORT,2253,0.875,-0.01734436,1.0,-0.02296351,865793.0
2011-10-28 00:00:00+00,SHORT,417,0.5360970488469078,-0.014139416,1.0,-0.022691896,-66400.0
2011-10-31 00:00:00+00,SHORT,3652,0.3167298341055301,0.0029170266,1.0,-0.017659016,327400.0
2011-10-31 00:00:00+00,SHORT,1715,0.26163819363566687,0.008338773,1.0,-0.021556042,666170.0
2011-11-14 00:00:00+00,SHORT,2084,0.1881195677298247,-0.012944707,1.0,-0.014571216,1597300.0
2011-11-14 00:00:00+00,SHORT,2912,0.08413189079764508,-0.011468076,1.0,-0.021370696,1101197.0
2011-11-15 00:00:00+00,SHORT,1250,0.30615503300739283,0.019361556,1.0,-0.019780515,-105609.0
2011-11-16 00:00:00+00,SHORT,345,0.6,-0.01630224,1.0,-0.025818279,131300.0
2011-11-17 00:00:00+00,SHORT,2816,0.14665055119545048,0.011036312,1.0,-0.019925961,669415.0
2011-11-18 00:00:00+00,SHORT,2816,0.0,-0.010354051,1.0,-0.023847405,432574.0
2011-12-08 00:00:00+00,SHORT,3531,0.3089619755801817,0.007740761,1.0,-0.025934996,56950.0
2011-12-13 00:00:00+00,SHORT,1144,0.24341543000150417,-0.013460973,1.0,-0.01655189,1059756.0
2011-12-27 00:00:00+00,SHORT,1473,0.0,0.013340361,1.0,-0.02347274,-63858.0
2012-01-04 00:00:00+00,SHORT,862,0.38512661577440765,-0.0020781953,1.0,-0.01820845,336962.0
2012-01-04 00:00:00+00,SHORT,934,0.25220075453815055,-0.010672417,1.0,-0.020749366,-8200.0
2012-01-04 00:00:00+00,SHORT,3521,0.18808958984320526,-0.0033133419,1.0,-0.020582082,451100.0
2012-01-04 00:00:00+00,SHORT,3831,0.0,0.0022254875,1.0,-0.022175742,552977.0
2012-01-11 00:00:00+00,SHORT,4016,0.25437936381275644,-0.016545728,1.0,-0.02067007,344711.0
2012-01-12 00:00:00+00,SHORT,1144,0.25824393099792003,-0.014265336,1.0,-0.014758624,-3695.0
2012-01-13 00:00:00+00,SHORT,39,0.20390834555042783,0.011141389,1.0,-0.016462058,403500.0
2012-01-20 00:00:00+00,SHORT,3521,0.0,-0.004057947,1.0,-0.023129052,379700.0
2012-01-26 00:00:00+00,SHORT,2196,0.0,-0.0020202964,1.0,-0.025906235,472487.0
2012-01-26 00:00:00+00,SHORT,1664,0.4745175911388991,-0.011539163,1.0,-0.02576344,41249.0
2012-02-06 00:00:00+00,SHORT,498,0.7143192656073224,0.015792912,1.0,-0.020660546,490255.0
2012-02-06 00:00:00+00,SHORT,3905,0.36539440745933904,-0.014542705,1.0,-0.014739734,11984.0
2012-02-09 00:00:00+00,SHORT,787,0.736842105263158,-0.0096200425,1.0,-0.023833804,458567.0
2012-02-09 00:00:00+00,SHORT,1838,0.0,-0.007965938,1.0,-0.023516295,708264.0
2012-02-10 00:00:00+00,SHORT,2835,0.3511597616127473,-0.013205282,1.0,-0.024512991,1616998.0
2012-02-13 00:00:00+00,SHORT,1742,0.25809909096280664,0.0011264789,1.0,-0.02494793,577262.0
2012-02-14 00:00:00+00,SHORT,1532,0.5734904390802044,0.018924395,1.0,-0.021570103,828576.0
2012-02-14 00:00:00+00,SHORT,3802,0.0,0.0038059226,1.0,-0.023159971,-31046.0
2012-02-17 00:00:00+00,SHORT,39,0.20005227950858046,-7.7734474E-4,1.0,-0.02629802,231600.0
2012-02-17 00:00:00+00,SHORT,4140,0.15748449560515843,-0.0044522863,1.0,-0.022833325,-75462.0
2012-02-21 00:00:00+00,SHORT,4153,0.32262240490090904,-0.011160245,1.0,-0.00984412,-1316.0
2012-02-21 00:00:00+00,SHORT,3049,0.0,0.011187171,1.0,-0.015325487,-15951.0
2012-02-22 00:00:00+00,SHORT,50,0.34701181459286773,-0.0021637233,1.0,-0.007617204,230706.0
2012-02-22 00:00:00+00,SHORT,2221,0.0,-0.009228681,1.0,-0.020346811,216695.0
2012-02-22 00:00:00+00,SHORT,3271,0.5084024140912955,-0.01692618,1.0,-0.020668259,554891.0
2012-02-23 00:00:00+00,SHORT,2221,0.0,0.0037564375,1.0,-0.023921264,247604.0
2012-02-24 00:00:00+00,SHORT,3049,0.0,-0.015620865,1.0,-0.024265394,-18963.0
2012-02-24 00:00:00+00,SHORT,1423,0.27847989635433207,-0.004668479,1.0,-0.018938776,-47001.0
2012-02-27 00:00:00+00,SHORT,50,0.3690970472354689,-0.0040063746,1.0,-0.013906433,964655.0
2012-02-28 00:00:00+00,SHORT,3049,0.0,-0.012282788,1.0,-0.021810237,103996.0
2012-02-28 00:00:00+00,SHORT,3641,0.3768545625531358,-0.007833319,1.0,-0.025767157,56839.0
2012-02-29 00:00:00+00,SHORT,4107,0.37218566379643575,0.011264844,1.0,-0.022879696,446100.0
2012-02-29 00:00:00+00,SHORT,2569,0.875,0.015354686,1.0,-0.023104498,879810.0
2012-02-29 00:00:00+00,SHORT,684,0.3056665057235723,-0.0058416342,1.0,-0.026011547,810297.0
2012-02-29 00:00:00+00,SHORT,2896,0.5477053614555684,-0.0042893877,1.0,-0.024331165,1068126.0
2012-02-29 00:00:00+00,SHORT,1330,1.0,-0.008363631,1.0,-0.01587362,877400.0
2012-02-29 00:00:00+00,SHORT,1447,0.059177759963530134,0.018250564,1.0,-0.022430971,1320410.0
2012-03-05 00:00:00+00,SHORT,2343,0.0,-0.016039604,1.0,-0.023584992,139968.0
2012-03-05 00:00:00+00,SHORT,3124,0.0,-0.006168529,1.0,-0.016662516,-23132.0
2012-03-09 00:00:00+00,SHORT,1910,0.0,0.00418432,1.0,-0.009291625,165895.0
2012-03-19 00:00:00+00,SHORT,3885,0.11206050023463104,-0.008439206,1.0,-0.024524469,-60025.0
2012-03-21 00:00:00+00,SHORT,3521,0.29051868884425847,-0.0052205566,1.0,-0.015969329,117700.0
2012-03-23 00:00:00+00,SHORT,3684,0.0,0.0018342779,1.0,-0.02567766,-123382.0
2012-03-26 00:00:00+00,SHORT,788,0.21952048898540016,-0.0073852385,1.0,-0.017783374,29500.0
2012-03-27 00:00:00+00,SHORT,2431,0.7868135175442914,-0.01510574,1.0,-0.019272095,-52333.0
2012-03-27 00:00:00+00,SHORT,2554,0.6105473147780665,-0.0153493835,1.0,-0.02098445,1166867.0
2012-03-27 00:00:00+00,SHORT,3198,0.0,0.0022734734,1.0,-0.019812884,-4388.0
2012-03-27 00:00:00+00,SHORT,3521,0.506815621372072,0.008221122,1.0,-0.017273977,820600.0
2012-03-27 00:00:00+00,SHORT,3586,0.8068418724934078,-0.0043524583,1.0,-0.017564017,71154.0
2012-03-27 00:00:00+00,SHORT,1927,0.8254540963739961,0.012142076,1.0,-0.024972072,1642500.0
2012-03-27 00:00:00+00,SHORT,4013,0.038860678234528594,0.00589456,1.0,-0.020048771,40685.0
2012-03-28 00:00:00+00,SHORT,2079,0.6042922071620902,-0.0069238083,1.0,-0.008753324,-51713.0
2012-03-28 00:00:00+00,SHORT,2508,0.8989689021274194,-0.010936248,1.0,-0.019596025,1462680.0
2012-03-28 00:00:00+00,SHORT,562,0.5882161672125396,-0.007865702,1.0,-0.015880078,19381.0
2012-03-28 00:00:00+00,SHORT,3521,0.48223933332279423,-0.0019181115,1.0,-0.016598755,1468600.0
2012-03-28 00:00:00+00,SHORT,3681,0.5414588879518143,-0.012230097,1.0,-0.015601951,85174.0
2012-03-29 00:00:00+00,SHORT,562,0.5924680294602466,-0.009571139,1.0,-0.025624324,441644.0
2012-03-29 00:00:00+00,SHORT,3681,0.4552476818082975,-0.015803572,1.0,-0.02301528,140324.0
2012-03-30 00:00:00+00,SHORT,2079,0.5199444612541498,-0.0017635295,1.0,-0.018902754,-99822.0
