time,side,ticker_id,mv_up_composite_labels,ma_cloud_diff_13_50_df007,dist_lower_bb_20_2.0_df055,joint_fall_flag_1_20_df042
2005-01-21 00:00:00+00,LONG,2248,1.0,-0.08981814,-0.007938457,0.0
2005-01-24 00:00:00+00,LONG,2248,0.9827586206896551,-0.091115005,-0.025106687,0.0
2005-01-24 00:00:00+00,LONG,429,0.0,-0.105880715,0.012620639,0.0
2005-01-25 00:00:00+00,LONG,2248,0.9655172413793104,-0.09150278,-0.027207442,0.0
2005-01-25 00:00:00+00,LONG,429,0.0,-0.10980272,-0.04491702,0.0
2005-01-25 00:00:00+00,LONG,3596,0.0,-0.092818685,-0.019850785,0.0
2005-01-25 00:00:00+00,LONG,3699,0.0,-0.10561746,-0.038807243,0.0
2005-01-26 00:00:00+00,LONG,2248,0.9482758620689655,-0.09132346,-0.04971916,0.0
2005-01-27 00:00:00+00,LONG,429,0.0,-0.11139344,-0.054997135,0.0
2005-01-27 00:00:00+00,LONG,3596,0.0,-0.09902413,-0.052919026,0.0
2005-01-28 00:00:00+00,LONG,3596,0.0,-0.10427978,-0.04712935,0.0
2005-02-03 00:00:00+00,LONG,3596,0.0,-0.10512733,-0.045625344,0.0
2005-02-08 00:00:00+00,LONG,1807,0.0,-0.098043464,-0.034723524,0.0
2005-02-09 00:00:00+00,LONG,1610,0.0,-0.087989144,-0.04118155,0.0
2005-02-14 00:00:00+00,LONG,3355,0.0,-0.09085075,-0.040767476,0.0
2005-02-15 00:00:00+00,LONG,3355,0.0,-0.09168022,-0.054489374,0.0
2005-02-18 00:00:00+00,LONG,3355,0.0,-0.10020864,-0.041577373,0.0
2005-02-23 00:00:00+00,LONG,3355,0.0,-0.100237265,-0.04767927,0.0
2005-02-24 00:00:00+00,LONG,3137,0.0,-0.100270286,-0.037065648,0.0
2005-03-04 00:00:00+00,LONG,505,0.0,-0.11007022,-0.050864108,0.0
2005-03-11 00:00:00+00,LONG,429,0.5109880843461393,-0.094519734,-0.044225477,0.0
2005-03-16 00:00:00+00,LONG,1064,0.0,-0.111440405,-0.054449547,0.0
2005-04-05 00:00:00+00,LONG,2248,0.0,-0.10835823,-0.02381432,0.0
2005-04-20 00:00:00+00,LONG,1719,0.9583333333333334,-0.08931708,-0.011519659,0.0
2005-04-25 00:00:00+00,LONG,3273,0.4854286067072599,-0.104358114,-0.046417944,0.0
2005-04-26 00:00:00+00,LONG,1719,0.875,-0.106023535,-0.05404365,0.0
2005-04-27 00:00:00+00,LONG,1423,0.0,-0.11037662,-0.0153179895,0.0
2005-04-28 00:00:00+00,LONG,1258,0.14266991478948032,-0.09169034,-0.027228892,0.0
2005-04-29 00:00:00+00,LONG,2133,0.8131791695060228,-0.096434064,-0.021462217,0.0
2005-04-29 00:00:00+00,LONG,309,0.7379318653512232,-0.09431813,-0.01717134,0.0
2005-04-29 00:00:00+00,LONG,2742,0.9412134057400294,-0.11059353,-0.051849056,0.0
2005-04-29 00:00:00+00,LONG,3271,0.6121794578258031,-0.08980851,-0.013435192,0.0
2005-05-02 00:00:00+00,LONG,2133,0.9761904761904762,-0.09805835,-0.03722545,0.0
2005-05-02 00:00:00+00,LONG,309,0.9545454545454546,-0.09470744,-0.022917269,0.0
2005-05-02 00:00:00+00,LONG,2548,0.9583333333333334,-0.10987579,0.020406984,0.0
2005-05-02 00:00:00+00,LONG,1700,0.9642857142857143,-0.092046686,-0.018402513,0.0
2005-05-02 00:00:00+00,LONG,1848,0.0,-0.10354711,-0.048111558,0.0
2005-05-03 00:00:00+00,LONG,2133,0.9523809523809523,-0.098434724,-0.037747227,0.0
2005-05-03 00:00:00+00,LONG,309,0.5984992074009141,-0.09348453,-0.04524324,0.0
2005-05-03 00:00:00+00,LONG,2548,0.9166666666666666,-0.1133807,-0.022643134,0.0
2005-05-03 00:00:00+00,LONG,1700,0.9285714285714286,-0.09452044,-0.03327221,0.0
2005-05-04 00:00:00+00,LONG,1700,0.8928571428571429,-0.09521312,-0.039954495,0.0
2005-05-05 00:00:00+00,LONG,2133,0.9047619047619048,-0.09657688,-0.050051484,0.0
2005-05-05 00:00:00+00,LONG,1185,0.8561006624964912,-0.099282645,-0.030724129,0.0
2005-05-05 00:00:00+00,LONG,1700,0.8571428571428572,-0.09476977,-0.04730721,0.0
2005-05-06 00:00:00+00,LONG,1185,0.7151066149363201,-0.09467757,-0.053152822,0.0
2005-05-09 00:00:00+00,LONG,2133,0.72114979151711,-0.0933889,-0.04637124,0.0
2005-05-10 00:00:00+00,LONG,2133,0.6582371347882521,-0.09295105,-0.045967706,0.0
2005-05-11 00:00:00+00,LONG,2133,0.5683355922993729,-0.09027808,-0.049090076,0.0
2005-05-11 00:00:00+00,LONG,1108,0.9473684210526316,-0.08849121,-0.01708639,0.0
