time,side,ticker_id,mv_up_composite_labels,sessions_since_bearish_8_50_df059,skew_weighted_10_df037,joint_fall_flag_5_10_df042
2010-08-31 00:00:00+00,LONG,652,1.0,11.0,-0.30901855,1.0
2010-08-31 00:00:00+00,LONG,759,1.0,8.0,-0.39071405,1.0
2010-08-31 00:00:00+00,LONG,2815,0.8587563105794586,21.0,-0.29814732,1.0
2010-08-31 00:00:00+00,LONG,2930,1.0,16.0,-0.44911495,1.0
2010-08-31 00:00:00+00,LONG,920,0.40943018194313585,8.0,-0.46202964,1.0
2010-08-31 00:00:00+00,LONG,3127,1.0,8.0,-0.41551995,1.0
2010-08-31 00:00:00+00,LONG,3199,0.9523809523809523,9.0,-0.4608215,1.0
2010-08-31 00:00:00+00,LONG,1236,1.0,9.0,-0.4179419,1.0
2010-08-31 00:00:00+00,LONG,1250,0.8888888888888888,8.0,-0.43390238,1.0
2010-08-31 00:00:00+00,LONG,1631,0.6902390453581404,8.0,-0.44363478,1.0
2010-08-31 00:00:00+00,LONG,1650,0.9642857142857143,9.0,-0.3325522,1.0
2010-08-31 00:00:00+00,LONG,3699,0.9534883720930233,12.0,-0.37266138,1.0
2010-08-31 00:00:00+00,LONG,3703,1.0,8.0,-0.30635646,1.0
2010-08-31 00:00:00+00,LONG,1719,0.9310344827586207,17.0,-0.44783923,1.0
2010-08-31 00:00:00+00,LONG,3855,0.9310344827586207,9.0,-0.44131258,1.0
2010-08-31 00:00:00+00,LONG,3923,1.0,12.0,-0.44569656,1.0
2010-08-31 00:00:00+00,LONG,2004,0.7742090769934713,13.0,-0.41442898,1.0
2010-09-01 00:00:00+00,LONG,309,0.9565217391304348,12.0,-0.40413842,1.0
2010-09-01 00:00:00+00,LONG,2440,0.9666666666666667,15.0,-0.39412972,1.0
2010-09-01 00:00:00+00,LONG,2543,0.9830508474576272,13.0,-0.40359202,1.0
2010-09-01 00:00:00+00,LONG,2776,0.9814814814814815,19.0,-0.4016399,1.0
2010-09-01 00:00:00+00,LONG,3686,0.9814814814814815,11.0,-0.33705425,1.0
2010-09-01 00:00:00+00,LONG,3699,0.9302325581395349,13.0,-0.27866098,1.0
2010-09-01 00:00:00+00,LONG,1719,0.9137931034482758,18.0,-0.40513134,1.0
2010-09-01 00:00:00+00,LONG,1807,0.34410445702076037,5.0,-0.25930974,1.0
2010-09-01 00:00:00+00,LONG,3973,0.5281381320976889,7.0,-0.3591067,1.0
2010-09-02 00:00:00+00,LONG,3754,1.0,11.0,-0.47410527,1.0
2010-09-08 00:00:00+00,LONG,4136,0.9090909090909091,11.0,-0.38296857,1.0
2010-09-09 00:00:00+00,LONG,4136,0.8909090909090909,12.0,-0.3355216,1.0
2010-09-09 00:00:00+00,LONG,1082,0.85,14.0,-0.27102232,1.0
2010-09-27 00:00:00+00,LONG,4123,0.75,8.0,-0.35363546,1.0
2010-09-29 00:00:00+00,LONG,4097,0.0,4.0,-0.36368734,1.0
2010-10-01 00:00:00+00,LONG,4215,0.5653110632015208,13.0,-0.45763037,1.0
2010-10-04 00:00:00+00,LONG,4215,0.5695368337502213,14.0,-0.463997,1.0
2010-10-05 00:00:00+00,LONG,4215,0.5049238087271058,15.0,-0.45871562,1.0
2010-10-05 00:00:00+00,LONG,2543,0.5932203389830508,4.0,-0.32535005,1.0
2010-10-12 00:00:00+00,LONG,3645,0.1897372518004757,8.0,-0.42167643,1.0
2010-10-19 00:00:00+00,LONG,938,0.8888888888888888,7.0,-0.32183284,1.0
2010-10-20 00:00:00+00,LONG,2106,0.16666666666666674,6.0,-0.33226445,1.0
2010-10-21 00:00:00+00,LONG,2553,1.0,16.0,-0.46036136,1.0
2010-10-21 00:00:00+00,LONG,3915,0.6751433441005572,11.0,-0.4472257,1.0
2010-10-22 00:00:00+00,LONG,2106,0.125,8.0,-0.3885798,1.0
2010-10-25 00:00:00+00,LONG,2553,0.9090909090909091,18.0,-0.26279113,1.0
2010-10-27 00:00:00+00,LONG,2090,0.8260869565217391,4.0,-0.35669833,1.0
2010-10-29 00:00:00+00,LONG,2760,0.0,5.0,-0.25783095,1.0
2010-11-01 00:00:00+00,LONG,2776,0.20370370370370372,4.0,-0.43105057,1.0
2010-11-02 00:00:00+00,LONG,2090,0.6521739130434783,8.0,-0.2638646,1.0
2010-11-02 00:00:00+00,LONG,2776,0.18518518518518523,5.0,-0.2960272,1.0
2010-11-10 00:00:00+00,LONG,858,1.0,4.0,-0.32073045,1.0
2010-11-16 00:00:00+00,LONG,2226,0.6798489142746577,13.0,-0.3874586,1.0
2010-11-16 00:00:00+00,LONG,773,0.01666666666666672,4.0,-0.37253082,1.0
2010-11-16 00:00:00+00,LONG,2866,0.2779122474949692,9.0,-0.40170047,1.0
2010-11-16 00:00:00+00,LONG,858,0.92,8.0,-0.37913954,1.0
2010-11-17 00:00:00+00,LONG,773,0.0,5.0,-0.38152325,1.0
2010-11-17 00:00:00+00,LONG,2866,0.2688180036911823,10.0,-0.41212213,1.0
2010-11-17 00:00:00+00,LONG,988,0.9772727272727273,6.0,-0.25767916,1.0
2010-11-18 00:00:00+00,LONG,2226,0.6920454261739484,15.0,-0.27558511,1.0
2010-11-18 00:00:00+00,LONG,2557,0.2572105148739995,9.0,-0.31304136,1.0
2010-11-18 00:00:00+00,LONG,2866,0.23767369428106497,11.0,-0.27298424,1.0
2010-11-19 00:00:00+00,LONG,853,0.5060555329013712,5.0,-0.41317108,1.0
2010-11-23 00:00:00+00,LONG,2557,0.3018896419402416,12.0,-0.40639713,1.0
2010-11-23 00:00:00+00,LONG,1668,0.46654598103154926,13.0,-0.37479067,1.0
2010-11-24 00:00:00+00,LONG,4086,0.7024474336601483,5.0,-0.41979784,1.0
2010-11-29 00:00:00+00,LONG,160,0.5828921843566376,16.0,-0.27276227,1.0
2010-11-29 00:00:00+00,LONG,195,0.0,11.0,-0.2662398,1.0
2010-11-29 00:00:00+00,LONG,2367,1.0,4.0,-0.36326683,1.0
2010-11-29 00:00:00+00,LONG,857,0.7055431009364233,10.0,-0.32013714,1.0
2010-11-29 00:00:00+00,LONG,1361,0.3402573686351977,20.0,-0.4276501,1.0
2010-11-29 00:00:00+00,LONG,3646,0.7540262180287169,5.0,-0.3298149,1.0
2010-11-29 00:00:00+00,LONG,1888,0.5648888640900831,8.0,-0.26793632,1.0
2010-11-29 00:00:00+00,LONG,1908,0.7259295235334388,4.0,-0.2707821,1.0
2010-11-29 00:00:00+00,LONG,4086,0.4679364671365295,7.0,-0.26449585,1.0
2010-11-30 00:00:00+00,LONG,4112,0.8235294117647058,10.0,-0.3123726,1.0
2010-11-30 00:00:00+00,LONG,4122,0.7800237927914602,13.0,-0.30886,1.0
2010-11-30 00:00:00+00,LONG,2119,0.9642857142857143,8.0,-0.37856284,1.0
2010-11-30 00:00:00+00,LONG,4223,1.0,6.0,-0.41375926,1.0
2010-11-30 00:00:00+00,LONG,160,0.5432711916666392,17.0,-0.4619596,1.0
2010-11-30 00:00:00+00,LONG,195,0.2875598192061837,12.0,-0.37405467,1.0
2010-11-30 00:00:00+00,LONG,2269,1.0,8.0,-0.2751684,1.0
2010-11-30 00:00:00+00,LONG,2367,0.9814814814814815,5.0,-0.27262062,1.0
2010-11-30 00:00:00+00,LONG,2541,0.2988102598686962,4.0,-0.3713389,1.0
2010-11-30 00:00:00+00,LONG,2731,0.6678296089574973,5.0,-0.3760941,1.0
2010-11-30 00:00:00+00,LONG,2761,0.4149673551886051,11.0,-0.37203944,1.0
2010-11-30 00:00:00+00,LONG,2815,0.4360051869129948,8.0,-0.30731356,1.0
2010-11-30 00:00:00+00,LONG,2863,1.0,4.0,-0.33784106,1.0
2010-11-30 00:00:00+00,LONG,836,0.20722182113220125,4.0,-0.28146702,1.0
2010-11-30 00:00:00+00,LONG,857,0.19207916184345536,11.0,-0.36400497,1.0
2010-11-30 00:00:00+00,LONG,3052,0.46567025442237797,8.0,-0.4721491,1.0
2010-11-30 00:00:00+00,LONG,3187,0.0,8.0,-0.3357195,1.0
2010-11-30 00:00:00+00,LONG,1175,0.5167748550335199,6.0,-0.44603625,1.0
2010-11-30 00:00:00+00,LONG,1176,0.7321428571428572,16.0,-0.4083585,1.0
2010-11-30 00:00:00+00,LONG,1210,0.4698955242538331,4.0,-0.3453734,1.0
2010-11-30 00:00:00+00,LONG,3646,0.7398935532101001,6.0,-0.37620637,1.0
2010-11-30 00:00:00+00,LONG,3791,0.5483611778964268,11.0,-0.29756242,1.0
2010-11-30 00:00:00+00,LONG,3804,0.8571428571428572,18.0,-0.37076327,1.0
2010-11-30 00:00:00+00,LONG,1949,1.0,8.0,-0.37202778,1.0
2010-11-30 00:00:00+00,LONG,4059,1.0,5.0,-0.3957431,1.0
2010-12-01 00:00:00+00,LONG,2751,0.2673266451979438,11.0,-0.2986485,1.0
2010-12-01 00:00:00+00,LONG,3335,0.9642857142857143,9.0,-0.27950215,1.0
2010-12-01 00:00:00+00,LONG,3831,0.962962962962963,6.0,-0.34630728,1.0
2010-12-03 00:00:00+00,LONG,959,0.0,12.0,-0.3454921,1.0
2010-12-08 00:00:00+00,LONG,1853,1.0,17.0,-0.26094154,1.0
2010-12-13 00:00:00+00,LONG,4194,0.2508388232404473,7.0,-0.3340085,1.0
2010-12-14 00:00:00+00,LONG,1919,1.0,18.0,-0.41733453,1.0
2010-12-15 00:00:00+00,LONG,1288,0.0,7.0,-0.4147451,1.0
2010-12-16 00:00:00+00,LONG,3100,0.4444444444444444,20.0,-0.2607348,1.0
2010-12-16 00:00:00+00,LONG,1960,0.0,18.0,-0.30370998,1.0
2010-12-17 00:00:00+00,LONG,1288,0.0,9.0,-0.46795064,1.0
2010-12-17 00:00:00+00,LONG,1960,0.452318887412088,19.0,-0.35459864,1.0
2010-12-20 00:00:00+00,LONG,1288,0.0,10.0,-0.41927972,1.0
2010-12-20 00:00:00+00,LONG,1960,0.39291969853724507,20.0,-0.4255147,1.0
2010-12-21 00:00:00+00,LONG,2067,0.0,6.0,-0.33967277,1.0
2010-12-21 00:00:00+00,LONG,2548,0.05714285714285716,12.0,-0.36708272,1.0
2010-12-22 00:00:00+00,LONG,1967,0.3797054136765598,21.0,-0.30516982,1.0
2010-12-23 00:00:00+00,LONG,1832,0.0,7.0,-0.2596361,1.0
2010-12-27 00:00:00+00,LONG,1832,0.0,8.0,-0.25899878,1.0
2010-12-28 00:00:00+00,LONG,2067,0.0,10.0,-0.25982368,1.0
2010-12-28 00:00:00+00,LONG,2211,0.8518518518518519,6.0,-0.35693568,1.0
2010-12-28 00:00:00+00,LONG,1867,0.851063829787234,9.0,-0.31369823,1.0
2010-12-29 00:00:00+00,LONG,1867,0.8297872340425532,10.0,-0.26339138,1.0
2011-01-04 00:00:00+00,LONG,3273,0.0,13.0,-0.2940023,1.0
2011-01-25 00:00:00+00,LONG,1988,0.8378378378378378,7.0,-0.3190437,1.0
2011-01-26 00:00:00+00,LONG,4137,0.96875,9.0,-0.37983945,1.0
2011-01-26 00:00:00+00,LONG,111,0.4733560641987746,4.0,-0.37633428,1.0
2011-01-27 00:00:00+00,LONG,4137,0.9375,10.0,-0.40938127,1.0
2011-01-28 00:00:00+00,LONG,2253,0.5608980074032601,8.0,-0.38380262,1.0
2011-01-28 00:00:00+00,LONG,693,0.034482758620689724,5.0,-0.2820659,1.0
2011-01-28 00:00:00+00,LONG,1610,0.0,11.0,-0.42236987,1.0
2011-01-31 00:00:00+00,LONG,356,0.14088105204199616,16.0,-0.31149116,1.0
2011-01-31 00:00:00+00,LONG,693,0.0,6.0,-0.43891096,1.0
2011-01-31 00:00:00+00,LONG,1610,0.0,12.0,-0.35565516,1.0
2011-02-02 00:00:00+00,LONG,3142,1.0,8.0,-0.3531054,1.0
2011-02-02 00:00:00+00,LONG,1742,0.1994955059201977,20.0,-0.4068864,1.0
2011-02-04 00:00:00+00,LONG,2041,0.362289183621692,18.0,-0.45260334,1.0
2011-02-09 00:00:00+00,LONG,2751,0.0,7.0,-0.3973491,1.0
2011-02-10 00:00:00+00,LONG,4112,1.0,13.0,-0.4375806,1.0
2011-02-11 00:00:00+00,LONG,796,0.5328936434496798,11.0,-0.41418946,1.0
2011-02-14 00:00:00+00,LONG,4112,0.19501153741681881,15.0,-0.27791783,1.0
2011-02-15 00:00:00+00,LONG,2751,0.0,11.0,-0.35594416,1.0
2011-02-22 00:00:00+00,LONG,1423,0.0,20.0,-0.46647286,1.0
2011-02-24 00:00:00+00,LONG,4088,0.30060665183353336,8.0,-0.444753,1.0
2011-03-01 00:00:00+00,LONG,2801,0.6909090909090909,14.0,-0.29454425,1.0
2011-03-04 00:00:00+00,LONG,3828,0.8813559322033898,7.0,-0.34816936,1.0
2011-03-07 00:00:00+00,LONG,157,0.39165830284230263,4.0,-0.39099392,1.0
2011-03-07 00:00:00+00,LONG,1205,0.6548710349815738,11.0,-0.3344529,1.0
2011-03-07 00:00:00+00,LONG,3828,0.0,8.0,-0.35780504,1.0
2011-03-15 00:00:00+00,LONG,4224,0.7547807002062729,13.0,-0.2940096,1.0
2011-03-15 00:00:00+00,LONG,2248,0.0,10.0,-0.27333927,1.0
2011-03-15 00:00:00+00,LONG,2261,1.0,7.0,-0.38967437,1.0
2011-03-15 00:00:00+00,LONG,2440,0.6792564545405093,14.0,-0.3630632,1.0
2011-03-15 00:00:00+00,LONG,2686,0.0,18.0,-0.40254962,1.0
2011-03-15 00:00:00+00,LONG,2716,0.5628360356070712,14.0,-0.45396757,1.0
2011-03-15 00:00:00+00,LONG,3607,0.18992370642428166,19.0,-0.46028608,1.0
2011-03-15 00:00:00+00,LONG,1908,0.6401202869770115,13.0,-0.26315397,1.0
2011-03-15 00:00:00+00,LONG,2004,1.0,10.0,-0.31456202,1.0
2011-03-16 00:00:00+00,LONG,4122,0.3955044190468353,10.0,-0.29734498,1.0
2011-03-16 00:00:00+00,LONG,4128,0.6104033424360013,16.0,-0.2811987,1.0
2011-03-16 00:00:00+00,LONG,76,0.0,9.0,-0.33322847,1.0
2011-03-16 00:00:00+00,LONG,4224,0.7116226816213732,14.0,-0.37475052,1.0
2011-03-16 00:00:00+00,LONG,2248,0.20958091991332808,11.0,-0.34333235,1.0
2011-03-16 00:00:00+00,LONG,2440,0.7446701322759995,15.0,-0.41244388,1.0
2011-03-16 00:00:00+00,LONG,838,0.0,11.0,-0.28506765,1.0
2011-03-16 00:00:00+00,LONG,3287,1.0,17.0,-0.28815228,1.0
2011-03-16 00:00:00+00,LONG,3607,0.1676157816521519,20.0,-0.30488917,1.0
2011-03-16 00:00:00+00,LONG,1869,0.9772727272727273,4.0,-0.29480422,1.0
2011-03-16 00:00:00+00,LONG,2004,0.9791666666666666,11.0,-0.3506409,1.0
2011-03-17 00:00:00+00,LONG,4122,0.3610098097904546,11.0,-0.46834084,1.0
2011-03-17 00:00:00+00,LONG,4128,0.5654464151109959,17.0,-0.3099295,1.0
2011-03-17 00:00:00+00,LONG,2440,0.0,16.0,-0.47047833,1.0
2011-03-17 00:00:00+00,LONG,687,0.4074936156025536,5.0,-0.3882079,1.0
2011-03-17 00:00:00+00,LONG,2815,0.0,17.0,-0.2633208,1.0
2011-03-17 00:00:00+00,LONG,960,0.5714285714285714,11.0,-0.42388028,1.0
2011-03-17 00:00:00+00,LONG,3621,0.4224135047288858,13.0,-0.28782073,1.0
2011-03-17 00:00:00+00,LONG,1869,0.9534883720930233,5.0,-0.33031005,1.0
2011-03-18 00:00:00+00,LONG,4224,0.875,16.0,-0.38030463,1.0
2011-03-18 00:00:00+00,LONG,687,0.4954115493375272,6.0,-0.3762276,1.0
2011-03-18 00:00:00+00,LONG,3556,0.9142857142857143,17.0,-0.46821856,1.0
2011-03-18 00:00:00+00,LONG,1846,0.0,10.0,-0.4563359,1.0
2011-03-21 00:00:00+00,LONG,1191,0.0,4.0,-0.30036056,1.0
2011-03-22 00:00:00+00,LONG,2421,0.96875,17.0,-0.2838969,1.0
2011-03-22 00:00:00+00,LONG,2508,0.0,6.0,-0.36875606,1.0
2011-03-22 00:00:00+00,LONG,938,0.5439974016132374,15.0,-0.31181037,1.0
2011-03-22 00:00:00+00,LONG,1191,0.0,5.0,-0.44859174,1.0
2011-03-22 00:00:00+00,LONG,1846,0.0,12.0,-0.435687,1.0
2011-03-23 00:00:00+00,LONG,938,0.9032258064516129,16.0,-0.29291016,1.0
2011-03-23 00:00:00+00,LONG,1939,0.0,13.0,-0.3959754,1.0
2011-03-23 00:00:00+00,LONG,4013,0.43561265163354385,4.0,-0.4108365,1.0
2011-03-24 00:00:00+00,LONG,4013,0.24907967988739624,5.0,-0.2808709,1.0
2011-03-25 00:00:00+00,LONG,3067,0.8947368421052632,9.0,-0.39952397,1.0
2011-03-25 00:00:00+00,LONG,4013,0.1965322332275681,6.0,-0.32839438,1.0
2011-03-28 00:00:00+00,LONG,167,0.0,11.0,-0.43192372,1.0
2011-03-28 00:00:00+00,LONG,405,0.09757423187335389,9.0,-0.3483305,1.0
2011-03-28 00:00:00+00,LONG,2613,0.0,6.0,-0.277593,1.0
2011-03-28 00:00:00+00,LONG,3067,0.8771929824561404,10.0,-0.41032586,1.0
2011-03-28 00:00:00+00,LONG,4013,0.0781655100138091,7.0,-0.3012826,1.0
2011-03-29 00:00:00+00,LONG,4074,0.07720044636776417,10.0,-0.3130264,1.0
2011-03-31 00:00:00+00,LONG,578,0.0,20.0,-0.29398212,1.0
2011-04-04 00:00:00+00,LONG,1985,0.3608693834402938,17.0,-0.45882145,1.0
2011-04-08 00:00:00+00,LONG,2568,0.2716855062660738,21.0,-0.3153213,1.0
2011-04-08 00:00:00+00,LONG,1141,0.0,16.0,-0.32338226,1.0
2011-04-08 00:00:00+00,LONG,3515,0.0,19.0,-0.30440605,1.0
2011-04-11 00:00:00+00,LONG,2665,0.0,6.0,-0.4606076,1.0
2011-04-12 00:00:00+00,LONG,68,0.0,20.0,-0.47402063,1.0
2011-04-12 00:00:00+00,LONG,4223,0.0,4.0,-0.2878845,1.0
2011-04-12 00:00:00+00,LONG,183,0.0,20.0,-0.4543151,1.0
2011-04-12 00:00:00+00,LONG,1141,0.0,18.0,-0.28337252,1.0
2011-04-12 00:00:00+00,LONG,3343,0.0,21.0,-0.33002597,1.0
2011-04-12 00:00:00+00,LONG,3515,0.0,21.0,-0.3776772,1.0
2011-04-13 00:00:00+00,LONG,68,0.0,21.0,-0.43362242,1.0
2011-04-13 00:00:00+00,LONG,111,0.0,12.0,-0.30819252,1.0
2011-04-13 00:00:00+00,LONG,191,0.0,6.0,-0.41314173,1.0
2011-04-13 00:00:00+00,LONG,234,0.0,4.0,-0.35862136,1.0
2011-04-13 00:00:00+00,LONG,1191,0.0,21.0,-0.3545501,1.0
2011-04-14 00:00:00+00,LONG,191,0.0,7.0,-0.32920113,1.0
2011-04-14 00:00:00+00,LONG,248,0.0,18.0,-0.465955,1.0
2011-04-15 00:00:00+00,LONG,234,0.0,6.0,-0.42033228,1.0
2011-04-18 00:00:00+00,LONG,394,0.32665793593166703,5.0,-0.4363743,1.0
2011-04-18 00:00:00+00,LONG,2567,0.0,4.0,-0.45829445,1.0
2011-04-20 00:00:00+00,LONG,3686,0.0,4.0,-0.3720712,1.0
2011-05-05 00:00:00+00,LONG,64,0.0,7.0,-0.2929049,1.0
2011-05-13 00:00:00+00,LONG,3841,0.0,4.0,-0.35161778,1.0
2011-05-17 00:00:00+00,LONG,1288,0.0,8.0,-0.43597862,1.0
2011-05-23 00:00:00+00,LONG,1328,0.8461538461538461,8.0,-0.28879622,1.0
2011-05-24 00:00:00+00,LONG,1176,0.0,6.0,-0.38132867,1.0
2011-05-24 00:00:00+00,LONG,3841,0.0,11.0,-0.31259272,1.0
2011-05-24 00:00:00+00,LONG,4059,0.0,4.0,-0.35925967,1.0
2011-05-25 00:00:00+00,LONG,3861,0.0,15.0,-0.42025036,1.0
2011-05-25 00:00:00+00,LONG,4059,0.0,5.0,-0.42104453,1.0
2011-05-27 00:00:00+00,LONG,845,0.0,4.0,-0.28793156,1.0
2011-06-01 00:00:00+00,LONG,796,0.0,5.0,-0.38689446,1.0
2011-06-01 00:00:00+00,LONG,845,0.0,6.0,-0.30623046,1.0
2011-06-03 00:00:00+00,LONG,710,0.0,8.0,-0.27843058,1.0
2011-06-03 00:00:00+00,LONG,845,0.0,8.0,-0.39249128,1.0
2011-06-06 00:00:00+00,LONG,845,0.0,9.0,-0.34405407,1.0
2011-06-06 00:00:00+00,LONG,2898,0.0,20.0,-0.38017735,1.0
2011-06-06 00:00:00+00,LONG,937,0.0,13.0,-0.27346724,1.0
2011-06-07 00:00:00+00,LONG,2898,0.0,21.0,-0.45154396,1.0
2011-06-10 00:00:00+00,LONG,3127,0.0,8.0,-0.46587718,1.0
2011-06-10 00:00:00+00,LONG,2028,0.6419491304867511,11.0,-0.277116,1.0
2011-06-13 00:00:00+00,LONG,631,0.3566963695981064,18.0,-0.45238298,1.0
2011-06-13 00:00:00+00,LONG,3127,0.0,9.0,-0.3721813,1.0
2011-06-13 00:00:00+00,LONG,3244,0.0,10.0,-0.31433818,1.0
2011-06-13 00:00:00+00,LONG,3283,1.0,4.0,-0.40711686,1.0
2011-06-13 00:00:00+00,LONG,3355,0.701192890785518,8.0,-0.41029075,1.0
2011-06-14 00:00:00+00,LONG,28,0.38163037977684955,5.0,-0.31582326,1.0
2011-06-14 00:00:00+00,LONG,192,0.0,17.0,-0.28286734,1.0
2011-06-14 00:00:00+00,LONG,3283,0.972972972972973,5.0,-0.34132034,1.0
2011-06-14 00:00:00+00,LONG,3355,0.0,9.0,-0.3897026,1.0
2011-06-15 00:00:00+00,LONG,2159,0.0,8.0,-0.3766427,1.0
2011-06-15 00:00:00+00,LONG,2430,0.0,11.0,-0.34835926,1.0
2011-06-15 00:00:00+00,LONG,2936,0.0,16.0,-0.30314833,1.0
2011-06-15 00:00:00+00,LONG,3098,0.0,8.0,-0.32059368,1.0
2011-06-15 00:00:00+00,LONG,3127,0.0,11.0,-0.39363834,1.0
2011-06-15 00:00:00+00,LONG,1761,0.0,16.0,-0.31475806,1.0
2011-06-15 00:00:00+00,LONG,1840,0.0,5.0,-0.26830977,1.0
2011-06-15 00:00:00+00,LONG,4050,0.0,13.0,-0.44271213,1.0
2011-06-15 00:00:00+00,LONG,4059,0.0,19.0,-0.3306243,1.0
2011-06-16 00:00:00+00,LONG,131,0.0,20.0,-0.38126546,1.0
2011-06-16 00:00:00+00,LONG,192,0.0,19.0,-0.34130737,1.0
2011-06-16 00:00:00+00,LONG,220,1.0,5.0,-0.386905,1.0
2011-06-16 00:00:00+00,LONG,2430,0.0,12.0,-0.4329933,1.0
2011-06-16 00:00:00+00,LONG,834,0.3263651933740209,9.0,-0.40290275,1.0
2011-06-16 00:00:00+00,LONG,858,0.0,4.0,-0.39875868,1.0
2011-06-16 00:00:00+00,LONG,3049,0.0,6.0,-0.2814403,1.0
2011-06-16 00:00:00+00,LONG,3098,0.0,9.0,-0.39002824,1.0
2011-06-16 00:00:00+00,LONG,3127,0.0,12.0,-0.34778112,1.0
2011-06-16 00:00:00+00,LONG,1149,0.0,5.0,-0.46709833,1.0
2011-06-16 00:00:00+00,LONG,1684,0.0,10.0,-0.29595742,1.0
2011-06-16 00:00:00+00,LONG,1748,0.0,9.0,-0.4000043,1.0
2011-06-16 00:00:00+00,LONG,1896,0.9714285714285714,8.0,-0.40850314,1.0
2011-06-16 00:00:00+00,LONG,1916,0.9032258064516129,12.0,-0.32458296,1.0
2011-06-16 00:00:00+00,LONG,4050,0.0,14.0,-0.41314045,1.0
2011-06-16 00:00:00+00,LONG,4059,0.0,20.0,-0.26428798,1.0
2011-06-17 00:00:00+00,LONG,4197,0.0,5.0,-0.4325396,1.0
2011-06-17 00:00:00+00,LONG,192,0.0,20.0,-0.31973395,1.0
2011-06-17 00:00:00+00,LONG,2350,0.5127262014546696,4.0,-0.3235133,1.0
2011-06-17 00:00:00+00,LONG,2430,0.0,13.0,-0.40897503,1.0
2011-06-17 00:00:00+00,LONG,629,0.3767598931642864,7.0,-0.41899034,1.0
2011-06-17 00:00:00+00,LONG,3283,0.8918918918918919,8.0,-0.2718177,1.0
2011-06-20 00:00:00+00,LONG,2107,0.0,21.0,-0.27114174,1.0
2011-06-20 00:00:00+00,LONG,1141,0.0,7.0,-0.35537952,1.0
2011-06-21 00:00:00+00,LONG,2440,0.0,7.0,-0.3558469,1.0
2011-06-21 00:00:00+00,LONG,2534,0.0,7.0,-0.32060954,1.0
2011-06-22 00:00:00+00,LONG,2440,0.0,8.0,-0.2591244,1.0
2011-06-22 00:00:00+00,LONG,2534,0.0,8.0,-0.2741369,1.0
2011-06-23 00:00:00+00,LONG,2643,0.0,11.0,-0.40956885,1.0
2011-06-24 00:00:00+00,LONG,557,0.9642857142857143,6.0,-0.34797636,1.0
2011-06-24 00:00:00+00,LONG,3040,0.0,8.0,-0.26197922,1.0
2011-06-28 00:00:00+00,LONG,2643,0.0,14.0,-0.268951,1.0
2011-07-14 00:00:00+00,LONG,3748,0.1556278508767942,21.0,-0.38650045,1.0
2011-07-27 00:00:00+00,LONG,2213,0.0,6.0,-0.30826515,1.0
2011-07-27 00:00:00+00,LONG,3825,0.0,5.0,-0.39592645,1.0
2011-07-28 00:00:00+00,LONG,2213,0.0,7.0,-0.27803928,1.0
2011-07-29 00:00:00+00,LONG,2213,0.0,8.0,-0.31508532,1.0
2011-08-02 00:00:00+00,LONG,2323,0.0,12.0,-0.34056285,1.0
2011-08-04 00:00:00+00,LONG,2323,0.0,14.0,-0.4128582,1.0
2011-08-05 00:00:00+00,LONG,356,0.0,4.0,-0.4028928,1.0
2011-08-09 00:00:00+00,LONG,1356,0.0,12.0,-0.43328643,1.0
2011-08-10 00:00:00+00,LONG,1356,0.9565217391304348,13.0,-0.46786,1.0
2011-08-11 00:00:00+00,LONG,1356,0.9130434782608696,14.0,-0.2771701,1.0
2011-08-17 00:00:00+00,LONG,1888,0.0,6.0,-0.30170634,1.0
2011-08-18 00:00:00+00,LONG,2534,0.4517531355091218,10.0,-0.36903015,1.0
2011-08-19 00:00:00+00,LONG,2554,1.0,4.0,-0.37011796,1.0
2011-08-19 00:00:00+00,LONG,2801,1.0,13.0,-0.28739053,1.0
2011-08-19 00:00:00+00,LONG,842,0.7419354838709677,13.0,-0.31661823,1.0
2011-08-19 00:00:00+00,LONG,3861,1.0,11.0,-0.26589575,1.0
2011-08-19 00:00:00+00,LONG,4083,0.0,13.0,-0.36055827,1.0
2011-08-22 00:00:00+00,LONG,220,1.0,7.0,-0.2796041,1.0
2011-08-22 00:00:00+00,LONG,2381,1.0,11.0,-0.26305953,1.0
2011-08-23 00:00:00+00,LONG,643,0.0,13.0,-0.3974207,1.0
2011-08-23 00:00:00+00,LONG,4083,0.0,15.0,-0.2617913,1.0
2011-08-25 00:00:00+00,LONG,2253,0.7957288826008815,19.0,-0.2683487,1.0
2011-08-25 00:00:00+00,LONG,643,0.0,15.0,-0.44177052,1.0
2011-08-25 00:00:00+00,LONG,3137,0.8636363636363636,18.0,-0.26481003,1.0
2011-08-25 00:00:00+00,LONG,4083,0.0,17.0,-0.3410699,1.0
2011-09-21 00:00:00+00,LONG,834,0.016448843183872935,7.0,-0.4199778,1.0
2011-09-22 00:00:00+00,LONG,834,0.0,8.0,-0.40878505,1.0
2011-09-28 00:00:00+00,LONG,4136,0.0,11.0,-0.4780706,1.0
2011-09-30 00:00:00+00,LONG,19,0.8571428571428572,5.0,-0.39710057,1.0
2011-10-04 00:00:00+00,LONG,19,0.8095238095238095,7.0,-0.33829418,1.0
2011-10-04 00:00:00+00,LONG,73,0.8639780990417504,5.0,-0.39916202,1.0
2011-10-04 00:00:00+00,LONG,221,0.312455270824109,9.0,-0.289,1.0
