time,side,ticker_id,mv_dn_composite_labels,price_to_sales_rev_growth_zscore_universe_df073,dist_upper_bb_50_2.0_df055
2009-06-08 00:00:00+00,SHORT,234,0.9285714285714286,-0.0604,0.028596247
2009-06-08 00:00:00+00,SHORT,1767,0.20444244340583573,-0.0624,0.02831009
2009-06-09 00:00:00+00,SHORT,234,0.8571428571428572,-0.0605,0.030060422
2009-06-09 00:00:00+00,SHORT,502,0.0,-0.0576,0.019136667
2009-06-10 00:00:00+00,SHORT,2567,0.0,-0.061,0.049071733
2009-06-10 00:00:00+00,SHORT,2720,1.0,-0.0627,0.018414378
2009-06-10 00:00:00+00,SHORT,3436,0.07866550568545878,-0.0634,0.01664895
2009-06-10 00:00:00+00,SHORT,3677,1.0,-0.0627,0.05050402
2009-06-11 00:00:00+00,SHORT,2877,0.0,-0.0638,0.036424443
2009-06-11 00:00:00+00,SHORT,1072,0.0,-0.0633,0.028966175
2009-06-11 00:00:00+00,SHORT,3192,0.0,-0.064,0.025025118
2009-06-11 00:00:00+00,SHORT,3612,0.0,-0.0634,0.04088704
2009-06-11 00:00:00+00,SHORT,3631,0.0,-0.0623,0.03029787
2009-06-11 00:00:00+00,SHORT,2042,0.0,-0.0575,0.01678345
2009-06-12 00:00:00+00,SHORT,2877,0.0,-0.0639,0.019561896
2009-06-12 00:00:00+00,SHORT,974,1.0,-0.0593,0.03709509
2009-06-12 00:00:00+00,SHORT,1244,1.0,-0.0643,0.03752765
2009-06-12 00:00:00+00,SHORT,3381,0.004158021242494413,-0.0614,0.042096995
2009-06-12 00:00:00+00,SHORT,3612,0.0,-0.0634,0.03642184
2009-06-12 00:00:00+00,SHORT,1715,0.0,-0.0576,0.040666196
2009-06-15 00:00:00+00,SHORT,3486,0.25918057915956794,-0.0635,0.027993148
2009-06-16 00:00:00+00,SHORT,3743,0.5347512942849223,-0.0634,0.027340766
2009-06-19 00:00:00+00,SHORT,2142,0.0,-0.0632,0.055105485
2009-07-01 00:00:00+00,SHORT,158,1.0,-0.059,0.022424465
2009-07-01 00:00:00+00,SHORT,1985,0.0,-0.0581,0.0163489
2009-07-02 00:00:00+00,SHORT,1919,0.41853553249281444,-0.0625,0.01730738
2009-07-22 00:00:00+00,SHORT,2285,0.0,-0.0615,0.043389946
2009-07-22 00:00:00+00,SHORT,2421,0.0,-0.059,0.0390663
2009-07-23 00:00:00+00,SHORT,2640,0.8469830487389075,-0.0622,0.035623908
2009-07-23 00:00:00+00,SHORT,2710,0.0,-0.066,0.04135307
2009-07-23 00:00:00+00,SHORT,3343,0.4353025436494096,-0.061,0.021341953
2009-07-24 00:00:00+00,SHORT,2421,0.0,-0.0592,0.017911347
2009-07-24 00:00:00+00,SHORT,2710,0.0,-0.0664,0.019735869
2009-07-24 00:00:00+00,SHORT,2006,1.0,-0.0626,0.036286876
2009-07-27 00:00:00+00,SHORT,394,0.7145375458315432,-0.0617,0.04657091
2009-07-27 00:00:00+00,SHORT,2710,0.0,-0.0665,0.017096905
2009-07-28 00:00:00+00,SHORT,394,0.6932920441067657,-0.0617,0.028034875
2009-07-29 00:00:00+00,SHORT,3702,0.45771716445035254,-0.0667,0.039509468
2009-07-30 00:00:00+00,SHORT,3586,0.6299984872350611,-0.0636,0.020978412
2009-07-31 00:00:00+00,SHORT,221,1.0,-0.0644,0.022838268
2009-08-03 00:00:00+00,SHORT,555,0.4274479338388266,-0.0668,0.044705715
2009-08-03 00:00:00+00,SHORT,1790,0.594473945298619,-0.0646,0.04866438
2009-08-04 00:00:00+00,SHORT,2776,0.16987291016794404,-0.0648,0.05063191
2009-08-04 00:00:00+00,SHORT,2877,0.29011589415003164,-0.0646,0.042965934
2009-08-04 00:00:00+00,SHORT,937,0.062252164243520806,-0.0642,0.024328094
2009-08-05 00:00:00+00,SHORT,555,0.8666666666666667,-0.0652,0.020308778
2009-08-05 00:00:00+00,SHORT,562,0.14791941266837402,-0.0632,0.021035243
2009-08-05 00:00:00+00,SHORT,1262,0.3401181070797107,-0.0668,0.022527715
2009-08-05 00:00:00+00,SHORT,3693,0.1691968258560483,-0.0643,0.038901154
2009-08-05 00:00:00+00,SHORT,3744,0.0,-0.0669,0.036676086
2009-08-05 00:00:00+00,SHORT,1869,0.0,-0.0658,0.029279698
2009-08-06 00:00:00+00,SHORT,1324,0.0,-0.0636,0.018612564
2009-08-06 00:00:00+00,SHORT,3443,0.0,-0.0654,0.053667367
2009-08-06 00:00:00+00,SHORT,3607,0.13980073093998802,-0.061,0.015914025
2009-08-07 00:00:00+00,SHORT,4107,0.0,-0.0651,0.027689803
2009-08-07 00:00:00+00,SHORT,4150,0.0,-0.0651,0.040509917
2009-08-07 00:00:00+00,SHORT,2452,0.23789139813227747,-0.0649,0.030246854
2009-08-07 00:00:00+00,SHORT,2557,0.0,-0.0651,0.055519663
2009-08-07 00:00:00+00,SHORT,2778,1.0,-0.0621,0.05228447
2009-08-07 00:00:00+00,SHORT,995,0.0,-0.0669,0.020206403
2009-08-07 00:00:00+00,SHORT,1324,0.0,-0.0633,0.043466046
2009-08-07 00:00:00+00,SHORT,1371,0.0,-0.0642,0.05404631
2009-08-07 00:00:00+00,SHORT,1383,0.2328189132777709,-0.0621,0.01877511
2009-08-07 00:00:00+00,SHORT,3501,0.3532995381597994,-0.0648,0.04231682
2009-08-07 00:00:00+00,SHORT,3607,0.2762162505510126,-0.0619,0.025841322
2009-08-07 00:00:00+00,SHORT,3703,0.0,-0.065,0.022646235
2009-08-07 00:00:00+00,SHORT,1745,0.23337149413706798,-0.0648,0.017168663
2009-08-07 00:00:00+00,SHORT,1748,0.24301188949286567,-0.065,0.05360801
