time,side,ticker_id,mv_up_composite_labels,price_roc_21_df020,dist_high52_vol_norm_20_df015,dist_lower_bb_20_2.5_df055,dist_lower_bb_20_2.0_df055,earnings_price_gap_df010
2005-01-24 00:00:00+00,LONG,1615,0.0,-0.10474019,-0.41549408,-0.088617116,-0.05494535,0.0
2005-01-25 00:00:00+00,LONG,2681,0.5121395462962478,-0.093882605,-0.41005093,-0.028788915,-0.015909934,0.0
2005-01-25 00:00:00+00,LONG,3596,0.0,-0.1574026,-0.41972923,-0.05469461,-0.019850785,0.0
2005-01-25 00:00:00+00,LONG,1667,0.26289468945933714,-0.108168386,-0.3648259,-0.07418674,-0.043180455,0.0
2005-01-26 00:00:00+00,LONG,2508,0.0,-0.09063444,-0.40407863,-0.04702551,-0.030176837,0.0
2005-01-26 00:00:00+00,LONG,3596,0.0,-0.13547052,-0.4119407,-0.09307831,-0.05751164,0.0
2005-01-26 00:00:00+00,LONG,1667,0.21816869407410916,-0.09156493,-0.35928172,-0.09970667,-0.06928258,0.0
2005-01-27 00:00:00+00,LONG,3596,0.0,-0.14997432,-0.40012032,-0.08767018,-0.052919026,0.0
2005-01-27 00:00:00+00,LONG,1615,0.0,-0.09547619,-0.4291236,-0.10971816,-0.08109299,0.0
2005-01-28 00:00:00+00,LONG,3596,0.0,-0.15583076,-0.41765594,-0.08098584,-0.04712935,0.0
2005-02-01 00:00:00+00,LONG,2527,0.9545454545454546,-0.13410081,-0.37024108,-0.008276493,0.01277559,-0.007843138
2005-02-02 00:00:00+00,LONG,3918,0.45121853213185925,-0.09421053,-0.3502439,-0.107925706,-0.08492648,0.0
2005-02-02 00:00:00+00,LONG,1910,0.0,-0.11105263,-0.3776329,-0.006345592,0.0037190367,0.0
2005-02-03 00:00:00+00,LONG,1910,0.0,-0.106203996,-0.3629742,-0.017373351,-0.006944525,0.0
2005-02-16 00:00:00+00,LONG,522,0.0,-0.10993053,-0.39577663,-0.06687339,-0.04983917,0.0
2005-03-28 00:00:00+00,LONG,1064,0.0,-0.09458128,-0.35701177,-0.08495275,-0.064793065,0.0
2005-04-01 00:00:00+00,LONG,1848,0.8478260869565217,-0.10020227,-0.34524718,-0.07575769,-0.050552927,0.0
2005-04-04 00:00:00+00,LONG,505,0.9555555555555556,-0.12001017,-0.35410705,-0.013673021,0.007086889,0.0
2005-04-05 00:00:00+00,LONG,1012,0.0,-0.097228974,-0.36735475,-0.0012545675,0.009667897,0.0
2005-04-18 00:00:00+00,LONG,3137,1.0,-0.11822126,-0.41881612,-0.0214265,-5.0882454E-4,0.0
2005-04-18 00:00:00+00,LONG,3815,0.9523809523809523,-0.15689951,-0.3585732,-0.023716241,0.0044953716,0.0
2005-04-19 00:00:00+00,LONG,4112,0.9791666666666666,-0.14550307,-0.3524173,-0.020187216,0.006514103,0.0
2005-04-19 00:00:00+00,LONG,3137,0.9787234042553191,-0.100630656,-0.39835137,-0.041129235,-0.018655581,0.0
2005-04-19 00:00:00+00,LONG,1719,0.9791666666666666,-0.14432235,-0.39082,-0.05024239,-0.018140528,0.0
2005-04-19 00:00:00+00,LONG,3794,0.9534883720930233,-0.15680881,-0.42297226,-0.060379304,-0.025974015,0.0
2005-04-20 00:00:00+00,LONG,1,0.94,-0.091665596,-0.42013142,-0.04310204,-0.023770662,0.0
2005-04-20 00:00:00+00,LONG,505,0.6888888888888889,-0.09067155,-0.3728466,-0.05940081,-0.038089976,0.0
2005-04-20 00:00:00+00,LONG,3137,0.9574468085106383,-0.0908842,-0.3855119,-0.061524812,-0.037937444,0.0
2005-04-20 00:00:00+00,LONG,1719,0.9583333333333334,-0.15264334,-0.38590503,-0.046809874,-0.011519659,0.0
2005-04-21 00:00:00+00,LONG,1719,0.9375,-0.12352071,-0.34525397,-0.09968061,-0.062067315,0.0
2005-04-22 00:00:00+00,LONG,1719,0.9166666666666666,-0.12943786,-0.3650663,-0.095866114,-0.059588052,0.0
2005-04-25 00:00:00+00,LONG,1719,0.8958333333333334,-0.15068494,-0.37982425,-0.098942764,-0.06394366,0.0
2005-04-26 00:00:00+00,LONG,1719,0.875,-0.15609044,-0.39448798,-0.08938013,-0.05404365,0.0
2005-04-28 00:00:00+00,LONG,3443,0.9666666666666667,-0.16578484,-0.39187822,-0.032123845,-0.003989062,0.0
2005-04-28 00:00:00+00,LONG,1719,0.8333333333333334,-0.1325391,-0.42752853,-0.095915884,-0.0636256,0.0
2005-04-29 00:00:00+00,LONG,4150,0.4719452666081005,-0.088707484,-0.36556697,-0.04079334,-0.023583004,0.0
2005-04-29 00:00:00+00,LONG,191,1.0,-0.11724566,-0.42579567,-0.09294947,-0.0521761,0.0
2005-04-29 00:00:00+00,LONG,2248,1.0,-0.13629402,-0.35199738,-0.04991188,-0.01777065,0.0024884464
2005-04-29 00:00:00+00,LONG,3443,0.9333333333333333,-0.15302491,-0.37867624,-0.05201776,-0.02218512,0.0
2005-04-29 00:00:00+00,LONG,3744,0.0,-0.08899283,-0.3583031,-0.052138418,-0.030740613,0.0
2005-04-29 00:00:00+00,LONG,1719,0.8125,-0.11086142,-0.42258725,-0.11634653,-0.08468995,0.0
2005-05-02 00:00:00+00,LONG,191,0.9279035081856206,-0.1155034,-0.40974945,-0.11339763,-0.07014005,0.0
2005-05-02 00:00:00+00,LONG,3443,0.9,-0.102517985,-0.3657497,-0.10591015,-0.07494303,0.0
2005-05-02 00:00:00+00,LONG,3744,0.0,-0.08604113,-0.34052202,-0.06792741,-0.04581316,0.0
2005-05-04 00:00:00+00,LONG,4112,0.32008446163644433,-0.107567295,-0.34759504,-0.11686547,-0.08857178,0.0
2005-05-05 00:00:00+00,LONG,2248,0.8518518518518519,-0.11863373,-0.339084,-0.11331074,-0.077377774,0.0
2005-05-05 00:00:00+00,LONG,2534,0.875,-0.09149623,-0.39885104,-0.057351127,-0.042381458,0.0
2005-05-11 00:00:00+00,LONG,1423,0.7619047619047619,-0.10749588,-0.37152252,-0.067138344,-0.04809451,-0.006874427
2005-05-12 00:00:00+00,LONG,1423,1.0,-0.100021146,-0.39833605,-0.050771955,-0.032362122,0.0
2005-05-23 00:00:00+00,LONG,838,0.0,-0.087241,-0.34344932,-0.1032987,-0.07872325,0.0
2005-05-24 00:00:00+00,LONG,838,0.0,-0.08666191,-0.36344805,-0.11783489,-0.095254734,0.0
2005-06-28 00:00:00+00,LONG,505,0.9285714285714286,-0.13319878,-0.34996715,-0.08329915,-0.05901189,0.0
2005-08-12 00:00:00+00,LONG,4050,0.8709677419354839,-0.09463563,-0.38650334,-0.04546921,-0.037092604,0.0
2005-08-18 00:00:00+00,LONG,2567,0.5400069059069159,-0.09165303,-0.3738999,-0.037870154,-0.01949124,0.0
2005-08-26 00:00:00+00,LONG,1631,1.0,-0.09100974,-0.40547463,-0.05122756,-0.03200684,0.0
2005-08-29 00:00:00+00,LONG,2095,0.0,-0.10375574,-0.36983788,-0.117444664,-0.091228366,0.0
2005-08-29 00:00:00+00,LONG,3343,0.6956521739130435,-0.12537673,-0.39764082,-0.06066104,-0.04729286,0.0
2005-08-30 00:00:00+00,LONG,2176,0.365991727017607,-0.08575317,-0.41030666,-0.031203823,-0.022302164,0.0
2005-08-30 00:00:00+00,LONG,1191,0.0,-0.08966001,-0.41696203,-0.091019556,-0.0646117,0.0
2005-10-07 00:00:00+00,LONG,2527,1.0,-0.114422746,-0.3408059,-0.007267043,0.008997603,0.0
2005-10-12 00:00:00+00,LONG,2085,0.0,-0.10875,-0.43245623,-0.0173207,-0.0011956084,0.0
2005-10-12 00:00:00+00,LONG,2393,1.0,-0.08722844,-0.4068086,-0.028420558,-0.013892418,0.0
2005-10-12 00:00:00+00,LONG,505,1.0,-0.12978208,-0.34978244,-0.017702818,0.0019539495,0.0
2005-10-13 00:00:00+00,LONG,505,0.96875,-0.088763215,-0.33959424,-0.05406021,-0.03369046,0.0
2005-10-19 00:00:00+00,LONG,3743,0.27572462351213717,-0.12537177,-0.36159503,-0.071040526,-0.041541554,0.0
2005-10-20 00:00:00+00,LONG,2070,1.0,-0.090876944,-0.35650456,-0.019259732,-0.0026927197,0.0
2005-10-20 00:00:00+00,LONG,3743,0.3508521145564711,-0.14527956,-0.37525585,-0.05667617,-0.026762053,0.0
2005-10-20 00:00:00+00,LONG,3994,0.8200000000000001,-0.0871063,-0.36034346,-0.027728282,-0.01548612,0.0
2005-10-21 00:00:00+00,LONG,2070,0.9705882352941176,-0.097205915,-0.3660001,-0.029624268,-0.013574321,0.0
2005-10-21 00:00:00+00,LONG,88,1.0,-0.10924933,-0.37685412,-0.024557516,-0.0034533706,0.0
2005-10-21 00:00:00+00,LONG,3743,0.35667191292430456,-0.14131185,-0.3688169,-0.06788977,-0.036854025,0.0
2005-10-24 00:00:00+00,LONG,2070,0.9655172413793104,-0.08987525,-0.37852907,-0.045136925,-0.030004263,0.0
2005-10-24 00:00:00+00,LONG,88,0.962962962962963,-0.103355706,-0.35459885,-0.040754415,-0.018224882,0.0
2005-10-25 00:00:00+00,LONG,3743,0.1625860910610305,-0.08955917,-0.36902645,-0.11668309,-0.08787184,0.0
2005-10-26 00:00:00+00,LONG,88,0.8888888888888888,-0.101161994,-0.35552692,-0.042882394,-0.018572332,0.0
2005-10-27 00:00:00+00,LONG,88,0.8518518518518519,-0.107238606,-0.35286486,-0.05882992,-0.03506643,0.0
2005-10-27 00:00:00+00,LONG,1087,1.0,-0.09818612,-0.39679572,-0.01863018,-0.0022426087,0.0
2005-10-27 00:00:00+00,LONG,3973,0.43195951332426696,-0.1148811,-0.38037333,-0.010111192,0.00813371,0.0
2005-10-28 00:00:00+00,LONG,88,0.8148148148148149,-0.105820104,-0.34453732,-0.075810924,-0.05249135,0.0
2005-10-28 00:00:00+00,LONG,429,0.6570389175557396,-0.108428575,-0.41583222,-0.09806818,-0.072105706,0.0
2005-10-28 00:00:00+00,LONG,3124,0.8123707346742147,-0.09837928,-0.36077762,-0.023386316,-0.0097732395,0.0
2005-10-28 00:00:00+00,LONG,1087,0.9777777777777777,-0.0882353,-0.3938837,-0.03984245,-0.023121439,0.0
2005-10-28 00:00:00+00,LONG,3148,0.8165573183494518,-0.10460993,-0.3380472,-0.049238257,-0.02317597,0.0
2005-10-28 00:00:00+00,LONG,1848,1.0,-0.093647815,-0.40000534,-0.01729373,-0.0013872912,0.0
2005-10-28 00:00:00+00,LONG,3973,0.4210413907160842,-0.10196152,-0.3510267,-0.03324099,-0.014503812,0.0
2005-10-31 00:00:00+00,LONG,3699,0.4826435711493837,-0.17939393,-0.34103182,-0.091614015,-0.055888694,0.0
2005-10-31 00:00:00+00,LONG,3973,0.3738770424606492,-0.09867103,-0.3394598,-0.04735729,-0.028744634,0.0
2005-11-01 00:00:00+00,LONG,2778,0.5815953925247694,-0.0906801,-0.39061403,-0.03250123,-0.022496548,0.0
2005-11-01 00:00:00+00,LONG,3973,0.32273746181787394,-0.08694849,-0.33795312,-0.05362608,-0.03505955,0.0
2005-11-02 00:00:00+00,LONG,2504,0.9782608695652174,-0.12771958,-0.42098457,-0.095683075,-0.057955917,0.0
2005-11-02 00:00:00+00,LONG,869,0.4813635671352004,-0.09015829,-0.3389836,-0.06765899,-0.051770285,0.0
2005-11-02 00:00:00+00,LONG,3699,0.462809026595116,-0.15715162,-0.40781173,-0.093008436,-0.064314045,0.0
2005-11-15 00:00:00+00,LONG,853,0.0,-0.11791831,-0.4045472,-0.038454764,-0.018636208,0.0
2005-11-16 00:00:00+00,LONG,3148,0.6976744186046512,-0.10873441,-0.37248057,-0.052957423,-0.028420594,0.0
2005-11-17 00:00:00+00,LONG,3148,0.6744186046511628,-0.08994709,-0.38300952,-0.08228399,-0.05920982,0.0
2005-11-23 00:00:00+00,LONG,3694,0.3604918824320583,-0.109504834,-0.33980128,-0.09271568,-0.067637034,0.0
2005-11-25 00:00:00+00,LONG,3694,0.31541693513477853,-0.10405605,-0.3848765,-0.08738516,-0.065836675,0.0
2005-12-12 00:00:00+00,LONG,28,0.28469581422818796,-0.08481386,-0.36962613,-0.082596816,-0.06497184,0.0
2005-12-13 00:00:00+00,LONG,28,0.25147711365435615,-0.09741545,-0.3717041,-0.08948242,-0.07234566,0.0
2005-12-28 00:00:00+00,LONG,914,0.94,-0.089171976,-0.33964828,-0.07430934,-0.051802993,0.0
2005-12-29 00:00:00+00,LONG,914,0.92,-0.1,-0.35351253,-0.0782999,-0.05746405,0.0
2006-01-24 00:00:00+00,LONG,3818,0.9827586206896551,-0.08720292,-0.40540394,-0.042753898,-0.023578214,0.0
2006-02-09 00:00:00+00,LONG,3199,0.0,-0.08433014,-0.3561856,-0.043119483,-0.029915044,0.0
2006-02-10 00:00:00+00,LONG,2070,0.3211617919057281,-0.16084984,-0.43123743,-0.04759488,-0.033058994,0.0
2006-02-13 00:00:00+00,LONG,610,0.7954545454545454,-0.13093813,-0.35079697,-0.085922435,-0.059502583,0.0
2006-02-14 00:00:00+00,LONG,2285,0.0,-0.17014925,-0.42475942,-0.119412206,-0.0933015,0.0
2006-02-14 00:00:00+00,LONG,610,0.7777777777777778,-0.12579365,-0.35990506,-0.09759854,-0.0721461,0.0
2006-02-17 00:00:00+00,LONG,3114,0.0,-0.08751793,-0.35224319,-0.042262226,-0.02967788,0.0
2006-02-22 00:00:00+00,LONG,2085,0.0,-0.16281265,-0.38753775,-0.09516914,-0.064772956,0.0
2006-03-06 00:00:00+00,LONG,3273,0.3137840935873111,-0.10021445,-0.37771028,-0.04279355,-0.022719523,0.0
2006-03-07 00:00:00+00,LONG,3273,0.44686511268763507,-0.103393994,-0.37135392,-0.04496103,-0.024984835,0.0
2006-03-08 00:00:00+00,LONG,3273,0.4276219932262804,-0.10185886,-0.36075887,-0.050955765,-0.030051058,0.0
2006-03-08 00:00:00+00,LONG,3357,0.0,-0.14250986,-0.34383357,-0.04916368,-0.030620428,0.0
2006-03-09 00:00:00+00,LONG,3357,0.0,-0.102416545,-0.3729439,-0.045798045,-0.028421482,0.0
2006-03-09 00:00:00+00,LONG,1719,0.0,-0.124,-0.42996833,-0.053883772,-0.023385651,0.0
2006-03-10 00:00:00+00,LONG,1678,1.0,-0.08556411,-0.41264436,-0.032656938,-0.010410101,0.0
2006-03-10 00:00:00+00,LONG,1719,0.0,-0.11066127,-0.4071484,-0.071478575,-0.03856337,0.0
2006-03-13 00:00:00+00,LONG,1719,0.0,-0.11632653,-0.4032174,-0.07136229,-0.036662247,0.0
2006-03-14 00:00:00+00,LONG,1719,0.0,-0.12810194,-0.3963441,-0.08402659,-0.04800165,0.0
2006-03-15 00:00:00+00,LONG,1719,0.0,-0.11592272,-0.39742553,-0.10727366,-0.07207092,0.0
2006-03-20 00:00:00+00,LONG,2661,0.0,-0.110036835,-0.3996494,-0.06219001,-0.038253687,0.0
2006-03-21 00:00:00+00,LONG,2661,0.0,-0.085136406,-0.3813654,-0.0739022,-0.049472783,0.0
2006-03-31 00:00:00+00,LONG,3699,0.0,-0.10605187,-0.3433241,-0.076528,-0.061278924,0.0
2006-04-11 00:00:00+00,LONG,557,1.0,-0.091334894,-0.34196648,-0.02480003,0.005752863,0.0
2006-04-25 00:00:00+00,LONG,557,0.625,-0.09384385,-0.36470145,-0.08941049,-0.061742082,0.0
2006-04-26 00:00:00+00,LONG,557,0.5833333333333334,-0.091859594,-0.37963048,-0.09446812,-0.06853795,0.0
2006-05-01 00:00:00+00,LONG,3443,0.0,-0.08514851,-0.38458374,-0.027293166,-0.0026467007,0.0
2006-05-11 00:00:00+00,LONG,858,0.4939869605617532,-0.1433121,-0.41332108,-0.09953568,-0.057214104,0.0
2006-05-30 00:00:00+00,LONG,1678,0.6993383066659727,-0.11006364,-0.372376,-0.051429614,-0.033955503,0.0
2006-06-07 00:00:00+00,LONG,1114,0.9615384615384616,-0.10796074,-0.39965728,-0.010451021,0.004904421,0.0
2006-06-13 00:00:00+00,LONG,85,0.8547288443922928,-0.13359864,-0.34268117,-0.019121805,3.0445037E-4,0.0
2006-06-13 00:00:00+00,LONG,786,1.0,-0.08707627,-0.3397468,-0.026396662,-0.014186463,0.0
2006-06-13 00:00:00+00,LONG,3330,1.0,-0.13818082,-0.35902557,-0.0060465257,0.011717348,0.0
2006-06-14 00:00:00+00,LONG,3283,0.411786528368737,-0.12909368,-0.36165532,-0.054730896,-0.025808722,0.0
2006-06-15 00:00:00+00,LONG,2125,0.9545454545454546,-0.13961606,-0.3762906,-0.11846199,-0.07808556,0.0
2006-06-16 00:00:00+00,LONG,2125,0.9090909090909091,-0.12522523,-0.38493365,-0.11321407,-0.07173292,0.0
2006-06-16 00:00:00+00,LONG,2568,0.0,-0.14930326,-0.36239105,-0.09307349,-0.06371347,0.0
2006-06-16 00:00:00+00,LONG,1423,0.8636363636363636,-0.09319899,-0.3445423,-0.115746155,-0.087339886,0.0
2006-06-19 00:00:00+00,LONG,2125,0.8636363636363636,-0.1421976,-0.4104042,-0.08594657,-0.042602025,0.0
2006-06-19 00:00:00+00,LONG,4215,0.41289125190838577,-0.09562212,-0.35219866,-0.07949867,-0.061301984,0.0
2006-06-20 00:00:00+00,LONG,2125,0.8181818181818181,-0.13745387,-0.38821834,-0.11063926,-0.06387094,0.0
2006-06-20 00:00:00+00,LONG,4215,0.500929243205257,-0.099788554,-0.3772837,-0.06356262,-0.04652548,0.0
2006-06-20 00:00:00+00,LONG,3825,0.0,-0.1164342,-0.38761884,-0.05770072,-0.03178708,0.0
2006-06-21 00:00:00+00,LONG,3825,0.0,-0.13986014,-0.3934667,-0.07205062,-0.047053177,0.0
2006-06-22 00:00:00+00,LONG,3825,0.0,-0.10523151,-0.39468184,-0.0825563,-0.05792308,0.0
2006-06-27 00:00:00+00,LONG,1888,0.05700811903717504,-0.09081081,-0.40992066,-0.106000185,-0.070521854,0.0
2006-06-28 00:00:00+00,LONG,1888,0.5416666666666667,-0.10212766,-0.41248775,-0.11353405,-0.07839063,0.0
2006-07-17 00:00:00+00,LONG,2686,0.5856059752653987,-0.09656863,-0.37685066,-0.013508336,0.0021217852,0.0
2006-07-24 00:00:00+00,LONG,3699,0.5124386984986457,-0.09392656,-0.41155374,-0.11846307,-0.08509231,0.0
2006-07-26 00:00:00+00,LONG,3699,0.4477297094009961,-0.09435311,-0.42945394,-0.1142768,-0.081151836,0.0
2006-08-01 00:00:00+00,LONG,862,0.8620689655172413,-0.087542854,-0.3564804,-0.04903691,-0.027074913,-0.011636544
2006-08-02 00:00:00+00,LONG,862,0.0,-0.101231806,-0.3591741,-0.05892739,-0.03691418,0.0
2006-08-07 00:00:00+00,LONG,2393,0.3293729875941291,-0.085063435,-0.4015846,-0.048493627,-0.033379808,0.0
2006-08-09 00:00:00+00,LONG,2983,0.5905050613107867,-0.11323764,-0.36269644,-0.007075928,0.011067227,0.0
2006-08-10 00:00:00+00,LONG,2557,0.49485063320998346,-0.12264753,-0.35691085,-0.04014759,-0.021790262,0.0
2006-08-10 00:00:00+00,LONG,3137,0.7874518202149332,-0.09720373,-0.3429571,-0.043217044,-0.026612965,0.0
2006-08-11 00:00:00+00,LONG,4215,0.0,-0.084673814,-0.36027429,-0.025444826,-0.010888223,0.0
2006-08-11 00:00:00+00,LONG,2557,0.1961981249689377,-0.111704715,-0.3893762,-0.03697682,-0.020054497,-0.002544992
2006-08-11 00:00:00+00,LONG,3137,0.9722222222222222,-0.08889497,-0.34333786,-0.03240382,-0.015372163,0.0
2006-08-15 00:00:00+00,LONG,1064,0.22209597083758179,-0.16,-0.36746165,-0.07699914,-0.03278762,0.0
2006-08-16 00:00:00+00,LONG,1064,0.13400971961694239,-0.15406561,-0.35026875,-0.1073974,-0.05978143,0.011211485
2006-08-24 00:00:00+00,LONG,2999,1.0,-0.084754266,-0.43235472,-0.022866307,-0.01187553,0.0
2006-08-25 00:00:00+00,LONG,2261,0.6944444444444444,-0.09924343,-0.37639624,-0.059280254,-0.03843061,0.0
2006-08-25 00:00:00+00,LONG,3456,1.0,-0.08715527,-0.42022783,-0.056667026,-0.043272424,0.0
2006-08-25 00:00:00+00,LONG,3473,0.4147611274167624,-0.0848905,-0.39615732,-0.029610464,-0.012383054,0.0
2006-08-28 00:00:00+00,LONG,4150,0.27015457166552287,-0.10394043,-0.4229292,-0.01990456,0.009951904,0.0
2006-09-01 00:00:00+00,LONG,4050,0.16256014667062027,-0.1175705,-0.39542452,-0.053257346,-0.0405574,0.0
2006-09-05 00:00:00+00,LONG,4050,0.1644853937697942,-0.1169057,-0.4122403,-0.04878828,-0.036639925,0.0
2006-09-07 00:00:00+00,LONG,2106,0.640754539792683,-0.09111361,-0.4061931,-0.038988255,-0.022567738,0.0
2006-09-15 00:00:00+00,LONG,234,0.09623414359685285,-0.09354839,-0.43068025,-0.04411143,-0.031135181,0.0
2006-09-15 00:00:00+00,LONG,1807,0.26366581481215506,-0.12624821,-0.41991377,-0.07399587,-0.036159664,0.0
2006-09-19 00:00:00+00,LONG,1807,0.23754586080312196,-0.11420205,-0.41303185,-0.084412724,-0.043896213,0.0
2006-09-20 00:00:00+00,LONG,1807,0.2361133987479804,-0.16551247,-0.4158841,-0.09188006,-0.050630033,0.0
2006-09-21 00:00:00+00,LONG,1807,0.36544299588617807,-0.16862474,-0.41201517,-0.10309032,-0.060436953,0.0
2006-09-25 00:00:00+00,LONG,3677,1.0,-0.12300414,-0.37496912,-0.016511625,0.011322705,0.0
2006-09-26 00:00:00+00,LONG,3677,0.9777777777777777,-0.12608868,-0.34535834,-0.034315664,-0.0020214173,0.0
2006-10-04 00:00:00+00,LONG,3573,0.5609499163337766,-0.10679048,-0.36637717,-0.04303567,-0.027053986,0.0
2006-10-04 00:00:00+00,LONG,3595,0.8157894736842105,-0.11012117,-0.35555452,-0.0760854,-0.057377335,0.0
2006-10-05 00:00:00+00,LONG,498,0.0,-0.100190096,-0.34472945,-0.064002134,-0.05078289,0.0
2006-10-05 00:00:00+00,LONG,874,0.31826679544030717,-0.12461006,-0.34968856,-0.086858034,-0.06677765,0.0
2006-10-05 00:00:00+00,LONG,3116,0.0,-0.14258699,-0.40765053,-0.09520286,-0.06916366,0.0
2006-10-05 00:00:00+00,LONG,1298,0.0,-0.14072971,-0.42745203,-0.048336223,-0.030082604,0.0
2006-10-06 00:00:00+00,LONG,874,0.28161058054008214,-0.08868345,-0.3915094,-0.09602597,-0.07858835,0.0
2006-10-06 00:00:00+00,LONG,1404,0.2760533856213128,-0.10993087,-0.35628662,-0.089065015,-0.07214555,0.0
2006-10-06 00:00:00+00,LONG,1740,0.3244379036131751,-0.12043216,-0.3474516,-0.056277614,-0.03865751,0.0
2006-10-09 00:00:00+00,LONG,191,0.0,-0.10852713,-0.36428732,-0.01597603,0.0116693275,0.0
2006-10-09 00:00:00+00,LONG,874,0.29910263043751695,-0.08493882,-0.42288336,-0.06602169,-0.04954499,0.0
2006-10-09 00:00:00+00,LONG,1298,0.28864204600088345,-0.09821782,-0.428828,-0.045242947,-0.026428051,0.0
2006-10-09 00:00:00+00,LONG,1740,0.3781061670334756,-0.12045454,-0.364392,-0.038746655,-0.021354372,0.0
2006-10-26 00:00:00+00,LONG,2272,0.38737534343797797,-0.12060302,-0.36132377,-0.112777375,-0.08671806,0.0
2006-11-08 00:00:00+00,LONG,1356,0.7021289221112749,-0.0859507,-0.35553905,-0.07708092,-0.056353442,0.0
2006-11-08 00:00:00+00,LONG,3773,0.016129032258064502,-0.092109606,-0.36990517,-0.017038293,-0.0014115449,0.0
2006-11-09 00:00:00+00,LONG,1356,0.7323364220025689,-0.09868182,-0.4284457,-0.06158867,-0.042272802,0.0
2006-11-09 00:00:00+00,LONG,3773,0.0,-0.10210914,-0.36474562,-0.004706023,0.011994597,0.0
2006-11-27 00:00:00+00,LONG,153,0.4241683971044129,-0.09596662,-0.3647435,-0.076404564,-0.058149826,0.0
2006-11-29 00:00:00+00,LONG,450,0.6153846153846154,-0.118191525,-0.43061185,-0.06408659,-0.054884464,0.0
2006-12-21 00:00:00+00,LONG,1677,0.2472069522555193,-0.10487941,-0.4228966,-0.005954374,0.005980101,0.0
2006-12-22 00:00:00+00,LONG,2548,0.172843550908339,-0.09076509,-0.36825326,-0.039836496,-0.02639867,0.0
2006-12-26 00:00:00+00,LONG,1677,0.19604500288851412,-0.09400755,-0.39022174,-0.021090513,-0.008124863,0.0
2007-01-05 00:00:00+00,LONG,862,1.0,-0.11835443,-0.35976377,-0.034143463,-0.014586268,0.0
2007-01-08 00:00:00+00,LONG,862,0.9714285714285714,-0.10983264,-0.37276396,-0.053630095,-0.034644075,0.0
2007-01-08 00:00:00+00,LONG,4062,1.0,-0.13831054,-0.399665,-0.047360677,-0.021023037,0.0
2007-01-09 00:00:00+00,LONG,2106,0.0,-0.09310152,-0.34772345,-0.018322412,-0.0059236134,0.0
2007-01-09 00:00:00+00,LONG,838,1.0,-0.15706101,-0.37846,-0.09057177,-0.0538185,0.0
2007-01-09 00:00:00+00,LONG,862,0.9428571428571428,-0.092616305,-0.39297163,-0.053160276,-0.035127196,0.0
2007-01-09 00:00:00+00,LONG,4062,0.9705882352941176,-0.13651267,-0.4105682,-0.0527179,-0.026802683,0.0
2007-01-10 00:00:00+00,LONG,838,0.972972972972973,-0.14498141,-0.4012927,-0.10151008,-0.06674199,0.0
2007-01-10 00:00:00+00,LONG,4062,0.9411764705882353,-0.13301663,-0.4157187,-0.06436215,-0.038923446,0.0
2007-01-11 00:00:00+00,LONG,4137,0.41354280327421994,-0.12694064,-0.39407572,-0.09292895,-0.059572104,0.0
2007-01-12 00:00:00+00,LONG,2731,0.4372611148436564,-0.12509713,-0.35888198,-0.072985634,-0.058007553,0.0
2007-01-16 00:00:00+00,LONG,4137,0.0,-0.11542013,-0.41435528,-0.09869851,-0.066895224,0.0
2007-01-17 00:00:00+00,LONG,2066,0.0,-0.10010882,-0.4145494,-0.101606146,-0.07668138,0.0
2007-01-18 00:00:00+00,LONG,4137,0.0,-0.09906542,-0.4318931,-0.10599615,-0.07591693,0.0
2007-01-18 00:00:00+00,LONG,1826,0.8378378378378378,-0.10011123,-0.4063677,-0.10730461,-0.08374483,0.0
2007-01-19 00:00:00+00,LONG,1908,0.7777777777777778,-0.093023255,-0.43111512,-0.0824691,-0.052357186,0.0
2007-01-22 00:00:00+00,LONG,1908,0.75,-0.093023255,-0.42934692,-0.08915688,-0.05855498,0.0
2007-01-23 00:00:00+00,LONG,1908,0.7222222222222222,-0.093023255,-0.43182856,-0.094360285,-0.06364198,0.0
2007-01-29 00:00:00+00,LONG,2261,0.6666666666666666,-0.10293492,-0.37455523,-0.112870686,-0.08634674,0.0
2007-01-30 00:00:00+00,LONG,3352,0.42373847700829187,-0.10550621,-0.3654545,-0.09567903,-0.07045068,0.0
2007-01-31 00:00:00+00,LONG,3352,0.43619481599049403,-0.09467077,-0.36889365,-0.105341814,-0.081958264,0.0
2007-03-05 00:00:00+00,LONG,1303,0.9406121587312084,-0.12585813,-0.40743575,-0.008098813,0.005422437,0.0
2007-03-06 00:00:00+00,LONG,1960,0.16498753393964766,-0.16886544,-0.431501,-0.08731396,-0.049164914,0.0
2007-03-07 00:00:00+00,LONG,1303,0.8039839712038415,-0.087765954,-0.36767223,-0.022916611,-0.0073227356,0.0
2007-03-12 00:00:00+00,LONG,3677,0.9166666666666666,-0.12018401,-0.39905378,-0.10880374,-0.0893984,0.0
2007-03-13 00:00:00+00,LONG,3677,0.9,-0.1032239,-0.414917,-0.09843827,-0.07918558,0.0
2007-03-14 00:00:00+00,LONG,4137,1.0,-0.11916111,-0.35830086,-0.11469738,-0.0708468,0.0
2007-03-15 00:00:00+00,LONG,158,0.0,-0.09473061,-0.43023252,-0.10261229,-0.06443303,0.0
2007-03-16 00:00:00+00,LONG,158,0.12920457684410433,-0.115226336,-0.4281992,-0.098392785,-0.05895901,0.0
