time,side,ticker_id,mv_up_composite_labels,ma_cloud_diff_21_50_df007,accel_volume_5_df025,dist_lower_bb_20_2.0_df055
2011-08-09 00:00:00+00,LONG,1011,0.0,-0.021208731,0.20295587,-0.00228138
2011-08-10 00:00:00+00,LONG,13,0.0,-0.07155657,0.90780324,0.009558233
2011-08-10 00:00:00+00,LONG,405,1.0,-0.0316342,0.43991804,0.011673334
2011-08-10 00:00:00+00,LONG,3515,0.967741935483871,-0.044521105,0.16858947,0.0061874446
2011-08-10 00:00:00+00,LONG,1770,0.0,-0.042472556,0.11588745,-0.008518161
2011-08-19 00:00:00+00,LONG,1748,0.0,-0.024727304,0.33613354,-0.007246036
2011-09-09 00:00:00+00,LONG,405,0.0,-0.029222442,0.31846702,-0.0038277975
2011-09-09 00:00:00+00,LONG,4086,0.0,-0.057765946,0.7055703,-0.004628834
2011-09-12 00:00:00+00,LONG,2159,0.5450903752168598,-0.04175108,0.1703327,0.006983478
2011-09-12 00:00:00+00,LONG,405,0.14704528089784982,-0.026869185,0.047040373,0.001110871
2011-09-22 00:00:00+00,LONG,160,1.0,-0.041740242,0.33768716,0.016728861
2011-09-22 00:00:00+00,LONG,405,0.0,-0.021782931,0.48935717,-0.0012894819
2011-09-22 00:00:00+00,LONG,2830,1.0,-0.06743877,0.7094706,0.020594923
2011-09-22 00:00:00+00,LONG,3310,1.0,-0.025473591,0.08395532,-0.0060609654
2011-09-22 00:00:00+00,LONG,1927,0.41232137252390527,-0.07197801,0.860397,0.0016977744
2011-09-22 00:00:00+00,LONG,4050,0.0,-0.035037756,0.87944806,0.004813022
2011-09-30 00:00:00+00,LONG,845,0.0,-0.023598427,0.72688085,-0.008219395
2011-09-30 00:00:00+00,LONG,881,0.0,-0.029604595,0.18594587,0.0078076953
2011-09-30 00:00:00+00,LONG,938,0.0,-0.030925084,0.7075664,-0.00875971
2011-10-03 00:00:00+00,LONG,76,0.034482758620689724,-0.039532144,0.6055674,-0.007537844
2011-10-03 00:00:00+00,LONG,444,0.75,-0.09022375,0.4257695,-0.0042885495
2011-10-03 00:00:00+00,LONG,2830,0.8333333333333334,-0.05206627,0.26232383,-0.00495262
2011-10-03 00:00:00+00,LONG,857,0.29753884748749804,-0.030841528,0.3115318,-0.008870652
2011-10-03 00:00:00+00,LONG,3114,0.875,-0.07971365,0.008435478,-1.45927E-4
2011-10-03 00:00:00+00,LONG,3802,0.8695652173913043,-0.029595003,0.138143,-0.0029296128
2011-10-04 00:00:00+00,LONG,121,1.0,-0.03821243,0.48950097,-0.006539499
2011-10-04 00:00:00+00,LONG,2211,0.0,-0.02426756,0.48585722,0.0091595445
2011-10-04 00:00:00+00,LONG,2327,1.0,-0.026047768,0.06358024,4.6452944E-4
2011-10-04 00:00:00+00,LONG,559,0.6964053160596696,-0.03480424,0.45268568,-0.008842588
2011-10-04 00:00:00+00,LONG,562,0.0,-0.031251714,0.3584797,0.0037652256
2011-10-04 00:00:00+00,LONG,920,1.0,-0.060603548,0.11661674,-0.008800894
2011-10-04 00:00:00+00,LONG,1742,0.4437668039636001,-0.041095532,0.12239547,-0.0054325336
2011-10-04 00:00:00+00,LONG,4050,1.0,-0.028301185,0.80430263,-0.0011294042
2011-10-05 00:00:00+00,LONG,2211,0.9743589743589743,-0.024823518,0.8164154,0.010685712
2011-10-20 00:00:00+00,LONG,1673,0.37366710332074327,-0.059275832,0.19080164,0.0017078238
2011-11-02 00:00:00+00,LONG,2221,0.0,-0.02199441,0.15522213,-0.0067034606
2011-11-10 00:00:00+00,LONG,2567,0.2702702702702702,-0.03724856,0.0073855612,-0.0017932248
2011-11-23 00:00:00+00,LONG,1853,0.6261580911303765,-0.022490263,0.20885277,0.001274085
2011-12-14 00:00:00+00,LONG,1462,0.0,-0.022923693,0.39624316,0.0063568633
2011-12-15 00:00:00+00,LONG,502,0.40775666912822994,-0.02998395,0.57469994,0.0068250406
2011-12-19 00:00:00+00,LONG,4215,0.0,-0.027804198,0.81313074,-0.0088324975
2011-12-19 00:00:00+00,LONG,219,0.9671749756076828,-0.03753519,0.35182205,-0.0070026037
2011-12-19 00:00:00+00,LONG,3456,0.0,-0.024149738,0.17725164,0.012786124
2011-12-19 00:00:00+00,LONG,3791,1.0,-0.049620774,0.38906813,0.008384939
2011-12-19 00:00:00+00,LONG,4086,1.0,-0.06121606,0.69134617,0.0031576327
2011-12-28 00:00:00+00,LONG,3837,0.07180348338942684,-0.03377196,0.39102975,-0.00435225
2012-01-05 00:00:00+00,LONG,4000,1.0,-0.07107171,-0.009378277,-0.0021340451
2012-01-09 00:00:00+00,LONG,3456,0.0,-0.02618911,0.6613173,0.0035388824
2012-01-09 00:00:00+00,LONG,4000,0.9411764705882353,-0.074735254,0.37300664,0.004178609
2012-01-13 00:00:00+00,LONG,2716,1.0,-0.044122707,0.015691807,0.0017180417
2012-01-20 00:00:00+00,LONG,984,1.0,-0.05130127,0.11720387,-0.0023814295
2012-02-15 00:00:00+00,LONG,558,0.47485560464014714,-0.033241518,0.22784568,-0.00469314
2012-03-06 00:00:00+00,LONG,714,0.3505529257999499,-0.028150965,0.52731067,-0.0087417
2012-03-06 00:00:00+00,LONG,974,0.5366554421614375,-0.025561424,0.21489841,0.008271916
2012-04-10 00:00:00+00,LONG,4163,0.43546128619269203,-0.023734853,0.066254675,-0.00800622
2012-04-10 00:00:00+00,LONG,739,0.0,-0.044854905,0.49808663,-0.007276952
2012-04-10 00:00:00+00,LONG,1631,0.37735849056603776,-0.025831359,0.21220021,-0.002384997
2012-04-13 00:00:00+00,LONG,1176,1.0,-0.030759208,0.18842232,-0.0023458342
2012-05-09 00:00:00+00,LONG,2125,0.7088628459842881,-0.07638283,0.5761178,0.020233167
2012-05-16 00:00:00+00,LONG,4137,1.0,-0.090504855,0.14822948,-0.0045789843
2012-05-16 00:00:00+00,LONG,2619,0.5772501110934332,-0.06561211,-9.0933184E-4,-4.2037823E-4
2012-05-16 00:00:00+00,LONG,1610,0.3749607143081103,-0.04609461,0.2382432,0.005340782
2012-05-17 00:00:00+00,LONG,693,1.0,-0.04452505,0.4037499,-0.0016880798
2012-05-18 00:00:00+00,LONG,2105,0.0,-0.060005292,0.053141125,0.0049213283
2012-05-18 00:00:00+00,LONG,2661,1.0,-0.025688678,0.013217201,0.018404553
2012-06-01 00:00:00+00,LONG,183,0.440050548312281,-0.0669182,0.04075572,0.0028089692
2012-06-01 00:00:00+00,LONG,2247,0.837493778018234,-0.028002664,0.009396149,0.008112437
2012-06-01 00:00:00+00,LONG,475,1.0,-0.06359839,0.82087517,7.2798383E-4
2012-06-01 00:00:00+00,LONG,3652,1.0,-0.028246665,0.1904419,-0.007166014
2012-06-01 00:00:00+00,LONG,1667,0.0,-0.028737087,0.45472154,0.014748018
2012-06-01 00:00:00+00,LONG,3885,1.0,-0.045014806,0.40887943,-0.00609408
2012-06-01 00:00:00+00,LONG,1988,0.7567567567567568,-0.03160996,0.010569043,-0.008405621
2012-06-04 00:00:00+00,LONG,2119,1.0,-0.04454313,0.31187937,0.021075824
2012-06-04 00:00:00+00,LONG,73,0.5645071435095887,-0.024112232,0.4155436,-0.0037416255
2012-06-04 00:00:00+00,LONG,2437,1.0,-0.059534006,0.044955477,0.022447728
2012-06-04 00:00:00+00,LONG,2770,1.0,-0.07981121,0.030679813,-0.0065283696
2012-06-04 00:00:00+00,LONG,836,0.6707201034497325,-0.028642299,0.32629022,0.009382191
2012-06-04 00:00:00+00,LONG,3179,0.8538856183049647,-0.05635481,0.004832386,3.3085124E-4
2012-06-04 00:00:00+00,LONG,3359,1.0,-0.060805622,0.38742232,0.00926484
2012-06-04 00:00:00+00,LONG,1437,0.5829121741541072,-0.027172787,0.17659906,0.010362377
2012-06-04 00:00:00+00,LONG,3641,0.36154398014348427,-0.027026892,0.56980085,-0.0071479436
2012-06-04 00:00:00+00,LONG,3760,1.0,-0.03602991,0.8474739,0.004785326
2012-06-04 00:00:00+00,LONG,1719,0.7260147578524605,-0.03842357,0.67792314,0.027465161
2012-06-04 00:00:00+00,LONG,3815,0.6390424667456457,-0.05535303,0.23923667,-0.006527509
2012-06-04 00:00:00+00,LONG,3824,0.0,-0.02882919,0.23884937,-0.0014069595
2012-06-04 00:00:00+00,LONG,1803,0.0,-0.06331095,0.087803304,2.0813363E-4
2012-06-04 00:00:00+00,LONG,1904,0.4923135075696997,-0.04435869,0.0893046,1.5930022E-4
2012-06-04 00:00:00+00,LONG,1927,0.0,-0.07388009,0.12723441,-0.0027565027
2012-06-04 00:00:00+00,LONG,4000,1.0,-0.071575426,0.7190514,0.011773687
2012-06-05 00:00:00+00,LONG,2119,0.9615384615384616,-0.04655779,0.35686666,0.0054909065
2012-06-05 00:00:00+00,LONG,2553,1.0,-0.029359667,0.2577852,8.051617E-4
2012-06-05 00:00:00+00,LONG,517,0.9615384615384616,-0.05923782,0.7344386,-0.006673595
2012-06-05 00:00:00+00,LONG,975,0.7193881736672483,-0.022742962,0.20209606,-0.0062681767
2012-06-06 00:00:00+00,LONG,1087,1.0,-0.023017514,0.22013696,-8.4475736E-4
2012-06-11 00:00:00+00,LONG,1731,0.5561515357676271,-0.060349915,0.3812282,-0.008150556
2012-06-13 00:00:00+00,LONG,1731,0.5134777477891974,-0.05981285,0.110100135,-0.004374263
2012-06-13 00:00:00+00,LONG,1927,0.0,-0.07542178,0.21689339,-0.0071052923
2012-06-14 00:00:00+00,LONG,427,1.0,-0.048936218,0.49384022,-7.940058E-5
2012-06-15 00:00:00+00,LONG,427,0.9615384615384616,-0.048349682,0.51700824,-0.009303774
2012-06-26 00:00:00+00,LONG,4123,0.962962962962963,-0.05199067,0.19720279,-0.005153576
2012-06-26 00:00:00+00,LONG,386,1.0,-0.055754453,0.18555826,-0.0027794803
2012-06-26 00:00:00+00,LONG,1740,1.0,-0.06829352,0.08767622,-0.003915934
2012-06-28 00:00:00+00,LONG,2925,0.9090909090909091,-0.07437414,0.30389208,-0.0037468032
2012-07-12 00:00:00+00,LONG,780,0.0,-0.05777887,0.57431895,-0.0060205446
2012-07-19 00:00:00+00,LONG,1610,0.11767256781157892,-0.028856177,0.46221876,-0.006315885
2012-07-23 00:00:00+00,LONG,1700,0.4318111332069439,-0.067185715,0.26394036,-0.00900104
2012-07-24 00:00:00+00,LONG,3310,0.7377930398498205,-0.022822173,0.47250983,0.013502329
2012-07-24 00:00:00+00,LONG,3905,0.4833108028154653,-0.022232322,0.055578094,0.0059280256
2012-08-01 00:00:00+00,LONG,629,0.0,-0.032537714,0.38834563,0.0050714416
2012-08-02 00:00:00+00,LONG,3903,0.5372017110483154,-0.032935165,0.30790687,-0.008786166
2012-08-03 00:00:00+00,LONG,629,0.0,-0.04023693,0.58658594,0.003285682
2012-08-13 00:00:00+00,LONG,1664,0.3555555555555555,-0.044719018,0.4092988,-0.008359074
2012-08-14 00:00:00+00,LONG,629,0.0,-0.04780291,0.06273437,-0.0029425726
2012-08-15 00:00:00+00,LONG,629,0.0,-0.04869834,0.65587467,0.002403587
2012-08-31 00:00:00+00,LONG,3531,0.0,-0.051825296,0.4065992,-0.008593066
2012-09-05 00:00:00+00,LONG,3531,0.0,-0.045732483,0.22547558,1.3336503E-4
2012-09-20 00:00:00+00,LONG,1308,0.6041503911707883,-0.02581549,0.046406288,-0.005487299
2012-09-21 00:00:00+00,LONG,4088,0.630732537827897,-0.032470312,0.6416557,-0.005211617
2012-09-26 00:00:00+00,LONG,1790,0.0,-0.027446337,0.4299947,0.0036421479
2012-10-16 00:00:00+00,LONG,858,1.0,-0.054391228,0.047596294,9.597438E-4
2012-10-23 00:00:00+00,LONG,844,1.0,-0.04254356,0.41794467,0.012605942
2012-10-26 00:00:00+00,LONG,2381,0.0,-0.028874384,0.08099283,0.012368417
2012-10-31 00:00:00+00,LONG,1423,0.9285714285714286,-0.024082933,0.25910127,-0.0051498543
2012-11-08 00:00:00+00,LONG,753,0.19138955128941532,-0.022298548,0.36527738,0.006072848
2012-11-15 00:00:00+00,LONG,2499,1.0,-0.031525698,0.77826387,-0.004745754
2012-11-15 00:00:00+00,LONG,1012,0.8211038825895352,-0.03305745,0.44547904,-1.15421426E-4
2012-11-16 00:00:00+00,LONG,2742,0.2565165347284125,-0.047393385,0.1817072,-0.008801854
2012-11-16 00:00:00+00,LONG,3114,1.0,-0.054482367,0.81812924,-0.0068127015
2012-11-16 00:00:00+00,LONG,1303,1.0,-0.021321889,0.80691564,-0.0015710293
2012-11-16 00:00:00+00,LONG,3433,0.0,-0.038074758,0.32572055,0.016990436
2012-11-16 00:00:00+00,LONG,3470,0.9803921568627451,-0.03539843,0.013794377,-0.008061206
2012-11-16 00:00:00+00,LONG,3621,1.0,-0.027794855,0.18110892,-5.8855E-4
2012-11-16 00:00:00+00,LONG,1615,0.0,-0.050210588,0.2275027,-0.004436683
2012-11-16 00:00:00+00,LONG,1677,1.0,-0.048605185,0.39213818,-0.0058573815
2012-11-16 00:00:00+00,LONG,1678,1.0,-0.04860497,0.39268467,-0.0058551836
2012-11-20 00:00:00+00,LONG,28,0.8473947046470328,-0.04107237,0.08827681,-0.007880535
2012-12-07 00:00:00+00,LONG,1404,0.0,-0.04095335,0.8949209,0.015400881
2012-12-26 00:00:00+00,LONG,221,0.4340058577637838,-0.06433239,0.15778767,-0.0081401495
2012-12-26 00:00:00+00,LONG,2018,0.86,-0.048817508,0.25482842,-0.0075019537
2012-12-27 00:00:00+00,LONG,2018,0.84,-0.04774086,0.5671571,-0.006147249
2012-12-28 00:00:00+00,LONG,2018,0.8200000000000001,-0.046011653,0.45292485,-6.804579E-4
2012-12-31 00:00:00+00,LONG,2665,0.5821928838737824,-0.0313783,0.3295232,-0.0059397276
2013-01-08 00:00:00+00,LONG,2175,0.8333187605032004,-0.09098941,0.3294205,-0.008824043
2013-03-19 00:00:00+00,LONG,3895,0.7875874334291515,-0.06268082,0.33743706,0.010101239
2013-04-01 00:00:00+00,LONG,4215,0.0,-0.042441726,0.34425786,0.0034537595
2013-04-01 00:00:00+00,LONG,394,0.0,-0.033397965,0.14136006,0.0078113405
2013-04-17 00:00:00+00,LONG,712,0.30256658461933655,-0.037407897,0.6372955,-9.6571064E-5
2013-04-17 00:00:00+00,LONG,1004,0.23559095585695036,-0.030520128,0.54320955,0.009668787
2013-04-17 00:00:00+00,LONG,1069,0.31494711095714323,-0.026705967,0.57860816,7.509284E-4
2013-04-17 00:00:00+00,LONG,1396,0.2217813344614418,-0.072083175,0.74415874,-7.7294686E-4
2013-04-17 00:00:00+00,LONG,1483,0.0,-0.08108842,0.86548865,0.022580244
2013-04-17 00:00:00+00,LONG,3613,0.7747437270091181,-0.035142634,0.52275616,-0.00429216
2013-04-17 00:00:00+00,LONG,3831,1.0,-0.026494648,0.006066365,0.009052246
2013-04-17 00:00:00+00,LONG,3851,1.0,-0.036256988,0.7796526,-0.0037680776
2013-04-18 00:00:00+00,LONG,167,1.0,-0.027264444,0.18176553,-0.0037278668
2013-04-18 00:00:00+00,LONG,498,0.0,-0.057737943,0.09683454,-0.0012567881
2013-04-18 00:00:00+00,LONG,517,0.1505037287082597,-0.022581594,0.76057345,0.0075280173
2013-04-19 00:00:00+00,LONG,2066,1.0,-0.03481809,0.89188695,0.010883291
2013-04-19 00:00:00+00,LONG,3596,1.0,-0.028220743,0.6413072,0.0011347351
2013-04-19 00:00:00+00,LONG,1740,0.8065638352340102,-0.027240423,0.51516116,-0.003426316
2013-04-19 00:00:00+00,LONG,1767,1.0,-0.026833368,0.6741073,-0.008188389
2013-04-22 00:00:00+00,LONG,517,0.08891878839943608,-0.02525576,0.6354341,-0.008551233
2013-04-22 00:00:00+00,LONG,3469,0.967741935483871,-0.028077418,0.24728984,-0.004849845
2013-05-01 00:00:00+00,LONG,192,0.8,-0.021760719,0.5001031,-0.004837759
2013-05-01 00:00:00+00,LONG,2513,0.0,-0.043855183,0.35621864,0.016520835
2013-05-01 00:00:00+00,LONG,1258,0.7093976683588125,-0.021775017,0.6132472,0.0033389835
2013-05-01 00:00:00+00,LONG,1410,0.625,-0.053311884,0.0040452415,-0.008121443
2013-05-02 00:00:00+00,LONG,4000,0.0,-0.06124632,0.26253116,0.0054089073
2013-05-17 00:00:00+00,LONG,1483,0.0,-0.021991117,0.013020975,-0.00458307
2013-06-05 00:00:00+00,LONG,2546,0.0,-0.03562645,0.3421582,-0.004115882
2013-06-05 00:00:00+00,LONG,2661,1.0,-0.068805546,0.03750663,0.0014478395
2013-06-20 00:00:00+00,LONG,588,0.6115157897794473,-0.037041362,0.7628209,-0.0074837357
2013-06-20 00:00:00+00,LONG,663,0.0,-0.024085253,0.68204415,-0.002267777
2013-06-20 00:00:00+00,LONG,918,0.35922399888013623,-0.036833525,0.2512717,-0.0026110807
2013-06-20 00:00:00+00,LONG,3100,1.0,-0.032107722,0.0063511813,-0.009171302
2013-06-20 00:00:00+00,LONG,3522,0.0,-0.03772037,0.47498608,0.01196742
2013-06-21 00:00:00+00,LONG,84,0.7214407579247978,-0.029218951,0.07254346,-0.0068440335
2013-06-21 00:00:00+00,LONG,345,1.0,-0.036630362,0.6245422,0.006551378
2013-06-21 00:00:00+00,LONG,869,0.681846812102481,-0.021784067,0.39801085,-0.00729823
2013-06-21 00:00:00+00,LONG,1160,1.0,-0.040241405,0.7597522,4.2944486E-4
2013-06-21 00:00:00+00,LONG,3522,0.0,-0.038582988,0.53930146,-0.0043990444
2013-06-21 00:00:00+00,LONG,4088,0.6135131638700801,-0.036017977,0.33917812,-0.0033356335
2013-06-24 00:00:00+00,LONG,4123,0.744150042975294,-0.0494366,0.17162485,-0.007789813
2013-06-24 00:00:00+00,LONG,2129,0.4675244935339212,-0.04799141,9.368058E-4,-0.0031765301
2013-06-24 00:00:00+00,LONG,345,0.9767441860465116,-0.039559186,0.12069356,-6.663575E-4
2013-06-24 00:00:00+00,LONG,475,0.8349566914771335,-0.027392125,0.2269396,-0.005365356
2013-06-24 00:00:00+00,LONG,555,1.0,-0.024487412,0.07714366,4.7314935E-4
2013-06-24 00:00:00+00,LONG,3182,1.0,-0.032531504,0.47214332,-2.1039572E-4
2013-06-24 00:00:00+00,LONG,3198,0.44412561696195835,-0.057789356,0.20332292,-0.007556069
2013-06-24 00:00:00+00,LONG,3233,0.0,-0.02433296,0.35970858,0.0050844597
2013-06-24 00:00:00+00,LONG,3794,0.545864267000835,-0.028502177,0.6222025,2.691207E-4
2013-06-24 00:00:00+00,LONG,1770,0.7817778660342386,-0.02409829,0.27914077,0.012525089
2013-06-25 00:00:00+00,LONG,4140,0.5945188875561022,-0.02763533,-0.011985986,-0.00626953
2013-06-25 00:00:00+00,LONG,157,0.9545454545454546,-0.06668473,0.18400808,0.006035499
2013-06-25 00:00:00+00,LONG,2747,0.4993443197687297,-0.03113187,0.81768405,-0.0065849284
2013-06-25 00:00:00+00,LONG,773,0.0,-0.02296003,0.09641133,-0.007240335
2013-06-25 00:00:00+00,LONG,3535,0.6416365324661195,-0.04516579,0.5028992,-0.0074080145
2013-06-25 00:00:00+00,LONG,1699,0.7440635320504512,-0.041887086,0.09966633,-0.004810975
2013-06-25 00:00:00+00,LONG,3804,0.42573764441315826,-0.037188813,0.8150471,0.0022321262
2013-06-25 00:00:00+00,LONG,4086,0.5610603200213794,-0.06608039,0.6054614,-0.008470519
2013-06-26 00:00:00+00,LONG,2548,0.4548150709349228,-0.032426383,0.014707796,-0.007698951
2013-06-28 00:00:00+00,LONG,417,1.0,-0.03341326,0.58208984,0.001773145
2013-07-31 00:00:00+00,LONG,1652,0.0,-0.05271932,0.85714287,0.0045142346
2013-08-02 00:00:00+00,LONG,88,0.0,-0.023867033,0.18247077,-0.005831721
2013-08-05 00:00:00+00,LONG,1396,0.04887290380269779,-0.039624926,0.30706915,-0.0063768453
2013-08-06 00:00:00+00,LONG,88,0.15682015278859984,-0.023409506,0.5121758,0.013928605
2013-08-06 00:00:00+00,LONG,1396,0.02384667518715941,-0.041683856,0.5661222,-0.005439722
2013-08-14 00:00:00+00,LONG,52,0.030303030303030276,-0.030817302,0.8305926,0.0018547316
2013-08-16 00:00:00+00,LONG,1985,0.6587764052111863,-0.033072893,0.03396987,0.0032968782
2013-08-19 00:00:00+00,LONG,4089,0.0,-0.024903227,0.09463511,9.3338796E-4
2013-08-21 00:00:00+00,LONG,2665,0.0,-0.03888884,0.41890612,-0.008020535
2013-08-30 00:00:00+00,LONG,2568,0.4860014880766383,-0.022056142,0.020852858,-0.003412152
2013-08-30 00:00:00+00,LONG,2670,0.38066049035884525,-0.0353305,0.6347643,-0.0017176081
2013-08-30 00:00:00+00,LONG,920,0.0,-0.03676404,0.64018625,-0.0010056982
2013-08-30 00:00:00+00,LONG,3596,0.0,-0.041826263,0.89035136,0.011963484
2013-09-03 00:00:00+00,LONG,2107,0.2961276193949659,-0.033951245,0.20766804,-0.005284064
2013-09-05 00:00:00+00,LONG,2703,0.2891001933973902,-0.026532626,0.8967549,-0.0075240876
2013-09-06 00:00:00+00,LONG,2067,1.0,-0.021836163,0.5997576,-0.0052670646
2013-09-11 00:00:00+00,LONG,84,0.7781007909628395,-0.03282897,0.6092602,-0.00846982
2013-09-11 00:00:00+00,LONG,869,0.3774245590504623,-0.03201325,0.3475595,-0.009328211
2013-09-12 00:00:00+00,LONG,869,0.6802626431714232,-0.033858974,-0.0023328424,-0.008062597
2013-10-01 00:00:00+00,LONG,920,0.2812691110875126,-0.03389857,0.54830086,-0.001729968
2013-10-03 00:00:00+00,LONG,2099,0.0,-0.037377723,0.10914616,-0.008485377
2013-10-08 00:00:00+00,LONG,2129,0.724381250305447,-0.022747537,0.35035637,0.0047628703
2013-10-08 00:00:00+00,LONG,836,0.8823529411764706,-0.03189781,0.3706684,-0.008552346
2013-10-08 00:00:00+00,LONG,1447,0.35904849062037786,-0.022687286,0.6556586,0.008102842
2013-10-08 00:00:00+00,LONG,3716,0.0,-0.031225545,0.34702724,0.0025520572
2013-10-08 00:00:00+00,LONG,1832,1.0,-0.08172393,0.7060533,-0.007927453
2013-10-09 00:00:00+00,LONG,907,0.6461334766912027,-0.055098433,0.06911508,-0.008264722
2013-10-09 00:00:00+00,LONG,3716,0.0,-0.03013208,0.0044724382,-0.008431542
2013-11-05 00:00:00+00,LONG,427,0.045243639504493866,-0.02883896,0.5326354,-0.008562201
2013-11-07 00:00:00+00,LONG,2720,0.09320155834396959,-0.030738784,0.33797792,-0.005946789
2013-11-07 00:00:00+00,LONG,984,0.1285034958963613,-0.02909682,0.7883714,0.021753464
2013-11-08 00:00:00+00,LONG,221,0.40212207526335003,-0.028459948,0.88573205,-0.0028156682
2013-11-12 00:00:00+00,LONG,602,0.0,-0.022888351,0.78213674,-0.0022721414
2013-11-14 00:00:00+00,LONG,167,1.0,-0.024760786,0.077751264,-0.008496887
2013-12-12 00:00:00+00,LONG,2760,0.07980544839091681,-0.041831262,0.059535276,-0.004562414
2013-12-12 00:00:00+00,LONG,3683,0.5755642199265678,-0.030180577,0.6147912,0.0037816162
2013-12-13 00:00:00+00,LONG,1258,0.5849584175555514,-0.022657594,0.6533725,0.0046498138
2013-12-13 00:00:00+00,LONG,1371,0.913112813443093,-0.060606003,0.03764424,-0.005241097
2013-12-16 00:00:00+00,LONG,594,0.0,-0.021973096,0.19464697,-3.3333604E-4
2013-12-17 00:00:00+00,LONG,594,0.0,-0.023790186,0.30783358,-0.0012798681
2013-12-30 00:00:00+00,LONG,111,1.0,-0.05690093,0.16310774,5.514911E-4
2013-12-30 00:00:00+00,LONG,2665,1.0,-0.061446786,0.46094832,-0.0068756924
2014-01-15 00:00:00+00,LONG,2961,0.9705882352941176,-0.024642609,0.4194385,-0.008543391
2014-01-16 00:00:00+00,LONG,189,0.42723260845090516,-0.048475627,0.3488372,0.010756563
2014-01-27 00:00:00+00,LONG,2381,1.0,-0.027008891,0.24566798,-0.0030954822
2014-02-03 00:00:00+00,LONG,3040,0.8773173146557578,-0.025253365,0.8178679,0.02233215
2014-02-03 00:00:00+00,LONG,3355,0.31539026170864976,-0.03198003,0.74771845,0.011586081
2014-02-05 00:00:00+00,LONG,1551,0.2492484137993127,-0.050956424,0.3485737,0.006089113
2014-02-05 00:00:00+00,LONG,1919,0.0,-0.046888713,0.49293262,-0.001543715
2014-02-06 00:00:00+00,LONG,3648,0.3410067171064403,-0.023060115,0.6683461,0.0035375026
2014-02-07 00:00:00+00,LONG,1087,1.0,-0.02994894,0.22371261,-0.00932621
2014-02-12 00:00:00+00,LONG,1250,0.8181818181818181,-0.030892838,0.043080162,-0.009067169
2014-02-25 00:00:00+00,LONG,4172,0.4726269079746748,-0.0594325,0.7690502,0.004975043
2014-03-10 00:00:00+00,LONG,411,0.0553171954560256,-0.031173628,0.46683228,-0.0046166955
2014-03-12 00:00:00+00,LONG,411,0.03627513049005883,-0.028969677,0.45806998,0.0059671216
2014-03-13 00:00:00+00,LONG,411,0.03210376256250356,-0.029889084,0.45763376,0.014991503
2014-03-14 00:00:00+00,LONG,2990,0.0,-0.024314767,0.4507445,0.0051929113
2014-03-19 00:00:00+00,LONG,411,0.0,-0.030417733,0.33314633,-0.0044501186
2014-03-21 00:00:00+00,LONG,2990,0.0,-0.029883483,0.3652085,-0.0074900934
2014-03-26 00:00:00+00,LONG,984,0.3012905562410843,-0.0748777,-0.014269167,-0.005373004
2014-04-15 00:00:00+00,LONG,4201,0.3956665776507225,-0.024813917,0.12327027,-0.004242603
2014-04-15 00:00:00+00,LONG,995,0.2710703208767252,-0.028614614,0.34235156,-0.005257004
2014-04-15 00:00:00+00,LONG,4016,0.0,-0.0829775,0.52288514,-0.0063945893
2014-04-15 00:00:00+00,LONG,2004,0.1867596869078343,-0.02947753,0.40083948,-0.0036261762
2014-04-28 00:00:00+00,LONG,1423,0.7626670532823768,-0.023824414,0.41370714,-0.0012092992
2014-05-05 00:00:00+00,LONG,2221,0.0,-0.07086266,0.028951742,-0.008235982
2014-05-07 00:00:00+00,LONG,64,1.0,-0.041423094,0.7890519,0.0018182943
2014-05-07 00:00:00+00,LONG,1423,0.6978659795213727,-0.023403417,0.5976696,-0.0033415013
2014-05-09 00:00:00+00,LONG,188,0.5405602124664415,-0.02983858,0.273541,0.0016773504
2014-05-09 00:00:00+00,LONG,3078,0.5881440983376943,-0.064571336,0.26967725,-5.840675E-4
2014-05-09 00:00:00+00,LONG,3923,0.14992893791367123,-0.02446142,0.013263682,-0.0078123948
2014-05-14 00:00:00+00,LONG,3923,0.15008825518670396,-0.02422469,0.15014645,-0.007949211
2014-05-15 00:00:00+00,LONG,3704,0.2768361889326835,-0.029214079,0.83921885,-0.0024897342
2014-05-16 00:00:00+00,LONG,2090,0.6576950566366543,-0.03835699,0.38855666,-0.006818763
2014-05-16 00:00:00+00,LONG,3216,0.3361134411226764,-0.032745138,0.27099457,0.0040915087
2014-05-16 00:00:00+00,LONG,1434,0.5266703529188814,-0.033020556,0.10928583,-0.006614685
2014-05-16 00:00:00+00,LONG,3607,0.8569361268378787,-0.021633783,0.7237412,-0.0048296256
2014-05-20 00:00:00+00,LONG,3049,0.0,-0.031239916,0.44375512,-0.004354727
2014-05-28 00:00:00+00,LONG,4137,1.0,-0.031210678,0.31442255,0.01791412
2014-05-28 00:00:00+00,LONG,1673,1.0,-0.046211656,0.64651567,0.01395379
2014-05-30 00:00:00+00,LONG,1888,0.0,-0.037292957,0.33976486,-0.008826954
2014-07-28 00:00:00+00,LONG,3838,0.0,-0.02358537,0.1636856,-7.2624406E-4
2014-08-01 00:00:00+00,LONG,401,1.0,-0.07744912,0.6561372,-0.0033991612
2014-08-01 00:00:00+00,LONG,3782,0.243361924567909,-0.05925038,0.61331594,-0.009100754
2014-08-01 00:00:00+00,LONG,1853,0.6578060126878652,-0.024195446,0.050782952,-0.009353479
