time,side,ticker_id,mv_dn_composite_labels,price_roc_5_df020,accel_price_5_df021,dist_upper_bb_20_2.0_df055
2005-07-12 00:00:00+00,SHORT,1610,0.39215136493829444,0.03661119,0.015573232,-0.011733362
2005-07-14 00:00:00+00,SHORT,2041,0.0,0.049106546,-0.013447439,-0.0017864755
2005-07-15 00:00:00+00,SHORT,93,0.3393999509167372,0.036047235,0.007656067,-0.006720895
2005-07-18 00:00:00+00,SHORT,3825,0.4144638524374719,0.046754677,-0.019510385,-0.0036205004
2005-07-19 00:00:00+00,SHORT,3825,0.4251641361178438,0.03846154,-0.008293137,-0.014422495
2005-07-20 00:00:00+00,SHORT,2070,0.7810838409359055,0.03544804,0.0037107607,-0.004543319
2005-07-20 00:00:00+00,SHORT,2815,0.5196730070315535,0.03458761,0.02889501,-0.0024379792
2005-07-20 00:00:00+00,SHORT,3716,0.8842259872678365,0.036461033,0.014147268,-0.0064432733
2005-07-20 00:00:00+00,SHORT,3825,0.3452550677576082,0.040393014,0.0019314747,-0.012399445
2005-07-21 00:00:00+00,SHORT,937,0.3677515522596851,0.03705894,-0.020737568,-0.00619221
2005-07-21 00:00:00+00,SHORT,1615,0.0,0.04168645,0.016589925,-0.009609349
2005-07-27 00:00:00+00,SHORT,1668,0.28510527215457704,0.043302182,0.03988603,-0.005001203
2005-07-27 00:00:00+00,SHORT,1700,0.0,0.044727825,0.004660553,-0.0127788605
2005-07-28 00:00:00+00,SHORT,370,0.33965648833475115,0.041198973,0.028620355,-0.0061089587
2005-07-29 00:00:00+00,SHORT,786,0.2694643678978534,0.037817217,-0.0045372937,0.0023813136
2005-07-29 00:00:00+00,SHORT,1514,1.0,0.049831215,-0.017214237,-0.0025651674
2005-07-29 00:00:00+00,SHORT,4013,0.41824211911162834,0.049616583,-0.0023965985,-0.0012688955
2005-08-01 00:00:00+00,SHORT,4163,0.0,0.039563864,0.0087898495,-0.0098866
2005-08-01 00:00:00+00,SHORT,4013,0.3371192117633042,0.033550866,-0.016065715,-0.008646569
2005-08-02 00:00:00+00,SHORT,4163,0.0,0.048155095,0.008591234,-0.008312464
2005-08-02 00:00:00+00,SHORT,786,0.229634930365736,0.040233724,-0.015546527,-0.012724708
2005-08-02 00:00:00+00,SHORT,918,0.14886855719294073,0.039074074,0.012147426,-0.0016405212
2005-08-02 00:00:00+00,SHORT,3199,0.0,0.04094166,0.0052273725,-0.013999403
2005-08-03 00:00:00+00,SHORT,2129,0.4247625859428777,0.03396697,-0.01908133,-0.009484957
2005-08-03 00:00:00+00,SHORT,2352,0.3227993618422308,0.035790447,0.0052451673,0.0014217584
2005-08-03 00:00:00+00,SHORT,2546,0.0,0.05202864,-0.0021037916,-0.009421664
2005-08-03 00:00:00+00,SHORT,2961,0.0,0.036011524,0.003472864,4.15473E-4
2005-08-03 00:00:00+00,SHORT,1112,0.0,0.05175076,0.021530235,-3.4263823E-4
2005-08-03 00:00:00+00,SHORT,3198,0.3100617070951723,0.039980177,-0.01097736,7.306928E-4
2005-08-04 00:00:00+00,SHORT,960,0.29729052466403355,0.041560646,-0.023301898,-0.0103719225
2005-08-04 00:00:00+00,SHORT,3067,0.0,0.03713923,-0.014409425,-0.0043785055
2005-08-04 00:00:00+00,SHORT,1039,0.0,0.032102082,-0.027041357,-0.008286516
2005-08-04 00:00:00+00,SHORT,3233,0.2760003959295578,0.03834102,0.012896568,-0.008971862
2005-08-04 00:00:00+00,SHORT,1262,0.0,0.044661548,0.016941521,-0.0019244856
2005-08-10 00:00:00+00,SHORT,2508,0.9024492543606908,0.045587376,0.020168543,4.470418E-4
2005-08-11 00:00:00+00,SHORT,243,0.0,0.04710145,0.0035790352,-0.0047892714
2005-08-11 00:00:00+00,SHORT,1012,0.0,0.03459692,-6.9719664E-4,-0.004482975
2005-08-11 00:00:00+00,SHORT,1063,0.6565522946881533,0.041984733,0.03843876,0.0012779027
2005-08-11 00:00:00+00,SHORT,1184,0.38137831162380625,0.03786207,0.019741172,0.0021667772
2005-08-11 00:00:00+00,SHORT,3831,0.18206726729262862,0.03187291,0.017393727,0.0015949758
2005-08-12 00:00:00+00,SHORT,85,0.35917698181884034,0.03924317,0.0026156623,-0.005988478
2005-08-12 00:00:00+00,SHORT,440,0.2792954861535997,0.038461987,0.0031024218,-0.006244424
2005-08-12 00:00:00+00,SHORT,2508,0.6732653409727407,0.031791907,5.2381254E-4,-0.008202147
2005-08-12 00:00:00+00,SHORT,897,1.0,0.045020465,0.010429237,-0.009591601
2005-08-12 00:00:00+00,SHORT,1012,0.0,0.032151144,-0.0024457774,-0.013850324
2005-08-12 00:00:00+00,SHORT,3127,0.7265993602335221,0.040048543,0.012638905,-0.0055209296
2005-08-12 00:00:00+00,SHORT,1184,0.20941321456145065,0.047964305,0.010102237,-0.0052725775
2005-08-12 00:00:00+00,SHORT,3831,0.024803706860761842,0.044063732,0.0121908225,-0.004553612
2005-08-15 00:00:00+00,SHORT,2391,0.8823529411764706,0.04542626,-0.01687406,-0.011721072
2005-08-15 00:00:00+00,SHORT,540,0.23622578530348487,0.038307186,0.014659358,-0.0054806597
2005-08-15 00:00:00+00,SHORT,3013,0.3158635172178987,0.043653846,-0.0055552926,-0.0113014
2005-08-30 00:00:00+00,SHORT,3078,0.0,0.03709199,0.02174111,-0.009998839
2005-09-02 00:00:00+00,SHORT,2665,1.0,0.047074646,-7.010737E-5,-0.0129846595
2005-09-06 00:00:00+00,SHORT,1463,0.47277763521203353,0.034254145,0.011628445,0.0013586122
2005-09-07 00:00:00+00,SHORT,1205,0.3502243996998492,0.047352023,-0.005476984,-0.008451235
2005-09-07 00:00:00+00,SHORT,1514,0.4925905643118912,0.034276206,-0.015456771,-0.009166426
2005-09-08 00:00:00+00,SHORT,3612,0.8358917926016469,0.034156978,-0.009799067,-0.008518084
2005-09-09 00:00:00+00,SHORT,2050,0.6947256725415275,0.03192279,-0.00849637,0.0011898456
2005-09-09 00:00:00+00,SHORT,85,0.09560782787041637,0.03237157,0.003355292,-0.011706199
2005-09-09 00:00:00+00,SHORT,675,0.39570095352302104,0.042063095,0.030263685,-0.0011007026
2005-09-09 00:00:00+00,SHORT,1076,0.5536729274866926,0.03217113,-0.024838055,-0.009256083
2005-09-09 00:00:00+00,SHORT,1299,0.5170311403594415,0.034210525,0.0016449981,-0.0024919298
2005-09-09 00:00:00+00,SHORT,3686,0.8001636388888144,0.0483511,0.034642413,-0.0021562027
2005-09-12 00:00:00+00,SHORT,2085,0.4031965818851957,0.037564766,-0.0058757197,-0.00875317
2005-09-12 00:00:00+00,SHORT,3127,0.44999999999999996,0.033959977,0.009998799,-0.0030824821
2005-09-12 00:00:00+00,SHORT,1092,1.0,0.03233222,0.0035221712,-0.00629423
2005-09-12 00:00:00+00,SHORT,1371,1.0,0.05421687,-0.009158717,-0.007293702
2005-09-13 00:00:00+00,SHORT,2305,0.12273266381768295,0.046305418,0.0048185284,-0.011048158
2005-09-13 00:00:00+00,SHORT,3703,0.14884372244685729,0.05073211,-0.009742606,-0.0025159323
2005-09-13 00:00:00+00,SHORT,1767,0.43218288509167674,0.04190439,-0.018396864,-0.0013556662
2005-09-14 00:00:00+00,SHORT,68,0.9230769230769231,0.03443601,0.0037990832,-0.011610331
2005-09-14 00:00:00+00,SHORT,3824,0.6230215339616383,0.04574625,0.017914802,-0.0070316945
2005-09-15 00:00:00+00,SHORT,2106,1.0,0.031597268,0.022900471,-0.013186499
2005-09-15 00:00:00+00,SHORT,2993,1.0,0.04950947,0.02315218,-0.01411906
2005-09-16 00:00:00+00,SHORT,1114,0.8764243747077475,0.047493402,-0.003173263,-0.004267745
2005-09-16 00:00:00+00,SHORT,3271,0.5290549303387385,0.0315197,0.012948542,-0.0041456292
2005-09-19 00:00:00+00,SHORT,64,0.0,0.053944953,-0.024077024,-0.0023126113
2005-09-19 00:00:00+00,SHORT,1888,0.6600124987199114,0.045205478,-0.011113202,-0.00661156
2005-09-20 00:00:00+00,SHORT,2716,0.0,0.047722343,0.00815245,-0.0035136212
2005-09-22 00:00:00+00,SHORT,2716,0.0,0.0527693,0.019653829,-0.007529924
2005-09-23 00:00:00+00,SHORT,2659,0.0,0.035814427,0.010352051,-0.010865106
2005-09-28 00:00:00+00,SHORT,3013,0.5285774135553772,0.039519213,0.020007908,0.0024225353
2005-09-29 00:00:00+00,SHORT,2690,1.0,0.048722364,0.026442721,-0.0026741186
2005-09-30 00:00:00+00,SHORT,39,0.0,0.03247325,-0.011842741,-0.014026628
2005-09-30 00:00:00+00,SHORT,335,0.3430085424077395,0.051952463,-0.0038121636,-0.0039436966
2005-09-30 00:00:00+00,SHORT,498,0.6196448260023587,0.04910954,0.0036139144,-0.009070019
2005-09-30 00:00:00+00,SHORT,2816,0.6082839007581399,0.053867403,0.012882181,0.0024039005
2005-09-30 00:00:00+00,SHORT,3811,0.05871772391149543,0.049590643,-0.019949723,-0.0011267368
2005-10-03 00:00:00+00,SHORT,562,0.35772387394192895,0.03366174,0.0027907372,-0.005177302
2005-10-03 00:00:00+00,SHORT,602,1.0,0.04618311,0.00537544,-0.0021251182
2005-10-03 00:00:00+00,SHORT,975,0.12862745678252657,0.042596348,-0.007007333,-0.011464854
2005-10-03 00:00:00+00,SHORT,1280,1.0,0.047766,0.013806862,-0.006999523
2005-10-03 00:00:00+00,SHORT,3754,0.2451090643442161,0.039584033,-0.026551701,-0.006487481
2005-10-03 00:00:00+00,SHORT,1840,0.0,0.04222222,-0.0067443913,-0.007031
2005-10-03 00:00:00+00,SHORT,4086,0.4869873235117358,0.049618453,-0.006583366,-0.010792415
2005-10-03 00:00:00+00,SHORT,2041,0.4361334070509408,0.035817128,0.03150656,-6.7523425E-4
2005-10-04 00:00:00+00,SHORT,2116,0.7299622773552438,0.048014227,-0.022233708,-0.010752394
2005-10-04 00:00:00+00,SHORT,91,1.0,0.03470437,0.0020900918,0.001301787
2005-10-04 00:00:00+00,SHORT,4224,1.0,0.04974592,0.0014626596,-0.0049034744
2005-10-04 00:00:00+00,SHORT,2396,0.21581443418102775,0.031949576,-0.0072490303,-0.0077326186
2005-10-04 00:00:00+00,SHORT,2473,0.6476868761749428,0.046551723,-0.02792065,-0.006525149
2005-10-04 00:00:00+00,SHORT,535,1.0,0.039626002,0.037015036,-0.010810641
2005-10-04 00:00:00+00,SHORT,2742,0.0,0.050404932,-0.017385513,-0.0063367016
2005-10-04 00:00:00+00,SHORT,712,1.0,0.04402277,0.028126005,-0.010588026
2005-10-04 00:00:00+00,SHORT,780,1.0,0.039241053,0.008374245,-0.0080176415
2005-10-04 00:00:00+00,SHORT,974,0.18621515052075316,0.045193832,-0.016150363,-0.011389124
2005-10-04 00:00:00+00,SHORT,1022,0.06662428395923684,0.04386891,0.010028314,-0.013123521
2005-10-04 00:00:00+00,SHORT,3114,0.9333333333333333,0.043543544,-0.01483969,-0.014037947
2005-10-04 00:00:00+00,SHORT,3283,0.5417634369747267,0.052521557,-0.022141516,-0.0036472904
2005-10-04 00:00:00+00,SHORT,3903,0.15030394506542374,0.03257329,0.0076635424,-0.0014091316
2005-10-04 00:00:00+00,SHORT,3907,0.34482545996275416,0.03763676,-0.011887048,-0.012216104
2005-10-04 00:00:00+00,SHORT,4062,0.0,0.049015824,-0.017007342,-0.010973747
2005-10-06 00:00:00+00,SHORT,2365,0.26651032852328016,0.052349612,0.013710601,-0.007927694
2005-10-06 00:00:00+00,SHORT,405,0.6358133519881053,0.044120796,0.014809714,-0.008013788
2005-10-07 00:00:00+00,SHORT,405,0.7379938386169536,0.03821656,-0.0059042363,-0.004484463
2005-10-07 00:00:00+00,SHORT,3244,0.09024175136588965,0.043737575,0.02420399,-0.007947188
2005-10-12 00:00:00+00,SHORT,1473,0.3742523090940432,0.04901961,0.018706594,0.0031720256
2005-10-17 00:00:00+00,SHORT,3535,0.0,0.04781387,0.033533897,-0.014980092
2005-10-20 00:00:00+00,SHORT,2247,0.0,0.041876048,0.0024599885,0.0024006257
2005-10-20 00:00:00+00,SHORT,2269,0.18708061297300785,0.039635688,-0.014491055,-0.013560026
2005-10-20 00:00:00+00,SHORT,3903,0.0,0.05369004,-0.0039149057,-0.013594979
2005-10-24 00:00:00+00,SHORT,245,0.0,0.03259863,0.030382562,-0.004538312
2005-10-24 00:00:00+00,SHORT,988,0.0,0.037795275,0.027934227,-0.011483353
2005-10-24 00:00:00+00,SHORT,3244,0.3687661242730742,0.041895065,0.00977051,0.0024184885
2005-10-24 00:00:00+00,SHORT,3716,0.0,0.0368006,0.0153012555,-0.010297743
2005-10-25 00:00:00+00,SHORT,1220,0.0,0.037839398,-0.019102192,-0.008217932
2005-10-26 00:00:00+00,SHORT,2863,0.47152900700972883,0.038556192,-0.009948253,-0.01314864
