time,side,ticker_id,mv_dn_composite_labels,dist_upper_bb_50_2.5_df055,earnings_drift_10_df011
2005-02-01 00:00:00+00,SHORT,3236,0.16502480273979028,0.013322431,0.033041403
2005-02-02 00:00:00+00,SHORT,4223,0.7370724546117081,0.006857014,0.098667204
2005-02-07 00:00:00+00,SHORT,675,0.6189015680061758,0.0049276175,0.023162583
2005-02-07 00:00:00+00,SHORT,3310,0.7379800374599258,0.015886405,0.0508263
2005-02-08 00:00:00+00,SHORT,1099,0.6028763699275718,0.006876374,0.04226336
2005-02-08 00:00:00+00,SHORT,3310,0.6343557773493125,0.011743857,0.06022127
2005-02-11 00:00:00+00,SHORT,687,0.5364291485844503,0.011286924,0.088709675
2005-02-14 00:00:00+00,SHORT,2536,0.4239552591317047,0.0036519903,0.0
2005-02-15 00:00:00+00,SHORT,1360,0.0,0.0044406364,0.0
2005-02-16 00:00:00+00,SHORT,2643,1.0,0.008807936,0.0
2005-02-16 00:00:00+00,SHORT,643,0.0,0.027029276,0.0
2005-02-16 00:00:00+00,SHORT,3127,0.6264284570020944,0.010881031,0.0
2005-02-17 00:00:00+00,SHORT,643,0.2226510651499088,0.012382258,0.0
2005-02-17 00:00:00+00,SHORT,857,0.4096435311821278,0.010982548,0.0
2005-02-18 00:00:00+00,SHORT,3791,0.5378446040268953,0.0030942229,0.0
2005-02-22 00:00:00+00,SHORT,1360,0.0,0.02300181,0.0
2005-02-23 00:00:00+00,SHORT,4215,0.8888888888888888,0.011364501,0.0
2005-02-25 00:00:00+00,SHORT,897,0.40289034108288246,0.007850954,0.0
2005-03-04 00:00:00+00,SHORT,1184,0.661327978851013,0.01597368,0.0
2005-03-04 00:00:00+00,SHORT,3275,0.5046025998307173,0.005270375,0.07684136
2005-03-07 00:00:00+00,SHORT,1184,0.6651594412380668,0.0031031482,0.0
2005-03-07 00:00:00+00,SHORT,1615,1.0,0.009990207,0.0
2005-03-08 00:00:00+00,SHORT,903,0.5285590603134446,0.015584775,0.0
2005-03-08 00:00:00+00,SHORT,3124,0.5671183428946235,0.0131508745,0.0
2005-03-10 00:00:00+00,SHORT,2175,0.5895526355312637,0.004424309,0.0
2005-03-10 00:00:00+00,SHORT,629,0.6522168064459993,0.0026560125,0.0
2005-03-23 00:00:00+00,SHORT,2923,1.0,0.01809365,0.0
2005-04-06 00:00:00+00,SHORT,2297,0.0,0.025773246,0.0
2005-04-07 00:00:00+00,SHORT,2297,0.0,0.015294206,0.0
2005-04-07 00:00:00+00,SHORT,444,1.0,0.006049077,0.0
2005-04-07 00:00:00+00,SHORT,3903,0.19636894421979645,0.008123477,0.0
2005-04-11 00:00:00+00,SHORT,4083,0.0,0.019090785,0.0
2005-04-12 00:00:00+00,SHORT,3612,1.0,0.028250221,0.13353509
2005-04-25 00:00:00+00,SHORT,1631,0.0,0.0031200151,0.0
2005-05-02 00:00:00+00,SHORT,2961,0.211696337351469,0.009966945,0.0
2005-05-02 00:00:00+00,SHORT,1361,0.3712758493109771,0.008124047,0.03963095
2005-05-09 00:00:00+00,SHORT,433,0.28300707077322074,0.01684849,0.08392269
2005-05-20 00:00:00+00,SHORT,4034,0.0,0.021080555,0.0858209
2005-06-02 00:00:00+00,SHORT,19,1.0,0.019921606,0.0
2005-06-02 00:00:00+00,SHORT,938,0.0,0.0067951595,0.0899636
2005-06-03 00:00:00+00,SHORT,19,0.9,0.00745632,0.0
2005-06-06 00:00:00+00,SHORT,588,0.21664754489006086,0.00829008,0.0
2005-06-14 00:00:00+00,SHORT,1908,0.06513609961897675,0.0062874015,0.0
2005-06-17 00:00:00+00,SHORT,2993,0.0,0.028600134,0.0
2005-06-17 00:00:00+00,SHORT,1297,0.291810995073328,0.005827508,0.0
2005-06-17 00:00:00+00,SHORT,3573,0.0,0.024204027,0.0
2005-06-20 00:00:00+00,SHORT,3748,0.0,0.017041354,0.0
2005-06-20 00:00:00+00,SHORT,4086,0.07612320828031426,0.013281756,0.0
2005-06-21 00:00:00+00,SHORT,4062,0.0,0.0083228275,0.0
2005-06-24 00:00:00+00,SHORT,2159,0.29278349907849294,0.02213826,0.0
2005-07-11 00:00:00+00,SHORT,3815,0.0,0.0071741473,0.0
2005-07-12 00:00:00+00,SHORT,2272,0.08782914986005264,0.014224122,0.0
2005-07-13 00:00:00+00,SHORT,3573,0.0,0.010275705,0.0
2005-07-20 00:00:00+00,SHORT,937,0.45469897138321,0.0142196985,0.0
2005-07-20 00:00:00+00,SHORT,1761,0.6182015794127816,0.013465148,0.0
2005-07-21 00:00:00+00,SHORT,937,0.3677515522596851,0.0049305577,0.0
2005-07-21 00:00:00+00,SHORT,3433,0.21104748966986223,0.007813193,0.0
2005-07-21 00:00:00+00,SHORT,3794,1.0,0.005551312,0.0
2005-07-22 00:00:00+00,SHORT,3699,0.047306035804502156,0.02230144,0.0
2005-07-22 00:00:00+00,SHORT,3748,1.0,0.02843986,0.0
2005-07-25 00:00:00+00,SHORT,3748,0.9230769230769231,0.004426668,0.0
2005-07-26 00:00:00+00,SHORT,4107,0.0,0.007723781,0.0
2005-07-26 00:00:00+00,SHORT,2640,0.0,0.02033571,0.0
2005-07-26 00:00:00+00,SHORT,3748,0.8333333333333334,0.0028989327,0.0
2005-07-27 00:00:00+00,SHORT,2640,0.0,0.029595334,0.0
2005-07-27 00:00:00+00,SHORT,1700,0.0,0.011126593,0.0
2005-07-28 00:00:00+00,SHORT,786,0.30023162707351003,0.0042628124,0.0
2005-07-28 00:00:00+00,SHORT,3818,1.0,0.018895932,0.0
2005-07-29 00:00:00+00,SHORT,69,1.0,0.004458893,0.0
2005-07-29 00:00:00+00,SHORT,1817,0.0,0.028328737,0.0
2005-08-01 00:00:00+00,SHORT,730,0.06829184178020764,0.010915946,0.0
2005-08-01 00:00:00+00,SHORT,1817,0.0,0.008142631,0.0
2005-08-02 00:00:00+00,SHORT,2261,1.0,0.011945676,0.0
2005-08-02 00:00:00+00,SHORT,730,0.054077938712524976,0.014167807,0.0
2005-08-02 00:00:00+00,SHORT,1462,0.4546536772646413,0.013551362,0.0
2005-08-03 00:00:00+00,SHORT,694,0.23949441381084485,0.003466085,0.0
2005-08-03 00:00:00+00,SHORT,1039,0.0,0.0033055553,0.0
2005-08-03 00:00:00+00,SHORT,3192,0.6593046611463952,0.008158271,0.0
2005-08-03 00:00:00+00,SHORT,1462,0.43257502209989424,0.0034264808,0.0
2005-08-03 00:00:00+00,SHORT,1650,0.0,0.006099518,0.04039358
2005-08-03 00:00:00+00,SHORT,3703,0.2442184300947241,0.016588392,-0.006470588
2005-08-03 00:00:00+00,SHORT,1817,0.0,0.0058392803,0.0
2005-08-04 00:00:00+00,SHORT,2703,0.41405175117179394,0.02741623,0.0
2005-08-04 00:00:00+00,SHORT,3703,0.2052318116975662,0.009178564,0.0
2005-08-05 00:00:00+00,SHORT,3703,0.21008427673917762,0.007807103,0.011764706
2005-08-05 00:00:00+00,SHORT,1719,0.48349709042414546,0.0026135354,0.0
2005-08-09 00:00:00+00,SHORT,2747,0.7894314205451733,0.019492304,0.072987065
2005-08-10 00:00:00+00,SHORT,796,1.0,0.01921548,0.11657559
2005-08-10 00:00:00+00,SHORT,3352,0.3981358864836691,0.022177363,0.13134654
2005-08-16 00:00:00+00,SHORT,2742,0.0,0.0063407095,0.0
2005-08-24 00:00:00+00,SHORT,3255,0.0,0.024275823,0.0
