time,side,ticker_id,mv_dn_composite_labels,dist_upper_bb_20_2.0_df055,price_to_sales_zscore_universe_df070
2005-07-18 00:00:00+00,SHORT,1939,0.9444444444444444,-0.0026073933,5.0E-4
2005-07-19 00:00:00+00,SHORT,1423,1.0,0.012873123,2.0E-4
2005-07-19 00:00:00+00,SHORT,1939,0.8888888888888888,-0.003930753,5.0E-4
2005-07-20 00:00:00+00,SHORT,858,0.6153846153846154,-0.011746218,-8.0E-4
2005-07-20 00:00:00+00,SHORT,937,0.45469897138321,0.002756409,-4.0E-4
2005-07-21 00:00:00+00,SHORT,937,0.3677515522596851,-0.00619221,-4.0E-4
2005-07-21 00:00:00+00,SHORT,3199,1.0,-9.7566284E-4,4.0E-4
2005-07-21 00:00:00+00,SHORT,1615,0.0,-0.009609349,-9.0E-4
2005-07-21 00:00:00+00,SHORT,3699,0.08945608625098377,0.017861636,-5.0E-4
2005-07-21 00:00:00+00,SHORT,3794,1.0,-4.3283807E-4,-5.0E-4
2005-07-21 00:00:00+00,SHORT,4034,1.0,-0.0013252918,0.0013
2005-07-22 00:00:00+00,SHORT,3794,0.8,-0.011782625,-5.0E-4
2005-07-26 00:00:00+00,SHORT,2640,0.0,0.060491275,-7.0E-4
2005-07-27 00:00:00+00,SHORT,2640,0.0,0.049805652,-7.0E-4
2005-07-28 00:00:00+00,SHORT,2640,0.0,-7.622186E-4,-7.0E-4
2005-07-28 00:00:00+00,SHORT,3273,1.0,0.0025684289,-7.0E-4
2005-07-28 00:00:00+00,SHORT,3818,1.0,0.02268581,-7.0E-4
2005-07-29 00:00:00+00,SHORT,2351,1.0,-0.009145572,-4.0E-4
2005-07-29 00:00:00+00,SHORT,1514,1.0,-0.0025651674,3.0E-4
2005-07-29 00:00:00+00,SHORT,1817,0.0,0.010788133,-4.0E-4
2005-08-01 00:00:00+00,SHORT,2351,0.9090909090909091,-0.0075774733,-4.0E-4
2005-08-01 00:00:00+00,SHORT,2640,0.0,-0.007068195,-7.0E-4
2005-08-01 00:00:00+00,SHORT,3343,1.0,-0.0045662983,-2.0E-4
2005-08-02 00:00:00+00,SHORT,2261,1.0,0.01263967,-8.0E-4
2005-08-02 00:00:00+00,SHORT,2351,0.1724781702635038,-0.010323155,-5.0E-4
2005-08-02 00:00:00+00,SHORT,918,0.14886855719294073,-0.0016405212,-6.0E-4
2005-08-02 00:00:00+00,SHORT,3078,0.0,6.710915E-4,-9.0E-4
2005-08-02 00:00:00+00,SHORT,1324,0.3930918959505991,-0.010642872,1.0E-4
2005-08-02 00:00:00+00,SHORT,1826,0.14848991259398828,0.006347919,-4.0E-4
2005-08-02 00:00:00+00,SHORT,4083,0.6532535129956473,-0.008789125,-9.0E-4
2005-08-03 00:00:00+00,SHORT,2261,1.0,-0.012049849,-9.0E-4
2005-08-03 00:00:00+00,SHORT,694,0.23949441381084485,0.022398207,-8.0E-4
2005-08-03 00:00:00+00,SHORT,3078,0.0,-0.0062007406,-9.0E-4
2005-08-03 00:00:00+00,SHORT,3142,1.0,-0.010047127,-3.0E-4
2005-08-03 00:00:00+00,SHORT,1112,0.0,-3.4263823E-4,-6.0E-4
2005-08-03 00:00:00+00,SHORT,3192,0.6593046611463952,-0.0029729872,-0.0011
2005-08-03 00:00:00+00,SHORT,1308,0.7225837500529589,-0.010490665,-0.001
2005-08-03 00:00:00+00,SHORT,3872,0.4465540217621683,-0.002301101,-3.0E-4
2005-08-04 00:00:00+00,SHORT,2703,0.41405175117179394,0.025678743,-0.0402
2005-08-04 00:00:00+00,SHORT,694,0.28032503407343873,-0.007713139,-0.0386
2005-08-04 00:00:00+00,SHORT,960,0.29729052466403355,-0.0103719225,0.0052
2005-08-10 00:00:00+00,SHORT,938,1.0,-0.0036711823,0.0312
2005-08-10 00:00:00+00,SHORT,3352,0.3981358864836691,7.619706E-4,-0.0429
2005-08-12 00:00:00+00,SHORT,2125,0.0,0.008439278,-0.0223
2005-08-12 00:00:00+00,SHORT,3127,0.7265993602335221,-0.0055209296,-0.0417
2005-08-12 00:00:00+00,SHORT,3283,0.0,0.010442326,1.0E-4
2005-08-15 00:00:00+00,SHORT,2548,0.7016075035296425,-0.008307657,-0.0142
2005-08-15 00:00:00+00,SHORT,3137,0.1585446924279932,-0.010884554,-0.0102
2005-08-16 00:00:00+00,SHORT,2125,0.0,-0.001199635,-0.021
2005-08-16 00:00:00+00,SHORT,1807,0.0,0.0048616286,-0.0442
2005-08-19 00:00:00+00,SHORT,853,0.0,-0.008285076,-0.0429
2005-08-22 00:00:00+00,SHORT,4062,0.0,-0.010931708,-0.0397
2005-08-23 00:00:00+00,SHORT,739,0.7420889505210222,-7.922731E-5,-0.0443
2005-08-24 00:00:00+00,SHORT,2142,0.33834333364202857,0.014205944,-0.0448
2005-08-24 00:00:00+00,SHORT,3255,0.0,0.023557872,-3.0E-4
2005-08-25 00:00:00+00,SHORT,39,0.0,-0.0068512177,-0.0448
2005-08-25 00:00:00+00,SHORT,2142,0.3895254906792961,-0.0013323466,-0.0446
2005-08-25 00:00:00+00,SHORT,3255,0.0,-0.008117671,-0.0017
2005-08-30 00:00:00+00,SHORT,2497,0.0,-0.008478163,-0.0258
2005-08-30 00:00:00+00,SHORT,3078,0.0,-0.009998839,-0.0429
2005-09-01 00:00:00+00,SHORT,710,0.4630715922002752,-0.003702174,-0.044
2005-09-01 00:00:00+00,SHORT,1514,0.6369221369915268,-0.007985997,0.0127
2005-09-02 00:00:00+00,SHORT,2518,0.0,-0.011639921,-0.0311
2005-09-02 00:00:00+00,SHORT,1514,0.5478234552335484,-0.007819949,0.0134
2005-09-02 00:00:00+00,SHORT,3743,0.8316179571731239,-0.012251154,-0.038
2005-09-06 00:00:00+00,SHORT,2276,1.0,-0.009724248,-0.0424
2005-09-06 00:00:00+00,SHORT,1514,0.6322647594946551,0.005086584,0.0145
2005-09-07 00:00:00+00,SHORT,2613,0.0,0.006954184,-0.0338
2005-09-07 00:00:00+00,SHORT,858,1.0,-0.001936416,-0.0453
2005-09-07 00:00:00+00,SHORT,1514,0.4925905643118912,-0.009166426,0.0122
2005-09-08 00:00:00+00,SHORT,2330,0.5564430284318844,-0.01187293,-0.0411
2005-09-08 00:00:00+00,SHORT,3078,0.8929442242408423,-0.00444171,-0.0438
2005-09-08 00:00:00+00,SHORT,1514,0.49402989747539117,-0.011252522,0.0121
2005-09-09 00:00:00+00,SHORT,2276,0.8421052631578947,-0.011557097,-0.0435
2005-09-09 00:00:00+00,SHORT,3100,0.7221528873003898,-0.0069419392,-0.0412
2005-09-09 00:00:00+00,SHORT,1514,0.42490986174369266,-0.010882545,0.0112
2005-09-12 00:00:00+00,SHORT,2640,0.0,0.024422262,-0.0365
2005-09-12 00:00:00+00,SHORT,988,1.0,0.0055098226,-0.0452
2005-09-12 00:00:00+00,SHORT,1297,0.7597757005471123,0.021805225,-0.0131
2005-09-12 00:00:00+00,SHORT,1371,1.0,-0.007293702,-0.0047
