id,strategy,ticker,ticker_id,signal_date,side,close_reason,entry_date,exit_date,entry_price,entry_price_adjusted,exit_price,exit_price_adjusted,tp,sl,atr,atr_entry_adjusted,size,size_adjusted,allocation_usd,gross_pnl_usd,net_pnl_usd,gross_pnl_pct,net_pnl_pct,commission_usd,commission_pct
95487,wf1-p16-long-6924,A,1,2020-03-16,Long,Time,2020-03-17,2020-05-11,66.02,63.668342106757514,79.6,76.9598892580288,78.34264371673794,58.776908236764044,2.536052089714256,2.445716934996737,30,31.10808188909613,1980.6,413.4745372145294,412.5745372145294,0.20673726860726468,0.2062872686072647,0.8999999999999999,0.00044999999999999993
95488,wf1-p16-long-6924,A,1,2020-06-29,Long,Time,2020-06-30,2020-08-24,87.33,84.6108815774584,98.78,95.70435920081968,97.32629091284329,80.37241179899677,2.1873402028922166,2.119234889230816,22,22.707008415237365,1921.26,251.899689747912,251.239689747912,0.125949844873956,0.125619844873956,0.6599999999999999,0.00032999999999999994
95489,wf1-p16-long-6924,A,1,2020-09-24,Long,TP,2020-09-25,2020-11-03,95.96,92.97216570785137,108.03053190458093,104.8555263812786,104.8555263812786,89.01104548337564,2.0442091127312123,1.9805601122378709,20,20.64273737615995,1919.1999999999998,245.30509352774533,244.70509352774533,0.12265254676387266,0.12235254676387267,0.6,0.0003
95490,wf1-p16-long-6924,A,1,2021-03-05,Long,TP,2021-03-08,2021-04-16,116.31,113.07680644383183,133.9455834844193,130.4167971399104,130.4167971399104,107.29680954513898,2.972631879292151,2.8899984493464244,17,17.486079260490623,1977.27,303.20845168779965,302.69845168779966,0.15160422584389982,0.15134922584389984,0.51,0.000255
95491,wf1-p16-long-6924,A,1,2021-10-12,Long,Time,2021-10-13,2021-12-07,149.08,145.52429016109707,152.84,149.19459706111832,165.52436381200178,138.85759894412882,3.4147918726330806,3.3333456084841186,13,13.317639260460007,1938.0400000000002,48.8798232696602,48.4898232696602,0.0244399116348301,0.0242449116348301,0.39,0.000195
95492,wf1-p16-long-6924,A,1,2022-05-12,Long,Time,2022-05-13,2022-07-11,117.38,114.91028075054449,121.61,119.26215261533463,137.94869989927275,107.2308077009684,3.9222623975486606,3.8397365247880417,17,17.365373985395514,1995.46,75.57188246860137,75.06188246860137,0.037785941234300686,0.03753094123430068,0.51,0.000255
95493,wf1-p16-long-6924,A,1,2022-10-13,Long,TP,2022-10-14,2022-11-11,129,126.72838902147971,148.54898155777093,145.93307315554296,145.93307315554296,120.32682764345863,3.258154799177441,3.2007806890105415,15,15.268875545100071,1935,293.23393192596956,292.78393192596957,0.1466169659629848,0.1463919659629848,0.44999999999999996,0.00022499999999999997
95494,wf1-p16-long-6924,A,1,2023-01-06,Long,SL,2023-01-09,2023-02-22,149.69,147.27335965281074,142.26381548358734,139.96704788817453,169.1922949467194,139.96704788817453,3.713101305717111,3.653155882318106,13,13.213319806022778,1945.97,-96.54063394864481,-96.93063394864481,-0.04827031697432241,-0.04846531697432241,0.39,0.000195
95495,wf1-p16-long-6924,A,1,2023-05-24,Long,SL,2023-05-25,2023-05-31,121.41,119.6444797388903,115.96083368499734,114.27460456544891,135.75410525921444,114.27460456544891,2.7245575651728138,2.6849375867206904,16,16.236102194095405,1942.56,-87.18584208553014,-87.66584208553014,-0.04359292104276507,-0.04383292104276507,0.48,0.00023999999999999998
95496,wf1-p16-long-6924,A,1,2023-06-12,Long,Time,2023-06-13,2023-08-08,118.68,116.9542239665272,126.69,125.08611545773275,133.43367547896108,111.46107346238257,2.7871037048583593,2.7465752520723146,16,16.236095932229585,1898.88,132.03017036169481,131.55017036169482,0.06601508518084741,0.06577508518084742,0.48,0.00023999999999999998
95497,wf1-p16-long-6924,A,1,2024-04-18,Long,TP,2024-04-19,2024-05-10,133.06,132.07716248022302,152.36062130294536,151.23521185258934,151.23521185258934,125.69114602276758,3.2167686444515238,3.1930082287277215,15,15.11162083224541,1995.9,289.509178000637,289.059178000637,0.1447545890003185,0.1445295890003185,0.44999999999999996,0.00022499999999999997
95498,wf1-p16-long-6924,A,1,2024-09-13,Long,SL,2024-09-16,2024-10-23,138.28,137.51336632203024,131.442295677073,130.92168419400713,157.28841270609956,130.92168419400713,3.3142152979095862,3.2958410640115523,14,14.078049660034083,1935.92,-92.79802834146847,-93.21802834146847,-0.046399014170734235,-0.046609014170734236,0.42,0.00020999999999999998
95499,wf1-p16-long-6924,A,1,2024-12-30,Long,Time,2024-12-31,2025-02-27,134.81,134.5242036027989,128.78,128.50699612842303,153.59154818656515,128.16842207487682,3.1846421864316077,3.177890763961043,14,14.029742971552015,1887.3400000000001,-84.41987427199525,-84.83987427199526,-0.042209937135997626,-0.04241993713599763,0.42,0.00020999999999999998
95500,wf1-p16-long-6924,AAPL,11,2020-09-21,Long,Time,2020-09-22,2020-11-13,112.68,109.87413598068152,119.44,116.66672057689081,136.98217393532752,100.83812332913284,4.633382990859305,4.518006325774334,17,17.43413027008286,1915.5600000000002,118.42280472087104,117.91280472087104,0.05921140236043552,0.05895640236043552,0.51,0.000255
95501,wf1-p16-long-6924,AAPL,11,2021-03-09,Long,Time,2021-03-10,2021-05-04,121.69,119.04209132355392,131.19,128.3354246304263,142.12453522272276,111.34794335716431,3.932646241425251,3.8470739831948046,16,16.355895451365903,1947.04,152.00078796190127,151.52078796190128,0.07600039398095064,0.07576039398095064,0.48,0.00023999999999999998
95502,wf1-p16-long-6924,AAPL,11,2021-05-10,Long,TP,2021-05-11,2021-07-02,123.5,121.0179354300691,139.45623226981527,136.65345693577865,136.65345693577865,115.80609492816592,2.6593673892122665,2.6059202509515913,16,16.328158243468323,1976,255.2992693643776,254.81926936437762,0.12764963468218882,0.1274096346821888,0.48,0.00023999999999999998
95503,wf1-p16-long-6924,AAPL,11,2022-06-16,Long,TP,2022-06-17,2022-07-29,130.07,128.1841036409243,161.61042953015752,159.26717277609984,159.26717277609984,117.82308059586578,5.256729302589224,5.18051152252926,15,15.220686064672876,1951.05,473.10563723303005,472.65563723303006,0.23655281861651503,0.23632781861651503,0.44999999999999996,0.00022499999999999997
95504,wf1-p16-long-6924,AAPL,11,2022-11-28,Long,SL,2022-11-29,2022-12-16,144.29,142.6316411064674,135.05769135996292,133.50539643138882,170.0103751317032,133.50539643138882,4.616177146781008,4.5631223375392995,13,13.151149250255287,1875.77,-120.02060581630617,-120.41060581630617,-0.06001030290815309,-0.06020530290815309,0.39,0.000195
