time,side,ticker_id,mv_up_composite_labels,ma_cloud_diff_13_50_df007,accel_price_5_df021,weighted_neg_sum_10_df036,dist_lower_bb_50_2.0_df055
2008-12-15 00:00:00+00,LONG,773,0.0,-0.038807485,-0.006130524,0.12959038,0.009161332
2008-12-15 00:00:00+00,LONG,1235,0.0,-0.04532834,-0.007588338,0.14996195,-0.06524271
2008-12-15 00:00:00+00,LONG,1383,0.0,-0.040912658,-0.012187248,0.1584429,-0.055029806
2008-12-17 00:00:00+00,LONG,773,0.0,-0.048923437,0.012468998,0.12959038,-0.02540411
2008-12-24 00:00:00+00,LONG,192,0.0,-0.050333455,-0.027213011,0.16169196,-0.05594842
2009-01-12 00:00:00+00,LONG,1383,0.0,-0.02313179,-0.008529802,0.16044061,-0.07893473
2009-01-14 00:00:00+00,LONG,1383,0.0,-0.019883117,-0.009069053,0.14519383,-0.047272705
2009-01-28 00:00:00+00,LONG,2643,0.0,-0.047114246,-0.0010930189,0.1331724,-0.0810095
2009-02-02 00:00:00+00,LONG,914,1.0,-0.027333168,0.013028907,0.15555075,-0.038537834
2009-02-04 00:00:00+00,LONG,3683,0.9772727272727273,-0.02701289,0.0011574262,0.13040982,-0.0696669
2009-02-11 00:00:00+00,LONG,3683,0.8636363636363636,-0.06211803,-0.0013398937,0.13035357,-0.038924046
2009-02-25 00:00:00+00,LONG,212,0.9615384615384616,-0.031024845,-0.0048191478,0.14483196,-0.033245377
2009-02-26 00:00:00+00,LONG,1141,0.0,-0.022191163,-0.010231827,0.16172329,-0.048175104
2009-02-27 00:00:00+00,LONG,1949,0.0,-0.040931698,1.6165813E-4,0.15459114,-0.07039236
2009-03-03 00:00:00+00,LONG,1949,0.85,-0.04201107,-0.022772511,0.15272477,-0.04431274
2009-03-03 00:00:00+00,LONG,1966,1.0,-0.05104613,-0.030596957,0.14181249,-9.958415E-4
2009-03-05 00:00:00+00,LONG,796,0.7777777777777778,-0.02968536,-0.021417426,0.14815702,-0.035231646
2009-03-05 00:00:00+00,LONG,3748,0.9423076923076923,-0.07280341,-0.020063592,0.14721878,-0.070733465
2009-03-05 00:00:00+00,LONG,3818,1.0,-0.0676229,0.010147845,0.15982571,0.015766693
2009-03-05 00:00:00+00,LONG,3994,0.7083333333333334,-0.028912943,-0.027931662,0.15106857,-0.017885672
2009-03-06 00:00:00+00,LONG,68,0.0,-0.04023518,-0.009116456,0.14357236,-0.06584738
2009-03-06 00:00:00+00,LONG,212,0.6923076923076923,-0.05007805,-0.012839591,0.14461045,-0.048133016
2009-03-06 00:00:00+00,LONG,417,1.0,-0.020715145,-0.029870965,0.1365213,-0.0035709054
2009-03-06 00:00:00+00,LONG,1205,1.0,-0.059329346,2.1829768E-4,0.12686525,0.023219744
2009-03-06 00:00:00+00,LONG,3818,0.9777777777777777,-0.07146204,-0.0210178,0.15982571,-0.0037145664
2009-03-06 00:00:00+00,LONG,3994,0.7948717948717949,-0.030645836,-0.016092788,0.14525156,-0.009144554
2009-03-10 00:00:00+00,LONG,1853,1.0,-0.05584739,0.0074460628,0.136227,0.029297274
2009-03-11 00:00:00+00,LONG,1853,0.9767441860465116,-0.06187172,-0.003490833,0.136227,0.014910073
2009-03-11 00:00:00+00,LONG,3973,0.9189189189189189,-0.06303825,-0.027211681,0.15079062,-0.059460107
2009-03-16 00:00:00+00,LONG,88,0.0,-0.04436175,-0.0035351117,0.14956601,-0.07660887
2009-03-17 00:00:00+00,LONG,3142,0.0,-0.06351542,-0.008931894,0.14315592,-0.041996833
2009-03-23 00:00:00+00,LONG,3142,0.6030288259878114,-0.056532998,0.013967416,0.13320109,-0.07610511
2009-03-24 00:00:00+00,LONG,3142,0.0,-0.053396773,-0.035359334,0.14058435,-0.069518186
2009-03-27 00:00:00+00,LONG,3535,0.0,-0.06794359,0.010546138,0.13319944,-0.061894655
2009-04-01 00:00:00+00,LONG,1262,0.935483870967742,-0.028477946,6.555228E-4,0.13552068,-0.05821532
2009-04-24 00:00:00+00,LONG,2527,0.9473684210526316,-0.028315485,0.01274145,0.15423854,-0.081538774
2009-04-30 00:00:00+00,LONG,1988,0.972972972972973,-0.02394627,0.011196305,0.1316901,-0.07105071
2009-05-01 00:00:00+00,LONG,1988,0.9459459459459459,-0.032661874,-0.009262915,0.12729798,-0.05695057
2009-05-06 00:00:00+00,LONG,417,0.92,-0.028154744,-0.014056243,0.1449911,-0.08195695
2009-05-06 00:00:00+00,LONG,465,0.9833333333333333,-0.025330221,0.008864084,0.15383442,-0.016589977
2009-05-07 00:00:00+00,LONG,417,0.9,-0.034216408,0.0041511124,0.13400695,-0.057544146
2009-05-15 00:00:00+00,LONG,212,1.0,-0.029846191,-0.0057591614,0.16041161,-0.021836191
2009-05-22 00:00:00+00,LONG,192,1.0,-0.027652387,0.014312579,0.13061851,-0.041758563
2009-05-26 00:00:00+00,LONG,1742,0.6028763847913359,-0.05659922,-0.0055156685,0.16120192,-0.0753914
2009-05-27 00:00:00+00,LONG,1742,0.4401526838222861,-0.06687407,-0.021183666,0.1557639,-0.0552311
2009-06-15 00:00:00+00,LONG,394,0.20409862827255837,-0.030989733,-0.015352255,0.13182138,-0.0572316
2009-06-16 00:00:00+00,LONG,394,0.21444991204430064,-0.02942695,-0.022271715,0.15557435,-0.039540734
2009-06-23 00:00:00+00,LONG,2305,0.8857142857142857,-0.034915835,0.006352009,0.13157989,-0.0049644136
2009-06-24 00:00:00+00,LONG,2291,0.3201837148884113,-0.029525092,-0.0028027813,0.13219352,-0.0011183447
2009-06-25 00:00:00+00,LONG,1328,0.9411764705882353,-0.021972891,0.0131145045,0.13243611,-0.055781648
2009-06-26 00:00:00+00,LONG,3310,0.04395376144888372,-0.024609335,-0.013693887,0.13035105,-0.05712864
2009-07-06 00:00:00+00,LONG,2569,0.45393166569116367,-0.022220582,-0.0019589972,0.15963052,-0.07979121
2009-07-06 00:00:00+00,LONG,934,1.0,-0.039493326,-0.020293852,0.15958272,0.011617077
2009-07-08 00:00:00+00,LONG,4123,1.0,-0.048082076,0.004261892,0.13892652,-0.029808458
2009-07-08 00:00:00+00,LONG,870,1.0,-0.057256334,-0.019295385,0.14695463,-0.028115012
2009-07-08 00:00:00+00,LONG,2932,0.6812031293011516,-0.024776023,-0.008526064,0.15227507,-0.045307413
2009-07-08 00:00:00+00,LONG,2936,0.0,-0.021867925,-0.007521584,0.15340808,-0.051841024
2009-07-08 00:00:00+00,LONG,3283,1.0,-0.062079087,0.009038815,0.13821094,0.03068772
2009-07-08 00:00:00+00,LONG,4013,1.0,-0.06756745,-0.015694477,0.13349792,2.454338E-4
2009-07-09 00:00:00+00,LONG,505,0.416055336099689,-0.048180416,-0.02222781,0.15476917,-0.021118337
2009-07-09 00:00:00+00,LONG,2936,0.975,-0.023805706,-4.875138E-4,0.15340808,-0.072448716
2009-07-09 00:00:00+00,LONG,938,0.9666666666666667,-0.04258698,-0.0099620605,0.12918843,-0.031963646
2009-07-09 00:00:00+00,LONG,3466,0.9642857142857143,-0.03749978,0.004115978,0.12789905,-0.028410267
2009-07-09 00:00:00+00,LONG,3573,0.9743589743589743,-0.042525873,-0.014081494,0.14695376,-0.06835282
2009-07-09 00:00:00+00,LONG,3947,0.9642857142857143,-0.06408446,-0.0059194947,0.14209501,-0.011711217
2009-07-09 00:00:00+00,LONG,4013,0.9642857142857143,-0.072752625,-0.021016147,0.14618969,0.0034398644
2009-07-10 00:00:00+00,LONG,3531,1.0,-0.035857443,0.0056957426,0.12675999,0.022475792
2009-07-10 00:00:00+00,LONG,1483,0.47829218449808425,-0.052891713,-0.013425816,0.14537099,-0.077497154
2009-07-13 00:00:00+00,LONG,1324,0.9830508474576272,-0.05037219,-0.01302304,0.14331639,-0.022111917
2009-07-13 00:00:00+00,LONG,4005,1.0,-0.030472843,0.0024941906,0.14968415,-0.053995885
2009-07-13 00:00:00+00,LONG,4013,0.8928571428571429,-0.069788456,0.0041226447,0.14618969,-0.0547771
2009-07-14 00:00:00+00,LONG,160,0.962962962962963,-0.0280086,0.007489454,0.14297618,-0.05854569
2009-07-14 00:00:00+00,LONG,3573,0.6537491142601619,-0.04542925,0.0059343483,0.14026509,-0.06292765
2009-07-16 00:00:00+00,LONG,160,0.9259259259259259,-0.027196078,-0.01268454,0.1493272,-0.074458286
2009-07-17 00:00:00+00,LONG,3021,0.9137931034482758,-0.02632404,-0.028129729,0.12664977,-0.080125205
2009-07-21 00:00:00+00,LONG,3872,0.8378378378378378,-0.052354604,-0.014431179,0.13181275,-0.05925155
2009-08-06 00:00:00+00,LONG,3286,0.8112019948986362,-0.051716007,-0.004947299,0.13973586,-0.039854124
2009-10-30 00:00:00+00,LONG,903,0.9642857142857143,-0.025170626,0.011139816,0.15916854,0.0101554515
2009-11-03 00:00:00+00,LONG,2291,0.8924833574905247,-0.029293757,0.013280503,0.13794044,0.010570489
2009-11-03 00:00:00+00,LONG,1444,0.4396407669576191,-0.048590176,0.0012939398,0.15191106,0.009908389
2009-11-04 00:00:00+00,LONG,195,0.6046629196302061,-0.056916177,0.0047652563,0.14304183,0.025365457
2009-11-04 00:00:00+00,LONG,2613,0.5745924882066574,-0.07207234,0.014992676,0.14382856,-9.869323E-4
2009-11-05 00:00:00+00,LONG,2534,0.9661016949152542,-0.06197226,-0.004113235,0.141836,-0.061955865
2009-11-05 00:00:00+00,LONG,487,0.92,-0.035465848,-0.005458812,0.14318062,-0.024805928
2009-11-05 00:00:00+00,LONG,903,0.8019091627298218,-0.038420714,-0.017623149,0.13602692,-0.075673476
2009-11-06 00:00:00+00,LONG,641,0.8793103448275862,-0.035184354,-0.029034846,0.1498533,-0.062540926
2009-11-09 00:00:00+00,LONG,487,0.84,-0.05215161,0.014352156,0.14317389,-0.017194029
2009-11-09 00:00:00+00,LONG,516,0.0,-0.032603532,0.008795302,0.13754076,-0.046385285
2009-11-09 00:00:00+00,LONG,857,0.26813196798561895,-0.06375644,-2.3184743E-4,0.16000286,-0.010902769
2009-11-09 00:00:00+00,LONG,3704,0.962962962962963,-0.065340355,-0.016637444,0.1358573,-0.051237356
2009-11-10 00:00:00+00,LONG,2425,0.0,-0.06333911,-0.018639164,0.14296257,-0.046102766
2009-11-10 00:00:00+00,LONG,516,0.8674867602698397,-0.037167042,-3.8650061E-4,0.13268276,-0.02741682
2009-11-10 00:00:00+00,LONG,3704,0.9444444444444444,-0.066965416,0.0016601892,0.13709857,-0.04843868
2009-11-10 00:00:00+00,LONG,3897,0.0,-0.041840628,0.0137349395,0.12976009,-0.07119405
2009-11-19 00:00:00+00,LONG,394,0.7636363636363637,-0.057330474,0.013632126,0.13267982,-0.022953995
2009-11-20 00:00:00+00,LONG,394,0.7454545454545455,-0.054911412,-0.009498409,0.13267982,-0.030510215
2009-11-23 00:00:00+00,LONG,394,0.7272727272727273,-0.048100367,-0.0130272955,0.13267982,-0.061511002
2009-11-30 00:00:00+00,LONG,2211,1.0,-0.039349414,0.0019316165,0.13447534,0.010491711
2009-12-01 00:00:00+00,LONG,2211,0.9782608695652174,-0.049612917,-0.010061157,0.13447534,0.0045905076
2009-12-03 00:00:00+00,LONG,2066,0.5721505865001101,-0.024008317,-0.02932512,0.13308829,-0.04682821
2009-12-03 00:00:00+00,LONG,2431,0.0,-0.06029664,-0.011527377,0.13493201,-0.07657898
2009-12-08 00:00:00+00,LONG,1851,0.8108108108108107,-0.030622568,-0.026448855,0.1357999,-0.07879167
2009-12-09 00:00:00+00,LONG,3436,0.9660211098912759,-0.028850546,-0.021015618,0.1603761,0.027617713
2009-12-11 00:00:00+00,LONG,3436,0.8073733847813782,-0.037429884,0.0044320207,0.15013719,-0.04446125
2009-12-14 00:00:00+00,LONG,2159,0.8730714071671087,-0.046977907,-0.018449793,0.15955707,0.026443621
2009-12-16 00:00:00+00,LONG,3436,0.6386614662315006,-0.041050915,0.0068438505,0.14055865,-0.070971936
2009-12-17 00:00:00+00,LONG,2159,0.5345152524753629,-0.070337474,-0.009507424,0.13879326,-0.0069099334
2009-12-18 00:00:00+00,LONG,3436,0.5123071678576089,-0.04222814,-0.013063721,0.14631304,-0.054451786
2009-12-18 00:00:00+00,LONG,1483,0.23118704574899518,-0.04175228,0.009917887,0.15744673,-0.04690085
2009-12-18 00:00:00+00,LONG,2032,0.8378378378378378,-0.042205136,-0.0021832918,0.13155861,0.006383756
2009-12-21 00:00:00+00,LONG,2125,0.0,-0.036097053,-2.0345101E-4,0.15279545,-0.07031478
2009-12-21 00:00:00+00,LONG,356,0.0,-0.01977393,-0.022726806,0.13677345,-0.053692725
2010-01-27 00:00:00+00,LONG,838,0.0,-0.025264418,0.0018056748,0.16182323,0.04551805
2010-01-29 00:00:00+00,LONG,1710,0.131090962551058,-0.0361465,0.012081158,0.15916893,0.026117094
2010-02-03 00:00:00+00,LONG,1710,0.0,-0.047035336,-0.0023425869,0.13946918,-0.03707795
2010-02-03 00:00:00+00,LONG,1904,0.0,-0.05133353,-0.010802463,0.14404492,-0.029106366
2010-02-04 00:00:00+00,LONG,1904,1.0,-0.057653252,-0.025920572,0.1486215,0.0075018276
2010-02-05 00:00:00+00,LONG,1184,0.0,-0.04958158,-0.020438308,0.13285826,0.041767616
2010-02-05 00:00:00+00,LONG,3573,1.0,-0.044782158,-0.011587862,0.1566124,0.027915874
2010-02-05 00:00:00+00,LONG,4073,0.0,-0.035122197,0.005038408,0.12813331,0.039760556
2010-02-08 00:00:00+00,LONG,540,0.0,-0.04728766,-0.031469308,0.14228265,0.029340064
2010-02-08 00:00:00+00,LONG,684,1.0,-0.07072433,-0.03142112,0.13172188,0.012549044
2010-02-08 00:00:00+00,LONG,2761,0.6890664255573784,-0.050951075,0.011076487,0.1307338,0.0063775317
2010-02-08 00:00:00+00,LONG,2835,0.0,-0.06788187,-0.030898444,0.15873322,-0.045402225
2010-02-08 00:00:00+00,LONG,1184,0.0,-0.057481844,-0.011942774,0.13285826,0.027822152
2010-02-08 00:00:00+00,LONG,3283,0.0,-0.028341727,-0.032884903,0.13165621,-0.07702003
2010-02-08 00:00:00+00,LONG,1298,0.0,-0.072435394,-0.027631067,0.12926862,0.021624532
2010-02-08 00:00:00+00,LONG,4073,0.0,-0.039541967,-0.008931231,0.12873372,0.032868207
2010-02-09 00:00:00+00,LONG,19,0.656054895578332,-0.039788302,-0.0015671353,0.135498,-0.007285197
2010-02-09 00:00:00+00,LONG,487,0.0,-0.056580544,-0.011079234,0.13116553,-0.018628756
2010-02-09 00:00:00+00,LONG,739,0.0,-0.041039843,-0.030856824,0.1554127,-0.024377767
2010-02-09 00:00:00+00,LONG,2835,0.0,-0.07161482,-0.023301424,0.15368271,-0.05500566
2010-02-09 00:00:00+00,LONG,903,0.9836065573770492,-0.061422255,0.011986434,0.13227896,-0.019604761
2010-02-09 00:00:00+00,LONG,1069,0.7256619244755796,-0.051520906,0.005933225,0.13412225,-0.020388221
2010-02-09 00:00:00+00,LONG,1184,0.0,-0.061864052,0.011249613,0.13285826,-0.002513635
2010-02-09 00:00:00+00,LONG,3286,0.2502673428154281,-0.0407762,0.014030282,0.1482021,-0.057937913
2010-02-09 00:00:00+00,LONG,3573,0.0,-0.053217668,0.014378454,0.13998093,-0.019777378
2010-02-09 00:00:00+00,LONG,3677,0.7248450980556537,-0.053426538,0.005271562,0.15944272,-0.019323979
2010-02-10 00:00:00+00,LONG,13,1.0,-0.029801326,0.009502273,0.13264409,-0.035149284
2010-02-10 00:00:00+00,LONG,4112,0.9454545454545454,-0.04679056,-0.00972723,0.14722684,-0.055585593
2010-02-10 00:00:00+00,LONG,2107,0.9473684210526316,-0.02678269,7.104354E-4,0.12844369,-0.02877836
2010-02-10 00:00:00+00,LONG,2508,0.0,-0.050982017,-0.013754682,0.1542017,-0.07997212
2010-02-10 00:00:00+00,LONG,540,0.0,-0.056496557,-0.010138922,0.13455503,-0.01122094
2010-02-10 00:00:00+00,LONG,638,0.0,-0.046591446,-0.011027359,0.13291822,-0.007600228
2010-02-10 00:00:00+00,LONG,694,1.0,-0.024955453,-0.015490197,0.15706976,-0.069808155
2010-02-10 00:00:00+00,LONG,739,0.0,-0.04591869,-0.0029623304,0.13980107,-0.018817337
2010-02-10 00:00:00+00,LONG,2816,0.9545454545454546,-0.036550973,-0.0066034347,0.13564864,-0.04730498
2010-02-10 00:00:00+00,LONG,2835,0.0,-0.07110982,0.003914535,0.15368271,-0.06406736
2010-02-10 00:00:00+00,LONG,3286,0.9508196721311475,-0.045209426,0.006786268,0.15508246,-0.042029265
2010-02-10 00:00:00+00,LONG,3420,0.0,-0.054435793,-0.016899297,0.12716822,0.015199175
2010-02-10 00:00:00+00,LONG,3573,0.4746486648189472,-0.055188425,-0.0038426279,0.15683642,-0.008695277
2010-02-10 00:00:00+00,LONG,1790,0.7451055896339077,-0.050043885,-0.0038884324,0.14251353,0.019181311
2010-02-12 00:00:00+00,LONG,2504,1.0,-0.026300617,-0.03435633,0.1429872,-0.053677622
2010-02-12 00:00:00+00,LONG,498,0.0,-0.052886102,-0.019638166,0.12900648,-0.06434383
2010-02-12 00:00:00+00,LONG,786,0.47245420328376936,-0.04820528,-0.0032853107,0.12927929,0.013694081
2010-02-12 00:00:00+00,LONG,3573,0.4257515778068267,-0.058330216,0.009728183,0.15119395,-0.011711443
2010-02-12 00:00:00+00,LONG,1780,0.9655172413793104,-0.030057838,0.0030683903,0.14046852,-0.07364305
2010-02-12 00:00:00+00,LONG,3855,0.1751401425364099,-0.022391178,-5.255764E-4,0.13324754,-0.030719837
2010-02-17 00:00:00+00,LONG,786,0.454276068689713,-0.056285262,-0.006599397,0.12927929,-0.01243849
2010-02-17 00:00:00+00,LONG,3828,0.7175816927054716,-0.060913764,-2.7877232E-4,0.13341348,-0.014000572
2010-02-17 00:00:00+00,LONG,3855,0.0,-0.02926289,-0.011309912,0.13429576,-0.07679823
2010-02-18 00:00:00+00,LONG,2504,0.896551724137931,-0.038169637,-0.011188058,0.13608609,-0.06324973
2010-02-26 00:00:00+00,LONG,2297,0.967741935483871,-0.03691621,0.009132509,0.13189048,-0.01091232
2010-02-26 00:00:00+00,LONG,1807,0.3242741782618566,-0.06272227,0.006320147,0.12913409,-0.04690912
2010-03-01 00:00:00+00,LONG,356,0.2844681416318861,-0.058948424,0.014597335,0.12757798,-0.06552435
2010-03-03 00:00:00+00,LONG,2742,0.0,-0.022272402,-0.03403106,0.12938611,-0.07926973
2010-03-29 00:00:00+00,LONG,1826,0.0,-0.062901795,0.013183483,0.13837302,-0.04148525
2010-03-30 00:00:00+00,LONG,1826,0.0,-0.06446311,-0.0067236773,0.14605106,-0.03504505
2010-05-04 00:00:00+00,LONG,3851,0.0,-0.022628626,-0.01789004,0.16111037,-0.0637184
2010-05-06 00:00:00+00,LONG,791,0.0,-0.052746534,0.007204826,0.1460751,-0.034797724
2010-05-12 00:00:00+00,LONG,791,0.0,-0.06123847,7.126842E-5,0.14436921,-0.079376176
2010-05-13 00:00:00+00,LONG,791,0.0,-0.058653645,-0.033615623,0.14790279,-0.076493636
2010-05-24 00:00:00+00,LONG,270,0.379867789672505,-0.036541324,-0.0045533627,0.13832492,0.0012225312
2010-05-24 00:00:00+00,LONG,988,0.9642857142857143,-0.033084963,-0.008369171,0.13440081,-0.00714436
2010-05-24 00:00:00+00,LONG,1072,0.6021624470675276,-0.027062692,-0.007723886,0.14063856,-0.051825304
2010-05-24 00:00:00+00,LONG,3862,0.3918016886916776,-0.05752214,-0.017210532,0.15559775,-0.046475984
2010-05-24 00:00:00+00,LONG,2028,0.0,-0.04577829,-0.016549826,0.14330925,0.010407033
2010-05-25 00:00:00+00,LONG,3116,1.0,-0.05814118,0.0046914415,0.1347483,0.016752908
2010-05-25 00:00:00+00,LONG,3352,1.0,-0.019997906,0.012908296,0.13090721,-0.03673966
2010-05-25 00:00:00+00,LONG,3469,0.0,-0.06726328,-0.012149322,0.15047999,0.023404434
2010-05-25 00:00:00+00,LONG,3613,0.6424644818664658,-0.06287137,-0.010851751,0.1489837,-0.0077950214
2010-05-25 00:00:00+00,LONG,1949,0.3892349862008496,-0.02270349,0.010685921,0.1371959,-0.0076505756
2010-05-26 00:00:00+00,LONG,4163,0.5350751171460935,-0.02314819,-0.0068880185,0.12882803,0.004134565
2010-05-26 00:00:00+00,LONG,111,0.8928571428571429,-0.02123674,0.008942111,0.13088374,-0.022742294
2010-05-26 00:00:00+00,LONG,2261,0.7700890969942771,-0.061274674,0.004126501,0.15200754,-0.003913158
2010-05-26 00:00:00+00,LONG,270,0.3931263831525122,-0.041433398,-0.0012982215,0.14291665,-0.0018970381
2010-05-26 00:00:00+00,LONG,2638,0.0,-0.035215285,0.0046784375,0.1317981,0.025531203
2010-05-26 00:00:00+00,LONG,988,0.8928571428571429,-0.029007226,0.0051704417,0.13032688,-0.017448256
2010-05-26 00:00:00+00,LONG,3065,0.7908542439992913,-0.036966484,0.013113944,0.13257797,-0.0037234083
2010-05-26 00:00:00+00,LONG,1072,0.53547133475574,-0.025092723,0.013121899,0.14205207,-0.054584537
2010-05-26 00:00:00+00,LONG,1303,0.48777470680161794,-0.039576802,-0.011072746,0.15004337,-0.020767067
2010-05-26 00:00:00+00,LONG,3469,0.0,-0.06769838,0.0063425633,0.1508575,0.01356962
2010-05-26 00:00:00+00,LONG,3631,0.9473684210526316,-0.037447736,-0.004395243,0.12848215,-0.03274261
2010-05-26 00:00:00+00,LONG,1846,1.0,-0.06815934,-0.015744887,0.1331102,0.015695153
2010-05-26 00:00:00+00,LONG,3905,0.0,-0.0615885,0.010435771,0.13754523,-0.030450806
2010-05-26 00:00:00+00,LONG,1949,0.34839995851305827,-0.024469413,0.0094815055,0.1371959,-0.017153325
2010-05-26 00:00:00+00,LONG,2028,0.0,-0.04718943,0.0056917067,0.14860503,-0.0054146587
2010-05-28 00:00:00+00,LONG,897,0.3741964929580869,-0.029442286,-0.017553605,0.13417071,-0.058098592
2010-06-01 00:00:00+00,LONG,559,0.0,-0.038730998,0.007911079,0.13417327,-0.0031377238
2010-06-01 00:00:00+00,LONG,2638,0.0,-0.047990207,-0.011557254,0.12954704,-0.005118279
2010-06-01 00:00:00+00,LONG,2818,0.4155065102536328,-0.04994918,-0.027988553,0.15772668,-0.003255513
2010-06-01 00:00:00+00,LONG,2936,0.6493951613320597,-0.06289902,-0.0039535156,0.15931466,-0.019256517
2010-06-01 00:00:00+00,LONG,897,0.49950427823950605,-0.03905965,-0.0031870452,0.15203176,-0.029774288
2010-06-01 00:00:00+00,LONG,3065,0.7588848319170479,-0.046724014,-0.0055983234,0.13410737,-0.018671196
2010-06-01 00:00:00+00,LONG,1173,0.25411525458282,-0.034389134,-0.0018736875,0.139047,-0.007822104
2010-06-01 00:00:00+00,LONG,1303,0.3249023743670413,-0.046117444,9.7133766E-4,0.13213643,-0.052518692
2010-06-01 00:00:00+00,LONG,3352,0.8461538461538461,-0.028199803,0.0063842027,0.12754561,-0.079069555
2010-06-01 00:00:00+00,LONG,1474,0.691998609239367,-0.07021049,0.009901484,0.13148548,-0.028754836
2010-06-01 00:00:00+00,LONG,1762,0.8095238095238095,-0.028504621,0.005204667,0.1563422,-0.05458648
2010-06-01 00:00:00+00,LONG,1949,0.1673075788521478,-0.03890827,0.010513517,0.1294612,-0.039184473
2010-06-03 00:00:00+00,LONG,897,0.31069967112826957,-0.050703607,-0.0028650276,0.13842402,-0.0637041
2010-06-03 00:00:00+00,LONG,3078,0.43128144934841806,-0.02616481,-0.01100782,0.1439514,-0.056443937
2010-06-03 00:00:00+00,LONG,3098,0.0,-0.060156517,0.006083042,0.13311152,-0.07536853
2010-06-07 00:00:00+00,LONG,4112,0.6666666666666667,-0.07097281,-2.9205089E-4,0.1322028,-0.025942922
2010-06-07 00:00:00+00,LONG,2638,0.0,-0.062860236,-0.019863212,0.1394912,0.002175018
2010-06-07 00:00:00+00,LONG,631,0.6666666666666667,-0.049650557,-0.0034793601,0.14418621,-0.056775868
2010-06-07 00:00:00+00,LONG,2818,0.20215204238538867,-0.068027094,-0.01718335,0.13202338,-0.0061564776
2010-06-07 00:00:00+00,LONG,897,0.3351245031748912,-0.06355926,-0.0025923625,0.12947196,-0.021287598
2010-06-07 00:00:00+00,LONG,3065,0.0,-0.0582297,-0.0047091153,0.13021693,0.0028761614
2010-06-07 00:00:00+00,LONG,3078,0.5523005504105509,-0.03299298,-0.0063106716,0.15831356,-0.003353441
2010-06-07 00:00:00+00,LONG,3098,0.0,-0.071131386,0.004780002,0.14816801,8.777223E-4
2010-06-07 00:00:00+00,LONG,1306,1.0,-0.06787086,0.007859342,0.15406024,0.031608257
2010-06-07 00:00:00+00,LONG,1437,0.2798174472271132,-0.058938812,-0.029338382,0.13760695,-0.0279466
2010-06-07 00:00:00+00,LONG,3748,0.7845579798280736,-0.04405809,-0.0060116188,0.1291,-0.046758406
2010-06-07 00:00:00+00,LONG,3794,0.4361609780036689,-0.035265625,-0.006316732,0.12891315,-0.011890511
2010-06-07 00:00:00+00,LONG,1762,0.6190476190476191,-0.044505473,-0.008947593,0.13188773,-0.023698261
2010-06-07 00:00:00+00,LONG,3905,0.0,-0.06608636,-0.006586271,0.12835647,-0.019314015
2010-06-09 00:00:00+00,LONG,2119,0.0,-0.046589315,-0.029909126,0.13548605,-0.0744605
2010-06-09 00:00:00+00,LONG,1306,0.9636363636363636,-0.07098188,-0.02715406,0.140664,-0.0053082355
2010-06-09 00:00:00+00,LONG,1437,0.21495661981903236,-0.057821594,-0.018963974,0.13579208,-0.0618653
2010-07-01 00:00:00+00,LONG,2072,1.0,-0.06826679,0.012907533,0.12805556,-0.056889858
2010-07-01 00:00:00+00,LONG,2090,0.622261197727705,-0.041354436,0.0073515875,0.13175884,-0.022098456
2010-07-01 00:00:00+00,LONG,2226,0.2903275722329093,-0.056014705,0.005046308,0.15235507,0.043204293
2010-07-01 00:00:00+00,LONG,200,1.0,-0.07213049,0.014088229,0.12927264,-0.052108504
2010-07-01 00:00:00+00,LONG,323,0.7735857376540158,-0.04321909,0.0013904748,0.1479993,-0.047717597
2010-07-01 00:00:00+00,LONG,2425,0.0,-0.03413689,0.008258991,0.13694626,-0.027813364
2010-07-01 00:00:00+00,LONG,559,1.0,-0.020615626,-0.011934343,0.13478102,0.016993165
2010-07-01 00:00:00+00,LONG,2681,1.0,-0.0498978,0.011273994,0.13477553,-0.0015938455
2010-07-01 00:00:00+00,LONG,2690,1.0,-0.06972,0.014478787,0.14068277,-0.06349171
2010-07-01 00:00:00+00,LONG,2932,0.0,-0.025457503,0.008684278,0.16016717,-0.051371362
2010-07-01 00:00:00+00,LONG,897,0.6515357359962382,-0.020816397,0.013283336,0.13509457,-0.023737915
2010-07-01 00:00:00+00,LONG,2972,0.904098188022999,-0.07217998,0.011582928,0.15033703,0.0030426586
2010-07-01 00:00:00+00,LONG,1139,1.0,-0.05508708,0.0117607,0.13851358,-0.0466503
2010-07-01 00:00:00+00,LONG,3309,0.0,-0.066165805,0.0066921236,0.13036138,-0.018063309
2010-07-01 00:00:00+00,LONG,1300,0.0,-0.039766986,-0.008068488,0.15018503,-0.008178044
2010-07-01 00:00:00+00,LONG,3825,0.0,-0.027725914,-0.016120568,0.1317093,-0.012575599
2010-07-02 00:00:00+00,LONG,2072,0.9642857142857143,-0.07192664,-0.03452215,0.14978379,-0.033930596
2010-07-02 00:00:00+00,LONG,2133,1.0,-0.042298008,-0.0010727705,0.15824111,-0.012688842
2010-07-02 00:00:00+00,LONG,121,1.0,-0.020499662,-0.025598176,0.16032104,-0.039856296
2010-07-02 00:00:00+00,LONG,2226,0.2793118374591316,-0.06518425,-0.019911194,0.15587412,0.03727996
2010-07-02 00:00:00+00,LONG,559,0.9655172413793104,-0.026523849,-0.008162624,0.13030866,0.00797269
