time,side,ticker_id,mv_dn_composite_labels,skew_weighted_10_df037,dist_upper_bb_50_2.5_df055,price_roc_5_df020
2006-05-09 00:00:00+00,SHORT,2041,0.8333333333333334,0.87876,0.014338521,0.079231046
2006-05-11 00:00:00+00,SHORT,874,1.0,0.9227122,-0.050370388,0.07998655
2006-05-11 00:00:00+00,SHORT,1022,1.0,0.8122552,-0.03509577,0.01806997
2006-05-11 00:00:00+00,SHORT,3677,0.208658503787886,0.7864558,-0.049152385,0.05958992
2006-05-16 00:00:00+00,SHORT,1790,0.4162409200735106,0.89309496,0.0047654365,0.044672657
2006-06-02 00:00:00+00,SHORT,2643,0.6980750438789409,0.84633577,-0.008782046,0.031058144
2006-06-02 00:00:00+00,SHORT,1888,0.0,0.7766723,-0.06752875,0.049356222
2006-06-05 00:00:00+00,SHORT,2643,0.459908489794716,0.8552014,-0.01756321,0.016964287
2006-06-05 00:00:00+00,SHORT,1888,1.0,0.76380396,-0.06328132,0.060540542
2006-06-06 00:00:00+00,SHORT,2643,0.39171375333731123,0.85506153,-0.017386466,0.023928571
2006-06-30 00:00:00+00,SHORT,220,1.0,0.7551984,0.0072830776,0.058276333
2006-07-03 00:00:00+00,SHORT,1817,0.5957558128494025,0.75069815,-0.08927726,0.03577406
2006-07-03 00:00:00+00,SHORT,4062,1.0,0.845988,-0.09180383,0.068292685
2006-07-05 00:00:00+00,SHORT,1141,0.0,0.814401,-0.09524693,0.027504912
2006-07-06 00:00:00+00,SHORT,874,1.0,0.96616066,-0.06031568,0.05806585
2006-07-06 00:00:00+00,SHORT,1280,0.0,0.8767069,-0.09832481,0.069998495
2006-07-10 00:00:00+00,SHORT,934,0.624230728836038,0.8853106,-0.0962629,0.074797235
2006-07-10 00:00:00+00,SHORT,3703,1.0,0.7877371,-0.051358923,0.019250253
2006-07-11 00:00:00+00,SHORT,3703,0.8571428571428572,0.7786909,-0.057309564,0.011775362
2006-07-12 00:00:00+00,SHORT,897,1.0,0.7661948,-0.04435115,0.005624151
2006-08-03 00:00:00+00,SHORT,517,0.09039943737385066,0.85589665,-0.07815804,0.065246336
