time,side,ticker_id,mv_up_composite_labels,dist_lower_bb_50_2.0_df055,sessions_since_bearish_13_50_df059
2005-08-22 00:00:00+00,LONG,1678,1.0,0.0010168893,6.0
2005-08-23 00:00:00+00,LONG,3994,0.8157894736842105,0.0028177483,18.0
2005-08-24 00:00:00+00,LONG,3994,0.7894736842105263,0.0079228515,19.0
2005-08-30 00:00:00+00,LONG,2554,0.8688668042808467,0.008168291,10.0
2005-09-01 00:00:00+00,LONG,2327,1.0,0.0047182245,18.0
2005-09-08 00:00:00+00,LONG,2196,0.4619403294310726,0.003241259,13.0
2005-09-13 00:00:00+00,LONG,2462,0.24211294876513834,0.013730114,4.0
2005-09-13 00:00:00+00,LONG,3828,0.0,0.114059694,6.0
2005-09-14 00:00:00+00,LONG,3828,0.0,0.09007609,7.0
2005-09-15 00:00:00+00,LONG,3828,0.015509362230387163,0.059309658,8.0
2005-09-16 00:00:00+00,LONG,3828,0.006262069632181023,0.012491152,9.0
2005-09-20 00:00:00+00,LONG,1410,1.0,0.020332053,15.0
2005-09-20 00:00:00+00,LONG,3912,1.0,0.00778007,11.0
2005-09-21 00:00:00+00,LONG,2253,0.0,0.0038568147,10.0
2005-09-21 00:00:00+00,LONG,411,0.4561996231001974,0.017393893,7.0
2005-09-21 00:00:00+00,LONG,2923,1.0,0.010995006,12.0
2005-09-21 00:00:00+00,LONG,1063,0.2945040984041216,0.029661145,15.0
2005-09-21 00:00:00+00,LONG,3716,0.3712711913565315,0.007927255,24.0
2005-09-22 00:00:00+00,LONG,411,0.44387025885063996,0.012691038,8.0
2005-09-22 00:00:00+00,LONG,687,1.0,0.003491522,24.0
2005-09-22 00:00:00+00,LONG,2923,0.9821428571428571,0.008798465,13.0
2005-09-22 00:00:00+00,LONG,1063,0.23853540870599282,0.004046162,16.0
2005-09-22 00:00:00+00,LONG,2042,0.5188632499892478,0.014014694,7.0
2005-09-23 00:00:00+00,LONG,411,0.3961750409824899,1.9884328E-5,9.0
2005-09-23 00:00:00+00,LONG,2923,0.9642857142857143,8.0190034E-4,14.0
2005-09-23 00:00:00+00,LONG,2042,0.5437213971424069,0.0026898396,8.0
2005-09-26 00:00:00+00,LONG,1896,0.3124409143155478,0.005982377,14.0
2005-09-26 00:00:00+00,LONG,2042,0.962962962962963,0.011461558,9.0
2005-09-29 00:00:00+00,LONG,516,0.6879909449217477,0.0013379502,7.0
2005-10-04 00:00:00+00,LONG,516,0.7829749713593191,0.0037047344,10.0
2005-10-04 00:00:00+00,LONG,3310,0.632372467310068,1.539507E-4,20.0
2005-10-05 00:00:00+00,LONG,386,0.9247381023165638,0.013761285,25.0
2005-10-05 00:00:00+00,LONG,516,0.782454197316132,0.0013268328,11.0
