time,side,ticker_id,mv_dn_composite_labels,dist_upper_bb_50_2.0_df055,joint_fall_flag_1_10_df042,price_to_sales_rev_growth_zscore_universe_df073
2005-06-20 00:00:00+00,SHORT,1383,0.07571356505231681,0.006854335,0.0,-0.0457
2005-06-20 00:00:00+00,SHORT,1631,0.0,7.231897E-4,0.0,-0.0457
2005-06-20 00:00:00+00,SHORT,1819,0.0,1.8176541E-4,0.0,-0.0457
2005-06-21 00:00:00+00,SHORT,498,0.0,0.0016362084,0.0,-0.0457
2005-06-21 00:00:00+00,SHORT,684,0.0645644290147913,0.011119546,0.0,-0.0457
2005-06-21 00:00:00+00,SHORT,2993,0.0,0.011585978,0.0,-0.0457
2005-06-21 00:00:00+00,SHORT,1377,0.29228780537181864,0.009702146,0.0,-0.0457
2005-06-21 00:00:00+00,SHORT,1819,0.0,-0.0037164884,0.0,-0.0457
2005-06-22 00:00:00+00,SHORT,2993,0.0,0.0038750512,0.0,-0.0457
2005-06-22 00:00:00+00,SHORT,1819,0.0,-0.0042937985,0.0,-0.0457
2005-06-23 00:00:00+00,SHORT,2659,0.49953553852255733,3.2743684E-4,0.0,-0.0457
2005-06-23 00:00:00+00,SHORT,1816,0.17399030173167704,0.0020107243,0.0,-0.0457
2005-06-24 00:00:00+00,SHORT,323,0.7030225634076364,0.026543034,0.0,-0.0457
2005-06-27 00:00:00+00,SHORT,2159,0.15881952936227134,0.025310282,0.0,-0.0458
2005-06-28 00:00:00+00,SHORT,2159,0.1227576054116956,0.009340324,0.0,-0.0458
2005-06-29 00:00:00+00,SHORT,2159,0.08567901227934284,-0.0027448288,0.0,-0.0458
2005-06-30 00:00:00+00,SHORT,304,0.7162931464849414,0.0030149925,0.0,-0.0378
2005-07-01 00:00:00+00,SHORT,787,1.0,-0.0029333404,0.0,-0.0459
2005-07-01 00:00:00+00,SHORT,1673,0.0,-0.0015346823,0.0,-0.0458
2005-07-11 00:00:00+00,SHORT,3443,0.4475376904689488,0.037515134,0.0,-0.0458
2005-07-11 00:00:00+00,SHORT,1762,0.0,0.013400874,0.0,-0.0368
2005-07-11 00:00:00+00,SHORT,3815,0.0,0.04623201,0.0,-0.0458
2005-07-12 00:00:00+00,SHORT,28,1.0,0.0021865978,0.0,-0.0458
2005-07-12 00:00:00+00,SHORT,1298,0.0,0.022905625,0.0,-0.0458
2005-07-12 00:00:00+00,SHORT,3443,0.3343904774764327,0.011612958,0.0,-0.0458
2005-07-12 00:00:00+00,SHORT,3613,0.0,-0.0031162892,0.0,-0.0458
2005-07-12 00:00:00+00,SHORT,3815,0.0,0.03316085,0.0,-0.0458
2005-07-13 00:00:00+00,SHORT,1298,0.0,0.0068679783,0.0,-0.0458
2005-07-13 00:00:00+00,SHORT,3815,0.0,0.0025052018,0.0,-0.0458
2005-07-14 00:00:00+00,SHORT,2041,0.0,5.884433E-5,0.0,-0.0458
2005-07-15 00:00:00+00,SHORT,3825,0.5423765053031164,0.010236145,0.0,-0.0458
2005-07-19 00:00:00+00,SHORT,2686,0.9256075021455707,0.008641488,0.0,-0.0458
2005-07-20 00:00:00+00,SHORT,2305,1.0,0.0032467803,0.0,-0.0458
2005-07-20 00:00:00+00,SHORT,2686,0.574239527591335,-0.0030694574,0.0,-0.0458
2005-07-20 00:00:00+00,SHORT,2815,0.5196730070315535,0.008707424,0.0,-0.0458
2005-07-20 00:00:00+00,SHORT,3716,0.8842259872678365,7.0613244E-4,0.0,-0.0458
2005-07-20 00:00:00+00,SHORT,1761,0.6182015794127816,0.030995658,0.0,-0.0458
2005-07-21 00:00:00+00,SHORT,3433,0.21104748966986223,0.030609103,0.0,-0.0458
2005-07-21 00:00:00+00,SHORT,1454,0.6755778798696086,0.0027335973,0.0,-0.0458
2005-07-21 00:00:00+00,SHORT,1761,0.9333333333333333,0.012938861,0.0,-0.0458
2005-07-21 00:00:00+00,SHORT,3973,0.3527971835415313,0.006531994,0.0,-0.0458
2005-07-22 00:00:00+00,SHORT,1761,0.49941595133716393,0.01196913,0.0,-0.0458
2005-07-22 00:00:00+00,SHORT,3915,1.0,-0.0017684012,0.0,-0.0458
2005-07-22 00:00:00+00,SHORT,3973,0.5089795294831431,0.0033760264,0.0,-0.0458
2005-07-25 00:00:00+00,SHORT,836,0.3272302843793211,0.009683759,0.0,-0.0458
2005-07-25 00:00:00+00,SHORT,1761,0.3285606186739385,9.039523E-4,0.0,-0.0458
2005-07-26 00:00:00+00,SHORT,4107,0.0,0.03216596,0.0,-0.0458
2005-07-26 00:00:00+00,SHORT,836,0.2528776517752023,0.012052125,0.0,-0.0458
2005-07-26 00:00:00+00,SHORT,1761,0.3277053705697139,0.012926388,0.0,-0.0458
2005-07-27 00:00:00+00,SHORT,4107,0.0,0.01775129,0.0,-0.0458
2005-07-27 00:00:00+00,SHORT,786,0.2821124318588489,0.014688312,0.0,-0.0458
2005-07-27 00:00:00+00,SHORT,836,0.2505696296807193,7.906523E-4,0.0,-0.0458
2005-07-27 00:00:00+00,SHORT,1668,0.28510527215457704,0.0014633603,0.0,-0.0458
2005-07-27 00:00:00+00,SHORT,1700,0.0,0.04542971,0.0,-0.0458
2005-07-27 00:00:00+00,SHORT,1761,0.6666666666666667,0.0020318802,0.0,-0.0458
2005-07-28 00:00:00+00,SHORT,4107,0.0,0.01423308,0.0,-0.0458
2005-07-28 00:00:00+00,SHORT,370,0.33965648833475115,-8.800105E-4,0.0,-0.0458
