time,side,ticker_id,mv_up_composite_labels,skew_weighted_10_df037,price_drift_abs_21_df006
2011-11-14 00:00:00+00,LONG,1897,0.0,-0.6812726,0.120912306
2011-11-16 00:00:00+00,LONG,221,0.0,-0.6381547,0.118259475
2011-11-21 00:00:00+00,LONG,1396,0.0,-0.6901159,0.15686275
2011-11-22 00:00:00+00,LONG,1195,0.0,-0.71970695,0.11759518
2011-11-22 00:00:00+00,LONG,2041,0.0,-0.6625122,0.13220595
2011-11-23 00:00:00+00,LONG,2129,0.0,-0.65054166,0.1262717
2011-11-23 00:00:00+00,LONG,2938,1.0,-0.72716206,0.12695405
2011-11-23 00:00:00+00,LONG,1195,0.0,-0.7134274,0.11098859
2011-11-23 00:00:00+00,LONG,3837,0.6016041911797709,-0.69829965,0.1281209
2011-11-23 00:00:00+00,LONG,1939,0.2104419644683251,-0.81889635,0.11850649
2011-11-25 00:00:00+00,LONG,2095,0.61431703498875,-0.92935854,0.12227507
2011-11-25 00:00:00+00,LONG,516,0.9761904761904762,-0.66844743,0.15553436
2011-11-25 00:00:00+00,LONG,594,1.0,-0.6421378,0.11395244
2011-11-25 00:00:00+00,LONG,2990,1.0,-0.67827713,0.15796916
2011-11-28 00:00:00+00,LONG,2095,0.5385128260587138,-0.64507896,0.13329497
2011-11-28 00:00:00+00,LONG,594,0.962962962962963,-0.6589564,0.117879055
2011-11-28 00:00:00+00,LONG,2728,0.9714285714285714,-0.73187983,0.16124469
2011-11-28 00:00:00+00,LONG,2930,0.21770577876549638,-0.6387177,0.14795181
2011-11-28 00:00:00+00,LONG,3607,0.9714285714285714,-0.70707494,0.11888279
2011-11-28 00:00:00+00,LONG,1939,0.18331225908042725,-0.8787878,0.13972689
2011-11-29 00:00:00+00,LONG,2095,0.4631042210522759,-0.6546615,0.12722299
2011-11-29 00:00:00+00,LONG,2728,0.9428571428571428,-0.68240356,0.157782
2011-11-29 00:00:00+00,LONG,3607,0.9428571428571428,-0.70529574,0.1278267
2011-11-29 00:00:00+00,LONG,1939,0.16730513089922228,-0.9080325,0.16143079
2011-11-29 00:00:00+00,LONG,3994,0.9523809523809523,-0.6683289,0.1141786
2011-12-14 00:00:00+00,LONG,2107,0.05660377358490565,-0.8930008,0.12401996
2011-12-14 00:00:00+00,LONG,522,0.0,-0.72128534,0.16693488
2011-12-14 00:00:00+00,LONG,984,0.0,-0.8667425,0.15096745
2011-12-14 00:00:00+00,LONG,1306,1.0,-0.73617643,0.11888638
2011-12-14 00:00:00+00,LONG,3556,0.0,-0.8603884,0.13002476
2011-12-15 00:00:00+00,LONG,2107,0.037735849056603765,-0.83410573,0.13907285
2011-12-15 00:00:00+00,LONG,2330,1.0,-0.78641164,0.1425268
2011-12-15 00:00:00+00,LONG,323,0.0,-0.63797814,0.1125363
2011-12-15 00:00:00+00,LONG,610,0.8340188446961698,-0.7022504,0.121993124
2011-12-16 00:00:00+00,LONG,502,0.4142226013549977,-0.6799972,0.17074583
2011-12-19 00:00:00+00,LONG,2107,0.0,-0.6898937,0.14687055
2011-12-19 00:00:00+00,LONG,191,1.0,-0.6673921,0.106617644
2011-12-19 00:00:00+00,LONG,2297,1.0,-0.6669327,0.11880262
2011-12-19 00:00:00+00,LONG,2305,0.657413811615862,-0.8181643,0.16201924
2011-12-19 00:00:00+00,LONG,502,0.43343775687005337,-0.7414267,0.14988558
2011-12-19 00:00:00+00,LONG,1462,1.0,-0.8411165,0.111572586
2011-12-19 00:00:00+00,LONG,3613,1.0,-0.73837113,0.14622337
2011-12-19 00:00:00+00,LONG,1780,1.0,-0.743212,0.13073795
2011-12-19 00:00:00+00,LONG,4086,1.0,-0.7828332,0.1411173
2011-12-20 00:00:00+00,LONG,443,0.0,-0.6582773,0.14781965
2011-12-20 00:00:00+00,LONG,3594,0.96875,-0.88717794,0.13524067
2011-12-20 00:00:00+00,LONG,1897,0.9782608695652174,-0.70214945,0.15641376
2011-12-21 00:00:00+00,LONG,443,0.0,-0.6671496,0.1336615
2011-12-21 00:00:00+00,LONG,1650,0.47488695540283465,-0.69919,0.1362698
2012-01-09 00:00:00+00,LONG,3456,0.0,-0.63939255,0.11885478
2012-01-10 00:00:00+00,LONG,3862,1.0,-0.95183635,0.11314054
2012-01-20 00:00:00+00,LONG,984,1.0,-0.8987835,0.15170021
2012-01-30 00:00:00+00,LONG,3443,0.0,-0.68913215,0.12465374
2012-02-16 00:00:00+00,LONG,3447,0.37456694559901904,-0.8052041,0.116594695
2012-02-22 00:00:00+00,LONG,13,0.0,-0.7978785,0.14063513
2012-03-06 00:00:00+00,LONG,440,0.0,-0.74317837,0.12288135
2012-03-06 00:00:00+00,LONG,874,0.0,-0.69781387,0.12662649
2012-03-12 00:00:00+00,LONG,874,0.0,-0.7797131,0.13059868
2012-03-14 00:00:00+00,LONG,874,0.0,-0.7256602,0.11495531
2012-03-30 00:00:00+00,LONG,920,0.0,-0.9738466,0.1080402
2012-04-02 00:00:00+00,LONG,2088,0.0,-0.741446,0.15697311
2012-04-02 00:00:00+00,LONG,920,0.2875930557878936,-0.6875056,0.109836064
2012-04-03 00:00:00+00,LONG,2088,0.0,-0.66897094,0.15093167
2012-04-04 00:00:00+00,LONG,2088,0.0,-0.7580137,0.12649465
2012-04-04 00:00:00+00,LONG,2367,0.0,-0.7403352,0.1564217
2012-05-09 00:00:00+00,LONG,1838,0.6360788562337467,-0.9339119,0.12845138
2012-05-11 00:00:00+00,LONG,2125,0.0,-0.69836277,0.17016807
2012-05-16 00:00:00+00,LONG,629,0.0,-0.79122263,0.13728814
2012-05-17 00:00:00+00,LONG,1303,0.43149202712596313,-0.92029935,0.13796681
2012-05-18 00:00:00+00,LONG,2248,1.0,-0.69268435,0.13073966
2012-05-18 00:00:00+00,LONG,629,0.0,-0.720863,0.13434969
2012-05-18 00:00:00+00,LONG,1303,0.4582262336524827,-0.79910654,0.12643678
2012-05-18 00:00:00+00,LONG,3473,1.0,-0.7262737,0.13518701
2012-05-18 00:00:00+00,LONG,3855,0.4794155538512421,-0.89663565,0.15180266
2012-05-21 00:00:00+00,LONG,2105,0.0,-0.6871056,0.15546918
2012-05-21 00:00:00+00,LONG,443,0.0,-0.7316083,0.15370284
2012-05-22 00:00:00+00,LONG,413,0.9705882352941176,-0.6610995,0.14669926
2012-05-23 00:00:00+00,LONG,2221,1.0,-0.64947975,0.12718458
2012-05-24 00:00:00+00,LONG,2298,0.0,-0.64039654,0.15688396
2012-05-24 00:00:00+00,LONG,3882,0.9830508474576272,-0.6572558,0.14228724
2012-05-31 00:00:00+00,LONG,1108,0.0,-0.74871635,0.107982434
2012-06-04 00:00:00+00,LONG,3824,0.0,-0.6591745,0.17070064
2012-06-05 00:00:00+00,LONG,411,0.18670467823873138,-0.66139084,0.1089135
2012-06-28 00:00:00+00,LONG,2870,0.47185625999322806,-0.6556271,0.15022984
2012-06-28 00:00:00+00,LONG,906,1.0,-0.640434,0.10968586
2012-07-02 00:00:00+00,LONG,2659,0.3174515269787632,-0.6697219,0.15057361
2012-07-02 00:00:00+00,LONG,1664,1.0,-0.7630492,0.13781652
2012-07-03 00:00:00+00,LONG,1664,0.9565217391304348,-0.7706113,0.123173274
2012-07-17 00:00:00+00,LONG,2085,1.0,-0.73866224,0.13146684
2012-07-17 00:00:00+00,LONG,2776,0.0,-0.7081713,0.11844078
2012-07-18 00:00:00+00,LONG,88,0.8474371152557681,-0.8061356,0.13372642
2012-07-19 00:00:00+00,LONG,88,0.8099269554765934,-0.6395036,0.12420756
2012-07-19 00:00:00+00,LONG,1610,0.11767256781157892,-0.8435935,0.13817695
2012-07-26 00:00:00+00,LONG,2640,0.07300885480680532,-0.86334765,0.14655688
2012-07-27 00:00:00+00,LONG,2640,0.05476774124463571,-0.72382015,0.1138517
2012-07-30 00:00:00+00,LONG,2640,0.0,-0.7221106,0.14266627
2012-07-31 00:00:00+00,LONG,2640,0.019181883555689432,-0.72280943,0.16989122
2012-07-31 00:00:00+00,LONG,1250,0.4760307610471623,-0.67204756,0.16460261
2012-08-01 00:00:00+00,LONG,2006,0.5147804384773645,-0.7081251,0.11413044
2012-08-02 00:00:00+00,LONG,4215,0.0,-0.69558746,0.13451192
2012-08-02 00:00:00+00,LONG,192,1.0,-0.6528791,0.10902696
2012-08-02 00:00:00+00,LONG,2367,1.0,-0.717948,0.14101638
2012-08-02 00:00:00+00,LONG,3355,0.9346791551257717,-0.73515177,0.1690412
2012-08-02 00:00:00+00,LONG,3822,0.5133566673764092,-0.66539896,0.14872798
2012-08-02 00:00:00+00,LONG,2006,0.4818207581578062,-0.7610622,0.14938489
2012-08-13 00:00:00+00,LONG,773,0.4026596773907105,-0.7667129,0.11170396
2012-08-24 00:00:00+00,LONG,4172,0.0,-0.67133033,0.13964951
2012-08-31 00:00:00+00,LONG,1908,0.733615060848195,-0.7616741,0.10991736
2012-09-04 00:00:00+00,LONG,2426,1.0,-0.706099,0.15936463
2012-09-26 00:00:00+00,LONG,2518,0.0,-0.64412016,0.14101996
2012-10-08 00:00:00+00,LONG,2085,0.016949152542372836,-0.6795067,0.11223944
2012-10-11 00:00:00+00,LONG,845,1.0,-0.66539425,0.12192894
2012-10-12 00:00:00+00,LONG,3148,0.4809055316663218,-0.8302096,0.12530713
2012-10-15 00:00:00+00,LONG,2426,0.0,-0.7104295,0.11272727
2012-10-19 00:00:00+00,LONG,4034,0.0,-0.8603006,0.13573027
2012-10-22 00:00:00+00,LONG,4034,0.0,-0.8539563,0.15531842
2012-10-31 00:00:00+00,LONG,4112,1.0,-0.86639947,0.13743576
2012-11-05 00:00:00+00,LONG,1112,0.6736262674399094,-0.83319515,0.14961968
2012-11-13 00:00:00+00,LONG,2272,1.0,-0.7554484,0.110340476
2012-11-15 00:00:00+00,LONG,2106,1.0,-0.7255484,0.11096606
2012-11-15 00:00:00+00,LONG,69,1.0,-0.9781254,0.12882562
2012-11-15 00:00:00+00,LONG,2129,1.0,-0.8409017,0.10616438
2012-11-15 00:00:00+00,LONG,270,0.224591244927021,-0.7337023,0.118348
2012-11-15 00:00:00+00,LONG,2703,1.0,-0.67601043,0.15814354
2012-11-15 00:00:00+00,LONG,788,1.0,-0.70263994,0.10673791
2012-11-15 00:00:00+00,LONG,1236,0.7670273973891286,-0.78814983,0.11067318
2012-11-15 00:00:00+00,LONG,3652,1.0,-0.6954977,0.10786517
2012-11-16 00:00:00+00,LONG,638,0.7403998702206077,-0.877694,0.11263021
2012-11-16 00:00:00+00,LONG,3098,0.4825253609250092,-0.7397103,0.16023432
2012-11-16 00:00:00+00,LONG,3114,1.0,-0.7745951,0.121996306
2012-11-16 00:00:00+00,LONG,1236,0.6951434928894507,-0.6660592,0.1283867
2012-11-16 00:00:00+00,LONG,1250,0.8093591158177251,-0.6820384,0.11077072
2012-11-16 00:00:00+00,LONG,3433,0.0,-0.65620077,0.16014235
2012-11-16 00:00:00+00,LONG,3621,1.0,-0.818487,0.1104242
2012-11-16 00:00:00+00,LONG,3652,0.9666666666666667,-0.6852453,0.10715086
2012-11-16 00:00:00+00,LONG,4073,1.0,-0.9295578,0.115754746
2012-11-19 00:00:00+00,LONG,3621,0.623791119608091,-0.70004165,0.1060866
2012-11-23 00:00:00+00,LONG,84,1.0,-0.8057613,0.12983847
2012-12-07 00:00:00+00,LONG,4034,0.8333333333333334,-0.6540795,0.14605755
2012-12-12 00:00:00+00,LONG,309,0.4576444681375619,-0.6782096,0.117091954
2012-12-28 00:00:00+00,LONG,443,0.9655172413793104,-0.79227275,0.15430711
2012-12-31 00:00:00+00,LONG,1286,1.0,-0.9120847,0.11707317
2012-12-31 00:00:00+00,LONG,3837,1.0,-0.9283995,0.121308856
2013-01-25 00:00:00+00,LONG,3677,0.0,-0.66681737,0.123605534
2013-02-15 00:00:00+00,LONG,309,0.0,-0.7631037,0.13820119
2013-02-15 00:00:00+00,LONG,3539,0.8076923076923077,-0.6747622,0.16309813
2013-02-21 00:00:00+00,LONG,3486,0.0,-0.66550004,0.11977186
2013-02-25 00:00:00+00,LONG,1377,0.8482174091231576,-0.73899746,0.12545061
2013-02-25 00:00:00+00,LONG,3610,0.0,-0.83820534,0.1635476
2013-02-26 00:00:00+00,LONG,3610,1.0,-0.65286165,0.15892617
2013-03-18 00:00:00+00,LONG,1191,1.0,-0.6876746,0.11824678
2013-03-18 00:00:00+00,LONG,3895,0.9814814814814815,-0.7192146,0.15763098
2013-03-19 00:00:00+00,LONG,3895,0.7875874334291515,-0.7779622,0.14836289
2013-03-28 00:00:00+00,LONG,2930,0.0,-0.6530482,0.12832195
2013-04-02 00:00:00+00,LONG,2930,0.36580591391909073,-0.7838997,0.1066769
2013-04-08 00:00:00+00,LONG,440,0.6120995778985137,-0.6358096,0.13203685
2013-04-19 00:00:00+00,LONG,2066,1.0,-0.6620573,0.14938398
2013-04-23 00:00:00+00,LONG,1404,0.0,-0.80407983,0.13575758
2013-04-23 00:00:00+00,LONG,1832,0.9310344827586207,-0.64687324,0.14713542
2013-04-24 00:00:00+00,LONG,2546,0.0,-0.70762753,0.11486807
2013-04-25 00:00:00+00,LONG,2085,1.0,-0.6484356,0.1469169
2013-04-25 00:00:00+00,LONG,2546,0.0,-0.6501975,0.11140876
2013-04-26 00:00:00+00,LONG,2085,0.9615384615384616,-0.72281486,0.15425816
2013-06-04 00:00:00+00,LONG,1090,0.0,-0.8942507,0.13345936
2013-06-11 00:00:00+00,LONG,4172,0.0,-0.66556287,0.108684346
2013-06-11 00:00:00+00,LONG,3744,0.6368552891368836,-0.69647926,0.11009772
2013-06-20 00:00:00+00,LONG,588,0.6115157897794473,-0.88975775,0.15817584
2013-06-21 00:00:00+00,LONG,345,1.0,-0.6780462,0.118478015
2013-06-21 00:00:00+00,LONG,588,0.48862066419490774,-0.76238847,0.12521009
2013-06-21 00:00:00+00,LONG,3851,0.0,-0.70429254,0.112184875
2013-06-24 00:00:00+00,LONG,2272,1.0,-0.66147596,0.14605615
2013-06-24 00:00:00+00,LONG,2330,1.0,-0.6857964,0.14411765
2013-06-24 00:00:00+00,LONG,540,1.0,-0.63742983,0.13143565
2013-06-24 00:00:00+00,LONG,675,0.19472617975305334,-0.79145247,0.12488233
2013-06-24 00:00:00+00,LONG,920,0.4659257947747046,-0.817435,0.15741675
2013-06-24 00:00:00+00,LONG,3013,0.7709163418424454,-0.7650229,0.119727135
2013-06-24 00:00:00+00,LONG,1404,0.8124108372576293,-0.7499496,0.1328807
2013-06-24 00:00:00+00,LONG,1474,0.35321270197862936,-0.8650177,0.1686221
2013-06-24 00:00:00+00,LONG,3683,1.0,-0.8134589,0.11948998
2013-06-24 00:00:00+00,LONG,3851,1.0,-0.6741674,0.108806096
2013-06-24 00:00:00+00,LONG,1807,0.0,-0.7809454,0.12598425
2013-06-24 00:00:00+00,LONG,3862,0.0,-0.66568094,0.1420256
2013-06-25 00:00:00+00,LONG,1184,0.8193608360136693,-0.73816097,0.1267027
2013-06-25 00:00:00+00,LONG,3535,0.6416365324661195,-0.7938173,0.1467874
2013-06-25 00:00:00+00,LONG,3683,0.9736842105263158,-0.7692666,0.10845588
2013-06-25 00:00:00+00,LONG,3882,0.972972972972973,-0.70941365,0.16111952
2013-06-26 00:00:00+00,LONG,3535,0.9714285714285714,-0.6834346,0.16610481
2013-06-26 00:00:00+00,LONG,1652,0.9090909090909091,-0.8491427,0.16422288
2013-06-27 00:00:00+00,LONG,3535,0.9428571428571428,-0.69475365,0.14072737
2013-06-28 00:00:00+00,LONG,11,1.0,-0.77366656,0.12190676
2013-06-28 00:00:00+00,LONG,3535,0.9142857142857143,-0.6372553,0.1556548
2013-07-01 00:00:00+00,LONG,52,0.6055239560786227,-0.7407214,0.12190963
2013-07-01 00:00:00+00,LONG,2863,0.6041876611955456,-0.6757075,0.108644165
2013-07-02 00:00:00+00,LONG,52,0.604488573095198,-0.7984841,0.121559076
2013-07-02 00:00:00+00,LONG,2863,0.5806198044897537,-0.71157235,0.12474556
2013-07-02 00:00:00+00,LONG,1051,0.0,-0.6883972,0.12675041
2013-07-03 00:00:00+00,LONG,52,0.5535052276381435,-0.69551593,0.10547692
2013-07-03 00:00:00+00,LONG,1051,0.5390650548619532,-0.6349536,0.1356065
2013-08-06 00:00:00+00,LONG,4137,0.0,-0.64132684,0.10799365
2013-08-06 00:00:00+00,LONG,1483,0.04653813147936884,-0.8570457,0.1383889
2013-08-06 00:00:00+00,LONG,1673,0.0,-0.65440315,0.13488035
2013-08-06 00:00:00+00,LONG,1888,0.0,-0.7381499,0.11989796
2013-08-07 00:00:00+00,LONG,1483,0.050811794895154944,-0.80522406,0.12068465
2013-08-15 00:00:00+00,LONG,918,0.0,-0.75190854,0.11453925
2013-08-19 00:00:00+00,LONG,694,0.0,-0.7037716,0.12469136
2013-08-19 00:00:00+00,LONG,3748,0.0,-0.8145362,0.12297806
2013-08-19 00:00:00+00,LONG,1851,0.8101175591047239,-0.9233261,0.11536388
2013-08-19 00:00:00+00,LONG,4089,0.0,-0.7194216,0.13944224
2013-08-20 00:00:00+00,LONG,3882,0.9818181818181818,-0.75382674,0.1119403
2013-08-21 00:00:00+00,LONG,3882,0.9636363636363636,-0.69719005,0.11568547
2013-08-21 00:00:00+00,LONG,3897,0.39624670917855126,-0.74470085,0.14155251
2013-08-22 00:00:00+00,LONG,3897,0.358212939603718,-0.65558696,0.123853214
2013-09-10 00:00:00+00,LONG,1888,0.0,-0.73197734,0.12175649
2013-09-17 00:00:00+00,LONG,629,0.0,-0.6918856,0.1653314
2013-09-23 00:00:00+00,LONG,1817,0.27974739178481284,-0.7173992,0.117802195
2013-10-02 00:00:00+00,LONG,3556,0.0,-0.7875657,0.15621448
2013-10-03 00:00:00+00,LONG,3556,0.0,-0.7594106,0.1275975
2013-10-08 00:00:00+00,LONG,2534,0.9428551200598394,-0.8811646,0.12808274
2013-10-09 00:00:00+00,LONG,158,1.0,-0.84130746,0.13428982
2013-10-09 00:00:00+00,LONG,2534,0.9761904761904762,-0.68949395,0.134375
2013-10-23 00:00:00+00,LONG,3782,0.2733196849321825,-0.6352358,0.11291796
2013-11-04 00:00:00+00,LONG,2085,0.9642857142857143,-0.7296683,0.114148684
2013-11-06 00:00:00+00,LONG,1306,0.37914162003467483,-0.6918385,0.14489381
2013-11-08 00:00:00+00,LONG,2760,0.0,-0.72547,0.16194582
2013-11-11 00:00:00+00,LONG,3531,0.0,-0.7005038,0.16783567
2013-11-12 00:00:00+00,LONG,602,0.0,-0.6731695,0.13951705
2013-11-19 00:00:00+00,LONG,2345,1.0,-0.639926,0.10915675
2013-11-20 00:00:00+00,LONG,629,0.0,-0.825009,0.1390636
2013-11-21 00:00:00+00,LONG,2088,0.33780396305431626,-0.94590217,0.107488535
2013-11-22 00:00:00+00,LONG,2088,0.32701869923241184,-0.9277879,0.11415525
2013-11-25 00:00:00+00,LONG,2088,0.2873533628181651,-0.84325045,0.117439516
2013-11-26 00:00:00+00,LONG,2088,0.3050269515908568,-0.84108186,0.11094148
2013-12-02 00:00:00+00,LONG,1534,1.0,-0.7723851,0.16741182
2013-12-04 00:00:00+00,LONG,3352,0.0,-0.7099523,0.11281589
2013-12-05 00:00:00+00,LONG,3357,0.505005775028118,-0.6410365,0.11721156
2013-12-12 00:00:00+00,LONG,2221,0.0,-0.7060696,0.14848994
2013-12-12 00:00:00+00,LONG,3556,1.0,-0.6570069,0.1585537
2013-12-18 00:00:00+00,LONG,2107,0.0,-0.7281177,0.12788321
2013-12-19 00:00:00+00,LONG,2107,0.0,-0.7142638,0.11964549
2014-01-16 00:00:00+00,LONG,189,0.42723260845090516,-0.8077822,0.1326923
2014-01-17 00:00:00+00,LONG,2640,0.4720377080244553,-0.643748,0.11958812
2014-01-27 00:00:00+00,LONG,15,0.7464901365424667,-0.63897264,0.105614975
2014-01-27 00:00:00+00,LONG,906,1.0,-0.75282,0.13887712
2014-01-29 00:00:00+00,LONG,4074,0.0,-0.65536475,0.11905841
2014-01-31 00:00:00+00,LONG,4218,0.5386687801614108,-0.674834,0.11189083
2014-02-03 00:00:00+00,LONG,4218,0.5352060648495398,-0.7072442,0.11892487
2014-02-03 00:00:00+00,LONG,2686,0.8858271099516333,-0.7348683,0.16120906
2014-02-03 00:00:00+00,LONG,675,1.0,-0.6348209,0.11199011
2014-02-03 00:00:00+00,LONG,3040,0.8773173146557578,-0.8224307,0.12357591
2014-02-03 00:00:00+00,LONG,3124,0.7534687436789961,-0.6430159,0.12452198
2014-02-03 00:00:00+00,LONG,1114,0.48589395652201745,-0.80877316,0.11914894
2014-02-03 00:00:00+00,LONG,1816,0.4228347439107332,-0.7786217,0.106913656
2014-02-03 00:00:00+00,LONG,3905,0.5419551045928281,-0.6357221,0.10544713
2014-02-04 00:00:00+00,LONG,4194,0.0,-0.6998726,0.11665927
2014-02-04 00:00:00+00,LONG,2731,0.4147939921520155,-0.68411016,0.113679424
2014-02-04 00:00:00+00,LONG,2765,0.42976495632833955,-0.73621285,0.12906846
2014-02-04 00:00:00+00,LONG,2776,0.3497596569292076,-0.6543751,0.118589744
2014-02-04 00:00:00+00,LONG,2983,0.7232485424885644,-0.78656834,0.14123006
2014-02-04 00:00:00+00,LONG,2986,0.599014667984331,-0.7171196,0.12856582
2014-02-04 00:00:00+00,LONG,1114,0.4544786985861704,-0.6644053,0.11596253
2014-02-05 00:00:00+00,LONG,411,0.4500566149785782,-0.94253564,0.12289575
2014-02-05 00:00:00+00,LONG,475,0.4764139178172879,-0.7017163,0.11745201
2014-02-05 00:00:00+00,LONG,2764,0.4178487091659118,-0.72480214,0.12763533
2014-02-05 00:00:00+00,LONG,2866,0.7191296944363863,-0.6543167,0.12284867
2014-02-05 00:00:00+00,LONG,2983,0.7362363135191429,-0.7593687,0.13641575
2014-02-05 00:00:00+00,LONG,2999,0.4225194449306679,-0.7060139,0.16471735
2014-02-05 00:00:00+00,LONG,1114,0.46193958343290253,-0.651925,0.12244538
2014-02-05 00:00:00+00,LONG,3610,0.39126722625311433,-0.7149624,0.13766462
2014-02-05 00:00:00+00,LONG,3818,0.08441802470123762,-0.8480361,0.15531407
2014-02-06 00:00:00+00,LONG,411,0.408795516999969,-0.81590754,0.12696606
2014-02-06 00:00:00+00,LONG,2619,1.0,-0.66976863,0.12275574
2014-02-06 00:00:00+00,LONG,1360,0.9615384615384616,-0.738577,0.13357665
2014-02-06 00:00:00+00,LONG,3443,0.3078433153186615,-0.74566406,0.106217615
2014-02-06 00:00:00+00,LONG,3610,0.4161285537524124,-0.7010174,0.16343537
2014-02-07 00:00:00+00,LONG,3586,0.92,-0.8159872,0.10550082
2014-02-12 00:00:00+00,LONG,3610,0.4762625886204879,-0.7294379,0.1593782
2014-03-03 00:00:00+00,LONG,663,0.4024650885317657,-0.7264827,0.10754619
2014-03-06 00:00:00+00,LONG,1368,0.0,-0.7362173,0.1678912
2014-03-10 00:00:00+00,LONG,817,0.0,-0.75320786,0.13743393
2014-03-11 00:00:00+00,LONG,817,0.0,-0.6708791,0.1364073
2014-03-13 00:00:00+00,LONG,817,0.0,-0.67847383,0.15162791
2014-03-14 00:00:00+00,LONG,1867,0.3442121799125902,-0.65973467,0.1454127
2014-03-14 00:00:00+00,LONG,3947,0.5025010474361804,-0.64778817,0.120422535
2014-03-20 00:00:00+00,LONG,2720,1.0,-0.78310055,0.13231064
2014-03-24 00:00:00+00,LONG,2640,0.0,-0.8799097,0.12338338
2014-03-26 00:00:00+00,LONG,2261,1.0,-0.6792929,0.1476256
2014-03-27 00:00:00+00,LONG,4194,0.0,-0.7995862,0.11961139
2014-03-27 00:00:00+00,LONG,1270,0.0,-0.6462539,0.12423874
2014-05-01 00:00:00+00,LONG,3531,0.0,-0.6840015,0.11728395
2014-05-07 00:00:00+00,LONG,1176,1.0,-0.90872574,0.16816144
2014-05-08 00:00:00+00,LONG,3078,1.0,-0.84116346,0.14433129
2014-05-09 00:00:00+00,LONG,3683,0.4590940045325115,-0.6919065,0.14920567
2014-05-15 00:00:00+00,LONG,2835,0.5212285018192404,-0.69738835,0.13182287
2014-05-15 00:00:00+00,LONG,3683,0.26348719496295514,-0.6379646,0.13360411
2014-05-16 00:00:00+00,LONG,3594,0.0,-0.72306067,0.17156434
2014-05-20 00:00:00+00,LONG,1523,0.2913278250972431,-0.8409895,0.15286808
2014-05-28 00:00:00+00,LONG,3716,0.6367356181137582,-0.6471661,0.11000322
2014-05-29 00:00:00+00,LONG,1610,0.3495050020818351,-0.6811868,0.16028708
2014-05-29 00:00:00+00,LONG,1673,0.9696969696969697,-0.7253306,0.10752688
2014-05-29 00:00:00+00,LONG,1888,1.0,-0.6551937,0.125
2014-06-03 00:00:00+00,LONG,1610,0.34262508090350885,-0.79799783,0.17142858
2014-06-04 00:00:00+00,LONG,433,0.3740360032994497,-0.75489295,0.1093051
2014-06-05 00:00:00+00,LONG,433,0.5440044558445137,-0.6508874,0.11563264
2014-06-05 00:00:00+00,LONG,1610,0.37153782986828215,-0.63536984,0.147343
2014-06-11 00:00:00+00,LONG,3127,0.0,-0.64150906,0.10784166
2014-06-16 00:00:00+00,LONG,3825,0.5705956186656254,-0.9285664,0.13423645
2014-06-17 00:00:00+00,LONG,3825,0.49227457836938876,-0.8305016,0.13276283
2014-06-18 00:00:00+00,LONG,3825,0.4566541248108519,-0.6717723,0.12033195
2014-06-19 00:00:00+00,LONG,3825,0.4521240656339776,-0.65312296,0.114911415
2014-07-17 00:00:00+00,LONG,1149,1.0,-0.78679174,0.11756488
2014-07-17 00:00:00+00,LONG,1523,0.0,-0.88013774,0.11109504
2014-07-31 00:00:00+00,LONG,4218,0.3557279526573146,-0.7254986,0.14888415
2014-08-01 00:00:00+00,LONG,2912,0.0,-0.8327158,0.11306376
2014-08-01 00:00:00+00,LONG,3049,0.0,-0.86343795,0.11474215
2014-08-04 00:00:00+00,LONG,3187,0.64040660309113,-0.66714036,0.15132925
2014-08-05 00:00:00+00,LONG,2127,0.7320064644213913,-0.6883789,0.10588817
2014-08-05 00:00:00+00,LONG,4218,0.24793667647352724,-0.64478904,0.15433232
2014-08-05 00:00:00+00,LONG,2230,0.369357434870125,-0.6516396,0.11903388
2014-08-05 00:00:00+00,LONG,2866,0.0,-0.85359615,0.1296184
2014-08-05 00:00:00+00,LONG,1437,0.910693963722439,-0.7843038,0.14077897
2014-08-05 00:00:00+00,LONG,1650,0.0,-0.7024005,0.107319266
2014-08-05 00:00:00+00,LONG,3703,0.0,-0.73152274,0.15914604
2014-08-06 00:00:00+00,LONG,2230,0.3328869875036339,-0.86665714,0.1206559
2014-08-06 00:00:00+00,LONG,2866,0.0,-0.7640549,0.1126071
2014-08-06 00:00:00+00,LONG,2877,0.0,-0.6393315,0.15643781
2014-08-06 00:00:00+00,LONG,2986,0.0,-0.81964964,0.12177329
2014-08-06 00:00:00+00,LONG,988,0.6775480567951234,-0.69804364,0.13370363
2014-08-06 00:00:00+00,LONG,1437,0.8118453444826593,-0.6752468,0.11811399
2014-08-06 00:00:00+00,LONG,3594,1.0,-0.76294327,0.14173299
2014-08-06 00:00:00+00,LONG,3703,0.0,-0.7337585,0.16425121
2014-08-07 00:00:00+00,LONG,2230,0.48765866952547177,-0.81400216,0.1222846
2014-08-07 00:00:00+00,LONG,2866,0.0,-0.69674075,0.1278928
2014-08-07 00:00:00+00,LONG,2986,0.0,-0.78913695,0.11752892
2014-08-07 00:00:00+00,LONG,2993,0.2945189674050537,-0.8612993,0.12431353
2014-08-07 00:00:00+00,LONG,1437,0.9393939393939394,-0.6890364,0.13450016
2014-08-07 00:00:00+00,LONG,3594,0.975,-0.85596913,0.13084112
2014-08-07 00:00:00+00,LONG,1650,0.0,-0.7190468,0.10626703
2014-08-07 00:00:00+00,LONG,1699,0.0,-0.79717314,0.15324548
