time,side,ticker_id,mv_dn_composite_labels,skew_weighted_10_df037,vola_roc_1_5_df040,normalized_3m_df004,price_to_sales_minmax_universe_df071
2008-08-06 00:00:00+00,SHORT,1473,1.0,0.4358322,0.5797234,0.54347825,0.0068
2008-08-08 00:00:00+00,SHORT,2972,0.0,0.3497144,0.47237223,0.24050634,0.0054
2008-08-15 00:00:00+00,SHORT,4074,0.0,0.3520244,0.681579,0.3,0.0054
2008-08-19 00:00:00+00,SHORT,1939,0.8181818181818181,0.4228896,0.48166463,0.46666667,0.0066
2008-08-22 00:00:00+00,SHORT,1523,0.25,0.4125668,0.65016264,0.16363636,0.0108
2008-08-25 00:00:00+00,SHORT,1523,0.19999999999999996,0.39243132,0.7388303,0.16363636,0.0105
2008-08-26 00:00:00+00,SHORT,1523,0.1499999999999999,0.3834458,0.6946939,0.16363636,0.0107
2008-08-27 00:00:00+00,SHORT,1396,1.0,0.45141178,-0.14474694,0.30612245,0.0574
2008-09-19 00:00:00+00,SHORT,843,0.0,0.3982531,1.9173659,0.67901236,0.0056
2008-09-19 00:00:00+00,SHORT,1396,0.0,0.38259265,1.6682483,0.71428573,0.0484
2008-09-22 00:00:00+00,SHORT,2125,1.0,0.4355951,1.3297286,0.8292683,0.0054
2008-09-25 00:00:00+00,SHORT,3708,0.0,0.3464333,0.0112618385,0.94871795,0.0055
2008-09-29 00:00:00+00,SHORT,4034,0.9090909090909091,0.4430754,1.7340733,0.8666667,0.009
2008-09-30 00:00:00+00,SHORT,4034,0.8181818181818181,0.3813232,-0.17117755,0.82608694,0.0083
2009-03-09 00:00:00+00,SHORT,1904,0.0,0.38631815,0.03642495,0.81609195,0.0073
2009-03-12 00:00:00+00,SHORT,988,0.0,0.36617914,0.98017883,0.72,0.0057
2009-03-13 00:00:00+00,SHORT,2479,0.0,0.4595153,1.2598251,0.3678161,0.0051
2009-03-16 00:00:00+00,SHORT,4223,0.0,0.34741005,0.31902274,0.47916666,0.0055
2009-03-17 00:00:00+00,SHORT,195,0.8,0.3494767,0.6341699,0.75,0.0066
2009-03-20 00:00:00+00,SHORT,1740,0.0,0.364568,0.8404045,0.17073171,0.0049
2009-03-23 00:00:00+00,SHORT,68,0.0,0.4405205,-0.056769624,0.92,0.0068
2009-03-23 00:00:00+00,SHORT,2613,1.0,0.3624942,0.00729278,0.59770113,0.0057
2009-03-23 00:00:00+00,SHORT,1043,0.0,0.38285565,0.03354084,0.05882353,0.0051
2009-03-23 00:00:00+00,SHORT,1740,0.8,0.42493555,0.7619711,0.17073171,0.0055
2009-03-24 00:00:00+00,SHORT,4097,0.0,0.3482427,0.34485698,0.06896552,0.0059
2009-03-24 00:00:00+00,SHORT,413,0.0,0.45725042,0.21662024,0.12643678,0.0053
2009-03-24 00:00:00+00,SHORT,540,0.0,0.4384037,1.9439359,0.90804595,0.0072
2009-03-24 00:00:00+00,SHORT,3046,0.0,0.39788422,0.5432278,0.057471264,0.0063
2009-03-24 00:00:00+00,SHORT,3098,0.0,0.4145245,0.22553456,0.08045977,0.0051
2009-03-24 00:00:00+00,SHORT,1396,0.0,0.38308004,0.9602045,0.21568628,0.0438
2009-03-24 00:00:00+00,SHORT,3466,1.0,0.420228,0.53012663,0.3902439,0.0061
2009-03-24 00:00:00+00,SHORT,1740,1.0,0.37542018,-0.0070891855,0.2195122,0.0054
2009-03-25 00:00:00+00,SHORT,4097,0.0,0.38179514,-0.1446644,0.06896552,0.0058
2009-03-25 00:00:00+00,SHORT,540,0.0,0.4237517,0.4745896,0.90804595,0.0071
2009-03-25 00:00:00+00,SHORT,2971,0.0,0.4247277,0.3230099,0.22916667,0.0059
2009-03-25 00:00:00+00,SHORT,3046,0.8571428571428572,0.41075814,0.6307825,0.057471264,0.0061
2009-03-25 00:00:00+00,SHORT,3271,1.0,0.42115822,-0.19363111,0.54901963,0.0052
2009-03-25 00:00:00+00,SHORT,3466,0.0,0.4336132,0.3607035,0.36585367,0.0059
2009-03-25 00:00:00+00,SHORT,3708,0.42657550117868875,0.42988655,0.046245724,0.62068963,0.0126
2009-03-25 00:00:00+00,SHORT,1939,0.41054511400481747,0.37134194,0.8372579,0.47916666,0.0089
2009-03-26 00:00:00+00,SHORT,52,1.0,0.41493803,0.81757534,0.47916666,0.0053
2009-03-26 00:00:00+00,SHORT,131,0.0,0.38383937,-0.060957942,0.33333334,0.0049
2009-03-26 00:00:00+00,SHORT,413,0.4444444444444444,0.3475446,-0.12148031,0.12643678,0.0052
2009-03-26 00:00:00+00,SHORT,2499,0.2929411833616248,0.44552222,-0.13048165,0.8787879,0.0087
2009-03-26 00:00:00+00,SHORT,2569,0.0,0.44507834,-0.102084585,0.9512195,0.005
2009-03-26 00:00:00+00,SHORT,540,0.0,0.3993517,0.3083467,0.90804595,0.0071
2009-03-26 00:00:00+00,SHORT,562,0.0,0.38356477,-0.15447775,0.6321839,0.0059
2009-03-26 00:00:00+00,SHORT,2690,1.0,0.42276525,0.5042404,0.31707317,0.0052
2009-03-26 00:00:00+00,SHORT,714,0.0,0.404644,-0.0824495,0.6744186,0.0055
2009-03-26 00:00:00+00,SHORT,2830,0.0,0.39641502,-0.16197757,0.23076923,0.0051
2009-03-26 00:00:00+00,SHORT,835,0.0,0.45956483,0.7945855,0.6781609,0.0058
2009-03-26 00:00:00+00,SHORT,2912,0.0,0.39344937,-0.013234009,0.1923077,0.0049
2009-03-26 00:00:00+00,SHORT,903,0.0,0.42917103,0.6876309,0.7058824,0.0053
2009-03-26 00:00:00+00,SHORT,3271,1.0,0.3969951,-0.14821744,0.54901963,0.0052
2009-03-26 00:00:00+00,SHORT,1235,0.0,0.40792957,-0.02718663,0.8888889,0.0051
2009-03-26 00:00:00+00,SHORT,3466,0.0,0.3937922,0.09744328,0.36585367,0.0059
2009-03-26 00:00:00+00,SHORT,3681,0.0,0.43151245,0.53673905,0.41379312,0.0058
2009-03-26 00:00:00+00,SHORT,3742,0.0,0.42956594,0.65907794,0.6511628,0.0051
2009-03-26 00:00:00+00,SHORT,3773,0.0,0.40312788,0.38868552,0.30232558,0.0059
2009-03-26 00:00:00+00,SHORT,3831,1.0,0.37344262,0.0046519656,0.4878049,0.0051
2009-03-27 00:00:00+00,SHORT,2938,0.3571462244613607,0.45640606,-0.08173778,0.4814815,0.0058
2009-03-27 00:00:00+00,SHORT,903,0.0,0.39851558,0.56225395,0.7058824,0.0058
2009-03-27 00:00:00+00,SHORT,2972,0.0,0.3741718,0.1099168,0.44827586,0.0055
2009-03-27 00:00:00+00,SHORT,2004,0.0,0.39482948,-0.13978624,0.9111111,0.0054
2009-04-01 00:00:00+00,SHORT,1888,0.0,0.41892502,0.5089814,0.71428573,0.0048
2009-04-16 00:00:00+00,SHORT,710,0.0,0.43629062,0.62242764,0.5,0.005
2009-04-23 00:00:00+00,SHORT,2716,0.0,0.45587552,0.01472028,0.6181818,0.0048
2009-04-23 00:00:00+00,SHORT,1396,0.0,0.39517453,-0.09986762,0.1875,0.0315
2009-04-27 00:00:00+00,SHORT,3137,0.17340532105814116,0.34210038,0.70247245,0.84745765,0.0066
2009-04-29 00:00:00+00,SHORT,195,0.3884350836150262,0.37292355,0.8642784,0.44,0.005
2009-05-04 00:00:00+00,SHORT,2305,0.8545338810070414,0.37296978,0.21948227,0.10169491,0.0052
2009-05-04 00:00:00+00,SHORT,2742,1.0,0.44460136,1.9805627,0.050847456,0.0053
2009-05-04 00:00:00+00,SHORT,862,0.40350165756326817,0.44554678,1.2929732,0.7647059,0.005
2009-05-04 00:00:00+00,SHORT,3708,0.0,0.3578283,1.6330603,0.443038,0.0088
2009-05-04 00:00:00+00,SHORT,4034,0.18106354764090418,0.36514363,-0.14952849,0.33333334,0.018
2009-05-05 00:00:00+00,SHORT,309,0.3274762602599183,0.38644198,0.9900017,0.24561404,0.009
2009-05-05 00:00:00+00,SHORT,540,0.0,0.45906484,-0.10218264,0.5641026,0.0061
2009-05-05 00:00:00+00,SHORT,842,0.9090909090909091,0.45924,1.6553268,0.27272728,0.0048
2009-05-05 00:00:00+00,SHORT,995,1.0,0.3629937,-0.039457284,0.7692308,0.0051
2009-05-06 00:00:00+00,SHORT,2119,0.0,0.34532902,0.8761088,0.4868421,0.0048
2009-05-06 00:00:00+00,SHORT,938,0.5839543288401865,0.38959965,0.6357429,0.3272727,0.0061
2009-05-06 00:00:00+00,SHORT,995,0.4889496805587966,0.3424931,-0.028659783,0.74358976,0.0051
2009-05-06 00:00:00+00,SHORT,3357,0.0,0.39849982,0.8170384,0.14705883,0.0079
2009-05-06 00:00:00+00,SHORT,3359,0.682980232007247,0.40092093,-0.17995629,0.8552632,0.0059
2009-05-06 00:00:00+00,SHORT,3907,1.0,0.42968893,0.68994653,0.76,0.0051
2009-05-06 00:00:00+00,SHORT,4074,0.0,0.42730737,1.2034675,0.7916667,0.0051
2009-05-13 00:00:00+00,SHORT,1960,0.0,0.44924465,2.060106,0.34285715,0.0379
2009-05-14 00:00:00+00,SHORT,1960,0.0,0.43731976,1.321935,0.37142858,0.037
2009-06-01 00:00:00+00,SHORT,2088,0.0,0.43966112,0.20515111,0.8333333,0.0088
2009-06-04 00:00:00+00,SHORT,2088,0.8823529411764706,0.37143025,0.07775247,0.8333333,0.0087
2009-06-15 00:00:00+00,SHORT,1396,0.21241577001664122,0.3767615,0.19590078,0.54901963,0.0327
2009-07-01 00:00:00+00,SHORT,4034,0.0,0.46183714,0.39270052,0.43137255,0.0174
2009-07-27 00:00:00+00,SHORT,1396,0.6117118647841074,0.40059385,-0.1554725,0.76086956,0.0258
2009-07-28 00:00:00+00,SHORT,1396,0.5082086985336258,0.3807472,1.1545889,0.75,0.0253
2010-05-13 00:00:00+00,SHORT,1483,0.19026417615405822,0.44043437,2.1191733,0.75,0.0054
2010-05-14 00:00:00+00,SHORT,1483,0.25884908683519375,0.4094813,1.1327189,0.75,0.0054
2010-05-17 00:00:00+00,SHORT,1483,0.0,0.43319225,0.05424587,0.7647059,0.0055
2010-06-07 00:00:00+00,SHORT,1483,0.0,0.3753568,-0.09003237,0.88235295,0.0055
2010-12-10 00:00:00+00,SHORT,266,0.16073639719527028,0.4355685,0.24556133,0.14285715,0.0051
2012-03-16 00:00:00+00,SHORT,85,0.7957546364759424,0.4433423,1.6574384,0.16666667,0.0548
2012-03-16 00:00:00+00,SHORT,845,0.6121796545214696,0.34715122,0.9907694,0.73170733,0.0544
2012-03-16 00:00:00+00,SHORT,4034,0.9230769230769231,0.40848824,-0.15953499,0.8979592,0.0549
2012-03-19 00:00:00+00,SHORT,2731,0.6548243865969529,0.4074303,0.16454443,0.8684211,0.0537
2012-03-19 00:00:00+00,SHORT,3233,0.4846825883605511,0.4399825,1.3192838,0.08510638,0.0539
2012-03-19 00:00:00+00,SHORT,1280,0.479204004492048,0.3553704,0.19179255,0.29787233,0.0541
2012-03-19 00:00:00+00,SHORT,4013,0.11960721387132542,0.43987128,0.6240468,0.5,0.0543
2012-03-20 00:00:00+00,SHORT,1328,0.4873632638781841,0.4247963,1.2233888,0.31914893,0.0555
2012-03-21 00:00:00+00,SHORT,1184,0.6,0.38635755,-0.06529743,0.87234044,0.0555
2012-03-28 00:00:00+00,SHORT,2508,0.8989689021274194,0.43119508,-0.09727673,0.41666666,0.0543
2012-03-28 00:00:00+00,SHORT,4073,0.0,0.44246897,1.5418075,0.12244898,0.054
2012-03-29 00:00:00+00,SHORT,1734,0.0,0.4033165,1.5942212,0.1627907,0.0539
2012-03-30 00:00:00+00,SHORT,1734,0.7031065379486061,0.36144358,0.8509788,0.1627907,0.0548
2012-04-02 00:00:00+00,SHORT,2085,0.8571428571428572,0.37738764,0.71759194,0.42857143,0.0577
2012-04-02 00:00:00+00,SHORT,323,0.5467568235908596,0.42370778,0.6657362,0.875,0.0572
2012-04-02 00:00:00+00,SHORT,2534,0.5439659648106413,0.44539988,0.68062586,0.9464286,0.0578
2012-04-02 00:00:00+00,SHORT,487,0.8696519339025384,0.3695028,1.2107602,0.11904762,0.0572
2012-04-02 00:00:00+00,SHORT,1087,1.0,0.3693612,0.1346026,0.2857143,0.0574
2012-04-02 00:00:00+00,SHORT,1734,0.6267652703865172,0.37205774,-0.17374738,0.18181819,0.0575
2012-04-03 00:00:00+00,SHORT,1087,0.4984563015598928,0.4007001,-0.0046592355,0.2857143,0.0585
2012-04-03 00:00:00+00,SHORT,1092,0.6958999491978818,0.3783538,0.55348456,0.40816328,0.0586
2012-04-04 00:00:00+00,SHORT,248,0.8888888888888888,0.3992663,-0.108839095,0.8035714,0.059
2012-04-04 00:00:00+00,SHORT,2912,0.3779821022159977,0.3432121,0.16297667,0.47058824,0.0587
2012-04-04 00:00:00+00,SHORT,4083,0.0,0.35313454,0.4208241,0.2857143,0.0586
2012-04-05 00:00:00+00,SHORT,2247,0.7450956183604319,0.40354756,0.013097918,0.5102041,0.0594
2012-04-05 00:00:00+00,SHORT,248,0.44144924061706553,0.34578526,-0.12521599,0.8035714,0.0596
2012-04-05 00:00:00+00,SHORT,475,1.0,0.35756472,-0.08630893,0.5421687,0.0599
2012-04-05 00:00:00+00,SHORT,2912,0.30245997825892756,0.43153203,0.09287868,0.47058824,0.0594
2012-04-05 00:00:00+00,SHORT,1534,0.8571428571428572,0.43754295,-0.077047825,0.7173913,0.0048
2012-04-24 00:00:00+00,SHORT,405,1.0,0.39341336,-0.17321104,0.41304347,0.0626
2012-04-24 00:00:00+00,SHORT,2543,0.6284849324488031,0.38300613,0.55140877,0.88461536,0.063
2012-04-25 00:00:00+00,SHORT,2508,0.0,0.42438748,1.6430013,0.8181818,0.0642
2012-04-25 00:00:00+00,SHORT,1360,0.028143514076510834,0.41749287,0.5283084,0.7,0.0337
2012-04-25 00:00:00+00,SHORT,3573,0.09152397305666445,0.39199653,-0.15574503,0.6666667,0.0637
2012-04-26 00:00:00+00,SHORT,1244,0.9333333333333333,0.37156975,1.2236171,0.8333333,0.0649
2012-04-26 00:00:00+00,SHORT,1360,0.0,0.43378186,0.7227317,0.6944444,0.0338
2012-04-27 00:00:00+00,SHORT,739,1.0,0.37244067,0.7481225,0.8,0.064
2012-04-30 00:00:00+00,SHORT,2253,0.9411764705882353,0.35037413,1.6917104,0.4,0.0654
2012-04-30 00:00:00+00,SHORT,429,1.0,0.3803213,1.6627612,0.78571427,0.0649
2012-04-30 00:00:00+00,SHORT,3124,0.9411764705882353,0.4078399,0.06699978,0.25925925,0.0545
2012-04-30 00:00:00+00,SHORT,1244,0.8,0.38625348,0.44832936,0.92,0.065
2012-04-30 00:00:00+00,SHORT,2042,0.4846434334991378,0.38773313,0.75568676,0.6097561,0.0651
2012-05-01 00:00:00+00,SHORT,2350,0.0,0.34255812,0.08140568,0.9375,0.0673
2012-05-01 00:00:00+00,SHORT,920,0.7,0.43143454,-0.16740341,0.6875,0.0062
2012-05-01 00:00:00+00,SHORT,1171,0.40516985717104576,0.43134457,0.20510426,0.4680851,0.0658
2012-05-01 00:00:00+00,SHORT,3357,0.6095342461234303,0.4440214,0.8511892,0.61764705,0.0664
2012-05-01 00:00:00+00,SHORT,1473,0.7290935986036934,0.40962043,0.36050546,0.36956522,0.0665
2012-05-01 00:00:00+00,SHORT,3573,0.0,0.39510074,-0.09355682,0.7058824,0.0656
2012-05-01 00:00:00+00,SHORT,3649,0.34995215395994633,0.4025709,-0.15486321,0.048780486,0.075
2012-05-01 00:00:00+00,SHORT,1740,1.0,0.44486618,0.4467501,0.7,0.0658
2012-05-01 00:00:00+00,SHORT,1949,1.0,0.3632805,0.40064892,0.35,0.0658
2012-06-05 00:00:00+00,SHORT,1396,0.5431643216814417,0.41058135,-0.09503286,0.80487806,0.0162
2012-07-02 00:00:00+00,SHORT,517,0.0,0.36116257,0.8555858,0.5641026,0.0107
2012-07-02 00:00:00+00,SHORT,594,0.4531610483338247,0.35195804,0.3975078,0.4642857,0.0112
2012-07-02 00:00:00+00,SHORT,2770,0.0,0.38412634,0.95599335,0.7647059,0.0108
2012-07-02 00:00:00+00,SHORT,3885,0.2736633375384748,0.40694714,1.8441362,0.20512821,0.0106
2012-07-02 00:00:00+00,SHORT,3897,0.44580224524921336,0.38209412,1.2101936,0.50980395,0.0105
2012-07-02 00:00:00+00,SHORT,4062,0.21122038395643322,0.40486035,0.9559723,0.38636363,0.0109
2012-07-03 00:00:00+00,SHORT,594,0.9444444444444444,0.3415513,0.3487787,0.49122807,0.0112
2012-07-03 00:00:00+00,SHORT,2770,0.0,0.37942782,0.9675283,0.7647059,0.0107
2012-07-03 00:00:00+00,SHORT,3187,0.4578377495138854,0.43224168,1.0830226,0.15789473,0.0105
2012-07-03 00:00:00+00,SHORT,3897,0.8,0.38209412,1.1748395,0.47058824,0.0104
2012-07-03 00:00:00+00,SHORT,2006,0.0,0.35141516,0.59669346,0.055555556,0.0106
2012-07-05 00:00:00+00,SHORT,2272,0.3577069800505904,0.36195618,2.1365874,0.8125,0.0136
2012-07-05 00:00:00+00,SHORT,594,0.3782979994533978,0.35240838,-0.018716997,0.4181818,0.0115
2012-07-05 00:00:00+00,SHORT,838,0.37434271685649245,0.36564294,1.6367959,0.8,0.0107
2012-07-05 00:00:00+00,SHORT,3486,1.0,0.4520581,1.3686659,0.8039216,0.0109
2012-07-05 00:00:00+00,SHORT,1463,0.0,0.43550932,0.20986994,0.8666667,0.011
2012-07-05 00:00:00+00,SHORT,3519,0.24529452540821337,0.4583279,1.042811,0.10909091,0.011
2012-07-06 00:00:00+00,SHORT,157,0.7611679114565879,0.45297557,1.2000355,0.8666667,0.0107
2012-07-06 00:00:00+00,SHORT,2421,0.0,0.42186955,0.14365597,0.44067797,0.0131
2012-07-06 00:00:00+00,SHORT,2770,0.0,0.38061115,0.44405234,0.74509805,0.0109
2012-07-06 00:00:00+00,SHORT,2801,0.11003528979437417,0.39144963,0.76098293,0.8,0.0108
2012-07-06 00:00:00+00,SHORT,3436,0.01709214853751343,0.3551113,1.1458943,0.7966102,0.0108
2012-07-09 00:00:00+00,SHORT,2032,0.0,0.4086572,0.47918633,0.88235295,0.0113
2012-07-10 00:00:00+00,SHORT,535,0.0,0.37168607,-0.19588071,0.75555557,0.0112
2012-07-11 00:00:00+00,SHORT,1176,0.4139313867278647,0.4184812,-0.1812365,0.5641026,0.0136
2012-07-12 00:00:00+00,SHORT,3885,0.27265528619552454,0.41237512,0.5281073,0.15384616,0.0107
2012-07-13 00:00:00+00,SHORT,4153,0.7888434736688626,0.43308988,0.5105145,0.30769232,0.0111
2012-07-13 00:00:00+00,SHORT,2106,0.0,0.45930466,0.053479083,0.88135594,0.0109
2012-07-13 00:00:00+00,SHORT,1910,0.0,0.3580156,0.16673164,0.07692308,0.0111
2012-07-17 00:00:00+00,SHORT,259,0.0,0.43165192,0.8843385,0.3559322,0.0111
2012-07-17 00:00:00+00,SHORT,1360,0.5415971516894771,0.42566466,0.45015213,0.4871795,0.0538
2012-07-17 00:00:00+00,SHORT,1910,0.0,0.35163,-0.058348637,0.07692308,0.0113
2012-07-19 00:00:00+00,SHORT,2061,0.36953854151146015,0.35457066,1.1730894,0.7894737,0.0122
2012-07-19 00:00:00+00,SHORT,1220,0.7058143714052448,0.4222255,0.116876505,0.78571427,0.0112
2012-07-19 00:00:00+00,SHORT,3471,1.0,0.36715373,0.7399328,0.6551724,0.0108
2012-07-19 00:00:00+00,SHORT,1838,0.0,0.39936575,0.18150096,0.12068965,0.0107
2012-07-20 00:00:00+00,SHORT,9,0.3471906414826415,0.34896582,0.61755246,0.22033899,0.0113
2012-07-20 00:00:00+00,SHORT,2504,0.6168426021010496,0.39711556,0.40881553,0.9189189,0.0111
2012-07-20 00:00:00+00,SHORT,2661,0.40396408148471613,0.4481479,0.09652083,0.6756757,0.015
2012-07-20 00:00:00+00,SHORT,1396,0.4313368901796554,0.43329102,0.41421357,0.25,0.0275
2012-07-20 00:00:00+00,SHORT,2006,0.9090909090909091,0.44295648,1.1676892,0.055555556,0.0113
2012-07-25 00:00:00+00,SHORT,2473,0.4211704421404472,0.46026975,0.2913371,0.05,0.0117
2012-07-26 00:00:00+00,SHORT,234,0.0,0.40766987,0.110733576,0.63265306,0.013
2012-07-30 00:00:00+00,SHORT,2835,0.3986586473909219,0.36273706,0.21611138,0.625,0.0112
2012-07-30 00:00:00+00,SHORT,1534,0.0,0.41948196,0.4149587,0.7083333,0.0131
2012-07-30 00:00:00+00,SHORT,4062,0.2084589778870809,0.45506358,1.0699251,0.675,0.0113
2012-07-31 00:00:00+00,SHORT,2107,0.0,0.36926547,1.56311,0.2857143,0.0111
2012-07-31 00:00:00+00,SHORT,1869,0.0,0.41309476,0.4123301,0.25,0.0111
2012-08-01 00:00:00+00,SHORT,1108,0.0,0.36353007,0.9279964,0.44186047,0.012
2012-08-03 00:00:00+00,SHORT,3192,0.0,0.38187906,0.8184727,0.8947368,0.0111
2012-08-03 00:00:00+00,SHORT,1719,0.0,0.43241233,0.3659405,0.30508474,0.0111
2012-08-08 00:00:00+00,SHORT,2106,0.0,0.3486904,0.28947216,0.93333334,0.0115
2012-08-08 00:00:00+00,SHORT,2421,0.2445507122654645,0.40611184,1.0868875,0.5,0.0142
2012-08-08 00:00:00+00,SHORT,2469,0.0,0.40679044,0.5347905,0.6333333,0.0117
2012-08-08 00:00:00+00,SHORT,1396,0.6498843955921213,0.39356136,-0.12552537,0.44444445,0.0274
2012-08-08 00:00:00+00,SHORT,3574,0.0,0.4063743,0.38680002,0.8,0.0128
2012-08-09 00:00:00+00,SHORT,3116,0.1799046270654223,0.34829268,0.29225782,0.6,0.0118
2012-08-09 00:00:00+00,SHORT,3574,0.0,0.4627486,0.32530943,0.8,0.013
2012-08-14 00:00:00+00,SHORT,2640,0.049945177764713564,0.4416123,-0.10549923,0.11111111,0.0126
2012-08-16 00:00:00+00,SHORT,3378,0.0,0.42407048,0.99692804,0.41379312,0.0125
2012-08-17 00:00:00+00,SHORT,739,0.31306111433367667,0.41069266,0.31216356,0.15789473,0.0125
2012-08-17 00:00:00+00,SHORT,1423,0.39860269959876266,0.44598058,0.26683432,0.26923078,0.0049
2012-08-20 00:00:00+00,SHORT,2504,0.4424433298328585,0.4067256,0.19965208,0.102564104,0.012
2012-08-20 00:00:00+00,SHORT,2770,0.0,0.38285425,1.488431,0.23076923,0.0123
2012-08-20 00:00:00+00,SHORT,3581,0.45416099802547977,0.37662363,0.018417235,0.42307693,0.0126
2012-08-21 00:00:00+00,SHORT,2067,0.3248482770049971,0.37502643,1.0027254,0.33333334,0.0118
2012-08-21 00:00:00+00,SHORT,4201,0.0,0.43168706,0.9279204,0.35555556,0.0121
2012-08-21 00:00:00+00,SHORT,335,0.0,0.412124,1.3167099,0.84444445,0.0119
2012-08-21 00:00:00+00,SHORT,1185,0.0,0.37982753,0.7276251,0.16666667,0.0121
2012-08-22 00:00:00+00,SHORT,2066,0.9411764705882353,0.40705183,0.29540327,0.7647059,0.0118
2012-08-22 00:00:00+00,SHORT,2006,0.4879493587541115,0.41259623,1.481234,0.055555556,0.0119
2012-08-23 00:00:00+00,SHORT,2381,0.0,0.3490322,0.3887639,0.071428575,0.0116
2012-08-28 00:00:00+00,SHORT,3621,0.0,0.37650266,0.06709732,0.75,0.0126
2012-08-28 00:00:00+00,SHORT,4049,0.0,0.39917013,1.9573894,0.73913044,0.0052
2012-08-29 00:00:00+00,SHORT,3378,0.0,0.35171336,2.1079638,0.47457626,0.0124
2012-08-29 00:00:00+00,SHORT,4049,0.0,0.35432613,1.974519,0.73913044,0.0053
2012-09-05 00:00:00+00,SHORT,1286,0.20857682926922433,0.36672914,0.56628436,0.3653846,0.0128
2012-09-07 00:00:00+00,SHORT,858,0.47848996096362967,0.39537254,0.3858744,0.051282052,0.0125
2012-09-12 00:00:00+00,SHORT,4197,0.0,0.43648747,1.2632782,0.34210527,0.0131
2012-09-13 00:00:00+00,SHORT,3895,0.48161518255453856,0.400114,0.18074553,0.6229508,0.0137
2012-09-14 00:00:00+00,SHORT,444,0.6524682497113471,0.39361918,-0.18045515,0.3114754,0.0133
2012-09-14 00:00:00+00,SHORT,3596,1.0,0.40744364,1.7933476,0.9433962,0.0134
2012-09-14 00:00:00+00,SHORT,3897,1.0,0.46065843,0.50193673,0.16981132,0.0132
2012-09-17 00:00:00+00,SHORT,270,0.5961553133675351,0.45321426,1.9248922,0.6875,0.0154
2012-09-17 00:00:00+00,SHORT,836,0.5087876906023476,0.3862934,-0.19043165,0.3272727,0.0138
2012-09-17 00:00:00+00,SHORT,1523,0.0,0.39637983,0.12873122,0.0754717,0.0134
2012-09-17 00:00:00+00,SHORT,3822,0.43071131285685327,0.4415236,1.5532736,0.44262296,0.0213
2012-09-17 00:00:00+00,SHORT,1790,0.21313607750777064,0.42202297,0.77472,0.625,0.0136
2012-09-17 00:00:00+00,SHORT,3851,0.41299722954915546,0.3431257,0.9765019,0.65,0.0134
2012-09-17 00:00:00+00,SHORT,1826,0.1947764692148163,0.34839138,-0.18958986,0.3125,0.0136
2012-09-17 00:00:00+00,SHORT,3905,0.4617416006683667,0.42609486,0.0774521,0.3090909,0.0134
2012-09-17 00:00:00+00,SHORT,1869,0.36603745590126335,0.4003205,-0.098146945,0.7,0.0133
2012-09-18 00:00:00+00,SHORT,2132,0.09584202005624538,0.3896494,0.30334193,0.92727274,0.0133
2012-09-18 00:00:00+00,SHORT,394,0.18931221980037366,0.37211308,1.0709407,0.8888889,0.0139
2012-09-18 00:00:00+00,SHORT,694,0.2423285067167073,0.40016636,1.6142503,0.25,0.0134
2012-09-18 00:00:00+00,SHORT,2877,0.0,0.44568428,1.1271663,0.31111112,0.0133
2012-09-18 00:00:00+00,SHORT,1719,0.6731959969097776,0.39413518,-0.11365878,0.33333334,0.0132
2012-09-19 00:00:00+00,SHORT,2129,0.0,0.41522887,0.48243687,0.4347826,0.0055
2012-09-19 00:00:00+00,SHORT,167,0.7734749808855506,0.37432894,-0.04782804,0.94871795,0.0164
2012-09-19 00:00:00+00,SHORT,1185,0.5231096736943286,0.34935823,0.38552526,0.11111111,0.0136
2012-09-19 00:00:00+00,SHORT,1463,0.19494748849202478,0.42932045,-0.05121946,0.7111111,0.0136
2012-09-19 00:00:00+00,SHORT,3743,0.14178731569563074,0.4277056,0.51298475,0.5,0.0136
2012-09-19 00:00:00+00,SHORT,1719,0.6321742345232073,0.41528422,2.1868503,0.35,0.0133
2012-09-19 00:00:00+00,SHORT,1826,0.0,0.43541515,-0.13758162,0.3125,0.0137
2012-09-19 00:00:00+00,SHORT,3905,0.23528705609952572,0.34475893,1.4974916,0.3090909,0.0134
2012-09-20 00:00:00+00,SHORT,2421,0.3791269082966823,0.37443072,0.37769544,0.5833333,0.016
2012-09-20 00:00:00+00,SHORT,1423,0.9,0.45614484,0.34361726,0.6862745,0.0049
2012-09-20 00:00:00+00,SHORT,1668,0.0,0.37074828,0.31425747,0.12727273,0.0133
2012-09-20 00:00:00+00,SHORT,1734,0.9185876688313035,0.34303722,0.01708415,0.15,0.0137
2012-09-20 00:00:00+00,SHORT,3837,0.0,0.45727378,-0.07210047,0.44444445,0.0135
2012-09-20 00:00:00+00,SHORT,1807,0.8167356055918118,0.38535038,-0.14925423,0.95,0.0133
2012-09-24 00:00:00+00,SHORT,1149,0.7430176205612135,0.409171,1.8419574,0.8666667,0.0132
2012-09-24 00:00:00+00,SHORT,3378,0.16991530820175857,0.35545117,-0.095704496,0.53333336,0.0131
2012-10-01 00:00:00+00,SHORT,1297,0.6902801933957383,0.36729753,0.83101666,0.6818182,0.0092
2012-10-01 00:00:00+00,SHORT,3702,0.591153291824549,0.37104994,1.6069349,0.7058824,0.0074
2012-10-02 00:00:00+00,SHORT,386,0.9166666666666666,0.3536929,0.425254,0.5740741,0.0075
