time,side,ticker_id,mv_dn_composite_labels,skew_weighted_10_df037,vola_roc_1_5_df040,normalized_3m_df004,price_to_sales_minmax_universe_df071
2008-02-29 00:00:00+00,SHORT,3192,0.0,0.37877154,0.3967893,0.85365856,0.0071
2008-02-29 00:00:00+00,SHORT,1173,0.0,0.34314474,-0.098909244,0.34146342,0.0051
2008-02-29 00:00:00+00,SHORT,3683,0.8823529411764706,0.3671797,0.177286,0.45714286,0.0079
2008-03-03 00:00:00+00,SHORT,838,0.3585056309418728,0.35115615,-5.462855E-4,0.8666667,0.0074
2008-03-03 00:00:00+00,SHORT,914,0.38432955688717624,0.44104025,1.2875482,0.7741935,0.0088
2008-03-03 00:00:00+00,SHORT,1173,0.0,0.39396372,-0.111500315,0.325,0.005
2008-03-03 00:00:00+00,SHORT,3683,0.8235294117647058,0.4256307,0.74548185,0.45714286,0.0081
2008-03-03 00:00:00+00,SHORT,3947,0.0,0.39577454,0.16043866,0.5,0.0057
2008-03-04 00:00:00+00,SHORT,429,0.0,0.35985044,0.0020757248,0.5423729,0.0063
2008-03-04 00:00:00+00,SHORT,1114,0.0,0.37499163,0.62066615,0.11111111,0.0073
2008-03-05 00:00:00+00,SHORT,1244,0.38140291111923225,0.38188875,0.0322188,0.6,0.0073
2008-03-06 00:00:00+00,SHORT,1631,0.0,0.42178282,-0.11933658,0.88372093,0.0072
2008-03-10 00:00:00+00,SHORT,1360,0.0,0.43821305,2.1805868,0.5365854,0.0654
2008-03-11 00:00:00+00,SHORT,1360,0.0,0.34567288,1.6303085,0.5,0.0595
2008-03-12 00:00:00+00,SHORT,1360,0.0,0.39668438,1.1429046,0.58536583,0.058
2008-03-14 00:00:00+00,SHORT,4137,1.0,0.39217386,0.7932048,0.35714287,0.0144
2008-03-14 00:00:00+00,SHORT,1300,0.2725012407892501,0.36697528,1.512113,0.26666668,0.0084
2008-03-17 00:00:00+00,SHORT,88,1.0,0.39795214,0.756297,0.8888889,0.0111
2008-03-20 00:00:00+00,SHORT,2993,0.0,0.37357864,1.6369411,0.7254902,0.0079
2008-03-24 00:00:00+00,SHORT,2106,0.49117342769237593,0.35464752,1.1435714,0.3137255,0.0082
2008-03-24 00:00:00+00,SHORT,2553,0.0,0.38692653,0.14728944,0.9425287,0.0051
2008-03-24 00:00:00+00,SHORT,1114,0.0,0.38799235,2.1745293,0.11111111,0.0083
2008-03-24 00:00:00+00,SHORT,3621,0.6202212647716148,0.3494857,0.8988473,0.5,0.009
2008-03-24 00:00:00+00,SHORT,1748,0.0,0.46303418,1.7999738,0.7058824,0.0083
2008-03-24 00:00:00+00,SHORT,3923,0.2795859580771781,0.43082795,-0.0013645146,0.82758623,0.0052
2008-03-24 00:00:00+00,SHORT,1985,0.0,0.44541508,0.084009595,0.40677965,0.0048
2008-03-25 00:00:00+00,SHORT,4150,0.0,0.45170423,1.0907315,0.47058824,0.008
2008-03-25 00:00:00+00,SHORT,2106,0.35756376584509125,0.38444218,0.5587311,0.3137255,0.0079
2008-03-25 00:00:00+00,SHORT,2553,0.0,0.41957712,0.70821214,0.9425287,0.005
2008-03-25 00:00:00+00,SHORT,643,0.4907932164826071,0.44748333,1.8141892,0.25490198,0.0081
2008-03-25 00:00:00+00,SHORT,1114,0.0,0.39943424,1.357961,0.11111111,0.008
2008-03-25 00:00:00+00,SHORT,3343,0.0,0.37286988,0.38381356,0.4090909,0.0102
2008-03-25 00:00:00+00,SHORT,3621,0.5331936519044276,0.40846142,0.8213436,0.5,0.0087
2008-03-25 00:00:00+00,SHORT,1748,0.0,0.46014354,0.83655685,0.7254902,0.008
2008-03-26 00:00:00+00,SHORT,2351,0.0,0.40926498,0.28617305,0.90909094,0.0088
2008-03-26 00:00:00+00,SHORT,370,0.19216726539892068,0.34339154,-0.047103856,0.6,0.0065
2008-03-26 00:00:00+00,SHORT,2863,0.40395638056052974,0.3859285,1.2577049,0.82758623,0.0053
2008-03-26 00:00:00+00,SHORT,1064,0.4799985583626694,0.4423345,-0.026417725,0.08571429,0.0082
2008-03-26 00:00:00+00,SHORT,3187,0.8333333333333334,0.46363628,0.47998646,0.24242425,0.0075
2008-03-26 00:00:00+00,SHORT,1748,0.0,0.38496113,0.5058835,0.74509805,0.0078
2008-03-27 00:00:00+00,SHORT,221,0.0,0.3815453,0.08341878,0.81632656,0.0074
2008-03-27 00:00:00+00,SHORT,3114,0.0,0.38502446,0.56807494,0.94285715,0.0079
2008-03-27 00:00:00+00,SHORT,1149,0.0,0.353736,-0.15225062,0.12244898,0.0076
2008-03-27 00:00:00+00,SHORT,3861,0.4388715061637263,0.39840424,-0.12825383,0.67346936,0.0082
2008-03-28 00:00:00+00,SHORT,3114,0.0,0.36237675,-0.16707006,0.94285715,0.0078
2008-04-01 00:00:00+00,SHORT,2665,0.0,0.37636074,0.011933354,0.4375,0.0073
2008-04-01 00:00:00+00,SHORT,3586,0.0,0.35409564,0.41490307,0.25,0.0076
2008-04-01 00:00:00+00,SHORT,3818,0.1428571428571429,0.3560053,-0.16556653,0.18367347,0.0074
2008-04-01 00:00:00+00,SHORT,3825,0.0,0.38929337,1.0923343,0.9,0.0073
2008-04-02 00:00:00+00,SHORT,9,0.3975968476115059,0.4141242,-0.06706418,0.78723407,0.0077
2008-04-02 00:00:00+00,SHORT,221,1.0,0.3946176,0.04167146,0.7446808,0.0075
2008-04-02 00:00:00+00,SHORT,517,0.0,0.44943455,-0.16348256,0.625,0.0079
2008-04-02 00:00:00+00,SHORT,580,1.0,0.38897744,0.54263127,0.8684211,0.0079
2008-04-02 00:00:00+00,SHORT,1453,0.0,0.36782148,-0.04938115,0.31914893,0.0075
2008-04-02 00:00:00+00,SHORT,3773,0.3988633308295956,0.38428816,5.9404096E-4,0.4893617,0.0078
2008-04-02 00:00:00+00,SHORT,3802,0.0,0.3601717,0.41144416,0.25581396,0.0056
2008-04-03 00:00:00+00,SHORT,9,0.4071124207095968,0.4026834,0.44291872,0.79591835,0.0079
2008-04-03 00:00:00+00,SHORT,4118,0.0,0.4217645,1.5655205,0.84615386,0.0077
2008-04-03 00:00:00+00,SHORT,4140,0.3188180882210267,0.4579502,1.6705873,0.5588235,0.0078
2008-04-03 00:00:00+00,SHORT,2381,0.0,0.36940792,0.3038864,0.14705883,0.0075
2008-04-03 00:00:00+00,SHORT,517,0.0,0.38178214,-0.025393603,0.675,0.0081
2008-04-03 00:00:00+00,SHORT,562,0.0,0.42650172,0.06806552,0.3372093,0.0051
2008-04-03 00:00:00+00,SHORT,2613,0.6504525855257187,0.36082068,0.30102324,0.18604651,0.0048
2008-04-03 00:00:00+00,SHORT,578,0.0,0.37222221,0.3816536,0.1764706,0.0082
2008-04-03 00:00:00+00,SHORT,643,0.4739196498100466,0.40368134,0.11160016,0.26530612,0.0079
2008-04-03 00:00:00+00,SHORT,3381,1.0,0.363758,0.7325849,0.40697673,0.005
2008-04-03 00:00:00+00,SHORT,1453,0.0,0.3667478,0.49957573,0.3265306,0.0077
2008-04-03 00:00:00+00,SHORT,3773,0.3252150663812258,0.41128546,0.56517243,0.53061223,0.008
2008-04-03 00:00:00+00,SHORT,3802,0.0,0.43075058,1.327949,0.27906978,0.0057
2008-04-03 00:00:00+00,SHORT,1767,0.0,0.36301482,-0.1571197,0.29411766,0.0084
2008-04-04 00:00:00+00,SHORT,4171,0.29409406640001196,0.34323883,0.6374515,0.55813956,0.0051
2008-04-04 00:00:00+00,SHORT,517,0.0,0.38285765,1.5969071,0.65,0.0077
2008-04-04 00:00:00+00,SHORT,694,0.0,0.41838232,-0.19122224,0.61904764,0.0075
2008-04-04 00:00:00+00,SHORT,937,0.03122907537841875,0.4587615,1.2030121,0.575,0.0083
2008-04-04 00:00:00+00,SHORT,3127,0.0,0.45236096,0.15746564,0.5102041,0.0076
2008-04-04 00:00:00+00,SHORT,3218,1.0,0.452699,1.5509528,0.85294116,0.0075
2008-04-04 00:00:00+00,SHORT,3343,0.0,0.42159548,0.116082676,0.3809524,0.0097
2008-04-04 00:00:00+00,SHORT,3473,0.0,0.43216115,1.8452376,0.05882353,0.007
2008-04-04 00:00:00+00,SHORT,3513,0.8571428571428572,0.404752,0.31350595,0.3409091,0.0058
2008-04-04 00:00:00+00,SHORT,1690,0.0,0.43984193,0.015673483,0.6857143,0.0081
2008-04-07 00:00:00+00,SHORT,3198,0.19895213114954985,0.38563448,0.8020141,0.52380955,0.0106
2008-04-07 00:00:00+00,SHORT,3473,0.0,0.4269896,0.46209988,0.05882353,0.0071
2008-04-07 00:00:00+00,SHORT,3515,0.0,0.46163395,0.17259005,0.5641026,0.0082
2008-04-07 00:00:00+00,SHORT,3631,0.0,0.40807635,-0.13469104,0.4871795,0.0079
2008-04-08 00:00:00+00,SHORT,11,0.0,0.3866825,-0.1054514,0.14545454,0.0049
2008-04-08 00:00:00+00,SHORT,3515,0.0,0.36476135,-0.07619591,0.5897436,0.0082
2008-04-08 00:00:00+00,SHORT,3684,0.8888888888888888,0.3801594,-0.021083787,0.2,0.0083
2008-04-14 00:00:00+00,SHORT,4050,0.0,0.35175982,0.14435574,0.925,0.0073
2008-04-16 00:00:00+00,SHORT,4050,0.0,0.34475365,-0.19492605,0.925,0.0078
2008-04-17 00:00:00+00,SHORT,629,1.0,0.44663963,1.4511081,0.16666667,0.011
2008-04-18 00:00:00+00,SHORT,304,0.0,0.40254447,0.9053867,0.61538464,0.0075
2008-04-18 00:00:00+00,SHORT,2473,0.0,0.38165307,1.2165447,0.6923077,0.0082
2008-04-21 00:00:00+00,SHORT,1748,0.0,0.39685616,0.43141335,0.7446808,0.0077
2008-04-21 00:00:00+00,SHORT,1908,0.0,0.39718428,0.15982118,0.7058824,0.0052
2008-04-22 00:00:00+00,SHORT,2690,0.0,0.42878556,0.38151717,0.6585366,0.005
2008-04-22 00:00:00+00,SHORT,1280,0.6618028403729714,0.42472944,0.30158332,0.34146342,0.0064
2008-04-22 00:00:00+00,SHORT,3433,0.0,0.45846802,0.5713798,0.16216215,0.005
2008-04-22 00:00:00+00,SHORT,1748,0.0,0.41392046,-0.121609926,0.6086956,0.0078
2008-04-22 00:00:00+00,SHORT,3815,0.0,0.35135436,0.94703525,0.5365854,0.0061
2008-04-23 00:00:00+00,SHORT,3233,0.2818870575110159,0.34207934,-0.18344156,0.14285715,0.0052
2008-04-24 00:00:00+00,SHORT,3466,0.0,0.4219094,0.02590596,0.7631579,0.0057
2008-04-25 00:00:00+00,SHORT,2932,0.0,0.45710254,0.82837415,0.7619048,0.005
2008-04-25 00:00:00+00,SHORT,1173,0.1444784890394071,0.45046642,-0.17522731,0.45238096,0.0055
2008-04-25 00:00:00+00,SHORT,1280,0.0,0.43069023,0.011044202,0.33333334,0.0065
2008-04-25 00:00:00+00,SHORT,1371,0.0,0.38511628,-0.1735194,0.71428573,0.0096
2008-04-28 00:00:00+00,SHORT,3100,0.6096748669657108,0.403533,0.08005029,0.3125,0.0071
2008-04-28 00:00:00+00,SHORT,3684,0.0,0.42075658,-0.12952085,0.22857143,0.0089
2008-04-28 00:00:00+00,SHORT,1908,0.0,0.3698313,0.07535467,0.7368421,0.0056
2008-04-29 00:00:00+00,SHORT,9,0.0,0.3612839,0.8151521,0.7777778,0.0083
2008-04-29 00:00:00+00,SHORT,4118,0.6666666666666667,0.40108836,1.2381608,0.8333333,0.0081
2008-04-29 00:00:00+00,SHORT,4169,0.9090909090909091,0.37815025,1.2957118,0.64285713,0.0051
2008-04-29 00:00:00+00,SHORT,1112,0.0,0.40927956,1.0533688,0.1,0.01
2008-04-29 00:00:00+00,SHORT,1700,0.0,0.34953398,-0.17061414,0.07692308,0.005
2008-04-30 00:00:00+00,SHORT,3473,0.0,0.41955143,0.087598555,0.15625,0.0077
2008-04-30 00:00:00+00,SHORT,3486,0.17841139641402118,0.40065396,0.06704389,0.5555556,0.0082
2008-05-01 00:00:00+00,SHORT,157,1.0,0.4060209,0.12235687,0.121212125,0.0083
2008-05-02 00:00:00+00,SHORT,194,0.2566432526194481,0.37875575,0.4957493,0.9411765,0.0089
2008-05-02 00:00:00+00,SHORT,641,0.4113370433688078,0.35716265,-0.09864492,0.5,0.0049
2008-05-02 00:00:00+00,SHORT,2870,0.789775191973337,0.39515293,0.022920638,0.5625,0.0085
2008-05-02 00:00:00+00,SHORT,975,0.7191742702022932,0.4500158,1.0402912,0.2647059,0.0084
2008-05-02 00:00:00+00,SHORT,1678,0.5559521443755907,0.46276373,1.6507977,0.5714286,0.0051
2008-05-05 00:00:00+00,SHORT,975,0.6054427220036531,0.3803815,0.79650676,0.34285715,0.0086
2008-05-06 00:00:00+00,SHORT,3187,0.6666666666666667,0.39845964,-0.09855981,0.15151516,0.0082
2008-05-06 00:00:00+00,SHORT,1220,0.5750856433257828,0.41487724,0.070550665,0.5151515,0.0093
2008-05-07 00:00:00+00,SHORT,221,0.5,0.3610015,0.3289703,0.7083333,0.0083
2008-05-07 00:00:00+00,SHORT,2381,0.5,0.40276477,0.015150128,0.28125,0.0081
2008-05-07 00:00:00+00,SHORT,2801,0.0,0.3830004,0.021492658,0.85294116,0.0085
2008-05-07 00:00:00+00,SHORT,3241,0.1928248741850403,0.34486154,0.93408054,0.6875,0.0087
2008-05-07 00:00:00+00,SHORT,3310,0.0,0.34984517,0.1887133,0.3529412,0.0087
2008-05-07 00:00:00+00,SHORT,3677,0.875,0.35833928,0.9657263,0.5,0.0093
2008-05-08 00:00:00+00,SHORT,194,0.1896184633741386,0.3641261,-0.17415479,0.9375,0.0097
2008-05-08 00:00:00+00,SHORT,1108,0.18380559962845988,0.44584522,0.35487047,0.3030303,0.0112
2008-05-08 00:00:00+00,SHORT,3310,0.0,0.405647,0.35329047,0.36363637,0.0091
2008-05-08 00:00:00+00,SHORT,3677,0.8125,0.40811235,0.2554624,0.47916666,0.0097
2008-05-16 00:00:00+00,SHORT,2050,0.4259740488401622,0.37108865,0.008572946,0.7586207,0.0067
2008-05-16 00:00:00+00,SHORT,4187,0.0,0.38416448,1.3926387,0.6511628,0.0059
2008-05-16 00:00:00+00,SHORT,2367,1.0,0.3559541,0.5337611,0.8541667,0.0058
2008-05-16 00:00:00+00,SHORT,429,0.6306250420749824,0.3899001,-0.04007553,0.72727275,0.0094
2008-05-16 00:00:00+00,SHORT,857,0.0,0.3926949,0.49493164,0.6551724,0.0059
2008-05-16 00:00:00+00,SHORT,1719,1.0,0.41270435,-0.17081362,0.21428572,0.0057
2008-05-19 00:00:00+00,SHORT,2133,1.0,0.40360668,1.8423489,0.7090909,0.0068
2008-05-19 00:00:00+00,SHORT,323,1.0,0.42611057,0.55632573,0.8,0.0056
2008-05-19 00:00:00+00,SHORT,862,1.0,0.41594902,0.610717,0.8958333,0.0069
2008-05-19 00:00:00+00,SHORT,1523,0.2747180223679993,0.44538954,0.3490311,0.8545455,0.0169
2008-05-19 00:00:00+00,SHORT,1610,1.0,0.4282692,0.3263473,0.2631579,0.0065
2008-05-19 00:00:00+00,SHORT,3763,1.0,0.4349805,1.4179168,0.85714287,0.0067
2008-05-19 00:00:00+00,SHORT,3828,0.7992204161635883,0.3811239,0.2960915,0.8333333,0.006
2008-05-19 00:00:00+00,SHORT,1816,0.42618810000965957,0.4448269,0.19720821,0.39534885,0.0063
2008-05-20 00:00:00+00,SHORT,2550,0.64641569116685,0.399917,-0.08944926,0.81578946,0.0061
2008-05-20 00:00:00+00,SHORT,3013,0.5090483169442647,0.37941787,0.6012603,0.8947368,0.0056
2008-05-21 00:00:00+00,SHORT,498,0.0,0.346982,1.0800693,0.65789473,0.0062
2008-05-21 00:00:00+00,SHORT,2550,0.0,0.4584744,-0.109756105,0.7105263,0.0061
2008-05-21 00:00:00+00,SHORT,1173,0.352992760965156,0.406789,1.3939962,0.36585367,0.0073
2008-05-21 00:00:00+00,SHORT,3693,0.5831519437091288,0.40974662,0.7433603,0.6315789,0.007
2008-05-21 00:00:00+00,SHORT,1673,0.0,0.42488706,0.60528105,0.18421052,0.0074
2008-05-22 00:00:00+00,SHORT,4137,0.0,0.45787233,0.5796263,0.35714287,0.0066
2008-05-22 00:00:00+00,SHORT,88,0.0,0.3607537,0.18689132,0.6315789,0.0136
2008-05-22 00:00:00+00,SHORT,2690,0.0,0.3969561,0.58906215,0.74418604,0.0066
2008-05-22 00:00:00+00,SHORT,897,0.33618233387396457,0.346164,1.0627251,0.6511628,0.0057
2008-05-22 00:00:00+00,SHORT,974,0.9,0.45291767,0.19495799,0.7291667,0.0065
2008-05-22 00:00:00+00,SHORT,1173,0.5012229313372185,0.3746962,-0.07547128,0.39534885,0.0073
2008-05-22 00:00:00+00,SHORT,3433,0.32808270554761904,0.4302024,-0.12917751,0.5,0.0067
2008-05-22 00:00:00+00,SHORT,1700,0.0,0.3459144,-0.17551744,0.74545455,0.007
2008-05-23 00:00:00+00,SHORT,974,0.4709048300857952,0.45505068,0.22641043,0.75,0.0063
2008-05-23 00:00:00+00,SHORT,1673,0.0,0.37636626,-0.19639003,0.31578946,0.0071
2008-05-27 00:00:00+00,SHORT,974,0.7,0.44602555,0.045265585,0.7291667,0.0063
2008-05-27 00:00:00+00,SHORT,1462,0.0,0.43512276,-0.07846704,0.16666667,0.0057
2008-05-29 00:00:00+00,SHORT,558,0.05882352941176472,0.44342223,1.546169,0.24444444,0.0058
2008-05-29 00:00:00+00,SHORT,588,1.0,0.38747036,0.53737825,0.6333333,0.0053
2008-05-29 00:00:00+00,SHORT,3271,0.7058823529411764,0.464098,0.22656386,0.4375,0.0056
2008-05-30 00:00:00+00,SHORT,64,0.9219142468870519,0.3645092,0.796194,0.6909091,0.0076
2008-05-30 00:00:00+00,SHORT,588,0.9166666666666666,0.35801616,0.648017,0.67741936,0.0055
2008-05-30 00:00:00+00,SHORT,974,0.3999999999999999,0.44069284,-0.15786684,0.7708333,0.0061
2008-05-30 00:00:00+00,SHORT,3271,0.6470588235294118,0.3530215,0.7674655,0.45833334,0.0058
2008-05-30 00:00:00+00,SHORT,1908,0.0,0.43707827,0.93478525,0.28947368,0.007
2008-06-02 00:00:00+00,SHORT,974,0.29999999999999993,0.35923994,-0.14620167,0.7708333,0.0063
2008-06-02 00:00:00+00,SHORT,3244,0.8947368421052632,0.45410237,1.8343469,0.627907,0.0058
2008-06-05 00:00:00+00,SHORT,900,0.268507814666962,0.40013817,0.26985225,0.41935483,0.0053
2008-06-05 00:00:00+00,SHORT,3100,1.0,0.3722672,1.0197325,0.125,0.0082
2008-06-05 00:00:00+00,SHORT,1299,1.0,0.3850423,0.68221986,0.25,0.0073
2008-06-05 00:00:00+00,SHORT,1761,0.0,0.39051476,-0.12808721,0.37209302,0.0054
2008-06-05 00:00:00+00,SHORT,1966,1.0,0.4523254,0.56103677,0.6363636,0.0074
2008-06-09 00:00:00+00,SHORT,2731,0.5038480381600626,0.41018912,1.3136024,0.47368422,0.0056
2008-06-10 00:00:00+00,SHORT,3244,0.5789473684210527,0.37337127,2.0083547,0.6363636,0.0057
2008-06-16 00:00:00+00,SHORT,1404,1.0,0.36750492,0.12358178,0.2631579,0.0063
2008-06-18 00:00:00+00,SHORT,984,0.0,0.36235029,0.25982758,0.627907,0.0085
2008-06-18 00:00:00+00,SHORT,1280,0.5,0.40931037,0.086730726,0.25581396,0.0075
2008-06-19 00:00:00+00,SHORT,429,1.0,0.38318348,1.5208972,0.6545454,0.0099
2008-06-19 00:00:00+00,SHORT,3556,0.6865278602315946,0.3907192,1.1293695,0.05263158,0.0098
2008-06-20 00:00:00+00,SHORT,411,1.0,0.35665727,0.52947676,0.083333336,0.0058
2008-06-20 00:00:00+00,SHORT,429,0.9166666666666666,0.449768,0.20465903,0.6545454,0.0099
2008-06-23 00:00:00+00,SHORT,938,0.602459089864208,0.37154457,-0.12668726,0.72727275,0.0094
2008-06-23 00:00:00+00,SHORT,3556,0.7674580752170805,0.381066,0.08449613,0.05263158,0.0102
2008-06-25 00:00:00+00,SHORT,4164,0.0,0.40934432,1.3509476,0.87356323,0.0073
2008-06-25 00:00:00+00,SHORT,4172,0.9,0.44518203,0.33201724,0.65789473,0.0062
2008-06-25 00:00:00+00,SHORT,2938,0.5540119062682632,0.44324404,1.0848585,0.5416667,0.0062
2008-06-25 00:00:00+00,SHORT,1090,1.0,0.40145648,0.16248868,0.071428575,0.006
2008-06-25 00:00:00+00,SHORT,3947,0.9028692358720086,0.45228732,-0.06572162,0.84210527,0.0084
2008-06-25 00:00:00+00,SHORT,2028,0.0,0.36023104,-0.19354475,0.5777778,0.0118
2008-06-26 00:00:00+00,SHORT,4172,0.8,0.44262543,-0.13930562,0.57894737,0.0063
2008-06-26 00:00:00+00,SHORT,1826,0.0,0.35249317,-0.14378871,0.90697676,0.0075
2008-06-27 00:00:00+00,SHORT,2747,0.553418751938713,0.46018344,1.4397366,0.8888889,0.0061
2008-06-27 00:00:00+00,SHORT,3466,0.0,0.43957335,-0.16269922,0.7906977,0.008
2008-06-27 00:00:00+00,SHORT,3831,0.0,0.34989327,0.13429621,0.5813953,0.0062
2008-06-27 00:00:00+00,SHORT,1826,0.5,0.40692335,0.12708572,0.90697676,0.0075
2008-06-30 00:00:00+00,SHORT,2747,0.4616730288348868,0.38790816,0.7382913,0.8888889,0.0061
2008-06-30 00:00:00+00,SHORT,1244,1.0,0.4063428,0.85703427,0.85714287,0.0063
2008-06-30 00:00:00+00,SHORT,3831,1.0,0.41370088,0.5519577,0.60465115,0.0062
2008-07-01 00:00:00+00,SHORT,4137,0.0,0.3995355,1.8363217,0.36363637,0.0078
2008-07-01 00:00:00+00,SHORT,2747,0.4702707092268169,0.44190145,0.08374783,0.8913044,0.0059
2008-07-01 00:00:00+00,SHORT,3466,0.5555555555555556,0.43739924,0.1435419,0.7916667,0.0081
2008-07-02 00:00:00+00,SHORT,4137,0.0,0.35018948,0.049403917,0.5,0.0079
2008-07-03 00:00:00+00,SHORT,1939,0.9,0.38061747,0.34818777,0.84782606,0.0111
2008-07-07 00:00:00+00,SHORT,3973,0.0,0.36104426,0.6753945,0.57894737,0.0063
2008-07-09 00:00:00+00,SHORT,502,1.0,0.35140872,0.2620437,0.9,0.0072
2008-07-10 00:00:00+00,SHORT,1473,1.0,0.39002144,2.1376054,0.82608694,0.0081
2008-07-11 00:00:00+00,SHORT,3137,0.0,0.35565537,1.1514459,0.6851852,0.0093
2008-07-11 00:00:00+00,SHORT,1838,0.0,0.39547575,0.35948002,0.65789473,0.0059
2008-07-17 00:00:00+00,SHORT,4164,0.0,0.34902495,0.4208747,0.94666666,0.0069
2008-07-17 00:00:00+00,SHORT,1454,0.0,0.4270275,1.0858706,0.7,0.0055
2008-07-18 00:00:00+00,SHORT,3841,0.0,0.3898179,1.3857442,0.76666665,0.0055
2008-07-21 00:00:00+00,SHORT,610,1.0,0.43397468,0.39917764,0.17391305,0.0067
2008-07-21 00:00:00+00,SHORT,3742,0.0,0.41360584,1.0346379,0.8333333,0.006
2008-07-22 00:00:00+00,SHORT,411,0.3777907896972305,0.35028973,0.07397622,0.2682927,0.0057
2008-07-22 00:00:00+00,SHORT,684,0.5612529885047797,0.3662069,0.6240114,0.5652174,0.0058
2008-07-22 00:00:00+00,SHORT,3466,1.0,0.34639233,1.3932475,0.6666667,0.0075
2008-07-22 00:00:00+00,SHORT,1463,0.0,0.35487905,0.26346642,0.7804878,0.0062
2008-07-22 00:00:00+00,SHORT,3742,0.0,0.36712155,-0.031576764,0.81578946,0.0058
2008-07-23 00:00:00+00,SHORT,835,0.5159005771540339,0.4220389,0.43483436,0.8,0.0243
2008-07-23 00:00:00+00,SHORT,1139,0.5779272248875938,0.42866454,-0.10542447,0.8292683,0.0057
2008-07-23 00:00:00+00,SHORT,1176,0.6252436024381713,0.36014467,-0.13343583,0.57894737,0.0115
2008-07-23 00:00:00+00,SHORT,3695,0.9324260327021047,0.42758512,0.5178912,0.5283019,0.0058
2008-07-23 00:00:00+00,SHORT,1700,1.0,0.43172336,-0.16169927,0.9433962,0.0068
2008-07-23 00:00:00+00,SHORT,3868,0.0,0.43741983,-0.0065633827,0.16,0.0071
2008-07-24 00:00:00+00,SHORT,2440,0.0,0.4593548,1.3060937,0.16666667,0.0055
2008-07-24 00:00:00+00,SHORT,843,0.2985217962770284,0.41579896,0.60611147,0.43589744,0.0087
2008-07-24 00:00:00+00,SHORT,1761,0.0,0.4032765,-0.15740639,0.44444445,0.0053
2008-07-25 00:00:00+00,SHORT,2330,0.0,0.42845744,0.6447981,0.8947368,0.0066
2008-07-25 00:00:00+00,SHORT,843,0.17608035850292436,0.45279494,0.35543767,0.475,0.0087
2008-07-28 00:00:00+00,SHORT,2330,0.0,0.3761989,0.17452538,0.8947368,0.0064
2008-07-28 00:00:00+00,SHORT,2365,0.0,0.38208795,-0.14278677,0.078947365,0.0053
2008-07-28 00:00:00+00,SHORT,2440,0.0,0.37690735,0.34850088,0.21052632,0.0054
2008-07-28 00:00:00+00,SHORT,843,0.0,0.4100659,0.33145934,0.4935065,0.0084
2008-07-28 00:00:00+00,SHORT,2028,0.7777777777777778,0.40718126,1.9902711,0.46666667,0.0105
2008-07-29 00:00:00+00,SHORT,121,0.16203259889881935,0.37185287,0.23138146,0.10526316,0.0054
2008-07-29 00:00:00+00,SHORT,2365,0.08343389794920869,0.40226382,0.033373702,0.08108108,0.0053
2008-07-29 00:00:00+00,SHORT,2425,0.0,0.37216723,0.21122113,0.5194805,0.0053
2008-07-29 00:00:00+00,SHORT,2536,0.0,0.3564792,-0.065059796,0.8815789,0.0056
2008-07-29 00:00:00+00,SHORT,562,0.49952662815677296,0.41212338,0.029201131,0.8552632,0.0065
2008-07-29 00:00:00+00,SHORT,602,0.13093431505766281,0.3546569,0.07748671,0.27631578,0.005
2008-07-29 00:00:00+00,SHORT,843,0.07778847607434033,0.4382753,-0.119882286,0.6184211,0.0085
2008-07-29 00:00:00+00,SHORT,3216,0.0,0.40045863,-0.012348528,0.18421052,0.0054
2008-07-29 00:00:00+00,SHORT,3271,0.0,0.39910534,-0.058058925,0.4,0.0055
2008-07-29 00:00:00+00,SHORT,1383,0.0,0.34722462,-0.14121078,0.7111111,0.0062
2008-07-29 00:00:00+00,SHORT,3703,0.0,0.3495348,0.5139845,0.08888889,0.0052
2008-07-29 00:00:00+00,SHORT,1761,0.0,0.42244947,0.47979417,0.43243244,0.0052
2008-07-29 00:00:00+00,SHORT,3915,0.0,0.3463084,0.4593761,0.7297297,0.0063
2008-07-29 00:00:00+00,SHORT,2028,0.509946976260997,0.44587985,1.739633,0.4318182,0.0104
2008-07-29 00:00:00+00,SHORT,2041,0.19999999999999996,0.35018355,0.4164405,0.13157895,0.0054
2008-07-30 00:00:00+00,SHORT,2815,1.0,0.41263014,0.8166225,0.3243243,0.0055
2008-07-30 00:00:00+00,SHORT,3065,0.0,0.46384197,0.36577135,0.34210527,0.0053
2008-07-30 00:00:00+00,SHORT,1139,0.5,0.3620912,0.4041406,0.4893617,0.0054
2008-07-30 00:00:00+00,SHORT,3704,0.0,0.35817656,-0.15033278,0.47368422,0.006
2008-07-31 00:00:00+00,SHORT,710,0.46465723785472385,0.36194605,1.9456474,0.071428575,0.008
2008-07-31 00:00:00+00,SHORT,974,1.0,0.44030842,0.7904775,0.84782606,0.0061
2008-08-01 00:00:00+00,SHORT,3907,0.0,0.4404591,0.16653714,0.10638298,0.006
2008-08-04 00:00:00+00,SHORT,3907,0.0,0.4606159,0.1623111,0.104166664,0.0059
2008-08-05 00:00:00+00,SHORT,2710,0.2309577526875681,0.46142036,0.07448775,0.68085104,0.0058
2008-08-06 00:00:00+00,SHORT,2972,0.37139574863422514,0.3709025,1.2791938,0.17105263,0.0054
2008-08-06 00:00:00+00,SHORT,1141,0.0,0.36358288,0.46743622,0.5555556,0.0057
