time,side,ticker_id,mv_dn_composite_labels,vola_roc_5_5_df040,price_drift_5_df005,joint_fall_flag_21_20_df042,accel_price_5_df021
2009-10-16 00:00:00+00,SHORT,2990,0.20962350724977297,-0.22956993,0.08840972,0.0,-0.02712657
2009-10-27 00:00:00+00,SHORT,1910,0.7270787977518409,0.014573707,0.089912474,0.0,-0.009375333
2009-11-04 00:00:00+00,SHORT,1610,0.0,-0.101729065,0.08037847,0.0,0.04105989
2009-11-09 00:00:00+00,SHORT,309,0.0,0.20452607,0.08689156,0.0,0.022676282
2009-11-09 00:00:00+00,SHORT,712,0.0,-0.23952094,0.08935084,0.0,0.022096153
2009-11-09 00:00:00+00,SHORT,1063,0.0,0.24206111,0.0877414,0.0,0.031523336
2009-11-09 00:00:00+00,SHORT,1072,0.0,-0.20217843,0.083225965,0.0,0.04420314
2009-11-10 00:00:00+00,SHORT,413,0.016898132215045682,0.17125876,0.083108105,0.0,0.00518603
2009-11-10 00:00:00+00,SHORT,2776,0.0,-0.04768106,0.08646616,0.0,-0.022788333
2009-11-10 00:00:00+00,SHORT,858,0.0,0.21549292,0.082051285,0.0,0.005301846
2009-11-11 00:00:00+00,SHORT,874,0.0,0.29648432,0.091012776,0.0,-0.0065189716
2009-11-11 00:00:00+00,SHORT,3114,0.1165519581430766,-0.3745736,0.08227425,0.0,0.018458458
2009-11-11 00:00:00+00,SHORT,3855,0.4588112791406741,0.3444932,0.0928,0.0,-0.019571692
2009-11-13 00:00:00+00,SHORT,675,0.0,-0.17716976,0.09299895,0.0,0.04493208
2009-11-13 00:00:00+00,SHORT,1719,0.0,0.05528858,0.09215537,0.0,0.040892936
2009-11-16 00:00:00+00,SHORT,356,0.7207459225665677,0.20621729,0.08537736,0.0,0.007749586
2009-11-18 00:00:00+00,SHORT,2440,0.6307313290352954,0.14391653,0.08923643,0.0,-0.031917416
2009-12-07 00:00:00+00,SHORT,2211,0.0,0.31080797,0.08656888,0.0,0.048643798
2009-12-28 00:00:00+00,SHORT,191,1.0,-0.022309432,0.08618785,0.0,-4.3496172E-4
2010-01-13 00:00:00+00,SHORT,845,0.0,0.33441544,0.08847185,0.0,-0.02182992
2010-02-02 00:00:00+00,SHORT,652,0.0,-0.27375004,0.082539685,0.0,0.048483957
2010-02-02 00:00:00+00,SHORT,3486,0.0,0.31816036,0.09216193,0.0,0.037123825
2010-02-18 00:00:00+00,SHORT,88,0.6580930696512368,-0.4999517,0.088283084,0.0,0.0064299433
2010-02-18 00:00:00+00,SHORT,2230,0.0,-0.4820778,0.09160794,0.0,-0.019930517
2010-02-22 00:00:00+00,SHORT,335,0.0,0.17342536,0.08134874,0.0,-0.019439416
2010-04-12 00:00:00+00,SHORT,1745,0.0,0.22591744,0.09041591,0.0,0.0032173975
2010-04-26 00:00:00+00,SHORT,4150,0.5106086529706828,0.2980939,0.08283398,0.0,0.03176871
2010-04-26 00:00:00+00,SHORT,4169,0.9126554493330529,0.36050236,0.080330975,0.0,-0.03333606
2010-04-26 00:00:00+00,SHORT,3501,1.0,0.22518452,0.090848215,0.0,-0.004389881
2010-04-28 00:00:00+00,SHORT,2993,0.0,0.03424275,0.092608325,0.0,-0.009485914
2010-05-04 00:00:00+00,SHORT,2050,0.6666666666666667,0.366024,0.08586589,0.0,0.0015285454
2010-05-04 00:00:00+00,SHORT,1090,0.7142857142857143,0.14773196,0.09097689,0.0,0.012446623
2010-05-05 00:00:00+00,SHORT,643,0.5916805686062486,-0.0504387,0.083265305,0.0,-0.014153511
2010-05-13 00:00:00+00,SHORT,2778,0.3119423634207269,-0.15054388,0.080946036,0.0,0.043850284
2010-05-13 00:00:00+00,SHORT,739,0.5408038555356652,-0.287148,0.08733624,0.0,0.044966284
2010-05-13 00:00:00+00,SHORT,862,0.30258969859675405,0.13596794,0.08147222,0.0,0.017820043
2010-05-13 00:00:00+00,SHORT,1288,0.005073942760428646,-0.4301501,0.081875,0.0,0.038318913
2010-05-13 00:00:00+00,SHORT,1762,0.18218639429929603,-0.06849032,0.092116855,0.0,0.02128793
2010-05-13 00:00:00+00,SHORT,3897,0.6666666666666667,-0.22003524,0.084375,0.0,-0.035121854
2010-05-14 00:00:00+00,SHORT,4107,0.5839376415799276,-0.55074745,0.08712044,0.0,0.030463492
2010-05-14 00:00:00+00,SHORT,2125,0.3217041924211791,0.22404417,0.09158986,0.0,0.030146794
2010-05-14 00:00:00+00,SHORT,535,0.0,-0.3307393,0.0872093,0.0,0.009861236
2010-05-14 00:00:00+00,SHORT,3684,0.9444444444444444,-0.54787683,0.09164208,0.0,0.015509614
2010-05-14 00:00:00+00,SHORT,1745,0.24548062349836958,-0.57867086,0.08652246,0.0,0.0014502314
2010-05-14 00:00:00+00,SHORT,4000,0.8888888888888888,-0.5667644,0.08693679,0.0,0.020784501
2010-05-17 00:00:00+00,SHORT,1807,0.23133997906925802,-0.19969259,0.09139214,0.0,-0.017582223
2010-05-18 00:00:00+00,SHORT,3574,0.75,-0.43583506,0.08153947,0.0,0.0057719927
2010-06-02 00:00:00+00,SHORT,3470,0.41126124526426533,0.087459,0.0863511,0.0,0.02198283
2010-06-02 00:00:00+00,SHORT,1869,0.3567833470538488,-0.2672459,0.09150327,0.0,-0.030134158
2010-06-03 00:00:00+00,SHORT,1108,0.4599918965002399,0.292901,0.080345914,0.0,0.013571719
2010-06-07 00:00:00+00,SHORT,1483,0.0,-0.09003237,0.08128942,0.0,0.047896773
2010-06-14 00:00:00+00,SHORT,3614,0.0,-0.2265613,0.087220326,0.0,0.045817863
2010-06-15 00:00:00+00,SHORT,2211,0.0,-0.27605185,0.080392346,0.0,0.040580675
2010-06-15 00:00:00+00,SHORT,1748,0.9,0.3206615,0.08870667,0.0,0.001239803
2010-06-16 00:00:00+00,SHORT,3283,0.8265430508588196,-0.58559245,0.08352916,0.0,8.8805286E-4
2010-06-16 00:00:00+00,SHORT,1300,0.6857358708464116,-0.5875058,0.08322571,0.0,0.011278964
2010-06-16 00:00:00+00,SHORT,1368,0.4104188412640423,-0.2126558,0.09242424,0.0,0.0021605508
2010-06-16 00:00:00+00,SHORT,1668,0.21850455638179964,-0.54384583,0.08652482,0.0,-0.019725177
2010-06-17 00:00:00+00,SHORT,3862,0.9,-0.061657056,0.08974943,0.0,-0.033493306
2010-06-18 00:00:00+00,SHORT,191,0.8888888888888888,0.24124019,0.08743843,0.0,-0.024921127
2010-06-21 00:00:00+00,SHORT,684,0.0,-0.4782706,0.08311475,0.0,-0.010194228
2010-06-21 00:00:00+00,SHORT,3868,0.0,-0.12218267,0.09097859,0.0,-0.006880734
2010-07-08 00:00:00+00,SHORT,1184,0.0,0.2714163,0.08481532,0.0,0.017876547
2010-07-08 00:00:00+00,SHORT,3831,0.0,0.16194522,0.08826165,0.0,0.026041416
2010-07-09 00:00:00+00,SHORT,4112,0.0,0.21236174,0.08793191,0.0,0.040447287
2010-07-09 00:00:00+00,SHORT,498,0.0,-0.21607213,0.08683065,0.0,0.010045121
2010-07-09 00:00:00+00,SHORT,817,0.0,-0.4333814,0.0900747,0.0,0.04215274
2010-07-09 00:00:00+00,SHORT,2912,0.0,-0.17367744,0.09260701,0.0,0.013720693
2010-07-09 00:00:00+00,SHORT,874,0.0,0.024623597,0.089922346,0.0,0.00994673
2010-07-09 00:00:00+00,SHORT,3236,0.0,-0.34460944,0.09105287,0.0,0.0066492
2010-07-09 00:00:00+00,SHORT,3433,0.23533886734291293,-0.1274784,0.08472315,0.0,-0.0017302209
2010-07-12 00:00:00+00,SHORT,2066,0.0,-0.02029688,0.08141321,0.0,0.017437583
2010-07-12 00:00:00+00,SHORT,2107,0.0,-0.23748548,0.088652484,0.0,0.031163828
2010-07-12 00:00:00+00,SHORT,739,0.0,0.23513895,0.08944765,0.0,0.010855755
2010-07-12 00:00:00+00,SHORT,3021,0.0,0.15354587,0.085274726,0.0,0.03615042
2010-07-12 00:00:00+00,SHORT,1250,0.0,0.018864848,0.08117225,0.0,0.01044616
2010-07-12 00:00:00+00,SHORT,1454,0.0,-0.3260331,0.08273296,0.0,0.019684117
2010-07-12 00:00:00+00,SHORT,3699,0.0,-0.40909886,0.08227848,0.0,0.0110742925
2010-07-12 00:00:00+00,SHORT,1719,0.0,-0.1952384,0.08691309,0.0,0.01082613
2010-07-12 00:00:00+00,SHORT,4086,0.0,-0.34751576,0.08476169,0.0,0.037141312
2010-07-13 00:00:00+00,SHORT,2095,0.5726659948974304,0.29748034,0.08289021,0.0,0.021342183
2010-07-13 00:00:00+00,SHORT,4171,0.0,-0.13366044,0.0835112,0.0,0.043131474
2010-07-13 00:00:00+00,SHORT,2270,0.950775640846653,-0.22312734,0.08191851,0.0,0.009634502
2010-07-13 00:00:00+00,SHORT,838,0.0,-0.37869135,0.08225807,0.0,0.025205767
2010-07-13 00:00:00+00,SHORT,974,0.0,0.08225783,0.08930001,0.0,-0.010494543
2010-07-13 00:00:00+00,SHORT,1043,0.040065870020389055,-0.44163233,0.09099099,0.0,0.03296742
2010-07-13 00:00:00+00,SHORT,3613,0.0,0.26656917,0.08420697,0.0,-0.0058306917
2010-07-14 00:00:00+00,SHORT,3763,0.39753526145591256,0.11972091,0.091330536,0.0,-0.047925167
2010-07-26 00:00:00+00,SHORT,3851,0.6220621323704508,-0.29114845,0.09243946,0.0,-0.023324827
2010-07-28 00:00:00+00,SHORT,2196,0.0,0.16550249,0.0816249,0.0,-0.02839027
2010-07-28 00:00:00+00,SHORT,304,0.36138390389169,0.26666728,0.085213274,0.0,0.0015486554
2010-07-28 00:00:00+00,SHORT,3187,0.4341207501510058,-0.53248656,0.08038977,0.0,-0.0200887
2010-07-28 00:00:00+00,SHORT,1144,0.0,-0.13835269,0.09143807,0.0,0.019197812
2010-08-02 00:00:00+00,SHORT,3470,0.3473317103289697,0.29250893,0.08058797,0.0,0.022818694
2010-08-04 00:00:00+00,SHORT,3699,0.8333333333333334,-0.2150639,0.08814888,0.0,0.03576792
2010-08-19 00:00:00+00,SHORT,2437,0.0,0.17085922,0.09263529,0.0,-0.008957535
2010-09-01 00:00:00+00,SHORT,796,0.0,0.32357872,0.08327912,0.0,-0.009663231
2010-09-01 00:00:00+00,SHORT,974,0.0,0.06752313,0.08682027,0.0,0.0353975
2010-09-01 00:00:00+00,SHORT,1919,0.29777614160567567,-0.43259364,0.0901794,0.0,0.009427176
2010-09-02 00:00:00+00,SHORT,870,0.0,0.19696788,0.084082805,0.0,0.014528537
2010-09-02 00:00:00+00,SHORT,3595,0.0,0.10746521,0.088455774,0.0,0.045609005
2010-10-11 00:00:00+00,SHORT,2568,0.129275134765906,0.056512453,0.08733624,0.0,0.036596287
2010-10-29 00:00:00+00,SHORT,5,0.5590587398536955,-0.5868758,0.0906568,0.0,-0.01445948
2010-11-05 00:00:00+00,SHORT,433,0.9843811975035243,-0.45235234,0.08172527,0.0,-0.0011757275
2010-11-08 00:00:00+00,SHORT,2557,0.0,-0.15225643,0.09294118,0.0,-0.0034307055
2010-11-08 00:00:00+00,SHORT,2770,0.0,-0.24159293,0.08510638,0.0,0.025970673
2010-11-09 00:00:00+00,SHORT,1780,0.020143986722866405,0.08492613,0.085397094,0.0,-0.021308934
2010-11-24 00:00:00+00,SHORT,712,0.0,-0.4259346,0.092619814,0.0,0.044986594
2010-12-23 00:00:00+00,SHORT,1360,0.528954442799054,0.014239815,0.08991597,0.0,-0.0383336
2011-01-10 00:00:00+00,SHORT,191,0.4862063407804018,0.19694346,0.0850059,0.0,0.0055438005
2011-01-18 00:00:00+00,SHORT,2230,0.17040107100524718,-0.35729274,0.08413228,0.0,0.021283228
2011-01-18 00:00:00+00,SHORT,2381,0.4509748487634821,-0.01370153,0.080618896,0.0,0.030859662
2011-01-18 00:00:00+00,SHORT,3187,0.6978843020506553,-0.017144127,0.08680947,0.0,0.01880501
2011-01-18 00:00:00+00,SHORT,3594,0.8334843456392101,0.32167774,0.0812073,0.0,-0.023623124
2011-01-21 00:00:00+00,SHORT,1306,0.0,-0.3082898,0.081306234,0.0,-0.014484289
2011-01-27 00:00:00+00,SHORT,2508,0.0,-0.5387182,0.08256502,0.0,0.047633965
2011-02-09 00:00:00+00,SHORT,2349,0.4544128527439827,0.21860142,0.08587006,0.0,0.01902749
2011-02-10 00:00:00+00,SHORT,2349,0.4195366080238256,0.22599241,0.089028776,0.0,0.0031587179
2011-02-14 00:00:00+00,SHORT,643,0.6114173976243577,-0.15999089,0.089918256,0.0,-0.04720861
2011-02-17 00:00:00+00,SHORT,631,0.3614706406980618,-0.52132154,0.08458854,0.0,-0.030069768
2011-03-03 00:00:00+00,SHORT,1532,0.5467088982535742,0.34823945,0.08190177,0.0,0.048773203
2011-03-11 00:00:00+00,SHORT,3610,0.0,0.13492365,0.088643216,0.0,0.023030568
2011-03-22 00:00:00+00,SHORT,2670,1.0,-0.25701216,0.08745247,0.0,0.047011293
2011-03-24 00:00:00+00,SHORT,2431,0.7466647100297439,-0.5721879,0.08645533,0.0,-0.026977504
2011-03-25 00:00:00+00,SHORT,4171,0.0,0.0401249,0.090760775,0.0,0.039483063
2011-03-30 00:00:00+00,SHORT,2567,0.4921681415727291,-0.5001241,0.09142318,0.0,-0.044808697
2011-04-25 00:00:00+00,SHORT,2323,0.48474268838675144,0.03216629,0.08683533,0.0,-0.023575446
2011-04-26 00:00:00+00,SHORT,1108,0.0,-0.12713192,0.084831215,0.0,0.023182934
2011-05-02 00:00:00+00,SHORT,2518,0.5514856009934297,-0.23895909,0.08571429,0.0,-0.012603955
2011-05-03 00:00:00+00,SHORT,3594,0.33169329216914056,-0.470066,0.08910979,0.0,0.0
2011-05-20 00:00:00+00,SHORT,5,0.6646049624816542,0.018079901,0.08076514,0.0,0.008000071
2011-06-22 00:00:00+00,SHORT,2106,1.0,0.20497164,0.08135283,0.0,0.02919456
2011-06-22 00:00:00+00,SHORT,440,0.0,0.34492704,0.086749285,0.0,0.037199736
2011-07-01 00:00:00+00,SHORT,2990,1.0,-0.35532144,0.08333372,0.0,-0.007577925
2011-07-05 00:00:00+00,SHORT,457,0.9230769230769231,-0.15618649,0.087717146,0.0,-0.027093368
2011-07-07 00:00:00+00,SHORT,3199,1.0,0.2714784,0.09131763,0.0,0.0100109195
2011-07-20 00:00:00+00,SHORT,2381,0.5088812372950351,-0.36019894,0.08605664,0.0,0.013047796
2011-07-21 00:00:00+00,SHORT,834,0.9444444444444444,-0.043602552,0.08461201,0.0,0.007064542
2011-07-27 00:00:00+00,SHORT,535,0.8181818181818181,0.3399213,0.08189655,0.0,-0.0035735338
2011-08-12 00:00:00+00,SHORT,323,0.0,-0.18763565,0.083849244,0.0,0.008802518
2011-08-12 00:00:00+00,SHORT,2720,0.0,0.1431725,0.09023403,0.0,0.028958397
2011-08-16 00:00:00+00,SHORT,937,1.0,-0.4344969,0.084866084,0.0,-0.049415663
2011-08-17 00:00:00+00,SHORT,2129,0.5248411024430568,-0.5778388,0.08821676,0.0,0.026215533
2011-08-17 00:00:00+00,SHORT,4215,0.6258032642002519,-0.4826925,0.086716376,0.0,2.6908165E-4
2011-08-17 00:00:00+00,SHORT,2352,0.26154215308314643,-0.58959746,0.09258447,0.0,-0.0021067574
2011-08-17 00:00:00+00,SHORT,739,0.0,-0.58222926,0.08695652,0.0,0.042294472
2011-08-17 00:00:00+00,SHORT,1039,0.21056784594481887,0.012470106,0.0811044,0.0,0.018671216
2011-08-17 00:00:00+00,SHORT,3116,0.75,-0.58901256,0.08306189,0.0,0.02548492
2011-08-17 00:00:00+00,SHORT,1299,1.0,-0.5144809,0.08123549,0.0,0.014708516
2011-08-17 00:00:00+00,SHORT,1532,0.0,-0.38687044,0.08826351,0.0,0.038045727
2011-08-17 00:00:00+00,SHORT,1664,0.6666666666666667,-0.25179946,0.09266862,0.0,0.02895671
2011-08-17 00:00:00+00,SHORT,3822,0.3510503690123085,-0.32145554,0.08438287,0.0,0.042878315
2011-08-17 00:00:00+00,SHORT,1869,0.7142857142857143,-0.56829214,0.08681672,0.0,0.028668288
2011-08-17 00:00:00+00,SHORT,4032,0.0,-0.10430895,0.08718861,0.0,0.034898795
2011-08-17 00:00:00+00,SHORT,4074,0.0,-0.48481923,0.08283673,0.0,0.022836195
2011-08-19 00:00:00+00,SHORT,2686,0.0,0.075371236,0.08208955,0.0,-0.043400645
2011-08-23 00:00:00+00,SHORT,3456,0.5714285714285714,-0.44207314,0.08249727,0.0,0.01745849
2011-08-29 00:00:00+00,SHORT,2305,0.0,-0.4000071,0.08031233,0.0,0.043913327
2011-08-29 00:00:00+00,SHORT,937,0.6890312198053132,-0.5839859,0.086340204,0.0,0.031806283
2011-08-29 00:00:00+00,SHORT,3236,0.0,-0.5362406,0.08637098,0.0,0.03921128
2011-08-31 00:00:00+00,SHORT,50,0.5664054121975829,-0.09176072,0.081389815,0.0,-0.042424463
2011-08-31 00:00:00+00,SHORT,2640,1.0,0.25702196,0.08785817,0.0,0.011607827
2011-08-31 00:00:00+00,SHORT,652,0.3925819795499806,-0.26160344,0.091388404,0.0,-0.041115258
2011-08-31 00:00:00+00,SHORT,3594,1.0,-0.026021365,0.09262076,0.0,0.04718449
2011-08-31 00:00:00+00,SHORT,1740,1.0,0.08380608,0.09258803,0.0,0.012239774
2011-08-31 00:00:00+00,SHORT,3895,0.0,0.010962661,0.08883155,0.0,-0.004165222
2011-09-01 00:00:00+00,SHORT,2226,1.0,-0.1160418,0.088090554,0.0,0.014034404
2011-09-01 00:00:00+00,SHORT,411,1.0,-0.12089307,0.08101473,0.0,-0.0027913975
2011-09-01 00:00:00+00,SHORT,3130,0.0,-0.16614445,0.091226034,0.0,-0.0059723677
2011-09-01 00:00:00+00,SHORT,1297,0.10536129291997395,-0.18290803,0.08852575,0.0,0.01830838
2011-09-01 00:00:00+00,SHORT,3862,0.0,0.022034714,0.08230453,0.0,0.021231467
2011-09-01 00:00:00+00,SHORT,1988,0.0,0.10215256,0.08874944,0.0,0.012849767
2011-09-01 00:00:00+00,SHORT,4074,0.18267192110067454,-0.04188882,0.08303323,0.0,-0.0100847455
2011-09-16 00:00:00+00,SHORT,739,0.4117647058823529,0.0020449273,0.081983306,0.0,0.047910962
2011-09-16 00:00:00+00,SHORT,1447,0.0,-0.062431645,0.08766565,0.0,0.030353393
2011-09-16 00:00:00+00,SHORT,3704,0.0,-0.057541493,0.084689,0.0,0.043504357
2011-09-19 00:00:00+00,SHORT,2613,0.186537351808629,0.06894726,0.086327784,0.0,-0.04889234
2011-09-19 00:00:00+00,SHORT,3581,0.75,-0.4599971,0.092203386,0.0,0.004254414
2011-09-19 00:00:00+00,SHORT,1869,0.8571428571428572,-0.49862248,0.08782609,0.0,0.03241047
2011-09-20 00:00:00+00,SHORT,3021,1.0,0.032197986,0.09150579,0.0,-7.700868E-6
2011-09-20 00:00:00+00,SHORT,1176,1.0,0.08477468,0.086307056,0.0,-0.016456332
2011-09-20 00:00:00+00,SHORT,3539,0.418595513353641,-0.22571953,0.090361446,0.0,-0.03830224
2011-10-10 00:00:00+00,SHORT,3649,0.3605726389835108,-0.3837564,0.0881104,0.0,0.019904736
2011-10-11 00:00:00+00,SHORT,938,0.0,0.10265365,0.08494898,0.0,-0.038543113
2011-10-11 00:00:00+00,SHORT,1081,0.032721262273586835,0.24123274,0.091426075,0.0,-0.010101331
2011-10-11 00:00:00+00,SHORT,3233,0.0,-0.3346473,0.08721704,0.0,0.016426366
2011-10-11 00:00:00+00,SHORT,3501,0.0,-0.16999455,0.08171118,0.0,-0.038665734
2011-10-12 00:00:00+00,SHORT,2061,1.0,-0.25883287,0.08329214,0.0,-0.03520205
2011-10-12 00:00:00+00,SHORT,4197,0.0,-0.14983827,0.086021505,0.0,0.00587518
2011-10-12 00:00:00+00,SHORT,838,0.0,-0.07173485,0.08820614,0.0,-0.039317764
2011-10-12 00:00:00+00,SHORT,2972,0.0,-0.1571181,0.08726004,0.0,-0.01115983
2011-10-12 00:00:00+00,SHORT,938,0.0,0.0123338625,0.08537313,0.0,4.2415474E-4
2011-10-12 00:00:00+00,SHORT,1072,0.0,-0.30346534,0.08218696,0.0,-0.023762349
2011-10-12 00:00:00+00,SHORT,1092,0.0,0.030854823,0.08173298,0.0,0.01065081
2011-10-12 00:00:00+00,SHORT,3501,0.0,-0.012612193,0.08296263,0.0,0.0012514519
2011-10-12 00:00:00+00,SHORT,3539,0.0,0.27807012,0.08194716,0.0,0.018443514
2011-10-12 00:00:00+00,SHORT,1745,0.37119716461604557,0.247571,0.09054326,0.0,0.023333484
2011-10-12 00:00:00+00,SHORT,1748,0.7578096427654332,-0.111632936,0.08225108,0.0,-0.0319652
2011-10-12 00:00:00+00,SHORT,3868,0.0,-0.32175753,0.089965396,0.0,0.045809552
2011-10-13 00:00:00+00,SHORT,3148,0.0,0.15766442,0.08584338,0.0,0.027381836
2011-10-14 00:00:00+00,SHORT,1051,0.0,-0.3344504,0.08791058,0.0,0.047099758
2011-10-14 00:00:00+00,SHORT,3947,0.0,-0.43090403,0.08818493,0.0,0.035817944
2011-10-27 00:00:00+00,SHORT,2815,0.2850143534624947,0.12218831,0.08931419,0.0,0.024180096
2011-10-27 00:00:00+00,SHORT,2912,0.20288862125570195,0.16892134,0.08104738,0.0,8.930738E-4
2011-10-27 00:00:00+00,SHORT,1960,1.0,-0.43567502,0.08567208,0.0,0.03538054
2011-10-28 00:00:00+00,SHORT,516,0.875,-0.0897755,0.08260869,0.0,-0.025258698
2011-10-28 00:00:00+00,SHORT,2686,0.8,0.020722741,0.08623298,0.0,-0.038382404
2011-10-28 00:00:00+00,SHORT,3470,0.5017288508524047,0.36160472,0.09195512,0.0,-0.03721919
2011-11-01 00:00:00+00,SHORT,4194,0.0,-0.33392426,0.089107625,0.0,-0.043013245
2011-11-02 00:00:00+00,SHORT,4194,0.9,-0.21654738,0.085164204,0.0,-0.0039434144
2011-11-08 00:00:00+00,SHORT,643,0.3956779883803571,-0.11747026,0.092063494,0.0,0.027248677
2011-11-08 00:00:00+00,SHORT,2932,0.630559023400251,-0.27725327,0.086740546,0.0,0.03935069
2011-11-08 00:00:00+00,SHORT,960,0.0,-0.57849723,0.084313065,0.0,0.044170048
2011-11-08 00:00:00+00,SHORT,4000,1.0,-0.5326433,0.08666887,0.0,0.02243932
2011-11-09 00:00:00+00,SHORT,3142,0.0,-0.4629924,0.08391044,0.0,-0.014212237
2011-11-11 00:00:00+00,SHORT,1817,0.15993195183007902,0.3484401,0.08618582,0.0,0.028636314
2011-11-14 00:00:00+00,SHORT,1752,0.9166666666666666,0.3052342,0.081973895,0.0,-0.04648208
2011-11-14 00:00:00+00,SHORT,1817,0.17499367579815295,-0.26282385,0.086876154,0.0,6.903362E-4
2011-12-01 00:00:00+00,SHORT,4118,0.0,-0.060173336,0.08036649,0.0,0.02641417
2011-12-01 00:00:00+00,SHORT,2548,0.11196207018991297,-0.019925116,0.08222694,0.0,0.047694933
2011-12-01 00:00:00+00,SHORT,1195,0.0,0.20556961,0.08050738,0.0,0.040191595
2011-12-01 00:00:00+00,SHORT,3629,0.0,0.29841653,0.082987554,0.0,0.042434115
2011-12-01 00:00:00+00,SHORT,3683,0.4682522008672656,0.32013303,0.08088088,0.0,0.024177842
2011-12-02 00:00:00+00,SHORT,1,0.0,-0.04831694,0.08660631,0.0,-0.038988933
2011-12-02 00:00:00+00,SHORT,4118,0.0,-0.19851556,0.091721416,0.0,0.011354927
2011-12-02 00:00:00+00,SHORT,2554,0.0,-0.08389394,0.08901427,0.0,0.012718772
2011-12-02 00:00:00+00,SHORT,3199,0.0,-0.33461034,0.08367423,0.0,-0.009264599
2011-12-02 00:00:00+00,SHORT,1236,0.3051664678333465,0.26551065,0.082532875,0.0,0.008376196
2011-12-02 00:00:00+00,SHORT,1250,0.0,-0.082661495,0.08178964,0.0,-0.009289296
2011-12-02 00:00:00+00,SHORT,1258,0.0,0.30722913,0.08316887,0.0,-0.0076637575
2011-12-02 00:00:00+00,SHORT,3683,0.31954858870887376,0.3164741,0.08609539,0.0,0.0052145114
2011-12-05 00:00:00+00,SHORT,68,0.0,0.2485692,0.09270517,0.0,3.8794288E-4
2011-12-05 00:00:00+00,SHORT,191,0.0,-0.047915917,0.086792454,0.0,-0.045472078
2011-12-05 00:00:00+00,SHORT,2896,0.21836811175552542,0.061408423,0.08374618,0.0,-0.022725912
2011-12-05 00:00:00+00,SHORT,988,0.30582326564646595,0.288822,0.08146545,0.0,-0.014885382
2011-12-05 00:00:00+00,SHORT,1173,0.32701151752230223,0.03049287,0.09056542,0.0,-0.025685864
2011-12-05 00:00:00+00,SHORT,4086,1.0,-0.4762112,0.08595974,0.0,0.019519564
2011-12-06 00:00:00+00,SHORT,4118,0.0,-0.3725996,0.08335451,0.0,0.021858526
2011-12-06 00:00:00+00,SHORT,4237,0.0,0.34711275,0.088,0.0,-0.028710876
2011-12-06 00:00:00+00,SHORT,2437,0.0,0.20506662,0.085336536,0.0,0.0039826194
2011-12-06 00:00:00+00,SHORT,498,0.0,-0.36752722,0.092435345,0.0,-0.008915557
2011-12-06 00:00:00+00,SHORT,2690,0.2550910592438096,-0.35921723,0.080561906,0.0,-0.030818477
2011-12-06 00:00:00+00,SHORT,3116,0.6253850228894768,-0.4998533,0.085073866,0.0,0.0051547973
2011-12-06 00:00:00+00,SHORT,1173,0.37607218645726687,-0.44265148,0.08253917,0.0,-0.008026248
2011-12-06 00:00:00+00,SHORT,1184,0.0503738216169986,-0.40126568,0.083125934,0.0,0.012546439
2011-12-06 00:00:00+00,SHORT,1330,0.0,-0.24680468,0.08827,0.0,0.0013340232
2011-12-06 00:00:00+00,SHORT,3466,0.35252188525191447,-0.42278266,0.08831464,0.0,-0.026247626
2011-12-06 00:00:00+00,SHORT,1454,0.0,-0.46331942,0.08333021,0.0,0.016192526
2011-12-06 00:00:00+00,SHORT,1463,0.24345242606950732,-0.52394307,0.0905115,0.0,-0.002489958
2011-12-06 00:00:00+00,SHORT,3573,0.07237057482028454,-0.44713527,0.09168539,0.0,0.01645237
2011-12-06 00:00:00+00,SHORT,1745,0.0,-0.31149665,0.08230453,0.0,-0.016869027
2011-12-06 00:00:00+00,SHORT,1762,0.0,0.1939271,0.084369116,0.0,-0.0018183145
2011-12-06 00:00:00+00,SHORT,3828,0.11867983265313094,-0.5171087,0.08893671,0.0,-0.020085415
2011-12-06 00:00:00+00,SHORT,3882,0.0,-0.37165844,0.08072289,0.0,0.0097240945
2011-12-06 00:00:00+00,SHORT,1897,0.8461538461538461,0.16435476,0.081158385,0.0,0.02399561
2011-12-06 00:00:00+00,SHORT,3947,0.14390924814856923,-0.4190518,0.08070333,0.0,0.019299828
2011-12-22 00:00:00+00,SHORT,85,0.0,-0.28645796,0.08707124,0.0,0.04302979
2011-12-22 00:00:00+00,SHORT,870,0.0,-0.17837764,0.09289109,0.0,0.0302814
2011-12-22 00:00:00+00,SHORT,984,0.0,-0.30450404,0.08030513,0.0,0.024764739
2011-12-22 00:00:00+00,SHORT,1051,0.0,-0.10080885,0.08032527,0.0,0.025662318
2011-12-23 00:00:00+00,SHORT,3116,0.18767586751653237,0.094919264,0.082054,0.0,-0.037529107
2011-12-23 00:00:00+00,SHORT,1667,0.0,0.09660238,0.08411552,0.0,0.02610247
2011-12-27 00:00:00+00,SHORT,2330,0.0,0.15899608,0.087246664,0.0,0.038847916
2011-12-27 00:00:00+00,SHORT,1004,0.0,0.15668684,0.088624336,0.0,0.01777611
2011-12-27 00:00:00+00,SHORT,1462,0.0,-0.19333765,0.080747984,0.0,0.02564297
2012-01-06 00:00:00+00,SHORT,1396,0.0,-0.22059213,0.08045977,0.0,0.035005223
2012-01-12 00:00:00+00,SHORT,2381,0.4411500689922168,0.24719192,0.08183306,0.0,-0.01717684
