time,side,ticker_id,mv_dn_composite_labels,dist_low52_vol_norm_20_df015,dist_upper_bb_20_2.0_df055,volume_spike_1_df057,vola_roc_21_5_df040
2015-08-12 00:00:00+00,SHORT,3853,0.8571428571428572,0.3171712,-0.00918535,-0.09296144,0.8985392
2015-08-12 00:00:00+00,SHORT,1819,0.5113409589361687,0.21954267,-0.017724054,0.13695714,0.722651
2015-08-12 00:00:00+00,SHORT,1826,0.6167232858371945,0.076056734,-0.017367579,-0.13251165,1.2921895
2015-08-13 00:00:00+00,SHORT,52,0.8333333333333334,0.2849725,-0.01884701,-0.01168714,0.22249338
2015-08-13 00:00:00+00,SHORT,4169,0.4329798272726373,0.11322221,-0.011720878,0.45064062,-0.36339876
2015-08-13 00:00:00+00,SHORT,2188,0.4627986464502087,0.1118663,-0.010005574,-0.08483716,0.13166511
2015-08-13 00:00:00+00,SHORT,386,0.7692307692307692,0.41038927,-0.013947426,-0.06326101,-0.019233413
2015-08-13 00:00:00+00,SHORT,2816,0.44367334456860075,0.08669307,-0.024721121,0.068144545,-0.08659381
2015-08-13 00:00:00+00,SHORT,3113,0.39142811776437647,0.2078059,-0.021653889,-0.17384185,1.7572119
2015-08-13 00:00:00+00,SHORT,1236,0.7692307692307692,0.29586712,-0.0154236015,0.08318922,-0.1263364
2015-08-13 00:00:00+00,SHORT,1762,0.2519872926644908,0.49100664,-0.018399665,-0.06279665,0.21417998
2015-08-13 00:00:00+00,SHORT,3815,0.41911750028764216,0.13522439,-0.023689019,-0.049471773,-0.19998708
2015-08-14 00:00:00+00,SHORT,13,0.5333333333333333,0.41019934,-0.022055656,-0.21650921,-0.3552022
2015-08-14 00:00:00+00,SHORT,2095,0.6061263007256991,0.15430573,-0.013869656,0.58718985,0.66988283
2015-08-14 00:00:00+00,SHORT,52,0.4565144612984135,0.30297446,-0.018166535,-0.12834571,0.33999565
2015-08-14 00:00:00+00,SHORT,4169,0.6281189992336902,0.12258684,-0.0079930825,-0.2046223,-0.21920405
2015-08-14 00:00:00+00,SHORT,2248,0.7142857142857143,0.33909875,-0.017220588,-0.21422142,0.32177967
2015-08-14 00:00:00+00,SHORT,2350,0.6923076923076923,0.37798813,-0.0123285325,-0.2422201,0.047214247
2015-08-14 00:00:00+00,SHORT,443,0.0,0.21881466,-0.019354157,0.7514298,-0.1108499
2015-08-14 00:00:00+00,SHORT,753,1.0,0.14690183,-0.02224432,0.099685535,0.48357365
2015-08-14 00:00:00+00,SHORT,843,0.05514395580208776,0.3342589,-0.012498302,-0.23666775,0.085411355
2015-08-14 00:00:00+00,SHORT,3098,0.5494069231409606,0.19918735,-0.012525614,0.20062253,1.0822026
2015-08-14 00:00:00+00,SHORT,1205,0.4146185129456918,0.079001114,-0.021801973,0.112697415,-0.26196167
2015-08-14 00:00:00+00,SHORT,1236,0.6923076923076923,0.28229934,-0.026255032,0.50499475,0.19735853
2015-08-14 00:00:00+00,SHORT,3443,0.37018727585259303,0.5068954,-0.01929742,0.31138724,0.5774575
2015-08-14 00:00:00+00,SHORT,1678,0.7272727272727273,0.56918293,-0.018785197,-0.24089861,1.4538085
2015-08-14 00:00:00+00,SHORT,3853,0.7142857142857143,0.3166351,-0.0194068,0.1320524,0.6635197
2015-08-14 00:00:00+00,SHORT,1819,0.6923076923076923,0.22855467,-0.013463143,-0.23899905,0.41371801
2015-08-14 00:00:00+00,SHORT,3973,0.3725684582743392,0.21925564,-0.022519162,-0.2160391,0.42989781
2015-08-17 00:00:00+00,SHORT,13,0.20217673075858864,0.41146475,-0.015497523,-0.18044323,-0.36031833
2015-08-17 00:00:00+00,SHORT,2070,0.35499313249918735,0.081025526,-0.026103685,0.48370156,0.06737199
2015-08-17 00:00:00+00,SHORT,2099,0.875,0.087321594,-0.022423897,0.58224165,-0.35339254
2015-08-17 00:00:00+00,SHORT,69,0.09999999999999998,0.21924455,-0.025974626,0.35088494,-0.3744427
2015-08-17 00:00:00+00,SHORT,121,0.5174150928255166,0.52582455,-0.010218973,-0.1355407,-0.09108984
2015-08-17 00:00:00+00,SHORT,2350,0.6153846153846154,0.37172666,-0.013266765,0.31036216,-0.16764577
2015-08-17 00:00:00+00,SHORT,304,0.7482902357713033,0.1277042,-0.020348014,0.16719659,1.7308505
2015-08-17 00:00:00+00,SHORT,345,1.0,0.18761708,0.0014324611,0.17874554,1.3557723
2015-08-17 00:00:00+00,SHORT,411,0.9,0.1712442,-0.016534645,0.27976495,-0.21166667
2015-08-17 00:00:00+00,SHORT,2617,0.5164403785353964,0.3574982,-0.008123922,0.031538233,1.2407719
2015-08-17 00:00:00+00,SHORT,2731,1.0,0.10104123,-0.008682869,-0.027386963,0.31516486
2015-08-17 00:00:00+00,SHORT,710,0.8888888888888888,0.09896561,0.0025490476,-0.19892973,0.41161975
2015-08-17 00:00:00+00,SHORT,788,0.0,0.12100873,-0.02006434,0.55104756,-0.062037114
2015-08-17 00:00:00+00,SHORT,843,0.019458716674650923,0.38767627,-0.0077441116,-0.0959146,-0.019332826
2015-08-17 00:00:00+00,SHORT,938,0.5567920727673904,0.37170482,-0.012262005,-0.053286802,0.36104867
2015-08-17 00:00:00+00,SHORT,1092,0.5,0.18492806,-0.021420505,-0.15393505,0.2096778
2015-08-17 00:00:00+00,SHORT,1205,0.2470630680036593,0.07786331,-0.024659665,0.17264883,-0.36735952
2015-08-17 00:00:00+00,SHORT,1328,1.0,0.40319008,-0.010645084,0.61297035,0.07822206
2015-08-17 00:00:00+00,SHORT,3381,0.39979935611693895,0.4702245,-0.023315037,0.15141499,-0.26523933
2015-08-17 00:00:00+00,SHORT,3470,0.5542099310398666,0.16322504,0.0034389053,-0.22209957,1.2405987
2015-08-17 00:00:00+00,SHORT,1551,0.6666666666666667,0.34755433,-0.02471325,-0.20742288,0.11396531
2015-08-17 00:00:00+00,SHORT,3610,1.0,0.11260113,-0.019223085,-0.012045263,-0.38170603
2015-08-17 00:00:00+00,SHORT,3646,0.5714285714285714,0.29919884,-0.0215263,-0.075089194,0.29309508
2015-08-17 00:00:00+00,SHORT,1633,0.5333333333333333,0.24086414,-0.016808506,0.030753894,-0.31359744
2015-08-17 00:00:00+00,SHORT,1742,0.8888888888888888,0.5387483,-0.011248005,0.09578445,-0.359621
2015-08-17 00:00:00+00,SHORT,1762,0.23806074890842605,0.58529115,-0.012472292,0.12451059,0.5615426
2015-08-17 00:00:00+00,SHORT,3973,0.30286577712341156,0.25090036,-0.017401783,0.55290645,0.095144324
2015-08-17 00:00:00+00,SHORT,1985,0.6428571428571429,0.1525494,-0.017983088,0.08708985,-0.21776588
2015-08-17 00:00:00+00,SHORT,4089,0.22514837141597868,0.14649336,-0.008686337,0.4098364,-0.05829062
2015-08-18 00:00:00+00,SHORT,5,0.5147667827086648,0.44987568,-0.015490523,-0.24664298,-0.010627587
2015-08-18 00:00:00+00,SHORT,4150,0.49571330432142746,0.37432474,-0.00861036,-0.02910415,0.3950263
2015-08-18 00:00:00+00,SHORT,64,0.3894082182095131,0.22855258,-0.0044244113,-0.178942,0.9038546
2015-08-18 00:00:00+00,SHORT,2129,1.0,0.44415674,-7.897805E-4,-0.15943216,0.5758768
2015-08-18 00:00:00+00,SHORT,121,0.4185662594854992,0.508804,-0.01898357,0.35843167,0.25206068
2015-08-18 00:00:00+00,SHORT,157,1.0,0.39152887,-0.011304917,0.052998867,0.53515625
2015-08-18 00:00:00+00,SHORT,192,0.0,0.17331852,-0.0067058094,-0.014164936,0.25750962
2015-08-18 00:00:00+00,SHORT,234,1.0,0.26968142,0.0033212323,-0.06814257,0.59645134
2015-08-18 00:00:00+00,SHORT,2323,0.6841718568746533,0.5033368,0.0053875996,0.0,0.48938242
2015-08-18 00:00:00+00,SHORT,2350,0.5384615384615384,0.36632532,-0.016446354,-0.08618257,-0.2487032
2015-08-18 00:00:00+00,SHORT,345,0.9375,0.17527764,-0.0122983055,0.021505376,-0.15666029
2015-08-18 00:00:00+00,SHORT,2410,1.0,0.38905692,-0.012960966,0.048115943,0.040051773
2015-08-18 00:00:00+00,SHORT,370,0.33320925320949224,0.08996057,7.137088E-4,-0.17929275,0.52754754
2015-08-18 00:00:00+00,SHORT,397,0.0,0.24047694,-0.009610769,0.14408933,1.5334206
2015-08-18 00:00:00+00,SHORT,417,1.0,0.20063043,-0.009297544,-0.1994186,-0.053992428
2015-08-18 00:00:00+00,SHORT,2473,1.0,0.09181591,-0.025845341,-0.11792178,-0.18106297
2015-08-18 00:00:00+00,SHORT,444,0.7430600200832274,0.43331704,-0.012431733,0.120633855,0.44524682
2015-08-18 00:00:00+00,SHORT,2499,0.5833333333333334,0.41334525,-0.02192851,0.46174127,0.89236957
2015-08-18 00:00:00+00,SHORT,2617,0.9375,0.358176,-0.011483587,0.22777712,-0.08281361
2015-08-18 00:00:00+00,SHORT,664,0.30199896713376695,0.16336247,-0.025085298,-0.13977718,-0.38718367
2015-08-18 00:00:00+00,SHORT,710,0.5878738191805803,0.09011763,-0.011964341,-0.0965646,-0.28935122
2015-08-18 00:00:00+00,SHORT,713,1.0,0.31400234,-0.00750271,-0.18415198,0.94459814
2015-08-18 00:00:00+00,SHORT,2764,0.6375556440794424,0.28261012,-0.008150636,-0.19835305,1.4224583
2015-08-18 00:00:00+00,SHORT,780,1.0,0.2104669,-0.020725004,-0.074804045,0.29805136
2015-08-18 00:00:00+00,SHORT,788,0.4375,0.120299384,-0.012715612,-0.088836476,0.44932106
2015-08-18 00:00:00+00,SHORT,2863,1.0,0.31304145,-0.008457413,0.30394304,-0.1106505
2015-08-18 00:00:00+00,SHORT,843,0.0,0.40250942,-0.006507871,0.08132896,0.28067124
2015-08-18 00:00:00+00,SHORT,900,0.4666666666666667,0.32008678,-0.009342403,0.20436117,-0.23043811
2015-08-18 00:00:00+00,SHORT,2972,0.5258299393545531,0.17716192,-0.012833761,-0.19941556,0.6002849
2015-08-18 00:00:00+00,SHORT,3021,0.5157507545885792,0.22056378,0.0058268784,0.312665,0.98343974
2015-08-18 00:00:00+00,SHORT,1043,1.0,0.4371464,-0.022965223,-0.007472754,0.28169784
2015-08-18 00:00:00+00,SHORT,1092,0.4375,0.19481216,-0.022884272,0.10141055,0.1507233
2015-08-18 00:00:00+00,SHORT,1175,0.6679410781196503,0.46966508,-0.0034970327,0.28315058,-0.22134274
2015-08-18 00:00:00+00,SHORT,1220,1.0,0.26245323,-0.010926942,0.021414977,0.33377805
2015-08-18 00:00:00+00,SHORT,1324,0.4315436427946548,0.11415523,0.0017898729,0.18923794,0.2967834
2015-08-18 00:00:00+00,SHORT,3381,0.2870905223707463,0.5967965,-0.022257376,0.26058245,-0.3439673
2015-08-18 00:00:00+00,SHORT,1377,0.2777777777777778,0.58455616,-0.023352465,0.051502656,-0.36625564
2015-08-18 00:00:00+00,SHORT,1381,0.7777777777777778,0.1361237,-0.020198619,-0.2239084,-0.16989537
2015-08-18 00:00:00+00,SHORT,3430,1.0,0.23854738,-3.967417E-4,-0.09206415,1.5116783
2015-08-18 00:00:00+00,SHORT,3470,0.535693029023287,0.14510007,-0.0017783528,-0.21601453,1.5611147
2015-08-18 00:00:00+00,SHORT,3471,1.0,0.19650061,-0.0014258537,-0.028257042,0.7638574
2015-08-18 00:00:00+00,SHORT,1453,0.3772685935100205,0.26322746,-0.0087882085,0.28528443,-0.21050058
2015-08-18 00:00:00+00,SHORT,3513,0.571139190164518,0.3315077,-0.015734361,-0.16669427,0.42966878
2015-08-18 00:00:00+00,SHORT,1514,0.33710278649167025,0.13370791,-0.0072770156,0.003196931,0.26827177
2015-08-18 00:00:00+00,SHORT,3586,1.0,0.52903557,-0.010004109,0.110981844,-0.18243474
2015-08-18 00:00:00+00,SHORT,3612,1.0,0.14755,-0.006923632,0.4033159,1.4298828
2015-08-18 00:00:00+00,SHORT,3646,0.5,0.31909797,-0.017616184,-0.024341328,-0.1818368
2015-08-18 00:00:00+00,SHORT,3648,1.0,0.5136884,-0.007215668,0.6288132,-0.089842446
2015-08-18 00:00:00+00,SHORT,3652,1.0,0.07562533,-0.012009836,-0.14916162,-0.34607416
2015-08-18 00:00:00+00,SHORT,1633,0.4666666666666667,0.24301055,-0.022778343,0.4686945,-0.039017145
2015-08-18 00:00:00+00,SHORT,3802,0.0,0.081747346,-0.0246799,-0.1739018,-0.20579676
2015-08-18 00:00:00+00,SHORT,1780,0.3190114944589051,0.40986115,-0.005620526,0.10156791,1.4379485
2015-08-18 00:00:00+00,SHORT,3855,0.368421052631579,0.3680951,-0.025966689,-0.089642406,0.013704761
2015-08-18 00:00:00+00,SHORT,3862,0.497853331418265,0.5304314,-0.016105896,-0.014039598,0.41625196
2015-08-18 00:00:00+00,SHORT,3872,1.0,0.4559586,0.0023194738,0.57935214,0.28885978
2015-08-18 00:00:00+00,SHORT,1848,0.22698200956354334,0.2638795,-0.0120636765,0.56511486,0.23081076
2015-08-18 00:00:00+00,SHORT,3903,1.0,0.30464745,0.0040364526,0.4025984,1.5948054
2015-08-18 00:00:00+00,SHORT,1867,0.4124563824776316,0.25159043,0.0048079323,-0.21622784,1.3636729
2015-08-18 00:00:00+00,SHORT,3923,1.0,0.5473652,-0.00630212,-0.16902441,0.08996573
2015-08-18 00:00:00+00,SHORT,4005,0.6240066567210004,0.23897639,-0.019603608,-0.16843589,-0.13146469
2015-08-18 00:00:00+00,SHORT,1985,0.5714285714285714,0.1360302,-0.023828248,0.23374365,-0.22049026
2015-08-18 00:00:00+00,SHORT,2032,0.6802494231600452,0.135631,-0.018002884,0.1197853,-0.3377618
2015-08-19 00:00:00+00,SHORT,5,0.4473674093838125,0.42947078,-0.022273405,0.32558727,0.0281103
2015-08-19 00:00:00+00,SHORT,2095,0.47531327839202775,0.1426997,-0.007343123,-0.061508056,1.3162514
2015-08-19 00:00:00+00,SHORT,4150,0.4394539999189107,0.3564625,-0.023662835,0.03829206,-0.039203294
2015-08-19 00:00:00+00,SHORT,64,0.875,0.21655409,-0.019163556,0.6763215,0.27691165
2015-08-19 00:00:00+00,SHORT,4169,0.46153846153846145,0.09817743,-0.020908838,0.041007508,-0.33462223
2015-08-19 00:00:00+00,SHORT,4176,1.0,0.19658819,-0.013020877,0.58792806,-0.21700417
2015-08-19 00:00:00+00,SHORT,2129,0.95,0.40322652,-0.013605173,0.51862997,-0.23199438
2015-08-19 00:00:00+00,SHORT,157,0.9166666666666666,0.37199876,-0.023043714,0.2326706,0.23913391
2015-08-19 00:00:00+00,SHORT,2230,0.48692828070488975,0.30121392,-0.0012496159,-0.17568105,0.743425
2015-08-19 00:00:00+00,SHORT,192,0.47827699178847977,0.15490763,-0.026285307,-0.21876176,0.37280184
2015-08-19 00:00:00+00,SHORT,221,1.0,0.40735587,-0.014100607,-0.23912686,1.5759467
2015-08-19 00:00:00+00,SHORT,237,0.875,0.3875573,-0.017528057,0.33254355,0.0028048935
2015-08-19 00:00:00+00,SHORT,2323,0.7890176796261633,0.46088657,-0.01852165,-0.1871345,-0.07113632
2015-08-19 00:00:00+00,SHORT,2327,0.9090909090909091,0.2506365,-0.0150541235,0.28914887,0.48271564
2015-08-19 00:00:00+00,SHORT,2391,1.0,0.11030639,-0.005830624,0.4067546,0.871926
2015-08-19 00:00:00+00,SHORT,370,0.2793354976683192,0.08389987,-0.011303151,-0.08496099,0.1684483
2015-08-19 00:00:00+00,SHORT,2426,0.29999999999999993,0.34097275,-0.016423691,0.043647673,0.48420343
2015-08-19 00:00:00+00,SHORT,397,0.17178091201996884,0.23439293,-0.025450125,0.205486,1.2516112
2015-08-19 00:00:00+00,SHORT,2452,1.0,0.1458215,-0.0094478475,-0.13538739,-0.30122727
2015-08-19 00:00:00+00,SHORT,411,0.7,0.17413685,-0.02543076,0.517617,-0.3421294
2015-08-19 00:00:00+00,SHORT,417,0.9333333333333333,0.1777092,-0.024884272,0.358993,-0.014253526
2015-08-19 00:00:00+00,SHORT,2527,1.0,0.17761217,-0.007026364,0.17490509,0.14679095
2015-08-19 00:00:00+00,SHORT,594,0.4166798604238579,0.59882146,-0.016086677,-0.015257241,-0.12756632
2015-08-19 00:00:00+00,SHORT,2643,0.12219863014372041,0.082024135,-0.008740599,0.08657428,0.25289986
2015-08-19 00:00:00+00,SHORT,2681,0.552566755793806,0.11715512,-0.024381965,0.4088846,-0.16583718
2015-08-19 00:00:00+00,SHORT,664,0.2546155952547636,0.18629034,-0.016495,0.58194035,-0.051425103
2015-08-19 00:00:00+00,SHORT,713,0.8571428571428572,0.292776,-0.022679668,0.33228445,0.44438758
2015-08-19 00:00:00+00,SHORT,2761,0.5747826415583127,0.46480277,-0.0170669,0.23897164,0.8411569
2015-08-19 00:00:00+00,SHORT,2830,0.8666666666666667,0.20316625,-0.022571644,0.38680527,-0.2543389
2015-08-19 00:00:00+00,SHORT,788,0.375,0.1161307,-0.017206704,0.1484038,0.677535
2015-08-19 00:00:00+00,SHORT,791,0.42381089323844906,0.2830826,-0.013030279,-0.16213275,0.9989023
2015-08-19 00:00:00+00,SHORT,2863,0.9285714285714286,0.28938943,-0.016074512,0.11680468,-0.2521615
2015-08-19 00:00:00+00,SHORT,843,0.25272210962301467,0.43244016,-0.0143596325,0.5477591,0.15249802
2015-08-19 00:00:00+00,SHORT,900,0.4,0.30976412,-0.011833241,0.3066145,-0.14137016
2015-08-19 00:00:00+00,SHORT,906,0.9166666666666666,0.07304621,-0.02475576,0.3264987,-0.1253851
2015-08-19 00:00:00+00,SHORT,914,0.3635962235292902,0.59744173,-0.018423952,0.32,0.4864984
2015-08-19 00:00:00+00,SHORT,2972,0.4369072057746918,0.18025833,-0.022373049,0.21517129,-0.14759247
2015-08-19 00:00:00+00,SHORT,3021,0.31310727497994406,0.19784737,-0.0024231547,-0.11577374,0.8953366
2015-08-19 00:00:00+00,SHORT,3046,0.5081488316811935,0.3274639,-0.018250361,-0.020102445,-0.3141145
2015-08-19 00:00:00+00,SHORT,3100,0.3892542296304142,0.0667668,-0.0045308904,0.029214738,0.49342868
2015-08-19 00:00:00+00,SHORT,1087,0.8558109578669929,0.37073746,-0.020376837,-5.4176524E-4,-0.16891563
2015-08-19 00:00:00+00,SHORT,1090,0.5726426845862066,0.44135383,-0.0034374665,-0.12871547,0.12961882
2015-08-19 00:00:00+00,SHORT,1112,0.38580443265293585,0.107337356,-0.004825032,-0.011386543,0.44262174
2015-08-19 00:00:00+00,SHORT,3218,0.37799171311462004,0.4019585,-0.014569399,0.6153262,0.9283614
2015-08-19 00:00:00+00,SHORT,1220,0.9285714285714286,0.2753588,-0.015965667,-0.094317935,-0.3000174
2015-08-19 00:00:00+00,SHORT,3273,0.8571428571428572,0.5691747,-0.023697598,-0.22108474,1.2945948
2015-08-19 00:00:00+00,SHORT,3355,0.33333333333333337,0.2900711,-0.022313189,0.08407442,-0.120628536
2015-08-19 00:00:00+00,SHORT,1324,0.2631841315025426,0.10620187,-0.014955178,0.34117988,0.9785543
2015-08-19 00:00:00+00,SHORT,1371,0.32393831548831514,0.20433047,-0.02313224,0.021633806,-0.005725684
2015-08-19 00:00:00+00,SHORT,3430,0.8571428571428572,0.22013323,-0.014362641,0.0035891994,1.2518468
2015-08-19 00:00:00+00,SHORT,3470,0.4825907577039712,0.13434729,-0.008471812,-0.005981499,0.064858414
2015-08-19 00:00:00+00,SHORT,1423,0.6,0.1201525,-0.020834371,-0.037027556,-0.3490632
2015-08-19 00:00:00+00,SHORT,3471,0.6564274633849505,0.17911433,-0.013601611,0.0153663065,0.5476803
2015-08-19 00:00:00+00,SHORT,3501,0.5709137976379313,0.1582251,-0.013365662,0.3589221,0.45122865
2015-08-19 00:00:00+00,SHORT,1453,0.4346651469966524,0.25052044,-0.014229206,0.12117066,-0.3805344
2015-08-19 00:00:00+00,SHORT,3515,1.0,0.5713985,-0.005064346,0.16854548,0.35823146
2015-08-19 00:00:00+00,SHORT,1514,0.27725049690635745,0.1265498,-0.01621523,0.031867433,0.05010841
2015-08-19 00:00:00+00,SHORT,3586,0.8571428571428572,0.5361388,-0.021579977,0.20534195,0.6787174
2015-08-19 00:00:00+00,SHORT,3612,0.8333333333333334,0.13929263,-0.014325741,-0.11302353,0.35571563
2015-08-19 00:00:00+00,SHORT,1585,1.0,0.10296891,-0.018578812,0.31124008,0.14404176
2015-08-19 00:00:00+00,SHORT,3641,0.5914163526879525,0.22567135,-0.0057658097,0.6977857,-0.26291874
2015-08-19 00:00:00+00,SHORT,3646,0.4285714285714286,0.32161552,-0.017397732,0.029267399,-0.2757373
2015-08-19 00:00:00+00,SHORT,3652,0.9473684210526316,0.073183365,-0.0135871535,0.09738092,0.58233213
2015-08-19 00:00:00+00,SHORT,3773,1.0,0.33867788,0.003393755,-0.20452729,0.19363531
2015-08-19 00:00:00+00,SHORT,3811,1.0,0.21458513,-0.0071884114,0.5588119,0.71339136
2015-08-19 00:00:00+00,SHORT,1780,0.25574362570011383,0.40046403,-0.015030779,-0.024823824,-0.20227088
2015-08-19 00:00:00+00,SHORT,3862,0.4335741332597219,0.5236588,-0.021709928,-0.0023993324,0.3008673
2015-08-19 00:00:00+00,SHORT,3872,0.27364561045794866,0.41511452,-0.017154366,0.16102031,0.19340122
2015-08-19 00:00:00+00,SHORT,3885,0.4938139198722967,0.27967235,-0.0066786176,0.062964,1.3419356
2015-08-19 00:00:00+00,SHORT,1848,0.17981793399953955,0.28084278,-0.014143398,-0.19720496,1.3622876
2015-08-19 00:00:00+00,SHORT,3923,0.9166666666666666,0.5693779,-0.0127612185,0.61009926,-0.3637047
2015-08-19 00:00:00+00,SHORT,3973,0.20971833483714708,0.2876727,-0.023169992,-0.0461036,-0.27692682
2015-08-19 00:00:00+00,SHORT,4089,0.15420314842360247,0.14840722,-0.014209861,0.0031554534,0.7861807
2015-08-20 00:00:00+00,SHORT,4107,1.0,0.07618744,-0.006855443,-0.23881772,0.66651976
2015-08-20 00:00:00+00,SHORT,2079,0.08184453617171049,0.42838365,-0.025470085,0.64924634,0.21785972
2015-08-20 00:00:00+00,SHORT,2095,0.2466611017480228,0.13311955,-0.019145034,-0.032318335,-0.13025086
2015-08-20 00:00:00+00,SHORT,73,0.9090909090909091,0.10485882,-0.02585044,0.2139999,0.26569864
2015-08-20 00:00:00+00,SHORT,2129,0.9,0.4058043,-0.021978464,-0.09776125,-0.28203732
2015-08-20 00:00:00+00,SHORT,88,1.0,0.16907741,0.008736376,0.021687979,0.033016186
2015-08-20 00:00:00+00,SHORT,2352,0.21381113934543,0.26173288,-0.016469393,-0.046015624,0.4863517
2015-08-20 00:00:00+00,SHORT,2391,0.9444444444444444,0.10350172,-0.019213669,0.113387614,0.667294
2015-08-20 00:00:00+00,SHORT,370,0.24120440189421088,0.08505728,-0.016643805,0.17023107,-0.036260158
2015-08-20 00:00:00+00,SHORT,2643,0.0,0.07704349,-0.018111272,0.32571128,-0.36198875
2015-08-20 00:00:00+00,SHORT,791,0.2927797957488597,0.4106343,-0.024045886,-0.13601398,0.6904558
2015-08-20 00:00:00+00,SHORT,900,0.33333333333333337,0.24260111,-0.022692658,0.24301928,0.76231855
2015-08-20 00:00:00+00,SHORT,2961,0.17406242715461612,0.17963809,-0.018836768,0.35102633,-0.10543616
2015-08-20 00:00:00+00,SHORT,3021,0.24488245060657415,0.18186472,-0.015617875,0.1644209,0.4913099
2015-08-20 00:00:00+00,SHORT,3100,0.2717927374760991,0.06474863,-0.014943,-0.068342075,-0.32768196
2015-08-20 00:00:00+00,SHORT,1297,0.24158561599528278,0.1668216,-0.023632672,0.1507367,1.6403451
2015-08-20 00:00:00+00,SHORT,3538,0.24194536268455286,0.062697604,-0.016750215,0.44143993,0.052711252
2015-08-20 00:00:00+00,SHORT,1514,0.15619268568536787,0.13189264,-0.02184076,0.11148857,0.20280664
2015-08-20 00:00:00+00,SHORT,3641,0.3868194948084856,0.260042,-0.021290012,-0.1173634,-0.102570154
2015-08-20 00:00:00+00,SHORT,1761,0.75,0.15591522,-0.018563759,-0.14402422,1.0541843
2015-08-20 00:00:00+00,SHORT,3811,0.9444444444444444,0.199647,-0.02106533,0.12249234,0.44654712
2015-08-20 00:00:00+00,SHORT,3895,0.8333333333333334,0.3008724,-0.012085409,0.13692445,-0.32463932
2015-08-20 00:00:00+00,SHORT,1904,0.36883306496569096,0.26385748,-0.013659761,0.28558075,0.11447374
2015-08-20 00:00:00+00,SHORT,4049,0.41219571721774206,0.1623379,-0.0017903198,0.3158538,-0.29470497
2015-08-20 00:00:00+00,SHORT,4089,0.05855894100573671,0.16973525,-0.009566524,0.37233564,1.0058283
2015-08-21 00:00:00+00,SHORT,356,0.13854397983713865,0.6013217,0.02149839,-0.072493754,1.522241
2015-08-21 00:00:00+00,SHORT,1167,0.2513809886087378,0.06777957,-0.012855772,0.6128075,-0.37079713
2015-08-21 00:00:00+00,SHORT,4049,0.22890794674055376,0.15663576,-0.016660297,-0.06876155,-0.33399168
2015-08-21 00:00:00+00,SHORT,4089,0.01677042792228022,0.15326844,-0.022845022,0.22026348,0.34724703
2015-08-24 00:00:00+00,SHORT,356,0.0,0.56347466,0.0046589165,0.6297408,1.2119254
2015-08-27 00:00:00+00,SHORT,1840,0.0,0.22938745,-0.020626696,-0.056699637,0.0062945173
2015-08-28 00:00:00+00,SHORT,1840,0.0,0.2402756,-0.019353826,-0.10166849,0.04053513
2015-08-31 00:00:00+00,SHORT,2690,0.5569051188379195,0.15655963,-0.008285293,0.08945957,0.870383
2015-08-31 00:00:00+00,SHORT,2816,0.183971918052767,0.09781146,-0.025951043,0.08354816,1.3599283
2015-08-31 00:00:00+00,SHORT,2877,0.3365353292526798,0.15994695,-0.012191561,0.10463249,0.49034995
2015-08-31 00:00:00+00,SHORT,1532,0.4058466905576217,0.14747858,-0.023813527,-0.124380045,0.7870103
2015-08-31 00:00:00+00,SHORT,3743,1.0,0.34656885,-0.01244897,-0.040650565,0.51565516
2015-08-31 00:00:00+00,SHORT,1840,0.0,0.24316335,-0.025631664,0.092109546,-0.28360865
2015-09-08 00:00:00+00,SHORT,1840,0.0,0.24900958,-0.013048121,0.77595603,-0.2042091
2015-09-09 00:00:00+00,SHORT,2393,0.0,0.27213168,-0.018609779,0.023969194,0.5301672
2015-09-10 00:00:00+00,SHORT,3357,0.22361340326249354,0.18894167,-0.023032274,-0.07763409,-0.06135451
2015-09-14 00:00:00+00,SHORT,2365,0.0,0.12069338,-0.020564143,0.09392641,-0.08668173
2015-09-15 00:00:00+00,SHORT,131,0.0,0.13180515,-0.02074355,0.27858442,1.736037
2015-09-15 00:00:00+00,SHORT,2285,0.0,0.56550044,-0.017756203,-0.16219363,0.57915974
2015-09-15 00:00:00+00,SHORT,2870,0.0053693208645382105,0.09903407,-0.02472599,0.10042701,0.1947955
2015-09-16 00:00:00+00,SHORT,221,0.0,0.26100406,-0.014195019,-0.14813438,0.42987758
2015-09-16 00:00:00+00,SHORT,2285,0.0,0.5580274,-0.013247905,-0.1767567,-0.0061420253
2015-09-16 00:00:00+00,SHORT,253,0.32250474398870976,0.5455464,-0.023498656,-0.17822342,-0.21256137
2015-09-16 00:00:00+00,SHORT,2462,0.0,0.14591035,-0.006263302,0.67579484,0.4380063
2015-09-16 00:00:00+00,SHORT,2870,0.0,0.104601935,-0.010825865,0.035642426,1.2158091
2015-09-16 00:00:00+00,SHORT,3013,0.34310354012887945,0.12646067,-0.018343879,0.24511915,-0.16841443
2015-09-16 00:00:00+00,SHORT,3130,0.0,0.19498695,-0.020775635,0.01097825,-0.25744805
2015-09-16 00:00:00+00,SHORT,1139,0.0,0.073802136,-0.019014182,0.09466911,-0.23344092
2015-09-16 00:00:00+00,SHORT,3233,0.0,0.38025984,-0.0012730716,-0.029362677,0.22160512
2015-09-16 00:00:00+00,SHORT,3535,0.0,0.08271797,-0.020317582,0.39016917,-0.1667171
