time,side,ticker_id,mv_dn_composite_labels,dist_low52_vol_norm_20_df015,dist_upper_bb_20_2.0_df055,volume_spike_1_df057,vola_roc_21_5_df040
2010-11-09 00:00:00+00,SHORT,2133,0.0,0.4393787,-0.014302422,0.19191381,0.72378904
2010-11-09 00:00:00+00,SHORT,194,0.0,0.22207198,-0.025623048,-0.020873172,0.2529989
2010-11-09 00:00:00+00,SHORT,200,0.0,0.36775547,-0.02336849,0.002690274,0.08601236
2010-11-09 00:00:00+00,SHORT,395,0.0,0.10534871,-0.025230581,0.21855542,0.29269916
2010-11-09 00:00:00+00,SHORT,2473,0.0,0.06947416,0.008256763,-0.1535095,1.5008843
2010-11-09 00:00:00+00,SHORT,457,0.7659682045587529,0.49672544,-0.009464567,0.7365185,1.4563994
2010-11-09 00:00:00+00,SHORT,475,0.467201272379472,0.4510772,-0.015110511,0.30569854,0.08672753
2010-11-09 00:00:00+00,SHORT,576,0.18481582318936166,0.5158786,-0.017908651,0.73365676,0.32112825
2010-11-09 00:00:00+00,SHORT,2731,0.0,0.12974961,-0.01908644,0.45527333,0.78222567
2010-11-09 00:00:00+00,SHORT,934,1.0,0.33437088,-0.0016115095,0.7647059,0.41469702
2010-11-09 00:00:00+00,SHORT,3098,0.0,0.19612812,-0.016441947,0.3322906,1.2586759
2010-11-09 00:00:00+00,SHORT,1087,0.0,0.20827442,-0.01470951,-0.004355903,-0.063896924
2010-11-09 00:00:00+00,SHORT,3137,0.18168666215107313,0.34702215,-0.008767105,-0.059991114,1.358947
2010-11-09 00:00:00+00,SHORT,1108,0.3815070038770561,0.21400487,-0.023926692,0.00865076,0.8898843
2010-11-09 00:00:00+00,SHORT,1184,0.3620597411011651,0.41291487,-0.022279944,0.11113163,-0.3087999
2010-11-09 00:00:00+00,SHORT,1185,0.43035380021953906,0.41505256,-0.021653868,-2.3657749E-4,1.0140711
2010-11-09 00:00:00+00,SHORT,3236,0.305400171766676,0.32161647,-0.00979498,0.20032616,1.3629962
2010-11-09 00:00:00+00,SHORT,3513,0.0,0.30334795,5.654523E-4,0.14778866,1.3423076
2010-11-09 00:00:00+00,SHORT,3573,0.21914267993502728,0.38538703,-0.006013573,-0.016678657,0.71659774
2010-11-09 00:00:00+00,SHORT,3613,0.0,0.20530362,-0.021423217,0.5756747,1.7547557
2010-11-09 00:00:00+00,SHORT,3641,0.06400892457213417,0.20332742,-0.011580954,0.24023694,-0.27970397
2010-11-09 00:00:00+00,SHORT,3773,0.20507492444731978,0.49230972,-0.006864537,0.2578561,1.020774
2010-11-09 00:00:00+00,SHORT,3815,0.0,0.27147865,0.011269949,0.16993223,0.74068654
2010-11-09 00:00:00+00,SHORT,1832,0.31998071414984963,0.26804295,-0.005054378,-0.032561753,-0.3145259
2010-11-09 00:00:00+00,SHORT,4073,0.0,0.5870196,-0.011641779,-0.032705653,0.49598724
2010-11-09 00:00:00+00,SHORT,4083,0.34285210505138475,0.29824588,-0.01823611,0.53944826,0.08741648
2010-11-10 00:00:00+00,SHORT,2090,0.10699535756499841,0.119721405,-0.0068020388,0.084993586,0.6491091
2010-11-10 00:00:00+00,SHORT,2106,0.0,0.48348695,-0.0019114043,-0.18642096,-0.0135185905
2010-11-10 00:00:00+00,SHORT,2133,0.0,0.43931422,-0.018315533,0.08422348,-0.009156504
2010-11-10 00:00:00+00,SHORT,194,0.0,0.21885264,-0.01590127,0.18714558,-0.373779
2010-11-10 00:00:00+00,SHORT,2351,0.1517185791126742,0.44560072,-0.023454932,-0.031983104,1.036453
2010-11-10 00:00:00+00,SHORT,2440,0.1599222940579851,0.6081202,0.015078705,-0.17871076,-0.12523945
2010-11-10 00:00:00+00,SHORT,2473,0.0,0.06235784,-0.010124559,-0.21624766,0.19909678
2010-11-10 00:00:00+00,SHORT,2541,0.0,0.6094406,-0.0077215796,0.28540435,1.5937809
2010-11-10 00:00:00+00,SHORT,2619,0.45827964988136805,0.34463504,-0.015279767,-0.24813479,-0.04191145
2010-11-10 00:00:00+00,SHORT,2716,0.3941513674563328,0.47316855,-0.0038298417,0.097394995,1.432787
2010-11-10 00:00:00+00,SHORT,2731,0.0,0.1431085,-0.006661671,-0.22447132,0.45898938
2010-11-10 00:00:00+00,SHORT,799,0.0,0.5189309,-0.02082492,0.5446246,0.6986166
2010-11-10 00:00:00+00,SHORT,881,0.0,0.15579902,-0.023225864,-0.0016213465,1.1805333
2010-11-10 00:00:00+00,SHORT,2972,0.0,0.35502777,-0.020474147,0.032629874,-0.37663218
2010-11-10 00:00:00+00,SHORT,3021,0.0,0.32041904,-0.021868126,-0.24942432,0.09188665
2010-11-10 00:00:00+00,SHORT,3046,0.0,0.08326678,-0.013254169,-0.114679925,1.0850857
2010-11-10 00:00:00+00,SHORT,3098,0.0,0.19869262,-0.004741434,-0.036220435,-0.33503836
2010-11-10 00:00:00+00,SHORT,1184,0.30344377890679824,0.40844822,-0.024850693,0.27835196,0.089787856
2010-11-10 00:00:00+00,SHORT,1185,0.3789383103136398,0.4385735,-0.024057971,0.0032523684,-0.038117334
2010-11-10 00:00:00+00,SHORT,3469,0.11246609687278954,0.3120586,-0.025368629,-0.19570602,-0.02076103
2010-11-10 00:00:00+00,SHORT,3573,0.21351586096055838,0.35757008,-7.238073E-4,0.18194957,-0.34876862
2010-11-10 00:00:00+00,SHORT,3607,0.03578470326431744,0.21299812,-0.015483511,0.07595017,0.4876257
2010-11-10 00:00:00+00,SHORT,3613,0.0,0.20937616,-0.009561653,-0.031490386,-0.28655553
2010-11-10 00:00:00+00,SHORT,1593,0.0,0.07972493,-0.022566993,-0.0046066344,0.522559
2010-11-10 00:00:00+00,SHORT,3681,0.17251921911819315,0.5680055,-0.023611525,-0.058080696,-0.0770396
2010-11-10 00:00:00+00,SHORT,3695,0.0,0.522516,-0.020623827,-0.07032547,0.5780993
2010-11-10 00:00:00+00,SHORT,3704,0.0,0.15948185,-0.004891159,0.113882475,1.1089467
2010-11-10 00:00:00+00,SHORT,3708,1.0,0.4241675,-0.010525984,-0.0015032372,1.4523232
2010-11-10 00:00:00+00,SHORT,3773,0.27823664312873,0.4682945,-0.0044777254,0.13340883,-0.025429549
2010-11-10 00:00:00+00,SHORT,1846,0.32837006079172637,0.1815908,-0.013152039,0.040058997,-0.15227267
2010-11-10 00:00:00+00,SHORT,1922,0.08164742401086093,0.23663929,-0.009363374,-0.22597156,-0.18823116
2010-11-10 00:00:00+00,SHORT,4073,0.0,0.56620806,-0.016414374,0.017351666,-0.29290652
2010-11-11 00:00:00+00,SHORT,200,0.0,0.3689689,-0.026241332,-0.18346713,-0.32387477
2010-11-11 00:00:00+00,SHORT,356,0.447903222101558,0.2679261,-0.004294003,0.22041273,-0.042710263
2010-11-11 00:00:00+00,SHORT,2508,0.27722227241673053,0.3619597,-0.017845448,0.6645086,0.1423067
2010-11-11 00:00:00+00,SHORT,3046,0.06463143958683844,0.0857103,-0.012047287,0.19216587,-0.3286253
2010-11-11 00:00:00+00,SHORT,1300,0.27921077317578474,0.2189839,0.017990235,0.21382587,1.3778945
2010-11-11 00:00:00+00,SHORT,3357,0.09760357092607574,0.4708015,-0.006349234,0.4057946,-0.31849593
2010-11-11 00:00:00+00,SHORT,1593,0.0,0.09517796,-0.023617625,-0.0619767,-0.35205546
2010-11-11 00:00:00+00,SHORT,3681,0.12665958659490542,0.58815336,-0.024388462,0.021973003,-0.065313905
2010-11-11 00:00:00+00,SHORT,3693,0.0,0.3416141,-0.004973587,-0.1193083,-0.1708857
2010-11-11 00:00:00+00,SHORT,2004,0.10198377255933462,0.34476823,-0.02538335,-0.17008674,-0.34394407
2010-11-12 00:00:00+00,SHORT,2479,0.0,0.5854882,-0.02572176,0.12022879,-0.19051035
2010-11-12 00:00:00+00,SHORT,1300,0.19478515947019734,0.18371212,-0.011362144,-0.1110185,0.89662784
2010-11-15 00:00:00+00,SHORT,4215,0.0,0.19295952,-0.01806301,0.5104725,-0.18018812
2010-11-15 00:00:00+00,SHORT,2710,0.06304074997644933,0.57592994,-0.025243074,-0.1798712,1.1848592
2010-11-18 00:00:00+00,SHORT,799,0.0,0.4714083,-0.026223037,-0.0075340383,-0.057135526
2010-11-18 00:00:00+00,SHORT,934,0.0,0.39728442,-0.015683794,0.62980974,0.24008374
2010-11-18 00:00:00+00,SHORT,3271,0.0,0.391765,-0.020183621,0.29823378,0.53792685
2010-11-19 00:00:00+00,SHORT,799,0.0,0.48247132,-0.025289837,-0.17562155,0.26426288
2010-11-19 00:00:00+00,SHORT,934,1.0,0.3986492,-0.009714605,-0.14943573,0.25334704
2010-11-19 00:00:00+00,SHORT,3309,0.0,0.18875857,-0.020266972,0.4387863,0.19126871
2010-11-19 00:00:00+00,SHORT,3641,0.0,0.22878349,-0.02568565,0.13420412,0.9053372
2010-11-19 00:00:00+00,SHORT,3681,0.0,0.5189697,-0.01954791,-0.10133689,0.22018677
2010-11-22 00:00:00+00,SHORT,386,0.0,0.29949388,-0.025683759,-0.12309609,1.8400668
2010-11-22 00:00:00+00,SHORT,799,0.0,0.5030169,-0.025678238,0.36597174,0.42209175
2010-11-22 00:00:00+00,SHORT,1250,0.2803171625834749,0.17899746,-0.001747315,0.26658806,1.5532846
2010-11-22 00:00:00+00,SHORT,4073,0.0,0.57252157,-0.025365435,-0.23495346,0.3290943
2010-11-23 00:00:00+00,SHORT,386,0.0,0.3568932,-0.021098888,0.1657907,0.38890168
2010-11-24 00:00:00+00,SHORT,370,0.0,0.2988056,-0.023683343,-0.114573106,-0.36468962
2010-11-24 00:00:00+00,SHORT,386,0.0,0.37882012,-4.3783398E-4,-0.19864258,0.16387163
2010-11-24 00:00:00+00,SHORT,799,0.0,0.5315895,-0.016792819,0.14269856,-0.3195919
2010-11-24 00:00:00+00,SHORT,1076,0.1086331985951819,0.40002677,-0.024690647,-0.1169105,1.3630968
2010-11-24 00:00:00+00,SHORT,3142,0.0,0.3480755,-0.022983816,0.057289477,0.23313682
2010-11-24 00:00:00+00,SHORT,1767,0.0,0.41230175,-0.025932316,-0.08938906,0.0839591
2010-11-30 00:00:00+00,SHORT,799,0.0,0.60699975,-0.019654395,0.57914937,-0.3510262
2010-12-01 00:00:00+00,SHORT,2070,0.0,0.22078095,-0.01606573,0.4035998,0.59228873
2010-12-01 00:00:00+00,SHORT,2221,0.0,0.08215834,-0.022257838,0.31113797,0.6645642
2010-12-01 00:00:00+00,SHORT,2351,0.0,0.35196668,-0.026254654,-0.22412324,-0.031015879
2010-12-01 00:00:00+00,SHORT,739,0.0,0.60570806,-0.019359559,-0.18307513,-0.012841225
2010-12-01 00:00:00+00,SHORT,3286,0.0,0.33655217,-0.016299697,0.44755018,0.7887975
2010-12-01 00:00:00+00,SHORT,1404,0.0,0.5620944,-0.023163581,-0.16240582,0.22514547
2010-12-01 00:00:00+00,SHORT,3905,0.0,0.51794994,-0.026135974,0.13855898,-0.06869087
2010-12-02 00:00:00+00,SHORT,335,0.0,0.30034557,-0.02434613,-0.050161865,0.61157155
2010-12-02 00:00:00+00,SHORT,2543,0.0,0.26803476,-0.020458866,0.23792319,1.4186832
2010-12-02 00:00:00+00,SHORT,580,0.0,0.46655506,-0.020426074,0.14564823,1.7163887
2010-12-02 00:00:00+00,SHORT,1250,0.0,0.22728842,-0.023464302,0.27084792,-0.25262263
2010-12-02 00:00:00+00,SHORT,3309,1.0,0.18356302,-0.009964315,-0.2325132,0.14004381
2010-12-02 00:00:00+00,SHORT,3695,0.0,0.52842855,-0.01809817,0.335099,1.7430499
2010-12-02 00:00:00+00,SHORT,1700,0.0,0.20130272,-0.024309583,-0.1781505,1.123725
2010-12-03 00:00:00+00,SHORT,356,0.0,0.32926643,-0.023582207,0.73253626,1.2686498
2010-12-03 00:00:00+00,SHORT,1927,0.0,0.54243666,-0.020037768,0.28588042,0.5698741
2010-12-07 00:00:00+00,SHORT,370,0.3164752910033597,0.23882125,-0.005537941,0.23351882,0.5936928
2010-12-07 00:00:00+00,SHORT,874,0.0,0.2720819,-0.02520662,0.26973787,0.8013988
2010-12-07 00:00:00+00,SHORT,1112,0.5655871728104781,0.14855638,-0.013261628,0.49877083,-0.1961755
2010-12-07 00:00:00+00,SHORT,3538,0.3504118612492473,0.2460215,-0.0204155,0.67034334,-0.04678431
2010-12-07 00:00:00+00,SHORT,1673,0.8784250499215106,0.3590609,-0.009790948,-0.051374126,0.7542695
2010-12-07 00:00:00+00,SHORT,4013,0.10087860755500784,0.2141586,-0.020839667,0.35387847,0.005740671
2010-12-08 00:00:00+00,SHORT,2518,0.7572434553926193,0.2879087,-0.009452184,0.04716487,1.5639108
2010-12-09 00:00:00+00,SHORT,3046,0.278812830473465,0.1252356,0.020651668,0.27112257,0.75862974
2010-12-09 00:00:00+00,SHORT,3681,0.0,0.523125,-0.025587263,-0.091907,0.6622647
2010-12-10 00:00:00+00,SHORT,370,0.13853940123787326,0.23475748,-0.023857256,-0.053439707,-0.04433821
2010-12-10 00:00:00+00,SHORT,3046,0.1859744291725796,0.10512577,-0.003303694,-0.21128567,0.26907253
2010-12-10 00:00:00+00,SHORT,3198,0.07687912034556509,0.5645176,-0.02390701,0.21381778,0.13407607
2010-12-13 00:00:00+00,SHORT,3046,0.0,0.09308858,-0.021323489,-0.033638533,-0.08319056
2010-12-13 00:00:00+00,SHORT,3943,1.0,0.5176161,0.0050253626,0.72680634,-0.087762184
2010-12-13 00:00:00+00,SHORT,4083,0.3715475995847923,0.42859307,-0.023750065,-0.20266399,-0.38191378
2010-12-15 00:00:00+00,SHORT,3233,0.0,0.32333747,-0.02624977,0.59240377,0.032158177
2010-12-17 00:00:00+00,SHORT,1650,0.0,0.46323052,-0.024092104,0.54572994,0.7734608
2010-12-21 00:00:00+00,SHORT,2665,0.2818031010031709,0.58909494,-0.0045001805,-0.13743871,0.2690027
2010-12-21 00:00:00+00,SHORT,2999,0.3920753710697521,0.375329,-0.00670488,0.114562966,0.40131065
2010-12-21 00:00:00+00,SHORT,1650,0.0,0.501612,-0.016567385,0.68515867,0.18737306
2010-12-21 00:00:00+00,SHORT,4013,0.0,0.35557756,-0.021301711,-0.13787164,1.2642429
2010-12-22 00:00:00+00,SHORT,2665,0.3250574220287856,0.5917285,-0.0045265313,0.31470305,-0.18992592
2010-12-22 00:00:00+00,SHORT,2999,0.2124589577541595,0.3818628,-0.024431566,-0.17073613,-0.07944949
2010-12-23 00:00:00+00,SHORT,335,0.0,0.19752425,-0.024924856,-0.08566274,0.024428036
2010-12-23 00:00:00+00,SHORT,2999,0.24620772261937274,0.38368782,-0.024647906,-0.22355203,-0.28900355
2010-12-23 00:00:00+00,SHORT,1250,0.0,0.2989508,-0.015602471,0.32011542,-0.28938675
2010-12-28 00:00:00+00,SHORT,3447,0.5255747979478329,0.37675494,-0.014718226,0.4423145,-3.9690416E-4
2010-12-29 00:00:00+00,SHORT,1250,0.0,0.29931316,-0.024333913,-0.19192743,-0.20253187
2010-12-29 00:00:00+00,SHORT,3447,0.509772049563204,0.59811634,-0.01142611,-0.1461974,0.24690092
2010-12-29 00:00:00+00,SHORT,3652,0.5045613669428934,0.37044543,-0.02393355,0.09161258,0.2283132
2010-12-31 00:00:00+00,SHORT,4136,0.0,0.41855904,-0.015620103,0.013877372,0.08414471
2010-12-31 00:00:00+00,SHORT,3652,0.45594159678056917,0.44213206,-0.024768705,-0.2204757,0.3766997
2011-01-03 00:00:00+00,SHORT,2550,0.16384044431370717,0.19842605,-0.021644078,0.3877934,-0.20006764
2011-01-03 00:00:00+00,SHORT,870,0.27640641494789386,0.5452261,7.678311E-4,0.4801831,-0.27155045
2011-01-03 00:00:00+00,SHORT,1250,0.0,0.35439584,-0.004245737,0.650161,-0.0410244
2011-01-03 00:00:00+00,SHORT,1303,0.0,0.60731494,-0.01926097,0.5436023,0.1435919
2011-01-04 00:00:00+00,SHORT,160,0.2787935827291405,0.31494623,-0.021913618,-0.049152896,1.042054
2011-01-04 00:00:00+00,SHORT,212,0.0,0.58004266,-0.0109473765,0.21471323,0.23487765
2011-01-04 00:00:00+00,SHORT,2569,0.43928086310965664,0.2697337,-0.025493901,0.1938634,0.3738607
2011-01-04 00:00:00+00,SHORT,870,0.0,0.5039994,-0.023518594,0.014310605,-0.030987479
2011-01-04 00:00:00+00,SHORT,1250,0.0,0.3431722,-0.0013618448,0.0015282086,1.3665719
2011-01-04 00:00:00+00,SHORT,3613,0.0,0.3823964,-0.02351833,0.17963523,-0.2972247
2011-01-04 00:00:00+00,SHORT,3716,0.6777574780480594,0.38174075,-0.013029725,-0.23442881,0.7526797
2011-01-05 00:00:00+00,SHORT,160,0.16058457827115213,0.33424366,-0.023159657,0.15224923,1.4499177
2011-01-05 00:00:00+00,SHORT,212,0.0,0.5892183,-0.022107879,0.16496128,0.5470803
2011-01-05 00:00:00+00,SHORT,2569,0.3601001808816171,0.26856297,-0.023207886,-0.18702763,0.1326036
2011-01-05 00:00:00+00,SHORT,836,0.6141255945740901,0.36033994,-0.018122023,-0.060899284,1.037008
2011-01-05 00:00:00+00,SHORT,870,0.017967609268176473,0.5023421,-0.021407401,-0.08930098,0.15651834
2011-01-06 00:00:00+00,SHORT,212,0.0,0.586104,-0.024259046,-0.15687366,0.39310366
2011-01-11 00:00:00+00,SHORT,2527,0.9333333333333333,0.5094875,-0.009255032,-0.045609273,1.0512177
2011-01-12 00:00:00+00,SHORT,405,0.0,0.35996747,-0.023806525,-0.07899466,-0.10868707
2011-01-12 00:00:00+00,SHORT,2527,0.8666666666666667,0.493729,-0.0060749813,0.2593457,-0.38590762
2011-01-12 00:00:00+00,SHORT,3013,0.5912496684058264,0.08460344,-0.022552604,-0.19806182,-0.2306305
2011-01-12 00:00:00+00,SHORT,3433,0.45410047286457783,0.5603136,0.009206965,0.12800483,-0.1058609
2011-01-12 00:00:00+00,SHORT,3613,0.0,0.47254434,-0.021577736,0.06408734,0.6582876
2011-01-12 00:00:00+00,SHORT,3693,0.6540915399022416,0.4561473,-0.011495742,-0.21096006,0.54660404
2011-01-13 00:00:00+00,SHORT,2710,0.27749338923947237,0.36614954,-0.0025663737,-0.20436202,-0.1968386
2011-01-13 00:00:00+00,SHORT,2877,0.3236474550516331,0.44919643,-0.0041730474,-0.2083562,0.5334168
2011-01-13 00:00:00+00,SHORT,3433,0.3897067243420078,0.49237946,-0.018292118,0.077578925,0.021826966
2011-01-13 00:00:00+00,SHORT,1423,1.0,0.53088534,-0.002256792,0.4481169,-0.36248285
2011-01-13 00:00:00+00,SHORT,1615,0.3537075980307503,0.60572624,-0.017722031,-0.078806475,0.18640317
2011-01-14 00:00:00+00,SHORT,413,0.5462421776293528,0.48970005,-0.014104366,0.77386665,1.338197
2011-01-14 00:00:00+00,SHORT,920,0.30927766184962646,0.54333043,-0.024618339,-0.032343227,1.0092757
2011-01-18 00:00:00+00,SHORT,395,0.37938989779370436,0.21611723,-0.0011916972,-0.24304914,0.7152334
2011-01-18 00:00:00+00,SHORT,429,0.0,0.21061775,-0.005612367,-0.011089552,-0.23471695
2011-01-18 00:00:00+00,SHORT,2534,1.0,0.46923223,-0.004233432,-0.14722943,-0.37566495
2011-01-18 00:00:00+00,SHORT,2716,0.8371269415112679,0.6016494,-0.019930862,-0.09420849,0.095456064
2011-01-18 00:00:00+00,SHORT,2990,0.5057843247531707,0.2515959,0.013501389,0.3135602,0.83658016
2011-01-18 00:00:00+00,SHORT,995,0.8316005917522735,0.35517967,-0.025201952,0.39772832,0.36130437
2011-01-18 00:00:00+00,SHORT,1710,0.4603533052064443,0.13408299,-0.0055446853,-0.15309909,0.37041068
2011-01-18 00:00:00+00,SHORT,3947,0.5552250349604005,0.53793484,1.1288149E-5,0.12019447,0.26603442
2011-01-19 00:00:00+00,SHORT,2990,0.22802004755454663,0.21541469,-0.019695252,-0.20050077,0.06415214
2011-01-19 00:00:00+00,SHORT,1410,0.0,0.3466413,-0.015190803,0.30307654,0.46445906
2011-01-19 00:00:00+00,SHORT,3947,0.36041013161004604,0.5099775,-0.022459527,3.358548E-4,-0.03609806
2011-01-20 00:00:00+00,SHORT,1410,0.0,0.33443528,-0.02379381,0.10472853,0.29004425
2011-01-21 00:00:00+00,SHORT,243,0.2974586714323306,0.3902689,-0.024125881,0.07071282,0.26813295
2011-01-21 00:00:00+00,SHORT,395,0.2445861993246527,0.20639767,-0.017979447,0.1524492,0.5648262
2011-01-21 00:00:00+00,SHORT,1410,0.0,0.3318369,-0.025565905,-0.16911474,0.122548014
2011-01-24 00:00:00+00,SHORT,395,0.24377682230664358,0.20494568,-0.024807582,0.05701016,-0.26336107
2011-01-24 00:00:00+00,SHORT,580,0.29455903462536115,0.51924205,-0.0114140045,0.48319504,0.08569233
2011-01-24 00:00:00+00,SHORT,1410,0.0,0.34871516,-0.015369861,0.08910738,-0.08650596
2011-01-25 00:00:00+00,SHORT,1633,0.0,0.18792157,-0.025235407,0.2945393,0.34062254
2011-01-26 00:00:00+00,SHORT,2248,0.6291283672268326,0.16529897,-0.01703348,0.10042494,0.84763193
2011-01-26 00:00:00+00,SHORT,427,0.0,0.4714795,-0.0105504375,0.21443003,1.1889603
2011-01-26 00:00:00+00,SHORT,1410,0.0,0.35971338,-0.016467156,0.5349263,-0.27677748
2011-01-28 00:00:00+00,SHORT,4107,0.5927864352036069,0.20031835,-0.012639074,0.37038353,0.46869296
2011-02-01 00:00:00+00,SHORT,3046,0.0,0.25436568,-0.020545205,0.13764705,1.011126
2011-02-01 00:00:00+00,SHORT,1770,0.5933107497089125,0.3660066,0.012929396,-0.025098508,1.2763475
2011-02-02 00:00:00+00,SHORT,843,0.4158128664751231,0.46629107,-0.010228045,-0.0045068497,1.4611441
2011-02-02 00:00:00+00,SHORT,1298,0.0,0.5632498,-0.0038009346,-0.2440474,1.7509794
2011-02-02 00:00:00+00,SHORT,3613,0.0,0.34953833,0.007647609,-0.04813474,1.310809
2011-02-03 00:00:00+00,SHORT,664,0.48443611108320644,0.43278956,-0.01268909,0.5469259,0.52521795
2011-02-03 00:00:00+00,SHORT,1770,0.0,0.32126868,-0.022451216,-0.008610567,0.60335517
2011-02-04 00:00:00+00,SHORT,429,0.0,0.32545578,-0.025974657,0.16415332,0.9070798
2011-02-07 00:00:00+00,SHORT,2248,0.0,0.25330657,-0.018376356,0.5053692,-0.30665168
2011-02-07 00:00:00+00,SHORT,2452,0.0,0.30549827,-0.024859138,0.46228436,-0.3419179
2011-02-07 00:00:00+00,SHORT,664,0.2969025814934135,0.5156334,-0.023310935,-0.06720799,-0.3301003
2011-02-07 00:00:00+00,SHORT,1731,0.0,0.18342368,-0.026127852,0.058403656,-0.1659105
2011-02-07 00:00:00+00,SHORT,4083,1.0,0.37975132,-0.012472613,0.20990995,-0.10889686
2011-02-08 00:00:00+00,SHORT,2425,0.5710512997518615,0.497619,0.0040137838,-0.1831491,0.51951116
2011-02-08 00:00:00+00,SHORT,3236,0.608997662268831,0.4289361,0.014074085,0.6908202,0.07143291
2011-02-09 00:00:00+00,SHORT,2425,0.4333223256204702,0.45908156,-0.016501522,0.09195557,0.18561439
2011-02-09 00:00:00+00,SHORT,1076,1.0,0.3234799,-0.0057067038,0.48190618,-0.122308776
2011-02-09 00:00:00+00,SHORT,3127,0.5156181424247347,0.346407,-0.011022953,0.2773824,1.379346
2011-02-09 00:00:00+00,SHORT,3236,0.49237019293238793,0.38498417,-0.012607486,-0.13149734,-0.27995673
2011-02-09 00:00:00+00,SHORT,3704,0.5570616386985635,0.4876046,-0.010185708,0.17583314,-0.3292602
2011-02-09 00:00:00+00,SHORT,1748,0.29470716868721814,0.580516,-0.017534683,0.14762434,1.5499953
2011-02-10 00:00:00+00,SHORT,2425,0.34690509524573615,0.4421349,-0.024509795,0.4205675,0.10141349
2011-02-10 00:00:00+00,SHORT,2546,0.0,0.49030733,-0.025700403,0.5170549,0.11694759
2011-02-10 00:00:00+00,SHORT,2550,0.35371725222258577,0.14690766,-0.026223242,0.7019893,1.2364981
2011-02-10 00:00:00+00,SHORT,1832,0.4901940782928811,0.31807283,-0.0071066553,0.19938856,-0.2759196
2011-02-11 00:00:00+00,SHORT,2323,0.19924909390363252,0.35702103,-9.226432E-4,0.03628118,-0.25974426
2011-02-11 00:00:00+00,SHORT,2716,1.0,0.5019025,-0.014418837,-0.1338997,-0.30177414
2011-02-11 00:00:00+00,SHORT,2999,0.0,0.40628985,-0.012757134,0.5043678,-0.27585465
2011-02-11 00:00:00+00,SHORT,3907,0.43663062241779865,0.3147734,5.887716E-4,-0.054416504,1.6912268
2011-02-14 00:00:00+00,SHORT,395,0.21706446617345487,0.22558315,-0.01645163,-0.20215313,-0.13303024
2011-02-14 00:00:00+00,SHORT,710,1.0,0.24674955,-0.006806515,-0.17453614,-0.20872782
2011-02-14 00:00:00+00,SHORT,2986,0.11758194884021397,0.29474673,-0.02306579,0.36462414,0.12784259
2011-02-14 00:00:00+00,SHORT,3236,0.3499977547695015,0.3468534,-0.017856875,0.15551625,-0.026582308
2011-02-14 00:00:00+00,SHORT,3704,0.3165477161783933,0.50149286,-0.01494564,-0.23314008,0.5658342
2011-02-15 00:00:00+00,SHORT,710,0.875,0.23249747,-0.024945425,-0.08816697,-0.25178832
2011-02-15 00:00:00+00,SHORT,1832,0.38666352011429034,0.29931507,-0.025435291,0.048329122,-0.3462176
2011-02-15 00:00:00+00,SHORT,3907,0.24925705153558006,0.29490885,-0.009149187,-0.23700042,1.1669675
2011-02-16 00:00:00+00,SHORT,4171,0.22440176838142267,0.23379791,-0.010903587,-0.10607897,1.4646053
2011-02-16 00:00:00+00,SHORT,88,0.7750445845727941,0.15665492,3.8351153E-4,-0.07923897,1.5368928
2011-02-16 00:00:00+00,SHORT,157,0.3188208234559265,0.53564256,-0.010923714,-0.1342142,-0.17580049
2011-02-16 00:00:00+00,SHORT,2425,0.28994162194926876,0.41865042,-0.024461308,0.19351238,-0.35528538
2011-02-16 00:00:00+00,SHORT,631,0.2637215435163475,0.28890163,-0.0027013985,0.38527024,-0.057862848
2011-02-16 00:00:00+00,SHORT,1770,0.0,0.32929403,-0.0228207,0.7003335,0.004172256
2011-02-16 00:00:00+00,SHORT,3907,0.18788161003324855,0.27996093,-0.0131119555,0.74873173,-0.265088
2011-02-16 00:00:00+00,SHORT,3923,0.6779718371020258,0.5626171,-0.009936339,-0.11663077,0.0020459574
2011-02-16 00:00:00+00,SHORT,1904,0.23564552302411162,0.39572665,-0.022890307,-0.1816248,-0.25746533
2011-02-17 00:00:00+00,SHORT,2421,0.0,0.5649129,0.0016977927,0.7592704,0.17637847
2011-02-17 00:00:00+00,SHORT,2425,0.24388428047914987,0.44557744,-0.020880682,-0.19563279,-0.10805832
2011-02-17 00:00:00+00,SHORT,2527,0.11698200100521942,0.21242443,-0.025353612,-0.22242266,0.010295181
2011-02-17 00:00:00+00,SHORT,675,0.0,0.5781886,0.01345627,0.78314114,0.39676383
2011-02-17 00:00:00+00,SHORT,836,0.32732712240464795,0.32168302,-0.025559578,-0.22695771,-0.18846853
2011-02-17 00:00:00+00,SHORT,3815,0.03968721772346028,0.58961725,0.0024197006,0.20478539,0.4972043
2011-02-17 00:00:00+00,SHORT,4000,0.19943148360326413,0.5379394,-2.66684E-4,0.007250646,0.39378014
2011-02-17 00:00:00+00,SHORT,2028,0.2172298399726854,0.55638695,-0.015392363,0.2998736,0.0772936
2011-02-18 00:00:00+00,SHORT,2090,0.45038312014404736,0.33195004,-4.7388286E-4,0.039989587,0.27199626
2011-02-18 00:00:00+00,SHORT,64,0.38218635350002167,0.5875614,0.00947117,0.5423526,1.5063457
2011-02-18 00:00:00+00,SHORT,304,0.31626836807449205,0.25939178,-0.016809156,-0.21892422,1.2315227
2011-02-18 00:00:00+00,SHORT,2425,0.19161957870965254,0.44772762,-0.0234097,0.22285342,-0.29281998
