id,strategy,ticker,ticker_id,signal_date,side,close_reason,entry_date,exit_date,entry_price,entry_price_adjusted,exit_price,exit_price_adjusted,tp,sl,atr,atr_entry_adjusted,size,size_adjusted,allocation_usd,gross_pnl_usd,net_pnl_usd,gross_pnl_pct,net_pnl_pct,commission_usd,commission_pct
356385,wf1-p16-short-18121,A,1,2020-09-02,Short,Time,2020-09-03,2020-09-22,103.09,99.88018048976315,97.84,94.793586615291,91.72719218201134,102.59784325901376,1.8699996569773871,1.8117751795004036,19,19.61059732166534,1958.71,99.75114421112275,99.18114421112276,0.04987557210556137,0.04959057210556138,0.57,0.000285
356386,wf1-p16-short-18121,A,1,2020-10-19,Short,SL,2020-10-20,2020-11-04,105.89,102.77797100653348,108.9134789650198,105.71253300059945,93.97428502433554,105.71253300059945,2.01561201301845,1.956374662710651,18,18.545024593634334,1906.02,-54.421524351498086,-54.961524351498085,-0.027210762175749043,-0.027480762175749043,0.54,0.00027
356387,wf1-p16-short-18121,A,1,2020-11-09,Short,SL,2020-11-10,2020-11-24,112.82,109.50430005444643,117.10252392097979,113.66092689775628,97.03441952451689,113.66092689775628,2.8549907186539762,2.7710845622065654,17,17.51474598756747,1917.9399999999998,-72.80226332567645,-73.31226332567645,-0.036401131662838225,-0.03665613166283823,0.51,0.000255
356388,wf1-p16-short-18121,A,1,2021-01-20,Short,Time,2021-01-21,2021-02-08,127.77,124.21829581889763,123.92,120.47532323150476,112.62478055120997,128.08280090812684,2.6500004796432433,2.576336726152814,15,15.4288866013281,1916.55,57.74989960276423,57.29989960276423,0.028874949801382114,0.028649949801382114,0.44999999999999996,0.00022499999999999997
356389,wf1-p16-short-18121,A,1,2021-02-17,Short,TP,2021-02-18,2021-03-04,129,125.41410714285713,114.46881469510002,111.2868026403745,111.2868026403745,130.12320864368468,3.2291640733036475,3.1394010005516946,15,15.42888630380212,1935,217.96857494799627,217.51857494799629,0.10898428747399813,0.10875928747399814,0.44999999999999996,0.00022499999999999997
356390,wf1-p16-short-18121,A,1,2021-04-26,Short,TP,2021-04-27,2021-05-12,136.93,133.3225446365768,129.08121482352814,125.68059109034303,125.68059109034303,135.8698624853214,1.7441622944286475,1.6982118991630581,14,14.37881346493644,1917.02,109.88222454900485,109.46222454900484,0.05494111227450242,0.05473111227450242,0.42,0.00020999999999999998
356391,wf1-p16-short-18121,A,1,2021-05-24,Short,SL,2021-05-25,2021-05-26,133.41,129.89535795991893,136.64128287819028,133.04149396059134,120.45694995790166,133.04149396059134,2.1541750243772917,2.097424000448283,14,14.37880482669995,1867.74,-45.23767551192297,-45.657675511922974,-0.022618837755961487,-0.022828837755961486,0.42,0.00020999999999999998
356392,wf1-p16-short-18121,A,1,2021-12-30,Short,TP,2021-12-31,2022-01-10,160.35,156.52550435327277,144.84569050863567,141.57578607355165,141.57578607355165,161.50874377984647,3.4033322358663334,3.322159617715805,12,12.293204279713711,1924.1999999999998,183.77994073678187,183.41994073678185,0.09188997036839093,0.09170997036839093,0.36,0.00017999999999999998
356393,wf1-p16-short-18121,A,1,2022-02-09,Short,TP,2022-02-10,2022-02-24,141.56,138.36425751800084,124.51626332717231,121.7052953224473,121.7052953224473,143.91724491651868,3.7874949799658055,3.7019915990118974,14,14.323352255492484,1981.8400000000001,238.61218373784584,238.19218373784585,0.11930609186892292,0.11909609186892292,0.42,0.00020999999999999998
356394,wf1-p16-short-18121,A,1,2022-06-07,Short,Time,2022-06-08,2022-06-27,127.88,125.18931769157994,121.83,119.26658847972134,105.4094367188604,131.78261134915311,4.490001801419235,4.395529105048787,15,15.322393598515596,1918.1999999999998,90.75038816152367,90.30038816152367,0.045375194080761835,0.04515019408076183,0.44999999999999996,0.00022499999999999997
