time,side,ticker_id,mv_dn_composite_labels,co_fall_count_1_5_df044,normalized_12m_df003,dist_upper_bb_50_2.0_df055,normalized_6m_df004
2012-10-17 00:00:00+00,SHORT,1869,0.0,1.0,0.7205882,-0.017910793,0.3888889
2012-10-17 00:00:00+00,SHORT,1927,0.0,1.0,0.24411765,-0.01896421,0.35185185
2012-10-18 00:00:00+00,SHORT,2350,0.0,1.0,0.6167024,-0.020988595,0.18666667
2012-10-18 00:00:00+00,SHORT,2482,0.2702794702058504,1.0,0.5910064,-0.003695663,0.45
2012-10-18 00:00:00+00,SHORT,2815,0.37437264250751856,1.0,0.32544377,-0.0069819265,0.28301886
2012-10-18 00:00:00+00,SHORT,3244,0.4696392859304665,1.0,0.3961456,-2.6287732E-4,0.4347826
2012-10-18 00:00:00+00,SHORT,3686,0.0,1.0,0.89053255,-0.005082905,0.47368422
2012-10-18 00:00:00+00,SHORT,1927,0.0,1.0,0.23964497,-0.018415105,0.3773585
2012-10-22 00:00:00+00,SHORT,1198,0.6832413427437671,1.0,0.8020833,0.0094781965,0.5319149
2012-10-31 00:00:00+00,SHORT,1258,0.0,1.0,0.5641593,-2.3751841E-4,0.32352942
2012-11-01 00:00:00+00,SHORT,39,0.23143494149233473,1.0,0.39570552,-0.016030973,0.38297874
2012-11-01 00:00:00+00,SHORT,88,0.628596386712002,1.0,0.4224719,-0.002580361,0.61764705
2012-11-01 00:00:00+00,SHORT,3049,0.0,1.0,0.297546,0.0026561911,0.5
2012-11-01 00:00:00+00,SHORT,1258,0.0,1.0,0.6853933,0.017720701,0.32352942
2012-11-02 00:00:00+00,SHORT,2261,0.575783380935673,1.0,0.23738873,6.2783936E-4,0.5849057
2012-11-02 00:00:00+00,SHORT,903,0.0,1.0,0.8229167,0.0062847827,0.2
2012-11-02 00:00:00+00,SHORT,3065,0.0,1.0,0.7375,-0.017712705,0.3783784
2012-11-02 00:00:00+00,SHORT,3179,0.05938103496965246,1.0,0.6,0.007476277,0.2647059
2012-11-02 00:00:00+00,SHORT,3244,0.5078023220101215,1.0,0.3280899,-0.020963607,0.54545456
2012-11-02 00:00:00+00,SHORT,1258,0.0,1.0,0.66875,-0.007445301,0.2972973
2012-11-02 00:00:00+00,SHORT,3613,0.17331100563982824,1.0,0.23125,-0.009834417,0.52272725
2012-11-02 00:00:00+00,SHORT,3645,0.21584626290166767,1.0,0.69166666,-0.017099565,0.41025642
2012-11-05 00:00:00+00,SHORT,194,0.0757877245720894,1.0,0.5833333,-0.008839621,0.4909091
2012-11-05 00:00:00+00,SHORT,2452,0.46282223171454046,1.0,0.7619048,0.024693668,0.46153846
2012-11-05 00:00:00+00,SHORT,3179,0.0,1.0,0.56475586,0.0092482,0.32352942
2012-11-06 00:00:00+00,SHORT,2270,0.16700804431486474,1.0,0.62447256,-0.007453275,0.37037036
2012-11-06 00:00:00+00,SHORT,2731,0.0,1.0,0.8270042,-0.0025791558,0.4722222
2012-11-06 00:00:00+00,SHORT,786,0.2101837223573183,1.0,0.278481,0.008918479,0.6
2012-11-06 00:00:00+00,SHORT,2999,0.33269430761812935,1.0,0.4047619,-0.014596145,0.46296296
2012-11-06 00:00:00+00,SHORT,3179,0.0,1.0,0.5759494,0.013414667,0.3548387
2012-11-06 00:00:00+00,SHORT,3241,0.20192557811133272,1.0,0.44940478,0.009476068,0.6037736
2012-11-06 00:00:00+00,SHORT,3255,0.1971473949289521,1.0,0.42857143,-0.012641132,0.51282054
2012-11-06 00:00:00+00,SHORT,1280,0.0,1.0,0.1371308,0.029031448,0.2
2012-11-06 00:00:00+00,SHORT,1396,0.24986619934397006,1.0,0.60714287,-0.005940302,0.3617021
2012-11-06 00:00:00+00,SHORT,3607,0.21492372133246437,1.0,0.60548526,0.011926043,0.2345679
2012-11-06 00:00:00+00,SHORT,1585,0.23542130210165693,1.0,0.6371308,0.0068123215,0.575
2012-11-06 00:00:00+00,SHORT,3905,0.4241654487079345,1.0,0.33035713,-0.0052348846,0.24528302
2012-11-06 00:00:00+00,SHORT,1922,0.09776298859748868,1.0,0.4017857,-0.004973954,0.3
2012-11-07 00:00:00+00,SHORT,50,0.8888888888888888,1.0,0.50301206,-0.020787135,0.5106383
2012-11-07 00:00:00+00,SHORT,2261,0.18038675635081228,1.0,0.22590362,0.0012799219,0.6037736
2012-11-07 00:00:00+00,SHORT,713,0.18871493257316405,1.0,0.6415663,-0.015558436,0.3207547
2012-11-07 00:00:00+00,SHORT,791,0.09386280295780218,1.0,0.2801724,-0.0029774874,0.29166666
2012-11-07 00:00:00+00,SHORT,1258,0.0,1.0,0.6573276,-0.006110782,0.2777778
2012-11-07 00:00:00+00,SHORT,1280,0.03219808889729274,1.0,0.13577586,0.008096965,0.21428572
2012-11-07 00:00:00+00,SHORT,3868,0.0,1.0,0.5862069,0.014767538,0.2625
2012-11-07 00:00:00+00,SHORT,4031,0.032922781006773906,1.0,0.5603448,-0.012502617,0.4878049
2012-11-09 00:00:00+00,SHORT,411,0.0,1.0,0.75206614,-0.0073116627,0.58536583
2012-11-09 00:00:00+00,SHORT,1869,0.2584241258394134,1.0,0.34411764,-0.011498156,0.55
2012-11-09 00:00:00+00,SHORT,1927,0.0,1.0,0.19578314,-7.576711E-4,0.509434
2012-11-12 00:00:00+00,SHORT,1869,0.23306002954617722,1.0,0.38616714,-0.015129404,0.55
2012-11-13 00:00:00+00,SHORT,3994,0.08878709517459864,1.0,0.8801653,-0.003311645,0.4117647
2012-11-16 00:00:00+00,SHORT,1280,0.0,1.0,0.13319673,-0.020122724,0.25
2012-11-19 00:00:00+00,SHORT,1280,0.0,1.0,0.13168724,-0.0062519247,0.27083334
2012-11-20 00:00:00+00,SHORT,1767,0.0,1.0,0.16666667,-0.016049813,0.5744681
2012-11-23 00:00:00+00,SHORT,3994,0.0,1.0,0.8545082,-0.0046344134,0.5294118
2012-11-28 00:00:00+00,SHORT,3782,0.41188867394789236,1.0,0.2930328,-0.0045628143,0.5833333
2012-11-29 00:00:00+00,SHORT,4218,1.0,1.0,0.55991733,-0.012131886,0.4680851
2012-12-27 00:00:00+00,SHORT,1939,0.4251609082031691,1.0,0.43539324,-0.012311215,0.5897436
2012-12-31 00:00:00+00,SHORT,3743,0.0,1.0,0.8857143,-0.017991887,0.3888889
2013-01-03 00:00:00+00,SHORT,2568,0.0,1.0,0.5758197,0.0182828,0.3292683
2013-01-03 00:00:00+00,SHORT,844,0.0,1.0,0.16393442,-0.006307198,0.27659574
2013-01-04 00:00:00+00,SHORT,844,0.0,1.0,0.17008197,-0.012751452,0.27659574
2013-01-07 00:00:00+00,SHORT,844,0.0,1.0,0.16359918,-0.016723191,0.27659574
2013-01-10 00:00:00+00,SHORT,1869,0.4856910068868254,1.0,0.6106443,0.009636255,0.55
2013-01-11 00:00:00+00,SHORT,881,0.8,1.0,0.58811474,-0.010585302,0.24691358
2013-01-14 00:00:00+00,SHORT,2728,0.09892161124305326,1.0,0.6352459,-0.0065434463,0.37804878
2013-01-15 00:00:00+00,SHORT,2728,0.10809389675675647,1.0,0.6352459,-0.00551733,0.37804878
2013-01-16 00:00:00+00,SHORT,2661,0.21151057088277697,1.0,0.2215909,0.0050502033,0.2820513
2013-01-22 00:00:00+00,SHORT,1869,0.0,1.0,0.44159544,-0.011997712,0.5263158
2013-01-28 00:00:00+00,SHORT,641,0.4173066801359022,1.0,0.5,-0.013743086,0.3809524
2013-01-28 00:00:00+00,SHORT,2690,0.4491992888134694,1.0,0.21487603,-0.010273737,0.4680851
2013-01-28 00:00:00+00,SHORT,2993,0.507331372173757,1.0,0.37190083,-0.015208865,0.25531915
2013-01-29 00:00:00+00,SHORT,641,0.374582903942565,1.0,0.5,-0.014160425,0.3809524
2013-01-29 00:00:00+00,SHORT,2690,0.41864114033391825,1.0,0.2217484,-0.006904311,0.45652175
2013-01-29 00:00:00+00,SHORT,2993,0.46577970926731266,1.0,0.37739873,-0.013938794,0.25581396
2013-01-29 00:00:00+00,SHORT,2042,0.5084953391452609,1.0,0.59504133,-0.008911685,0.4883721
2013-01-30 00:00:00+00,SHORT,576,0.5930987187228446,1.0,0.41613588,-0.008283517,0.5
2013-02-04 00:00:00+00,SHORT,4107,0.0,1.0,0.7410526,-5.6285533E-4,0.53333336
2013-02-04 00:00:00+00,SHORT,1191,0.0,1.0,0.85052633,-0.013053919,0.42222223
2013-02-05 00:00:00+00,SHORT,4107,0.0,1.0,0.7133621,-0.0106632635,0.55813956
2013-02-05 00:00:00+00,SHORT,487,0.4803191865115033,1.0,0.12068965,-8.370176E-5,0.2
2013-02-05 00:00:00+00,SHORT,1191,0.8888888888888888,1.0,0.8512931,-0.0024512727,0.4883721
2013-02-06 00:00:00+00,SHORT,2111,0.18955302410324743,1.0,0.55588233,-1.303578E-4,0.5555556
2013-02-06 00:00:00+00,SHORT,487,0.4634881210416305,1.0,0.115384616,-0.010217454,0.20512821
2013-02-06 00:00:00+00,SHORT,1191,0.5091074856646476,1.0,0.84615386,-0.00973164,0.4090909
2013-02-07 00:00:00+00,SHORT,3218,0.0,1.0,0.25373134,-0.009383255,0.18518518
2013-02-07 00:00:00+00,SHORT,1191,0.2511462546491066,1.0,0.85106385,-0.012491096,0.38297874
2013-02-08 00:00:00+00,SHORT,2111,0.2236420596574933,1.0,0.54285717,-0.008332606,0.44444445
2013-02-08 00:00:00+00,SHORT,1191,0.3731557205258438,1.0,0.8412371,-0.007473389,0.39130434
2013-02-08 00:00:00+00,SHORT,1667,0.24213623842013518,1.0,0.19428572,-0.0028561861,0.44642857
2013-02-08 00:00:00+00,SHORT,3822,0.4087272280278558,1.0,0.2657143,0.012037606,0.5714286
2013-02-11 00:00:00+00,SHORT,2111,0.0,1.0,0.53276354,-0.015333693,0.6
2013-02-11 00:00:00+00,SHORT,221,0.9333333333333333,1.0,0.4900285,-0.014681989,0.5
2013-02-11 00:00:00+00,SHORT,3218,0.0,1.0,0.26210827,-0.005691849,0.1923077
2013-02-11 00:00:00+00,SHORT,1191,0.2925701474663193,1.0,0.84016395,-0.014255243,0.38297874
2013-02-11 00:00:00+00,SHORT,3275,0.2206845180885152,1.0,0.44467214,-0.017969377,0.5744681
2013-02-12 00:00:00+00,SHORT,2111,0.0,1.0,0.52873564,-0.017699042,0.6
2013-02-12 00:00:00+00,SHORT,3046,0.15473324714214104,1.0,0.18333334,-0.0055875727,0.25316456
2013-02-12 00:00:00+00,SHORT,3218,0.0,1.0,0.2672414,-0.008980182,0.20754717
2013-02-12 00:00:00+00,SHORT,1191,0.28580016028309196,1.0,0.84375,-0.011350799,0.36956522
2013-02-13 00:00:00+00,SHORT,4237,0.21565261483035209,1.0,0.23188406,-0.0041095815,0.25
2013-02-13 00:00:00+00,SHORT,3218,0.0,1.0,0.2637681,-0.010009157,0.19642857
2013-02-13 00:00:00+00,SHORT,1191,0.17600317705065324,1.0,0.84143764,-0.010380464,0.38297874
2013-02-13 00:00:00+00,SHORT,1667,0.12826178087651424,1.0,0.1942029,-0.015472374,0.45454547
2013-02-13 00:00:00+00,SHORT,3802,0.16629821142698462,1.0,0.46300212,-0.012467457,0.5875
2013-02-14 00:00:00+00,SHORT,4150,0.0,1.0,0.5478261,-0.0019641349,0.32142857
2013-02-14 00:00:00+00,SHORT,1667,0.1592942262164626,1.0,0.19130434,-0.0149197485,0.4642857
2013-02-15 00:00:00+00,SHORT,3218,0.0,1.0,0.26610646,-0.014495452,0.2
2013-02-19 00:00:00+00,SHORT,4150,0.06192371626133074,1.0,0.5185185,-0.0041576885,0.35714287
2013-02-19 00:00:00+00,SHORT,3218,0.0,1.0,0.26495728,-0.009690787,0.19642857
2013-02-19 00:00:00+00,SHORT,3763,0.09981910116024366,1.0,0.14245014,-0.014552503,0.5555556
2013-02-19 00:00:00+00,SHORT,2042,0.5931088994600624,1.0,0.642562,-0.011034203,0.6136364
2013-03-06 00:00:00+00,SHORT,1453,0.7944624023447168,1.0,0.53781515,-0.008465909,0.25454545
2013-03-07 00:00:00+00,SHORT,1453,0.7145932462896972,1.0,0.51532036,-0.0070257084,0.28070176
2013-03-08 00:00:00+00,SHORT,2548,0.640967630801982,1.0,0.41899443,0.03459771,0.21428572
2013-03-08 00:00:00+00,SHORT,988,1.0,1.0,0.36605316,-0.005077918,0.5
2013-03-13 00:00:00+00,SHORT,796,0.0,1.0,0.40389973,7.018806E-4,0.44444445
2013-03-14 00:00:00+00,SHORT,796,0.2642411636835894,1.0,0.3837535,-0.0018246653,0.44444445
2013-03-14 00:00:00+00,SHORT,1668,0.24352207399681158,1.0,0.1764706,0.01946473,0.25454545
2013-03-15 00:00:00+00,SHORT,4237,0.3158637083275123,1.0,0.23463687,-0.017084777,0.25
2013-03-15 00:00:00+00,SHORT,2548,0.353367409023222,1.0,0.4329609,-0.01756667,0.23214285
2013-03-15 00:00:00+00,SHORT,796,0.22858176857606508,1.0,0.40502793,0.0067213285,0.44444445
2013-03-15 00:00:00+00,SHORT,3098,0.07373506494821473,1.0,0.6447639,-5.696669E-4,0.2682927
2013-03-15 00:00:00+00,SHORT,3378,1.0,1.0,0.7960894,0.021306977,0.39285713
2013-03-15 00:00:00+00,SHORT,3704,0.19087392611616794,1.0,0.24845996,-0.018929956,0.37804878
2013-03-18 00:00:00+00,SHORT,194,0.1191289687773979,1.0,0.4373259,-0.00306638,0.21428572
2013-03-18 00:00:00+00,SHORT,796,0.16961477441074768,1.0,0.44289693,0.0042709787,0.44444445
2013-03-18 00:00:00+00,SHORT,3124,0.25332903183274286,1.0,0.14897959,0.018066816,0.2804878
2013-03-18 00:00:00+00,SHORT,3378,0.6808267986195569,1.0,0.7771588,8.245508E-4,0.40350878
2013-03-19 00:00:00+00,SHORT,796,0.2863240377420184,1.0,0.45070422,-0.0026619409,0.44444445
2013-03-20 00:00:00+00,SHORT,874,0.09722751267077388,1.0,0.88065845,-0.007219066,0.29787233
2013-03-20 00:00:00+00,SHORT,2930,0.0,1.0,0.39215687,-0.019924527,0.20454545
2013-03-20 00:00:00+00,SHORT,3098,0.0,1.0,0.5946502,-0.018101169,0.2682927
2013-03-20 00:00:00+00,SHORT,3124,0.03653318105951593,1.0,0.14814815,0.008203841,0.29268292
2013-03-20 00:00:00+00,SHORT,1437,0.16658010567751144,1.0,0.6162465,-0.00564421,0.25454545
2013-03-22 00:00:00+00,SHORT,194,0.0980364736142897,1.0,0.41899443,-0.021029819,0.21428572
2013-03-25 00:00:00+00,SHORT,194,0.08362046293309913,1.0,0.4317549,-0.021167874,0.21428572
2013-03-26 00:00:00+00,SHORT,3704,0.07553480764603265,1.0,0.24489796,-0.011818824,0.40243903
2013-03-27 00:00:00+00,SHORT,3704,0.07099924854675223,1.0,0.24385247,-0.010320258,0.4390244
2013-03-28 00:00:00+00,SHORT,194,0.051266711698035226,1.0,0.43539324,-0.010451895,0.21818182
2013-03-28 00:00:00+00,SHORT,2541,0.28075283099121656,1.0,0.29213482,-0.017872881,0.29090908
2013-03-28 00:00:00+00,SHORT,903,0.3623632738169653,1.0,0.83572894,-0.013178496,0.22727273
2013-03-28 00:00:00+00,SHORT,3595,0.2682577454745296,1.0,0.26966292,-0.015826719,0.44444445
2013-04-01 00:00:00+00,SHORT,2469,0.0,1.0,0.88501024,0.008434355,0.6122449
2013-04-02 00:00:00+00,SHORT,1752,0.20398534803763416,1.0,0.8765432,-0.008216253,0.5471698
2013-04-03 00:00:00+00,SHORT,1149,0.0,1.0,0.70247936,-0.010392772,0.37037036
2013-04-04 00:00:00+00,SHORT,1149,0.19676251128847744,1.0,0.70684934,-0.0054155653,0.36363637
2013-04-08 00:00:00+00,SHORT,2816,0.0,1.0,0.3901099,-0.013904281,0.45
2013-04-08 00:00:00+00,SHORT,3903,0.12780914844748567,1.0,0.49075976,0.016425168,0.6037736
2013-04-09 00:00:00+00,SHORT,2816,0.0,1.0,0.38121548,-0.01874249,0.45
2013-04-10 00:00:00+00,SHORT,1650,0.0,1.0,0.38509318,-0.01385927,0.38297874
2013-04-10 00:00:00+00,SHORT,3744,0.5499851446663486,1.0,0.71014494,-0.011784026,0.47368422
2013-04-11 00:00:00+00,SHORT,4201,0.41420605778161373,1.0,0.35812673,-0.010639046,0.5116279
2013-04-11 00:00:00+00,SHORT,4223,0.1129644874766803,1.0,0.49896908,-0.0064185653,0.4716981
2013-04-11 00:00:00+00,SHORT,2569,0.3436933830812441,1.0,0.21649484,-0.009010637,0.33333334
2013-04-11 00:00:00+00,SHORT,842,0.0,1.0,0.7463918,-0.021384405,0.5
2013-04-11 00:00:00+00,SHORT,1108,0.27927043795822964,1.0,0.6336088,-0.011793765,0.25581396
2013-04-11 00:00:00+00,SHORT,1191,0.35077213164006643,1.0,0.771134,-0.014922571,0.42857143
2013-04-11 00:00:00+00,SHORT,3436,0.1902135787640356,1.0,0.6859504,0.010440272,0.3090909
2013-04-11 00:00:00+00,SHORT,3684,0.0,1.0,0.72164947,-0.015742293,0.53488374
2013-04-11 00:00:00+00,SHORT,1650,0.0,1.0,0.36082473,-0.01824895,0.41304347
2013-04-11 00:00:00+00,SHORT,3903,0.17469964481593542,1.0,0.47216496,0.012732506,0.6037736
2013-04-12 00:00:00+00,SHORT,2437,0.0,1.0,0.585567,-0.015205106,0.53061223
2013-04-12 00:00:00+00,SHORT,842,0.0,1.0,0.75670105,-0.018331956,0.5263158
2013-04-12 00:00:00+00,SHORT,1748,0.0,1.0,0.1878453,-0.013252592,0.46296296
2013-04-12 00:00:00+00,SHORT,3923,0.0,1.0,0.35257733,-0.012562469,0.45
2013-04-12 00:00:00+00,SHORT,2004,0.28822749792022617,1.0,0.78350514,-0.01519925,0.2857143
2013-04-23 00:00:00+00,SHORT,2262,1.0,1.0,0.81935483,0.0016057331,0.46
2013-04-23 00:00:00+00,SHORT,1160,0.5380662602495382,1.0,0.7677419,0.00815887,0.6086956
2013-04-23 00:00:00+00,SHORT,3802,0.19016765025015084,1.0,0.4516129,-0.009417683,0.56962025
2013-04-25 00:00:00+00,SHORT,1262,0.0,1.0,0.4494382,-0.018749768,0.5714286
2013-04-29 00:00:00+00,SHORT,842,0.0,1.0,0.7447699,-0.019907983,0.47368422
2013-05-01 00:00:00+00,SHORT,234,1.0,1.0,0.57058823,-0.020908136,0.4
2013-05-03 00:00:00+00,SHORT,2961,0.45575047605587243,1.0,0.124740124,-0.017074665,0.4090909
2013-05-03 00:00:00+00,SHORT,4088,0.8125,1.0,0.67983365,-0.008190065,0.36363637
2013-05-07 00:00:00+00,SHORT,4088,0.6875,1.0,0.6038544,-0.016691415,0.2857143
2013-05-13 00:00:00+00,SHORT,3456,1.0,1.0,0.75555557,0.048940357,0.4375
2013-05-14 00:00:00+00,SHORT,2099,0.0,1.0,0.62886596,-0.018857123,0.2195122
2013-05-14 00:00:00+00,SHORT,535,0.8818369535046817,1.0,0.8815427,0.035195522,0.5
2013-05-15 00:00:00+00,SHORT,4197,0.41190878119237756,1.0,0.44230768,-0.019998109,0.3902439
2013-05-15 00:00:00+00,SHORT,2365,0.6661325249963216,1.0,0.15670103,-0.0040481943,0.53061223
2013-05-15 00:00:00+00,SHORT,397,0.0,1.0,0.22527473,0.007447018,0.5
2013-05-15 00:00:00+00,SHORT,842,0.7851011332965272,1.0,0.7195876,0.007988174,0.27027026
2013-05-15 00:00:00+00,SHORT,3255,0.7050102596157088,1.0,0.5521978,0.0038137846,0.4390244
2013-05-15 00:00:00+00,SHORT,3837,0.0,1.0,0.32142857,-0.009216201,0.3529412
2013-05-16 00:00:00+00,SHORT,2111,0.5061130314298852,1.0,0.41712707,-0.019704342,0.5
2013-05-16 00:00:00+00,SHORT,397,0.0,1.0,0.22375691,-0.009885919,0.47272727
2013-05-16 00:00:00+00,SHORT,2582,0.0,1.0,0.33425415,0.024809947,0.19512194
2013-05-16 00:00:00+00,SHORT,3078,0.1576139897861081,1.0,0.5062241,-0.009015907,0.35849056
2013-05-16 00:00:00+00,SHORT,1297,0.7722092277845023,1.0,0.75518674,0.0070353034,0.3181818
2013-05-17 00:00:00+00,SHORT,535,0.5866614269549779,1.0,0.8705234,-0.008186093,0.5681818
2013-05-20 00:00:00+00,SHORT,663,0.8823529411764706,1.0,0.6365503,-0.013578353,0.2
2013-05-20 00:00:00+00,SHORT,3581,0.5545035112130117,1.0,0.5206612,0.021282982,0.5084746
2013-05-20 00:00:00+00,SHORT,1819,0.25429681645622565,1.0,0.5852156,0.01604437,0.54545456
2013-05-20 00:00:00+00,SHORT,1840,0.8823529411764706,1.0,0.7433265,-0.011329102,0.425
2013-05-20 00:00:00+00,SHORT,3915,0.6797944081145365,1.0,0.25895315,0.0011684817,0.4074074
2013-05-21 00:00:00+00,SHORT,2367,0.9444444444444444,1.0,0.20054945,-0.019960107,0.4318182
2013-05-21 00:00:00+00,SHORT,2983,0.3378950506893686,1.0,0.25363827,-0.0023031868,0.20481928
2013-05-21 00:00:00+00,SHORT,1064,0.2168500298937174,1.0,0.39285713,0.0035626842,0.42372882
2013-05-21 00:00:00+00,SHORT,3130,0.7662187848648003,1.0,0.2747253,-0.013945555,0.59090906
2013-05-21 00:00:00+00,SHORT,1667,0.5570470128485385,1.0,0.47252747,-0.018973846,0.44444445
2013-05-21 00:00:00+00,SHORT,1678,0.390285391405576,1.0,0.6216216,0.0027573416,0.23684211
2013-05-21 00:00:00+00,SHORT,1819,0.32951071068996257,1.0,0.5800416,0.0067315036,0.52272725
2013-05-21 00:00:00+00,SHORT,1840,0.8235294117647058,1.0,0.74844074,-0.010118792,0.46341464
2013-05-22 00:00:00+00,SHORT,2084,0.322797174623958,1.0,0.6915114,-0.007892296,0.3962264
2013-05-22 00:00:00+00,SHORT,2986,0.3748579520444193,1.0,0.76811594,-0.0048514535,0.25
2013-05-22 00:00:00+00,SHORT,3244,0.6590679613237701,1.0,0.24016564,-0.0076453704,0.5106383
2013-05-22 00:00:00+00,SHORT,3645,0.5217061298593715,1.0,0.7515528,-0.009701446,0.575
2013-05-22 00:00:00+00,SHORT,1790,0.15303155745115554,1.0,0.20391062,0.003604415,0.25
2013-05-23 00:00:00+00,SHORT,406,0.0,1.0,0.28778467,-0.017997311,0.6041667
2013-05-23 00:00:00+00,SHORT,1761,0.24348830025382845,1.0,0.63975155,-9.488338E-4,0.39583334
2013-05-24 00:00:00+00,SHORT,2979,1.0,1.0,0.5852156,0.004574651,0.5121951
2013-05-24 00:00:00+00,SHORT,3804,0.8333333333333334,1.0,0.5154004,-0.019136196,0.41666666
2013-05-24 00:00:00+00,SHORT,1761,0.2023750745955966,1.0,0.6201232,-0.0043913643,0.375
2013-05-28 00:00:00+00,SHORT,2979,0.38904875236953407,1.0,0.54414785,-0.009059514,0.5121951
2013-05-28 00:00:00+00,SHORT,1471,0.5107003369902914,1.0,0.45479453,0.0016537644,0.4814815
2013-05-28 00:00:00+00,SHORT,3641,0.3558355907863616,1.0,0.5954825,-0.018454839,0.4528302
2013-05-28 00:00:00+00,SHORT,1790,0.0986366162027219,1.0,0.20273973,-0.01636227,0.25
2013-05-29 00:00:00+00,SHORT,1761,0.15970936828699414,1.0,0.6177686,-0.006824824,0.35416666
2013-05-30 00:00:00+00,SHORT,237,0.126368174617922,1.0,0.58969074,-0.014715529,0.32098764
2013-05-30 00:00:00+00,SHORT,1092,0.0,1.0,0.48453608,-0.018597947,0.5283019
2013-05-30 00:00:00+00,SHORT,1434,0.19003590450989574,1.0,0.32231405,-2.7859164E-4,0.19298245
2013-05-30 00:00:00+00,SHORT,4074,0.0,1.0,0.7402062,-0.009931996,0.55263156
2013-05-31 00:00:00+00,SHORT,2107,0.5097021690608418,1.0,0.73024523,-0.0021137984,0.59090906
2013-05-31 00:00:00+00,SHORT,2720,1.0,1.0,0.31062672,0.0020896704,0.5882353
2013-05-31 00:00:00+00,SHORT,1719,0.0,1.0,0.44959128,0.003377152,0.54545456
2013-06-03 00:00:00+00,SHORT,2107,0.5675875713962691,1.0,0.739011,-0.020749329,0.59090906
2013-06-04 00:00:00+00,SHORT,2770,0.0,1.0,0.14754099,-0.01568383,0.3220339
2013-06-04 00:00:00+00,SHORT,3716,0.04851319635788998,1.0,0.81893003,0.0029012458,0.35
2013-06-04 00:00:00+00,SHORT,3760,0.2750448212230205,1.0,0.80246913,-0.020347267,0.5769231
2013-06-05 00:00:00+00,SHORT,2133,0.11114938966597981,1.0,0.825462,-0.013413434,0.29787233
2013-06-05 00:00:00+00,SHORT,3716,0.0,1.0,0.8110883,-0.016080197,0.36585367
2013-06-06 00:00:00+00,SHORT,3716,0.0,1.0,0.8090349,-0.015110914,0.35
2013-06-10 00:00:00+00,SHORT,3716,0.0,1.0,0.8049281,-0.020818274,0.34146342
2013-06-10 00:00:00+00,SHORT,1710,0.3031564587328401,1.0,0.8377823,0.0021644165,0.28915662
2013-06-11 00:00:00+00,SHORT,3515,0.16281923176743354,1.0,0.352459,-0.015150358,0.20338982
2013-06-11 00:00:00+00,SHORT,3716,0.0,1.0,0.8151951,-0.019201765,0.34146342
2013-06-13 00:00:00+00,SHORT,2133,0.11913362040371572,1.0,0.80287474,-0.016129177,0.29787233
2013-06-14 00:00:00+00,SHORT,2085,0.0,1.0,0.2192623,-0.012575396,0.34042552
2013-06-17 00:00:00+00,SHORT,2085,0.0,1.0,0.2238193,-0.016228946,0.31914893
2013-06-17 00:00:00+00,SHORT,3203,0.0,1.0,0.862423,-0.01655188,0.27272728
2013-06-17 00:00:00+00,SHORT,1171,1.0,1.0,0.52156055,-0.020493787,0.32692307
2013-06-17 00:00:00+00,SHORT,3515,0.15375285279123366,1.0,0.3715847,-0.016552715,0.20338982
2013-06-18 00:00:00+00,SHORT,2085,0.0,1.0,0.22176592,-0.016561767,0.32608697
2013-06-18 00:00:00+00,SHORT,631,0.0,1.0,0.69815195,-0.020997534,0.53061223
2013-06-18 00:00:00+00,SHORT,3203,0.0,1.0,0.862423,-0.012260781,0.29545453
2013-06-18 00:00:00+00,SHORT,3515,0.14090392719251044,1.0,0.35967302,-0.01700228,0.20338982
2013-06-19 00:00:00+00,SHORT,2085,0.0,1.0,0.23045267,-0.020056907,0.32608697
2013-06-19 00:00:00+00,SHORT,259,0.0,1.0,0.86625516,-0.01395889,0.6122449
2013-06-19 00:00:00+00,SHORT,1593,0.0,1.0,0.5802469,-0.020455748,0.3488372
2013-06-19 00:00:00+00,SHORT,1690,0.12602912519682521,1.0,0.47956404,-0.020577444,0.3181818
2013-06-20 00:00:00+00,SHORT,2085,0.0,1.0,0.25051335,-0.018379387,0.3478261
2013-06-25 00:00:00+00,SHORT,3684,0.0,1.0,0.5971074,-0.0052228826,0.4318182
2013-07-05 00:00:00+00,SHORT,2835,0.7841166664958703,1.0,0.7479675,-0.017230822,0.6
2013-07-09 00:00:00+00,SHORT,3684,1.0,1.0,0.5298969,-0.005361424,0.3409091
2013-07-16 00:00:00+00,SHORT,248,0.8,1.0,0.7416667,0.0015535571,0.6086956
2013-07-16 00:00:00+00,SHORT,1731,0.537565743455188,1.0,0.5729167,-0.011483373,0.60465115
2013-07-23 00:00:00+00,SHORT,4215,0.09607291993554626,1.0,0.7627119,0.008577821,0.5
2013-07-23 00:00:00+00,SHORT,3802,0.8413112647556164,1.0,0.3736501,-0.007784823,0.55
2013-07-23 00:00:00+00,SHORT,2032,0.38408826987224604,1.0,0.6045198,-0.0069822366,0.25862068
2013-07-25 00:00:00+00,SHORT,4074,0.5254212869522739,1.0,0.75946546,-0.016567823,0.6111111
2013-07-26 00:00:00+00,SHORT,4074,0.4357839972859632,1.0,0.75,-0.020090008,0.6052632
2013-07-26 00:00:00+00,SHORT,2032,0.28592200389597,1.0,0.6160221,-0.018432062,0.29310346
2013-07-29 00:00:00+00,SHORT,2032,0.23812287377224142,1.0,0.6123595,-0.019816894,0.2881356
