time,side,ticker_id,mv_up_composite_labels,joint_fall_flag_5_20_df042,skew_weighted_10_df037,velocity_price_univ_zscore_5_df048,weighted_neg_sum_10_df036,price_drift_21_df005
2008-01-31 00:00:00+00,LONG,2979,0.2207957315897628,0.0,-0.46789864,-2.7051406,0.078489035,-0.10896213
2008-02-07 00:00:00+00,LONG,2297,0.07432162031743098,0.0,-0.5287007,-0.7779217,0.15293272,-0.11111111
2008-02-07 00:00:00+00,LONG,433,0.6670544635826087,0.0,-0.47381055,-1.0620615,0.105001256,-0.1405393
2008-02-07 00:00:00+00,LONG,1012,1.0,0.0,-0.44896597,-0.91194206,0.09583927,-0.13424958
2008-02-07 00:00:00+00,LONG,2041,0.9615384615384616,0.0,-0.40298793,-2.1991696,0.16983694,-0.12998265
2008-02-08 00:00:00+00,LONG,433,0.5923041270261785,0.0,-0.43307605,-0.04138632,0.09476313,-0.16077763
2008-02-08 00:00:00+00,LONG,712,0.25187106402781656,0.0,-0.45277986,0.7953275,0.0970999,-0.15792194
2008-02-15 00:00:00+00,LONG,2546,0.0,0.0,-0.5751293,-0.41063124,0.15658571,-0.19486082
2008-03-04 00:00:00+00,LONG,157,0.0,0.0,-0.5631688,-2.3915784,0.16752423,-0.10471593
2008-03-11 00:00:00+00,LONG,3114,1.0,0.0,-0.5615062,-2.4852557,0.15852506,-0.1317402
2008-03-12 00:00:00+00,LONG,3114,0.0,0.0,-0.41697684,-1.2966441,0.13906492,-0.12606578
2008-03-13 00:00:00+00,LONG,3641,0.5892335468473182,0.0,-0.5771347,-3.542318,0.12720351,-0.13100752
2008-03-13 00:00:00+00,LONG,4050,0.8260869565217391,0.0,-0.5957185,0.27668795,0.15493214,-0.17324053
2008-03-14 00:00:00+00,LONG,2090,1.0,0.0,-0.42257568,-0.9744645,0.17190729,-0.17142858
2008-03-14 00:00:00+00,LONG,3641,0.0,0.0,-0.4164841,-1.1451893,0.11312114,-0.1324579
2008-03-17 00:00:00+00,LONG,443,0.0,0.0,-0.46529394,-0.21560863,0.14217854,-0.13851868
2008-03-17 00:00:00+00,LONG,558,0.539248561359496,0.0,-0.6091452,-3.0304542,0.11694284,-0.11848341
2008-03-17 00:00:00+00,LONG,3309,0.0,0.0,-0.43137845,-1.438817,0.14638588,-0.111821085
2008-03-17 00:00:00+00,LONG,1368,0.0,0.0,-0.41101742,-2.6360264,0.14197597,-0.1804722
2008-03-17 00:00:00+00,LONG,3641,0.4116456373302691,0.0,-0.46094477,1.5477538,0.11838602,-0.12160395
2008-03-18 00:00:00+00,LONG,3539,0.9791666666666666,0.0,-0.4657576,-0.76464474,0.14085789,-0.099169515
2008-03-19 00:00:00+00,LONG,411,0.0,0.0,-0.41129476,3.4184968,0.15652043,-0.1396275
2008-03-19 00:00:00+00,LONG,3539,0.9583333333333334,0.0,-0.5251275,-0.95848894,0.164887,-0.12344474
2008-03-20 00:00:00+00,LONG,3142,0.9777777777777777,0.0,-0.5024496,-0.07226101,0.16854748,-0.10498545
2008-03-27 00:00:00+00,LONG,576,0.9230769230769231,0.0,-0.4225945,-0.817228,0.1351651,-0.09973286
2008-03-27 00:00:00+00,LONG,2961,0.9655172413793104,0.0,-0.5550019,-4.9738226,0.17393525,-0.15531915
2008-03-28 00:00:00+00,LONG,195,0.7619047619047619,0.0,-0.53857344,1.2411262,0.17871132,-0.11051502
2008-03-28 00:00:00+00,LONG,576,0.9038461538461539,0.0,-0.4402092,-0.02897232,0.14114459,-0.09826937
2008-03-28 00:00:00+00,LONG,2961,0.9310344827586207,0.0,-0.54749405,-1.5107865,0.17022352,-0.13666086
2008-03-28 00:00:00+00,LONG,1919,0.0,0.0,-0.47666875,1.0718409,0.15979683,-0.1945679
2008-03-31 00:00:00+00,LONG,2961,0.9117647058823529,0.0,-0.40943274,0.28598973,0.15373878,-0.120953634
2008-04-10 00:00:00+00,LONG,3804,0.2732056177163066,0.0,-0.44135448,0.8490328,0.08639463,-0.09787444
2008-04-11 00:00:00+00,LONG,3804,0.3114292100029337,0.0,-0.48164988,1.0857723,0.09571382,-0.10542019
2008-04-17 00:00:00+00,LONG,4237,0.0,0.0,-0.4178234,-1.4135715,0.1641929,-0.10934637
2008-04-18 00:00:00+00,LONG,3443,0.0,0.0,-0.5827709,-1.3347297,0.1570176,-0.11111111
2008-04-21 00:00:00+00,LONG,3443,0.0,0.0,-0.5701525,-1.3489121,0.15119323,-0.15517241
2008-04-23 00:00:00+00,LONG,836,1.0,0.0,-0.52659464,-3.4599204,0.11812531,-0.17351365
2008-05-02 00:00:00+00,LONG,3355,0.0,0.0,-0.40850842,4.751742,0.16832615,-0.10250818
2008-05-07 00:00:00+00,LONG,3355,0.0,0.0,-0.4534664,-2.8761122,0.16870505,-0.11290322
2008-05-15 00:00:00+00,LONG,3513,0.21980688347457109,0.0,-0.60824084,-2.7963343,0.110831,-0.18360764
2008-05-20 00:00:00+00,LONG,2079,0.0,0.0,-0.41836494,-0.6527606,0.17796546,-0.097457625
2008-05-23 00:00:00+00,LONG,1960,0.0,0.0,-0.5911764,-0.4805555,0.12755437,-0.12989324
2008-05-28 00:00:00+00,LONG,1960,0.0,0.0,-0.44697225,1.2999451,0.14193,-0.13580246
2008-06-02 00:00:00+00,LONG,1081,0.0,0.0,-0.5782238,-2.467035,0.1610605,-0.15324676
2008-06-02 00:00:00+00,LONG,1960,0.0,0.0,-0.5317082,-5.1900334,0.17313702,-0.18132366
2008-06-11 00:00:00+00,LONG,2479,1.0,0.0,-0.43373522,-0.09011336,0.10206324,-0.10222851
2008-06-11 00:00:00+00,LONG,638,0.0,0.0,-0.52249813,-3.612433,0.13693683,-0.10701107
2008-06-18 00:00:00+00,LONG,557,0.0,0.0,-0.56504196,-2.8198907,0.15914366,-0.15544832
2008-06-18 00:00:00+00,LONG,3501,0.0,0.0,-0.58260363,-2.7173505,0.14179792,-0.10884912
2008-06-20 00:00:00+00,LONG,558,0.0,0.0,-0.5155216,-0.15460259,0.093704805,-0.10270518
2008-06-25 00:00:00+00,LONG,858,0.05555555555555558,0.0,-0.42458174,-2.614769,0.12838826,-0.13398533
2008-06-26 00:00:00+00,LONG,858,0.03703703703703709,0.0,-0.49890092,0.7123424,0.14419854,-0.15306123
2008-06-27 00:00:00+00,LONG,2351,1.0,0.0,-0.5395626,-3.4953558,0.16329819,-0.111566566
2008-06-27 00:00:00+00,LONG,617,0.0,0.0,-0.49182338,1.3435669,0.11477112,-0.12270657
2008-06-27 00:00:00+00,LONG,858,0.0185185185185186,0.0,-0.6090472,0.08481371,0.14706714,-0.15136719
2008-06-30 00:00:00+00,LONG,1816,0.0,0.0,-0.4819218,0.69039035,0.11582719,-0.12773634
2008-07-02 00:00:00+00,LONG,3114,1.0,0.0,-0.5645506,-0.8511003,0.14703633,-0.12057113
2008-07-02 00:00:00+00,LONG,3241,0.0,0.0,-0.42202753,-3.1298683,0.1617726,-0.107361965
2008-07-02 00:00:00+00,LONG,3343,0.0,0.0,-0.4705281,-1.8889165,0.17957143,-0.12440064
2008-07-02 00:00:00+00,LONG,1299,0.98,0.0,-0.48602736,-0.90328985,0.13137487,-0.1309718
2008-07-02 00:00:00+00,LONG,1303,0.0,0.0,-0.5624869,0.6472311,0.15779874,-0.1924421
2008-07-03 00:00:00+00,LONG,1299,0.96,0.0,-0.54613525,1.9317892,0.13137487,-0.13373025
2008-07-03 00:00:00+00,LONG,1303,0.0,0.0,-0.5515546,1.515922,0.1561265,-0.16355431
2008-07-03 00:00:00+00,LONG,1731,0.0,0.0,-0.5286096,2.2643383,0.12670383,-0.10885023
2008-07-03 00:00:00+00,LONG,1853,0.9393939393939394,0.0,-0.50212324,3.0716066,0.06718204,-0.14844559
2008-07-03 00:00:00+00,LONG,4089,0.9545454545454546,0.0,-0.59411025,1.5090587,0.08987312,-0.09701953
2008-07-07 00:00:00+00,LONG,234,0.0,0.0,-0.56458104,-5.5011053,0.16352998,-0.1459404
2008-07-07 00:00:00+00,LONG,2710,0.962962962962963,0.0,-0.43578744,0.5909872,0.12649366,-0.120836444
2008-07-07 00:00:00+00,LONG,2870,1.0,0.0,-0.51194423,1.9194777,0.14406146,-0.15410829
2008-07-07 00:00:00+00,LONG,862,1.0,0.0,-0.54395235,-0.8784942,0.118781745,-0.16220705
2008-07-07 00:00:00+00,LONG,3114,0.0,0.0,-0.4291134,2.5919843,0.13050449,-0.111169375
2008-07-07 00:00:00+00,LONG,1299,0.0,0.0,-0.4518768,2.561674,0.10215104,-0.14424819
2008-07-07 00:00:00+00,LONG,1383,0.9833333333333333,0.0,-0.4320441,1.7968459,0.16706392,-0.13926537
2008-07-07 00:00:00+00,LONG,1731,0.0,0.0,-0.4345622,3.6438866,0.10099949,-0.12107817
2008-07-07 00:00:00+00,LONG,4089,0.9318181818181819,0.0,-0.5817041,1.0038174,0.0865289,-0.1202119
2008-07-08 00:00:00+00,LONG,4136,0.0,0.0,-0.46255353,-1.2001001,0.09333911,-0.14214896
2008-07-08 00:00:00+00,LONG,960,0.9117647058823529,0.0,-0.53208524,1.2639378,0.11571838,-0.10651479
2008-07-09 00:00:00+00,LONG,4136,0.0,0.0,-0.58654064,0.2903918,0.10814006,-0.1509024
2008-07-09 00:00:00+00,LONG,914,0.0,0.0,-0.43295476,3.065601,0.17846686,-0.10333333
2008-07-09 00:00:00+00,LONG,4073,0.0,0.0,-0.53105736,1.4865671,0.081175685,-0.099101625
2008-07-10 00:00:00+00,LONG,4136,0.0,0.0,-0.58117294,0.30669576,0.10814006,-0.17897375
2008-07-11 00:00:00+00,LONG,4136,0.0,0.0,-0.50587016,0.39814913,0.08729481,-0.14950009
2008-07-11 00:00:00+00,LONG,2437,0.0,0.0,-0.4888954,-1.1628268,0.15216604,-0.19284467
2008-07-11 00:00:00+00,LONG,3287,0.9787234042553191,0.0,-0.5842327,-1.9025944,0.11695593,-0.1496495
2008-07-14 00:00:00+00,LONG,2659,0.0,0.0,-0.42716637,0.70308936,0.12692302,-0.16427074
2008-07-14 00:00:00+00,LONG,1867,0.9743589743589743,0.0,-0.4750856,-0.07934223,0.1277106,-0.18113126
2008-07-15 00:00:00+00,LONG,2425,1.0,0.0,-0.5440572,-3.5473225,0.11708989,-0.18882774
2008-07-15 00:00:00+00,LONG,2930,0.0,0.0,-0.5231992,0.099102944,0.09917973,-0.13012575
2008-07-15 00:00:00+00,LONG,1099,0.0,0.0,-0.595915,1.9787563,0.07724445,-0.132626
2008-07-15 00:00:00+00,LONG,3203,0.0,0.0,-0.4925534,-1.915351,0.11404714,-0.1200167
2008-07-15 00:00:00+00,LONG,1236,1.0,0.0,-0.5777208,-1.7801652,0.12933123,-0.13677314
2008-07-15 00:00:00+00,LONG,3309,1.0,0.0,-0.58619267,-4.8243737,0.1512966,-0.16439505
2008-07-15 00:00:00+00,LONG,1410,1.0,0.0,-0.4999105,-0.7147897,0.11161721,-0.15084903
2008-07-15 00:00:00+00,LONG,3471,1.0,0.0,-0.43355188,1.6280556,0.10571249,-0.137906
2008-07-15 00:00:00+00,LONG,3629,0.0,0.0,-0.4351145,-2.2676668,0.12626992,-0.14253207
2008-07-15 00:00:00+00,LONG,1684,1.0,0.0,-0.47379324,0.3394805,0.06189753,-0.11700649
2008-07-15 00:00:00+00,LONG,1832,0.0,0.0,-0.5825869,0.37606725,0.079905815,-0.122236036
2008-07-15 00:00:00+00,LONG,1846,0.0,0.0,-0.5641456,-0.39785823,0.08781237,-0.10579314
2008-07-15 00:00:00+00,LONG,3912,1.0,0.0,-0.41116625,-1.2307711,0.14195482,-0.17376666
2008-07-15 00:00:00+00,LONG,2018,1.0,0.0,-0.5012298,1.106696,0.117369674,-0.17167962
2008-07-16 00:00:00+00,LONG,2930,0.0,0.0,-0.41248634,-1.6672579,0.09126184,-0.12649946
2008-07-16 00:00:00+00,LONG,959,0.0,0.0,-0.4522286,-1.5306084,0.14404409,-0.19680244
2008-07-16 00:00:00+00,LONG,3539,0.9772727272727273,0.0,-0.4867861,-0.4096674,0.13753778,-0.1616712
2008-07-16 00:00:00+00,LONG,3791,0.9767441860465116,0.0,-0.57150817,-3.298861,0.10299282,-0.19454603
2008-07-16 00:00:00+00,LONG,1867,0.9230769230769231,0.0,-0.41266412,-2.0530033,0.11589486,-0.19457014
2008-07-16 00:00:00+00,LONG,2006,0.9772727272727273,0.0,-0.4125572,-2.5148015,0.16061004,-0.17717391
2008-07-17 00:00:00+00,LONG,2898,0.0,0.0,-0.44264162,-4.0197186,0.09522016,-0.09979339
2008-07-18 00:00:00+00,LONG,388,0.0,0.0,-0.507614,-1.7784206,0.15660807,-0.1514757
2008-07-21 00:00:00+00,LONG,388,0.8918918918918919,0.0,-0.40816614,-1.323132,0.14238788,-0.13848843
2008-07-22 00:00:00+00,LONG,388,0.0,0.0,-0.40208516,-1.0144397,0.14238788,-0.13347825
2008-07-23 00:00:00+00,LONG,2111,0.92,0.0,-0.42585313,-4.2886143,0.11212053,-0.14364406
2008-07-23 00:00:00+00,LONG,388,0.0,0.0,-0.4219311,-1.7001735,0.14936091,-0.1345055
2008-07-24 00:00:00+00,LONG,388,0.8108108108108107,0.0,-0.48637924,-1.2382947,0.17572156,-0.17526224
2008-09-23 00:00:00+00,LONG,1114,0.0,0.0,-0.43692276,-2.1190977,0.1411345,-0.09851852
2008-09-29 00:00:00+00,LONG,1383,0.0,0.0,-0.5022507,-0.21401563,0.17207263,-0.11902971
2008-10-02 00:00:00+00,LONG,975,0.0,0.0,-0.5733771,2.7946057,0.17374611,-0.10912
2008-10-03 00:00:00+00,LONG,975,0.0,0.0,-0.5156981,1.4111704,0.14744261,-0.11592315
2008-10-06 00:00:00+00,LONG,975,0.0,0.0,-0.5034233,0.413248,0.14263345,-0.14037958
2008-10-06 00:00:00+00,LONG,2004,0.0,0.0,-0.43619162,0.56781745,0.13631727,-0.13663843
2008-10-08 00:00:00+00,LONG,808,0.0,0.0,-0.44994384,1.6031977,0.15183191,-0.13653137
2008-11-28 00:00:00+00,LONG,2554,0.0,0.0,-0.47503504,-1.4662446,0.15122434,-0.12588224
2008-12-01 00:00:00+00,LONG,3804,0.0,0.0,-0.4039299,-0.17106171,0.17457637,-0.1303476
2008-12-15 00:00:00+00,LONG,773,0.0,0.0,-0.5624059,-0.5600403,0.12959038,-0.108122274
2008-12-26 00:00:00+00,LONG,3561,0.9696969696969697,0.0,-0.45544463,0.08445675,0.11145491,-0.10901839
2008-12-30 00:00:00+00,LONG,1411,0.0,0.0,-0.49919522,-2.007503,0.16028479,-0.18897234
2008-12-31 00:00:00+00,LONG,1411,0.0,0.0,-0.4763492,-0.018384663,0.16028479,-0.114795916
2009-01-22 00:00:00+00,LONG,1742,0.0,0.0,-0.50320584,0.64963615,0.17792468,-0.10215975
2009-01-23 00:00:00+00,LONG,1742,0.0,0.0,-0.47988456,-0.5065845,0.16731018,-0.103089206
2009-01-30 00:00:00+00,LONG,1742,0.0,0.0,-0.40654978,-1.650772,0.17641135,-0.16850448
2009-02-02 00:00:00+00,LONG,1330,0.0,0.0,-0.52637225,-0.64012975,0.17457335,-0.13659224
2009-02-03 00:00:00+00,LONG,4128,0.9787234042553191,0.0,-0.4338565,-0.14780794,0.090433896,-0.16386674
2009-02-04 00:00:00+00,LONG,4128,0.9574468085106383,0.0,-0.43828294,0.3635405,0.091427915,-0.17869958
2009-02-04 00:00:00+00,LONG,3683,0.9772727272727273,0.0,-0.48307678,0.23799115,0.13040982,-0.13612904
2009-02-05 00:00:00+00,LONG,3683,0.9545454545454546,0.0,-0.46530482,-1.7870893,0.12456454,-0.15354839
2009-02-23 00:00:00+00,LONG,4074,0.9615384615384616,0.0,-0.5586749,1.3813254,0.1261792,-0.13002767
2009-03-06 00:00:00+00,LONG,1205,1.0,0.0,-0.55591005,1.387578,0.12686525,-0.12521942
2009-03-06 00:00:00+00,LONG,3521,1.0,0.0,-0.6060752,2.8216946,0.15731522,-0.12973914
2009-03-09 00:00:00+00,LONG,2247,1.0,0.0,-0.5804219,1.0766554,0.16458182,-0.11068639
2009-03-09 00:00:00+00,LONG,1205,0.9787234042553191,0.0,-0.4895489,0.23741516,0.10566467,-0.1424878
2009-03-09 00:00:00+00,LONG,3515,0.9777777777777777,0.0,-0.5578608,0.54320174,0.1198637,-0.119168356
2009-03-09 00:00:00+00,LONG,3521,0.967741935483871,0.0,-0.5713488,1.1690671,0.15023558,-0.14548552
2009-03-09 00:00:00+00,LONG,3645,1.0,0.0,-0.51743186,-0.708874,0.1778888,-0.19160432
2009-03-10 00:00:00+00,LONG,2247,0.96875,0.0,-0.44450033,-0.6592401,0.16458182,-0.10801619
2009-03-10 00:00:00+00,LONG,405,0.0,0.0,-0.52919376,-0.6185659,0.16474815,-0.17834727
2009-03-10 00:00:00+00,LONG,773,1.0,0.0,-0.48309687,-0.7541834,0.10286822,-0.12256372
2009-03-10 00:00:00+00,LONG,2979,1.0,0.0,-0.50217736,-1.2158821,0.14131919,-0.16351852
2009-03-10 00:00:00+00,LONG,1205,0.9574468085106383,0.0,-0.44709218,-0.50294197,0.10566467,-0.13778648
2009-03-10 00:00:00+00,LONG,1210,0.9772727272727273,0.0,-0.44208947,-0.6739174,0.1583162,-0.17902131
2009-03-10 00:00:00+00,LONG,3521,0.0,0.0,-0.47829357,-0.5460898,0.15023558,-0.104715675
2009-03-10 00:00:00+00,LONG,1853,1.0,0.0,-0.59279996,-1.9044645,0.136227,-0.17956243
2009-03-11 00:00:00+00,LONG,2247,0.9375,0.0,-0.4483172,-0.85560495,0.16615838,-0.12922627
2009-03-11 00:00:00+00,LONG,2979,0.9722222222222222,0.0,-0.53222483,-0.9204525,0.14353304,-0.14865886
2009-03-11 00:00:00+00,LONG,3521,0.9032258064516129,0.0,-0.45500854,-0.63584596,0.1415514,-0.13595891
2009-03-11 00:00:00+00,LONG,1853,0.9767441860465116,0.0,-0.5398157,-1.3426759,0.136227,-0.15694822
2009-03-11 00:00:00+00,LONG,4088,0.9777777777777777,0.0,-0.5856789,-0.6077568,0.1562266,-0.16970927
2009-03-12 00:00:00+00,LONG,4088,0.8514027741245771,0.0,-0.5077739,-1.449763,0.14416388,-0.14229523
2009-03-13 00:00:00+00,LONG,3522,0.9705882352941176,0.0,-0.5343178,-2.181327,0.15421702,-0.15583204
2009-04-20 00:00:00+00,LONG,52,0.9714285714285714,0.0,-0.40114078,-0.0805452,0.06431433,-0.11529643
2009-04-21 00:00:00+00,LONG,52,0.9428571428571428,0.0,-0.5756286,-1.5296963,0.07690226,-0.11688742
2009-04-21 00:00:00+00,LONG,2619,0.0,0.0,-0.52522856,-2.200689,0.13510333,-0.12038923
2009-04-22 00:00:00+00,LONG,2508,1.0,0.0,-0.41804972,-3.5530627,0.17185415,-0.13803886
2009-04-22 00:00:00+00,LONG,2619,0.9142857142857143,0.0,-0.54734975,-2.5286076,0.14376111,-0.14103425
2009-04-29 00:00:00+00,LONG,2527,0.868421052631579,0.0,-0.4629999,-0.28317133,0.14247459,-0.09981167
2009-04-29 00:00:00+00,LONG,1988,1.0,0.0,-0.5068708,-4.373462,0.13082618,-0.13683818
2009-05-05 00:00:00+00,LONG,417,0.94,0.0,-0.40843993,-2.0612104,0.1449911,-0.11634224
2009-05-22 00:00:00+00,LONG,3973,1.0,0.0,-0.4461164,-0.92518955,0.09658062,-0.1899462
2009-06-23 00:00:00+00,LONG,323,1.0,0.0,-0.42571527,-3.3364863,0.16692543,-0.16351648
2009-06-23 00:00:00+00,LONG,3378,0.8928571428571429,0.0,-0.5244682,0.5115453,0.15496962,-0.11145038
2009-06-24 00:00:00+00,LONG,3378,0.8571428571428572,0.0,-0.41233942,2.7914734,0.13957712,-0.12549603
2009-07-07 00:00:00+00,LONG,505,0.495603424862704,0.0,-0.4090624,-0.10051323,0.1623048,-0.14639294
2009-07-08 00:00:00+00,LONG,2072,1.0,0.0,-0.5343367,-2.0887425,0.16866153,-0.15898463
2009-07-09 00:00:00+00,LONG,3283,0.9722222222222222,0.0,-0.43101934,-1.3501291,0.13821094,-0.173418
2009-07-09 00:00:00+00,LONG,1740,0.9736842105263158,0.0,-0.5734455,-1.5229739,0.10942967,-0.17436792
2009-07-10 00:00:00+00,LONG,2072,0.9512195121951219,0.0,-0.50475043,-2.6982675,0.17346601,-0.18752564
2009-07-10 00:00:00+00,LONG,4123,0.9130434782608696,0.0,-0.4190314,0.35911158,0.14031814,-0.16245748
2009-07-10 00:00:00+00,LONG,4169,0.9166666666666666,0.0,-0.45284098,-1.5022582,0.13932557,-0.1821649
2009-07-10 00:00:00+00,LONG,505,0.41977238881125184,0.0,-0.4561626,1.5679523,0.16973725,-0.13308795
2009-07-10 00:00:00+00,LONG,1063,1.0,0.0,-0.59666485,-0.06926951,0.10411209,-0.16514806
2009-07-10 00:00:00+00,LONG,3283,0.9444444444444444,0.0,-0.57383364,-0.9222377,0.13927053,-0.17120878
2009-07-10 00:00:00+00,LONG,1236,1.0,0.0,-0.5543233,-2.4513729,0.13438602,-0.10044576
2009-07-10 00:00:00+00,LONG,1483,0.47829218449808425,0.0,-0.5412032,-3.7278204,0.14537099,-0.19855225
2009-07-10 00:00:00+00,LONG,3947,0.9285714285714286,0.0,-0.5793589,-3.084251,0.15131444,-0.18954249
2009-07-13 00:00:00+00,LONG,753,0.497996046817395,0.0,-0.5042166,-1.4665529,0.10958377,-0.14666827
2009-07-13 00:00:00+00,LONG,3531,0.9642857142857143,0.0,-0.56924975,-1.8686768,0.11883845,-0.1218089
2009-07-13 00:00:00+00,LONG,1740,0.9210526315789473,0.0,-0.44038564,0.2866852,0.10995766,-0.19934237
2009-07-13 00:00:00+00,LONG,1770,0.5666130189451852,0.0,-0.5682506,0.009341889,0.14768717,-0.19745749
2009-07-13 00:00:00+00,LONG,1927,0.8928571428571429,0.0,-0.44765157,0.67602235,0.1676106,-0.09842041
2009-07-13 00:00:00+00,LONG,4086,1.0,0.0,-0.50085354,-1.2263906,0.14352027,-0.12408666
2009-07-14 00:00:00+00,LONG,4187,0.7075907963789785,0.0,-0.54585487,-0.95751554,0.088906124,-0.10246679
2009-07-14 00:00:00+00,LONG,2613,0.0,0.0,-0.43848154,-0.0051131207,0.14887814,-0.102528736
2009-07-14 00:00:00+00,LONG,753,0.5766714975035837,0.0,-0.5253675,-1.5447633,0.11607665,-0.15478788
2009-07-14 00:00:00+00,LONG,2932,0.5992908561312706,0.0,-0.5612724,-0.26386616,0.15498395,-0.16040955
2009-07-14 00:00:00+00,LONG,1012,0.7574565349870602,0.0,-0.44752806,-0.69778234,0.094419524,-0.1330673
2009-07-14 00:00:00+00,LONG,3130,0.8571428571428572,0.0,-0.55506504,-0.7204937,0.17019664,-0.17078106
2009-07-14 00:00:00+00,LONG,1176,0.9827586206896551,0.0,-0.533314,0.31810212,0.16935007,-0.11254019
2009-07-14 00:00:00+00,LONG,3233,0.43252441315202583,0.0,-0.43854946,0.38576818,0.115982436,-0.14737225
2009-07-14 00:00:00+00,LONG,1300,0.5050977040078154,0.0,-0.42670286,-0.037531056,0.11326534,-0.13375367
2009-07-14 00:00:00+00,LONG,1462,0.15873174542661808,0.0,-0.45275968,-0.24538179,0.15017483,-0.120705664
2009-07-14 00:00:00+00,LONG,1748,0.9736842105263158,0.0,-0.46193555,-0.72970295,0.1019086,-0.19148937
2009-07-14 00:00:00+00,LONG,1770,0.5175048051295129,0.0,-0.47229347,-0.4948159,0.14768717,-0.17170191
2009-07-20 00:00:00+00,LONG,2431,0.0,0.0,-0.4463862,-4.1334963,0.17743288,-0.15631263
2009-08-17 00:00:00+00,LONG,192,1.0,0.0,-0.4515939,0.57481664,0.09424141,-0.14470316
2009-08-17 00:00:00+00,LONG,3686,1.0,0.0,-0.4380343,-1.5133693,0.07931549,-0.120098904
2009-08-18 00:00:00+00,LONG,3067,0.9308800155686364,0.0,-0.5088343,-1.0249377,0.045950808,-0.124082066
2009-08-24 00:00:00+00,LONG,135,0.26086956521739135,0.0,-0.4580483,-1.109996,0.11286438,-0.14529106
2009-09-25 00:00:00+00,LONG,219,0.3274694930595401,0.0,-0.55011904,-1.6082546,0.122299574,-0.09933916
2009-11-02 00:00:00+00,LONG,557,0.9824561403508771,0.0,-0.5092934,-2.4661603,0.1264548,-0.105232894
2009-11-02 00:00:00+00,LONG,1360,1.0,0.0,-0.53155506,-1.4645462,0.15243724,-0.10727273
2009-11-03 00:00:00+00,LONG,394,0.9818181818181818,0.0,-0.4201972,-3.129932,0.16530013,-0.09933775
2009-11-03 00:00:00+00,LONG,2613,0.0,0.0,-0.52115476,0.013819348,0.16763489,-0.105237395
2009-11-03 00:00:00+00,LONG,3897,1.0,0.0,-0.5314111,-3.647429,0.17335165,-0.11684783
2009-11-04 00:00:00+00,LONG,557,0.9473684210526316,0.0,-0.4353907,-0.36040705,0.11434335,-0.1173498
2009-11-04 00:00:00+00,LONG,2613,0.5745924882066574,0.0,-0.46317083,-0.5503132,0.14382856,-0.10433071
2009-11-05 00:00:00+00,LONG,2613,0.6392915878179608,0.0,-0.48071688,-1.7340031,0.1504714,-0.10588817
2009-11-05 00:00:00+00,LONG,2731,0.4619453654937747,0.0,-0.45026448,-1.3594882,0.16292368,-0.12166041
2009-11-06 00:00:00+00,LONG,487,0.88,0.0,-0.48451713,-1.2616853,0.15812509,-0.109187335
2009-11-06 00:00:00+00,LONG,2731,0.4275565992786817,0.0,-0.47555408,-1.7099824,0.17375816,-0.13595432
2009-11-06 00:00:00+00,LONG,3470,0.9285714285714286,0.0,-0.45473215,-2.060089,0.16739047,-0.122827284
2009-11-12 00:00:00+00,LONG,1411,1.0,0.0,-0.47450376,-2.3199363,0.09634225,-0.104516126
2009-11-17 00:00:00+00,LONG,2582,0.0,0.0,-0.46564984,-2.8463686,0.1501008,-0.15168129
2009-11-27 00:00:00+00,LONG,4000,0.7363277902570001,0.0,-0.48822817,-2.8560834,0.091567695,-0.14438452
2009-11-30 00:00:00+00,LONG,2452,0.5401406247643692,0.0,-0.42928672,0.6129768,0.124944285,-0.116179004
2009-11-30 00:00:00+00,LONG,4000,0.6831033623959023,0.0,-0.5503998,-5.810336,0.098441,-0.16103554
2009-12-09 00:00:00+00,LONG,1090,1.0,0.0,-0.53262025,-0.6032851,0.10224508,-0.18878813
2009-12-09 00:00:00+00,LONG,3436,0.9660211098912759,0.0,-0.4276047,-5.9525576,0.1603761,-0.11819192
2009-12-09 00:00:00+00,LONG,1740,0.6571723224108852,0.0,-0.59932745,-2.4048297,0.13534905,-0.13183686
2009-12-10 00:00:00+00,LONG,1090,0.9655172413793104,0.0,-0.56164855,-0.88551074,0.10224508,-0.15397775
2009-12-14 00:00:00+00,LONG,3515,0.6727212890573521,0.0,-0.5932681,-2.0772285,0.09603803,-0.10236559
2009-12-15 00:00:00+00,LONG,2159,0.6769229442138053,0.0,-0.59278953,-1.5390991,0.15955707,-0.13439244
2009-12-15 00:00:00+00,LONG,1090,0.8620689655172413,0.0,-0.44691962,-2.0507083,0.09517274,-0.17839196
2009-12-16 00:00:00+00,LONG,2159,0.9459459459459459,0.0,-0.44459838,0.1497463,0.1512565,-0.124252774
2009-12-16 00:00:00+00,LONG,2032,0.8095238095238095,0.0,-0.4747179,-6.170373,0.12664106,-0.1209557
2009-12-17 00:00:00+00,LONG,2159,0.5345152524753629,0.0,-0.40945125,1.117576,0.13879326,-0.11790204
2009-12-17 00:00:00+00,LONG,3612,0.9153010433616101,0.0,-0.54519314,-4.884361,0.122218974,-0.12347826
2009-12-17 00:00:00+00,LONG,2032,0.8648648648648649,0.0,-0.48933914,-2.0137331,0.13155861,-0.13789682
2009-12-18 00:00:00+00,LONG,2159,0.5143984272189621,0.0,-0.52605295,0.0306851,0.14960407,-0.114386275
